MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3)
2019-02-15,2441.65,1968.1,5712.25,194.75,821.8,661.6
2019-02-16,1010.75,1654.95,3204.85,208.25,745.6,592.6
2019-02-17,678.9,1466.3,2507.2,522.15,681.0,462.0
2019-02-18,731.5,1579.15,2700.65,518.0,286.9,186.0
2019-02-19,807.55,1451.7,2690.0,675.9,278.8,151.3
2019-02-20,575.78,1208.33,2090.79,717.93,293.5,199.9
2019-02-21,667.07,1271.87,2294.91,648.82,397.3,294.2
2019-02-22,1022.28,1500.21,3067.56,407.77,509.9,381.2
2019-02-23,1416.93,1856.61,4029.51,198.52,763.3,641.3
2019-02-24,2135.79,1983.08,5258.19,189.6,1041.6,791.6
2019-02-25,2386.5,2178.05,5837.52,134.05,1309.0,860.9
2019-02-26,2675.46,2228.41,6330.7,181.28,1401.1,801.7
2019-02-27,2460.42,2172.03,5944.58,188.72,1552.3,1083.2
2019-02-28,1284.03,1569.85,3538.46,703.95,664.9,529.3
2019-03-01,1224.09,1548.96,3425.64,693.6,576.9,429.9
2019-03-02,1205.95,1303.48,3151.77,1037.55,251.2,171.0
2019-03-03,1113.45,1204.02,2910.7,1306.75,182.7,113.8
2019-03-04,453.95,804.3,1500.25,1203.5,122.4,63.8
2019-03-05,511.88,1106.65,1891.68,1044.58,152.0,85.2
2019-03-06,365.85,914.3,1475.05,1075.35,208.6,136.8
2019-03-07,134.75,507.85,714.3,1374.05,125.9,68.7
2019-03-08,422.05,996.2,1643.25,917.5,157.1,89.7
2019-03-09,158.0,713.75,956.0,1373.4,345.4,199.6
2019-03-10,105.55,508.45,670.25,1477.6,120.4,67.9
2019-03-11,59.54,342.41,433.49,1496.65,225.9,107.6
2019-03-12,67.52,311.74,414.89,1459.95,137.8,80.7
2019-03-13,54.42,204.76,287.59,1646.4,246.7,141.2
2019-03-14,53.87,293.37,375.48,1549.45,176.0,102.0
2019-03-15,44.68,243.08,311.12,1343.1,71.5,41.9
2019-03-16,52.98,314.54,395.41,1602.0,142.6,83.7
2019-03-17,48.23,268.56,342.36,1511.25,88.1,49.9
2019-03-18,171.73,565.22,828.35,895.05,228.2,124.0
2019-03-19,102.44,614.43,771.29,425.2,296.6,224.3
2019-03-20,53.19,461.85,542.98,851.2,198.8,136.4
2019-03-21,125.99,481.86,675.07,647.65,332.3,197.7
2019-03-22,78.74,562.17,682.77,617.15,320.4,250.9
2019-03-23,81.05,519.69,643.76,972.3,432.4,281.1
2019-03-24,128.45,600.8,797.8,1041.85,400.6,228.0
2019-03-25,172.92,728.31,993.14,1368.55,419.5,187.2
2019-03-26,881.0,1187.15,2537.75,770.4,584.8,294.5
2019-03-27,660.1,1193.3,2205.45,805.65,526.2,250.9
2019-03-28,886.1,1632.2,2990.55,553.0,739.7,472.8
2019-03-29,1513.5,1751.85,4072.0,563.4,798.8,561.8
2019-03-30,1483.9,1208.5,3483.55,899.22,1157.3,860.6
2019-03-31,59.0,473.9,564.35,1585.4,705.2,491.7
2019-04-01,216.02,964.05,1295.43,1071.85,543.0,262.6
2019-04-02,692.43,1164.68,2226.48,644.9,447.6,294.5
2019-04-03,563.67,1179.35,2043.92,672.75,272.4,205.9
2019-04-04,446.58,1116.0,1801.05,1018.0,190.7,125.15
2019-04-05,303.58,983.0,1448.43,1204.9,320.2,220.8
2019-04-06,89.82,617.4,755.4,1258.2,495.3,365.6
2019-04-07,69.27,420.43,526.6,950.2,982.8,867.3
2019-04-08,324.55,852.77,1350.2,804.1,1024.6,873.4
2019-04-09,179.8,757.65,1033.93,1049.8,851.2,674.5
2019-04-10,80.82,443.4,567.38,1562.1,474.3,234.4
2019-04-11,113.85,716.35,890.75,1426.85,411.2,236.5
2019-04-12,129.48,843.38,1041.43,1244.1,453.8,302.4
2019-04-13,110.9,737.1,906.98,1344.65,438.8,308.8
2019-04-14,118.13,767.22,947.9,1345.75,548.0,442.0
2019-04-15,278.75,1115.58,1542.95,975.32,1047.6,810.0
2019-04-16,359.43,1242.05,1793.57,474.75,1466.1,1121.3
2019-04-17,264.9,1255.97,1662.45,794.05,1352.0,1054.2
2019-04-18,263.85,1248.32,1652.93,999.1,1484.0,1120.2
2019-04-19,146.4,1110.42,1335.25,1379.8,920.3,620.4
2019-04-20,153.32,1009.12,1244.43,1595.45,849.4,615.7
2019-04-21,127.15,980.4,1175.0,1938.05,947.7,684.9
2019-04-22,146.23,1426.93,1651.25,1552.3,1099.1,854.2
2019-04-23,223.18,1471.75,1813.72,904.45,1117.5,672.8
2019-04-24,418.52,1343.58,1985.33,861.15,782.8,508.2
2019-04-25,340.85,1016.25,1539.0,1198.85,189.8,88.6
2019-04-26,575.98,1052.08,1935.08,977.25,208.0,107.0
2019-04-27,65.22,327.9,428.22,1669.3,254.8,115.0
2019-04-28,49.72,316.6,392.9,1422.85,255.6,144.2
2019-04-29,191.2,885.6,1178.5,876.8,387.9,264.9
2019-04-30,366.2,1154.42,1715.82,952.1,575.2,414.1
2019-05-01,346.45,1062.9,1594.5,1040.2,575.0,346.3
2019-05-02,126.25,596.25,789.65,1004.95,377.7,185.3
2019-05-03,224.0,685.95,1029.5,800.85,320.6,213.7
2019-05-04,45.5,254.28,323.77,1365.35,250.6,121.0
2019-05-05,130.5,577.3,777.42,1292.88,348.8,210.4
2019-05-06,134.62,578.7,785.1,1323.9,231.4,140.7
2019-05-07,499.4,1185.85,1951.62,1089.35,304.92,191.02
2019-05-08,450.42,1180.08,1870.83,920.6,299.98,161.03
2019-05-09,493.98,883.38,1640.95,619.35,260.2,167.9
2019-05-10,539.37,1160.53,1987.88,664.15,282.6,208.4
2019-05-11,135.27,578.72,786.03,1083.75,399.7,277.4
2019-05-12,149.33,641.45,870.6,1082.4,276.4,189.7
2019-05-13,350.85,933.62,1471.7,1026.65,292.4,137.4
2019-05-14,162.65,694.37,943.82,1349.05,317.6,161.1
2019-05-15,202.68,1009.7,1320.68,1314.15,576.9,352.9
2019-05-16,111.8,591.25,762.8,1531.6,450.7,234.6
2019-05-17,79.22,468.08,589.17,1173.2,442.8,252.1
2019-05-18,209.65,710.25,1031.88,892.45,554.1,328.5
2019-05-19,187.75,636.68,924.25,843.4,438.5,341.0
2019-05-20,96.35,610.05,757.62,1108.4,487.8,313.8
2019-05-21,75.95,481.65,597.88,1464.55,355.5,164.1
2019-05-22,295.73,1142.82,1596.45,1040.35,325.1,143.2
2019-05-23,437.98,1238.95,1910.18,1166.75,263.4,136.5
2019-05-24,88.32,511.6,647.02,1100.1,384.6,191.7
2019-05-25,57.62,315.58,403.95,1286.27,210.1,111.4
2019-05-26,144.85,454.58,676.62,804.75,172.6,104.9
2019-05-27,96.78,395.57,544.05,1088.15,202.4,98.8
2019-05-28,162.88,527.97,777.9,967.8,200.3,78.8
2019-05-29,542.83,1033.47,1865.98,486.15,226.2,137.0
2019-05-30,240.77,512.45,881.78,743.05,261.5,125.7
2019-05-31,499.47,788.68,1554.65,480.3,128.0,67.9
2019-06-01,520.85,1064.37,1863.02,697.5,203.0,113.5
2019-06-02,285.95,828.73,1266.7,873.8,252.0,142.1
2019-06-03,236.93,743.65,1107.18,1085.9,286.8,135.5
2019-06-04,353.42,1018.85,1561.02,654.65,283.3,170.1
2019-06-05,314.5,847.3,1329.78,905.25,202.3,92.0
2019-06-06,384.45,912.2,1501.62,980.95,181.4,87.6
2019-06-07,217.48,835.4,1168.32,829.8,247.0,126.1
2019-06-08,151.78,493.1,725.85,1070.2,160.0,69.8
2019-06-09,269.98,705.8,1119.88,866.4,185.2,95.2
2019-06-10,135.48,450.22,657.88,919.05,153.2,92.1
2019-06-11,247.62,364.12,743.52,1002.15,132.7,79.3
2019-06-12,128.18,519.45,716.35,919.15,167.0,101.2
2019-06-13,413.38,955.6,1589.62,689.25,145.6,98.7
2019-06-14,403.98,880.7,1500.45,858.9,201.5,116.2
2019-06-15,364.15,907.78,1465.8,834.7,172.2,100.9
2019-06-16,311.25,749.8,1227.0,769.35,180.5,107.7
2019-06-17,342.98,852.3,1378.45,1096.85,187.9,110.1
2019-06-18,365.28,1032.53,1592.65,549.0,287.4,184.9
2019-06-19,292.32,720.72,1168.7,572.95,384.9,234.8
2019-06-20,191.4,598.97,892.8,934.3,191.7,91.2
2019-06-21,250.9,598.78,983.28,989.85,216.5,98.2
2019-06-22,399.02,803.3,1415.25,972.15,197.5,108.9
2019-06-23,80.1,687.32,810.22,1515.35,555.0,383.2
2019-06-24,495.42,1259.7,2019.33,545.6,607.6,426.7
2019-06-25,219.92,580.1,917.43,721.45,488.5,336.7
2019-06-26,59.78,253.8,345.65,1307.85,307.8,178.8
2019-06-27,97.25,311.65,460.45,1273.8,370.9,173.0
2019-06-28,176.5,593.9,864.6,923.25,523.8,244.1
2019-06-29,316.6,1136.47,1621.65,1343.6,566.8,333.1
2019-06-30,101.75,271.62,427.1,1249.75,234.0,138.3
2019-07-01,99.4,274.6,427.2,1095.0,245.0,86.3
2019-07-02,96.95,380.8,529.6,1009.15,284.1,125.2
2019-07-03,119.9,544.9,728.5,1080.05,319.2,141.6
2019-07-04,243.95,771.85,1145.95,928.45,392.7,131.4
2019-07-05,168.45,688.65,947.15,1320.4,508.4,196.4
2019-07-06,109.17,385.72,553.35,756.45,289.8,129.3
2019-07-07,236.65,606.3,969.1,614.75,252.6,148.8
2019-07-08,573.75,980.85,1860.2,810.65,232.0,118.7
2019-07-09,367.1,832.4,1395.7,1014.45,303.6,142.9
2019-07-10,375.85,1059.7,1635.8,880.75,385.5,184.2
2019-07-11,165.0,567.25,820.6,1100.35,500.9,162.1
2019-07-12,88.95,269.0,405.45,1099.3,408.9,117.3
2019-07-13,69.75,236.0,342.9,1043.7,244.9,130.2
2019-07-14,50.05,252.4,328.85,862.7,205.5,119.8
2019-07-15,131.4,391.9,593.1,820.6,356.7,108.0
2019-07-16,254.15,885.55,1275.1,1154.65,381.6,168.0
2019-07-17,376.8,1082.85,1660.75,1119.55,410.6,210.5
2019-07-18,311.45,634.85,1112.3,792.15,271.4,151.5
2019-07-19,673.05,953.4,1985.2,304.75,220.0,132.6
2019-07-20,246.3,458.35,835.6,806.32,183.2,81.6
2019-07-21,307.8,636.9,1109.25,625.15,163.0,88.6
2019-07-22,506.95,711.0,1488.05,501.9,199.1,126.7
2019-07-23,614.0,956.8,1898.25,1222.9,450.5,192.4
2019-07-24,564.1,1021.2,1885.9,970.25,449.7,224.7
2019-07-25,533.35,1449.95,2267.65,1270.7,722.5,325.6
2019-07-26,369.45,769.3,1335.8,607.8,309.7,159.4
2019-07-27,89.85,388.2,526.15,584.85,231.6,121.8
2019-07-28,81.35,349.45,474.05,955.8,218.8,91.5
2019-07-29,514.5,846.05,1634.9,906.85,213.4,100.4
2019-07-30,347.35,782.25,1315.0,866.25,243.4,123.0
2019-07-31,231.9,550.7,906.05,877.85,184.2,89.1
2019-08-01,119.3,396.5,579.5,1156.6,269.3,149.4
2019-08-02,86.25,331.22,463.33,1302.95,344.0,194.3
2019-08-03,362.7,947.65,1503.5,789.5,316.9,187.7
2019-08-04,294.4,1008.2,1459.35,799.55,326.3,198.4
2019-08-05,339.3,708.35,1228.75,838.25,244.8,135.1
2019-08-06,375.45,707.95,1283.75,767.05,255.5,133.4
2019-08-07,268.95,603.75,1016.35,847.8,210.6,96.0
2019-08-08,297.85,648.5,1104.9,722.4,203.3,106.4
2019-08-09,412.4,704.5,1336.8,735.25,243.3,130.2
2019-08-10,162.7,440.75,690.1,1223.9,313.2,168.2
2019-08-11,235.6,640.05,1001.5,1001.65,228.8,129.0
2019-08-12,249.02,668.53,1050.15,585.65,229.5,108.0
2019-08-13,181.55,569.6,847.8,1020.15,266.0,94.9
2019-08-14,569.3,1024.55,1897.65,538.53,158.0,82.0
2019-08-15,168.5,432.15,690.58,876.57,229.0,94.1
2019-08-16,514.25,822.45,1611.0,426.45,178.8,99.0
2019-08-17,281.95,601.3,1033.65,668.2,233.0,117.6
2019-08-18,271.0,646.65,1062.6,759.15,196.7,104.6
2019-08-19,293.8,663.95,1114.55,815.85,229.5,107.7
2019-08-20,289.2,734.05,1177.6,1027.2,306.5,148.7
2019-08-21,746.97,1082.68,2228.71,614.02,320.0,190.4
2019-08-22,427.23,966.47,1622.09,797.98,286.9,164.2
2019-08-23,755.96,1121.96,2281.66,551.4,296.7,146.1
2019-08-24,643.26,1379.56,2365.81,1030.75,544.8,324.9
2019-08-25,541.8,1699.2,2530.05,1000.15,700.3,479.0
2019-08-26,595.75,1689.4,2602.75,1177.4,564.8,371.2
2019-08-27,634.15,1469.45,2442.2,1165.42,736.2,422.3
2019-08-28,357.75,753.1,1301.35,837.15,206.3,126.4
2019-08-29,218.3,668.7,1002.9,907.1,185.9,82.9
2019-08-30,437.03,915.15,1585.25,702.05,230.3,129.2
2019-08-31,269.95,664.55,1078.55,845.9,204.31,105.53
2019-09-01,62.8,361.65,457.4,951.3,228.38,84.76
2019-09-02,350.9,756.15,1294.65,811.45,228.91,85.81
2019-09-03,267.95,690.05,1100.8,919.15,229.43,86.86
2019-09-04,171.58,357.89,621.04,941.55,229.95,87.91
2019-09-05,237.42,491.71,855.46,929.75,334.07,120.23
2019-09-06,450.7,886.4,1577.4,472.75,249.76,132.0
2019-09-07,62.15,403.4,498.9,804.15,255.09,132.0
2019-09-08,407.05,759.0,1383.0,803.6,260.42,132.0
2019-09-09,663.7,1254.9,2272.45,518.75,265.76,132.0
2019-09-10,487.2,744.1,1491.2,522.8,324.28,132.8
2019-09-11,313.2,654.95,1135.3,564.25,277.3,84.2
2019-09-12,468.8,729.45,1448.2,463.65,256.4,101.0
2019-09-13,125.18,473.15,664.75,927.75,268.3,107.5
2019-09-14,620.17,1239.2,2190.35,427.05,280.2,133.5
2019-09-15,272.45,768.75,1186.15,620.25,264.1,149.7
2019-09-16,114.4,461.7,636.75,379.0,317.4,195.4
2019-09-17,130.25,542.05,741.7,874.75,302.5,139.2
2019-09-18,239.95,804.0,1171.65,756.35,429.8,169.5
2019-09-19,703.05,998.9,2077.1,556.65,457.4,189.1
2019-09-20,339.35,1004.75,1524.95,805.45,497.3,208.0
2019-09-21,155.5,1196.45,1434.7,841.9,541.0,234.4
2019-09-22,406.95,1292.4,1916.35,524.85,294.9,161.9
2019-09-23,395.1,882.35,1488.3,604.4,157.8,78.3
2019-09-24,479.8,906.55,1642.08,491.1,143.3,74.1
2019-09-25,359.55,737.1,1288.75,550.7,130.2,63.4
2019-09-26,344.0,830.4,1357.85,646.6,175.9,93.9
2019-09-27,321.0,712.1,1204.15,782.5,218.9,113.5
2019-09-28,201.35,658.6,967.8,844.2,164.8,84.1
2019-09-29,131.1,443.5,644.1,958.65,108.0,53.9
2019-09-30,711.7,1036.6,2127.85,393.6,168.7,84.7
2019-10-01,451.0,710.65,1402.0,765.75,216.9,109.4
2019-10-02,307.2,612.4,1083.65,706.15,256.7,128.0
2019-10-03,1193.5,1198.6,3028.65,327.45,322.7,210.1
2019-10-04,450.4,780.5,1471.0,625.05,369.2,216.5
2019-10-05,456.75,931.45,1631.35,326.75,299.6,193.7
2019-10-06,153.0,362.9,597.25,945.3,186.5,119.6
2019-10-07,680.85,966.7,2010.8,379.95,167.2,91.6
2019-10-08,353.65,743.6,1285.6,699.2,328.3,173.3
2019-10-09,302.3,685.85,1149.85,868.7,173.4,84.0
2019-10-10,353.4,723.05,1264.8,712.85,226.6,119.7
2019-10-11,232.6,728.65,1085.25,912.55,130.4,75.7
2019-10-12,668.85,1271.55,2297.2,484.2,141.2,83.9
2019-10-13,382.15,995.35,1580.65,611.3,176.7,108.4
2019-10-14,540.75,1044.3,1873.1,237.72,268.8,143.3
2019-10-15,449.15,951.35,1640.0,463.15,195.8,111.9
2019-10-16,668.15,1033.45,2057.7,561.9,333.6,210.6
2019-10-17,898.25,1362.8,2740.25,388.85,205.1,105.2
2019-10-18,342.85,962.45,1488.15,869.1,212.9,112.2
2019-10-19,454.45,1019.0,1715.75,607.45,180.8,100.3
2019-10-20,272.9,477.9,896.5,619.6,249.3,166.5
2019-10-21,79.7,411.4,533.6,971.8,241.8,121.0
2019-10-22,1462.85,1189.35,3432.6,277.05,343.8,227.8
2019-10-23,1618.6,1241.55,3723.85,77.8,668.5,395.4
2019-10-24,882.0,1093.97,2446.65,100.35,502.6,371.2
2019-10-25,570.2,915.5,1790.0,666.6,227.3,124.7
2019-10-26,116.2,555.95,734.0,1112.6,189.0,117.4
2019-10-27,629.75,820.0,1785.8,511.05,423.4,302.3
2019-10-28,943.25,873.05,2319.45,358.35,602.1,429.6
2019-10-29,133.97,848.48,1053.75,888.5,270.6,106.1
2019-10-30,284.45,1083.15,1519.05,547.85,525.3,284.1
2019-10-31,750.0,1092.95,2243.15,193.5,797.0,603.5
2019-11-01,797.7,1196.8,2419.8,267.15,250.0,191.6
2019-11-02,195.0,625.75,924.8,986.15,196.4,110.6
2019-11-03,642.0,1041.1,2025.45,411.5,308.3,183.1
2019-11-04,1754.8,1361.3,4051.55,185.25,285.2,160.9
2019-11-05,175.0,555.35,823.55,580.2,327.9,212.2
2019-11-06,896.5,1211.1,2585.75,311.35,446.3,318.0
2019-11-07,802.0,1082.75,2312.15,541.8,176.5,105.1
2019-11-08,1372.1,914.95,3018.8,290.8,413.1,271.4
2019-11-09,590.72,988.97,1895.1,267.5,318.6,252.7
2019-11-10,657.3,844.32,1852.1,538.35,322.8,233.4
2019-11-11,277.1,792.25,1217.35,776.75,218.3,138.8
2019-11-12,203.55,733.55,1045.55,855.3,144.3,81.2
2019-11-13,530.22,1067.83,1880.78,491.1,179.1,106.4
2019-11-14,509.8,1254.68,2036.58,614.3,144.6,84.9
2019-11-15,55.35,475.25,559.95,773.0,287.5,210.8
2019-11-16,862.7,972.85,2295.65,209.8,496.7,374.5
2019-11-17,1937.35,1131.7,4102.3,93.68,729.0,592.7
2019-11-18,464.8,884.2,1596.75,570.85,314.9,183.1
2019-11-19,2438.15,1612.2,5350.65,38.25,635.7,435.4
2019-11-20,643.92,1238.68,2226.18,456.05,301.0,198.0
2019-11-21,362.7,937.3,1493.45,226.35,630.5,515.8
2019-11-22,656.8,1223.9,2231.15,458.55,227.6,146.9
2019-11-23,394.15,1041.1,1645.7,194.05,389.0,280.7
2019-11-24,1036.35,1077.45,2667.05,147.35,400.3,307.7
2019-11-25,780.15,1144.1,2340.1,371.65,161.0,100.0
2019-11-26,611.25,1284.0,2221.45,506.35,193.2,108.0
2019-11-27,520.1,1138.85,1936.3,534.6,176.6,113.7
2019-11-28,152.35,572.2,805.75,687.35,229.9,154.5
2019-11-29,1189.55,1004.45,2828.4,480.05,409.1,220.7
2019-11-30,1256.3,1402.0,3327.85,99.5,478.3,329.1
2019-12-01,56.8,508.0,595.05,835.9,178.1,131.7
2019-12-02,1089.8,1260.3,2931.0,227.95,462.5,339.2
2019-12-03,1540.95,1635.45,3998.1,147.75,368.1,269.0
2019-12-04,3819.35,1636.1,7492.25,77.85,641.8,477.9
2019-12-05,2085.05,1299.5,4496.45,326.1,454.3,382.2
2019-12-06,165.25,686.7,939.8,979.65,87.9,54.1
2019-12-07,255.85,834.6,1227.1,756.8,160.8,93.3
2019-12-08,84.4,453.6,583.3,1400.1,201.4,120.7
2019-12-09,405.55,700.25,1321.85,961.65,259.7,131.4
2019-12-10,605.9,1059.0,1988.25,630.75,308.7,203.1
2019-12-11,595.6,1280.1,2193.6,501.55,223.7,122.6
2019-12-12,678.05,1339.8,2379.3,437.5,141.2,88.1
2019-12-13,147.6,629.35,855.5,1101.2,208.8,120.0
2019-12-14,225.35,874.9,1220.15,1165.0,253.3,140.7
2019-12-15,212.45,807.4,1133.3,1155.05,181.1,99.0
2019-12-16,1085.1,1548.7,3212.75,420.5,202.3,119.5
2019-12-17,633.2,1424.2,2394.85,200.25,270.1,206.1
2019-12-18,1180.9,1330.68,3141.6,375.38,240.5,165.1
2019-12-19,455.3,987.25,1685.7,612.55,314.0,172.5
2019-12-20,517.25,1254.95,2047.5,547.2,125.9,77.1
2019-12-21,434.45,1130.85,1796.95,771.15,165.0,97.1
2019-12-22,197.05,721.6,1024.0,940.75,171.6,106.8
2019-12-23,385.6,944.05,1535.6,687.05,259.0,141.1
2019-12-24,164.25,706.65,958.2,993.3,239.2,146.8
2019-12-25,1257.75,815.1,2743.85,718.2,279.8,196.2
2019-12-26,231.9,772.9,1128.35,777.22,232.8,165.5
2019-12-27,638.05,843.35,1821.8,479.55,299.2,256.1
2019-12-28,638.5,1164.9,2144.1,272.05,327.5,283.7
2019-12-29,373.05,854.5,1426.4,492.3,372.2,321.4
2019-12-30,706.2,974.1,2057.0,135.3,486.5,416.2
2019-12-31,442.45,909.3,1587.85,125.9,624.1,515.1
2020-01-01,726.18,1184.08,2297.55,88.92,988.45,857.5
2020-01-02,335.4,933.82,1447.93,616.6,252.7,197.0
2020-01-03,88.48,597.62,733.08,1100.9,220.7,123.7
2020-01-04,167.45,850.77,1107.72,755.95,212.6,130.4
2020-01-05,193.85,978.35,1275.32,858.95,107.6,76.2
2020-01-06,300.52,904.12,1365.6,942.8,230.3,152.2
2020-01-07,386.55,1036.43,1629.3,598.0,321.9,198.2
2020-01-08,481.5,899.8,1637.72,715.0,395.9,244.1
2020-01-09,300.53,854.7,1315.38,864.6,154.1,90.3
2020-01-10,342.12,880.1,1404.85,809.3,201.8,147.1
2020-01-11,143.28,643.42,862.85,1212.55,221.2,135.6
2020-01-12,195.3,667.9,967.8,1158.35,101.4,64.2
2020-01-13,322.77,875.65,1370.42,995.1,178.7,103.2
2020-01-14,267.68,777.68,1188.28,1159.35,184.7,107.3
2020-01-15,357.62,1064.8,1613.12,891.25,153.2,87.4
2020-01-16,461.25,1079.85,1787.25,697.7,244.6,137.2
2020-01-17,257.32,881.65,1276.45,994.0,131.5,77.4
2020-01-18,297.18,951.32,1407.1,559.95,298.4,169.3
2020-01-19,971.72,1145.88,2635.75,263.65,408.3,274.1
2020-01-20,2339.05,1546.85,5133.38,70.8,635.2,477.8
2020-01-21,2744.62,1589.72,5798.3,81.5,752.1,585.2
2020-01-22,1280.55,1202.17,3165.75,83.85,590.0,490.0
2020-01-23,485.62,1138.6,1883.5,298.75,404.4,328.4
2020-01-24,846.85,1128.97,2427.2,173.9,408.9,337.8
2020-01-25,629.98,1077.78,2043.7,355.55,654.7,474.3
2020-01-26,354.58,1041.25,1584.72,503.8,550.7,356.3
2020-01-27,500.28,1328.75,2096.0,679.2,163.0,92.3
2020-01-28,136.35,647.42,856.48,1276.33,114.4,59.7
2020-01-29,344.5,1029.65,1557.92,884.62,295.4,159.6
2020-01-30,356.4,817.15,1363.7,825.0,143.5,87.9
2020-01-31,222.35,736.15,1077.17,914.65,45.8,28.7
2020-02-01,76.22,436.4,553.65,1315.45,252.7,140.2
2020-02-02,193.2,658.95,955.05,1084.25,304.0,186.8
2020-02-03,110.3,450.8,619.83,1355.75,314.6,178.4
2020-02-04,52.0,427.0,506.55,1284.3,273.2,145.0
2020-02-05,1322.52,1384.18,3412.0,128.55,627.2,434.8
2020-02-06,2271.7,1676.1,5159.27,67.15,679.1,482.95
2020-02-07,981.18,1305.55,2809.88,224.7,622.7,477.2
2020-02-08,218.0,784.38,1118.53,972.05,317.2,181.0
2020-02-09,63.95,281.15,379.48,1540.1,181.1,114.2
2020-02-10,92.43,415.1,556.55,1450.72,193.1,110.9
2020-02-11,96.7,419.42,567.82,1491.15,237.4,123.0
2020-02-12,251.1,819.1,1204.3,1043.9,200.8,102.1
2020-02-13,189.05,682.55,972.78,1253.95,138.6,79.3
2020-02-14,630.78,1032.98,2000.15,695.3,274.9,171.0
2020-02-15,160.18,472.18,718.08,1072.8,85.6,60.1
2020-02-16,90.1,505.98,644.3,1397.05,66.2,40.2
2020-02-17,112.0,468.77,640.35,1377.35,234.3,130.3
2020-02-18,151.5,593.38,825.57,1263.75,183.1,100.0
2020-02-19,273.57,878.27,1297.85,926.5,227.9,136.5
2020-02-20,106.88,530.55,694.6,1369.2,95.3,56.6
2020-02-21,149.17,631.68,860.78,1257.35,292.1,159.4
2020-02-22,37.27,270.88,328.38,1660.75,278.0,170.5
2020-02-23,77.62,394.1,513.28,1222.55,125.2,72.0
2020-02-24,229.82,712.28,1064.62,975.9,98.2,61.1
2020-02-25,128.35,596.25,793.4,1263.05,127.3,66.3
2020-02-26,84.32,520.3,649.9,1258.35,203.3,97.4
2020-02-27,162.43,724.85,974.1,999.85,179.7,97.6
2020-02-28,444.83,1036.68,1718.98,719.6,189.6,106.3
2020-02-29,89.6,396.15,533.85,1465.6,311.5,140.2
2020-03-01,145.88,575.7,799.42,1364.9,182.2,101.4
2020-03-02,104.4,615.15,775.42,1221.0,170.0,77.3
2020-03-03,261.58,881.9,1283.35,867.05,265.0,129.5
2020-03-04,889.3,1254.0,2617.2,465.95,291.7,175.9
2020-03-05,42.98,420.38,486.33,1161.62,296.3,221.0
2020-03-06,446.5,846.75,1531.42,887.85,475.7,291.1
2020-03-07,327.45,1027.32,1529.55,728.3,372.5,261.5
2020-03-08,104.28,513.02,672.92,1422.15,169.4,104.3
2020-03-09,141.8,606.95,824.75,1185.15,211.1,117.9
2020-03-10,91.58,340.05,480.5,1153.35,32.9,16.3
2020-03-11,136.72,535.8,745.7,1438.55,105.7,58.1
2020-03-12,129.76,422.07,621.73,1408.69,201.17,101.57
2020-03-13,120.71,564.63,749.89,1273.39,280.13,138.23
2020-03-14,200.98,736.48,1044.82,1096.9,154.6,96.2
2020-03-15,104.35,581.12,741.38,1290.62,141.9,88.1
2020-03-16,199.65,794.03,1099.9,755.1,251.4,151.5
2020-03-17,205.02,780.35,1095.0,982.9,267.8,164.1
2020-03-18,132.95,605.38,809.45,1074.35,225.9,133.8
2020-03-19,73.12,542.65,654.97,872.55,278.9,211.9
2020-03-20,47.47,303.12,375.8,1374.5,257.2,126.2
2020-03-21,61.1,371.98,465.98,1301.45,365.8,161.4
2020-03-22,54.45,390.38,473.52,1182.55,414.0,239.6
2020-03-23,164.9,822.18,1075.1,974.75,503.4,315.9
2020-03-24,276.73,1078.75,1502.7,778.85,558.7,369.5
2020-03-25,494.85,999.07,1757.9,838.75,907.1,497.6
2020-03-26,60.4,571.35,664.37,1405.45,861.6,597.1
2020-03-27,32.55,319.55,369.63,1865.75,902.1,653.6
2020-03-28,19.33,143.8,173.58,2004.5,508.5,340.3
2020-03-29,14.52,79.68,101.82,1826.9,301.0,136.9
2020-03-30,33.3,195.48,246.52,1599.65,239.6,115.5
2020-03-31,45.8,365.28,435.45,1462.8,312.8,159.3
2020-04-01,125.25,610.35,802.3,1042.7,416.3,225.0
2020-04-02,26.8,325.25,366.15,1381.6,290.4,149.5
2020-04-03,109.7,567.95,736.3,1050.6,308.1,173.1
2020-04-04,379.98,659.55,1242.05,1001.45,356.4,263.6
2020-04-05,87.95,500.75,635.9,1527.4,353.1,235.2
2020-04-06,76.35,438.7,556.15,1499.85,250.8,140.8
2020-04-07,281.58,800.2,1231.75,947.2,453.2,241.7
2020-04-08,94.85,927.75,1073.2,1222.05,1104.9,747.6
2020-04-09,149.75,891.85,1121.5,1271.65,1261.4,961.6
2020-04-10,59.35,707.95,798.7,1463.3,932.9,679.9
2020-04-11,92.4,759.6,900.9,1237.3,759.8,537.6
2020-04-12,51.7,532.0,611.3,1514.0,723.9,538.1
2020-04-13,17.35,153.05,179.8,1764.9,387.6,210.4
2020-04-14,46.6,401.05,472.35,1677.8,356.2,195.1
2020-04-15,113.35,746.0,919.6,1242.7,580.4,388.2
2020-04-16,113.85,948.9,1123.5,1049.3,1178.5,790.7
2020-04-17,43.0,428.25,494.35,1520.25,480.8,273.1
