MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3)
2019-02-05,323.63,761.66,1363.35,824.0,371.16,226.14
2019-02-06,440.91,874.78,1643.1,975.0,255.6,143.9
2019-02-07,436.72,635.38,1375.14,1569.2,227.86,120.97
2019-02-08,193.89,373.96,750.89,1682.1,269.48,163.58
2019-02-09,324.23,479.96,1057.08,1747.4,339.52,180.2
2019-02-10,430.47,762.78,1472.3,1410.8,177.75,116.55
2019-02-11,965.98,1271.93,2766.44,849.9,395.28,207.0
2019-02-12,847.01,1131.88,2528.69,904.7,428.7,258.25
2019-02-13,353.49,823.46,1486.3,1034.3,506.48,343.7
2019-02-14,1425.81,1314.29,3482.49,327.6,742.65,546.65
2019-02-15,1356.46,1315.02,3575.98,578.1,948.85,757.6
2019-02-16,339.32,856.22,1506.76,938.1,757.8,619.9
2019-02-17,312.26,743.79,1302.69,1198.9,683.1,494.1
2019-02-18,367.62,773.36,1438.0,1339.6,374.9,243.85
2019-02-19,651.58,922.61,2005.48,1481.6,414.85,201.2
2019-02-20,285.98,599.92,1120.27,1377.7,375.63,248.2
2019-02-21,515.79,897.29,1770.3,1279.0,531.6,368.3
2019-02-22,1151.04,1210.92,2925.44,584.0,668.38,488.7
2019-02-23,858.84,1079.97,2397.86,468.8,855.15,738.7
2019-02-24,1634.39,1506.48,3850.94,213.6,1077.85,902.85
2019-02-25,2777.79,1916.85,5918.15,200.0,1329.88,1014.8
2019-02-26,3403.67,2027.7,6923.35,275.4,1508.02,1061.65
2019-02-27,2629.26,1742.61,5621.86,494.2,1445.07,1156.55
2019-02-28,942.42,1240.54,2762.25,1092.2,665.6,543.65
2019-03-01,661.44,1077.44,2149.59,1022.6,723.6,532.0
2019-03-02,374.03,592.84,1239.78,1529.3,362.95,233.25
2019-03-03,222.08,372.39,769.35,1843.9,230.42,130.75
2019-03-04,654.37,787.58,1844.7,1600.2,235.45,93.7
2019-03-05,441.79,705.89,1465.22,1754.2,244.82,127.35
2019-03-06,203.92,451.69,849.28,1669.0,302.4,177.7
2019-03-07,466.12,655.34,1433.34,1662.9,209.58,115.0
2019-03-08,668.72,868.62,1975.44,1461.0,288.52,147.5
2019-03-09,357.59,669.72,1279.22,1821.7,435.85,249.25
2019-03-10,307.86,587.03,1101.14,1779.7,215.9,117.75
2019-03-11,476.32,738.53,1515.69,1776.1,306.5,150.85
2019-03-12,308.61,566.95,1106.25,1800.7,220.0,124.65
2019-03-13,480.27,705.41,1476.79,1768.1,388.9,205.3
2019-03-14,453.18,727.7,1470.14,1859.0,284.02,173.25
2019-03-15,435.12,620.78,1341.86,1608.9,151.02,99.5
2019-03-16,224.5,387.73,801.66,1940.6,237.72,153.7
2019-03-17,421.58,775.76,1465.45,1717.0,192.88,120.05
2019-03-18,791.54,1303.57,2557.77,1169.1,344.88,198.45
2019-03-19,632.01,1092.84,2141.12,970.8,359.28,263.8
2019-03-20,694.71,1031.82,2188.43,1363.7,326.0,242.05
2019-03-21,586.94,977.53,1958.15,947.4,350.28,260.7
2019-03-22,442.34,793.73,1562.66,1250.4,407.65,341.15
2019-03-23,428.12,998.09,1689.27,1264.1,492.78,329.0
2019-03-24,423.86,1002.09,1648.18,1221.9,497.2,335.1
2019-03-25,398.42,844.74,1477.5,1697.1,422.32,205.7
2019-03-26,887.72,1459.69,2796.8,825.2,623.53,395.15
2019-03-27,943.88,1404.96,2789.48,997.9,556.72,360.25
2019-03-28,808.4,1490.11,2707.1,994.75,701.4,526.75
2019-03-29,778.09,1297.49,2534.56,919.6,921.38,764.5
2019-03-30,1155.77,1377.68,3051.46,1024.2,1252.95,1084.35
2019-03-31,214.66,679.41,1034.29,1745.6,703.6,528.45
2019-04-01,485.73,1014.62,1780.15,1482.5,536.55,251.75
2019-04-02,544.16,1106.49,1992.2,1026.6,563.35,427.3
2019-04-03,724.21,1248.05,2352.02,1020.7,478.12,319.5
2019-04-04,201.46,613.08,966.8,1741.1,267.33,150.0
2019-04-05,285.98,788.32,1264.19,1723.0,416.65,279.75
2019-04-06,291.79,843.17,1306.39,1465.6,490.52,366.8
2019-04-07,415.09,744.56,1379.14,983.9,1113.75,1030.6
2019-04-08,955.07,1393.51,2771.79,850.7,1188.75,1065.85
2019-04-09,488.07,997.21,1741.11,1268.2,969.8,785.5
2019-04-10,328.46,691.76,1224.78,1839.5,469.6,250.2
2019-04-11,370.12,900.79,1505.06,1863.5,402.35,238.7
2019-04-12,456.04,1054.46,1784.36,1722.2,444.08,324.15
2019-04-13,360.58,937.79,1518.72,1738.4,425.95,316.25
2019-04-14,289.99,834.57,1317.99,1762.6,558.22,467.35
2019-04-15,448.28,1085.47,1807.45,1314.5,939.1,787.95
2019-04-16,883.05,1576.93,2889.04,637.9,1274.3,1041.45
2019-04-17,712.22,1360.09,2429.15,1030.0,1396.58,1139.75
2019-04-18,576.79,1431.65,2288.74,1177.7,1332.07,1115.65
2019-04-19,363.94,1288.39,1890.55,1751.1,988.2,772.2
2019-04-20,342.78,1178.57,1769.24,2093.9,919.05,742.0
2019-04-21,232.53,1249.03,1628.58,2098.5,1042.95,868.8
2019-04-22,294.47,1568.69,2002.0,1817.5,1615.85,1471.8
2019-04-23,578.17,1716.54,2566.88,722.88,1133.22,816.3
2019-04-24,385.98,938.91,1552.29,1634.39,718.05,498.8
2019-04-25,181.08,507.43,824.04,1918.43,201.0,124.3
2019-04-26,219.59,544.69,949.52,1837.4,236.8,143.95
2019-04-27,340.49,583.46,1130.92,1756.37,330.65,144.75
2019-04-28,309.08,603.31,1082.76,1675.34,289.5,168.65
2019-04-29,670.41,1166.79,2224.11,1608.08,493.35,334.65
2019-04-30,488.03,1219.04,2015.46,1418.1,637.62,479.7
2019-05-01,464.06,1171.74,1909.74,1585.8,591.67,448.6
2019-05-02,493.16,1003.82,1767.75,1332.7,377.13,241.35
2019-05-03,646.48,1053.55,1887.72,1075.8,401.18,279.85
2019-05-04,295.09,521.76,891.51,1439.9,344.88,173.08
2019-05-05,224.77,684.12,1045.19,1694.7,457.02,280.45
2019-05-06,320.39,808.74,1322.1,1645.6,272.8,180.25
2019-05-07,275.36,727.32,1224.22,1916.4,369.9,259.45
2019-05-08,297.98,709.71,1254.56,1758.0,354.88,217.65
2019-05-09,625.4,1045.55,2049.32,1064.4,390.84,272.05
2019-05-10,367.23,884.46,1526.72,1451.3,424.13,298.3
2019-05-11,389.84,985.78,1614.74,1316.8,486.4,362.7
2019-05-12,396.65,859.81,1519.19,1365.0,346.18,230.68
2019-05-13,503.84,1037.76,1864.37,1479.1,367.22,172.2
2019-05-14,447.18,967.18,1696.45,1705.8,415.3,213.88
2019-05-15,550.88,1163.13,2045.49,1837.3,618.3,412.9
2019-05-16,431.81,958.62,1656.92,1842.5,548.85,305.27
2019-05-17,502.62,996.62,1795.59,1422.3,582.1,398.0
2019-05-18,391.21,1067.63,1713.71,1361.7,564.9,493.2
2019-05-19,460.94,1058.59,1806.86,1189.3,699.6,604.1
2019-05-20,502.34,1070.0,1866.09,1334.3,580.8,431.55
2019-05-21,424.9,898.16,1582.0,1742.9,341.7,218.25
2019-05-22,360.17,906.74,1527.49,1881.5,346.28,191.55
2019-05-23,355.29,901.91,1541.43,2070.4,330.38,210.95
2019-05-24,504.78,983.64,1779.66,1497.6,432.6,234.28
2019-05-25,336.7,693.84,1246.87,1616.0,304.38,198.11
2019-05-26,360.26,539.23,1148.28,1196.5,253.35,184.06
2019-05-27,343.27,645.33,1214.76,1399.9,268.42,187.1
2019-05-28,397.08,706.88,1346.96,1386.0,233.18,165.5
2019-05-29,257.32,553.69,1037.68,1226.1,281.35,190.85
2019-05-30,508.23,594.79,1445.36,1128.2,326.1,200.5
2019-05-31,396.59,532.49,1227.68,989.0,216.6,168.15
2019-06-01,268.34,621.55,1120.95,1459.6,301.05,184.85
2019-06-02,201.4,512.31,887.22,1612.9,384.42,184.04
2019-06-03,376.81,584.53,1235.71,1624.7,383.78,191.44
2019-06-04,432.52,827.81,1560.57,1217.2,385.45,203.84
2019-06-05,308.75,551.55,1109.95,1471.1,245.33,172.14
2019-06-06,369.44,637.31,1285.49,1638.9,295.8,158.69
2019-06-07,453.09,950.38,1678.39,1260.4,378.17,183.74
2019-06-08,310.85,481.24,1026.79,1501.55,250.75,149.88
2019-06-09,254.59,579.67,1030.2,1465.7,253.65,174.38
2019-06-10,423.55,844.88,1502.3,1080.4,285.38,161.63
2019-06-11,325.66,590.08,1128.27,1264.5,236.5,143.38
2019-06-12,439.04,915.08,1617.61,1197.3,263.7,157.43
2019-06-13,168.63,408.26,768.71,1522.4,243.9,157.33
2019-06-14,201.11,397.86,813.94,1599.25,232.25,144.28
2019-06-15,201.83,431.39,848.92,1638.8,216.72,154.95
2019-06-16,224.66,433.01,877.91,1366.45,225.15,141.0
2019-06-17,254.76,545.27,1028.15,1751.1,238.05,156.8
2019-06-18,445.93,970.67,1697.61,1157.8,397.62,249.45
2019-06-19,568.6,1018.42,1917.91,1117.1,517.58,359.5
2019-06-20,555.11,748.54,1666.44,1389.2,285.0,176.45
2019-06-21,498.86,792.44,1625.54,1435.8,293.88,178.7
2019-06-22,301.23,728.45,1243.76,1577.9,280.15,169.1
2019-06-23,316.94,1012.11,1518.06,1839.6,759.05,489.55
2019-06-24,334.98,920.26,1508.7,1305.9,804.22,494.35
2019-06-25,383.05,883.23,1482.02,1170.9,704.15,424.55
2019-06-26,279.35,561.66,1022.98,1735.2,446.51,220.85
2019-06-27,312.96,543.47,1067.22,1619.6,502.13,198.2
2019-06-28,347.3,643.87,1215.89,1482.9,598.54,254.55
2019-06-29,243.48,816.03,1239.2,2165.0,640.6,392.1
2019-06-30,267.46,539.7,998.05,1650.8,288.05,207.25
2019-07-01,386.32,563.19,1193.45,1464.4,229.95,155.35
2019-07-02,380.99,646.79,1262.74,1433.3,340.8,196.7
2019-07-03,425.66,863.73,1559.35,1440.6,353.8,195.6
2019-07-04,434.4,994.95,1689.55,1386.2,381.35,207.1
2019-07-05,447.3,1089.14,1805.09,1795.2,464.9,287.5
2019-07-06,335.52,624.74,1164.36,1083.3,318.65,202.05
2019-07-07,309.15,621.68,1152.54,1349.0,304.8,181.25
2019-07-08,391.27,758.26,1417.06,1631.9,289.68,142.4
2019-07-09,231.04,699.76,1149.24,1825.1,367.43,195.35
2019-07-10,370.3,754.41,1411.08,1723.0,402.08,241.7
2019-07-11,492.86,885.04,1693.1,1732.5,316.95,190.65
2019-07-12,357.89,622.09,1195.51,1507.5,302.53,193.95
2019-07-13,316.83,587.48,1107.72,1388.8,324.6,205.25
2019-07-14,252.72,527.0,946.46,1368.5,260.0,169.75
2019-07-15,444.65,677.89,1399.95,1351.8,237.05,124.25
2019-07-16,442.76,872.16,1612.52,1909.4,381.96,213.75
2019-07-17,284.22,746.39,1262.1,1973.8,349.52,233.6
2019-07-18,492.26,726.57,1563.94,1366.3,334.98,222.0
2019-07-19,223.49,502.13,945.51,980.4,349.38,176.25
2019-07-20,302.16,495.8,1020.74,1365.9,291.2,179.65
2019-07-21,259.16,451.24,920.58,1297.0,203.05,165.6
2019-07-22,324.39,484.69,1062.46,1141.6,325.45,242.95
2019-07-23,366.08,908.48,1527.52,1970.71,444.1,323.83
2019-07-24,315.37,904.44,1477.25,2221.74,427.16,367.35
2019-07-25,356.08,1030.84,1642.18,2438.2,521.28,418.35
2019-07-26,516.27,852.31,1699.56,1326.2,431.87,324.1
2019-07-27,457.26,812.86,1532.79,1213.3,357.98,284.85
2019-07-28,338.83,636.83,1196.31,1420.4,348.12,185.35
2019-07-29,264.56,627.09,1113.38,1696.4,356.34,186.3
2019-07-30,172.41,420.93,739.3,1625.6,423.3,199.85
2019-07-31,430.49,629.28,1357.57,1363.0,356.14,176.8
2019-08-01,483.18,908.41,1684.06,1551.2,399.93,255.1
2019-08-02,380.23,775.59,1380.52,1696.0,463.77,336.45
2019-08-03,341.69,742.37,1318.22,1515.3,446.13,236.95
2019-08-04,287.32,612.38,1104.95,1518.6,431.35,273.6
2019-08-05,301.0,500.33,1042.89,1361.3,343.68,203.25
2019-08-06,250.64,413.5,874.78,951.38,346.45,198.95
2019-08-07,316.84,530.16,1076.39,946.66,311.38,180.8
2019-08-08,305.97,594.02,1138.68,963.15,308.33,176.0
2019-08-09,173.12,397.7,742.76,979.63,454.69,200.92
2019-08-10,174.53,324.52,652.8,996.11,522.25,270.1
2019-08-11,190.48,404.28,759.92,1012.6,374.2,203.3
2019-08-12,446.92,977.97,1736.14,1029.08,302.68,190.6
2019-08-13,626.93,1010.04,2040.54,1045.57,192.85,178.8
2019-08-14,247.03,620.72,1101.04,1062.05,256.33,143.55
2019-08-15,603.35,858.07,1838.64,1078.53,281.69,175.55
2019-08-16,265.31,556.51,1069.71,1095.02,310.36,164.9
2019-08-17,345.44,518.56,1125.56,1111.5,375.87,193.65
2019-08-18,305.98,546.42,1081.44,1127.99,289.85,165.05
2019-08-19,512.36,776.29,1633.38,1144.47,311.35,160.3
2019-08-20,242.73,737.98,1175.28,1160.95,409.18,226.1
2019-08-21,293.73,713.68,1261.13,1177.44,393.17,232.1
2019-08-22,382.56,716.9,1383.57,1193.92,405.1,234.9
2019-08-23,525.84,855.03,1728.39,1210.41,506.43,254.9
2019-08-24,659.12,1070.42,2117.61,1226.89,945.08,594.2
2019-08-25,668.92,1062.58,2130.62,1243.37,1126.0,835.65
2019-08-26,733.0,991.32,2167.81,1259.86,824.04,513.15
2019-08-27,853.61,1031.35,2394.52,1276.34,707.41,558.95
2019-08-28,896.41,790.45,2234.06,1292.83,315.0,189.65
2019-08-29,860.58,718.99,2093.71,1309.31,225.73,151.4
2019-08-30,343.9,495.23,1120.91,1325.79,328.65,197.55
2019-08-31,336.02,696.68,1267.96,1342.28,337.79,214.65
2019-09-01,350.25,613.64,1190.85,1358.76,210.19,149.3
2019-09-02,446.26,722.68,1480.66,1375.25,318.08,165.5
2019-09-03,433.87,615.86,1342.3,1391.73,299.82,142.8
2019-09-04,347.44,460.94,1044.05,1408.21,297.18,126.05
2019-09-05,404.71,688.86,1344.64,1424.7,337.95,165.35
2019-09-06,511.22,814.64,1656.56,1441.18,367.02,189.0
2019-09-07,344.94,582.31,1144.47,1457.67,325.92,169.0
2019-09-08,307.02,729.69,1235.79,1474.15,369.55,198.8
2019-09-09,167.22,695.11,1020.6,1490.63,322.8,192.35
2019-09-10,774.59,971.92,2186.05,1507.12,426.71,263.68
2019-09-11,447.14,516.56,1264.71,1523.6,323.32,142.7
2019-09-12,564.35,560.83,1486.46,1540.09,341.1,162.85
2019-09-13,489.67,747.12,1511.42,1488.3,379.09,183.35
2019-09-14,568.19,1072.34,1997.05,918.5,405.2,288.8
2019-09-15,426.04,923.96,1619.05,1112.1,372.34,231.35
2019-09-16,782.09,810.03,2029.99,463.0,407.38,299.7
2019-09-17,532.23,726.96,1568.48,1185.2,367.66,173.9
2019-09-18,659.27,953.46,2007.66,1055.5,422.62,210.85
2019-09-19,734.65,967.55,2134.81,872.4,408.41,244.7
2019-09-20,697.11,1100.53,2212.07,1139.7,475.02,273.45
2019-09-21,473.08,1247.89,1997.11,1033.9,505.78,323.2
2019-09-22,178.76,631.74,979.36,1331.4,371.42,233.95
2019-09-23,275.61,445.52,949.89,1328.5,315.81,130.95
2019-09-24,196.27,414.16,804.16,1206.2,316.47,117.4
2019-09-25,373.89,498.96,1153.9,1071.7,265.98,120.05
2019-09-26,252.56,426.6,900.14,1377.4,315.22,158.35
2019-09-27,251.4,429.69,908.58,1307.9,344.42,167.85
2019-09-28,262.12,436.02,912.51,1410.7,281.27,124.35
2019-09-29,182.71,372.46,711.84,1404.5,248.58,97.15
2019-09-30,329.92,606.52,1215.87,1052.5,259.42,115.55
2019-10-01,276.44,603.23,1160.32,1269.7,347.39,145.45
2019-10-02,808.48,941.65,2214.96,872.5,369.61,171.5
2019-10-03,773.99,790.71,1999.09,781.8,336.22,234.1
2019-10-04,775.57,965.34,2206.21,886.0,520.16,283.55
2019-10-05,471.98,919.89,1700.16,827.9,417.65,238.75
2019-10-06,243.72,542.21,956.47,1209.2,344.45,183.3
2019-10-07,460.01,657.53,1444.1,896.4,311.0,142.55
2019-10-08,466.49,619.61,1402.64,1178.6,452.1,200.9
2019-10-09,526.44,690.34,1560.74,1338.2,268.1,143.45
2019-10-10,495.75,600.18,1428.8,1198.4,386.5,172.4
2019-10-11,278.58,494.38,997.3,1469.9,336.18,142.1
2019-10-12,262.06,783.11,1271.9,1212.4,215.16,122.8
2019-10-13,247.41,644.89,1091.03,1337.9,258.47,167.65
2019-10-14,684.26,981.84,2075.35,575.7,439.08,187.3
2019-10-15,504.86,758.88,1621.66,973.4,294.7,151.2
2019-10-16,507.5,899.79,1759.25,1066.6,361.98,160.25
2019-10-17,263.65,733.12,1235.71,1111.0,247.68,131.7
2019-10-18,260.63,534.67,1023.26,1544.2,294.45,155.35
2019-10-19,386.53,775.03,1464.24,1186.1,301.25,193.45
2019-10-20,417.69,712.91,1402.81,798.1,336.25,238.15
2019-10-21,344.22,694.34,1228.29,1098.3,298.7,152.35
2019-10-22,874.64,1008.7,2401.06,441.5,464.9,301.9
2019-10-23,1566.18,1256.82,3634.11,200.1,752.88,441.4
2019-10-24,1186.03,1042.21,2869.05,349.0,664.22,419.5
2019-10-25,202.51,485.51,905.3,1217.2,367.78,143.85
2019-10-26,196.48,451.15,814.68,1526.5,420.08,200.2
2019-10-27,802.43,1053.36,2331.11,782.3,334.3,249.4
2019-10-28,1255.76,1096.73,3008.21,413.6,677.15,483.2
2019-10-29,538.08,1149.95,2000.32,1138.9,329.33,149.0
2019-10-30,674.88,1229.85,2291.01,887.4,583.75,352.4
2019-10-31,923.38,1131.18,2562.16,285.2,890.51,670.15
2019-11-01,430.51,744.49,1485.0,738.7,823.27,286.2
2019-11-02,219.98,392.39,801.21,1453.6,800.13,220.35
2019-11-03,364.16,753.96,1381.51,873.7,796.75,255.95
2019-11-04,733.91,913.21,2072.55,523.9,770.56,253.3
2019-11-05,707.72,958.4,2031.2,552.9,812.8,307.75
2019-11-06,587.46,960.25,1902.48,784.6,821.24,342.55
2019-11-07,590.04,917.92,1898.7,900.0,687.2,173.25
2019-11-08,1219.51,1110.26,2974.05,330.0,742.39,328.52
2019-11-09,606.29,983.4,1963.24,573.7,723.61,287.6
2019-11-10,675.98,917.1,1985.79,705.4,772.02,427.65
2019-11-11,576.78,869.16,1795.01,992.85,654.31,204.1
2019-11-12,729.96,950.63,2105.61,1068.7,610.43,154.05
2019-11-13,701.66,1043.31,2166.41,734.2,626.24,184.9
2019-11-14,511.32,1120.58,1951.68,997.4,581.11,149.5
2019-11-15,493.66,900.31,1644.07,663.9,646.72,286.5
2019-11-16,764.93,1066.42,2359.9,205.3,676.66,410.5
2019-11-17,1739.44,1199.27,4235.36,47.8,792.95,678.65
2019-11-18,705.1,1084.08,2124.28,738.4,596.89,226.85
2019-11-19,1933.79,1397.59,4480.89,102.2,695.06,472.35
2019-11-20,654.41,1156.18,2225.56,743.8,578.04,260.4
2019-11-21,719.42,1037.09,2175.88,296.2,705.01,574.45
2019-11-22,389.45,990.85,1627.24,910.3,505.57,194.15
2019-11-23,693.19,1133.18,2226.21,289.9,569.01,352.65
2019-11-24,956.75,851.48,2407.59,418.2,557.8,388.5
2019-11-25,247.56,741.37,1180.18,856.3,432.27,157.1
2019-11-26,168.47,623.68,964.25,1301.2,430.03,135.6
2019-11-27,583.45,1100.54,2043.66,927.8,419.85,177.25
2019-11-28,874.65,1006.72,2369.52,755.2,432.84,243.35
2019-11-29,1721.64,1320.71,3983.2,546.7,573.18,376.5
2019-11-30,1550.25,1511.73,3963.76,188.1,507.09,409.83
2019-12-01,300.26,779.52,1244.1,1025.7,380.53,248.04
2019-12-02,1922.93,1609.66,4668.38,229.1,514.09,353.44
2019-12-03,1237.61,1541.48,3570.94,252.1,425.98,279.79
2019-12-04,2785.84,1490.87,5990.06,162.4,510.5,348.99
2019-12-05,1276.76,1106.97,3225.82,664.8,432.14,275.44
2019-12-06,387.88,673.03,1295.79,1426.7,257.1,116.04
2019-12-07,372.08,721.75,1335.35,1222.4,276.57,113.69
2019-12-08,187.29,404.52,717.76,1743.8,296.98,138.13
2019-12-09,630.17,947.54,1937.12,1062.8,352.2,182.95
2019-12-10,305.31,731.12,1263.67,1096.2,312.85,173.5
2019-12-11,554.62,1006.11,1941.96,1061.6,293.0,161.85
2019-12-12,379.56,913.04,1561.9,1125.7,206.72,129.75
2019-12-13,562.7,848.93,1741.5,1377.0,293.73,164.85
2019-12-14,379.79,741.64,1367.8,1662.8,365.55,209.7
2019-12-15,198.3,439.06,787.61,1704.9,289.0,150.5
2019-12-16,404.81,1043.04,1757.69,912.7,249.62,162.1
2019-12-17,758.18,1390.36,2588.76,651.2,277.15,232.45
2019-12-18,521.74,1040.7,1938.29,720.7,323.08,214.3
2019-12-19,189.88,506.08,833.09,1254.2,361.7,196.4
2019-12-20,491.26,1025.38,1836.02,1053.7,194.68,156.3
2019-12-21,158.52,491.24,788.2,1584.8,203.18,111.05
2019-12-22,426.47,762.06,1459.45,1351.5,256.9,161.25
2019-12-23,509.71,825.92,1663.55,1126.6,337.48,184.7
2019-12-24,392.28,686.36,1326.0,1458.8,331.6,199.0
2019-12-25,589.61,850.56,1796.1,849.8,372.25,281.95
2019-12-26,391.2,731.01,1349.91,1044.1,300.52,217.7
2019-12-27,818.7,864.56,2156.69,581.9,444.45,358.05
2019-12-28,428.37,705.55,1432.49,519.9,437.08,380.6
2019-12-29,281.5,654.3,1172.6,689.6,461.5,418.68
2019-12-30,967.74,1001.73,2593.91,182.6,598.55,506.6
2019-12-31,681.69,1007.25,2080.15,151.8,750.7,584.75
2020-01-01,628.83,1010.9,2015.21,187.7,922.62,843.15
2020-01-02,168.11,466.86,782.63,1190.1,250.25,176.5
2020-01-03,431.22,860.64,1533.81,1245.8,320.62,197.25
2020-01-04,486.12,1033.17,1813.74,1022.6,352.65,210.1
2020-01-05,288.62,713.14,1191.73,1501.2,205.35,139.7
2020-01-06,206.36,533.15,898.62,1433.2,300.6,172.35
2020-01-07,209.43,554.68,933.79,1226.5,395.28,208.8
2020-01-08,509.4,926.19,1747.45,952.7,562.62,277.25
2020-01-09,202.47,469.62,816.03,1406.1,551.16,124.95
2020-01-10,404.6,939.22,1593.3,1134.0,551.39,170.3
2020-01-11,166.12,320.51,614.34,1676.6,580.51,169.15
2020-01-12,234.49,457.86,845.21,1578.5,496.58,118.25
2020-01-13,171.2,401.17,724.01,1591.2,508.3,125.3
2020-01-14,139.23,337.22,605.9,1679.7,492.45,142.45
2020-01-15,335.61,707.16,1276.19,1432.8,475.84,154.3
2020-01-16,174.35,519.68,840.7,1397.8,504.39,169.45
2020-01-17,359.65,737.16,1343.75,1483.5,437.11,142.0
2020-01-18,699.99,1196.42,2281.49,853.2,550.23,243.45
2020-01-19,1052.44,1311.35,2935.35,556.9,588.2,374.0
2020-01-20,2142.18,1722.86,5197.36,114.6,684.52,610.35
2020-01-21,2810.81,1828.7,6351.02,104.2,690.99,690.9
2020-01-22,2464.15,1669.23,5537.67,44.4,698.06,728.1
2020-01-23,966.61,1369.79,2890.5,307.9,577.88,460.6
2020-01-24,704.7,1199.23,2244.52,316.1,551.22,370.6
2020-01-25,181.78,697.96,1066.42,747.5,761.8,502.8
2020-01-26,157.63,517.19,874.17,1209.4,588.72,339.65
2020-01-27,198.11,683.22,1066.25,1451.1,263.27,131.35
2020-01-28,558.72,874.72,1764.75,1577.2,245.58,109.0
2020-01-29,492.39,846.82,1649.68,1433.3,461.62,186.15
2020-01-30,267.11,615.71,1093.36,1218.6,244.35,133.7
2020-01-31,214.28,467.18,838.0,1359.7,140.15,91.15
2020-02-01,260.96,496.57,924.99,1693.1,423.12,188.1
2020-02-02,193.64,481.0,809.15,1566.3,427.22,215.8
2020-02-03,445.57,760.82,1475.58,1558.0,479.05,213.4
2020-02-04,430.51,834.89,1509.18,1384.4,433.48,186.9
2020-02-05,1525.79,1450.48,3939.29,435.7,800.38,389.85
2020-02-06,1340.59,1409.75,3565.11,366.6,738.9,441.05
2020-02-07,768.87,1055.12,2386.45,625.4,841.45,544.95
2020-02-08,281.54,612.94,1105.85,1481.6,490.83,235.25
2020-02-09,93.16,213.42,371.98,1797.1,303.38,136.8
2020-02-10,371.71,551.44,1148.56,1722.4,310.05,141.25
2020-02-11,465.09,673.08,1417.48,1714.1,390.3,160.45
2020-02-12,536.98,898.18,1776.5,1458.3,322.6,139.1
2020-02-13,367.3,769.61,1378.18,1576.2,283.02,141.35
2020-02-14,467.45,823.88,1649.33,1138.9,491.18,235.2
2020-02-15,105.79,246.83,442.7,1455.6,204.15,121.35
2020-02-16,133.74,316.31,542.01,1808.1,148.25,85.75
2020-02-17,314.74,525.32,1044.66,1676.9,394.88,167.3
2020-02-18,311.07,604.12,1125.07,1644.7,296.0,136.05
2020-02-19,453.02,775.69,1540.59,1421.3,354.28,178.55
2020-02-20,359.17,622.19,1211.89,1651.2,216.58,94.35
2020-02-21,368.71,597.61,1201.93,1714.7,476.58,193.45
2020-02-22,266.86,465.37,896.35,1857.2,445.28,229.05
2020-02-23,232.31,538.73,913.42,1417.6,239.58,121.45
2020-02-24,285.78,561.55,1035.6,1433.6,193.6,103.25
2020-02-25,527.67,792.86,1646.49,1620.3,246.25,109.05
2020-02-26,603.94,977.22,1945.41,1399.7,328.22,122.35
2020-02-27,479.48,1025.98,1788.62,1219.7,344.0,160.0
2020-02-28,228.34,690.72,1112.23,1332.9,283.45,145.75
2020-02-29,247.09,428.16,839.28,1748.7,467.95,209.5
2020-03-01,282.94,493.54,962.25,1807.2,280.42,134.95
2020-03-02,521.47,944.08,1773.92,1463.3,286.9,129.45
2020-03-03,755.32,1179.36,2426.88,1162.9,416.45,183.85
2020-03-04,463.42,1126.48,1901.09,951.8,383.33,210.65
2020-03-05,367.86,787.12,1360.56,1172.6,358.4,249.05
2020-03-06,998.6,1248.95,2759.25,1104.2,591.6,322.45
2020-03-07,436.74,824.53,1567.47,1383.2,528.38,310.9
2020-03-08,269.33,477.36,936.39,1810.7,274.98,146.15
2020-03-09,562.13,776.46,1692.14,1557.2,335.88,153.38
2020-03-10,434.98,558.53,1270.68,1330.8,135.35,91.6
2020-03-11,335.38,573.42,1120.2,1806.7,178.15,95.8
2020-03-12,403.55,565.31,1208.95,1709.5,333.9,157.5
2020-03-13,520.4,834.14,1675.47,1559.0,389.33,202.2
2020-03-14,209.39,534.94,894.2,1672.0,261.95,158.2
2020-03-15,265.61,573.87,999.16,1665.5,258.05,166.75
2020-03-16,713.74,1101.29,2232.61,1169.6,450.95,207.0
2020-03-17,277.91,556.46,1033.11,1531.1,343.85,171.8
2020-03-18,393.81,611.79,1246.06,1511.2,325.88,188.7
2020-03-19,402.89,809.43,1439.95,1147.9,432.02,286.6
2020-03-20,252.11,535.16,924.14,1564.3,349.0,160.05
2020-03-21,207.75,520.17,840.75,1523.0,397.62,191.95
2020-03-22,160.72,558.69,805.0,1336.7,444.22,262.35
2020-03-23,415.14,1074.76,1745.26,1095.9,526.65,327.0
2020-03-24,217.14,779.56,1159.44,1375.9,502.28,369.3
2020-03-25,678.72,1207.95,2315.75,1041.9,727.12,529.3
2020-03-26,281.74,899.24,1355.55,1502.3,920.9,697.1
2020-03-27,208.68,605.7,936.58,1991.0,941.88,696.45
2020-03-28,114.88,321.87,504.26,2121.5,569.95,349.55
2020-03-29,98.89,223.93,376.67,1903.9,367.85,153.9
2020-03-30,210.53,478.28,803.86,1602.4,336.3,160.4
2020-03-31,198.74,608.39,918.95,1718.9,396.35,194.25
