MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Sulphur Dioxide (ug/m3)
2021-05-29,424.2,1051.12,1701.4,606.0,108.2
2021-05-30,238.2,616.77,981.88,585.25,82.0
2021-05-31,187.45,666.15,953.8,658.25,117.5
2021-06-01,348.38,1046.73,1580.7,763.75,148.3
2021-06-02,354.08,1219.29,1762.05,811.12,131.5
2021-06-03,447.34,821.78,1507.67,839.5,57.6
2021-06-04,820.73,1014.35,2272.98,472.75,39.6
2021-06-05,564.93,899.47,1765.92,685.5,37.3
2021-06-06,317.3,572.18,1058.62,519.25,36.4
2021-06-07,521.37,774.38,1573.42,621.5,51.2
2021-06-08,575.3,825.08,1707.15,658.0,59.0
2021-06-09,418.18,713.95,1355.15,714.0,63.6
2021-06-10,518.02,565.6,1359.85,662.25,73.2
2021-06-11,495.97,571.72,1331.88,674.0,74.3
2021-06-12,515.57,833.4,1624.02,530.5,57.9
2021-06-13,275.25,755.95,1177.95,689.0,52.2
2021-06-14,404.25,854.05,1473.98,672.0,87.8
2021-06-15,354.02,771.55,1314.28,615.5,87.2
2021-06-16,440.25,893.02,1567.78,895.75,131.1
2021-06-17,629.5,866.53,1831.18,613.25,121.0
2021-06-18,612.65,910.1,1849.65,294.25,104.5
2021-06-19,468.08,681.02,1398.5,337.25,98.0
2021-06-20,346.52,513.15,1044.6,327.5,111.7
2021-06-21,408.8,600.12,1227.0,382.75,99.2
2021-06-22,498.82,726.65,1491.65,486.25,75.2
2021-06-23,592.5,896.42,1804.98,543.0,75.0
2021-06-24,681.25,964.68,2008.88,912.25,100.7
2021-06-25,609.92,751.35,1686.48,645.5,111.6
2021-06-26,349.6,597.0,1133.03,465.0,95.6
2021-06-27,240.22,560.88,928.82,720.25,100.8
2021-06-28,610.22,839.38,1774.93,602.25,109.4
2021-06-29,685.35,812.15,1862.73,631.25,106.3
2021-06-30,19.9,30.68,61.2,25.0,4.2
