MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3)
2019-03-25,255.4,578.0,969.6,581.86
2019-03-26,831.2,1298.0,2572.8,835.09
2019-03-27,513.45,1102.9,1890.25,825.03
2019-03-28,412.32,1172.38,1804.75,963.52
2019-03-29,1099.3,1515.35,3200.8,1250.6
2019-03-30,948.4,1229.05,2683.2,1314.3
2019-03-31,107.05,323.8,487.95,815.02
2019-04-01,253.45,619.45,1008.25,686.65
2019-04-02,572.4,1055.05,1932.85,656.0
2019-04-03,439.05,1003.15,1676.5,423.45
2019-04-04,421.2,709.3,1354.9,354.1
2019-04-05,209.3,578.0,898.9,454.9
2019-04-06,78.4,393.2,513.35,433.95
2019-04-07,141.0,469.65,685.45,989.95
2019-04-08,514.75,952.45,1741.75,1076.15
2019-04-09,202.98,639.62,951.02,950.55
2019-04-10,128.25,359.2,555.8,543.5
2019-04-11,210.25,600.2,922.25,484.5
2019-04-12,215.4,608.15,938.65,499.15
2019-04-13,154.25,507.45,743.7,452.25
2019-04-14,144.7,567.3,789.4,579.25
2019-04-15,263.45,774.95,1179.0,1037.5
2019-04-16,453.35,1209.4,1904.9,1372.45
2019-04-17,274.85,886.35,1307.75,1502.15
2019-04-18,267.1,806.0,1216.05,1266.65
2019-04-19,150.7,801.25,1032.4,1011.0
2019-04-20,103.05,632.0,790.1,932.85
2019-04-21,94.7,774.55,919.5,1010.9
2019-04-22,102.4,1002.45,1159.45,1392.15
2019-04-23,176.2,1035.15,1305.4,1073.0
2019-04-24,440.75,955.05,1630.95,867.65
2019-04-25,426.15,589.65,1243.6,363.25
2019-04-26,430.67,646.68,1306.97,456.05
2019-04-27,202.0,307.3,617.1,429.9
2019-04-28,146.55,393.05,617.95,395.35
2019-04-29,212.2,629.15,954.9,556.0
2019-04-30,239.8,782.65,1150.55,666.75
2019-05-01,504.7,971.3,1745.15,701.53
2019-05-02,386.8,702.55,1295.85,411.37
2019-05-03,395.72,703.38,1310.47,424.23
2019-05-04,127.9,288.35,484.8,326.8
2019-05-05,195.3,488.8,788.1,462.95
2019-05-06,244.55,542.65,917.8,382.65
