MeasurementDateGMT,Southwark - Elephant and Castle: Nitric Oxide (ug/m3),Southwark - Elephant and Castle: Nitrogen Dioxide (ug/m3),Southwark - Elephant and Castle: Oxides of Nitrogen (ug/m3),Southwark - Elephant and Castle: Ozone (ug/m3),Southwark - Elephant and Castle: PM10 Particulate (ug/m3)
2018-05-06,110.79999999999998,1179.8000000000002,1349.6,1717.7999999999997,868.1
2018-05-07,166.8,1541.3,1797.5,1598.3000000000002,1033.0
2018-05-08,378.20000000000005,1258.9999999999998,1839.0,1361.4,1082.63125
2018-05-09,107.69999999999997,630.8999999999997,795.8999999999999,1292.1000000000001,746.8749999999999
2018-05-10,37.5,505.5,563.1,1559.3999999999996,489.64375000000007
2018-05-11,51.9,553.3,632.3,1588.2999999999997,573.3000000000001
2018-05-12,46.400000000000006,717.1999999999998,788.3,1245.2000000000003,399.59999999999997
2018-05-13,69.30000000000001,750.0,856.4,1116.8999999999999,450.3999999999999
2018-05-14,107.65000000000002,619.5999999999998,784.0999999999999,1422.5500000000002,417.19999999999993
2018-05-15,91.3,667.6999999999999,807.9000000000001,1732.0000000000005,483.70000000000005
2018-05-16,131.79999999999998,607.8000000000002,810.5,1341.6000000000001,602.5000000000001
2018-05-17,138.7,593.3999999999999,806.9,1302.2,647.9000000000001
2018-05-18,183.8,785.9000000000001,1067.6000000000001,1180.3000000000002,569.2
2018-05-19,187.4,905.0999999999999,1192.0,1119.0000000000002,666.8000000000001
2018-05-20,139.79999999999998,798.3,1013.2,1234.2,679.3000000000001
2018-05-21,216.39999999999998,1214.1999999999998,1546.0,1183.7999999999997,898.6999999999998
2018-05-22,92.40000000000002,634.4,775.9999999999999,1725.2000000000003,749.1999999999999
2018-05-23,89.80000000000001,612.7,749.8000000000001,1755.7,729.9
2018-05-24,149.59999999999997,915.2,1144.5,1004.1999999999999,828.1999999999998
2018-05-25,120.5,1036.2,1220.8999999999999,1131.7000000000003,717.9000000000001
2018-05-26,52.1,601.4999999999999,681.4000000000001,2052.1,1088.6
2018-05-27,57.60000000000001,635.6000000000001,723.9999999999999,1612.5999999999997,798.8000000000001
2018-05-28,94.6,765.4000000000001,910.6,1290.6000000000001,957.4000000000001
2018-05-29,77.99999999999999,739.0000000000002,858.6999999999999,1435.6000000000001,636.4
2018-05-30,203.5,1037.5,1349.6,961.0999999999999,641.4000000000001
2018-05-31,234.9,1122.4,1483.1999999999998,1056.6999999999998,915.7
2018-06-01,58.7,688.4,778.3000000000002,1169.6999999999998,616.6
2018-06-02,29.2,493.0,537.4000000000001,1316.5,353.3
2018-06-03,68.10000000000001,704.2000000000002,808.1999999999997,1306.1999999999998,396.3
2018-06-04,89.29999999999998,650.1999999999999,787.1999999999997,1325.3000000000004,460.49999999999994
2018-06-05,95.69999999999999,544.5,690.9999999999999,1400.1999999999996,447.2
2018-06-06,147.6,677.1999999999999,903.0,1219.0000000000002,676.5999999999999
2018-06-07,141.70000000000002,771.2000000000002,988.4000000000001,1128.9999999999998,593.4
2018-06-08,126.89999999999999,656.6,851.1999999999998,1228.4,562.9
2018-06-09,86.0,555.5000000000001,687.3000000000001,1407.2,538.9
2018-06-10,68.4,474.1000000000001,578.9,1310.2999999999997,485.3
2018-06-11,132.7,555.4999999999999,758.8,1177.6000000000001,472.4000000000001
2018-06-12,130.89999999999998,630.5,831.3,1014.6,358.4
2018-06-13,130.79999999999998,652.5,853.0,1233.3999999999999,396.5
2018-06-14,58.8,423.80000000000007,514.0500000000001,1250.1999999999998,419.7
2018-06-15,125.1,663.2,855.0000000000003,1186.2,470.50000000000006
2018-06-16,31.599999999999998,305.00000000000006,353.5,1366.3999999999999,328.79999999999995
2018-06-17,25.200000000000003,240.59999999999997,278.99999999999994,1288.9,313.00000000000006
2018-06-18,34.0,271.7,323.7,1168.8000000000002,363.3
2018-06-19,48.1,256.6,330.19999999999993,764.7000000000002,239.59999999999997
2018-06-20,98.9,326.90000000000003,478.80000000000007,517.8,325.45
2018-06-21,75.8,403.09999999999997,519.8000000000001,1301.1000000000004,385.40000000000003
2018-06-22,111.39999999999999,565.3,736.1,1153.8,385.6
2018-06-23,57.0,500.3999999999999,588.0,1430.8,402.95000000000005
2018-06-24,77.39999999999998,653.6999999999999,772.4000000000001,1418.6000000000001,457.8
2018-06-25,73.80000000000001,863.9999999999999,977.9000000000001,1812.3,485.1
2018-06-26,202.9,880.3000000000002,1191.7999999999997,1233.6000000000001,529.5
2018-06-27,125.34999999999998,587.3,779.3000000000001,1175.1000000000001,494.00000000000006
2018-06-28,130.3,615.4000000000001,815.0999999999999,1383.8,598.3000000000002
2018-06-29,123.50000000000004,640.2000000000002,829.5000000000001,1348.0999999999997,562.5999999999999
2018-06-30,40.6,418.79999999999995,481.1,1758.4999999999998,482.70000000000005
2018-07-01,35.70000000000001,599.6,654.8000000000001,2115.0,582.7
2018-07-02,64.6,571.1999999999999,670.8000000000001,1897.3999999999999,568.9999999999999
2018-07-03,37.1,474.3999999999999,531.6,1741.1000000000004,485.6000000000001
2018-07-04,81.7,718.0,843.4,1448.1,549.5999999999999
2018-07-05,268.3,1165.1999999999998,1576.3,1378.6999999999998,758.8000000000002
2018-07-06,757.9999999999998,1376.5,2539.1,1337.6000000000001,704.9
2018-07-07,477.09999999999997,1129.2,1860.6,1519.3,728.9000000000001
2018-07-08,192.10000000000002,898.3,1193.2000000000003,1494.7,495.2
2018-07-09,548.0000000000001,1064.7,1904.9999999999998,956.2999999999998,510.6
2018-07-10,155.7,529.75,768.7000000000002,984.7,352.4
2018-07-11,71.4,580.4999999999999,689.6999999999998,1121.6,429.49999999999994
2018-07-12,123.69999999999999,886.8000000000001,1076.2000000000003,1057.1000000000001,548.2
2018-07-13,100.99999999999999,810.6999999999999,965.3,1213.6,525.0000000000001
2018-07-14,41.7,618.4000000000001,681.9999999999999,1682.1000000000001,474.1999999999999
2018-07-15,34.9,514.3999999999999,567.0999999999999,1894.7000000000003,408.90000000000003
2018-07-16,90.80000000000003,736.8999999999999,876.4,1481.1999999999998,459.4
2018-07-17,63.599999999999994,289.2,386.7,1297.6999999999998,323.3
2018-07-18,84.69999999999999,490.79999999999995,620.0000000000001,1281.4,332.99999999999994
2018-07-19,205.79999999999995,924.4,1240.0999999999997,1075.8,480.5000000000001
2018-07-20,140.89999999999998,820.4000000000001,1036.4,1451.9999999999998,470.79999999999995
2018-07-21,53.300000000000004,682.1999999999999,763.9999999999998,1915.5,523.4
2018-07-22,51.099999999999994,628.8999999999999,707.6,1319.6,407.99999999999994
2018-07-23,63.899999999999984,606.9999999999999,704.8,1300.2999999999997,419.50000000000006
2018-07-24,42.599999999999994,494.3500000000001,559.5500000000001,1462.8999999999999,443.3999999999999
2018-07-25,122.99999999999999,841.0000000000001,1029.9,1274.4,540.7
2018-07-26,150.2,959.9,1190.5000000000002,1507.8999999999999,797.6999999999999
2018-07-27,178.40000000000006,933.9,1207.2,1338.1000000000001,585.2
2018-07-28,54.9,316.4000000000001,400.80000000000007,1168.7,496.79999999999995
2018-07-29,60.50000000000001,272.99999999999994,366.2,912.7999999999998,277.6
2018-07-30,127.10000000000002,385.7,580.1000000000003,647.3,272.09999999999997
2018-07-31,154.99999999999997,456.9,694.0,992.6,288.20000000000005
2018-08-01,98.7,519.7,670.7999999999998,1078.6,340.3
2018-08-02,232.29999999999995,658.3,1014.2,1103.1999999999998,405.6000000000001
2018-08-03,447.8,1009.0999999999996,1695.7,1013.3999999999999,485.4
2018-08-04,339.59999999999997,694.8,1215.1,919.4,357.59999999999997
2018-08-05,86.29999999999997,692.3,824.6999999999999,1081.0000000000002,386.40000000000003
2018-08-06,205.29999999999995,956.0,1271.0,1381.8999999999999,534.3999999999999
2018-08-07,127.10000000000001,806.3000000000001,1001.0999999999999,1521.9,489.7
2018-08-08,47.800000000000004,373.3999999999999,447.0,1155.1000000000001,289.90000000000003
2018-08-09,808.1999999999999,987.5999999999999,2226.5000000000005,402.1,336.9
2018-08-10,407.40000000000003,634.9000000000001,1259.8,647.8,258.49999999999994
2018-08-11,128.20000000000002,616.6999999999999,813.4,744.7,308.9
2018-08-12,67.50000000000001,385.5999999999999,489.2000000000001,965.2,278.0
2018-08-13,58.20000000000002,518.4,607.2999999999998,793.6999999999999,300.90000000000003
2018-08-14,76.89999999999999,494.20000000000005,612.0000000000001,920.1000000000001,286.9000000000001
2018-08-15,46.8,380.9999999999999,452.99999999999994,980.0000000000002,314.2
2018-08-16,123.05000000000003,691.4499999999999,880.2499999999999,619.0,341.0
2018-08-17,172.1,658.2499999999998,924.7499999999998,605.0,377.55
2018-08-18,32.00000000000001,326.6,375.70000000000005,788.7000000000002,389.80000000000007
2018-08-19,29.9,309.20000000000005,355.29999999999995,725.8,341.09999999999997
2018-08-20,65.60000000000001,499.9,600.4999999999999,655.1999999999999,297.40000000000003
2018-08-21,59.7,549.4,640.9000000000001,897.9999999999999,288.40000000000003
2018-08-22,75.55000000000001,605.2499999999999,721.5,499.04999999999984,370.00000000000006
2018-08-23,74.19999999999999,465.0999999999999,578.6999999999999,742.9999999999999,296.30000000000007
2018-08-24,41.900000000000006,457.3,521.4,869.8,313.49999999999994
2018-08-25,182.5,607.6,887.6000000000001,780.7000000000002,305.2
2018-08-26,138.29999999999998,596.2000000000002,808.0999999999999,657.0,317.3999999999999
2018-08-27,14.700000000000001,400.50000000000006,423.4,811.6999999999999,232.89999999999998
2018-08-28,64.79999999999998,628.3,727.8,862.7000000000002,348.0
2018-08-29,121.30000000000001,893.9000000000001,1079.7,591.9,386.40000000000003
2018-08-30,206.7,847.5000000000001,1164.8,644.5999999999999,480.3
2018-08-31,250.7,948.4,1332.6,679.9,544.2999999999998
2018-09-01,121.10000000000001,829.4000000000001,1015.1,1117.3,491.89999999999986
2018-09-02,115.4,891.0000000000001,1067.9000000000003,1260.2999999999997,609.2
2018-09-03,321.5,1252.6000000000001,1745.5000000000002,1034.5,693.7
2018-09-04,127.30000000000001,819.1000000000001,1014.1000000000001,1103.7000000000003,550.5999999999999
2018-09-05,74.10000000000002,657.9,771.4999999999999,1137.5,508.90000000000003
2018-09-06,151.20000000000002,704.5000000000001,935.7999999999998,805.6,512.8
2018-09-07,45.9,610.7,680.6999999999999,889.8999999999999,324.2000000000001
2018-09-08,44.6,591.0,659.9,895.9999999999999,321.4
2018-09-09,13.899999999999999,454.5,476.19999999999993,1200.1999999999998,350.1
2018-09-10,24.400000000000002,402.20000000000005,439.40000000000003,1141.5000000000002,390.4
2018-09-11,61.0,419.8,513.3,967.9000000000001,393.7
2018-09-12,242.89999999999998,820.4,1192.6000000000001,711.1000000000001,300.4000000000001
