MeasurementDateGMT,Southwark - Elephant and Castle: Nitric Oxide (ug/m3),Southwark - Elephant and Castle: Nitrogen Dioxide (ug/m3),Southwark - Elephant and Castle: Oxides of Nitrogen (ug/m3),Southwark - Elephant and Castle: Ozone (ug/m3),Southwark - Elephant and Castle: PM10 Particulate (ug/m3)
2018-03-24,247.19999999999996,972.8999999999999,1351.4,590.1,617.0
2018-03-25,226.30000000000004,1093.3000000000002,1440.1,673.1,770.4999999999998
2018-03-26,124.40000000000002,954.8000000000001,1145.1,1190.7000000000003,360.79999999999995
2018-03-27,71.20000000000002,712.4,821.5,1219.2000000000003,247.9
2018-03-28,83.40000000000002,990.1000000000001,1117.8000000000002,1094.4999999999998,218.99999999999997
2018-03-29,123.89999999999998,800.2,990.3000000000001,1179.8,275.30000000000007
2018-03-30,105.8,788.8000000000001,950.9,1074.2,258.99999999999994
2018-03-31,79.6,620.1,741.8,1053.1999999999998,172.9
2018-04-01,56.300000000000004,625.7,712.0,1208.8000000000002,274.5
2018-04-02,71.10000000000001,551.9,660.7999999999998,1226.8000000000004,277.09999999999997
2018-04-03,138.25,611.25,823.9,1317.7,314.4
2018-04-04,67.49999999999999,470.60000000000014,573.7,1586.4999999999998,287.8
2018-04-05,87.6,561.5,696.0000000000001,1468.1000000000001,168.79999999999998
2018-04-06,114.19999999999999,766.3000000000001,941.3999999999997,1283.3000000000002,447.29999999999995
2018-04-07,208.49999999999997,1093.5,1413.5,856.4000000000001,646.8
2018-04-08,150.50000000000003,987.8,1218.5000000000002,698.9000000000001,434.69999999999993
2018-04-09,215.89999999999998,1033.4,1364.4,587.7999999999998,559.1
2018-04-10,235.89999999999998,1129.1,1490.6000000000001,754.9999999999999,720.1
2018-04-11,349.8000000000001,1015.3,1551.9999999999998,356.79999999999995,1007.5
2018-04-12,312.00000000000006,851.6,1329.8999999999999,501.0,815.0
2018-04-13,188.9,837.1,1126.3999999999999,741.2999999999998,563.9000000000001
2018-04-14,156.29999999999995,1015.6,1254.8999999999999,874.3000000000001,868.5
2018-04-15,145.50000000000003,744.5,968.0000000000001,1077.8999999999999,677.2
2018-04-16,127.59999999999998,602.6499999999999,798.2499999999999,1511.55,428.09999999999997
2018-04-17,131.5,547.4,748.6,1641.6999999999998,362.30000000000007
2018-04-18,165.8,979.4,1233.8999999999999,1153.0,538.65
2018-04-19,705.7,1637.5000000000002,2719.6999999999994,1140.4,1001.6499999999999
2018-04-20,294.8999999999999,1142.6,1594.8000000000002,1156.5000000000002,778.1
2018-04-21,279.5,1384.5,1812.8000000000002,899.9999999999999,1104.8000000000002
2018-04-22,92.19999999999996,645.3000000000001,786.8999999999999,1578.8000000000002,709.6
2018-04-23,60.1,430.7,522.6999999999999,1566.7000000000003,265.09999999999997
2018-04-24,92.4,470.90000000000003,612.1999999999999,1316.6000000000004,273.49999999999994
2018-04-25,57.79999999999999,430.49999999999994,519.4000000000002,1560.6000000000001,248.10000000000002
2018-04-26,66.60000000000001,481.1,582.8000000000001,1544.2999999999997,316.3999999999999
2018-04-27,199.60000000000002,998.5999999999999,1304.9,917.8999999999999,367.5
2018-04-28,109.1,721.0000000000001,888.3,1124.3000000000002,203.0
2018-04-29,70.80000000000001,542.8,651.7999999999998,1452.8,223.60000000000005
2018-04-30,107.10000000000002,769.6,934.5000000000001,1319.3000000000004,314.7
2018-05-01,113.6,685.3000000000001,859.3,1390.6,288.59999999999997
2018-05-02,95.4,733.2,879.8000000000001,1377.5499999999997,236.70000000000002
2018-05-03,290.8,959.8000000000001,1406.0000000000005,1040.9,418.0
2018-05-04,114.30000000000001,885.1000000000001,1060.6000000000001,1217.6000000000001,561.6999999999999
2018-05-05,292.1,1298.1,1746.0999999999997,1344.8,716.6000000000003
