MeasurementDateGMT,Enfield - Prince of Wales School: Nitric Oxide (ug/m3),Enfield - Prince of Wales School: Nitrogen Dioxide (ug/m3),Enfield - Prince of Wales School: Oxides of Nitrogen (ug/m3)
2019-06-01,71.39999999999999,554.1,663.5999999999999
2019-06-02,39.4,327.5999999999999,388.4
2019-06-03,29.899999999999995,196.7,242.39999999999995
2019-06-04,102.70000000000002,564.6999999999998,722.0999999999999
2019-06-05,45.800000000000004,342.20000000000005,412.2
2019-06-06,59.79999999999999,497.40000000000003,589.5000000000001
2019-06-07,110.55000000000001,444.69999999999993,614.1000000000001
2019-06-08,25.8,160.6,200.39999999999998
2019-06-09,48.9,385.3999999999999,460.09999999999997
2019-06-10,88.80000000000001,344.3,480.29999999999995
2019-06-11,90.55000000000001,231.19999999999996,370.15000000000003
2019-06-12,58.199999999999996,356.59999999999997,445.7
2019-06-13,68.4,398.49999999999994,503.3
2019-06-14,80.1,473.0,595.3000000000001
2019-06-15,59.900000000000006,478.4000000000001,570.4999999999999
2019-06-16,44.5,275.20000000000005,343.7
2019-06-17,38.900000000000006,344.80000000000007,404.09999999999997
2019-06-18,175.2,714.8,983.2000000000002
2019-06-19,93.20000000000003,358.8,501.9
2019-06-20,28.099999999999998,211.20000000000005,254.29999999999998
2019-06-21,34.0,312.3,364.4
2019-06-22,133.5,458.19999999999993,662.8
2019-06-23,37.99999999999999,377.50000000000006,435.6
2019-06-24,146.99999999999997,820.4,1046.1
2019-06-25,85.10000000000001,342.9,473.69999999999993
2019-06-26,29.09999999999999,215.79999999999998,260.29999999999995
2019-06-27,35.00000000000001,246.1,299.7
2019-06-28,49.14999999999999,300.59999999999997,376.7500000000001
2019-06-29,32.4,431.09999999999997,481.00000000000006
2019-06-30,8.1,94.49999999999999,106.8
2019-07-01,15.300000000000002,139.20000000000002,162.8
2019-07-02,49.7,328.2,404.90000000000003
2019-07-03,105.09999999999998,488.70000000000005,649.7999999999998
2019-07-04,128.7,546.9000000000001,744.1999999999999
2019-07-05,35.199999999999996,328.2,381.79999999999995
2019-07-06,42.1,285.00000000000006,349.40000000000003
2019-07-07,57.1,255.4,342.80000000000007
2019-07-08,88.7,542.3999999999999,678.3000000000001
2019-07-09,84.49999999999999,672.3000000000001,802.0
2019-07-10,194.09999999999994,564.2,861.8999999999999
2019-07-11,30.400000000000002,285.70000000000005,332.29999999999995
2019-07-12,31.099999999999994,197.3,245.04999999999995
2019-07-13,38.1,244.3,302.6
2019-07-14,46.6,248.2,319.5
2019-07-15,60.7,343.70000000000005,436.7
2019-07-16,87.80000000000003,469.0,603.1999999999999
2019-07-17,61.900000000000006,609.7,703.9999999999999
2019-07-18,49.400000000000006,335.4,410.80000000000007
2019-07-19,125.20000000000002,505.09999999999985,697.1999999999999
2019-07-20,58.19999999999999,216.00000000000003,305.2000000000001
2019-07-21,49.89999999999999,254.2,330.2000000000001
2019-07-22,62.1,310.6000000000001,406.0
2019-07-23,357.4000000000001,561.3,1109.1999999999996
2019-07-24,194.10000000000002,581.7999999999998,879.4000000000001
2019-07-25,287.20000000000005,885.5,1325.9999999999998
2019-07-26,88.0,428.29999999999995,563.7
2019-07-27,39.4,269.7,330.2
2019-07-28,97.8,224.60000000000002,374.8
2019-07-29,119.39999999999999,498.69999999999993,682.0999999999999
2019-07-30,63.60000000000001,342.79999999999995,440.1000000000001
2019-07-31,33.7,166.80000000000004,218.6
2019-08-01,33.39999999999999,206.9,258.3
2019-08-02,41.30000000000001,385.20000000000005,447.89999999999986
2019-08-03,52.39999999999999,385.30000000000007,465.69999999999993
2019-08-04,51.599999999999994,398.5,477.70000000000005
2019-08-05,55.199999999999996,306.50000000000006,390.9
2019-08-06,45.50000000000001,259.5,328.80000000000007
2019-08-07,42.8,199.20000000000005,264.3
2019-08-08,67.35,405.8,509.09999999999997
2019-08-09,102.09999999999998,365.4,522.0
2019-08-10,32.2,139.29999999999995,188.89999999999998
2019-08-11,45.89999999999999,159.6,230.09999999999997
2019-08-12,257.4,525.3,920.0999999999999
2019-08-13,76.19999999999999,282.9,400.2
2019-08-14,137.29999999999995,591.8000000000001,802.4999999999999
2019-08-15,49.9,189.70000000000002,266.0
2019-08-16,194.89999999999995,608.4000000000001,907.1999999999999
2019-08-17,43.599999999999994,175.1,241.80000000000004
2019-08-18,37.10000000000001,219.9,277.0
2019-08-19,41.199999999999996,174.3,237.69999999999996
2019-08-20,117.89999999999999,373.1,553.7
2019-08-21,164.20000000000002,578.7,830.4999999999998
2019-08-22,58.199999999999996,433.09999999999997,522.1999999999999
2019-08-23,289.4,744.6000000000001,1187.8
2019-08-24,263.6999999999999,662.4,1066.6
2019-08-25,51.69999999999999,575.8,655.2999999999998
2019-08-26,106.2,889.2,1052.7
2019-08-27,173.6,883.6000000000001,1149.7
2019-08-28,48.20000000000001,359.7,433.2000000000001
2019-08-29,40.80000000000001,258.4,320.9
2019-08-30,48.49999999999999,382.9,457.00000000000006
2019-08-31,43.2,369.9000000000001,436.4
2019-09-01,22.800000000000004,246.50000000000003,281.90000000000003
2019-09-02,130.7,420.9000000000001,621.1
2019-09-03,17.3,156.4,182.8
2019-09-04,20.299999999999997,140.9,171.9
2019-09-05,80.0,314.00000000000006,436.79999999999995
2019-09-06,187.70000000000002,595.0,882.5999999999998
2019-09-07,69.60000000000001,297.8,404.59999999999997
2019-09-08,291.3,526.8,973.5999999999999
2019-09-09,210.40000000000003,846.4999999999999,1168.7
2019-09-10,535.0,528.3999999999999,1348.4
2019-09-11,34.69999999999999,275.5999999999999,328.7000000000001
2019-09-12,50.9,282.50000000000006,360.4
2019-09-13,39.29999999999999,346.70000000000005,407.09999999999997
2019-09-14,222.39999999999998,827.5,1168.5
2019-09-15,310.5,719.8,1194.9
2019-09-16,53.8,406.90000000000003,489.3
2019-09-17,73.9,504.0,617.3
2019-09-18,472.50000000000006,719.1,1443.3
2019-09-19,628.3000000000002,753.4999999999999,1717.0999999999997
2019-09-20,379.59999999999997,603.0,1184.9
2019-09-21,75.4,782.3000000000001,898.0000000000001
2019-09-22,61.7,628.9000000000001,723.5
2019-09-23,58.69999999999999,356.4,446.90000000000015
2019-09-24,91.50000000000001,379.99999999999994,520.5
2019-09-25,71.6,379.9000000000001,490.1
2019-09-26,71.6,390.00000000000006,499.6000000000001
2019-09-27,58.8,395.9,485.8999999999999
2019-09-28,31.8,245.8,294.4
2019-09-29,28.200000000000006,176.1,219.6
2019-09-30,210.5,467.8,790.5999999999998
2019-10-01,92.24999999999999,390.9500000000001,532.35
2019-10-02,268.40000000000003,479.7,890.9000000000001
2019-10-03,1573.6,605.5999999999999,3018.399999999999
2019-10-04,161.0,385.4000000000001,631.9000000000001
2019-10-05,66.60000000000001,475.50000000000006,577.5999999999999
2019-10-06,30.400000000000002,213.49999999999997,259.9
2019-10-07,397.0,655.8,1264.3
2019-10-08,53.59999999999999,413.19999999999993,495.4
2019-10-09,28.899999999999995,363.9,408.40000000000003
2019-10-10,35.6,275.6,330.40000000000003
2019-10-11,28.1,301.2,344.3
2019-10-12,76.10000000000002,628.8999999999999,745.6999999999996
2019-10-13,70.89999999999999,370.9000000000001,479.90000000000003
2019-10-14,320.90000000000003,568.0000000000001,1059.7
2019-10-15,56.4,536.9,623.5999999999999
2019-10-16,465.90000000000003,488.8,1203.3
2019-10-17,519.35,753.6000000000001,1549.25
2019-10-18,38.79999999999999,398.5,458.2999999999999
2019-10-19,430.20000000000005,654.7,1314.3
2019-10-20,937.8999999999997,362.30000000000007,1800.6
2019-10-21,26.2,335.00000000000006,375.50000000000006
2019-10-22,1907.0,696.8,3620.100000000001
2019-10-23,1671.5000000000002,722.1999999999999,3285.4
2019-10-24,434.70000000000005,672.4000000000001,1338.7999999999997
2019-10-25,170.90000000000003,558.6999999999999,820.7999999999998
2019-10-26,31.200000000000003,339.30000000000007,387.40000000000003
2019-10-27,532.8000000000001,539.6999999999999,1356.8999999999999
2019-10-28,1025.1,630.0,2202.0000000000005
2019-10-29,77.8,570.3000000000001,689.7
2019-10-30,172.4,723.0000000000001,987.0
2019-10-31,946.1,711.1999999999999,2161.3
2019-11-01,265.9,641.4000000000001,1049.1
2019-11-02,36.800000000000004,253.79999999999995,310.19999999999993
2019-11-03,207.4,615.6999999999999,933.9999999999999
2019-11-04,685.1,664.0999999999999,1714.5
2019-11-05,161.89999999999998,440.0,687.7999999999998
2019-11-06,631.8,780.9000000000001,1749.1
2019-11-07,490.2,614.0999999999999,1365.8000000000002
2019-11-08,1761.6999999999998,632.3000000000001,3333.9000000000005
2019-11-09,418.59999999999997,595.6,1237.3000000000002
2019-11-10,1132.9999999999998,499.5,2236.8
2019-11-11,120.10000000000004,423.3,607.4999999999999
2019-11-12,50.599999999999994,429.6000000000001,506.6999999999999
2019-11-13,251.99999999999997,637.65,1024.1499999999999
2019-11-14,325.0,748.1999999999999,1247.0
2019-11-15,113.89999999999999,440.0000000000001,614.5999999999999
2019-11-16,786.5,639.5999999999999,1845.4999999999995
2019-11-17,2649.8,713.4000000000001,4776.7
2019-11-18,477.69999999999993,639.9999999999999,1373.1999999999998
2019-11-19,3412.8999999999996,1150.3999999999999,6383.5
2019-11-20,316.4,744.4999999999999,1230.1000000000001
2019-11-21,266.20000000000005,570.6,978.8
2019-11-22,153.1,493.1,728.0
2019-11-23,250.09999999999997,484.4,868.3000000000002
2019-11-24,702.0,511.09999999999985,1587.1000000000004
2019-11-25,170.69999999999996,503.50000000000006,765.1999999999999
2019-11-26,184.0,706.6,988.9
2019-11-27,168.29999999999993,586.1,844.3000000000002
2019-11-28,101.69999999999999,344.19999999999993,499.99999999999994
2019-11-29,1868.1,686.5999999999999,3550.9000000000005
2019-11-30,760.3,708.5,1873.9999999999998
2019-12-01,127.30000000000003,460.9,656.0
2019-12-02,1910.9000000000003,912.2,3842.3
2019-12-03,1433.7999999999997,1101.5,3299.9
2019-12-04,4783.400000000001,1110.5000000000002,8444.900000000001
2019-12-05,2049.899999999999,839.1999999999998,3982.6000000000013
2019-12-06,30.800000000000004,294.5,342.20000000000005
2019-12-07,87.99999999999997,511.0,645.8000000000001
2019-12-08,23.400000000000002,183.00000000000006,218.5
2019-12-09,519.7,507.2,1304.1
2019-12-10,547.5000000000001,719.3,1558.3999999999999
2019-12-11,299.40000000000003,872.9999999999999,1331.7
2019-12-12,156.70000000000002,782.3000000000002,1022.1999999999999
2019-12-13,33.300000000000004,300.1,351.09999999999997
2019-12-14,39.1,379.89999999999986,439.8000000000001
2019-12-15,58.60000000000001,349.4,439.3
2019-12-16,678.5000000000001,1053.9,2094.6000000000004
2019-12-17,275.20000000000005,949.2,1371.0000000000002
2019-12-18,790.9500000000002,782.85,1995.4
2019-12-19,105.80000000000001,375.4,537.2
2019-12-20,154.39999999999998,713.1000000000001,949.5999999999998
2019-12-21,84.2,487.8,617.1
2019-12-22,37.300000000000004,447.19999999999993,504.30000000000007
2019-12-23,61.099999999999994,542.8999999999999,636.9
2019-12-24,39.09999999999999,380.40000000000003,440.2
2019-12-25,745.8,420.9,1564.1000000000004
2019-12-26,280.60000000000014,302.1,732.4
2019-12-27,732.0,564.7,1687.1999999999998
2019-12-28,423.6999999999999,611.1000000000001,1261.0
2019-12-29,126.30000000000001,644.9,838.1
2019-12-30,741.7,694.1999999999999,1831.4999999999998
2019-12-31,411.20000000000016,530.3,1160.4000000000003
2020-01-01,519.5,785.6999999999999,1582.3000000000004
2020-01-02,98.1,565.8000000000002,716.6999999999999
2020-01-03,97.89999999999998,446.90000000000003,597.0000000000001
2020-01-04,46.099999999999994,520.1,591.1
2020-01-05,33.300000000000004,416.2,467.5
2020-01-06,70.5,497.59999999999997,605.4000000000001
2020-01-07,86.1,585.2,717.6
2020-01-08,181.5,515.9,794.2
2020-01-09,56.650000000000006,403.9000000000001,490.95000000000005
2020-01-10,185.99999999999997,644.7000000000002,930.0999999999999
2020-01-11,38.400000000000006,316.99999999999994,375.7
2020-01-12,38.9,312.79999999999995,372.49999999999994
2020-01-13,125.70000000000002,621.9000000000001,814.9999999999999
2020-01-14,130.70000000000002,628.5000000000001,828.4000000000002
2020-01-15,69.6,569.5999999999999,676.7
2020-01-16,129.3,642.7,841.6
2020-01-17,69.5,642.9,750.0
2020-01-18,739.8000000000001,822.9999999999998,1957.4
2020-01-19,2218.0,947.9,4349.100000000001
2020-01-20,4113.8,1355.8,7663.7
2020-01-21,4056.399999999999,1164.0000000000002,7383.700000000003
2020-01-22,1179.3000000000002,827.4000000000002,2635.2000000000003
2020-01-23,788.7,813.4999999999999,2023.1999999999996
2020-01-24,551.1999999999999,868.4,1713.5
2020-01-25,97.89999999999998,617.9,767.5999999999999
2020-01-26,95.29999999999998,563.9,709.7
2020-01-27,70.8,697.4000000000001,806.3
2020-01-28,39.0,363.5,422.79999999999995
2020-01-29,47.99999999999999,467.6000000000001,541.4
2020-01-30,118.79999999999998,555.6,737.9000000000002
2020-01-31,44.300000000000004,347.5,415.09999999999997
2020-02-01,26.400000000000002,215.10000000000002,255.7
2020-02-02,37.300000000000004,311.9000000000001,368.7
2020-02-03,34.300000000000004,235.60000000000002,288.6
2020-02-04,134.2,370.5499999999999,576.05
2020-02-05,2271.8,1180.5000000000005,4664.599999999999
2020-02-06,2928.499999999999,1281.7,5771.799999999997
2020-02-07,787.7999999999998,779.0999999999998,1986.6000000000001
2020-02-08,87.19999999999997,544.6,678.6999999999998
2020-02-09,32.699999999999996,149.0,198.79999999999998
2020-02-10,29.099999999999998,156.70000000000005,201.70000000000005
2020-02-11,26.099999999999994,149.50000000000003,190.00000000000003
2020-02-12,52.3,408.1,488.50000000000006
2020-02-13,64.8,377.9,477.00000000000006
2020-02-14,538.8000000000001,644.1999999999999,1470.3000000000002
2020-02-15,68.49999999999999,299.79999999999995,405.20000000000005
2020-02-16,26.300000000000004,149.2,189.9
2020-02-17,31.299999999999997,194.49999999999994,242.2
2020-02-18,38.5,294.59999999999997,353.79999999999995
2020-02-19,63.2,434.99999999999994,532.0
2020-02-20,46.399999999999984,298.79999999999995,369.8
2020-02-21,35.9,276.90000000000003,331.90000000000003
2020-02-22,24.200000000000003,103.1,140.20000000000002
2020-02-23,71.8,296.2,406.40000000000003
2020-02-24,48.6,285.09999999999997,359.5999999999999
2020-02-25,34.400000000000006,229.00000000000006,281.70000000000005
2020-02-26,51.599999999999994,322.0,401.5
2020-02-27,185.49999999999997,653.1999999999999,936.9
2020-02-28,191.49999999999997,677.2,970.6
2020-02-29,69.19999999999997,248.40000000000006,354.40000000000003
2020-03-01,34.0,214.5,266.7
2020-03-02,83.00000000000001,442.0999999999999,569.0
2020-03-03,178.60000000000002,628.0999999999998,902.5000000000001
2020-03-04,502.8,911.0999999999997,1681.8000000000002
2020-03-05,63.09999999999999,346.29999999999995,442.6
2020-03-06,990.0,685.0000000000001,2202.8
2020-03-07,615.4000000000003,640.2999999999998,1583.8999999999999
2020-03-08,36.9,234.9,291.6
2020-03-09,55.9,334.4000000000001,420.0999999999999
2020-03-10,34.9,119.9,172.8
2020-03-11,41.0,194.50000000000003,256.9
2020-03-12,39.3,145.79999999999998,205.70000000000002
2020-03-13,150.0,339.8,569.4000000000001
2020-03-14,64.1,298.0,396.6
2020-03-15,85.0,364.9,495.00000000000006
2020-03-16,266.6,633.0500000000001,1041.7000000000003
2020-03-17,63.900000000000006,416.5999999999999,514.8000000000001
2020-03-18,51.8,324.8999999999999,403.79999999999995
2020-03-19,69.8,400.1000000000001,506.9
2020-03-20,56.5,254.7,341.8
2020-03-21,57.2,283.0,370.6
2020-03-22,61.2,300.79999999999995,395.1
2020-03-23,165.4,684.3,937.8
2020-03-24,289.1,749.4,1192.9
2020-03-25,887.2,818.2,2178.2000000000003
2020-03-26,97.00000000000001,620.1,768.7000000000002
2020-03-27,44.2,311.7,379.9000000000001
2020-03-28,33.49999999999999,136.8,188.59999999999997
2020-03-29,31.699999999999996,100.00000000000001,148.79999999999998
2020-03-30,52.300000000000004,247.0,327.19999999999993
2020-03-31,107.4,478.80000000000007,643.4000000000001
2020-04-01,623.1,598.3,1554.1999999999998
2020-04-02,42.4,222.59999999999997,287.80000000000007
2020-04-03,307.5,407.99999999999994,879.3
2020-04-04,894.9000000000003,490.30000000000007,1861.6999999999998
2020-04-05,38.19999999999999,293.2,351.4
2020-04-06,142.0,485.00000000000006,703.1000000000001
2020-04-07,618.6,602.6999999999999,1551.6
2020-04-08,104.79999999999997,673.9999999999999,834.5
2020-04-09,230.40000000000003,584.6000000000001,937.8000000000003
2020-04-10,47.10000000000001,472.5999999999999,545.2
2020-04-11,211.1,675.4999999999999,999.4000000000001
2020-04-12,219.19999999999996,464.4,800.1000000000003
2020-04-13,29.700000000000003,126.0,171.69999999999996
2020-04-14,57.79999999999999,322.1,410.59999999999997
2020-04-15,202.99999999999994,608.5,919.6
2020-04-16,147.49999999999997,668.9999999999998,895.0999999999997
2020-04-17,41.2,285.4999999999999,348.70000000000005
2020-04-18,48.900000000000006,267.9,342.50000000000006
2020-04-19,50.199999999999996,219.19999999999993,296.5
2020-04-20,38.0,234.79999999999998,293.0
2020-04-21,38.90000000000001,282.09999999999997,341.7000000000001
2020-04-22,41.60000000000001,349.1,412.85
2020-04-23,44.79999999999999,440.90000000000003,509.90000000000003
2020-04-24,43.800000000000004,364.5,432.30000000000007
2020-04-25,26.0,205.9,245.6
2020-04-26,128.8,438.09999999999997,635.6000000000001
2020-04-27,62.0,439.5,534.7
2020-04-28,46.900000000000006,280.9,352.90000000000003
2020-04-29,56.29999999999998,270.2,356.30000000000007
2020-04-30,64.2,341.1,439.40000000000003
2020-05-01,22.0,176.4,209.79999999999995
2020-05-02,92.8,283.40000000000003,426.0
2020-05-03,247.50000000000003,434.4,813.9999999999999
2020-05-04,43.6,393.59999999999997,460.6999999999999
2020-05-05,31.700000000000003,297.6,346.50000000000006
2020-05-06,27.499999999999996,372.7999999999999,415.1999999999999
2020-05-07,84.5,462.4,592.3000000000002
2020-05-08,103.8,625.9,784.8999999999999
2020-05-09,75.19999999999999,568.0,683.4000000000001
2020-05-10,18.799999999999997,162.00000000000003,190.60000000000002
2020-05-11,32.9,111.4,161.7
2020-05-12,94.49999999999999,335.00000000000006,479.50000000000006
2020-05-13,36.900000000000006,203.8,260.19999999999993
2020-05-14,90.19999999999999,343.30000000000007,481.4000000000001
2020-05-15,225.30000000000004,466.90000000000003,812.4999999999998
2020-05-16,94.2,405.19999999999993,550.1
2020-05-17,170.99999999999997,331.99999999999994,594.3999999999999
2020-05-18,18.999999999999996,118.50000000000001,147.49999999999997
2020-05-19,19.1,265.8,295.09999999999997
2020-05-20,154.60000000000002,648.5,885.7
2020-05-21,93.9,562.8000000000001,706.6
2020-05-22,13.85,174.05000000000004,195.7
2020-05-23,14.499999999999998,40.70000000000001,63.199999999999996
2020-05-24,45.5,205.6,275.5
2020-05-25,161.69999999999996,478.5,726.6
2020-05-26,297.7,459.5999999999999,916.4
2020-05-27,28.2,386.7,430.1000000000001
2020-05-28,31.200000000000003,294.1999999999999,342.19999999999993
2020-05-29,35.99999999999999,376.4,431.70000000000005
2020-05-30,22.599999999999994,239.9,274.40000000000003
2020-05-31,19.5,190.20000000000002,220.19999999999993
2020-06-01,22.399999999999995,294.49999999999994,328.9
2020-06-02,52.3,473.00000000000006,553.3000000000001
2020-06-03,57.90000000000001,433.4,521.9
2020-06-04,32.7,172.99999999999997,222.39999999999998
2020-06-05,34.1,141.09999999999997,193.90000000000003
2020-06-06,34.4,142.0,194.8
2020-06-07,65.4,176.89999999999998,277.09999999999997
2020-06-08,38.1,248.49999999999994,306.9
2020-06-09,120.40000000000003,359.49999999999994,544.0999999999999
2020-06-10,68.1,421.0,525.4
2020-06-11,35.4,273.4,327.70000000000005
2020-06-12,29.9,372.7,418.2
2020-06-13,42.699999999999996,338.8,404.4
2020-06-14,31.500000000000004,354.50000000000006,403.0
2020-06-15,97.74999999999999,570.3,720.5000000000002
2020-06-16,139.8,585.5,799.9000000000001
2020-06-17,205.3,523.9000000000001,838.8000000000002
2020-06-18,40.0,305.0,366.3
2020-06-19,42.39999999999999,244.19999999999996,309.70000000000005
2020-06-20,46.300000000000004,274.7,345.7000000000001
2020-06-21,36.10000000000001,141.60000000000002,197.00000000000003
2020-06-22,39.8,222.10000000000002,283.29999999999995
2020-06-23,59.2,474.8,565.2000000000002
2020-06-24,45.30000000000001,513.6000000000001,583.1
2020-06-25,23.400000000000002,577.2000000000002,613.1999999999999
2020-06-26,34.0,511.6999999999999,564.2
2020-06-27,41.699999999999996,201.7,265.2
2020-06-28,22.099999999999994,74.50000000000001,107.80000000000001
2020-06-29,26.4,79.0,119.89999999999999
2020-06-30,40.15,200.35000000000002,261.45
2020-07-01,27.5,127.3,169.5
2020-07-02,37.6,208.50000000000003,265.80000000000007
2020-07-03,34.80000000000001,181.3,234.7
2020-07-04,29.2,164.2,209.29999999999998
2020-07-05,17.400000000000002,58.199999999999996,84.59999999999998
2020-07-06,28.199999999999996,172.60000000000002,215.8
2020-07-07,51.699999999999996,351.1,430.70000000000005
2020-07-08,37.800000000000004,233.49999999999997,291.2
2020-07-09,62.199999999999996,237.10000000000005,332.30000000000007
2020-07-10,30.0,218.89999999999995,265.0
2020-07-11,117.4,378.8,558.7
2020-07-12,99.7,421.40000000000003,574.0999999999999
2020-07-13,26.1,327.90000000000003,367.70000000000005
2020-07-14,23.3,255.70000000000002,291.79999999999995
2020-07-15,42.99999999999999,348.7,414.2000000000001
2020-07-16,30.499999999999996,283.9,330.19999999999993
2020-07-17,109.30000000000001,314.70000000000005,482.40000000000003
2020-07-18,15.2,225.29999999999998,248.8
2020-07-19,21.099999999999998,283.4,315.5
2020-07-20,57.2,446.80000000000007,534.4000000000001
2020-07-21,193.29999999999998,558.8,854.6999999999998
2020-07-22,26.7,411.7000000000001,452.90000000000003
2020-07-23,25.3,357.7,396.80000000000007
2020-07-24,14.8,252.6,275.6
2020-07-25,30.7,347.7,394.79999999999995
2020-07-26,27.6,245.09999999999997,287.6
2020-07-27,65.00000000000001,344.30000000000007,443.99999999999994
2020-07-28,21.400000000000002,245.5,278.3
2020-07-29,116.3,474.79999999999995,653.2
2020-07-30,147.8,768.0999999999999,994.7
2020-07-31,58.8,708.1,798.9999999999999
2020-08-01,2.6999999999999997,182.3,186.4
2020-08-02,9.399999999999999,186.79999999999995,200.90000000000003
2020-08-03,27.100000000000005,390.50000000000006,432.0
2020-08-04,201.80000000000007,490.8999999999999,800.7
2020-08-05,39.900000000000006,331.1,391.99999999999994
2020-08-06,47.599999999999994,543.7,616.1999999999999
2020-08-07,253.50000000000003,1179.8999999999999,1568.4
2020-08-08,78.69999999999999,639.6,759.9000000000002
2020-08-09,4.300000000000001,332.29999999999995,338.29999999999995
2020-08-10,12.300000000000002,480.2,498.8
2020-08-11,21.0,834.0,866.6999999999999
2020-08-12,26.199999999999996,738.4000000000001,778.9
2020-08-13,14.499999999999998,384.59999999999997,406.80000000000007
2020-08-14,23.699999999999996,326.1,362.90000000000003
2020-08-15,34.1,297.1,349.8
2020-08-16,98.4,426.00000000000006,576.8000000000001
2020-08-17,328.3,490.09999999999997,993.0999999999999
2020-08-18,40.99999999999999,368.29999999999995,430.6000000000001
2020-08-19,144.30000000000004,389.29999999999995,610.8999999999999
2020-08-20,90.59999999999998,500.9,639.6
2020-08-21,26.700000000000003,257.40000000000003,297.99999999999994
2020-08-22,32.8,145.9,196.2
2020-08-23,24.9,110.29999999999997,148.60000000000002
2020-08-24,40.199999999999996,276.59999999999997,338.5
2020-08-25,57.80000000000001,226.9,314.99999999999994
2020-08-26,17.599999999999998,175.70000000000002,202.7
2020-08-27,90.99999999999999,486.3,625.9000000000001
2020-08-28,32.699999999999996,235.79999999999995,285.8
2020-08-29,12.700000000000003,133.7,153.49999999999994
2020-08-30,15.0,176.9,199.8
2020-08-31,290.1,453.1,897.8
2020-09-01,417.10000000000014,532.7,1172.1
2020-09-02,280.99999999999994,624.5,1055.6999999999998
2020-09-03,26.9,242.49999999999997,283.69999999999993
2020-09-04,23.7,215.9,252.10000000000002
2020-09-05,34.0,243.70000000000002,295.90000000000003
2020-09-06,232.10000000000002,477.1,833.3000000000001
2020-09-07,657.9000000000001,396.90000000000003,1406.1000000000001
2020-09-08,25.350000000000005,195.14999999999998,234.14999999999995
2020-09-09,44.3,313.5,381.20000000000005
2020-09-10,463.6,667.0000000000001,1378.2
2020-09-11,618.0,462.20000000000005,1409.9000000000005
2020-09-12,23.0,277.50000000000006,312.7
2020-09-13,68.6,400.3,505.5
2020-09-14,562.9000000000001,745.3,1608.0
2020-09-15,116.10000000000001,863.7,1041.5
2020-09-16,30.799999999999997,463.50000000000006,511.30000000000007
2020-09-17,34.99999999999999,367.1,421.09999999999997
2020-09-18,48.40000000000001,386.7,460.69999999999993
2020-09-19,20.499999999999996,279.5,310.9000000000001
2020-09-20,16.4,261.29999999999995,286.6
2020-09-21,412.8,686.1,1318.3999999999999
2020-09-22,1092.6000000000001,665.8,2341.4000000000005
2020-09-23,24.800000000000004,348.99999999999994,386.80000000000007
2020-09-24,75.19999999999999,516.9000000000001,632.6
2020-09-25,29.0,247.5,291.9
2020-09-26,15.299999999999997,144.4,167.8
2020-09-27,9.7,165.6,180.4
2020-09-28,296.5,477.49999999999983,931.7
2020-09-29,364.90000000000003,566.5,1125.8
2020-09-30,206.29999999999995,594.0,910.3
2020-10-01,60.4,419.90000000000003,512.2
2020-10-02,65.7,334.30000000000007,434.9
2020-10-03,50.2,362.8,439.3
2020-10-04,17.099999999999998,274.1,300.50000000000006
2020-10-05,37.19999999999999,339.7,397.20000000000005
2020-10-06,22.900000000000002,248.8,284.0
2020-10-07,57.50000000000001,378.90000000000003,467.09999999999985
2020-10-08,147.4,398.50000000000006,624.6
2020-10-09,517.4,538.1,1331.7999999999995
2020-10-10,24.099999999999994,280.19999999999993,317.4
2020-10-11,168.99999999999997,339.4000000000001,598.8999999999999
2020-10-12,633.4000000000002,664.2,1635.6999999999998
2020-10-13,74.49999999999999,395.2,509.29999999999995
2020-10-14,101.50000000000001,373.49999999999994,528.9999999999999
2020-10-15,58.400000000000006,416.09999999999997,506.0
2020-10-16,331.2000000000001,540.3,1047.9
2020-10-17,21.0,347.79999999999995,380.29999999999995
2020-10-18,254.50000000000003,501.59999999999997,892.0
2020-10-19,184.90000000000006,552.2,835.8
2020-10-20,103.7,484.59999999999997,643.5
2020-10-21,133.0,506.7000000000001,710.9
2020-10-22,82.1,533.3,658.6
2020-10-23,69.8,508.50000000000006,615.8999999999999
2020-10-24,62.899999999999984,476.4,572.6
2020-10-25,57.6,507.0,595.0999999999999
2020-10-26,84.9,638.3000000000001,768.0
2020-10-27,139.70000000000002,589.5999999999998,803.8000000000002
2020-10-28,43.7,465.8,532.8999999999999
2020-10-29,61.30000000000002,468.7000000000001,562.7
2020-10-30,24.900000000000006,395.4,433.79999999999995
2020-10-31,40.4,354.4,416.2
2020-11-01,47.79999999999999,333.0,406.30000000000007
2020-11-02,10.25,178.79999999999998,194.65
2020-11-03,82.4,585.5999999999999,712.2999999999998
2020-11-04,2247.0,859.6,4305.299999999999
2020-11-05,3072.4999999999995,869.7,5581.4
2020-11-06,1103.6999999999998,796.9000000000001,2489.6000000000004
2020-11-07,849.5999999999999,641.3000000000002,1944.5999999999997
2020-11-08,540.3,523.6,1352.1
2020-11-09,611.2,509.4000000000001,1446.2
2020-11-10,607.5,654.3000000000001,1585.7
2020-11-11,569.0000000000001,410.50000000000006,1283.1000000000001
2020-11-12,61.400000000000006,465.3,559.0
2020-11-13,179.9,737.9999999999999,1013.6999999999998
2020-11-14,90.8,530.9,670.4999999999999
2020-11-15,43.10000000000001,312.6,378.8
2020-11-16,14.5,324.0,346.1000000000001
2020-11-17,18.8,333.6,361.99999999999994
