MeasurementDateGMT,Sutton - Wallington: Nitric Oxide (ug/m3),Sutton - Wallington: Nitrogen Dioxide (ug/m3),Sutton - Wallington: Oxides of Nitrogen (ug/m3),Sutton - Wallington: PM10 Particulate (ug/m3)
2018-05-15,1190.9999999999998,1655.3000000000002,3481.2,491.5
2018-05-16,299.3,709.35,1168.2499999999998,452.0
2018-05-17,418.6,811.4000000000001,1452.8999999999999,486.0
2018-05-18,885.9,1218.4000000000003,2577.3999999999996,464.0
2018-05-19,697.2999999999998,1068.8999999999999,2138.2000000000003,582.0
2018-05-20,275.50000000000006,728.9999999999998,1151.0000000000002,505.0
2018-05-21,892.3999999999999,1469.3,2837.3,906.0
2018-05-22,757.7,1121.4,2283.2,741.0
2018-05-23,604.4999999999999,895.9000000000001,1822.7,720.0
2018-05-24,1506.9999999999998,1527.5,3837.8999999999996,984.0
2018-05-25,1758.7000000000003,1834.0000000000002,4530.5,868.0
2018-05-26,240.50000000000003,979.1999999999999,1348.1000000000001,981.0
2018-05-27,405.6,971.0999999999999,1593.4999999999998,672.0
2018-05-28,421.5,853.7000000000002,1500.0,698.0
2018-05-29,581.6,1028.9,1920.8000000000002,630.5
2018-05-30,623.5500000000001,1041.7,1997.25,464.0
2018-05-31,550.8000000000001,1123.6000000000001,1968.0000000000005,752.0
2018-06-01,984.5999999999998,1194.5,2704.5000000000005,571.0
2018-06-02,955.5999999999999,1174.6,2640.1,317.0
2018-06-03,403.9999999999999,886.3000000000001,1506.3999999999999,253.0
2018-06-04,335.3999999999999,766.0000000000001,1280.4,471.5
2018-06-05,313.20000000000005,653.5,1134.0,397.0
2018-06-06,369.1,801.3999999999999,1367.3000000000002,687.0
2018-06-07,382.50000000000006,920.0999999999999,1506.9999999999998,524.5
2018-06-08,615.8,1084.2,2028.5,652.0
2018-06-09,316.9,746.5,1232.2,578.0
2018-06-10,166.60000000000002,557.8000000000001,813.5,491.0
2018-06-11,460.6333333333333,855.7000000000002,1561.7666666666662,386.3333333333333
2018-06-12,523.6666666666666,814.1500000000001,1617.0833333333333,464.1666666666667
2018-06-13,1165.6999999999998,1188.1000000000001,2975.1000000000004,366.0
2018-06-14,949.0,1075.4999999999998,2530.9,461.0
2018-06-15,1524.4999999999998,1530.8,3868.3999999999996,492.0
2018-06-16,645.1999999999999,764.8,1754.7,338.0
2018-06-17,444.1,611.6999999999999,1293.1000000000004,289.0
2018-06-18,815.6,881.3999999999999,2131.5,332.0
2018-06-19,1142.9999999999998,936.5000000000001,2689.1,226.0
2018-06-20,1164.3999999999999,989.2125,2775.1958333333323,229.0
2018-06-21,1299.6,1468.7375000000002,3461.254166666666,301.0
2018-06-22,1264.1000000000001,1209.1999999999998,3147.000000000001,441.0
2018-06-23,1318.0,1554.8999999999996,3575.8,531.0
2018-06-24,417.80000000000007,963.3,1603.4000000000003,456.0
2018-06-25,1046.9,1590.2,3195.4,570.0
2018-06-26,498.2,1110.1,1873.7,417.0
2018-06-27,397.00000000000006,809.4999999999999,1418.0000000000002,510.0
2018-06-28,317.3,825.5000000000001,1311.9999999999998,645.0
2018-06-29,350.2,796.1999999999998,1332.9499999999998,545.5
2018-06-30,227.19999999999996,663.3999999999999,1011.6999999999999,495.0
2018-07-01,166.3,791.2000000000002,1045.8,593.0
2018-07-02,370.7,917.5000000000001,1486.1,506.0
2018-07-03,321.1,793.4000000000002,1285.8999999999999,483.0
2018-07-04,540.7,1034.5,1863.8999999999996,677.0
2018-07-05,1004.4000000000001,1570.2000000000003,3110.3,827.0
2018-07-06,1316.5000000000005,2047.1000000000001,4065.6999999999994,798.0
2018-07-07,998.8,1773.6000000000001,3304.7000000000003,760.0
2018-07-08,382.9000000000001,1043.6999999999998,1630.1999999999998,561.0
2018-07-09,1091.8000000000002,1402.7,3076.8000000000006,579.0
2018-07-10,537.6,764.4000000000001,1588.7999999999997,409.0
2018-07-11,486.70000000000005,770.2,1516.5999999999995,496.0
2018-07-12,639.4499999999999,1077.0999999999997,2057.2500000000005,648.0
2018-07-13,477.90000000000003,1047.3,1779.8999999999999,608.0
2018-07-14,503.40000000000003,1062.2999999999997,1834.4,456.0
2018-07-15,579.0999999999999,1088.0,1975.8,427.0
2018-07-16,1046.2,1356.4,2960.5000000000005,452.0
2018-07-17,1060.3000000000002,1057.1,2682.7,408.0
2018-07-18,1158.8000000000002,1287.3,3064.2000000000003,398.0
2018-07-19,802.8999999999999,1229.8000000000002,2461.0000000000005,394.0
2018-07-20,624.3,1216.2,2173.7000000000003,455.0
2018-07-21,846.9000000000002,1338.4999999999998,2637.2000000000003,517.0
2018-07-22,732.5999999999999,1083.5,2206.9999999999995,383.0
2018-07-23,1053.6,1245.0000000000005,2860.6000000000004,421.0
2018-07-24,1014.1999999999998,1308.4000000000003,2864.0,441.0
2018-07-25,985.5,1524.0999999999997,3035.3,465.0
2018-07-26,517.0,1328.7999999999997,2121.8,587.0
2018-07-27,999.1000000000001,1395.9000000000003,2927.9,623.0
2018-07-28,436.90000000000003,505.7999999999999,1175.9,538.0
2018-07-29,226.2,309.3,656.5,371.0
2018-07-30,655.1000000000001,621.6,1625.9,368.0
2018-07-31,949.1,952.9000000000001,2408.600000000001,423.0
2018-08-01,999.4999999999999,1053.7,2586.5,453.0
2018-08-02,1217.3,1382.6,3249.2,486.0
2018-08-03,1134.9,1757.3,3497.5999999999995,506.0
2018-08-04,814.4999999999999,1226.1000000000004,2475.1000000000004,383.0
2018-08-05,196.20000000000002,623.6000000000001,924.6999999999999,343.0
2018-08-06,854.1999999999998,1485.1000000000001,2794.4,492.0
2018-08-07,1102.0,1529.6,3219.3999999999996,551.0
2018-08-08,746.9999999999998,861.8,2007.3,411.5
2018-08-09,1920.9999999999998,1405.1,4350.7,527.0
2018-08-10,914.0999999999999,875.6000000000001,2277.0,406.0
2018-08-11,790.5999999999999,956.1000000000001,2168.4,363.0
2018-08-12,398.99999999999994,582.4000000000001,1193.9,371.0
2018-08-13,1565.6,1377.6000000000001,3777.7999999999997,444.0
2018-08-14,1416.1000000000001,1356.6000000000001,3527.5,363.0
2018-08-15,736.9999999999999,773.9,1903.8000000000002,429.0
2018-08-16,1017.0000000000001,915.2999999999998,2475.0,486.0
2018-08-17,1353.3000000000002,1140.8,3215.599999999999,561.0
2018-08-18,694.0,772.0999999999999,1836.3999999999999,472.0
2018-08-19,411.9,482.4000000000001,1113.9999999999998,388.0
2018-08-20,1197.3000000000002,1093.7,2929.5000000000005,398.0
2018-08-21,981.6499999999999,1071.2,2576.3500000000004,296.5
2018-08-22,1150.9,1031.0000000000002,2796.0,367.0
2018-08-23,1292.0,1071.5,3052.6,318.0
2018-08-24,991.5,954.9000000000001,2474.7000000000007,318.0
2018-08-25,1234.9,1269.3,3162.8999999999996,366.0
2018-08-26,327.59999999999997,568.5,1070.8999999999996,250.0
2018-08-27,531.0,596.8,1411.0000000000002,297.0
2018-08-28,987.0000000000001,1172.5,2686.5000000000005,353.0
2018-08-29,1775.1999999999998,1593.5,4315.599999999999,440.0
2018-08-30,1399.7,1381.0,3527.4000000000005,501.0
2018-08-31,869.0,1164.1999999999998,2496.6,512.0
2018-09-01,738.8999999999999,1152.6,2286.0,503.0
2018-09-02,351.9,900.2999999999998,1439.9,537.0
2018-09-03,1068.0000000000002,1573.3000000000002,3211.1000000000004,618.0
2018-09-04,726.9000000000001,1119.8000000000002,2234.5,525.0
2018-09-05,843.7999999999998,1204.0,2497.6000000000004,481.0
2018-09-06,1931.9999999999995,1564.5000000000005,4526.8,490.0
2018-09-07,1621.4499999999998,1431.45,3917.65,341.0
2018-09-08,757.8000000000001,900.0000000000001,2062.1000000000004,277.0
2018-09-09,375.50000000000006,588.8,1164.5999999999997,350.0
2018-09-10,810.3000000000002,905.7,2148.1,388.0
2018-09-11,613.4,640.8,1581.3999999999999,390.0
2018-09-12,1150.0,1246.3,3009.2,376.0
2018-09-13,2282.7,1786.5999999999997,5286.599999999999,513.0
2018-09-14,1206.6,1160.3,3010.0000000000005,381.0
2018-09-15,847.2000000000002,930.4,2229.8,463.0
2018-09-16,403.6,686.7,1305.3999999999999,377.0
2018-09-17,556.3000000000001,994.0999999999999,1847.0999999999995,331.0
2018-09-18,537.9000000000001,674.8000000000001,1499.8000000000002,520.0
2018-09-19,460.7,571.2,1277.45,670.5
2018-09-20,519.5000000000001,606.7,1403.0999999999997,698.0
2018-09-21,885.9,885.6999999999999,2243.9000000000005,526.0
2018-09-22,944.3000000000002,1013.5,2461.6,444.0
2018-09-23,857.6,1038.8999999999999,2354.2,214.0
2018-09-24,1993.3000000000002,1543.3999999999999,4599.500000000001,408.0
2018-09-25,1798.6,1495.8000000000002,4253.2,536.0
2018-09-26,2247.8,1708.2,5154.699999999999,987.0
2018-09-27,2054.6,1937.3000000000002,5086.799999999999,855.0
2018-09-28,435.50000000000006,842.1999999999999,1509.5000000000002,435.0
2018-09-29,1429.4999999999995,1436.0,3627.2999999999997,554.0
2018-09-30,1053.7,1153.9999999999998,2768.8999999999996,423.0
2018-10-01,1930.0,1473.8999999999999,4432.799999999999,422.0
2018-10-02,1372.4,1215.5,3319.8,470.0
2018-10-03,2002.7,1479.0,4549.299999999999,373.0
2018-10-04,1374.15,1030.05,3137.0499999999997,404.0
2018-10-05,1249.6999999999998,1330.4,3246.7999999999997,721.0
2018-10-06,562.2999999999998,850.4,1712.0,390.0
2018-10-07,1033.1000000000001,1160.9,2744.5000000000005,378.0
2018-10-08,1085.8,1104.3999999999996,2769.6000000000004,353.0
2018-10-09,1380.4999999999998,1445.7,3562.7000000000003,474.0
2018-10-10,1223.5,1337.4,3213.8000000000006,796.0
2018-10-11,496.1000000000001,675.1,1435.8,455.0
2018-10-12,450.70000000000005,627.6,1318.8,481.0
2018-10-13,355.2,557.4000000000001,1101.6000000000001,360.0
2018-10-14,475.9000000000001,734.2000000000002,1463.9000000000005,214.0
2018-10-15,957.4999999999999,1125.1999999999998,2593.2000000000003,476.0
2018-10-16,905.05,919.9999999999999,2307.45,576.0
2018-10-17,1487.3999999999996,1462.8000000000004,3743.7999999999997,455.0
2018-10-18,654.1999999999999,1057.7,2060.3,488.0
2018-10-19,2893.5,1912.0,6348.5,681.0
2018-10-20,1768.4999999999998,1460.8999999999996,4172.700000000001,752.0
2018-10-21,1127.9000000000003,1195.8,2925.2000000000003,504.0
2018-10-22,1263.1,1315.1999999999998,3252.0999999999995,449.0
2018-10-23,1677.0,1379.6,3951.2,537.0
2018-10-24,2213.1000000000004,1597.5,4990.699999999999,605.0
2018-10-25,2086.9,1612.1999999999998,4811.700000000001,530.0
2018-10-26,1562.9,1428.6999999999998,3825.1000000000004,299.0
2018-10-27,1292.2,1286.1999999999998,3267.7999999999993,225.0
2018-10-28,244.00000000000003,588.3,962.2,144.0
2018-10-29,876.3000000000002,1109.9,2453.5999999999995,196.0
2018-10-30,1692.4500000000003,1291.0500000000002,3886.000000000001,406.5
2018-10-31,1146.6000000000001,1171.3000000000002,2929.7000000000003,451.0
2018-11-01,2279.7,1632.8000000000002,5128.3,395.0
2018-11-02,2673.1,1859.7000000000003,5958.100000000001,765.0
2018-11-03,750.3000000000001,1082.3000000000002,2232.8999999999996,517.0
2018-11-04,430.8999999999999,804.4999999999999,1464.8,591.0
2018-11-05,669.4,870.8999999999997,1897.1000000000001,785.0
2018-11-06,595.3999999999999,845.3000000000001,1758.6,565.0
2018-11-07,565.2,680.1,1547.2,294.0
2018-11-08,588.6,866.4999999999999,1769.1,537.0
2018-11-09,424.8,625.3000000000001,1276.9,441.0
2018-11-10,787.1999999999999,963.1999999999998,2170.2,461.0
2018-11-11,484.9,727.1999999999999,1470.8,372.0
2018-11-12,992.2999999999998,1029.5,2551.0999999999995,424.0
2018-11-13,982.2999999999998,1045.3999999999999,2551.6000000000004,608.0
2018-11-14,1020.4000000000001,1131.1999999999998,2695.9999999999995,567.0
2018-11-15,1195.55,1007.1500000000001,2839.6500000000005,789.5
2018-11-16,1182.1999999999998,955.2,2767.6,405.0
2018-11-17,1105.9999999999998,1226.4,2922.1000000000004,637.0
2018-11-18,584.8,974.4000000000001,1871.2,572.0
2018-11-19,551.8,912.9999999999998,1758.8999999999999,265.0
2018-11-20,810.6,1111.9999999999998,2354.6,375.0
2018-11-21,941.4999999999999,1112.3,2556.0000000000005,507.0
2018-11-22,4255.599999999999,1754.0000000000002,8279.3,1164.0
2018-11-23,1877.9,1333.1,4212.2,1002.0
2018-11-24,955.8,1248.1000000000001,2713.8999999999996,854.0
2018-11-25,482.6,889.8999999999999,1629.4,585.0
2018-11-26,2008.0,1620.7999999999997,4699.099999999999,683.5
2018-11-27,919.0999999999999,1028.6999999999998,2437.4999999999995,400.0
2018-11-28,459.8999999999999,609.1,1314.4999999999998,374.0
2018-11-29,477.09999999999997,689.1000000000001,1421.2,426.0
2018-11-30,1088.1999999999998,1128.6999999999998,2797.5,637.0
2018-12-01,572.6,808.6,1686.6000000000001,282.5
2018-12-02,302.40000000000003,401.9,865.4999999999999,175.0
2018-12-03,1028.1000000000001,1118.7000000000003,2694.7999999999993,574.0
2018-12-04,2319.3,1741.6000000000001,5298.0,596.0
2018-12-05,828.6,1004.3,2275.3999999999996,288.0
2018-12-06,721.6999999999999,783.3000000000002,1890.1000000000001,316.0
2018-12-07,719.7000000000002,813.5999999999999,1917.0999999999997,232.0
2018-12-08,380.4,559.6000000000001,1143.1,458.0
2018-12-09,716.3000000000001,837.8,1935.9999999999998,333.0
2018-12-10,2302.1000000000004,1715.7000000000003,5245.300000000001,585.0
2018-12-11,1780.3999999999999,1402.8,4132.4,738.0
2018-12-12,564.35,966.9499999999998,1832.1500000000003,519.5
2018-12-13,1121.5,1177.0,2896.5,579.0
2018-12-14,1959.3999999999999,1454.4999999999998,4458.999999999999,796.0
2018-12-15,237.1,516.2,879.7000000000002,449.0
2018-12-16,548.9,866.5999999999998,1707.8999999999999,398.0
2018-12-17,957.4,1103.3999999999999,2571.7999999999997,544.0
2018-12-18,415.05000000000007,625.5500000000001,1261.8,471.5
2018-12-19,855.1999999999998,1149.3,2460.6000000000004,248.0
2018-12-20,753.1,911.3000000000002,2065.9000000000005,481.0
2018-12-21,534.8000000000001,683.0000000000001,1502.7999999999997,545.0
2018-12-22,700.9,918.0000000000001,1992.7999999999995,582.0
2018-12-23,491.3,824.6000000000001,1577.9,223.0
2018-12-24,2012.6,1530.7,4616.9,616.0
2018-12-25,557.4,936.6,1791.5999999999997,481.0
2018-12-26,704.7,995.8999999999999,2076.6,480.0
2018-12-27,3168.1,1811.0,6668.5,936.0
2018-12-28,2138.7,1592.2000000000003,4871.199999999999,752.0
2018-12-29,861.5000000000002,957.3,2278.2999999999997,322.0
2018-12-30,908.5999999999999,1039.8,2433.1,286.0
2018-12-31,1387.7,1446.8,3574.2000000000003,326.0
2019-01-01,580.1,780.1999999999999,1670.1,336.0
2019-01-02,760.7,1506.8,2673.6,434.0
2019-01-03,1106.0,1568.4,3263.8,433.0
2019-01-04,2629.7,2106.9,6139.3,1153.0
2019-01-05,1507.6000000000001,1668.0,3979.6,827.0
2019-01-06,1344.8,1420.8999999999999,3482.2999999999997,763.0
2019-01-07,936.6,1036.9,2473.1999999999994,459.5
2019-01-08,1706.2000000000003,1688.7000000000003,4304.599999999999,733.0
2019-01-09,1678.3000000000002,1736.2,4310.3,652.0
2019-01-10,3027.6999999999994,2010.7000000000005,6653.300000000001,903.0
2019-01-11,3273.5,2052.2999999999997,7071.400000000001,751.0
2019-01-12,903.8999999999997,936.9,2322.3,276.0
2019-01-13,547.3,717.6,1556.8999999999999,344.0
2019-01-14,1700.2,1634.8999999999999,4241.7,713.0
2019-01-15,728.5999999999999,853.9,1970.6999999999998,374.0
2019-01-16,923.7999999999998,968.2,2384.3999999999996,201.0
2019-01-17,2096.2999999999997,1836.1,5050.2,763.0
2019-01-18,1118.9999999999998,1262.1999999999998,2978.8,611.0
2019-01-19,334.20000000000005,700.0999999999999,1212.7,519.0
2019-01-20,1318.3000000000002,1447.3999999999996,3468.5999999999995,811.0
2019-01-21,2932.8,1765.8000000000002,6262.399999999998,1069.5
2019-01-22,1830.1999999999998,1739.5000000000002,4545.8,507.0
2019-01-23,2538.3,1998.2,5890.400000000001,726.0
2019-01-24,3428.7000000000007,2295.4,7552.7,687.0
2019-01-25,1752.7999999999995,1677.7,4365.2,446.0
2019-01-26,376.8,554.1,1131.7,229.0
2019-01-27,480.4000000000001,615.8000000000001,1352.3,362.0
2019-01-28,1912.6000000000004,1769.8,4702.499999999999,624.0
2019-01-29,1117.2999999999997,1395.6999999999998,3109.0999999999995,512.0
2019-01-30,2632.7,2013.2,6049.8,494.0
2019-01-31,1262.5,1319.7,3255.6,480.0
2019-02-01,755.6999999999999,1185.6,2344.3,408.0
2019-02-02,1296.6999999999998,1418.3999999999999,3406.4999999999995,682.0
2019-02-03,825.8999999999997,1145.6999999999998,2411.8,486.0
2019-02-04,806.9999999999999,881.9999999999999,2119.6,267.0
2019-02-05,923.1999999999999,1073.4999999999998,2489.0,293.0
2019-02-06,1189.45,1233.8999999999999,3057.350000000001,385.5
2019-02-07,603.7,723.3,1648.9,409.0
2019-02-08,387.40000000000003,502.2,1096.4999999999998,441.0
2019-02-09,362.0,488.3,1043.5,396.0
2019-02-10,634.2,856.4999999999999,1828.9999999999998,114.0
2019-02-11,2329.1,1982.3999999999999,5553.4,715.0
2019-02-12,1050.7,1189.4,2801.0000000000005,594.0
2019-02-13,921.9000000000001,1147.6000000000001,2561.1999999999994,713.0
2019-02-14,2060.3,1605.1,4764.4,886.0
2019-02-15,1287.2000000000003,1596.7999999999997,3570.3,997.0
2019-02-16,715.7,1106.6999999999998,2204.3,937.0
2019-02-17,395.0499999999999,722.7,1328.2,773.0
2019-02-18,860.3999999999999,1064.9999999999998,2384.2999999999997,555.0
2019-02-19,732.8000000000001,955.0,2078.4,631.0
2019-02-20,594.6999999999999,817.9999999999999,1729.6,615.0
2019-02-21,738.1500000000001,992.25,2123.7999999999997,717.0
2019-02-22,1313.2,1358.6000000000001,3372.4999999999995,714.0
2019-02-23,986.6999999999998,1210.1999999999998,2723.5000000000005,832.0
2019-02-24,1247.6,1370.0,3283.2999999999997,798.0
2019-02-25,2710.5,2071.2,6227.399999999999,1132.0
2019-02-26,2794.7999999999997,2097.6,6383.299999999999,1134.0
2019-02-27,3373.5000000000005,2250.4,7423.4000000000015,1418.0
2019-02-28,938.5,1210.2,2649.2000000000003,815.0
2019-03-01,1465.7000000000003,1564.4999999999998,3811.2000000000003,956.0
2019-03-02,523.3,655.3999999999999,1457.8000000000004,559.0
2019-03-03,196.30000000000004,295.9,597.0999999999999,398.0
2019-03-04,631.8000000000001,771.6,1740.2999999999997,321.0
2019-03-05,646.1999999999999,891.8000000000001,1883.0,423.0
2019-03-06,429.70000000000005,633.1999999999998,1291.9000000000005,494.0
2019-03-07,394.80000000000007,605.6999999999999,1210.6,314.0
2019-03-08,799.4000000000001,970.1999999999998,2196.4,723.5
2019-03-09,487.09999999999997,816.1999999999998,1563.1999999999996,854.0
2019-03-10,317.49999999999994,574.5000000000001,1061.2,758.0
2019-03-11,1001.1000000000001,1086.8000000000002,2622.4,615.5
2019-03-12,512.3000000000001,731.4999999999999,1516.7,261.0
2019-03-13,670.4000000000001,864.5999999999999,1892.3,501.0
2019-03-14,620.6,948.7,1900.5000000000002,379.0
2019-03-15,619.3000000000001,821.7,1771.4,220.0
2019-03-16,236.99999999999997,365.20000000000005,728.6000000000001,356.0
2019-03-17,626.9999999999999,930.0,1891.5000000000002,198.0
2019-03-18,1486.8999999999999,1815.8000000000002,4095.8,515.0
2019-03-19,1234.7,1414.1999999999996,3307.0,489.0
2019-03-20,1097.45,1227.0,2909.9500000000007,455.5
2019-03-21,1497.7000000000003,1493.2,3789.2,462.0
2019-03-22,1031.0,1221.0,2801.0000000000005,441.0
2019-03-23,442.9,1043.4,1722.4,533.0
2019-03-24,911.4000000000002,1501.8999999999999,2899.5999999999995,622.0
2019-03-25,849.2999999999998,1427.9999999999998,2730.3999999999996,517.0
2019-03-26,1550.7,1948.4999999999998,4326.5,810.0
2019-03-27,1717.7,2163.6000000000004,4797.3,679.0
2019-03-28,1126.4,1619.1,3346.2999999999997,689.0
2019-03-29,1105.7,1747.4,3442.7,797.0
2019-03-30,1107.5,1773.0,3471.100000000001,1162.0
2019-03-31,171.50000000000003,660.8999999999999,923.5,893.0
2019-04-01,479.9,1028.0,1763.2000000000003,725.0
2019-04-02,1306.6999999999998,1486.6,3490.4,704.0
2019-04-03,1611.8,1721.2,4192.4,592.0
2019-04-04,298.34999999999997,588.7,1046.3500000000001,294.5
2019-04-05,234.50000000000003,700.1,1059.5,440.0
2019-04-06,278.40000000000003,832.3999999999999,1259.2,586.0
2019-04-07,597.6,982.5999999999999,1898.9999999999998,1219.0
2019-04-08,1871.8,1969.4000000000003,4839.5,1308.0
2019-04-09,378.99999999999994,1096.1000000000001,1677.5,1023.0
2019-04-10,315.40000000000003,723.1999999999998,1206.7000000000003,563.0
2019-04-11,479.3999999999999,1070.5,1805.8000000000002,463.0
2019-04-12,841.6,1385.8,2676.3999999999987,523.0
2019-04-13,413.20000000000005,1114.3,1748.0000000000002,436.0
2019-04-14,383.2,972.3000000000001,1559.3,525.0
2019-04-15,337.3,936.1999999999999,1453.3,912.0
2019-04-16,1709.5000000000002,2027.7999999999995,4649.400000000001,1556.0
2019-04-17,918.9,1259.45,2668.0499999999997,1421.0
2019-04-18,730.9,1528.5000000000002,2649.5000000000005,1335.0
2019-04-19,508.9,1452.2,2232.4000000000005,923.0
2019-04-20,442.5,1302.7999999999997,1981.0000000000002,796.0
2019-04-21,290.5,1252.2999999999997,1698.1,842.0
2019-04-22,202.90000000000003,1087.4,1398.0,1065.0
2019-04-23,612.3,1645.8000000000002,2584.5000000000005,1213.0
2019-04-24,416.5999999999999,834.0,1473.0,704.0
2019-04-25,442.0,705.4000000000001,1383.1,332.0
2019-04-26,574.4,752.8000000000001,1633.3000000000004,424.0
2019-04-27,405.2,617.6,1239.1000000000001,402.0
2019-04-28,431.59999999999997,903.1,1565.2999999999997,359.0
2019-04-29,439.0,1137.7,1810.6999999999998,464.0
2019-04-30,530.2,1035.3999999999999,1848.5000000000002,516.0
2019-05-01,1156.6,1649.3999999999999,3422.5,623.0
2019-05-02,1338.15,1498.55,3550.65,460.5
2019-05-03,1280.5999999999997,1460.4999999999998,3423.7999999999993,511.0
2019-05-04,603.0999999999999,918.1000000000001,1842.6999999999996,338.0
2019-05-05,799.5,1281.2000000000003,2507.3999999999996,436.0
2019-05-06,762.5999999999999,1195.5000000000002,2365.1,334.0
2019-05-07,699.3000000000001,957.0,2029.4999999999998,454.0
2019-05-08,480.9,772.9,1510.6,473.0
2019-05-09,1425.4,1478.8,3664.5,487.0
2019-05-10,988.8999999999997,1266.7,2782.4000000000005,444.0
2019-05-11,747.5,1204.6000000000001,2350.6999999999994,497.0
2019-05-12,438.1,889.0999999999999,1561.1,341.0
2019-05-13,481.90000000000015,1001.3000000000001,1740.2,356.0
2019-05-14,429.00000000000006,948.5,1606.3000000000002,412.0
2019-05-15,399.79999999999995,1098.2,1711.7999999999997,658.0
2019-05-16,422.5,993.5000000000002,1641.4999999999995,579.0
2019-05-17,350.35,933.6000000000001,1470.4999999999998,619.0
2019-05-18,911.0,1518.5,2915.4000000000005,654.0
2019-05-19,856.2999999999998,1613.5999999999997,2926.6000000000013,737.0
2019-05-20,1395.6000000000001,1942.2999999999997,4082.300000000001,603.0
2019-05-21,1115.6999999999998,1689.4,3400.7,430.0
2019-05-22,708.1999999999999,1214.9,2301.1,383.0
2019-05-23,815.9000000000001,1323.5,2574.9,421.0
2019-05-24,1453.1000000000001,1886.7,4114.5,539.0
2019-05-25,979.3999999999999,1426.1,2927.7000000000003,318.0
2019-05-26,421.29999999999995,585.9999999999999,1231.5000000000002,241.0
2019-05-27,485.2000000000001,749.0999999999999,1492.7999999999997,310.0
2019-05-28,1106.6499999999999,1114.2,2812.15,323.0
2019-05-29,553.3500000000001,718.15,1566.7,379.0
2019-05-30,668.3000000000001,697.4000000000001,1721.6000000000001,372.0
2019-05-31,800.4000000000002,804.5,2032.1999999999998,236.0
2019-06-01,547.1,825.6999999999999,1664.4000000000005,272.0
2019-06-02,310.50000000000006,515.5,991.5000000000001,274.0
2019-06-03,606.3000000000001,742.4000000000001,1672.0000000000002,496.0
2019-06-04,461.8,796.6,1504.8000000000002,478.0
2019-06-05,680.5000000000001,845.6999999999999,1888.8999999999999,363.0
2019-06-06,646.6,810.3,1801.6999999999998,319.0
2019-06-07,374.09999999999997,766.65,1340.2,360.0
2019-06-08,394.4,446.4,1051.8,315.0
2019-06-09,497.69999999999993,665.8000000000001,1429.2,320.0
2019-06-10,1100.7999999999997,1365.0,3053.0000000000005,331.0
2019-06-11,891.1499999999999,1092.15,2458.5499999999997,314.0
2019-06-12,641.8,1170.4999999999998,2154.8999999999996,275.0
2019-06-13,508.3999999999999,710.1999999999999,1489.8,307.0
2019-06-14,652.4000000000001,752.4000000000001,1752.7000000000003,369.0
2019-06-15,444.29999999999995,659.6000000000001,1340.9,310.0
2019-06-16,334.9,461.40000000000003,974.9999999999999,331.0
2019-06-17,618.2000000000002,809.7,1757.6000000000001,348.0
2019-06-18,766.7,1203.9,2379.7000000000007,422.0
2019-06-19,1281.8999999999999,1435.8,3401.0,614.0
2019-06-20,827.0000000000001,952.4000000000001,2220.3,316.0
2019-06-21,1160.9999999999998,1140.8999999999996,2921.5,369.0
2019-06-22,260.4,712.6000000000001,1111.4,302.0
2019-06-23,190.79999999999998,817.7,1110.5000000000002,822.0
2019-06-24,820.5999999999999,1202.2999999999995,2460.4999999999995,693.0
2019-06-25,867.8,1368.4,2699.299999999999,611.0
2019-06-26,188.49999999999997,488.7,777.5000000000001,411.0
2019-06-27,250.34999999999997,453.8500000000001,838.4,501.0
2019-06-28,339.2,736.6999999999999,1257.5,691.0
2019-06-29,253.79999999999998,780.9000000000001,1169.6,568.0
2019-06-30,461.4,641.5,1349.3999999999999,357.0
2019-07-01,1016.8,1188.5,2747.6000000000004,301.0
2019-07-02,988.2,1160.4999999999998,2675.3,424.5
2019-07-03,452.49999999999994,905.5999999999999,1599.0,407.0
2019-07-04,831.3000000000001,1337.2000000000003,2611.3,426.0
2019-07-05,1155.9000000000003,1763.4,3535.9000000000005,532.0
2019-07-06,621.8000000000002,937.4,1891.1000000000001,363.0
2019-07-07,206.50000000000003,479.59999999999997,796.1,362.0
2019-07-08,482.2,869.8999999999999,1609.1,337.0
2019-07-09,723.1000000000001,1096.6,2205.2000000000003,482.0
2019-07-10,773.1000000000003,1079.5000000000002,2265.2,481.0
2019-07-11,1060.6999999999998,1374.75,3001.0499999999993,365.5
2019-07-12,1292.1999999999998,1445.5,3426.7999999999993,284.0
2019-07-13,547.7000000000003,871.0,1711.1999999999994,299.0
2019-07-14,210.7,482.5000000000001,805.7,277.0
2019-07-15,368.59999999999997,691.4,1256.6999999999998,270.0
2019-07-16,929.0,1422.4,2847.0,447.0
2019-07-17,764.1999999999998,1270.4,2441.2999999999997,438.0
2019-07-18,849.6,972.0000000000001,2274.6,456.0
2019-07-19,653.0000000000001,759.3000000000001,1760.4999999999998,427.0
2019-07-20,534.4,692.6,1512.5,263.0
2019-07-21,437.70000000000005,588.8000000000001,1260.3,336.0
2019-07-22,684.1,791.0000000000001,1840.3000000000002,423.0
2019-07-23,350.9999999999999,853.6999999999998,1391.8,452.0
2019-07-24,671.4000000000001,1226.0000000000002,2254.8999999999996,513.0
2019-07-25,754.2666666666665,1634.9249999999995,2791.370833333333,597.0
2019-07-26,1339.9333333333332,1749.4750000000004,3804.079166666667,654.5
2019-07-27,1027.3999999999996,1184.0999999999997,2759.2,340.0
