MeasurementDateGMT,Bexley - Slade Green: Nitric Oxide (ug/m3),Bexley - Slade Green: Nitrogen Dioxide (ug/m3),Bexley - Slade Green: Oxides of Nitrogen (ug/m3),Bexley - Slade Green: Ozone (ug/m3),Bexley - Slade Green: PM10 Particulate (ug/m3),Bexley - Slade Green: Sulphur Dioxide (ug/m3)
2018-02-05,88.10000000000001,548.6999999999999,683.6999999999999,906.1000000000001,315.9,-24.800000000000004
2018-02-06,125.50000000000001,735.6,928.2,773.7999999999998,489.1999999999999,-2.220446049250313e-16
2018-02-07,616.0000000000001,1137.15,2081.25,550.9499999999999,527.3000000000001,38.75
2018-02-08,440.6,947.1999999999998,1622.2000000000003,899.0999999999999,460.4,5.700000000000001
2018-02-09,111.39999999999999,579.5,750.2,1255.9,238.50000000000003,-12.900000000000002
2018-02-10,113.8,527.8000000000001,702.0999999999999,1158.0,252.39999999999998,-10.799999999999999
2018-02-11,29.7,269.9,315.3999999999999,1593.3999999999996,149.90000000000003,-3.2999999999999994
2018-02-12,111.20000000000003,594.1,764.6,1233.0,287.80000000000007,-9.0
2018-02-13,84.10000000000001,434.8999999999999,563.7,1310.8,232.29999999999995,3.9999999999999996
2018-02-14,260.19999999999993,603.9,1002.5,956.3999999999999,299.20000000000005,15.6
2018-02-15,92.0,538.5,679.5999999999999,1251.6,340.5999999999999,15.100000000000001
2018-02-16,353.20000000000005,960.5999999999998,1502.1999999999998,845.9000000000001,478.40000000000003,17.099999999999998
2018-02-17,875.8,1039.1000000000001,2381.6999999999994,591.9000000000001,593.2,39.800000000000004
2018-02-18,319.59999999999997,735.6,1225.2999999999997,894.0,483.49999999999994,20.2
2018-02-19,354.2,874.6,1417.8000000000004,442.4,381.40000000000003,26.8
2018-02-20,173.20000000000002,536.4,802.5999999999999,793.8,257.8,18.700000000000003
2018-02-21,167.4,694.9000000000001,951.4,814.3999999999999,916.3,30.200000000000006
2018-02-22,95.80000000000001,702.4999999999999,848.85,998.3999999999999,639.0,20.749999999999996
2018-02-23,58.699999999999996,529.8,619.9,1117.0999999999997,595.0000000000001,14.600000000000001
2018-02-24,81.6,573.5,699.1999999999998,1065.1,688.4999999999999,26.8
2018-02-25,49.599999999999994,324.0,400.69999999999993,1422.7,456.2,13.4
2018-02-26,67.80000000000001,284.0,387.80000000000007,1570.0000000000002,298.7,-12.000000000000004
2018-02-27,445.6,831.6,1515.1999999999998,1052.9,324.6,15.7
2018-02-28,463.2000000000001,770.6000000000001,1480.2999999999997,1026.7,551.5,32.5
2018-03-01,59.300000000000004,547.4999999999999,638.2,1140.4999999999998,996.9999999999999,60.99999999999999
2018-03-02,65.90000000000002,658.6999999999999,759.7,935.9999999999998,1058.7,57.49999999999999
2018-03-03,129.3,898.1,1095.8999999999999,552.6,1472.1000000000001,53.10000000000001
2018-03-04,148.29999999999998,708.0,935.3,905.2,557.5,41.100000000000016
2018-03-05,81.10000000000001,574.8000000000001,699.1000000000001,1334.9,420.9,34.8
2018-03-06,343.04999999999995,831.8,1358.2,1080.4,351.5,47.09999999999999
2018-03-07,509.7,1117.8999999999999,1899.4,717.0,424.30000000000007,45.1
2018-03-08,76.10000000000001,384.40000000000003,500.7,1578.4,238.90000000000003,22.300000000000004
2018-03-09,464.6000000000001,858.6999999999998,1571.3999999999999,681.0,451.59999999999997,32.5
2018-03-10,96.9,437.29999999999995,585.8,1043.1000000000001,474.30000000000007,26.20000000000001
2018-03-11,242.09999999999997,943.3000000000001,1314.6,502.59999999999997,470.50000000000006,44.5
2018-03-12,200.89999999999998,816.0,1124.0,585.2000000000002,275.9,42.80000000000001
2018-03-13,173.99999999999997,719.2000000000002,986.0000000000001,867.0,287.3999999999999,22.599999999999994
2018-03-14,137.40000000000006,522.1999999999999,733.1,1351.5,348.0,20.1
2018-03-15,180.6,773.6,1051.0,1063.1999999999998,363.5,43.400000000000006
2018-03-16,144.6,593.4,814.9,1297.3,496.2999999999999,27.099999999999998
2018-03-17,49.2,227.5,302.50000000000006,1289.6,421.59999999999985,7.199999999999999
2018-03-18,46.9,226.10000000000002,297.30000000000007,1470.5000000000002,609.1999999999999,8.100000000000001
2018-03-19,67.10000000000001,300.6,403.59999999999997,1729.4,488.3999999999999,7.1999999999999975
2018-03-20,65.4,463.19999999999993,563.6,1558.1000000000001,413.70000000000005,-8.9
2018-03-21,381.8,996.6999999999999,1582.4,934.4999999999999,505.49999999999994,1.2000000000000002
2018-03-22,121.89999999999999,458.80000000000007,645.6999999999999,1504.0,423.5,0.6999999999999996
2018-03-23,105.29999999999998,309.5,471.1,1827.7,419.90000000000003,20.0
2018-03-24,114.8,721.4,897.3,654.7,600.9999999999999,30.400000000000002
2018-03-25,238.4,761.8999999999999,1127.5,858.3999999999999,754.8000000000001,24.7
2018-03-26,216.4,926.6999999999999,1258.5,1097.0,479.4,21.1
2018-03-27,99.7,525.0999999999999,678.1000000000001,1383.8000000000002,259.79999999999995,21.2
2018-03-28,122.6,823.6,1011.3000000000001,1178.9000000000003,246.50000000000006,25.999999999999996
2018-03-29,215.50000000000006,636.9,967.2,1205.6999999999998,277.1,32.6
2018-03-30,77.89999999999999,589.3000000000001,709.0000000000001,1113.5,271.0,34.2
2018-03-31,71.2,346.9,456.69999999999993,1280.7,173.7,33.300000000000004
2018-04-01,45.1,347.5,416.6,1363.4,305.0,13.9
2018-04-02,55.50000000000001,229.70000000000002,314.90000000000003,1508.2,276.80000000000007,27.700000000000003
2018-04-03,78.6,243.60000000000002,364.40000000000003,1646.8,346.70000000000005,38.599999999999994
2018-04-04,75.3,298.5,413.29999999999995,1709.2999999999997,266.6,39.70000000000001
2018-04-05,89.6,380.4,518.3,1620.6000000000001,26.4,13.399999999999999
2018-04-06,212.39999999999998,639.0,964.5,1315.7000000000003,300.8,22.999999999999996
2018-04-07,260.2,673.9,1073.6999999999998,1048.9,518.1999999999999,36.400000000000006
2018-04-08,58.89999999999999,543.0999999999999,633.5999999999999,995.7,342.50000000000006,23.500000000000004
2018-04-09,73.80000000000001,567.0,680.1,951.9,522.9000000000001,22.300000000000004
2018-04-10,163.70000000000002,894.5999999999999,1145.8000000000002,882.0000000000002,613.8000000000001,38.0
2018-04-11,121.10000000000001,662.3000000000002,848.0,590.7,958.9,27.300000000000004
2018-04-12,143.10000000000002,547.6,766.9,701.2,737.9,32.6
2018-04-13,129.1,700.3999999999999,898.2999999999997,878.5000000000001,508.00000000000006,24.200000000000003
2018-04-14,185.49999999999994,770.5000000000001,1054.8000000000002,974.9,753.9999999999999,38.99999999999999
2018-04-15,103.59999999999997,568.7000000000002,727.3000000000001,1176.3,623.6000000000001,26.299999999999997
2018-04-16,82.40000000000002,440.40000000000003,566.9000000000001,1762.5,411.9999999999998,16.3
2018-04-17,66.45,385.59999999999997,488.0000000000001,1812.1999999999998,337.2,9.000000000000002
2018-04-18,391.40000000000015,924.1999999999998,1524.1999999999998,1039.2,541.9999999999999,20.1
2018-04-19,750.8,1252.9,2404.0,1233.5,957.1,53.6
2018-04-20,208.5,920.2999999999998,1239.9,1488.2,729.4000000000001,29.299999999999994
2018-04-21,165.79999999999998,983.0999999999999,1236.9,851.3000000000001,888.3,58.300000000000004
2018-04-22,169.49999999999997,541.3000000000001,801.4,1624.6999999999998,803.1000000000001,35.89999999999999
2018-04-23,63.90000000000001,309.2,407.30000000000007,1764.1,253.5,13.399999999999999
2018-04-24,62.599999999999994,286.1,382.8999999999999,1531.9999999999998,248.80000000000004,16.499999999999996
2018-04-25,64.2,258.0999999999999,357.1,1737.8000000000002,179.5,11.999999999999998
2018-04-26,55.9,244.40000000000006,330.1,1785.9,286.79999999999995,8.3
2018-04-27,86.90000000000002,685.4999999999999,818.5000000000001,1032.4999999999998,341.40000000000003,19.3
2018-04-28,49.1,411.0,486.29999999999995,1261.4000000000003,210.7,15.500000000000002
2018-04-29,32.1,209.79999999999995,258.5,1706.9000000000003,189.6,18.299999999999997
2018-04-30,56.099999999999994,384.5,470.8,1580.5,267.6,28.800000000000004
2018-05-01,95.19999999999997,428.1999999999999,573.8,1572.7,240.29999999999998,18.299999999999997
2018-05-02,92.80000000000003,490.19999999999993,632.8,1569.3999999999999,177.20000000000002,17.299999999999997
2018-05-03,181.95000000000002,602.2499999999999,881.2,1303.8999999999999,318.80000000000007,11.100000000000003
2018-05-04,157.9,716.5,958.5000000000001,1354.0000000000005,504.7000000000001,13.999999999999998
2018-05-05,279.59999999999997,762.2,1191.1000000000001,1507.3999999999996,545.5,28.000000000000004
2018-05-06,116.4,965.7000000000002,1143.8,1424.8999999999999,743.6000000000001,49.300000000000004
2018-05-07,208.99999999999997,1090.9,1411.5000000000002,1641.8000000000002,895.6999999999998,66.10000000000001
2018-05-08,603.6000000000004,894.8000000000001,1820.0999999999997,1475.6999999999998,790.5999999999998,56.39999999999999
2018-05-09,102.19999999999999,501.5999999999999,658.2999999999998,1482.5999999999997,426.0999999999999,33.199999999999996
2018-05-10,76.2,459.4,576.2,1619.5000000000002,305.79999999999995,12.200000000000003
2018-05-11,65.0,503.9999999999999,603.4,1559.9999999999998,431.8,18.800000000000004
2018-05-12,41.39999999999999,508.40000000000003,571.5999999999999,1389.5000000000002,308.29999999999995,17.099999999999998
2018-05-13,114.19999999999999,640.8000000000001,815.4,1066.9,387.6,24.9
2018-05-14,103.59999999999997,539.5,698.5999999999999,1485.3000000000004,335.0,48.8
2018-05-15,61.999999999999986,454.20000000000005,549.2,1954.4,412.19999999999993,46.699999999999996
2018-05-16,50.60000000000001,348.4,425.80000000000007,1544.5000000000005,562.7,30.80000000000001
2018-05-17,58.800000000000004,266.8,357.2,1554.3000000000002,494.69999999999993,6.3999999999999995
2018-05-18,66.95000000000002,403.4000000000001,506.09999999999985,1388.85,421.0,9.849999999999998
2018-05-19,182.99999999999991,566.9000000000001,847.6,1204.5999999999997,489.7000000000001,21.000000000000004
2018-05-20,66.9,486.50000000000017,589.0,1361.9999999999998,498.40000000000003,12.6
2018-05-21,110.6,797.8999999999999,967.4000000000001,1458.1,741.8000000000001,49.4
2018-05-22,58.50000000000001,428.19999999999993,517.7000000000002,1904.1,662.6999999999999,39.699999999999996
2018-05-23,41.3,262.79999999999995,326.29999999999995,2128.9999999999995,594.2,14.2
2018-05-24,67.2,546.1,649.0999999999999,1551.8000000000002,648.4999999999999,35.800000000000004
2018-05-25,80.50000000000003,657.9,781.3,1464.1999999999996,569.1999999999999,22.499999999999996
2018-05-26,35.2,363.69999999999993,417.5999999999999,2118.0,887.9,37.49999999999999
2018-05-27,57.2,615.6000000000001,703.7000000000002,1537.6000000000001,855.8,40.699999999999996
2018-05-28,50.29999999999999,478.1999999999999,555.6,1688.7,796.8,31.499999999999993
2018-05-29,45.99999999999999,412.99999999999994,483.19999999999993,1650.2,533.5999999999999,24.200000000000003
2018-05-30,66.7,529.3000000000001,631.6,1366.6000000000004,454.9,27.9
2018-05-31,89.50000000000001,772.4000000000001,909.5,1282.9,678.4999999999999,28.0
2018-06-01,68.4,496.1,600.9,1386.9999999999998,509.79999999999995,21.400000000000002
2018-06-02,39.199999999999996,371.3,431.7,1513.4,292.9,15.499999999999998
2018-06-03,48.300000000000004,371.09999999999997,444.9000000000001,1539.6999999999998,385.6,24.2
2018-06-04,44.199999999999996,344.19999999999993,412.20000000000005,1531.1000000000001,407.2,20.900000000000002
2018-06-05,47.20000000000001,324.8999999999999,397.4,1568.6999999999998,396.50000000000006,17.2
2018-06-06,51.20000000000001,376.1999999999999,454.90000000000003,1416.1999999999998,543.9000000000001,26.3
2018-06-07,56.39999999999999,393.9,481.0,1329.6000000000001,448.09999999999997,27.7
2018-06-08,46.599999999999994,328.59999999999997,400.09999999999997,1411.3000000000002,487.8,24.1
2018-06-09,32.4,220.30000000000004,270.1,1633.0000000000005,389.3,23.599999999999998
2018-06-10,32.1,187.49999999999997,236.4,1514.3999999999996,352.6000000000001,26.7
2018-06-11,64.4,373.2,471.7,1189.8999999999999,408.90000000000003,41.49999999999999
2018-06-12,58.00000000000001,352.0,440.79999999999995,1243.3,311.09999999999997,26.3
2018-06-13,158.79999999999998,424.0,667.5000000000002,1354.0,337.9,34.60000000000001
2018-06-14,66.99999999999999,354.19999999999993,456.80000000000007,1350.5999999999997,337.29999999999995,33.0
2018-06-15,96.69999999999996,552.0,700.5999999999997,1366.3999999999999,398.59999999999997,36.7
2018-06-16,39.20000000000001,246.70000000000005,306.6000000000001,1411.2999999999997,284.00000000000006,24.499999999999996
2018-06-17,26.299999999999994,92.8,133.70000000000002,1450.0,197.79999999999995,18.400000000000006
2018-06-18,55.10000000000001,146.89999999999998,231.39999999999992,1362.1000000000001,231.89999999999998,18.799999999999997
2018-06-19,70.9,177.2,285.59999999999997,839.7000000000002,158.00000000000003,14.800000000000002
2018-06-20,89.55,207.3,344.4000000000001,526.5,140.70000000000002,21.150000000000002
2018-06-21,64.0,235.8,333.5,1425.8000000000002,205.20000000000002,19.000000000000004
2018-06-22,64.5,298.4,397.50000000000006,1344.2,358.04999999999995,14.6
2018-06-23,58.79999999999998,352.20000000000005,442.4,1523.0000000000002,375.25,13.2
2018-06-24,71.50000000000001,466.8,577.1,1382.2000000000003,407.4,22.1
2018-06-25,54.7,439.1000000000001,523.2,2167.1,427.79999999999995,23.2
2018-06-26,106.00000000000003,473.9000000000001,636.3000000000001,1327.3999999999999,416.1000000000001,15.299999999999997
2018-06-27,49.599999999999994,219.9,296.0,1515.7,429.9,5.4
2018-06-28,46.29999999999999,333.1000000000001,403.9000000000001,1613.1,556.6,10.000000000000002
2018-06-29,43.9,254.99999999999994,322.0,1646.9,482.9,9.999999999999998
2018-06-30,27.900000000000006,198.6,241.7,2018.8,464.00000000000006,25.500000000000004
2018-07-01,39.099999999999994,377.2,437.09999999999997,2284.8,499.3,72.39999999999999
2018-07-02,50.4,351.0999999999999,428.4000000000001,2031.5,433.90000000000003,47.6
2018-07-03,38.1,232.5,291.0999999999999,1866.4000000000003,394.6,19.5
2018-07-04,54.699999999999996,385.59999999999997,469.35,1577.8,474.7,23.549999999999997
2018-07-05,79.30000000000003,693.1999999999999,814.6999999999999,1747.0,809.1,28.200000000000003
2018-07-06,127.0,663.0000000000001,857.9,1900.4999999999998,740.4,22.5
2018-07-07,50.300000000000004,541.7,618.4000000000001,2064.1,747.4999999999999,21.4
2018-07-08,35.1,422.1,476.2,1845.0999999999997,474.29999999999995,26.900000000000006
2018-07-09,120.5,646.4,831.5,1164.1000000000001,499.90000000000015,20.699999999999996
2018-07-10,58.10000000000001,212.1,301.6,1207.6999999999998,439.2,16.300000000000004
2018-07-11,46.300000000000004,271.3,341.50000000000006,1364.8000000000002,467.5,12.8
2018-07-12,57.7,487.59999999999997,576.1,1313.3999999999996,495.6,19.400000000000002
2018-07-13,51.50000000000001,369.5,448.6000000000001,1483.3999999999996,462.79999999999995,18.5
2018-07-14,47.70000000000001,469.7,542.8000000000001,1583.0,437.5,15.6
2018-07-15,33.8,400.09999999999997,451.99999999999983,2089.8999999999996,465.30000000000007,26.800000000000004
2018-07-16,73.69999999999999,494.85,607.9999999999999,1854.3999999999999,480.6,37.80000000000001
2018-07-17,65.39999999999999,258.2,358.50000000000006,1412.2000000000003,345.2,19.099999999999998
2018-07-18,60.999999999999986,405.5,498.8999999999999,1383.1,350.8,13.0
2018-07-19,236.70000000000002,728.6999999999999,1091.4,1133.5999999999997,489.4000000000001,39.4
2018-07-20,63.3,580.0,676.8000000000002,1539.6000000000001,430.90000000000003,26.000000000000004
2018-07-21,36.89999999999999,437.3,494.5,2254.6,552.2,15.8
2018-07-22,36.79999999999999,385.6000000000001,441.70000000000005,1651.0000000000002,372.6000000000001,11.7
2018-07-23,66.0,346.9,448.0,1612.8999999999999,387.49999999999994,11.200000000000001
2018-07-24,62.7,346.9000000000001,443.1000000000001,1686.6999999999998,442.3,9.0
2018-07-25,61.599999999999994,559.35,654.4,1460.25,589.3999999999999,22.499999999999996
2018-07-26,134.0,686.9000000000001,892.0,1798.7000000000003,793.0499999999998,22.5
2018-07-27,71.30000000000001,630.5000000000001,739.9,1658.8,660.2,24.199999999999996
2018-07-28,33.699999999999996,101.69999999999997,153.7,1385.9,400.99999999999994,12.200000000000001
2018-07-29,33.2,85.39999999999999,136.00000000000003,1022.4000000000001,264.49999999999994,10.000000000000002
2018-07-30,93.49999999999999,195.9,339.19999999999993,721.8000000000001,242.7,9.899999999999999
2018-07-31,83.99999999999999,304.1,432.5000000000001,1124.1999999999998,258.0,3.200000000000001
2018-08-01,107.69999999999999,377.0,542.1999999999999,1201.1999999999998,310.8,4.0
2018-08-02,82.9,398.7,525.3999999999999,1341.8999999999999,380.79999999999995,2.7
2018-08-03,118.69999999999999,614.1999999999999,795.4999999999999,1497.9,577.1000000000001,21.700000000000003
2018-08-04,47.89999999999999,280.6,353.80000000000007,1191.5,347.8,25.099999999999998
2018-08-05,73.5,369.3999999999999,482.10000000000014,1166.2,328.40000000000003,4.2
2018-08-06,165.49999999999994,637.8000000000001,891.9999999999999,1708.7000000000003,504.0999999999999,41.899999999999984
2018-08-07,70.7,492.80000000000007,601.1,2006.2,543.9,36.9
2018-08-08,51.800000000000004,231.99999999999997,311.2,1292.1000000000001,249.40000000000003,22.499999999999996
2018-08-09,222.6,736.0000000000001,1077.5,426.6,325.3,21.200000000000003
2018-08-10,99.5,368.00000000000006,520.8,814.6999999999998,235.2,11.649999999999999
2018-08-11,80.89999999999999,326.69999999999993,450.8999999999999,979.2,301.70000000000005,6.0
2018-08-12,30.700000000000006,123.00000000000001,170.6,1176.9999999999998,286.00000000000006,19.8
2018-08-13,84.89999999999999,318.59999999999997,449.1,894.3,295.30000000000007,26.800000000000004
2018-08-14,92.3,312.59999999999997,454.20000000000005,1060.6,279.6,18.2
2018-08-15,45.800000000000004,159.89999999999998,230.00000000000003,1153.3,319.00000000000006,12.799999999999997
2018-08-16,101.40000000000002,300.7,456.2,668.1,322.29999999999995,17.9
2018-08-17,112.89999999999999,272.5999999999999,445.40000000000003,837.1,344.9999999999999,12.5
2018-08-18,30.8,125.8,173.1,967.1999999999999,335.4,6.1
2018-08-19,29.500000000000004,111.79999999999998,156.9,863.4000000000001,311.80000000000007,9.8
2018-08-20,183.016,358.91600000000005,640.0080000000002,660.3999999999999,290.8,11.100000000000003
2018-08-21,100.784,367.18399999999997,520.8919999999999,804.5,278.0,11.600000000000003
2018-08-22,93.89999999999999,463.1,606.9000000000001,552.8,329.70000000000005,13.299999999999997
2018-08-23,99.5,347.29999999999995,499.99999999999994,800.6,263.04999999999995,22.100000000000005
2018-08-24,82.2,341.5,467.79999999999995,974.3999999999999,272.6000000000001,15.700000000000001
2018-08-25,120.9,475.5999999999999,661.1,814.8,250.89999999999998,15.799999999999999
2018-08-26,70.39999999999999,331.19999999999993,438.7,749.8999999999999,277.1,18.999999999999996
2018-08-27,35.4,219.8,273.9,944.2999999999998,211.90000000000003,16.2
2018-08-28,204.9,626.2,940.5,684.9999999999999,341.50000000000006,17.800000000000004
2018-08-29,205.40000000000003,740.8000000000001,1055.6000000000001,567.1,364.6000000000001,23.5
2018-08-30,199.99999999999997,692.1999999999999,998.5000000000001,680.5999999999998,456.40000000000003,41.00000000000001
2018-08-31,500.80000000000007,777.2,1544.8,603.9999999999999,489.7,35.199999999999996
2018-09-01,442.4,660.2,1338.0,1047.5,489.35,19.4
2018-09-02,275.5,720.0,1141.7,1186.7000000000003,593.4,30.700000000000003
2018-09-03,320.30000000000007,914.8,1406.1,1110.6999999999998,604.8000000000001,46.099999999999994
2018-09-04,96.6,544.5999999999999,691.9000000000001,1233.4,490.09999999999997,16.599999999999998
2018-09-05,81.6,637.6999999999999,762.9000000000001,927.8000000000001,473.5,31.6
2018-09-06,168.8000000000001,566.55,825.9,956.6999999999999,431.44999999999993,35.6
2018-09-07,121.19999999999999,580.4999999999999,766.4,930.4,251.99999999999997,25.099999999999998
2018-09-08,55.99999999999999,432.0,518.2,1026.0,272.19999999999993,24.099999999999998
2018-09-09,31.200000000000006,264.2,312.4,1366.2,288.59999999999997,22.2
2018-09-10,68.49999999999999,293.79999999999984,398.90000000000003,1260.5000000000002,322.59999999999997,17.299999999999997
2018-09-11,54.4,217.00000000000006,300.20000000000005,1093.2000000000003,325.4,19.200000000000006
2018-09-12,236.7,567.8,930.3000000000001,827.3,245.08888888888887,22.7
2018-09-13,604.7,888.4000000000001,1815.5999999999995,529.3000000000001,459.6111111111111,37.300000000000004
2018-09-14,82.6,465.99999999999994,592.6,966.6,239.3,21.5
2018-09-15,48.400000000000006,327.7,401.2,1095.8,373.6,13.399999999999999
2018-09-16,35.00000000000001,267.00000000000006,320.40000000000003,1383.1000000000001,350.9,26.099999999999994
2018-09-17,46.399999999999984,433.2,504.6,1489.7,399.4,39.6
2018-09-18,48.30000000000001,225.00000000000003,299.3,1459.1000000000001,414.9,41.70000000000001
2018-09-19,47.6,188.3,260.90000000000003,1309.3999999999996,523.9,34.5
2018-09-20,44.650000000000006,176.79999999999998,245.65,1354.45,524.5,40.099999999999994
2018-09-21,52.5,195.99999999999997,276.70000000000005,1319.8,234.39999999999998,40.0
2018-09-22,51.00000000000001,369.0,446.8000000000001,988.8000000000001,295.1000000000001,25.0
2018-09-23,53.3,385.6,467.30000000000007,948.3999999999999,206.99999999999997,25.700000000000003
2018-09-24,467.79999999999995,819.7,1537.4999999999998,482.6000000000001,301.00000000000006,22.9
2018-09-25,641.4000000000002,869.5000000000001,1852.6,602.5,387.80000000000007,22.800000000000004
2018-09-26,430.30000000000007,985.5999999999999,1645.9000000000003,727.2999999999998,422.4,26.7
2018-09-27,621.3,1148.1,2100.9,768.4999999999999,544.0999999999999,51.8
2018-09-28,71.39999999999999,466.30000000000007,576.3,926.0,378.2,19.4
2018-09-29,530.6999999999999,864.4000000000001,1677.9,520.5999999999999,466.5,33.6
2018-09-30,77.5,491.00000000000006,609.9000000000001,1023.5,354.19999999999993,24.500000000000004
2018-10-01,116.49999999999999,531.4999999999999,709.7,938.3000000000001,282.2,27.0
2018-10-02,73.4,336.69999999999993,448.8,1080.6999999999998,270.3,19.900000000000002
2018-10-03,455.7,727.5000000000001,1426.6000000000001,468.7,333.9,23.199999999999996
2018-10-04,208.59999999999997,511.05,830.9999999999999,368.0,380.8999999999999,15.2
2018-10-05,751.3,965.4,2117.4,395.90000000000003,638.8000000000001,50.400000000000006
2018-10-06,122.4,437.7,624.8000000000001,884.8,305.6,29.900000000000006
2018-10-07,158.9,553.9,797.9999999999999,769.5,349.70000000000005,41.199999999999996
2018-10-08,378.29999999999984,760.4999999999999,1340.5999999999997,699.0999999999999,313.49999999999994,28.700000000000003
2018-10-09,762.1999999999999,826.8000000000002,1995.6000000000004,667.9000000000001,434.40000000000003,46.8
2018-10-10,834.9000000000001,1152.3,2432.2999999999993,397.09999999999997,1062.1,74.0
2018-10-11,54.900000000000006,336.49999999999994,420.59999999999997,1209.3999999999999,443.09999999999997,40.6
2018-10-12,44.3,184.09999999999997,252.09999999999997,1476.3000000000004,391.2,28.6
2018-10-13,35.9,164.3,219.4,1478.1000000000001,382.9,34.6
2018-10-14,36.5,291.8,347.59999999999997,1144.8999999999999,182.3,31.699999999999996
2018-10-15,96.40000000000002,539.4000000000001,687.2,609.8999999999999,388.1000000000001,27.2
2018-10-16,123.29999999999998,461.7,650.9999999999999,848.4999999999999,494.8000000000002,22.3
2018-10-17,460.49999999999994,925.9000000000001,1632.2,344.20000000000005,384.2,30.799999999999997
2018-10-18,138.7,632.3,844.3000000000001,644.6,364.4000000000001,10.5
2018-10-19,1041.3999999999999,1109.9,2706.9,330.2,597.1,53.399999999999984
2018-10-20,608.7999999999998,887.0,1820.8,400.9,645.9000000000001,18.600000000000005
2018-10-21,246.4,655.5999999999998,1033.1,648.3000000000001,453.6000000000001,16.900000000000002
2018-10-22,428.95,727.65,1385.3,789.0500000000002,435.2,17.400000000000002
2018-10-23,189.59999999999997,739.5,1030.1,621.2,390.20000000000005,2.3000000000000003
2018-10-24,269.6,781.5,1194.6999999999998,471.9999999999999,425.4,6.8000000000000025
2018-10-25,230.7,807.1,1161.0000000000002,635.6,405.2,12.3
