MeasurementDateGMT,London Teddington Bushy Park : PM10 Particulate (ug/m3),London Teddington Bushy Park : PM2.5 Particulate (ug/m3)
2018-04-11,300.0,951.9000000000001
2018-04-12,300.0,739.1000000000001
2018-04-13,300.0,462.4
2018-04-14,300.0,621.8000000000001
2018-04-15,300.0,431.40000000000003
2018-04-16,300.0,183.4
2018-04-17,300.0,181.99999999999997
2018-04-18,300.0,252.09999999999997
2018-04-19,300.0,600.9
2018-04-20,300.0,460.79999999999995
2018-04-21,300.0,681.4999999999999
2018-04-22,300.0,363.8
2018-04-23,300.0,132.5
2018-04-24,300.0,131.29999999999998
2018-04-25,300.0,122.50000000000003
2018-04-26,300.0,138.20000000000002
2018-04-27,300.0,204.6
2018-04-28,300.0,209.3
2018-04-29,300.0,154.7
2018-04-30,300.0,194.50000000000003
2018-05-01,300.0,158.39999999999998
2018-05-02,300.0,107.2
2018-05-03,300.0,191.79999999999998
2018-05-04,300.0,274.40000000000003
2018-05-05,300.0,428.00000000000006
2018-05-06,300.0,735.3
2018-05-07,300.0,770.1000000000001
2018-05-08,300.0,481.4000000000001
2018-05-09,300.0,214.7
2018-05-10,300.0,186.9
2018-05-11,300.0,216.79999999999995
2018-05-12,300.0,233.2
2018-05-13,300.0,294.19999999999993
2018-05-14,300.0,213.29999999999998
2018-05-15,300.0,205.7
2018-05-16,300.0,218.9
2018-05-17,300.0,208.40000000000003
2018-05-18,300.0,262.6
2018-05-19,300.0,358.19999999999993
2018-05-20,300.0,398.0999999999999
2018-05-21,300.0,622.9999999999998
2018-05-22,300.0,411.20000000000005
2018-05-23,300.0,421.70000000000005
2018-05-24,300.0,491.40000000000003
2018-05-25,300.0,531.5000000000001
2018-05-26,300.0,847.5999999999998
2018-05-27,300.0,553.5000000000002
2018-05-28,300.0,631.4
2018-05-29,300.0,494.4
2018-05-30,300.0,439.6
2018-05-31,300.0,612.85
2018-06-01,300.0,318.29999999999995
2018-06-02,300.0,173.8
2018-06-03,300.0,213.50000000000003
2018-06-04,300.0,505.59999999999974
2018-06-05,300.0,340.25000000000006
2018-06-06,300.0,305.70000000000005
2018-06-07,300.0,322.29999999999995
2018-06-08,300.0,313.70000000000005
2018-06-09,300.0,346.40000000000003
2018-06-10,300.0,326.7
2018-06-11,300.0,192.60000000000008
2018-06-12,300.0,226.50000000000003
2018-06-13,300.0,196.2
2018-06-14,300.0,211.9
2018-06-15,300.0,213.29999999999995
2018-06-16,300.0,174.89999999999998
2018-06-17,300.0,142.69999999999996
2018-06-18,300.0,161.3
2018-06-19,300.0,107.99999999999999
2018-06-20,300.0,137.09999999999997
2018-06-21,300.0,141.4
2018-06-22,300.0,191.40000000000003
2018-06-23,300.0,204.79999999999998
2018-06-24,300.0,274.09999999999997
2018-06-25,300.0,297.3
2018-06-26,300.0,259.9
2018-06-27,300.0,273.70000000000005
2018-06-28,300.0,329.3000000000001
2018-06-29,300.0,282.5
2018-06-30,300.0,240.99999999999994
2018-07-01,300.0,326.8
2018-07-02,300.0,212.2
2018-07-03,300.0,177.39999999999998
2018-07-04,300.0,285.59999999999997
2018-07-05,300.0,414.7999999999999
2018-07-06,300.0,414.0
2018-07-07,300.0,425.1
2018-07-08,300.0,341.7
2018-07-09,300.0,160.00833333333333
2018-07-10,300.0,120.41666666666667
2018-07-11,300.0,217.2166666666666
2018-07-12,300.0,299.2083333333333
2018-07-13,300.0,331.8
2018-07-14,300.0,303.40000000000003
2018-07-15,300.0,264.6
2018-07-16,300.0,248.50000000000006
2018-07-17,300.0,140.10000000000002
2018-07-18,300.0,168.2
2018-07-19,300.0,221.89999999999998
2018-07-20,300.0,261.29999999999995
2018-07-21,300.0,370.0
2018-07-22,300.0,255.49999999999997
2018-07-23,300.0,205.39999999999998
2018-07-24,300.0,220.7
2018-07-25,300.0,251.79999999999995
2018-07-26,300.0,427.9
2018-07-27,300.0,323.6000000000001
2018-07-28,300.0,173.0
2018-07-29,300.0,113.79999999999998
2018-07-30,300.0,133.20000000000002
2018-07-31,300.0,151.60000000000002
2018-08-01,300.0,171.80000000000004
2018-08-02,300.0,204.70000000000002
2018-08-03,300.0,232.00000000000003
2018-08-04,300.0,189.79999999999998
2018-08-05,300.0,216.70000000000005
2018-08-06,300.0,277.3999999999999
2018-08-07,300.0,294.00000000000006
2018-08-08,300.0,137.2
2018-08-09,300.0,205.49999999999997
2018-08-10,300.0,130.89999999999998
2018-08-11,300.0,155.3
2018-08-12,300.0,141.9
2018-08-13,300.0,154.10000000000002
2018-08-14,300.0,170.20000000000002
2018-08-15,300.0,167.2
2018-08-16,300.0,161.3
2018-08-17,300.0,163.9
2018-08-18,300.0,203.19999999999996
2018-08-19,300.0,175.90000000000003
2018-08-20,300.0,161.20000000000002
2018-08-21,300.0,159.7
2018-08-22,300.0,172.89999999999998
2018-08-23,300.0,158.29999999999998
2018-08-24,300.0,123.9
2018-08-25,300.0,138.4
2018-08-26,300.0,145.8
2018-08-27,300.0,125.8
2018-08-28,300.0,180.0
2018-08-29,300.0,228.3
2018-08-30,300.0,219.3
2018-08-31,300.0,283.8
2018-09-01,300.0,268.8
2018-09-02,300.0,352.6000000000001
2018-09-03,300.0,409.4
2018-09-04,300.0,302.5
2018-09-05,300.0,282.69999999999993
2018-09-06,300.0,262.40000000000003
2018-09-07,300.0,158.3
2018-09-08,300.0,162.2
2018-09-09,300.0,168.79999999999998
2018-09-10,300.0,186.99999999999997
2018-09-11,300.0,195.9
2018-09-12,300.0,157.5
2018-09-13,300.0,213.25
2018-09-14,300.0,148.1
2018-09-15,300.0,187.0
2018-09-16,300.0,183.70000000000002
2018-09-17,300.0,200.99999999999997
2018-09-18,300.0,208.9
2018-09-19,300.0,220.9
2018-09-20,300.0,214.79999999999995
2018-09-21,300.0,145.80000000000004
2018-09-22,300.0,179.10000000000002
2018-09-23,300.0,153.50000000000003
2018-09-24,300.0,190.2
2018-09-25,300.0,264.0
2018-09-26,300.0,246.6
2018-09-27,300.0,293.70000000000005
2018-09-28,300.0,159.7
2018-09-29,300.0,259.2
2018-09-30,300.0,230.60000000000002
2018-10-01,300.0,158.99999999999997
2018-10-02,300.0,118.9
2018-10-03,300.0,198.0
2018-10-04,300.0,219.29999999999993
2018-10-05,300.0,356.99999999999994
2018-10-06,300.0,234.50000000000009
2018-10-07,300.0,155.39999999999998
2018-10-08,300.0,150.69999999999996
2018-10-09,300.0,207.7
2018-10-10,300.0,653.7
2018-10-11,300.0,232.00000000000003
2018-10-12,300.0,160.7
2018-10-13,300.0,224.20000000000002
2018-10-14,300.0,137.59999999999997
2018-10-15,300.0,243.0
2018-10-16,300.0,341.2999999999999
2018-10-17,300.0,212.80000000000004
2018-10-18,300.0,241.8
2018-10-19,300.0,297.30000000000007
2018-10-20,300.0,430.5677966101694
2018-10-21,300.0,378.2033898305083
2018-10-22,300.0,250.31186440677965
2018-10-23,300.0,149.49262482821806
2018-10-24,300.0,130.6864864864865
2018-10-25,300.0,117.45405405405403
2018-10-26,300.0,108.3337837837838
2018-10-27,300.0,112.9
2018-10-28,300.0,102.29999999999998
2018-10-29,300.0,110.79999999999998
2018-10-30,300.0,204.9
2018-10-31,300.0,304.59999999999997
2018-11-01,300.0,265.00000000000006
2018-11-02,300.0,243.99999999999997
2018-11-03,300.0,264.49999999999994
2018-11-04,300.0,441.90000000000003
2018-11-05,300.0,756.8000000000001
2018-11-06,300.0,366.0
2018-11-07,300.0,109.1
2018-11-08,300.0,142.89999999999998
2018-11-09,300.0,161.89999999999998
2018-11-10,300.0,133.79999999999998
2018-11-11,300.0,92.7
2018-11-12,300.0,109.0
2018-11-13,300.0,130.50000000000003
2018-11-14,300.0,175.70000000000002
2018-11-15,300.0,434.79999999999995
2018-11-16,300.0,299.9
2018-11-17,300.0,480.0
2018-11-18,300.0,342.30000000000007
2018-11-19,300.0,129.29999999999998
2018-11-20,300.0,275.3
2018-11-21,300.0,447.99999999999994
2018-11-22,300.0,989.5999999999999
2018-11-23,300.0,841.7999999999998
2018-11-24,300.0,612.4
2018-11-25,300.0,455.5000000000001
2018-11-26,300.0,278.49999999999994
2018-11-27,300.0,284.0
2018-11-28,300.0,110.90000000000002
2018-11-29,300.0,130.1
2018-11-30,300.0,126.5
2018-12-01,300.0,94.9
2018-12-02,300.0,73.89999999999999
2018-12-03,300.0,172.4
2018-12-04,300.0,189.20000000000002
2018-12-05,300.0,144.59999999999997
2018-12-06,300.0,98.6
2018-12-07,300.0,89.30000000000003
2018-12-08,300.0,152.4
2018-12-09,300.0,104.45
2018-12-10,300.0,179.4666666666667
2018-12-11,300.0,366.0333333333333
2018-12-12,300.0,326.8
2018-12-13,300.0,386.9
2018-12-14,300.0,491.875
2018-12-15,300.0,321.775
2018-12-16,300.0,99.1
2018-12-17,300.0,108.04999999999998
2018-12-18,300.0,151.70000000000002
2018-12-19,300.0,84.89999999999999
2018-12-20,300.0,110.20000000000002
2018-12-21,300.0,179.1
2018-12-22,300.0,154.40000000000003
2018-12-23,300.0,99.39999999999999
2018-12-24,300.0,423.8999999999999
2018-12-25,300.0,409.6
2018-12-26,300.0,356.90000000000003
2018-12-27,300.0,786.9999999999999
2018-12-28,300.0,581.2
2018-12-29,300.0,241.09999999999997
2018-12-30,300.0,204.9
2018-12-31,300.0,176.90000000000003
2019-01-01,300.0,187.79999999999998
2019-01-02,300.0,184.80000000000004
2019-01-03,300.0,248.10000000000005
2019-01-04,300.0,614.5999999999999
2019-01-05,300.0,513.1000000000001
2019-01-06,300.0,395.5
2019-01-07,300.0,313.7
2019-01-08,300.0,235.19999999999996
2019-01-09,300.0,214.79999999999998
2019-01-10,300.0,576.0
2019-01-11,300.0,438.70000000000005
2019-01-12,300.0,136.10000000000002
2019-01-13,300.0,135.9
2019-01-14,300.0,183.1
2019-01-15,300.0,142.80000000000004
2019-01-16,300.0,130.1
2019-01-17,300.0,183.2
2019-01-18,300.0,287.5
2019-01-19,300.0,322.5
2019-01-20,300.0,665.6999999999999
2019-01-21,300.0,820.0000000000002
2019-01-22,300.0,207.10000000000005
2019-01-23,300.0,395.30000000000007
2019-01-24,300.0,710.7999999999998
2019-01-25,300.0,373.3
2019-01-26,300.0,122.7
2019-01-27,300.0,126.09999999999998
2019-01-28,300.0,192.39999999999998
2019-01-29,300.0,242.3
2019-01-30,300.0,237.29999999999995
2019-01-31,300.0,486.70000000000005
2019-02-01,300.0,292.9
2019-02-02,300.0,303.8
2019-02-03,300.0,207.5
2019-02-04,300.0,164.6
2019-02-05,300.0,200.09999999999997
2019-02-06,300.0,170.0636363636364
2019-02-07,300.0,223.20000000000005
2019-02-08,300.0,216.33636363636364
2019-02-09,300.0,159.79999999999998
2019-02-10,300.0,78.19999999999999
2019-02-11,300.0,171.1
2019-02-12,300.0,230.13382352941179
2019-02-13,300.0,347.2411764705883
2019-02-14,300.0,576.7941176470589
2019-02-15,300.0,715.2308823529411
2019-02-16,300.0,587.4999999999999
2019-02-17,300.0,439.1
2019-02-18,300.0,183.20000000000005
2019-02-19,300.0,152.29999999999998
2019-02-20,300.0,224.64999999999995
2019-02-21,300.0,324.19999999999993
2019-02-22,300.0,426.15
2019-02-23,300.0,646.0999999999999
2019-02-24,300.0,847.7000000000002
2019-02-25,300.0,869.7000000000002
2019-02-26,300.0,786.6999999999999
2019-02-27,300.0,974.3000000000001
2019-02-28,300.0,443.3
2019-03-01,300.0,456.25000000000006
2019-03-02,300.0,218.59999999999997
2019-03-03,300.0,137.69999999999996
2019-03-04,300.0,94.34999999999998
2019-03-05,300.0,112.09999999999998
2019-03-06,300.0,193.69999999999996
2019-03-07,300.0,101.89999999999998
2019-03-08,300.0,124.99999999999999
2019-03-09,300.0,220.70000000000002
2019-03-10,300.0,99.59999999999998
2019-03-11,300.0,147.69999999999996
2019-03-12,300.0,110.39999999999999
2019-03-13,300.0,177.45000000000002
2019-03-14,300.0,159.5
2019-03-15,300.0,88.99999999999999
2019-03-16,300.0,137.40000000000003
2019-03-17,300.0,79.0
2019-03-18,300.0,188.70000000000002
2019-03-19,300.0,289.5
2019-03-20,300.0,203.60000000000002
2019-03-21,300.0,248.70000000000002
2019-03-22,300.0,242.23428571428568
2019-03-23,300.0,159.56571428571428
2019-03-24,300.0,97.02857142857141
2019-03-25,300.0,167.4714285714286
2019-03-26,300.0,342.09999999999997
2019-03-27,300.0,324.6999999999999
2019-03-28,300.0,539.0
2019-03-29,300.0,556.9
2019-03-30,300.0,796.8
2019-03-31,300.0,574.8
2019-04-01,300.0,320.40000000000003
2019-04-02,300.0,331.59999999999985
2019-04-03,300.0,293.7
2019-04-04,300.0,172.0
2019-04-05,300.0,310.5
2019-04-06,300.0,436.7
2019-04-07,300.0,1089.3
2019-04-08,300.0,1079.8
2019-04-09,300.0,757.0
2019-04-10,300.0,292.54999999999995
2019-04-11,300.0,273.79999999999995
2019-04-12,300.0,329.2
2019-04-13,300.0,324.40000000000003
2019-04-14,300.0,455.2
2019-04-15,300.0,813.4999999999998
