MeasurementDateGMT,Wandsworth - Battersea: Nitric Oxide (ug/m3),Wandsworth - Battersea: Nitrogen Dioxide (ug/m3),Wandsworth - Battersea: Oxides of Nitrogen (ug/m3),Wandsworth - Battersea: PM10 Particulate (ug/m3)
2018-02-06,709.8000000000001,1361.4,2450.0,755.9
2018-02-07,996.6,1539.0999999999997,3067.2,834.0999999999999
2018-02-08,670.9,1252.9,2281.6000000000004,598.9
2018-02-09,516.4,1003.3,1795.0000000000002,457.40000000000003
2018-02-10,280.2,818.9000000000002,1248.1000000000001,330.0
2018-02-11,269.20000000000005,452.3999999999999,865.3,168.20000000000002
2018-02-12,396.70000000000005,938.1,1546.6999999999996,489.9
2018-02-13,398.69999999999993,678.1,1289.4000000000003,243.29999999999995
2018-02-14,405.49999999999994,729.4000000000001,1351.4000000000008,313.7
2018-02-15,364.4,974.3000000000001,1533.5,501.8000000000001
2018-02-16,516.0154929577465,1069.738028169014,1859.976056338028,698.5999999999999
2018-02-17,692.0450704225352,1118.619718309859,2178.4394366197184,833.2
2018-02-18,1170.6929577464787,1450.4281690140842,3245.2563380281686,490.1999999999999
2018-02-19,1188.9464788732391,1624.014084507042,3447.2281690140853,499.59999999999997
2018-02-20,568.3000000000001,1079.6000000000001,1950.9,444.20000000000005
2018-02-21,764.5999999999998,1293.4,2465.4,1344.1000000000004
2018-02-22,655.7,1291.5,2297.0000000000005,1060.0
2018-02-23,721.1999999999998,1401.6999999999996,2507.3000000000006,1021.6999999999999
2018-02-24,548.1,1131.1,1971.7,1052.9
2018-02-25,404.40000000000003,809.4999999999998,1429.7000000000003,576.1999999999999
2018-02-26,634.1,1019.3000000000003,1991.1,646.0999999999999
2018-02-27,706.3,1330.9999999999998,2414.0,535.9000000000001
2018-02-28,759.3000000000003,1231.6999999999998,2395.9,627.0
2018-03-01,564.2,957.6,1822.9999999999995,1112.6000000000001
2018-03-02,646.2999999999998,1234.5000000000002,2224.5999999999995,1135.6999999999998
2018-03-03,567.8,1423.9999999999998,2294.75,1566.4
2018-03-04,379.40000000000003,1050.4999999999998,1632.1,599.0000000000002
2018-03-05,235.50000000000003,882.4,1243.4,486.90000000000003
2018-03-06,428.70000000000005,1189.1000000000004,1846.5,443.09999999999997
2018-03-07,924.6,1696.6,3114.199999999999,564.5
2018-03-08,368.20000000000005,768.8000000000001,1333.4999999999995,427.1
2018-03-09,683.3,1246.7999999999995,2294.8000000000006,567.4000000000001
2018-03-10,165.5,616.0,869.9,516.5
2018-03-11,625.9000000000001,1503.3999999999999,2462.7999999999997,702.9999999999999
2018-03-12,842.6999999999998,1455.4999999999998,2747.2,372.4000000000001
2018-03-13,468.30000000000007,1141.9,1859.7000000000003,644.0999999999999
2018-03-14,205.8,730.0,1045.2999999999997,459.2
2018-03-15,170.0,792.0,1052.6,323.8
2018-03-16,253.5,1030.8,1419.8,799.5000000000001
2018-03-17,495.69999999999993,732.2,1492.5000000000002,483.1
2018-03-18,579.2,747.8,1635.8999999999996,734.5999999999999
2018-03-19,714.0000000000001,989.4000000000002,2084.6,754.1000000000001
2018-03-20,630.7,1103.6999999999998,2070.6000000000004,613.5
2018-03-21,641.0999999999999,1401.6,2383.9999999999995,845.9000000000001
2018-03-22,303.0,1014.1,1478.6,913.5000000000003
2018-03-23,221.00000000000003,690.8999999999999,1029.6,592.9
2018-03-24,381.30000000000007,1092.9999999999998,1677.8,651.5999999999999
2018-03-25,522.7,1341.9999999999998,2143.3999999999996,906.9999999999998
2018-03-26,444.0,1342.2000000000003,2023.1999999999998,667.8000000000001
2018-03-27,455.2000000000001,863.7,1561.4000000000003,429.0
2018-03-28,712.1999999999998,1238.6000000000001,2330.7,281.4
2018-03-29,613.0999999999999,790.1,1730.6000000000001,271.7000000000001
2018-03-30,640.5000000000001,922.8000000000002,1904.8999999999999,266.20000000000005
2018-03-31,621.2999999999998,630.1,1582.2999999999995,181.4
2018-04-01,555.9000000000001,591.7,1443.6000000000001,330.3
2018-04-02,506.6000000000001,374.50000000000006,1151.2999999999997,272.4
2018-04-03,494.8,454.99999999999994,1214.0,331.4
2018-04-04,539.2,377.59999999999997,1204.1999999999998,299.70000000000005
2018-04-05,599.8,620.0999999999999,1539.7000000000003,348.29999999999995
2018-04-06,538.3000000000001,796.0000000000001,1621.7,532.6999999999999
2018-04-07,584.4000000000001,975.0999999999997,1871.5000000000005,729.6000000000001
2018-04-08,462.20000000000005,870.1,1579.4,438.8999999999999
2018-04-09,932.4999999999998,1187.6,2617.7,587.1
2018-04-10,1024.1999999999998,1409.1999999999996,2979.499999999999,911.7000000000002
2018-04-11,1085.9999999999998,1115.3,2780.1000000000004,1137.95
2018-04-12,977.4000000000001,933.9,2432.4999999999995,1089.0000000000002
2018-04-13,755.9999999999998,847.9999999999999,2007.5000000000002,873.9
2018-04-14,486.49999999999994,1002.5999999999998,1748.4,1084.6
2018-04-15,401.9000000000001,570.4999999999999,1186.8,765.5999999999999
2018-04-16,422.09999999999997,530.3000000000001,1177.3,708.3000000000001
2018-04-17,388.3,352.1,947.6000000000001,610.5000000000001
2018-04-18,396.5,820.0,1428.2999999999997,671.5999999999999
2018-04-19,1750.061027190332,2492.03663141994,5177.7457703927475,1439.1999999999998
2018-04-20,1884.07250755287,2689.6504531722057,5581.854380664655,1275.2999999999997
2018-04-21,1855.8815709969786,2654.1942598187306,5503.111178247736,1294.1999999999998
2018-04-22,1827.690634441088,2618.7380664652574,5424.3679758308135,856.9
2018-04-23,1799.4996978851964,2583.281873111782,5345.624773413897,507.9
2018-04-24,1771.308761329305,2547.825679758309,5266.881570996979,465.70000000000005
2018-04-25,1743.1178247734138,2512.369486404834,5188.13836858006,453.3
2018-04-26,1714.9268882175227,2476.913293051359,5109.395166163141,542.5999999999999
2018-04-27,1686.7359516616314,2441.4570996978855,5030.651963746224,436.8
2018-04-28,1658.5450151057403,2406.000906344411,4951.908761329306,306.9
2018-04-29,1630.354078549849,2370.5447129909376,4873.165558912384,314.5
2018-04-30,1602.1631419939572,2335.0885196374625,4794.422356495469,423.4
2018-05-01,1573.9722054380663,2299.632326283988,4715.67915407855,521.3000000000001
2018-05-02,1545.7812688821753,2264.176132930514,4636.9359516616305,315.70000000000005
2018-05-03,1517.5903323262837,2228.7199395770394,4558.192749244713,660.8
2018-05-04,1489.399395770393,2193.2637462235652,4479.449546827794,892.0999999999998
2018-05-05,1461.2084592145015,2157.8075528700906,4400.706344410876,900.5999999999999
2018-05-06,1433.0175226586098,2122.3513595166164,4321.963141993954,995.0000000000001
2018-05-07,1404.8265861027191,2086.895166163142,4243.219939577039,1152.6999999999998
2018-05-08,1376.6356495468278,2051.4389728096676,4164.476737160123,1145.5
2018-05-09,1348.444712990936,2015.9827794561936,4085.7335347432013,807.8000000000002
2018-05-10,1320.2537764350454,1980.5265861027187,4006.9903323262847,606.9999999999999
2018-05-11,1292.062839879154,1945.070392749245,3928.247129909363,577.6
2018-05-12,1263.8719033232624,1909.6141993957708,3849.503927492447,468.2999999999999
2018-05-13,1235.680966767372,1874.1580060422962,3770.760725075528,578.45
2018-05-14,1207.4900302114804,1838.7018126888215,3692.01752265861,605.4
2018-05-15,1179.2990936555889,1803.2456193353473,3613.274320241693,757.1000000000001
2018-05-16,1151.108157099698,1767.7894259818734,3534.531117824772,800.0
2018-05-17,1122.9172205438067,1732.3332326283992,3455.787915407855,829.2000000000002
2018-05-18,1094.7262839879154,1696.8770392749245,3377.0447129909353,826.4
2018-05-19,1066.535347432024,1661.42084592145,3298.3015105740183,794.7000000000002
2018-05-20,1038.3444108761328,1625.964652567976,3219.558308157101,774.5999999999999
2018-05-21,1010.1534743202417,1590.5084592145015,3140.8151057401806,1035.2000000000003
2018-05-22,981.9625377643505,1555.0522658610275,3062.0719033232635,938.1999999999998
2018-05-23,953.7716012084591,1519.5960725075527,2983.3287009063424,906.9
2018-05-24,925.580664652568,1484.1398791540787,2904.585498489426,942.6499999999999
2018-05-25,897.3897280966765,1448.6836858006045,2825.8422960725084,901.5999999999999
2018-05-26,869.1987915407855,1413.22749244713,2747.099093655589,1234.0000000000002
2018-05-27,841.0078549848944,1377.7712990936557,2668.355891238671,933.1500000000001
2018-05-28,812.8169184290032,1342.3151057401815,2589.612688821751,1030.8
2018-05-29,784.6259818731116,1306.8589123867068,2510.869486404834,669.8000000000002
2018-05-30,756.4350453172206,1271.4027190332326,2432.1262839879146,851.9999999999999
2018-05-31,728.2441087613292,1235.9465256797582,2353.383081570997,1169.1
2018-06-01,700.053172205438,1200.490332326284,2274.6398791540787,747.9000000000001
2018-06-02,671.8622356495466,1165.0341389728098,2195.8966767371594,435.50000000000006
2018-06-03,643.6712990936556,1129.5779456193357,2117.1534743202415,492.4
2018-06-04,615.4803625377642,1094.121752265861,2038.4102719033228,528.3000000000001
2018-06-05,587.289425981873,1058.6655589123868,1959.6670694864051,572.7
2018-06-06,559.0984894259818,1023.2093655589125,1880.9238670694865,793.0999999999998
2018-06-07,530.9075528700906,987.7531722054383,1802.1806646525677,773.3
2018-06-08,502.7166163141993,952.2969788519639,1723.4374622356488,772.4000000000001
2018-06-09,474.5256797583081,916.8407854984896,1644.6942598187304,693.8
2018-06-10,446.33474320241686,881.3845921450152,1565.9510574018127,592.6999999999999
2018-06-11,418.1438066465257,845.928398791541,1487.2078549848943,562.3
2018-06-12,389.9528700906344,810.4722054380666,1408.4646525679757,545.3
2018-06-13,346.35377643504535,646.001586102719,1177.140332326284,528.1999999999999
2018-06-14,449.1,667.5999999999999,1356.0,604.2999999999998
2018-06-15,522.8,943.5000000000001,1745.0,647.0999999999999
2018-06-16,372.1,437.9,1007.9999999999999,489.7000000000001
2018-06-17,360.40000000000003,322.79999999999995,875.0000000000001,347.7
2018-06-18,272.3999999999999,484.8,902.5000000000001,504.09999999999997
2018-06-19,250.19999999999996,485.7999999999999,869.6999999999998,409.90000000000003
2018-06-20,469.9000000000001,521.0,1241.3000000000002,486.5
2018-06-21,660.9,720.8,1734.1,613.5000000000001
2018-06-22,744.2999999999998,895.1,2036.1999999999998,598.8000000000001
2018-06-23,534.6999999999999,814.2999999999998,1634.3999999999999,490.80000000000007
2018-06-24,374.6,795.4,1370.0,503.9
2018-06-25,416.50000000000006,1131.4,1770.1000000000004,622.1
2018-06-26,573.5,1096.3999999999999,1975.5999999999997,661.5000000000001
2018-06-27,696.6000000000001,955.8,2023.7000000000003,717.8000000000001
2018-06-28,677.4,899.9000000000001,1938.3999999999996,802.0
2018-06-29,596.2,790.3000000000002,1704.2999999999997,660.4999999999999
2018-06-30,469.8999999999999,606.6999999999999,1326.8000000000002,543.2
2018-07-01,353.6,832.4,1374.5,614.6999999999999
2018-07-02,487.0000000000001,938.0000000000001,1685.1000000000001,641.0999999999999
2018-07-03,527.9000000000001,886.3,1695.6999999999998,606.9999999999999
2018-07-04,466.6,824.7000000000002,1539.8999999999999,657.5
2018-07-05,346.2,1059.5,1590.3999999999996,824.0999999999998
2018-07-06,404.00000000000006,1044.4999999999998,1663.4999999999998,907.5000000000001
2018-07-07,426.99999999999994,863.1999999999999,1517.6,940.1
2018-07-08,391.59999999999997,775.4,1375.8000000000002,608.0999999999998
2018-07-09,459.8,830.0,1535.1000000000001,749.3000000000002
2018-07-10,705.4000000000001,622.2,1704.1999999999998,504.3999999999999
2018-07-11,763.4999999999999,766.9,1937.8000000000004,583.4
2018-07-12,681.0,970.6,2015.0000000000002,776.9999999999999
2018-07-13,752.8588815789474,909.2830592105263,2063.1004934210528,732.2000000000002
2018-07-14,745.9223684210526,883.5888157894738,2026.940131578947,530.8
2018-07-15,723.7539473684209,873.0730263157893,1982.5085526315793,411.7
2018-07-16,701.5855263157895,862.5572368421051,1938.07697368421,602.6
2018-07-17,679.4171052631581,852.0414473684209,1893.645394736842,514.7
2018-07-18,657.2486842105263,841.5256578947369,1849.2138157894733,556.9
2018-07-19,635.0802631578946,831.0098684210526,1804.7822368421057,749.4000000000001
2018-07-20,612.9118421052631,820.4940789473683,1760.3506578947367,619.5999999999999
2018-07-21,590.7434210526317,809.9782894736841,1715.9190789473687,569.3000000000001
2018-07-22,568.5750000000002,799.4625000000001,1671.4874999999997,376.7
2018-07-23,546.4065789473684,788.9467105263157,1627.055921052632,494.40000000000003
2018-07-24,524.2381578947368,778.4309210526314,1582.6243421052627,535.6
2018-07-25,502.06973684210527,767.9151315789472,1538.1927631578951,718.0
2018-07-26,479.90131578947376,757.3993421052633,1493.761184210526,919.6
2018-07-27,457.7328947368422,746.8835526315788,1449.329605263158,740.3
2018-07-28,435.56447368421055,736.3677631578946,1404.8980263157891,538.25
2018-07-29,413.39605263157887,725.8519736842104,1360.4664473684209,270.4
2018-07-30,391.22763157894735,715.3361842105264,1316.0348684210526,264.3
2018-07-31,369.0592105263158,704.820394736842,1271.603289473684,358.3
2018-08-01,346.89078947368426,694.3046052631579,1227.171710526316,375.79999999999995
2018-08-02,324.72236842105264,683.7888157894737,1182.7401315789473,524.6999999999999
2018-08-03,302.55394736842106,673.2730263157896,1138.3085526315792,659.7999999999998
2018-08-04,280.38552631578943,662.7572368421052,1093.8769736842105,411.4
2018-08-05,258.2171052631579,652.241447368421,1049.445394736842,441.7999999999999
2018-08-06,236.04868421052635,641.7256578947369,1005.0138157894737,708.4999999999999
2018-08-07,198.78848684210527,591.1932565789475,897.4021381578948,768.35
2018-08-08,261.4,361.2,762.1,400.90000000000015
2018-08-09,399.8499999999999,644.8500000000001,1257.95,475.0999999999999
2018-08-10,337.9999999999999,523.4999999999999,1042.2,390.6999999999999
2018-08-11,217.60000000000002,452.1000000000001,785.6999999999999,365.40000000000003
2018-08-12,53.7,212.80000000000004,295.3,279.25
2018-08-13,289.50000000000006,524.6,968.2999999999998,465.50000000000006
2018-08-14,330.9,483.3999999999999,990.9,470.8000000000001
2018-08-15,255.7,319.49999999999994,711.4,413.7000000000001
2018-08-16,297.8,422.1,878.5,384.9
2018-08-17,345.6000000000001,423.1,953.3999999999999,410.19999999999993
2018-08-18,122.69999999999999,262.29999999999995,449.9,403.0
2018-08-19,136.4,197.60000000000002,406.5,298.09999999999997
2018-08-20,286.9,506.70000000000005,947.1,363.3
2018-08-21,235.9,408.7,769.8,381.09999999999985
2018-08-22,237.30000000000004,402.3,766.0999999999999,385.0
2018-08-23,308.40000000000003,398.79999999999995,871.5000000000002,319.2
2018-08-24,368.29999999999995,419.59999999999997,984.05,374.2
2018-08-25,402.90000000000003,503.6000000000001,1121.1,398.1
2018-08-26,226.4,357.30000000000007,704.8000000000001,318.70000000000005
2018-08-27,198.7,260.8,565.5,324.50000000000006
2018-08-28,196.4,479.1000000000001,780.1999999999999,395.2999999999999
2018-08-29,437.4,806.4,1477.7000000000003,603.8000000000001
2018-08-30,758.4178343949046,782.628662420382,1946.6261146496818,679.2000000000003
2018-08-31,884.0980891719742,817.8076433121018,2175.0936305732484,712.4
2018-09-01,853.4636942675158,796.3452229299362,2106.5789808917198,595.8000000000002
2018-09-02,822.8292993630577,774.8828025477708,2038.064331210191,680.4000000000001
2018-09-03,792.1949044585984,753.420382165605,1969.5496815286624,867.3
2018-09-04,761.5605095541401,731.9579617834395,1901.0350318471337,706.0999999999999
2018-09-05,730.9261146496817,710.4955414012738,1832.520382165605,632.6
2018-09-06,700.2917197452227,689.0331210191083,1764.0057324840764,709.9
2018-09-07,669.6573248407643,667.5707006369428,1695.491082802548,525.5
2018-09-08,639.0229299363058,646.1082802547769,1626.9764331210192,362.50000000000006
2018-09-09,608.388535031847,624.6458598726115,1558.4617834394905,390.90000000000003
2018-09-10,577.7541401273885,603.1834394904458,1489.9471337579619,549.2
2018-09-11,547.1197452229299,581.7210191082802,1421.4324840764332,484.30000000000007
2018-09-12,516.4853503184714,560.2585987261147,1352.9178343949047,440.6
2018-09-13,485.8509554140127,538.796178343949,1284.4031847133758,630.9000000000002
2018-09-14,455.21656050955414,517.3337579617835,1215.8885350318471,497.20000000000005
2018-09-15,424.5821656050956,495.87133757961783,1147.3738853503187,452.4000000000001
2018-09-16,393.94777070063685,474.4089171974522,1078.85923566879,419.09999999999997
2018-09-17,363.3133757961783,452.9464968152866,1010.3445859872613,487.29999999999995
2018-09-18,332.6789808917198,431.484076433121,941.8299363057326,628.4000000000001
2018-09-19,302.0445859872611,410.02165605095536,873.3152866242038,698.8000000000001
2018-09-20,271.41019108280256,388.5592356687898,804.8006369426753,651.6
2018-09-21,240.77579617834397,367.0968152866242,736.2859872611466,418.09999999999997
2018-09-22,210.14140127388532,345.63439490445853,667.771337579618,348.09999999999997
2018-09-23,179.50700636942676,324.171974522293,599.2566878980894,239.9
2018-09-24,148.87261146496814,302.70955414012735,530.7420382165607,497.6
2018-09-25,82.14840764331213,431.8063694267516,557.9780254777071,675.9
2018-09-26,253.19999999999993,828.4000000000001,1216.9,649.3999999999997
2018-09-27,347.79999999999995,924.7000000000002,1457.6000000000001,772.7
2018-09-28,211.59999999999997,462.6,786.9,510.29999999999995
2018-09-29,400.40000000000003,852.8000000000002,1466.8,620.9
2018-09-30,183.59999999999997,580.2,862.0999999999997,432.8
2018-10-01,300.6,592.2,1052.9000000000003,524.6999999999999
2018-10-02,220.10000000000002,459.69999999999993,797.2,520.6000000000001
2018-10-03,288.4,470.3,912.3000000000001,552.7
2018-10-04,149.50000000000003,346.20000000000005,576.0999999999999,499.9
2018-10-05,392.59999999999997,952.3000000000001,1554.2000000000003,844.5999999999999
2018-10-06,213.70000000000005,707.9000000000002,1035.3,358.29999999999995
2018-10-07,164.7,671.8000000000002,924.4000000000001,339.8
2018-10-08,184.60000000000002,703.2,986.0,347.50000000000006
2018-10-09,226.6,838.6999999999999,1186.0,509.49999999999994
2018-10-10,826.1999999999999,1451.2999999999995,2718.7999999999997,1356.1000000000001
2018-10-11,49.6,333.49999999999994,409.5,499.5
2018-10-12,92.8,214.1,356.3,441.8999999999999
2018-10-13,93.99999999999999,208.29999999999995,352.09999999999997,430.19999999999993
2018-10-14,100.00000000000001,438.90000000000003,592.3000000000001,174.40000000000003
2018-10-15,565.0999999999999,1062.4,1929.1000000000004,435.40000000000003
2018-10-16,130.7,580.1,780.1999999999999,484.20000000000005
2018-10-17,398.1,972.1,1582.3,415.80000000000007
2018-10-18,307.1999999999999,805.0000000000001,1275.6,502.9
2018-10-19,1107.1000000000001,1384.1000000000001,3082.2000000000007,774.3000000000001
2018-10-20,991.3000000000001,1032.4,2553.0,907.8000000000001
2018-10-21,221.30000000000004,758.6999999999999,1098.2,440.00000000000006
2018-10-22,569.0,897.1999999999998,1769.8000000000002,496.09999999999997
2018-10-23,462.2000000000001,863.8,1573.1999999999998,586.0999999999998
2018-10-24,513.1999999999999,863.5,1650.7,544.7
2018-10-25,450.29999999999995,865.5000000000002,1556.5000000000002,545.1
2018-10-26,430.99999999999994,887.5,1548.9999999999995,308.2
2018-10-27,274.3,632.6999999999999,1053.2,180.59999999999997
2018-10-28,197.99999999999997,598.6999999999999,902.0999999999998,87.2
2018-10-29,313.3,801.0,1281.3000000000002,235.95000000000002
2018-10-30,402.8000000000001,791.6,1409.4000000000003,400.90000000000003
2018-10-31,813.8,1069.1,2317.2000000000003,557.6
2018-11-01,754.2,1032.8,2189.1999999999994,522.6999999999999
2018-11-02,989.9000000000001,1191.4,2709.3,802.95
2018-11-03,109.35,636.6999999999999,804.6500000000001,586.4
2018-11-04,102.1,479.8,635.9,605.5
2018-11-05,1563.8000000000002,1069.6,3467.8000000000006,1514.1499999999999
2018-11-06,584.1,634.6,1530.4999999999998,664.7999999999998
2018-11-07,110.0,390.9,559.5000000000001,315.69999999999993
2018-11-08,171.20000000000002,589.2,852.1,556.4
2018-11-09,351.7999999999999,597.1000000000001,1136.3,476.5000000000001
2018-11-10,92.2,521.8000000000001,662.6,396.29999999999995
2018-11-11,76.9,388.99999999999994,506.89999999999986,335.7
2018-11-12,161.6,534.8000000000001,782.4000000000001,405.9
2018-11-13,204.79999999999998,635.0000000000001,949.2000000000002,490.0
2018-11-14,370.19999999999993,624.6,1191.8999999999999,586.1
2018-11-15,564.6,627.8000000000001,1493.6,799.6
2018-11-16,645.3,743.9499999999999,1733.3999999999999,572.6999999999999
2018-11-17,495.49999999999994,854.8000000000001,1615.1000000000001,792.9
2018-11-18,341.6999999999999,754.1,1278.6,662.1999999999999
2018-11-19,384.09999999999997,671.8000000000001,1260.6999999999998,364.4
2018-11-20,600.0,878.7000000000002,1798.9,440.1
2018-11-21,820.9,911.6000000000001,2170.2,710.9999999999999
2018-11-22,2042.0,1283.3000000000004,4414.1,1414.8
2018-11-23,1137.3999999999999,1158.1000000000001,2901.9,1246.6000000000001
2018-11-24,542.9,983.4999999999999,1815.7000000000003,843.4
2018-11-25,314.9,747.0,1230.1,627.1999999999999
2018-11-26,450.8,896.7000000000002,1588.4,517.0
2018-11-27,504.09999999999985,814.3,1587.4000000000003,526.3
2018-11-28,165.9,422.49999999999994,676.5000000000002,361.5
2018-11-29,127.19999999999997,333.29999999999995,528.6000000000001,402.70000000000005
2018-11-30,228.2,668.4000000000002,1018.4,524.85
2018-12-01,86.80000000000001,362.80000000000007,495.5,324.4
2018-12-02,70.30000000000001,217.4,325.2,184.30000000000004
2018-12-03,190.99999999999997,546.4,839.6999999999999,422.9
2018-12-04,546.0999999999999,815.4,1653.1000000000001,615.9
2018-12-05,261.2000000000001,526.1000000000001,926.9,448.30000000000007
2018-12-06,119.20000000000002,431.70000000000005,614.7999999999998,355.40000000000003
2018-12-07,171.79999999999998,396.1000000000001,659.3000000000001,305.7
2018-12-08,145.0,270.1000000000001,492.2,425.30000000000007
2018-12-09,163.39999999999998,391.49999999999994,642.4,269.8
2018-12-10,250.79999999999998,463.9,848.4000000000001,649.3000000000001
2018-12-11,894.1,822.3000000000001,2193.5000000000005,908.7
2018-12-12,372.7,726.2,1298.0,744.5000000000002
2018-12-13,798.1999999999997,957.4,2181.8999999999996,926.7368421052631
2018-12-14,1618.979764243615,1195.1668958742634,3678.645383104126,859.2631578947368
2018-12-15,1817.3705304518662,1261.911984282908,4050.572888015717,547.0999999999999
2018-12-16,1754.4518664047155,1259.0829076620826,3951.2157170923383,418.40000000000003
2018-12-17,1691.533202357564,1256.2538310412574,3851.8585461689586,495.8
2018-12-18,1628.6145383104129,1253.424754420432,3752.5013752455798,428.59999999999997
2018-12-19,1565.6958742632614,1250.595677799607,3653.144204322201,307.1
2018-12-20,1502.77721021611,1247.7666011787821,3553.7870333988217,387.6
2018-12-21,1439.8585461689588,1244.937524557957,3454.4298624754424,467.29999999999995
2018-12-22,1376.9398821218074,1242.1084479371318,3355.0726915520627,381.2
2018-12-23,1314.0212180746562,1239.2793713163067,3255.715520628684,202.4
2018-12-24,1251.102554027505,1236.450294695481,3156.3583497053046,543.9
2018-12-25,1188.1838899803538,1233.621218074656,3057.001178781926,491.29999999999995
2018-12-26,1125.2652259332021,1230.7921414538312,2957.644007858546,461.70000000000005
2018-12-27,1062.346561886051,1227.963064833006,2858.286836935167,991.9
2018-12-28,999.4278978388996,1225.1339882121808,2758.9296660117884,769.4999999999999
2018-12-29,936.5092337917486,1222.3049115913557,2659.5724950884087,414.29999999999995
2018-12-30,873.5905697445972,1219.4758349705305,2560.21532416503,306.0
2018-12-31,810.6719056974458,1216.6467583497051,2460.85815324165,278.49999999999994
2019-01-01,747.7532416502945,1213.8176817288802,2361.500982318272,357.50000000000006
2019-01-02,684.8345776031433,1210.9886051080555,2262.143811394892,435.80000000000007
2019-01-03,621.9159135559921,1208.15952848723,2162.786640471513,435.4
2019-01-04,537.3557956777996,1181.9679764243615,2006.7593320235756,824.9
2019-01-05,254.99999999999994,818.2,1209.0000000000002,745.3000000000001
2019-01-06,234.8,738.7999999999998,1099.1000000000001,683.8000000000001
2019-01-07,151.10000000000005,515.8,748.0999999999999,538.05
2019-01-08,285.7,707.9000000000002,1146.1,726.5000000000001
2019-01-09,243.30000000000004,757.6,1130.8000000000002,545.2
2019-01-10,925.0,950.2,2368.8000000000006,1044.5
2019-01-11,669.9,767.9000000000001,1795.1,821.9
2019-01-12,126.89999999999998,477.9000000000001,672.1,350.59999999999997
2019-01-13,40.1,246.80000000000004,308.70000000000005,285.6
2019-01-14,283.59999999999997,697.4999999999999,1132.4,637.4999999999999
2019-01-15,311.09999999999997,537.8000000000001,1014.5999999999999,442.20000000000005
2019-01-16,187.5,566.6,853.9999999999999,306.29999999999995
2019-01-17,464.7,987.0999999999999,1699.8999999999999,476.19999999999993
2019-01-18,684.5000000000001,994.9000000000001,2044.5999999999997,587.9
2019-01-19,372.7000000000001,785.1000000000003,1356.1999999999996,621.3000000000002
2019-01-20,634.7999999999998,1177.4,2150.899999999999,703.5
2019-01-21,1658.8999999999996,1195.1000000000001,3738.800000000001,1129.0
2019-01-22,541.4999999999999,1065.6,1895.7999999999997,395.40000000000003
2019-01-23,928.1,1207.3000000000002,2630.2,504.20000000000005
2019-01-24,2070.7,1539.5999999999995,4714.2,873.2999999999998
2019-01-25,647.8,1068.0999999999997,2061.2999999999997,557.5999999999999
2019-01-26,108.99999999999999,436.49999999999994,603.3999999999999,318.5
2019-01-27,239.2,120.1,486.3,243.20000000000005
