MeasurementDateGMT,Croydon - Park Lane: Nitric Oxide (ug/m3),Croydon - Park Lane: Nitrogen Dioxide (ug/m3),Croydon - Park Lane: Oxides of Nitrogen (ug/m3),Croydon - Park Lane: PM10 Particulate (ug/m3)
2018-04-05,815.5,918.3999999999999,2168.6,261.49999999999994
2018-04-06,803.0999999999999,936.8,2168.2000000000003,533.8
2018-04-07,844.4000000000001,1063.2,2357.5,616.5
2018-04-08,705.1,1068.0,2149.7000000000003,372.3
2018-04-09,1065.3999999999999,1115.7,2749.2000000000003,538.3000000000001
2018-04-10,1035.7,1264.1999999999998,2852.599999999999,658.5
2018-04-11,842.7,1009.0,2301.0,976.5999999999998
2018-04-12,1161.6000000000001,1070.0,2851.1499999999996,1096.8906779661017
2018-04-13,1229.0000000000002,1198.7,3082.5000000000005,1196.3084745762712
2018-04-14,1019.1999999999999,1056.4,2619.5000000000005,931.2508474576273
2018-04-15,580.1999999999998,826.6999999999999,1716.3000000000002,666.1932203389831
2018-04-16,848.4,1137.8,2438.9000000000005,401.13559322033905
2018-04-17,780.3999999999999,1085.3,2281.9,439.67118644067796
2018-04-18,986.1,1104.7000000000003,2616.7,600.9
2018-04-19,1460.6000000000001,1969.8999999999999,4209.2,1010.3
2018-04-20,875.6,1277.1999999999998,2619.8,730.3000000000001
2018-04-21,732.4999999999999,1202.4,2325.6,955.4000000000001
2018-04-22,338.70000000000005,657.0999999999999,1176.3999999999999,809.4
2018-04-23,336.4,542.5000000000001,1058.0,336.90000000000003
2018-04-24,549.2,647.1000000000001,1489.1000000000001,338.79999999999984
2018-04-25,342.00000000000006,517.6999999999999,1042.3,264.2
2018-04-26,568.5,750.4,1621.7000000000003,386.4
2018-04-27,1090.2000000000003,1158.6000000000001,2829.8,375.40000000000003
2018-04-28,815.4,1147.3,2397.6,292.29999999999995
2018-04-29,419.7,715.9000000000001,1359.3000000000002,282.00000000000006
2018-04-30,668.3000000000001,1060.1,2084.7999999999997,328.69999999999993
2018-05-01,768.1,1004.6000000000003,2182.1,389.9
2018-05-02,853.5999999999999,1013.4999999999999,2321.9,265.6000000000001
2018-05-03,1335.3,1222.3999999999999,3269.7000000000003,471.9
2018-05-04,1113.0,1267.3,2974.4999999999995,610.4999999999999
2018-05-05,912.9,1252.2,2652.1,638.3999999999999
2018-05-06,628.9,1200.1,2164.7000000000003,900.9999999999998
2018-05-07,651.9,1249.1,2248.6,1027.1000000000001
2018-05-08,762.0000000000001,1114.4000000000003,2282.7999999999997,848.7000000000002
2018-05-09,689.1,852.0000000000002,1908.6,567.4
2018-05-10,595.0,853.5999999999999,1766.0,430.09999999999997
2018-05-11,906.2,1065.0,2454.0,552.4
2018-05-12,755.6,1094.4,2253.0,422.8
2018-05-13,550.5999999999999,837.0000000000002,1681.0000000000002,466.1
2018-05-14,817.0,1167.3,2420.3999999999996,400.5
2018-05-15,668.5,1183.5,2208.3999999999996,496.59999999999997
2018-05-16,633.8000000000001,882.8,1854.4,545.0000000000001
2018-05-17,624.2000000000002,771.5,1728.9,565.4000000000001
2018-05-18,823.3,1009.2499999999999,2271.9000000000005,532.0
2018-05-19,862.9999999999998,1078.6,2401.8999999999996,617.0
2018-05-20,541.2,798.0999999999999,1627.9000000000003,608.8
2018-05-21,1113.5,1415.8,3122.9999999999995,872.5
2018-05-22,683.8,1151.9,2200.7000000000003,743.4000000000001
2018-05-23,595.3999999999997,936.5,1849.7,692.0
2018-05-24,756.9000000000001,1048.5000000000002,2209.2000000000003,750.1
2018-05-25,987.8000000000002,1271.5000000000002,2785.6,686.6999999999999
2018-05-26,482.9,821.1999999999999,1561.3999999999999,898.7
2018-05-27,506.29999999999995,826.4000000000001,1603.1000000000001,733.9000000000001
2018-05-28,352.40000000000003,724.5000000000001,1264.5000000000002,843.7999999999998
2018-05-29,635.7999999999998,955.1000000000001,1930.4999999999998,572.9999999999999
2018-05-30,995.0999999999999,1039.65,2564.7999999999997,538.9263157894736
2018-05-31,802.3000000000001,1053.6999999999998,2284.2999999999997,617.9368421052633
2018-06-01,884.8000000000002,1060.1999999999998,2416.9,535.2368421052631
2018-06-02,319.6,519.5999999999999,1009.8000000000001,228.70000000000005
2018-06-03,492.00000000000006,703.1999999999998,1458.0,252.79999999999995
2018-06-04,460.20000000000005,679.7999999999998,1385.5999999999997,356.6000000000001
2018-06-05,474.1000000000001,621.8,1348.7,374.20000000000005
2018-06-06,735.2,842.5,1969.5,590.9999999999999
2018-06-07,754.7999999999998,925.1,2082.5,460.50000000000006
2018-06-08,752.0,931.9999999999999,2085.0000000000005,504.80000000000007
2018-06-09,669.0,832.3000000000001,1857.8999999999999,441.69999999999993
2018-06-10,404.7,554.5,1174.7,375.09999999999997
2018-06-11,827.1999999999999,878.7000000000003,2146.6,393.99999999999994
2018-06-12,699.1999999999999,846.7000000000002,1919.1999999999998,339.29999999999995
2018-06-13,1244.9500000000003,1141.1000000000001,3050.2,391.8
2018-06-14,403.6000000000001,568.7,1187.7000000000005,403.1
2018-06-15,601.8000000000002,834.9000000000002,1757.3000000000002,484.09999999999997
2018-06-16,612.9000000000001,738.9,1678.6999999999998,399.3
2018-06-17,346.1,460.49999999999994,991.8000000000001,279.09999999999997
2018-06-18,353.09999999999997,489.00000000000006,1030.4999999999998,312.40000000000003
2018-06-19,605.0,535.4000000000001,1463.2,226.39999999999995
2018-06-20,603.7,521.5999999999999,1447.1,283.40000000000003
2018-06-21,618.5,802.5,1750.8,376.8
2018-06-22,686.0999999999999,884.6,1936.4000000000003,465.7
2018-06-23,470.09999999999997,796.7,1517.3999999999999,456.2999999999999
2018-06-24,544.3000000000001,944.1000000000003,1778.5,538.3000000000001
2018-06-25,746.8000000000001,1376.0,2520.899999999999,599.4999999999999
2018-06-26,938.1999999999998,1196.8,2634.8999999999996,500.7999999999999
2018-06-27,777.9,886.6,2079.7999999999997,544.6999999999999
2018-06-28,690.1000000000001,907.9999999999998,1966.0,596.8
2018-06-29,641.0500000000001,796.6999999999999,1779.3999999999996,534.4
2018-06-30,553.6999999999999,746.8000000000001,1595.8,517.4000000000001
2018-07-01,407.0,858.1999999999999,1482.4,607.8
2018-07-02,642.6999999999999,979.1,1964.5000000000002,590.8
2018-07-03,694.6999999999999,817.6999999999999,1883.0,500.8
2018-07-04,860.4,1132.7,2452.1000000000004,572.3
2018-07-05,795.9,1421.5,2641.8,737.8
2018-07-06,663.5999999999999,1282.5000000000002,2300.2,758.6
2018-07-07,489.30000000000007,1041.0000000000002,1790.8999999999999,795.1000000000003
2018-07-08,388.1,828.5,1423.9,528.4
2018-07-09,821.6,1072.7000000000003,2332.7999999999997,528.0000000000001
2018-07-10,618.4999999999998,708.0999999999999,1656.3,390.20000000000005
2018-07-11,710.4,764.2999999999998,1853.3000000000004,473.98571428571427
2018-07-12,868.3999999999999,1034.3,2365.7000000000007,510.6142857142857
2018-07-13,853.9999999999999,1100.7,2410.2999999999997,487.4999999999999
2018-07-14,822.6999999999999,1232.6,2493.7000000000003,519.6999999999999
2018-07-15,539.9000000000001,1039.2,1867.0000000000002,472.49999999999994
2018-07-16,585.5,975.3,1872.3,490.49999999999994
2018-07-17,389.40000000000003,515.1,1111.8999999999999,383.9999999999999
2018-07-18,1028.85,1154.6,2731.9999999999995,452.0
2018-07-19,1216.0000000000002,1346.6000000000001,3210.9000000000005,500.2000000000001
2018-07-20,1104.1000000000001,1449.8000000000004,3142.6,509.6
2018-07-21,516.9,1146.1,1939.1999999999998,543.8
2018-07-22,367.6000000000001,759.0000000000002,1322.6,380.4999999999999
2018-07-23,808.8000000000001,1121.8999999999999,2362.3,468.2
2018-07-24,687.1000000000001,995.6999999999998,2049.0,483.69999999999993
2018-07-25,791.5,1200.2999999999997,2413.5,532.6999999999999
2018-07-26,889.2000000000002,1357.9,2721.4,809.5
2018-07-27,781.6000000000001,1094.3999999999999,2292.7000000000003,625.0
2018-07-28,366.4,449.99999999999994,1011.8999999999999,457.2
2018-07-29,478.6999999999999,455.1999999999999,1189.0999999999997,248.2
2018-07-30,906.2,710.4999999999999,2100.1,333.0
2018-07-31,806.0,876.3,2111.9,337.8999999999999
2018-08-01,1052.6,1004.0,2618.2,405.70000000000005
2018-08-02,887.6999999999998,1030.4,2391.6,408.6
2018-08-03,852.1000000000001,1102.6000000000001,2409.7000000000003,506.2
2018-08-04,670.2000000000002,829.1,1857.1000000000001,336.70000000000005
2018-08-05,517.9000000000001,639.8,1434.2,349.8
2018-08-06,968.4,1425.2,2909.9,582.4
2018-08-07,674.4999999999999,1137.3,2171.1,543.0
2018-08-08,518.4,643.3000000000001,1438.6000000000001,317.2
2018-08-09,1140.3999999999999,1010.6,2759.3,337.3999999999999
2018-08-10,862.0999999999999,850.8000000000002,2172.3,294.9
2018-08-11,1078.6000000000004,972.0999999999999,2625.7000000000003,319.8
2018-08-12,591.3000000000001,724.4,1631.0999999999997,322.40000000000003
2018-08-13,408.0,648.6999999999999,1274.3,310.45
2018-08-14,336.50000000000006,549.6,1065.6,311.20000000000005
2018-08-15,511.1,622.6999999999998,1406.6,349.40000000000003
2018-08-16,852.8000000000001,822.1999999999999,2129.8999999999996,355.70000000000005
2018-08-17,867.85,725.1999999999998,2055.7999999999993,380.9
2018-08-18,567.4,643.0,1513.1000000000001,364.0
2018-08-19,225.89999999999998,353.8,699.9999999999999,272.2
2018-08-20,658.1,775.3000000000001,1784.1000000000004,310.20000000000005
2018-08-21,1084.2,1139.2999999999997,2801.7000000000003,386.9
2018-08-22,1025.6000000000001,998.4000000000002,2570.3999999999996,376.1000000000001
2018-08-23,584.1999999999999,653.5000000000001,1548.5999999999997,325.99999999999994
2018-08-24,365.29999999999995,533.3,1092.8999999999999,306.6
2018-08-25,913.8000000000001,887.4,2288.4999999999995,350.6
2018-08-26,754.8999999999999,764.8,1922.2,284.2
2018-08-27,218.40000000000003,346.9,681.4000000000001,273.59999999999997
2018-08-28,1444.1999999999998,1208.3000000000002,3422.6,448.0
2018-08-29,958.6,1092.1000000000001,2561.7000000000007,427.3
2018-08-30,1046.3000000000002,1030.3,2634.6,515.4
2018-08-31,1281.4500000000003,1198.7499999999998,3163.65,581.2999999999998
2018-09-01,1014.4000000000002,1122.5000000000002,2678.1,562.0999999999999
2018-09-02,594.2,931.7,1843.1,590.9
2018-09-03,1314.4999999999998,1451.9000000000003,3467.7000000000003,739.4
2018-09-04,873.6999999999998,1246.8000000000002,2586.0,594.2000000000003
2018-09-05,1043.1,1224.3,2823.7000000000003,526.5
2018-09-06,663.7,939.8,1957.5,548.3000000000001
2018-09-07,481.29999999999995,723.3000000000002,1461.5,371.59999999999997
2018-09-08,959.7000000000002,1052.2,2523.9999999999995,354.6
2018-09-09,339.4,625.6,1145.6,368.1
2018-09-10,460.89999999999986,615.5,1322.1000000000001,418.59999999999997
2018-09-11,625.6,625.8,1585.6000000000001,413.4
2018-09-12,1156.0000000000002,1063.3999999999999,2835.5,363.2
2018-09-13,1601.5000000000002,1033.8,3489.1999999999994,554.5999999999999
2018-09-14,960.4,819.0,2292.3,507.2999999999999
2018-09-15,686.5,750.3,1802.6000000000004,469.30000000000007
2018-09-16,448.6000000000001,662.9000000000002,1350.6000000000001,417.0
2018-09-17,886.8999999999999,1089.8,2449.8,541.6999999999999
2018-09-18,458.69999999999993,600.0000000000001,1303.3,494.99999999999994
2018-09-19,500.1,586.0999999999999,1352.8999999999999,587.6
2018-09-20,575.0000000000001,620.3,1501.6999999999998,685.4
2018-09-21,230.19999999999996,336.29999999999995,689.4000000000001,315.2
2018-09-22,741.0999999999999,761.1999999999999,1897.5999999999997,347.3
2018-09-23,649.1,772.0,1767.5,252.99999999999997
2018-09-24,1578.5,1218.9,3638.9,416.5
2018-09-25,2107.2,1455.3,4685.700000000001,553.0999999999999
2018-09-26,1550.9,1479.6000000000001,3858.1000000000004,610.1999999999998
2018-09-27,1744.7000000000003,1514.2000000000003,4189.2,708.9000000000001
2018-09-28,621.75,810.4499999999999,1763.9,412.2160000000001
2018-09-29,1847.5999999999997,1351.6000000000004,4184.6,493.5977142857142
2018-09-30,673.3000000000001,895.1,1927.0000000000002,553.8308571428572
2018-10-01,652.8000000000001,878.5,1879.2,614.064
2018-10-02,286.19999999999993,542.6000000000001,981.4,674.297142857143
2018-10-03,1306.5,1005.1999999999999,3008.4,734.5302857142858
2018-10-04,1561.1000000000001,1026.4,3420.2,794.7634285714284
2018-10-05,1615.9,1407.6000000000001,3885.3000000000006,798.7005714285715
2018-10-06,921.0999999999998,1020.9,2433.7999999999997,293.3999999999999
2018-10-07,908.9,938.6,2332.2000000000003,321.69999999999993
2018-10-08,994.3000000000001,1053.9,2578.8,333.9
2018-10-09,1568.3000000000002,1516.9000000000003,3921.7999999999997,556.3000000000001
2018-10-10,1246.6499999999996,1315.8500000000001,3227.6000000000004,1033.4999999999998
2018-10-11,967.9,996.0999999999999,2479.9999999999995,560.6000000000001
2018-10-12,814.3000000000001,908.3000000000001,2156.8999999999996,618.5999999999998
2018-10-13,603.9,767.2000000000002,1692.6999999999998,433.09999999999997
2018-10-14,427.6,665.1000000000001,1320.4999999999995,203.99999999999991
2018-10-15,935.8000000000001,987.1000000000001,2422.2,385.6
2018-10-16,1397.9000000000003,1071.3999999999999,3214.8999999999996,678.0999999999998
2018-10-17,1627.2000000000003,1353.6499999999996,3848.2000000000003,456.40000000000003
2018-10-18,808.9,944.6,2184.6,470.4
2018-10-19,2742.1,1524.6000000000001,5729.2,726.5999999999999
2018-10-20,2235.0,1272.3,4698.8,728.5000000000001
2018-10-21,984.8000000000002,901.5,2411.2,503.0999999999999
2018-10-22,1741.6999999999996,1255.5,3926.2000000000003,524.3
2018-10-23,517.3,885.2000000000002,1678.6,513.5
2018-10-24,859.6999999999999,995.5000000000001,2313.8999999999996,546.8
2018-10-25,730.1,1023.9000000000002,2143.2999999999997,534.5000000000001
2018-10-26,463.29999999999995,844.0999999999999,1554.3,324.00000000000006
2018-10-27,865.4999999999999,1023.5,2350.5999999999995,218.29999999999998
2018-10-28,459.7,616.3,1321.0,187.60000000000002
2018-10-29,1683.0999999999997,1142.5,3723.2,325.4000000000001
2018-10-30,522.8000000000001,810.3000000000001,1612.5,320.9
2018-10-31,1998.8000000000002,1294.2,4359.1,534.6999999999999
2018-11-01,1599.7999999999997,1249.2,3702.7000000000003,389.4000000000001
2018-11-02,2497.7000000000003,1473.6000000000001,5303.5,710.1000000000001
2018-11-03,1464.3000000000002,1458.6999999999996,3703.799999999999,556.7
2018-11-04,833.5000000000001,862.7,2140.7,583.3
2018-11-05,1660.3999999999999,1005.0999999999999,3550.7999999999997,1047.4
2018-11-06,1402.15,1033.45,3183.7000000000003,633.95
2018-11-07,1041.8,791.8000000000001,2388.7000000000003,321.40000000000003
2018-11-08,1324.0000000000002,1188.4,3219.2000000000007,534.4
2018-11-09,1088.1999999999998,874.5000000000002,2542.8,496.1
2018-11-10,1095.2,1119.5,2798.9999999999995,430.80000000000007
2018-11-11,630.4000000000001,792.7999999999998,1759.0999999999997,327.7
2018-11-12,1394.5999999999997,1273.4999999999998,3411.8,408.6
2018-11-13,946.4000000000001,1046.5,2497.4,463.2999999999999
2018-11-14,1498.9000000000003,1255.3000000000002,3553.4,605.5
2018-11-15,1574.4,1070.2,3484.1000000000004,744.4
2018-11-16,1678.2999999999995,1004.6999999999999,3578.4999999999995,435.80000000000007
2018-11-17,1239.9999999999998,1162.8,3064.0999999999995,703.6500000000001
2018-11-18,804.0000000000001,997.1999999999999,2229.9,626.3
2018-11-19,798.1000000000001,839.9,2063.7,339.29999999999995
2018-11-20,1133.6,1065.7,2803.6000000000004,372.1000000000001
2018-11-21,1751.1,1190.6000000000001,3874.9999999999995,595.5999999999999
2018-11-22,3776.8,1636.5999999999997,7427.700000000001,1162.6000000000001
2018-11-23,2249.3,1403.5999999999997,4851.999999999999,986.3000000000001
2018-11-24,1288.1000000000001,1233.7,3208.7000000000003,783.8
2018-11-25,600.3,815.1000000000001,1735.4,517.0999999999999
2018-11-26,1541.3,1297.4,3660.9,479.5000000000001
2018-11-27,1568.9,1271.3999999999999,3676.9000000000005,432.80000000000007
2018-11-28,799.3000000000001,930.4999999999999,2155.7999999999997,317.59999999999997
2018-11-29,713.0,884.6999999999998,1977.8999999999999,404.19999999999993
2018-11-30,990.5,1160.7,2679.900000000001,497.8999999999999
2018-12-01,796.7,995.2999999999998,2216.6,282.2
2018-12-02,216.29999999999998,342.6000000000001,674.3,149.20000000000002
2018-12-03,390.20000000000005,740.2,1338.8,414.7000000000001
2018-12-04,2663.6999999999994,1676.5000000000002,5760.400000000001,573.5000000000001
2018-12-05,1343.8000000000002,1150.8999999999999,3211.1000000000004,325.29999999999995
2018-12-06,495.0999999999999,740.1,1499.2999999999997,257.5
2018-12-07,320.3,555.1999999999999,1046.0,324.2351351351351
2018-12-08,194.39999999999998,328.2,625.9999999999999,426.8648648648648
2018-12-09,164.89999999999998,444.9,698.0,398.3243243243243
2018-12-10,726.8,1065.1,2179.8,369.78378378378386
2018-12-11,2590.3999999999996,1440.4999999999998,5412.700000000001,341.24324324324317
2018-12-12,1179.8,1022.1000000000001,2831.4999999999995,312.7027027027027
2018-12-13,1471.4999999999998,1133.1999999999998,3389.7000000000003,284.1621621621622
2018-12-14,2033.3999999999999,1310.3,4428.300000000001,255.6216216216216
2018-12-15,772.1999999999998,671.3999999999999,1855.9999999999998,227.08108108108107
2018-12-16,869.0,1027.3,2360.0,198.54054054054055
2018-12-17,1013.6999999999999,1079.3,2633.8,170.0
2018-12-18,883.1999999999999,894.6,2249.3,141.45945945945942
2018-12-19,1182.0999999999997,1349.0,3161.7000000000003,112.9189189189189
2018-12-20,588.5,857.5,1759.6,84.37837837837837
2018-12-21,244.8,461.09999999999997,836.5999999999999,329.3837837837838
2018-12-22,291.90000000000003,571.3000000000001,1018.9000000000001,304.49999999999994
2018-12-23,505.0,764.0000000000002,1538.4999999999998,175.1
2018-12-24,1940.1000000000001,1402.5,4377.8,474.19999999999993
2018-12-25,728.0000000000001,962.0999999999999,2078.6000000000004,396.7000000000001
2018-12-26,1116.6000000000001,1122.4,2834.1000000000004,431.40000000000003
2018-12-27,4045.7000000000003,1718.2,7921.1,904.4
2018-12-28,2248.7000000000003,1400.9999999999998,4848.8,676.8
2018-12-29,415.2999999999999,749.3,1385.8000000000002,341.69999999999993
2018-12-30,323.29999999999995,726.9000000000001,1222.6000000000001,247.0
2018-12-31,429.90000000000003,799.6999999999999,1459.1000000000001,421.9
2019-01-01,291.40000000000003,654.6,1101.7,387.3
2019-01-02,1074.6000000000001,1373.3999999999999,3021.0000000000005,420.70000000000005
2019-01-03,1274.1000000000001,1482.3000000000002,3436.1,433.0
2019-01-04,1680.1000000000001,1750.7,4326.8,827.2999999999998
2019-01-05,817.3,1369.5,2623.2,605.5999999999999
2019-01-06,523.6,1125.9,1928.6999999999998,552.9
2019-01-07,350.0999999999999,746.5999999999998,1283.5,410.90000000000003
2019-01-08,699.1,1212.5,2284.2,550.7
2019-01-09,1039.0,1468.5000000000002,3061.4000000000005,410.79999999999995
2019-01-10,1531.8,1580.3999999999999,3928.8999999999996,769.3
2019-01-11,1554.4,1580.9999999999998,3964.7000000000003,607.3
2019-01-12,212.09999999999997,535.0,859.8,241.4
2019-01-13,124.40000000000002,331.70000000000005,522.3,241.60000000000002
2019-01-14,552.9,995.7999999999998,1843.7,443.09999999999997
2019-01-15,593.1000000000001,895.9000000000001,1805.6,302.40000000000003
2019-01-16,699.15,948.3,2020.3,254.8
2019-01-17,939.5,1290.1000000000001,2730.4,391.99999999999994
2019-01-18,1971.6999999999998,1568.2,4591.800000000002,598.4000000000001
2019-01-19,949.6999999999999,918.7,2375.4,474.7
2019-01-20,1445.9,1351.7000000000003,3568.9,731.3000000000001
2019-01-21,3295.7,1755.8999999999999,6809.2,1035.1
2019-01-22,867.5,1187.6999999999998,2517.6000000000004,329.38399999999996
2019-01-23,1514.1,1452.8999999999999,3774.7,381.264
2019-01-24,2572.8,1827.4000000000003,5772.6,397.39200000000005
2019-01-25,1000.9,1037.1000000000001,2572.1000000000004,412.26
2019-01-26,316.19999999999993,518.1999999999999,1003.1,297.4
2019-01-27,128.3,349.5,545.9,270.8
2019-01-28,908.0999999999999,1148.2,2540.8,448.9
2019-01-29,1644.8,1586.3,4108.500000000001,503.6
2019-01-30,1696.4999999999998,1368.8999999999999,3970.0,492.6
2019-01-31,1885.058139534884,1348.7424418604653,4239.191860465117,585.7
2019-02-01,970.7162790697671,1135.83488372093,2623.8837209302324,319.8999999999999
2019-02-02,882.306976744186,1100.6720930232557,2453.093023255815,411.79999999999995
2019-02-03,793.8976744186047,1065.5093023255815,2282.302325581395,458.3
2019-02-04,705.4883720930231,1030.3465116279071,2111.5116279069766,292.19999999999993
2019-02-05,617.079069767442,995.1837209302327,1940.7209302325575,370.2000000000001
2019-02-06,528.6697674418602,960.0209302325582,1769.9302325581393,384.70000000000005
2019-02-07,533.2837209302326,992.8401162790699,1809.9662790697676,357.7
2019-02-08,442.50000000000006,631.3999999999999,1309.8999999999999,349.70000000000005
2019-02-09,352.3,536.4000000000001,1076.4,378.79999999999995
2019-02-10,247.4,612.2,991.4,157.9
