MeasurementDateGMT,Greenwich - Falconwood FDMS: PM2.5 Particulate (ug/m3)
2020-11-06,928.4999999999999
2020-11-07,810.7000000000002
2020-11-08,753.3
2020-11-09,324.90000000000003
2020-11-10,260.59999999999997
2020-11-11,194.40000000000003
2020-11-12,158.20000000000002
2020-11-13,211.20000000000002
2020-11-14,242.3
2020-11-15,140.60000000000002
2020-11-16,164.99999999999997
2020-11-17,156.0
2020-11-18,203.4570135746606
2020-11-19,202.41447963800903
2020-11-20,201.37194570135745
2020-11-21,200.32941176470587
2020-11-22,199.2868778280543
2020-11-23,198.2443438914027
2020-11-24,197.2018099547511
2020-11-25,196.1592760180995
2020-11-26,195.1167420814479
2020-11-27,194.07420814479633
2020-11-28,193.03167420814475
2020-11-29,191.98914027149317
2020-11-30,190.94660633484162
2020-12-01,189.90407239819004
2020-12-02,188.86153846153846
2020-12-03,187.81900452488688
2020-12-04,186.7764705882353
2020-12-05,185.73393665158372
2020-12-06,184.69140271493214
2020-12-07,183.64886877828056
2020-12-08,182.60633484162898
2020-12-09,181.56380090497737
2020-12-10,180.5212669683258
2020-12-11,179.4787330316742
2020-12-12,178.43619909502263
2020-12-13,177.39366515837105
2020-12-14,176.35113122171947
2020-12-15,175.3085972850679
2020-12-16,174.2660633484163
2020-12-17,173.22352941176473
2020-12-18,172.18099547511315
2020-12-19,171.13846153846157
2020-12-20,170.09592760181
2020-12-21,169.05339366515838
2020-12-22,168.0108597285068
2020-12-23,166.96832579185522
2020-12-24,163.54389140271493
2020-12-25,190.39999999999998
2020-12-26,123.6
2020-12-27,156.3
2020-12-28,277.5
2020-12-29,312.7
2020-12-30,357.49999999999994
2020-12-31,404.79999999999995
2021-01-01,529.1999999999999
2021-01-02,206.70000000000002
2021-01-03,218.29999999999998
2021-01-04,143.70000000000002
2021-01-05,135.8
2021-01-06,172.29999999999995
2021-01-07,438.59999999999997
2021-01-08,459.79999999999995
2021-01-09,447.29999999999995
2021-01-10,376.1
2021-01-11,163.7
2021-01-12,156.89999999999998
2021-01-13,314.9
2021-01-14,154.3
2021-01-15,404.9
2021-01-16,213.99999999999997
2021-01-17,170.3
2021-01-18,159.90000000000003
2021-01-19,137.9
2021-01-20,176.9
2021-01-21,150.7
2021-01-22,186.5
2021-01-23,246.00000000000003
2021-01-24,243.60000000000002
2021-01-25,258.1
2021-01-26,170.40000000000003
2021-01-27,265.5
2021-01-28,141.7
2021-01-29,149.60000000000002
2021-01-30,204.0
2021-01-31,263.0
2021-02-01,367.6999999999999
2021-02-02,213.8
2021-02-03,163.59999999999997
2021-02-04,181.79999999999995
2021-02-05,174.90000000000003
2021-02-06,282.50000000000006
2021-02-07,164.40000000000003
2021-02-08,181.10000000000002
2021-02-09,172.00000000000003
2021-02-10,186.39999999999998
2021-02-11,343.69999999999993
2021-02-12,321.79999999999995
2021-02-13,265.79999999999995
2021-02-14,276.70000000000005
2021-02-15,201.39999999999992
2021-02-16,192.98711656441716
2021-02-17,264.839263803681
2021-02-18,252.82453987730065
2021-02-19,240.8098159509203
2021-02-20,228.79509202453988
2021-02-21,216.78036809815953
2021-02-22,204.76564417177917
2021-02-23,208.49815950920245
2021-02-24,288.0
2021-02-25,275.09999999999997
2021-02-26,311.0
2021-02-27,539.0
2021-02-28,467.7
2021-03-01,663.0999999999999
2021-03-02,880.1
2021-03-03,793.1000000000003
2021-03-04,317.8
2021-03-05,203.39999999999998
2021-03-06,251.00000000000006
2021-03-07,406.90000000000003
2021-03-08,616.4000000000001
2021-03-09,399.59999999999997
2021-03-10,327.49999999999994
2021-03-11,219.70000000000005
2021-03-12,189.79999999999998
2021-03-13,181.89999999999995
2021-03-14,176.7
2021-03-15,280.20000000000005
2021-03-16,276.70000000000005
2021-03-17,292.3999999999999
2021-03-18,311.1
2021-03-19,219.10000000000005
2021-03-20,328.3
2021-03-21,274.59999999999997
2021-03-22,434.49999999999994
2021-03-23,434.59999999999997
2021-03-24,427.9
2021-03-25,228.40000000000003
2021-03-26,207.89999999999998
2021-03-27,200.4
2021-03-28,239.80000000000004
2021-03-29,280.5
2021-03-30,382.45
2021-03-31,579.9
2021-04-01,514.0999999999999
2021-04-02,192.89999999999998
2021-04-03,255.59999999999997
2021-04-04,341.19999999999993
2021-04-05,208.39999999999998
2021-04-06,153.3
2021-04-07,182.29999999999998
2021-04-08,209.39999999999998
2021-04-09,226.80000000000004
2021-04-10,217.09999999999997
2021-04-11,211.2
2021-04-12,282.6
2021-04-13,334.5
2021-04-14,332.5
2021-04-15,224.9
2021-04-16,286.79999999999995
2021-04-17,279.00000000000006
2021-04-18,267.70000000000005
2021-04-19,508.8
2021-04-20,885.7999999999998
2021-04-21,696.4000000000001
2021-04-22,275.1
2021-04-23,324.8
2021-04-24,358.7
2021-04-25,233.2
2021-04-26,222.99999999999997
2021-04-27,430.69999999999993
2021-04-28,455.8000000000001
2021-04-29,275.3
2021-04-30,354.50000000000006
2021-05-01,355.49999999999994
2021-05-02,453.0999999999999
2021-05-03,250.49999999999997
2021-05-04,192.60000000000002
2021-05-05,196.7
2021-05-06,235.99999999999997
2021-05-07,244.19999999999996
2021-05-08,249.10000000000002
2021-05-09,256.78461538461534
2021-05-10,246.31538461538466
2021-05-11,275.8
2021-05-12,258.3
2021-05-13,357.54999999999995
2021-05-14,370.5
2021-05-15,301.07440944881887
2021-05-16,212.32677165354332
2021-05-17,220.8307086614173
2021-05-18,229.33464566929135
2021-05-19,237.8385826771654
2021-05-20,246.34251968503935
2021-05-21,254.84645669291336
2021-05-22,263.3503937007874
2021-05-23,271.85433070866145
2021-05-24,280.3582677165354
2021-05-25,288.8622047244094
2021-05-26,297.36614173228344
2021-05-27,305.8700787401575
2021-05-28,314.37401574803147
2021-05-29,322.8779527559054
2021-05-30,331.38188976377955
2021-05-31,339.88582677165357
2021-06-01,348.3897637795275
2021-06-02,356.8937007874016
2021-06-03,365.3976377952756
2021-06-04,373.90157480314963
2021-06-05,363.4921259842519
2021-06-06,352.59999999999997
2021-06-07,343.0000000000001
2021-06-08,333.4
2021-06-09,315.67500000000007
2021-06-10,252.95
2021-06-11,196.875
2021-06-12,300.90000000000003
2021-06-13,379.49999999999994
2021-06-14,335.9999999999999
2021-06-15,303.50000000000006
2021-06-16,357.80000000000007
2021-06-17,381.50000000000006
2021-06-18,222.50000000000006
2021-06-19,226.4
2021-06-20,256.40000000000003
2021-06-21,230.1
2021-06-22,235.5
2021-06-23,276.6
2021-06-24,370.70000000000005
2021-06-25,233.89999999999995
2021-06-26,330.79999999999995
2021-06-27,569.3000000000002
2021-06-28,418.6
2021-06-29,348.40000000000003
2021-06-30,12.5
