MeasurementDateGMT,Kensington and Chelsea - North Ken FIDAS: PM10 Particulate (ug/m3),Kensington and Chelsea - North Ken FIDAS: PM2.5 Particulate (ug/m3)
2019-12-03,433.6999999999999,314.2
2019-12-04,633.2,473.4000000000001
2019-12-05,526.3000000000001,422.59999999999997
2019-12-06,110.80000000000001,62.6
2019-12-07,197.6,111.69999999999999
2019-12-08,251.10000000000005,139.2
2019-12-09,264.4,137.29999999999998
2019-12-10,263.20000000000005,153.80000000000004
2019-12-11,260.50000000000006,129.70000000000002
2019-12-12,172.60000000000002,100.3
2019-12-13,245.00000000000003,134.0
2019-12-14,312.4000000000001,161.70000000000002
2019-12-15,234.60000000000002,121.7
2019-12-16,221.20000000000002,118.2
2019-12-17,253.10000000000002,199.80000000000004
2019-12-18,303.0,198.7
2019-12-19,349.69999999999993,184.4
2019-12-20,115.90000000000002,80.10000000000001
2019-12-21,189.50000000000003,108.2
2019-12-22,206.2,132.00000000000003
2019-12-23,292.70000000000005,157.60000000000002
2019-12-24,286.5,167.70000000000002
2019-12-25,258.29999999999995,183.79999999999998
2019-12-26,244.90000000000006,166.5
2019-12-27,344.90000000000003,292.79999999999995
2019-12-28,391.59999999999997,338.90000000000003
2019-12-29,425.20000000000005,366.09999999999997
2019-12-30,522.9000000000001,448.2
2019-12-31,611.1,505.8
2020-01-01,876.9000000000001,772.0
2020-01-02,230.6,166.6
2020-01-03,231.50000000000003,128.4
2020-01-04,239.7,151.29999999999998
2020-01-05,128.60000000000002,91.29999999999998
2020-01-06,269.0,164.9
2020-01-07,348.59999999999997,204.10000000000002
2020-01-08,465.50000000000006,274.6
2020-01-09,181.0,96.9
2020-01-10,208.3,145.50000000000003
2020-01-11,276.5,149.9
2020-01-12,136.6,82.39999999999999
2020-01-13,201.70000000000005,107.79999999999998
2020-01-14,220.8,121.19999999999999
2020-01-15,205.8,105.69999999999999
2020-01-16,277.1,150.99999999999997
2020-01-17,170.29999999999998,95.39999999999998
2020-01-18,322.8999999999999,185.9
2020-01-19,482.7999999999999,340.1
2020-01-20,787.6999999999999,597.6999999999999
2020-01-21,877.8000000000001,676.2
2020-01-22,690.2,554.2
2020-01-23,375.49999999999994,306.9
2020-01-24,423.2,340.4000000000001
2020-01-25,652.1,477.00000000000006
2020-01-26,520.4,330.2
2020-01-27,169.79999999999998,90.20000000000002
2020-01-28,154.0,74.5
2020-01-29,336.40000000000003,173.4
2020-01-30,147.9,87.50000000000001
2020-01-31,70.8,40.2
2020-02-01,307.2,163.2
2020-02-02,348.0,211.50000000000003
2020-02-03,356.90000000000003,190.50000000000003
2020-02-04,296.8999999999999,153.70000000000002
2020-02-05,609.6000000000001,383.50000000000006
2020-02-06,586.9999999999999,428.59999999999997
2020-02-07,684.1999999999999,507.99999999999994
2020-02-08,350.4,190.20000000000002
2020-02-09,228.30000000000004,136.3
2020-02-10,224.20000000000005,117.50000000000001
2020-02-11,277.39999999999986,132.2
2020-02-12,217.30000000000004,107.9
2020-02-13,161.2,91.9
2020-02-14,337.59999999999997,196.1
2020-02-15,100.39999999999998,68.1
2020-02-16,89.10000000000001,51.300000000000004
2020-02-17,341.3999999999999,156.0
2020-02-18,206.69999999999996,105.89999999999999
2020-02-19,270.40000000000003,150.1
2020-02-20,125.50000000000001,67.60000000000001
2020-02-21,358.8,180.80000000000004
2020-02-22,334.79999999999995,194.60000000000002
2020-02-23,114.0,71.3
2020-02-24,107.10000000000002,61.900000000000006
2020-02-25,151.6,72.4
2020-02-26,200.10000000000002,92.89999999999999
2020-02-27,185.10000000000005,102.19999999999999
2020-02-28,212.39999999999995,112.4
2020-02-29,379.70000000000016,167.6
2020-03-01,213.40000000000003,110.4
2020-03-02,161.5,83.6
2020-03-03,278.70000000000005,141.99999999999997
2020-03-04,301.0,182.4
2020-03-05,283.70000000000005,225.8
2020-03-06,397.1000000000001,243.7
2020-03-07,435.0999999999999,298.4000000000001
2020-03-08,193.0,115.10000000000001
2020-03-09,221.20000000000002,119.1
2020-03-10,45.6,19.3
2020-03-11,131.7,67.1
2020-03-12,277.7,134.89999999999998
2020-03-13,302.70000000000005,153.6
2020-03-14,167.9,103.0
2020-03-15,139.99999999999997,88.10000000000001
2020-03-16,253.10000000000002,149.85
2020-03-17,281.90000000000003,150.59999999999997
2020-03-18,274.1,155.20000000000002
2020-03-19,319.6,251.1
2020-03-20,232.10000000000002,130.99999999999997
2020-03-21,318.20000000000005,163.6
2020-03-22,399.6,237.2
2020-03-23,502.60000000000014,278.70000000000005
2020-03-24,462.7,305.9
2020-03-25,735.8000000000001,505.6000000000001
2020-03-26,905.8000000000003,663.8
2020-03-27,936.2999999999998,684.5000000000001
2020-03-28,508.60000000000014,333.2
2020-03-29,316.6999999999999,141.99999999999997
2020-03-30,229.0,122.2
2020-03-31,309.90000000000003,165.20000000000002
2020-04-01,302.19999999999993,185.6
2020-04-02,202.0,121.9
2020-04-03,288.5,174.7
2020-04-04,316.7,242.89999999999998
2020-04-05,331.6,222.20000000000002
2020-04-06,238.70000000000002,140.79999999999998
2020-04-07,447.0999999999999,274.1
2020-04-08,1092.3999999999999,807.3999999999999
2020-04-09,1204.8999999999999,962.8999999999999
2020-04-10,873.3999999999999,658.8999999999999
2020-04-11,648.5,462.50000000000006
2020-04-12,604.5999999999999,451.79999999999995
2020-04-13,341.8999999999999,178.69999999999996
2020-04-14,316.20000000000005,179.6
2020-04-15,608.4000000000001,407.7
2020-04-16,1116.0000000000002,804.3999999999997
2020-04-17,402.99999999999994,229.3
2020-04-18,490.20000000000005,325.9
2020-04-19,387.29999999999995,222.0
2020-04-20,504.2,211.70000000000002
2020-04-21,651.5,248.1
2020-04-22,672.5999999999999,325.90000000000003
2020-04-23,753.6,434.6000000000001
2020-04-24,661.1000000000001,409.7
2020-04-25,394.8999999999999,281.09999999999997
2020-04-26,358.6,268.1
2020-04-27,538.4000000000001,374.8
2020-04-28,155.0,112.8
2020-04-29,223.5,140.00000000000003
2020-04-30,197.39999999999998,95.59999999999998
2020-05-01,174.69999999999996,97.6
2020-05-02,143.0,85.80000000000001
2020-05-03,207.29999999999995,138.9
2020-05-04,271.9,186.4
2020-05-05,255.10000000000002,120.60000000000001
2020-05-06,388.49999999999994,221.7
2020-05-07,424.30000000000007,278.0
2020-05-08,397.7999999999999,289.8
2020-05-09,737.7,572.2
2020-05-10,494.19999999999993,318.0
2020-05-11,269.79999999999995,102.8
2020-05-12,252.90000000000003,118.89999999999999
2020-05-13,228.39999999999998,105.20000000000002
2020-05-14,178.90000000000003,82.7
2020-05-15,282.59999999999997,148.4
2020-05-16,206.0,123.40000000000002
2020-05-17,215.7,128.3
2020-05-18,232.79999999999995,110.50000000000001
2020-05-19,195.19999999999996,88.39999999999998
2020-05-20,223.79999999999998,110.39999999999999
2020-05-21,293.90000000000003,136.3
2020-05-22,442.29999999999995,204.8
2020-05-23,379.20000000000005,172.1
2020-05-24,321.09999999999997,190.70000000000002
2020-05-25,285.70000000000005,182.09999999999997
2020-05-26,305.40000000000003,157.1
2020-05-27,314.0000000000001,152.39999999999998
2020-05-28,285.7000000000001,129.10000000000002
2020-05-29,330.8000000000001,143.20000000000002
2020-05-30,335.2,178.3
2020-05-31,280.4,132.10000000000002
2020-06-01,290.70000000000005,112.49999999999999
2020-06-02,325.6000000000001,129.0
2020-06-03,379.09999999999997,195.00000000000006
2020-06-04,206.4,98.30000000000001
2020-06-05,176.30000000000004,65.79999999999998
2020-06-06,165.7,88.3
2020-06-07,139.0,90.2
2020-06-08,259.8,145.2
2020-06-09,276.09999999999997,162.3
2020-06-10,311.7,214.29999999999998
2020-06-11,329.8000000000001,245.1
2020-06-12,515.3,407.4
2020-06-13,227.1,136.29999999999998
2020-06-14,259.09999999999997,195.00000000000003
2020-06-15,185.30000000000004,115.10000000000001
2020-06-16,179.7,111.69999999999999
2020-06-17,264.8,162.6
2020-06-18,147.40000000000003,97.80000000000003
2020-06-19,182.1,108.89999999999999
2020-06-20,159.5,100.10000000000002
2020-06-21,193.5,107.5
2020-06-22,318.4,166.9
2020-06-23,334.2,175.89999999999998
2020-06-24,515.0000000000001,261.3
2020-06-25,498.09999999999997,228.99999999999997
2020-06-26,393.40000000000003,250.5
2020-06-27,197.1,108.99999999999999
2020-06-28,177.79999999999998,86.39999999999999
2020-06-29,336.7,122.49999999999997
2020-06-30,151.4,77.70000000000002
2020-07-01,129.09999999999997,62.800000000000004
2020-07-02,141.6,73.7
2020-07-03,233.8,113.10000000000001
2020-07-04,143.20000000000002,82.5
2020-07-05,235.7,105.89999999999999
2020-07-06,269.49999999999994,118.00000000000001
2020-07-07,244.50000000000003,117.40000000000002
2020-07-08,137.39999999999998,77.39999999999999
2020-07-09,151.20000000000002,84.8
2020-07-10,147.9,60.39999999999999
2020-07-11,165.29999999999998,88.69999999999999
2020-07-12,204.89999999999998,132.00000000000003
2020-07-13,181.39999999999998,75.89999999999999
2020-07-14,194.4,97.10000000000001
2020-07-15,175.0,80.6
2020-07-16,187.4,79.3
2020-07-17,350.3,126.60000000000002
2020-07-18,205.7,100.70000000000002
2020-07-19,121.89999999999999,69.9
2020-07-20,202.20000000000002,92.30000000000001
2020-07-21,223.7,96.5
2020-07-22,250.0,106.40000000000002
2020-07-23,277.9,107.19999999999999
2020-07-24,186.70000000000002,89.49999999999999
2020-07-25,129.1,82.1
2020-07-26,217.9,104.09999999999998
2020-07-27,203.3,112.14999999999998
2020-07-28,199.70000000000002,75.39999999999998
2020-07-29,224.50000000000003,105.50000000000001
2020-07-30,237.0,100.89999999999999
2020-07-31,829.5999999999999,287.70000000000005
2020-08-01,217.89999999999995,100.19999999999997
2020-08-02,150.3,70.89999999999999
2020-08-03,179.4,67.10000000000001
2020-08-04,262.99999999999994,101.80000000000004
2020-08-05,174.39999999999998,66.1
2020-08-06,167.4,72.30000000000001
2020-08-07,503.0999999999999,218.6
2020-08-08,607.6999999999999,301.5
2020-08-09,619.4999999999999,419.0
2020-08-10,742.1999999999999,447.79999999999995
2020-08-11,948.5777777777779,647.9148148148146
2020-08-12,932.2222222222223,605.3851851851853
2020-08-13,655.1000000000001,484.0
2020-08-14,374.6,245.0
2020-08-15,406.20000000000005,312.8
2020-08-16,518.7,418.0
2020-08-17,191.49999999999994,108.3
2020-08-18,144.59999999999997,77.3
2020-08-19,163.3,85.9
2020-08-20,401.20000000000005,183.90000000000003
2020-08-21,403.49999999999994,188.79999999999998
2020-08-22,239.4,120.59999999999998
2020-08-23,174.7,94.00000000000001
2020-08-24,158.79999999999998,83.7
2020-08-25,169.3,86.60000000000001
2020-08-26,173.79999999999998,86.2
2020-08-27,255.20000000000002,142.0
2020-08-28,140.10000000000002,74.2
2020-08-29,181.0,90.30000000000001
2020-08-30,255.8,123.00000000000003
2020-08-31,236.7,143.9
2020-09-01,327.40000000000003,205.20000000000002
2020-09-02,246.6,149.20000000000002
2020-09-03,182.69999999999996,111.20000000000002
2020-09-04,270.09999999999997,137.50000000000003
2020-09-05,249.1,136.6
2020-09-06,221.5,139.59999999999997
2020-09-07,227.70000000000005,131.6
2020-09-08,156.29999999999998,76.4
2020-09-09,232.20000000000002,113.8
2020-09-10,289.3,148.0
2020-09-11,298.8999999999999,164.40000000000006
2020-09-12,201.20000000000005,112.09999999999997
2020-09-13,188.2,120.10000000000001
2020-09-14,481.34999999999997,255.9
2020-09-15,915.0000000000001,569.1000000000001
2020-09-16,580.8,325.2
2020-09-17,409.30000000000007,149.60000000000002
2020-09-18,416.90000000000003,127.3
2020-09-19,430.0999999999999,150.5
2020-09-20,417.9,171.40000000000003
2020-09-21,502.0999999999999,274.9
2020-09-22,481.5000000000001,289.1
2020-09-23,185.79999999999998,118.80000000000003
2020-09-24,140.5,66.10000000000001
2020-09-25,225.8,89.99999999999999
2020-09-26,201.69999999999996,92.5
2020-09-27,211.7,121.60000000000001
2020-09-28,292.40000000000003,165.6
2020-09-29,261.6,186.09999999999997
2020-09-30,220.8,137.4
2020-10-01,170.2,92.6
2020-10-02,163.80000000000004,106.80000000000003
2020-10-03,149.6,109.00000000000001
2020-10-04,69.3,45.50000000000001
2020-10-05,201.50000000000003,112.3
2020-10-06,146.1,73.4
2020-10-07,201.6,100.7
2020-10-08,156.4,95.60000000000001
2020-10-09,212.9,119.19999999999997
2020-10-10,154.7,82.8
2020-10-11,160.0,102.00000000000001
2020-10-12,207.89999999999998,137.79999999999995
2020-10-13,224.0,121.50000000000001
2020-10-14,240.10000000000005,136.20000000000002
2020-10-15,195.60000000000002,93.40000000000002
2020-10-16,242.00000000000006,121.79999999999998
2020-10-17,228.2,148.20000000000002
2020-10-18,376.29999999999995,281.40000000000003
2020-10-19,357.79999999999995,241.8
2020-10-20,413.40000000000003,224.8
2020-10-21,201.99999999999997,108.2
2020-10-22,227.10000000000002,113.7
2020-10-23,204.29999999999998,111.60000000000004
2020-10-24,168.70000000000005,87.30000000000001
2020-10-25,154.2,77.4
2020-10-26,255.29999999999998,129.0
2020-10-27,240.4,121.80000000000003
2020-10-28,267.9000000000001,127.89999999999999
2020-10-29,236.4,129.8
2020-10-30,150.39999999999995,83.49999999999999
2020-10-31,265.2,153.49999999999997
2020-11-01,250.29999999999998,141.20000000000002
2020-11-02,201.20000000000002,105.19999999999999
2020-11-03,245.9,120.49999999999999
2020-11-04,488.5,304.1
2020-11-05,1204.6,922.0000000000001
2020-11-06,1156.3,905.9
2020-11-07,851.6000000000001,646.8
2020-11-08,882.5,721.9000000000001
2020-11-09,351.20000000000005,250.1
2020-11-10,274.6,182.09999999999997
2020-11-11,220.99999999999997,133.8
2020-11-12,258.40000000000003,123.00000000000001
2020-11-13,263.09999999999997,136.49999999999997
2020-11-14,269.09999999999997,176.5
2020-11-15,175.2,93.4
2020-11-16,231.6,117.89999999999999
2020-11-17,221.49999999999997,118.8
2020-11-18,277.4,152.5
2020-11-19,224.0,118.1
2020-11-20,241.49999999999997,157.99999999999997
2020-11-21,172.0,97.1
2020-11-22,224.4,148.7
2020-11-23,390.3,266.30000000000007
2020-11-24,244.2,146.4
2020-11-25,399.1000000000001,258.99999999999994
2020-11-26,457.3,284.0
2020-11-27,732.2000000000002,523.9
2020-11-28,1015.3000000000001,842.9999999999999
2020-11-29,711.4999999999999,618.0
2020-11-30,350.5,272.9000000000001
2020-12-01,284.29999999999995,137.6
2020-12-02,483.29999999999984,310.40000000000003
2020-12-03,191.5,129.0
2020-12-04,222.1,153.49999999999997
2020-12-05,251.69999999999996,147.3
2020-12-06,333.4000000000001,277.29999999999995
2020-12-07,444.40000000000003,333.0
2020-12-08,463.1,382.0
2020-12-09,335.1,204.4
2020-12-10,374.79999999999995,225.80000000000004
2020-12-11,282.8,195.7
2020-12-12,294.8,209.6
2020-12-13,162.7,108.00000000000001
2020-12-14,243.0,138.29999999999995
2020-12-15,261.79999999999995,136.60000000000002
2020-12-16,220.5,123.2
2020-12-17,238.3,121.60000000000002
2020-12-18,167.49999999999997,106.80000000000001
2020-12-19,244.40000000000003,144.3
2020-12-20,212.69999999999996,113.10000000000001
2020-12-21,99.20000000000003,54.49999999999999
2020-12-22,221.89999999999998,155.8
2020-12-23,123.3,72.1
2020-12-24,125.60000000000001,71.8
2020-12-25,205.69999999999996,141.6
2020-12-26,118.80000000000001,86.1
2020-12-27,183.99999999999994,114.3
2020-12-28,297.3999999999999,236.3
2020-12-29,337.4,286.4
2020-12-30,386.3,297.1
2020-12-31,442.9,379.9
2021-01-01,578.1,506.49999999999994
2021-01-02,212.49999999999994,164.7
2021-01-03,205.10000000000002,172.40000000000006
2021-01-04,155.79999999999998,94.4
2021-01-05,170.0,92.0
2021-01-06,207.9,134.20000000000002
2021-01-07,473.19999999999993,388.40000000000003
2021-01-08,626.1999999999999,539.5
2021-01-09,505.3999999999999,419.5
2021-01-10,442.7,397.6
2021-01-11,209.39999999999998,148.39999999999995
2021-01-12,166.1,113.1
2021-01-13,360.6,281.7
2021-01-14,126.99999999999999,97.1
2021-01-15,502.5,392.09999999999997
2021-01-16,208.29999999999998,159.70000000000002
2021-01-17,299.5,186.00000000000003
2021-01-18,248.3,150.79999999999998
2021-01-19,95.69999999999999,60.5
2021-01-20,157.29999999999998,113.10000000000001
2021-01-21,199.0,98.4
2021-01-22,252.69999999999993,154.89999999999998
2021-01-23,275.4,205.89999999999998
2021-01-24,270.40000000000003,211.5
2021-01-25,328.3,216.4
2021-01-26,241.39999999999998,169.8
2021-01-27,293.80000000000007,218.00000000000003
2021-01-28,165.30000000000004,105.4
2021-01-29,239.9,138.1
2021-01-30,218.50000000000006,144.5
2021-01-31,302.5,214.3
2021-02-01,412.69999999999993,348.99999999999994
2021-02-02,404.1,245.50000000000003
2021-02-03,413.0,187.5
2021-02-04,277.9,175.7
2021-02-05,181.30000000000004,117.99999999999999
2021-02-06,263.5,208.60000000000002
2021-02-07,305.49999999999994,195.5
2021-02-08,208.79999999999998,142.8
2021-02-09,243.49999999999997,133.0
2021-02-10,258.8,128.3
2021-02-11,452.09999999999997,296.3
2021-02-12,505.3,306.99999999999994
2021-02-13,436.4,254.49999999999997
2021-02-14,425.4,271.9
2021-02-15,270.1,189.1
2021-02-16,296.6,176.79999999999998
2021-02-17,286.0,159.3
2021-02-18,268.7,127.39999999999999
2021-02-19,286.9,149.6
2021-02-20,787.1,318.29999999999995
2021-02-21,528.1,296.40000000000003
2021-02-22,694.2999999999998,423.8
2021-02-23,251.6,168.4
2021-02-24,339.8,174.7
2021-02-25,417.2000000000001,191.59999999999997
2021-02-26,614.0,308.6
2021-02-27,740.6000000000001,503.99999999999994
2021-02-28,514.0000000000001,428.1000000000001
2021-03-01,774.6999999999999,651.8
2021-03-02,1111.0000000000002,922.8
2021-03-03,1247.4999999999998,1040.6999999999998
2021-03-04,398.40000000000003,314.3
2021-03-05,291.3,128.7
2021-03-06,221.0,133.4
2021-03-07,565.0,448.80000000000007
2021-03-08,992.5000000000002,745.8999999999999
2021-03-09,638.2000000000002,386.3999999999999
2021-03-10,375.5,279.49999999999994
2021-03-11,305.50000000000006,159.2
2021-03-12,274.6,126.8
2021-03-13,167.10000000000002,87.9
2021-03-14,172.9,103.80000000000001
2021-03-15,300.99999999999994,182.39999999999998
2021-03-16,372.3,199.8
2021-03-17,533.1999999999999,279.50000000000006
2021-03-18,418.20000000000005,266.4
2021-03-19,148.7,83.8
2021-03-20,330.70000000000005,226.3
2021-03-21,276.1,187.60000000000002
2021-03-22,560.5,355.20000000000005
2021-03-23,669.9,424.6
2021-03-24,739.3000000000001,446.30000000000007
2021-03-25,321.90000000000003,158.90000000000003
2021-03-26,244.99999999999997,118.80000000000001
2021-03-27,246.50000000000003,128.0
2021-03-28,346.2,191.6
2021-03-29,398.2999999999999,206.19999999999996
2021-03-30,656.2,351.50000000000006
2021-03-31,1048.7,586.8000000000001
2021-04-01,697.4000000000001,455.79999999999995
2021-04-02,253.89999999999998,130.3
2021-04-03,481.30000000000007,231.6
2021-04-04,513.1,304.4
2021-04-05,314.40000000000003,153.39999999999995
2021-04-06,285.59999999999997,90.0
2021-04-07,363.00000000000006,131.29999999999998
2021-04-08,424.9,146.29999999999998
2021-04-09,286.40000000000003,131.3
2021-04-10,268.1000000000001,150.7
2021-04-11,187.99999999999997,109.09999999999997
2021-04-12,326.40000000000003,180.7
2021-04-13,532.2,302.6000000000001
2021-04-14,415.7,255.10000000000002
2021-04-15,218.20000000000002,107.90000000000002
2021-04-16,274.09999999999997,160.8
2021-04-17,209.59999999999997,120.39999999999998
2021-04-18,260.6,151.7
2021-04-19,641.5000000000001,399.2999999999999
2021-04-20,992.0999999999999,752.0999999999999
2021-04-21,1081.0,814.7
2021-04-22,473.79999999999995,201.20000000000002
2021-04-23,419.3,200.79999999999995
2021-04-24,399.0,239.49999999999997
2021-04-25,279.8,160.90000000000003
2021-04-26,313.8999999999999,140.3
2021-04-27,594.3000000000001,333.3
2021-04-28,621.5000000000002,391.80000000000007
2021-04-29,286.3,153.8
2021-04-30,332.2,202.7
2021-05-01,312.90000000000003,215.60000000000002
2021-05-02,368.2000000000001,287.50000000000006
2021-05-03,268.2,145.50000000000006
2021-05-04,151.99999999999997,63.50000000000001
2021-05-05,153.40000000000003,76.6
2021-05-06,211.29999999999998,114.89999999999999
2021-05-07,260.69999999999993,120.50000000000001
2021-05-08,203.39999999999995,128.1
2021-05-09,146.99999999999997,88.8
2021-05-10,226.7,120.30000000000003
2021-05-11,226.69999999999996,113.89999999999999
2021-05-12,250.7,130.9
2021-05-13,290.29999999999995,192.9
2021-05-14,317.3999999999999,230.6
2021-05-15,217.3,165.99999999999997
2021-05-16,181.5,116.19999999999997
2021-05-17,191.2,127.5
2021-05-18,197.49999999999994,123.1
2021-05-19,135.0,63.400000000000006
2021-05-20,275.0,145.4
2021-05-21,292.7,158.1
2021-05-22,119.9,70.4
2021-05-23,154.9,87.89999999999999
2021-05-24,140.10000000000002,72.60000000000001
2021-05-25,171.5,88.5
2021-05-26,232.5,126.9
2021-05-27,366.69999999999993,231.40000000000003
2021-05-28,438.1,310.6
2021-05-29,391.6,282.5
2021-05-30,423.00000000000006,329.9000000000001
2021-05-31,471.8,349.8999999999999
2021-06-01,494.20000000000005,282.90000000000003
2021-06-02,564.1000000000001,297.5
2021-06-03,484.89999999999986,318.40000000000003
2021-06-04,281.1,184.10000000000002
2021-06-05,299.99999999999994,199.99999999999997
2021-06-06,189.50000000000003,130.50000000000003
2021-06-07,191.0,118.7
2021-06-08,284.50000000000006,153.89999999999998
2021-06-09,253.40000000000006,131.60000000000002
2021-06-10,209.60000000000002,119.80000000000001
2021-06-11,209.6,97.69999999999997
2021-06-12,262.0,161.29999999999998
2021-06-13,312.2,206.8
2021-06-14,345.1,168.09999999999997
2021-06-15,387.40000000000003,171.9
2021-06-16,411.2,209.39999999999995
2021-06-17,368.29999999999995,262.7
2021-06-18,87.99999999999999,49.3
2021-06-19,159.70000000000002,99.70000000000002
2021-06-20,193.7,137.50000000000003
2021-06-21,229.19999999999996,137.39999999999998
2021-06-22,284.9000000000001,138.89999999999998
2021-06-23,290.6,166.60000000000002
2021-06-24,406.2000000000001,257.29999999999995
2021-06-25,209.9,112.8
2021-06-26,271.09999999999997,184.6
2021-06-27,470.69999999999993,379.1
2021-06-28,303.00000000000006,223.20000000000002
2021-06-29,353.19999999999993,240.39999999999998
2021-06-30,11.0,8.1
