MeasurementDateGMT,Lambeth - Brixton Road: Nitric Oxide (ug/m3),Lambeth - Brixton Road: Nitrogen Dioxide (ug/m3),Lambeth - Brixton Road: Oxides of Nitrogen (ug/m3),Lambeth - Brixton Road: PM10 Particulate (ug/m3)
2019-01-20,2849.8557950907148,2627.292294557097,6996.660064034152,593.0244002460528
2019-01-21,2828.6845677694787,2618.8459338313764,6955.75607257204,593.1425056387125
2019-01-22,2807.513340448239,2610.399573105656,6914.852081109926,593.2606110313717
2019-01-23,2786.3421131270024,2601.953212379936,6873.948089647813,593.3787164240312
2019-01-24,2765.170885805763,2593.5068516542156,6833.0440981857,593.4968218166906
2019-01-25,2743.9996584845267,2585.0604909284953,6792.1401067235865,593.6149272093501
2019-01-26,2722.8284311632874,2576.614130202775,6751.236115261473,593.7330326020094
2019-01-27,2701.657203842051,2568.167769477054,6710.33212379936,593.8511379946689
2019-01-28,2680.485976520811,2559.721408751334,6669.428132337247,593.9692433873282
2019-01-29,2659.314749199575,2551.2750480256136,6628.524140875134,594.0873487799877
2019-01-30,2638.1435218783354,2542.8286872998933,6587.62014941302,594.2054541726473
2019-01-31,2616.9722945570993,2534.382326574173,6546.716157950907,594.3235595653065
2019-02-01,2595.801067235859,2525.9359658484527,6505.812166488794,594.441664957966
2019-02-02,2574.629839914623,2517.4896051227324,6464.9081750266805,594.5597703506254
2019-02-03,2553.4586125933834,2509.043244397012,6424.004183564569,594.6778757432849
2019-02-04,2532.287385272147,2500.596883671292,6383.100192102455,594.7959811359442
2019-02-05,2511.1161579509076,2492.1505229455715,6342.196200640343,594.9140865286037
2019-02-06,2489.944930629671,2483.704162219851,6301.292209178228,595.0321919212631
2019-02-07,2468.7737033084313,2475.25780149413,6260.388217716115,595.1502973139225
2019-02-08,2447.6024759871943,2466.8114407684097,6219.484226254001,595.2684027065819
2019-02-09,2426.431248665955,2458.3650800426894,6178.580234791889,595.3865080992413
2019-02-10,2405.2600213447176,2449.9187193169696,6137.676243329777,595.5046134919007
2019-02-11,2384.088794023479,2441.472358591249,6096.772251867663,595.6227188845602
2019-02-12,2362.917566702241,2433.0259978655286,6055.86826040555,595.7408242772196
2019-02-13,2341.746339381003,2424.5796371398083,6014.964268943437,595.8589296698791
2019-02-14,2320.5751120597647,2416.1332764140875,5974.060277481324,595.9770350625384
2019-02-15,2299.403884738527,2407.686915688367,5933.156286019211,596.0951404551979
2019-02-16,2278.2326574172894,2399.2405549626465,5892.252294557097,596.2132458478574
2019-02-17,2257.061430096051,2390.794194236926,5851.348303094985,596.3313512405168
2019-02-18,2235.890202774813,2382.347833511206,5810.444311632871,596.4494566331762
2019-02-19,2214.7189754535752,2373.9014727854856,5769.540320170758,596.5675620258356
2019-02-20,2193.5477481323373,2365.4551120597653,5728.636328708644,596.6856674184949
2019-02-21,2172.3765208110995,2357.008751334045,5687.732337246532,596.8037728111544
2019-02-22,2151.205293489861,2348.5623906083247,5646.828345784419,596.9218782038138
2019-02-23,2130.0340661686237,2340.116029882604,5605.9243543223065,597.0399835964732
2019-02-24,2108.862838847386,2331.6696691568836,5565.020362860193,597.1580889891327
2019-02-25,2087.691611526148,2323.2233084311633,5524.11637139808,597.276194381792
2019-02-26,2066.52038420491,2314.776947705443,5483.212379935966,597.3942997744516
2019-02-27,2045.3491568836719,2306.3305869797227,5442.308388473853,597.512405167111
2019-02-28,2024.177929562434,2297.884226254002,5401.40439701174,597.6305105597704
2019-03-01,2003.0067022411959,2289.4378655282817,5360.5004055496265,597.7486159524298
2019-03-02,1981.835474919958,2280.9915048025614,5319.596414087513,597.8667213450892
2019-03-03,1960.66424759872,2272.545144076841,5278.6924226254005,597.9848267377486
2019-03-04,1939.4930202774822,2264.0987833511203,5237.788431163286,598.102932130408
2019-03-05,1918.3217929562443,2255.6524226254,5196.884439701175,598.2210375230675
2019-03-06,1897.1505656350062,2247.2060618996798,5155.980448239062,598.3391429157268
2019-03-07,1875.979338313768,2238.7597011739595,5115.076456776948,598.4572483083864
2019-03-08,1854.8081109925301,2230.3133404482387,5074.172465314835,598.5753537010456
2019-03-09,1833.6368836712923,2221.8669797225184,5033.268473852721,598.6934590937053
2019-03-10,1812.465656350054,2213.420618996798,4992.36448239061,598.8115644863645
2019-03-11,1791.2944290288165,2204.974258271078,4951.460490928495,598.929669879024
2019-03-12,1726.5447598719315,2238.834407684098,4885.962262540021,599.0477752716835
2019-03-13,1185.3,1553.625,3370.7750000000005,599.1658806643428
2019-03-14,1380.6499999999996,1618.6750000000002,3736.675000000001,599.2839860570023
2019-03-15,1133.9,1508.5500000000004,3248.3500000000004,599.4020914496616
2019-03-16,873.9,1122.1999999999998,2462.3999999999996,599.5201968423211
2019-03-17,1048.0,1290.3,2897.5,599.6383022349804
2019-03-18,2404.15,2468.3,6154.4,599.7564076276399
2019-03-19,2130.5,2264.2000000000003,5530.4,599.8745130202993
2019-03-20,2027.8,2120.0,5229.5,570.9813409883125
2019-03-21,2501.8999999999996,2214.0000000000005,6050.200000000001,593.0
2019-03-22,2306.8,2294.6000000000004,5831.800000000001,623.0
2019-03-23,1657.8999999999999,2043.1,4585.400000000001,759.0
2019-03-24,1802.3,2243.5,5006.799999999999,794.0
2019-03-25,1869.1,2163.4,5029.400000000001,668.0
2019-03-26,2832.9999999999995,2963.7999999999997,7307.7,1028.0
2019-03-27,3248.3499999999995,3337.2,8317.75,870.5
2019-03-28,2288.5,2998.3,6507.099999999999,956.0
2019-03-29,2801.4,3099.2999999999993,7394.400000000001,1238.0
2019-03-30,3189.7999999999997,3320.2000000000003,8211.5,1554.0
2019-03-31,636.2,1194.2999999999997,2169.8,930.0
2019-04-01,1154.3000000000002,1792.8,3562.6000000000004,783.0
2019-04-02,2442.7,2760.9,6506.2,849.0
2019-04-03,2676.499999999999,3040.9,7145.1,711.0
2019-04-04,524.4999999999999,1273.0,2076.9,391.0
2019-04-05,391.49999999999994,1214.25,1814.9000000000003,542.0
2019-04-06,1288.5000000000002,2320.7,4296.3,640.0
2019-04-07,1835.3999999999999,2529.1999999999994,5344.0,1367.0
2019-04-08,2939.2,3402.6,7909.200000000001,1516.0
2019-04-09,1610.6999999999996,2211.0,4680.700000000002,1263.0
2019-04-10,1017.0000000000001,2007.6,3567.399999999999,730.5
2019-04-11,1007.4999999999999,2078.0,3622.6999999999994,542.0
2019-04-12,1285.7999999999997,2549.2999999999997,4520.799999999999,580.0
2019-04-13,1251.3000000000002,2501.7000000000003,4420.1,584.0
2019-04-14,656.8999999999997,1679.3999999999999,2686.4999999999995,658.0
2019-04-15,668.4000000000001,1622.3000000000006,2646.2000000000003,1058.0
2019-04-16,2367.8,3201.0000000000005,6831.6,1623.0
2019-04-17,1799.9,2661.7999999999997,5421.599999999999,1717.0
2019-04-18,1287.5,2437.4,4410.999999999999,1567.0
2019-04-19,1270.8999999999999,2746.9,4695.7,1200.0
2019-04-20,1068.2,2544.8999999999996,4182.999999999999,1039.0
2019-04-21,707.0000000000001,2141.8,3225.999999999999,1125.0
2019-04-22,639.8000000000001,2422.3999999999996,3403.4,1635.0
2019-04-23,1084.3500000000001,2893.5,4555.9000000000015,1384.5
2019-04-24,941.6999999999999,2036.7999999999997,3480.3999999999996,958.0
2019-04-25,854.8,1843.8,3154.1000000000004,434.0
2019-04-26,1456.1,2264.7000000000003,4497.2,574.0
2019-04-27,772.2000000000002,868.1000000000003,2052.1000000000004,685.0
2019-04-28,1034.5,1170.2,2756.9,515.0
2019-04-29,1427.8000000000004,1609.6999999999996,3798.4,707.0
2019-04-30,1090.3000000000002,1543.6000000000001,3215.600000000001,769.0
2019-05-01,2157.9,2003.6,5312.299999999998,777.0
2019-05-02,2146.4,1822.0,5113.1,653.0
2019-05-03,2252.9,1856.7000000000005,5310.999999999999,676.0
2019-05-04,1544.1000000000001,1314.6,3682.5000000000005,710.0
2019-05-05,1657.6000000000001,1658.9,4200.2,734.0
2019-05-06,1094.6000000000001,1242.8999999999996,2921.3,475.0
2019-05-07,1396.5999999999997,1532.4999999999998,3673.900000000001,617.0
2019-05-08,1276.1,1440.4,3397.2,615.0
2019-05-09,2212.2999999999993,1973.8,5365.9000000000015,697.0
2019-05-10,1883.5000000000002,1794.6,4682.5,637.0
2019-05-11,2046.2,1978.6,5116.600000000001,755.0
2019-05-12,1194.0999999999997,1245.0000000000002,3076.5000000000005,552.0
2019-05-13,1214.8,1448.0999999999997,3310.2000000000007,580.0
2019-05-14,815.7,1174.3000000000002,2424.6,474.0
2019-05-15,1119.8,1412.5000000000002,3129.2999999999997,761.0
2019-05-16,1008.6999999999999,1308.0,2854.5,725.0
2019-05-17,1563.6000000000001,1625.4,4023.100000000001,724.0
2019-05-18,2015.8,2050.0,5141.100000000001,772.0
2019-05-19,1559.8000000000002,1661.9,4053.0,759.0
2019-05-20,2448.0,2297.9999999999995,6051.400000000001,714.0
2019-05-21,2203.4999999999995,2226.5,5605.400000000001,659.5
2019-05-22,1860.8,2055.4000000000005,4909.0,698.0
2019-05-23,1681.2000000000003,1949.9,4527.5999999999985,587.0
2019-05-24,2518.0,2137.7000000000003,5998.7,723.0
2019-05-25,1848.7999999999997,1790.3999999999999,4625.099999999999,554.0
2019-05-26,1010.3000000000001,943.4,2492.3,456.0
2019-05-27,705.7,882.9,1965.0000000000002,482.0
2019-05-28,1673.7999999999997,1566.5500000000004,4132.849999999999,452.0
2019-05-29,1680.9,1521.8,4099.0,464.0
2019-05-30,1365.2,1303.1999999999998,3396.2,467.0
2019-05-31,1818.3999999999996,1402.1000000000001,4190.1,400.0
2019-06-01,1487.1,1644.5,3924.6999999999994,459.0
2019-06-02,859.1999999999999,1182.9,2499.8,458.0
2019-06-03,1202.8,1314.8999999999999,3158.8500000000004,612.0
2019-06-04,1129.9,1354.7000000000003,3086.9,551.0
2019-06-05,1688.3999999999999,1663.1999999999996,4251.7,494.0
2019-06-06,1332.8000000000002,1419.8,3463.5000000000005,479.0
2019-06-07,820.4000000000001,1171.6999999999998,2430.0499999999997,432.0
2019-06-08,1087.5,1055.8,2723.1000000000004,528.0
2019-06-09,1314.4,1338.0000000000002,3353.3999999999996,517.0
2019-06-10,2218.4,1956.9,5357.7,410.0
2019-06-11,1620.6000000000001,1496.3000000000002,3981.0999999999995,386.0
2019-06-12,2004.3999999999999,1904.7999999999997,4978.100000000001,355.0
2019-06-13,1531.5000000000005,1575.8000000000002,3924.2,395.0
2019-06-14,1601.3,1661.6999999999998,4116.8,489.0
2019-06-15,1649.4999999999998,1769.9,4298.999999999999,467.0
2019-06-16,1013.5,1080.1,2633.9999999999995,399.0
2019-06-17,1294.7,1400.9,3386.3999999999996,437.0
2019-06-18,2174.1499999999996,2053.2999999999997,5386.95,515.5
2019-06-19,2108.7000000000003,1952.6000000000001,5185.999999999999,607.0
2019-06-20,1196.6,1263.8,3098.8999999999996,446.0
2019-06-21,1881.3,1775.0,4659.6,517.0
2019-06-22,789.0000000000001,1144.9999999999998,2355.0,469.0
2019-06-23,550.5999999999999,1192.8999999999999,2037.5000000000002,700.0
2019-06-24,1721.8000000000002,1803.1000000000004,4442.900000000001,752.0
2019-06-25,2008.2999999999997,1782.1000000000001,4860.899999999999,634.0
2019-06-26,1071.1000000000001,1184.5,2826.4,430.0
2019-06-27,604.6999999999999,817.5,1745.1000000000001,533.0
2019-06-28,444.9000000000001,666.7,1349.2,612.0
2019-06-29,693.0,1385.8,2448.1,689.0
2019-06-30,640.8,774.1999999999999,1756.6999999999998,426.0
2019-07-01,1438.6999999999998,1286.7,3492.6000000000004,449.0
2019-07-02,1886.7000000000003,1612.2,4504.799999999999,518.0
2019-07-03,1241.3999999999999,1347.7,3251.0999999999995,523.0
2019-07-04,2073.4,2156.0,5335.799999999999,704.0
2019-07-05,2084.2999999999997,2464.3,5660.2,700.0
2019-07-06,2058.7000000000003,1748.7,4905.2,419.0
2019-07-07,531.9000000000001,797.4000000000001,1612.6000000000001,376.0
2019-07-08,1153.1000000000001,1469.3,3237.3999999999996,458.0
2019-07-09,1886.7,2131.8,5024.4,607.0
2019-07-10,1713.3,2062.6,4689.8,578.0
2019-07-11,1861.4,2137.7000000000007,4991.8,493.0
2019-07-12,2062.7000000000003,2141.7999999999997,5304.9000000000015,499.0
2019-07-13,1669.1,1788.4999999999998,4347.6,426.0
2019-07-14,994.8999999999999,1361.1,2886.4,358.0
2019-07-15,1440.9,1574.9999999999998,3784.3999999999996,378.0
2019-07-16,1647.5000000000005,2147.4,4672.999999999999,582.0
2019-07-17,1489.3000000000002,2111.7,4395.2,597.0
2019-07-18,1732.769696969697,1494.9030303030302,4151.745454545454,441.1020408163266
2019-07-19,1878.1333333333337,1589.0666666666666,4469.2,405.0612244897959
2019-07-20,1690.7878787878788,1580.9212121212122,4174.218181818181,381.5510204081633
2019-07-21,1503.442424242424,1572.7757575757578,3879.236363636366,358.0408163265306
2019-07-22,1436.5666666666668,1648.9333333333338,3852.5999999999995,395.2448979591837
2019-07-23,795.0999999999999,1479.7,2699.6999999999994,589.0
2019-07-24,1412.1000000000001,2197.2000000000003,4362.2,754.0
2019-07-25,994.4999999999999,2082.2,3607.2999999999993,893.0
2019-07-26,1598.0,1806.7999999999997,4257.0,645.0
2019-07-27,1727.6999999999998,1744.6,4394.0,426.0
2019-07-28,937.7,1392.2,2830.5,396.0
2019-07-29,1016.0999999999999,1463.8,3021.7999999999997,483.0
2019-07-30,590.0,982.3,1886.7999999999997,446.0
2019-07-31,1048.3000000000002,1331.4,2939.1999999999994,404.0
2019-08-01,1648.25,1978.35,4505.25,503.0
2019-08-02,1476.7,2032.0000000000002,4296.2,555.0
2019-08-03,633.4,1334.8000000000002,2306.2,430.0
2019-08-04,528.6999999999999,1085.7999999999997,1896.3,457.0
2019-08-05,1220.4,1539.9,3411.2,464.0
2019-08-06,1118.7,1423.8,3138.9,455.0
2019-08-07,1274.7,1543.3999999999996,3498.0000000000005,417.0
2019-08-08,1147.3999999999999,1449.1,3208.4000000000005,385.0
2019-08-09,1008.3,1376.3000000000002,2922.7000000000003,446.0
2019-08-10,749.8,1001.7,2151.1,680.0
2019-08-11,743.1,1076.3999999999999,2215.7999999999997,506.0
2019-08-12,1801.7,1928.2999999999997,4690.8,513.0
2019-08-13,1571.9000000000003,1850.7999999999997,4260.9,458.0
2019-08-14,1629.1,1714.0,4211.900000000001,342.0
2019-08-15,1496.8000000000004,1611.2,3907.0,429.0
2019-08-16,1747.7,1821.9999999999998,4501.5,396.0
2019-08-17,1247.8,1365.5,3278.7000000000003,444.0
2019-08-18,882.1000000000001,1109.6000000000001,2461.9,400.0
2019-08-19,1277.5,1505.5,3463.7000000000007,446.0
2019-08-20,1644.1000000000001,1967.1000000000004,4488.400000000001,566.0
2019-08-21,2031.6000000000001,2239.1000000000004,5353.999999999999,598.0
2019-08-22,1533.3000000000002,1837.4000000000003,4188.1,538.0
2019-08-23,1644.3999999999999,1980.2,4501.4,532.0
2019-08-24,1551.3000000000004,2404.2,4783.2,968.0
2019-08-25,1035.4999999999998,2357.1,3944.8999999999983,1079.0
2019-08-26,816.8999999999999,1997.0,3249.8,752.0
2019-08-27,1309.9,2511.2999999999997,4519.800000000001,875.0
2019-08-28,1498.7,1759.5000000000005,4057.3000000000006,402.0
2019-08-29,1418.1000000000001,1572.6,3746.8999999999996,475.0
2019-08-30,1646.1000000000001,1807.0,4330.6,525.0
2019-08-31,1571.4,1793.1000000000004,4202.900000000001,491.0
2019-09-01,1496.5000000000002,1507.3000000000002,3801.5999999999995,463.0
2019-09-02,1665.0,1692.1000000000001,4245.200000000001,515.0
2019-09-03,1307.2,1395.6999999999998,3399.9999999999995,418.0
2019-09-04,1205.4,1169.7000000000003,3018.4000000000005,417.0
2019-09-05,2225.4999999999995,1912.6,5325.0,561.0
2019-09-06,1878.8,1758.6000000000004,4639.3,551.0
2019-09-07,1905.9,1852.6000000000001,4774.8,515.0
2019-09-08,1675.6000000000004,1937.9,4507.1,548.0
2019-09-09,1084.7999999999997,1606.5,3269.6,509.0
2019-09-10,2494.45,2238.4,6062.799999999999,606.0
2019-09-11,1405.1,1421.7,3576.1,335.0
2019-09-12,1369.9,1415.1,3515.9000000000005,356.0
2019-09-13,1706.5,1859.2,4475.9,494.5
2019-09-14,2131.8999999999996,2320.6000000000004,5589.299999999999,647.0
2019-09-15,1637.2,1841.7000000000005,4352.4,555.0
2019-09-16,2308.0000000000005,1962.8000000000002,5501.700000000001,532.0
2019-09-17,1811.1,1907.8999999999999,4684.999999999999,549.0
2019-09-18,1941.6999999999998,2027.7,5004.8,675.0
2019-09-19,2095.1,1959.3999999999999,5171.500000000001,716.0
2019-09-20,1218.8000000000002,1564.7,3433.6999999999994,807.0
2019-09-21,998.1,1908.6,3439.1000000000004,810.0
2019-09-22,1112.5999999999997,1703.5000000000002,3409.3999999999996,503.0
2019-09-23,1192.8999999999999,1381.5500000000002,3210.7499999999995,354.0
2019-09-24,1272.8999999999999,1435.5000000000002,3387.3999999999996,283.0
2019-09-25,1464.3,1413.9000000000003,3658.9000000000005,263.0
2019-09-26,1488.5000000000002,1557.8000000000004,3840.199999999999,419.0
2019-09-27,1625.3000000000002,1713.6999999999998,4205.499999999999,508.0
2019-09-28,1211.7,1411.2,3269.3999999999996,436.0
2019-09-29,782.3,916.1999999999999,2115.9,238.0
2019-09-30,1782.2,1650.1000000000004,4382.799999999999,378.0
2019-10-01,1811.2,1738.8,4516.0,430.0
2019-10-02,2798.8999999999996,2147.1,6438.4,592.0
2019-10-03,1925.1,1612.6,4564.599999999999,535.0
2019-10-04,2040.2,1876.6999999999998,5005.1,676.0
2019-10-05,1065.1999999999998,1481.5,3114.7000000000003,477.0
2019-10-06,1207.3,1369.5000000000002,3220.4999999999995,406.0
2019-10-07,2066.6000000000004,1872.6000000000001,5041.0999999999985,404.0
2019-10-08,1440.9,1521.1,3730.2000000000007,590.0
2019-10-09,1297.3,1556.0000000000002,3544.9,417.0
2019-10-10,1407.2,1455.0499999999997,3613.2500000000005,520.0
2019-10-11,1473.5,1649.4999999999998,3908.7999999999997,314.0
2019-10-12,1713.0999999999997,2040.5000000000002,4667.400000000001,325.0
2019-10-13,1025.8,1482.7,3054.9999999999995,330.0
2019-10-14,1608.6000000000001,1661.4000000000003,4127.800000000001,398.0
2019-10-15,2075.8,1958.3000000000002,5141.299999999999,440.0
2019-10-16,1780.7999999999997,1793.8,4524.2,488.0
2019-10-17,1696.3999999999999,1948.0000000000002,4549.4000000000015,393.0
2019-10-18,1674.1,1722.1000000000004,4288.8,505.0
2019-10-19,1878.5000000000002,2088.1000000000004,4968.400000000001,491.0
2019-10-20,1749.7000000000003,1677.3999999999999,4360.4,505.0
2019-10-21,2244.8,2022.2500000000002,5464.299999999999,508.0
2019-10-22,3417.4000000000005,2483.4999999999995,7723.299999999999,747.0
2019-10-23,3380.2999999999997,2319.3000000000006,7502.0999999999985,838.0
2019-10-24,3360.6999999999994,2264.4,7417.6,804.0
2019-10-25,1553.2999999999997,1605.9000000000003,3987.100000000001,441.0
2019-10-26,1550.9,1615.3999999999999,3993.1,406.0
2019-10-27,2406.4,2007.6999999999996,5697.5,640.0
2019-10-28,2960.7000000000003,2039.0000000000002,6579.000000000002,1003.0
2019-10-29,1315.4000000000003,1707.8999999999999,3725.1000000000004,389.0
2019-10-30,1382.1,1725.5000000000002,3845.100000000001,635.0
2019-10-31,1559.9,1573.0999999999997,3964.8,911.0
2019-11-01,2316.6,2029.6,5581.599999999999,460.0
2019-11-02,1287.8,1526.9,3501.4,448.0
2019-11-03,1714.9999999999998,1784.6999999999998,4414.7,560.0
2019-11-04,2578.7,2114.2,6067.9,586.0
2019-11-05,2495.9,2028.7,5855.6,593.0
2019-11-06,1945.3999999999999,1809.5,4792.5,747.0
2019-11-07,2255.85,2045.65,5504.049999999999,445.0
2019-11-08,3998.5,2589.7,8721.1,738.0
2019-11-09,1773.1000000000004,1664.9,4383.500000000001,574.0
2019-11-10,1489.1000000000001,1635.6000000000001,3919.4000000000005,619.0
2019-11-11,1449.6,1583.3000000000004,3805.3999999999996,465.0
2019-11-12,1482.3000000000002,1579.6000000000001,3852.7,360.0
2019-11-13,1889.6000000000001,1730.7,4627.799999999999,460.0
2019-11-14,1992.2,2072.7,5127.400000000001,375.0
2019-11-15,2483.4,2029.1000000000001,5836.800000000001,595.0
2019-11-16,2860.0999999999995,2092.5,6477.900000000001,717.0
2019-11-17,4508.5,2474.4,9387.299999999997,1099.0
2019-11-18,3394.4999999999995,2423.0,7628.400000000001,619.0
2019-11-19,4776.9,2725.5,10050.0,1026.0
2019-11-20,1565.0999999999997,1565.2,3964.6000000000004,550.0
2019-11-21,1412.7,1517.0000000000002,3683.5,731.0
2019-11-22,933.3999999999999,1453.3,2884.2000000000003,408.0
2019-11-23,1737.9999999999998,1700.3999999999996,4365.5,608.0
2019-11-24,2098.6000000000004,1554.9000000000003,4773.299999999999,711.0
2019-11-25,1111.2,1411.6999999999998,3115.2999999999997,378.0
2019-11-26,1423.2999999999997,1813.8999999999999,3996.3,403.0
2019-11-27,2427.1,2417.1,6138.6,405.0
2019-11-28,2288.1,1940.8999999999999,5449.400000000001,505.0
2019-11-29,4064.8000000000006,2649.0,8881.5,914.0
2019-11-30,2651.5,2222.0,6287.7,803.0
2019-12-01,1544.5,1656.6999999999998,4025.4999999999995,504.0
2019-12-02,4480.0999999999985,2677.4999999999995,9546.4,1126.0
2019-12-03,3374.8,2559.7999999999997,7733.899999999999,923.5
2019-12-04,4801.7,2673.9999999999995,10036.099999999999,1133.0
2019-12-05,3019.8999999999996,2071.3999999999996,6701.799999999998,861.0
2019-12-06,1274.4,1511.8000000000002,3465.8,360.0
2019-12-07,1556.9,1689.2999999999997,4076.6,545.0
2019-12-08,825.3,1069.5,2335.0,499.0
2019-12-09,2247.2,1860.6999999999998,5306.1,705.0
2019-12-10,1515.8999999999996,1661.3,3985.8,511.0
2019-12-11,2412.0000000000005,2265.2,5963.599999999999,628.0
2019-12-12,1595.9,1881.1000000000001,4327.499999999999,413.0
2019-12-13,1550.5,1668.2999999999997,4045.7999999999997,531.0
2019-12-14,1513.8,1769.0999999999997,4090.1,652.0
2019-12-15,1110.7,1330.8000000000002,3034.3999999999996,496.0
2019-12-16,2492.2000000000003,2432.3,6253.5999999999985,524.0
2019-12-17,3259.0000000000005,2693.9000000000005,7691.1,472.0
2019-12-18,1496.65,1606.8500000000004,3902.1500000000005,490.5
2019-12-19,752.1,1031.3999999999999,2184.9999999999995,535.2
2019-12-20,2306.4000000000005,2176.8999999999996,5713.5,330.8
2019-12-21,1182.9999999999998,1555.4999999999995,3369.4999999999995,377.0
2019-12-22,1100.4,1436.5,3123.500000000001,446.0
2019-12-23,1539.2999999999997,1656.0000000000002,4016.6,554.0
2019-12-24,1093.6999999999998,1262.5000000000002,2939.3999999999996,494.0
2019-12-25,1388.2,1268.3999999999999,3396.600000000001,658.0
2019-12-26,595.4000000000001,1051.9,1965.0,402.0
2019-12-27,2817.4,1827.6000000000001,6147.6,663.0
2019-12-28,1961.8999999999999,1683.8999999999999,4692.299999999998,640.0
2019-12-29,1750.0,1537.8,4221.7,668.0
2019-12-30,2431.6,1779.4,5508.0,729.0
2019-12-31,1424.1000000000001,1455.6999999999998,3639.3,866.0
2020-01-01,2074.1000000000004,1706.0999999999997,4885.9,1092.0
2020-01-02,1509.2,1637.4999999999998,3951.3000000000006,388.0
2020-01-03,1952.1,1837.1000000000001,4830.599999999999,488.0
2020-01-04,1759.1999999999998,1863.0,4559.899999999999,489.0
2020-01-05,1084.3999999999999,1415.5999999999997,3078.3,327.0
2020-01-06,1686.5,1711.2,4297.9,453.0
2020-01-07,1672.0,1620.0000000000002,4183.499999999999,580.0
2020-01-08,1764.0,1723.1000000000004,4427.6,715.0
2020-01-09,1330.1999999999998,1413.3,3453.1499999999996,570.0
2020-01-10,2835.7999999999997,2293.9,6641.900000000001,544.0
2020-01-11,1064.9,1369.9,3002.2999999999997,552.0
2020-01-12,916.4,1187.8,2592.7,368.0
2020-01-13,1384.0,1580.1000000000001,3702.1,419.0
2020-01-14,1164.3999999999999,1477.4,3262.2999999999993,374.0
2020-01-15,1942.0000000000002,1936.4,4914.199999999998,477.0
2020-01-16,908.5999999999999,1259.9,2653.6,510.0
2020-01-17,1741.8,1820.3,4491.400000000001,420.0
2020-01-18,3066.7,2392.1000000000004,7094.600000000001,851.0
2020-01-19,3458.7999999999997,2370.9,7674.2,1213.0
2020-01-20,4460.5,2648.7,9487.8,1361.0
2020-01-21,5125.5,2709.2999999999997,10568.1,1333.0
2020-01-22,4518.9,2399.8999999999996,9328.299999999996,1160.0
2020-01-23,2801.0,2301.4999999999995,6596.1,888.0
2020-01-24,3225.1000000000004,2484.7,7429.5999999999985,879.0
2020-01-25,1391.6999999999998,1574.1000000000001,3707.7,1030.0
2020-01-26,1169.8999999999996,1485.7000000000003,3279.7,734.0
2020-01-27,2036.1,2126.1,5248.2,429.0
2020-01-28,1272.5,1509.6000000000001,3460.8,457.0
2020-01-29,1571.3999999999999,1767.9,4177.099999999999,692.0
2020-01-30,1582.0000000000002,1677.6000000000001,4103.0999999999985,400.0
2020-01-31,1485.1999999999996,1624.4,3902.100000000001,361.0
2020-02-01,1008.9999999999999,1184.4,2732.1,657.0
2020-02-02,970.7999999999998,1190.7,2679.2,658.0
2020-02-03,1169.8999999999999,1452.1000000000001,3245.7999999999997,690.0
2020-02-04,1836.6,1749.7999999999997,4566.0,707.0
2020-02-05,4016.5,2687.7999999999997,8846.5,1099.0
2020-02-06,3542.0000000000005,2550.2000000000003,7981.400000000001,1051.0
2020-02-07,1862.5000000000002,1756.4,4613.0,1035.0
2020-02-08,1412.2000000000003,1740.6,3906.4000000000005,773.0
2020-02-09,452.8999999999999,639.2,1333.0000000000002,405.0
2020-02-10,774.3000000000001,850.1,2037.3000000000002,461.0
2020-02-11,1137.674074074074,1155.2222222222222,2899.433333333333,641.1111111111111
2020-02-12,1836.5259259259255,1801.7777777777778,4617.466666666666,754.8888888888889
2020-02-13,1854.9000000000003,1915.8999999999999,4760.1,399.0
2020-02-14,2248.2000000000007,2074.8999999999996,5521.999999999999,879.0
2020-02-15,872.4,1138.8,2476.9,279.0
2020-02-16,751.3000000000001,964.4000000000001,2116.2999999999997,269.0
2020-02-17,1211.0,1351.3999999999999,3208.3,566.0
2020-02-18,1313.3500000000001,1495.1999999999998,3508.7000000000003,415.0
2020-02-19,1704.4,1831.1,4444.899999999999,533.0
2020-02-20,1050.0,1328.7,2938.6,334.0
2020-02-21,1060.8,1240.0000000000002,2867.2999999999997,646.0
2020-02-22,641.0000000000001,933.9000000000001,1916.3000000000002,581.0
2020-02-23,1154.6999999999998,1199.4,2969.4,361.0
2020-02-24,813.6999999999999,1007.1999999999998,2255.3,262.0
2020-02-25,1051.0,1291.8,2903.7000000000003,366.0
2020-02-26,1664.4999999999998,1740.1,4292.099999999999,484.0
2020-02-27,1942.8999999999999,2004.9000000000003,4983.8,473.0
2020-02-28,1257.8,1737.8,3666.2,397.0
2020-02-29,998.6,1201.7,2732.9,571.0
2020-03-01,785.8,1048.0,2253.1000000000004,426.0
2020-03-02,1949.5,1972.4999999999998,4961.3,451.0
2020-03-03,1936.2,2013.3000000000002,4981.9,612.0
2020-03-04,1830.4,2022.65,4828.6,614.0
2020-03-05,1473.9,1549.1999999999998,3809.2999999999997,454.0
2020-03-06,3161.7,2554.9,7402.9,870.0
2020-03-07,1439.9000000000003,1683.6000000000001,3891.9000000000005,718.0
2020-03-08,694.6999999999999,913.6500000000001,1978.8000000000002,389.0
2020-03-09,1108.6000000000001,1403.5,3103.0,461.0
2020-03-10,791.9000000000001,918.9,2133.1000000000004,178.0
2020-03-11,1080.3000000000002,1395.3000000000002,3051.7999999999997,310.0
