MeasurementDateGMT,Lambeth - Brixton Road: Nitric Oxide (ug/m3),Lambeth - Brixton Road: Nitrogen Dioxide (ug/m3),Lambeth - Brixton Road: Oxides of Nitrogen (ug/m3),Lambeth - Brixton Road: PM10 Particulate (ug/m3)
2018-02-20,3132.6,2554.0,7356.9,592.0
2018-02-21,3823.3,2850.9999999999995,8713.599999999999,1335.0
2018-02-22,2223.6000000000004,2301.9,5711.200000000001,880.0
2018-02-23,2259.3,2306.9000000000005,5771.2,870.0
2018-02-24,1346.6,1752.0999999999997,3817.1,923.0
2018-02-25,1146.9000000000003,1508.4000000000003,3267.0999999999995,570.0
2018-02-26,1891.1999999999998,1805.3,4705.400000000001,840.0
2018-02-27,3033.7000000000003,2713.6000000000004,7365.299999999999,755.0
2018-02-28,1762.8999999999999,1828.8000000000002,4532.1,772.5
2018-03-01,759.7000000000002,1357.3,2522.7,1082.0
2018-03-02,380.79999999999995,1454.6999999999996,2038.6000000000001,1248.0
