MeasurementDateGMT,Lewisham - New Cross: Nitric Oxide (ug/m3),Lewisham - New Cross: Nitrogen Dioxide (ug/m3),Lewisham - New Cross: Oxides of Nitrogen (ug/m3),Lewisham - New Cross: PM10 Particulate (ug/m3),Lewisham - New Cross: PM2.5 Particulate (ug/m3)
2018-02-16,1078.55,1673.5500000000002,3327.0499999999997,630.5999999999998,432.2
2018-02-17,1049.8,1456.5999999999997,3066.6000000000004,713.2,477.1
2018-02-18,532.5000000000001,947.7,1764.4000000000005,563.8,383.0
2018-02-19,1458.7999999999997,1376.7,3613.5,592.6,504.09999999999997
2018-02-20,837.6999999999999,1012.6000000000001,2296.7999999999997,374.5,238.30000000000004
2018-02-21,1265.2,1654.0000000000005,3593.7000000000003,1226.1625,941.4
2018-02-22,1046.3000000000002,1783.8999999999999,3388.1,702.1499999999999,607.3000000000001
2018-02-23,1203.7,1866.6,3712.1,530.5375,515.3000000000001
2018-02-24,784.9999999999999,1569.0000000000007,2772.3,874.4999999999999,537.0999999999999
2018-02-25,647.2,1344.8,2337.0,529.6999999999999,281.1000000000001
2018-02-26,923.7,1438.3,2855.000000000001,561.5999999999999,219.49999999999997
2018-02-27,1133.9,1796.4,3535.0,737.5,284.2
2018-02-28,957.4999999999998,1606.3,3074.4999999999995,610.8,428.59999999999997
2018-03-01,675.9000000000001,1222.6000000000001,2258.8,1032.0000000000002,733.0
2018-03-02,717.5,1326.8999999999999,2427.0000000000005,1170.4999999999998,964.4000000000001
2018-03-03,753.3,1521.5999999999997,2676.8999999999996,1734.2,1536.0999999999997
2018-03-04,636.5,1073.0,2048.5000000000005,524.2,454.90000000000003
2018-03-05,331.6,802.6,1310.9999999999998,467.7,218.89999999999998
2018-03-06,562.4,1134.2,1996.5000000000002,488.0,271.4
2018-03-07,1690.1999999999996,2079.0,4670.900000000001,596.4000000000002,423.09999999999997
2018-03-08,701.85,1104.35,2180.1000000000004,391.69999999999993,158.40000000000003
2018-03-09,679.5999999999999,1514.9,2557.0,474.40000000000003,279.5
2018-03-10,304.5,733.6999999999999,1200.3,554.5999999999999,357.49999999999994
2018-03-11,627.3000000000001,1594.0000000000002,2556.1,628.9,418.6000000000001
2018-03-12,1161.6000000000001,1558.4999999999998,3339.2999999999993,502.0999999999999,400.9
2018-03-13,1335.3000000000002,1641.8000000000002,3689.4000000000005,562.3000000000001,369.1000000000001
2018-03-14,393.0999999999999,899.7,1502.2,341.7999999999999,197.69999999999996
2018-03-15,308.4,866.5999999999999,1339.6,299.59999999999997,184.1
2018-03-16,323.20000000000005,832.2,1327.8,507.09999999999997,275.3
2018-03-17,377.1,789.2,1367.6,512.3,358.0
2018-03-18,374.7,868.3,1443.1999999999998,704.9,479.4
