MeasurementDateGMT,Kingston Upon Thames - Tolworth Broadway: Nitric Oxide (ug/m3),Kingston Upon Thames - Tolworth Broadway: Nitrogen Dioxide (ug/m3),Kingston Upon Thames - Tolworth Broadway: Oxides of Nitrogen (ug/m3),Kingston Upon Thames - Tolworth Broadway: PM10 Particulate (ug/m3)
2018-02-19,1302.9,1195.4,3193.3,575.0
2018-02-20,300.5,599.5,1060.4,370.5
2018-02-21,1257.4999999999998,1220.9,3148.7000000000003,1040.0
2018-02-22,590.5,1096.4,2001.5999999999997,718.0
2018-02-23,914.7000000000003,1206.8000000000002,2609.4999999999995,679.0
2018-02-24,418.8999999999999,859.0,1501.2,741.0
2018-02-25,244.50000000000006,580.9,956.1,536.0
2018-02-26,421.3,744.7,1391.2,528.0
2018-02-27,1183.0,1357.3,3171.2000000000003,715.0
2018-02-28,783.9000000000001,1068.1999999999998,2270.7999999999997,667.0
2018-03-01,282.3,684.5999999999999,1117.3,937.0
2018-03-02,319.59999999999997,819.0000000000001,1309.1000000000001,1030.0
2018-03-03,367.80000000000007,1037.1999999999998,1600.6000000000001,1409.0
2018-03-04,695.5000000000001,1175.4,2242.1000000000004,441.0
2018-03-05,832.1999999999999,1136.8999999999999,2413.0,492.0
2018-03-06,1465.5000000000002,1696.4500000000003,3943.45,562.0
2018-03-07,1415.4,1697.3,3867.7,643.0
2018-03-08,718.3,1022.7,2124.3999999999996,466.0
2018-03-09,1606.9,1506.6000000000001,3970.3999999999996,651.0
2018-03-10,812.9000000000001,1093.7,2340.2,789.0
2018-03-11,598.1999999999999,1171.8999999999999,2088.9000000000005,721.0
2018-03-12,922.9000000000001,1103.4,2518.2999999999997,389.0
2018-03-13,1369.7000000000003,1460.2999999999997,3559.9000000000005,644.0
2018-03-14,670.5000000000001,917.4000000000001,1945.4000000000003,560.0
2018-03-15,835.8000000000001,1214.3999999999994,2495.9,539.0
2018-03-16,1239.9000000000003,1548.9,3449.9000000000005,818.0
2018-03-17,296.9,689.6000000000001,1145.2000000000003,474.0
2018-03-18,232.2,607.5,963.7,685.0
2018-03-19,370.7999999999999,818.3000000000001,1386.4,685.0
2018-03-20,230.99999999999997,644.7,998.3000000000001,502.0
2018-03-21,1718.4,1639.8999999999999,4274.499999999999,951.0
2018-03-22,843.0000000000001,1208.3999999999999,2500.7000000000007,748.0
2018-03-23,809.9000000000001,1218.0,2460.0000000000005,680.0
2018-03-24,751.0000000000001,1151.2,2303.2,801.0
2018-03-25,689.9999999999999,1273.5000000000002,2331.2000000000003,957.0
2018-03-26,1482.1000000000004,1866.2999999999995,4139.1,836.0
2018-03-27,864.4999999999999,1111.3000000000002,2436.6,544.0
2018-03-28,1330.6,1666.5,3706.499999999999,395.0
2018-03-29,1352.5999999999997,1507.4000000000003,3581.2000000000003,530.0
2018-03-30,422.5,958.2,1605.9,364.0
2018-03-31,817.6999999999999,1076.3,2330.4,419.0
2018-04-01,525.5999999999999,968.8,1774.8999999999999,435.0
2018-04-02,402.90000000000003,701.4999999999999,1319.1,431.0
2018-04-03,506.40000000000003,895.0,1671.9,530.0
2018-04-04,486.4,840.5000000000002,1586.3000000000002,489.0
2018-04-05,726.5,1101.5999999999997,2216.1,396.5
2018-04-06,792.4999999999999,1223.1000000000001,2438.0999999999995,638.0
2018-04-07,539.5999999999999,1124.5000000000002,1952.5000000000002,764.0
2018-04-08,578.1999999999998,1174.6,2061.1,530.0
2018-04-09,593.1999999999999,1141.4,2050.9999999999995,676.0
2018-04-10,628.3,1345.4999999999998,2308.9,909.0
2018-04-11,658.3000000000001,1188.3999999999999,2197.5,1255.0
2018-04-12,424.00000000000006,850.9999999999999,1501.2999999999997,925.0
2018-04-13,1298.6999999999998,1475.8,3466.8,908.0
2018-04-14,782.6999999999999,1229.8999999999999,2430.3999999999996,940.0
2018-04-15,442.40000000000003,901.4000000000001,1579.6,695.0
2018-04-16,683.9,1177.7,2225.9999999999995,670.0
2018-04-17,457.89999999999986,940.1999999999997,1641.9,485.0
2018-04-18,810.9999999999999,1190.2,2434.2,624.0
2018-04-19,943.5499999999998,1831.1499999999999,3277.7500000000005,864.5
2018-04-20,1131.4,1503.0999999999995,3237.7999999999997,882.0
2018-04-21,412.5,1198.8,1830.8,1047.0
2018-04-22,338.09999999999997,756.2999999999998,1274.7000000000003,727.0
2018-04-23,708.9999999999999,1003.2000000000002,2090.2,505.0
2018-04-24,650.4000000000001,841.1999999999998,1838.5000000000002,437.0
2018-04-25,723.1,929.3000000000001,2038.4000000000003,465.0
2018-04-26,723.8000000000001,995.6,2105.1,526.0
2018-04-27,832.8000000000001,1232.0000000000002,2508.9,530.0
2018-04-28,482.7,881.7,1621.3999999999996,322.0
2018-04-29,109.59999999999998,343.5,511.4,268.0
2018-04-30,371.59999999999997,721.5,1290.9999999999998,395.0
2018-05-01,924.1999999999998,1153.55,2571.100000000001,467.0
2018-05-02,695.0000000000001,1064.3999999999999,2130.3,344.0
2018-05-03,1337.6000000000004,1466.4,3517.5,571.0
2018-05-04,1241.8,1534.8000000000002,3438.7,753.0
2018-05-05,660.9000000000001,1200.3,2214.0,658.0
2018-05-06,399.8000000000001,1228.8,1841.8000000000002,934.0
2018-05-07,494.3,1449.6,2207.0,1038.0
2018-05-08,958.6999999999999,1419.5999999999997,2889.6,957.0
2018-05-09,1024.9,1212.3000000000002,2783.2,658.0
2018-05-10,902.2999999999998,1301.3000000000002,2684.7999999999997,544.0
2018-05-11,722.4999999999999,1173.8000000000002,2281.3,604.0
2018-05-12,868.4000000000002,1363.5,2695.2999999999997,578.0
2018-05-13,718.3000000000001,1094.6999999999998,2195.8,546.0
2018-05-14,259.0,657.2,1054.5,394.0
2018-05-15,380.29999999999995,894.9000000000002,1477.9,439.0
2018-05-16,211.64999999999998,510.65000000000003,835.0500000000002,558.0
2018-05-17,359.69999999999993,739.2,1290.4999999999998,579.0
2018-05-18,686.0,1147.0000000000002,2199.4,566.0
2018-05-19,558.8,1062.8999999999999,1919.9,699.0
2018-05-20,269.8,746.6,1160.2999999999997,642.0
2018-05-21,601.6999999999999,1440.1000000000004,2362.9,995.0
2018-05-22,198.80000000000004,648.5,953.2999999999998,704.0
2018-05-23,185.19999999999996,574.0999999999999,857.9,797.0
2018-05-24,823.4,1222.3999999999999,2484.9,1024.0
2018-05-25,1000.3,1503.7,3038.1,1018.0
2018-05-26,157.79999999999998,701.1999999999999,942.9000000000001,1030.0
2018-05-27,279.6,919.3000000000001,1348.6000000000001,719.5
2018-05-28,227.10000000000008,710.5999999999999,1059.0,779.0
2018-05-29,248.49999999999997,756.4000000000001,1137.5,654.7272727272727
2018-05-30,907.3000000000002,1229.9,2621.1,765.7727272727273
2018-05-31,523.1000000000001,1052.9,1854.8999999999996,817.0
2018-06-01,784.4999999999999,1179.4,2382.6,580.0
2018-06-02,652.4,1092.8999999999999,2093.0,310.5
2018-06-03,421.4,908.5999999999999,1555.1000000000004,473.5
2018-06-04,302.3,748.8000000000001,1212.7,479.0
2018-06-05,327.9,783.3,1285.8999999999999,492.0
2018-06-06,410.9999999999999,929.4999999999999,1560.1,733.0
2018-06-07,514.4,1043.3,1831.8999999999999,730.0
2018-06-08,413.1,924.0000000000001,1557.5,544.0
2018-06-09,261.4,749.8000000000001,1150.1000000000001,513.0
2018-06-10,180.50000000000003,546.0000000000001,823.0,550.0
2018-06-11,349.8,722.2,1258.1999999999998,383.0
2018-06-12,393.44999999999993,805.9499999999998,1409.4,444.0
2018-06-13,983.3000000000001,1104.5,2612.2999999999997,462.5
2018-06-14,565.6999999999998,862.8000000000001,1730.5000000000002,451.0
2018-06-15,901.0,1246.8,2628.2999999999993,575.0
2018-06-16,520.6,779.4000000000001,1577.5,433.0
2018-06-17,382.1,563.2000000000002,1149.5000000000005,325.0
2018-06-18,615.3000000000002,777.1999999999999,1721.1,361.0
2018-06-19,739.2999999999998,677.6999999999999,1811.4999999999995,265.5
2018-06-20,684.8,611.8,1662.3000000000002,423.5
2018-06-21,303.59999999999997,525.3,990.4,466.0
2018-06-22,583.8999999999999,908.0000000000001,1802.8999999999996,490.0
2018-06-23,559.4,991.6999999999999,1849.8000000000002,608.0
2018-06-24,298.6,1011.6999999999999,1469.4999999999995,504.0
2018-06-25,594.3000000000001,1426.0000000000002,2337.3999999999996,657.0
2018-06-26,528.8999999999999,1041.2,1852.6,504.0
2018-06-27,328.29999999999995,709.4999999999999,1213.3,541.0
2018-06-28,356.79999999999995,827.4000000000001,1374.4499999999998,712.5
2018-06-29,372.5000000000001,848.1,1419.3,510.5
2018-06-30,185.6,604.6000000000001,889.2999999999998,416.0
2018-07-01,138.50000000000003,809.8999999999999,1022.4,600.0
2018-07-02,258.30000000000007,799.1999999999999,1194.9000000000003,500.0
2018-07-03,217.2,594.6,927.4000000000001,486.0
2018-07-04,467.50000000000006,1059.1000000000001,1775.9,655.0
2018-07-05,660.2,1472.0,2483.9999999999995,817.0
2018-07-06,667.5000000000001,1652.9999999999998,2676.5999999999995,733.0
2018-07-07,530.95,1377.35,2191.0,744.0
2018-07-08,228.95000000000005,994.15,1344.8999999999996,709.0
2018-07-09,596.4000000000001,1144.0,2058.5,597.0
2018-07-10,250.39999999999995,513.8,897.7999999999998,418.0
2018-07-11,312.20000000000005,690.8999999999999,1169.4,537.0
2018-07-12,598.2999999999998,1136.3000000000002,2053.6499999999996,683.5
2018-07-13,474.1000000000001,1098.7,1825.5,823.0
2018-07-14,430.2,1113.8,1773.1999999999996,615.0
2018-07-15,379.4000000000001,1175.9999999999998,1757.5,464.5
2018-07-16,664.8999999999999,1293.7000000000003,2313.0000000000005,623.0
2018-07-17,639.1,864.9,1844.7999999999997,493.0
2018-07-18,763.1999999999999,1121.1999999999998,2291.6,503.0
2018-07-19,785.2,1310.2999999999997,2514.3999999999996,546.0
2018-07-20,552.1,1254.0999999999997,2100.5,553.0
2018-07-21,443.90000000000003,1193.5,1874.1999999999998,625.0
2018-07-22,480.59999999999997,1079.3000000000002,1816.1999999999998,456.5
2018-07-23,916.9085714285713,1111.3714285714286,2519.1885714285713,452.0
2018-07-24,998.2971428571427,1199.142857142857,2732.5371428571434,482.0
2018-07-25,947.9382857142858,1171.1657142857143,2626.8822857142854,508.0
2018-07-26,897.5794285714284,1143.1885714285713,2521.2274285714284,820.0
2018-07-27,847.2205714285717,1115.2114285714285,2415.572571428572,740.0
2018-07-28,796.8617142857141,1087.2342857142858,2309.9177142857143,600.0
2018-07-29,746.5028571428571,1059.2571428571428,2204.262857142857,425.0
2018-07-30,616.4914285714284,914.2285714285713,1859.3114285714285,402.0
2018-07-31,648.3999999999999,935.0999999999999,1929.3999999999996,471.0
2018-08-01,885.5999999999999,1116.9999999999998,2474.7,566.0
2018-08-02,824.7,1282.4999999999998,2547.1,558.0
2018-08-03,822.680081300813,1483.5626016260162,2744.747154471545,513.869918699187
2018-08-04,625.9317073170732,1725.0146341463415,2683.990243902439,569.2682926829268
2018-08-05,658.7121951219513,1621.9902439024393,2631.0731707317077,536.4878048780489
2018-08-06,691.4926829268292,1518.9658536585366,2578.1560975609755,503.7073170731707
2018-08-07,724.2731707317073,1415.9414634146342,2525.239024390244,470.92682926829264
2018-08-08,668.6601626016259,1175.2252032520323,2199.6943089430893,445.739837398374
2018-08-09,1247.2000000000003,1061.5,2973.4,531.0
2018-08-10,745.3500000000001,868.2500000000001,2011.0000000000002,474.0
2018-08-11,663.6,832.7999999999998,1849.8,451.0
2018-08-12,333.59999999999997,583.4999999999999,1094.7999999999997,405.0
2018-08-13,698.1000000000003,849.4,1920.0,517.0
2018-08-14,719.3,860.4000000000001,1963.4999999999995,437.0
2018-08-15,537.1,681.9000000000001,1505.7,474.0
2018-08-16,821.6999999999999,813.4,2073.1000000000004,543.0
2018-08-17,981.4000000000001,960.3999999999999,2465.8,580.5
2018-08-18,462.20000000000005,605.4999999999999,1314.7999999999997,632.0
2018-08-19,318.00000000000006,434.3,921.9000000000001,498.0
2018-08-20,675.5999999999999,808.5999999999998,1844.1999999999998,479.0
2018-08-21,670.1,865.2,1893.2000000000005,349.5
2018-08-22,760.4,836.6,2002.2,421.0
2018-08-23,608.1,699.1,1631.3,403.0
2018-08-24,657.0,751.5,1758.6000000000001,376.0
2018-08-25,732.3000000000001,838.1999999999999,1961.3000000000004,370.0
2018-08-26,389.29999999999995,592.3999999999999,1189.5000000000002,264.0
2018-08-27,407.59999999999997,577.4,1201.8999999999999,378.0
2018-08-28,1028.3,1195.0,2771.5,413.0
2018-08-29,837.2,1067.7999999999997,2351.1,427.0
2018-08-30,812.1,1080.6,2325.7000000000007,502.0
2018-08-31,1311.8999999999999,1348.1000000000001,3359.9,657.0
2018-09-01,737.9000000000001,1200.6,2332.2999999999997,541.0
2018-09-02,467.7000000000001,1016.6999999999999,1733.3,517.0
2018-09-03,859.4,1403.0999999999997,2720.7999999999993,677.0
2018-09-04,287.7999999999999,712.2,1153.7,494.0
2018-09-05,241.45000000000002,622.4499999999999,992.4499999999998,446.5
2018-09-06,943.9999999999999,1138.6,2586.3,481.0
2018-09-07,837.0000000000001,1022.5999999999998,2305.6,401.0
2018-09-08,657.6,887.8999999999997,1896.1,351.0
2018-09-09,364.7,682.4999999999999,1241.5000000000002,408.0
2018-09-10,593.1000000000001,770.4000000000001,1679.9999999999995,444.0
2018-09-11,623.5000000000001,725.4,1681.0,457.0
2018-09-12,780.3,863.0,2059.2999999999997,340.0
2018-09-13,1775.6,1340.1000000000001,4063.499999999999,601.0
2018-09-14,1062.8000000000002,1121.5999999999997,2750.9999999999995,418.0
2018-09-15,809.55,1047.65,2288.95,549.0
2018-09-16,375.9000000000001,709.7000000000002,1286.3000000000002,395.0
2018-09-17,519.3,958.7,1755.0000000000005,451.0
2018-09-18,452.89999999999986,649.9999999999999,1344.4999999999995,520.0
2018-09-19,421.49999999999994,575.6000000000001,1222.05,709.5
2018-09-20,392.69999999999993,584.2999999999998,1186.2,716.0
2018-09-21,528.4000000000001,666.2,1476.5000000000002,418.0
2018-09-22,669.3,914.0999999999999,1940.4999999999998,373.0
2018-09-23,310.6,689.6,1165.7,231.0
2018-09-24,1597.1999999999998,1205.1999999999998,3654.2000000000003,470.0
2018-09-25,2187.8999999999996,1523.8000000000002,4878.299999999999,601.0
2018-09-26,2115.2000000000003,1744.0000000000005,4987.5,705.0
2018-09-27,2139.4000000000005,1775.8999999999996,5055.699999999999,776.0
2018-09-28,427.3000000000001,813.2000000000002,1468.3000000000002,422.0
2018-09-29,1949.0000000000002,1556.9999999999998,4545.599999999999,640.0
2018-09-30,664.7,937.1,1956.3000000000004,438.0
2018-10-01,582.2,834.5,1727.4,347.0
2018-10-02,700.3,812.9,1886.4,393.0
2018-10-03,1435.0,1112.0000000000002,3312.1,452.0
2018-10-04,1189.4000000000003,1001.2999999999998,2825.3,443.0
2018-10-05,1283.2500000000002,1384.5999999999997,3352.500000000001,637.0
2018-10-06,448.8999999999999,639.5999999999998,1328.1999999999998,380.0
2018-10-07,713.4000000000001,999.7,2093.4,381.0
2018-10-08,913.1000000000001,1137.3999999999999,2537.7000000000003,521.0
2018-10-09,1529.1000000000001,1526.1000000000004,3870.5999999999995,644.0
2018-10-10,967.4,1296.1000000000001,2779.0000000000005,950.0
2018-10-11,643.9,929.4000000000001,1917.1999999999998,566.0
2018-10-12,428.79999999999995,632.1,1289.8,543.0
2018-10-13,365.0,583.9000000000001,1143.9,448.0
2018-10-14,157.30000000000004,494.5,735.4999999999999,199.0
2018-10-15,689.3000000000001,1106.9,2164.0,452.0
2018-10-16,1092.5999999999997,1062.8,2737.9500000000003,730.0
2018-10-17,1494.7999999999997,1430.6000000000001,3722.8000000000006,499.0
2018-10-18,551.8,1020.7,1866.8999999999999,487.0
2018-10-19,2947.7,1634.1999999999998,6154.4,883.0
2018-10-20,2084.0000000000005,1457.1000000000004,4652.799999999999,829.0
2018-10-21,1034.4,1051.4000000000003,2637.1000000000004,540.0
2018-10-22,892.2,921.8,2290.2000000000003,467.0
2018-10-23,994.9,1120.0,2645.3,527.0
2018-10-24,1556.6999999999996,1249.4999999999998,3636.6000000000004,697.0
2018-10-25,1277.1000000000001,1348.2,3306.2,648.0
2018-10-26,818.5000000000001,1090.4,2345.7,365.0
2018-10-27,301.90000000000003,586.2,1049.0,200.0
2018-10-28,205.6,567.1,882.4,161.0
2018-10-29,1128.9,1002.8,2733.9999999999995,311.0
2018-10-30,953.2000000000002,943.35,2405.250000000001,425.0
2018-10-31,1364.9999999999998,1261.6,3354.9999999999995,561.0
2018-11-01,1956.6999999999998,1390.0,4390.3,441.0
2018-11-02,2927.500000000001,1784.4,6273.700000000001,1011.0
2018-11-03,839.6000000000001,1133.9,2421.6000000000004,630.0
2018-11-04,513.2,858.5000000000001,1645.1999999999998,593.0
2018-11-05,1349.2,1082.8,3151.6,1022.0
2018-11-06,1159.8,1047.0,2825.5000000000005,695.0
2018-11-07,721.8000000000001,823.5999999999999,1930.3999999999996,367.0
2018-11-08,874.4000000000001,1086.8999999999999,2427.0,670.0
2018-11-09,766.4,804.3000000000001,1979.6,556.0
2018-11-10,950.8,1165.8000000000002,2623.9,485.0
2018-11-11,600.7,892.5,1813.5999999999997,372.0
2018-11-12,1094.6,1254.0,2932.7,469.0
2018-11-13,901.5,1169.1000000000001,2550.7000000000003,680.0
2018-11-14,1196.7,1244.7,3079.2999999999997,838.0
2018-11-15,1347.6500000000003,1148.8500000000001,3215.2499999999995,1158.0
2018-11-16,938.4000000000001,899.0000000000001,2338.1999999999994,489.0
2018-11-17,542.5,988.9000000000001,1820.6999999999998,594.0
2018-11-18,382.4999999999999,973.2,1559.4999999999998,553.0
2018-11-19,410.7,760.1999999999999,1389.5000000000002,304.0
2018-11-20,725.2,1068.8000000000002,2180.6,382.0
2018-11-21,1156.9999999999998,1227.9000000000003,3002.1000000000004,627.0
2018-11-22,4190.4,1737.1,8162.400000000001,1131.0
2018-11-23,1153.0,1243.1,3011.200000000001,850.0
2018-11-24,691.5000000000002,1136.1,2196.8999999999996,703.0
2018-11-25,431.2000000000001,918.5000000000003,1580.1000000000001,514.0
2018-11-26,673.1500000000001,1018.8,2050.55,440.0
2018-11-27,1346.6000000000001,1235.3999999999996,3299.9999999999995,418.0
2018-11-28,486.49999999999994,764.4000000000001,1510.6,354.0
2018-11-29,508.4,710.7,1490.0,437.0
2018-11-30,1018.4999999999999,1297.5999999999997,2859.9000000000005,559.0
2018-12-01,549.3000000000001,884.2,1727.2,261.0
2018-12-02,335.79999999999995,524.5999999999999,1038.9,203.0
2018-12-03,707.6999999999999,999.9000000000001,2085.0,521.0
2018-12-04,2551.1000000000004,1700.7999999999997,5612.3,812.0
2018-12-05,1033.7,1078.7999999999997,2664.0999999999995,345.0
2018-12-06,663.3,927.6,1944.1999999999998,381.0
2018-12-07,614.4000000000001,857.6000000000001,1799.7,321.0
2018-12-08,448.79999999999995,676.3000000000001,1364.2999999999997,434.0
2018-12-09,415.3,733.5999999999999,1370.6000000000001,246.0
2018-12-10,1298.8,1348.95,3340.8999999999996,651.0
2018-12-11,3081.7000000000007,1638.7,6364.400000000001,983.0
2018-12-12,710.1999999999999,1013.0,2101.9,577.0
2018-12-13,820.1999999999999,1088.8,2346.2999999999997,549.0
2018-12-14,2710.2999999999997,1610.0,5766.099999999999,908.0
2018-12-15,574.4000000000001,767.1999999999999,1648.2000000000003,474.0
2018-12-16,1107.3000000000004,1325.6999999999996,3023.4,345.0
2018-12-17,1212.2,1262.6999999999998,3121.6999999999994,436.0
2018-12-18,573.0000000000001,789.8,1668.75,450.5
2018-12-19,1044.3,1282.0,2882.9999999999995,308.0
2018-12-20,863.4999999999998,1108.3000000000002,2431.8999999999996,416.0
2018-12-21,533.8,770.5999999999999,1589.4,492.0
2018-12-22,768.9999999999999,1043.6000000000001,2222.6000000000004,465.0
2018-12-23,501.4,823.2000000000002,1592.0000000000005,245.0
2018-12-24,1814.6,1324.7,4107.4,600.0
2018-12-25,1250.3999999999999,1102.1999999999998,3019.5,440.0
2018-12-26,1299.7,1186.3000000000002,3178.500000000001,484.0
2018-12-27,3962.4,1542.9,7618.400000000001,927.0
2018-12-28,2044.1999999999996,1366.6999999999998,4501.9,720.0
2018-12-29,856.9,876.6,2190.2,384.0
2018-12-30,677.0000000000001,942.1,1980.4999999999998,295.0
2018-12-31,793.9999999999999,1052.8000000000002,2269.8999999999996,455.0
2019-01-01,281.8999999999999,626.3,1058.3999999999999,353.0
2019-01-02,272.20000000000005,861.5999999999999,1278.7,387.0
2019-01-03,800.3499999999999,1382.5499999999997,2609.65,438.0
2019-01-04,1629.3,1662.9,4161.6,942.0
2019-01-05,823.5,1266.8,2529.4,701.0
2019-01-06,988.3000000000001,1248.1999999999998,2763.1000000000004,674.0
2019-01-07,729.1,1002.9999999999999,2120.9999999999995,447.0
2019-01-08,621.8,945.4,1898.7,649.0
2019-01-09,317.70000000000005,810.6999999999999,1297.9,396.0
2019-01-10,2397.2000000000003,1659.2,5334.800000000001,861.0
2019-01-11,2057.6,1542.9999999999998,4698.4,613.0
2019-01-12,549.3000000000001,780.1000000000001,1621.8000000000002,282.0
2019-01-13,296.1,462.9,916.3000000000002,289.0
2019-01-14,798.6999999999999,1095.1000000000001,2319.7999999999997,646.0
2019-01-15,827.5500000000001,1094.15,2362.85,400.0
2019-01-16,827.0000000000001,1023.6,2291.4999999999995,256.0
2019-01-17,1255.0,1272.6,3197.1,531.0
2019-01-18,1818.3,1520.8999999999999,4309.0,740.0
2019-01-19,607.6000000000001,808.6999999999999,1740.1000000000001,454.0
2019-01-20,1347.9,1353.8,3420.3000000000006,756.0
2019-01-21,3024.65,1614.2499999999998,6252.1500000000015,1082.0
2019-01-22,1401.6999999999996,1441.8000000000002,3591.1000000000004,466.0
2019-01-23,1430.5000000000002,1328.0,3522.3,484.5
2019-01-24,3634.7999999999997,2038.2,7612.000000000001,828.0
2019-01-25,1423.1000000000004,1373.1000000000004,3554.7,447.0
2019-01-26,487.8999999999999,700.9,1449.3,251.0
2019-01-27,241.00000000000003,396.6,766.9000000000001,300.0
2019-01-28,1290.0000000000002,1355.1,3333.3999999999996,729.0
2019-01-29,1792.7,1764.3,4513.299999999998,625.0
2019-01-30,2793.8,1874.3000000000002,6158.7,664.0
2019-01-31,1893.7999999999997,1236.1999999999998,4139.9,606.0
2019-02-01,443.6,946.8000000000001,1626.6999999999998,345.0
2019-02-02,378.5,751.0999999999998,1331.2999999999997,516.0
2019-02-03,929.4999999999999,1196.1999999999998,2621.1999999999994,504.0
2019-02-04,952.5000000000001,1080.2,2540.4,260.0
2019-02-05,1135.8999999999999,1101.6,2843.0999999999995,320.0
2019-02-06,1265.9,1313.6999999999998,3254.9,448.0
2019-02-07,616.0000000000001,897.4,1842.1000000000001,452.0
2019-02-08,340.79999999999995,572.3,1094.5000000000002,301.0
2019-02-09,429.7,656.9,1315.8000000000002,393.0
2019-02-10,412.70000000000005,790.3000000000001,1422.6,153.0
2019-02-11,1567.3000000000002,1502.8999999999999,3906.0999999999995,550.0
2019-02-12,1205.0,1435.6999999999998,3283.399999999999,584.0
2019-02-13,1462.9000000000003,1373.8,3616.7999999999997,655.0
2019-02-14,3037.2999999999997,1849.3,6506.5,1002.0
2019-02-15,3179.3999999999996,2011.3999999999996,6886.5,1124.0
2019-02-16,953.9000000000001,1291.1000000000001,2753.8000000000006,736.0
2019-02-17,445.0,918.0,1600.2999999999997,773.0
2019-02-18,890.4999999999999,1280.0,2645.4000000000005,454.0
2019-02-19,803.6,1142.55,2374.7999999999997,574.0
2019-02-20,751.7000000000003,1093.6000000000001,2246.5000000000005,533.0
2019-02-21,993.2,1374.5500000000002,2897.85,696.0
2019-02-22,1114.5999999999997,1273.8,2982.6999999999994,663.0
2019-02-23,1324.6999999999998,1417.2000000000003,3448.1000000000004,852.0
2019-02-24,1822.5999999999997,1498.3000000000002,4292.5,983.0
2019-02-25,2922.2,1948.3999999999999,6429.300000000001,1163.0
2019-02-26,3206.1999999999994,2084.7000000000003,7000.499999999999,1253.0
2019-02-27,3745.5999999999985,2157.0,7900.2,1617.0
2019-02-28,939.9999999999999,1388.7,2829.7,727.0
2019-03-01,1280.6,1456.2,3419.7999999999997,860.0
2019-03-02,526.9000000000001,804.2,1612.3,447.0
2019-03-03,233.00000000000003,464.4999999999999,821.4999999999998,335.0
