MeasurementDateGMT,Greenwich - A206 Burrage Grove: Nitric Oxide (ug/m3),Greenwich - A206 Burrage Grove: Nitrogen Dioxide (ug/m3),Greenwich - A206 Burrage Grove: Oxides of Nitrogen (ug/m3),Greenwich - A206 Burrage Grove: PM10 Particulate (ug/m3),Greenwich - A206 Burrage Grove: PM2.5 Particulate (ug/m3)
2018-03-20,446.2,1075.1,1759.1999999999998,533.4,176.89999999999998
2018-03-21,450.6,1358.2,2048.8,683.7000000000002,332.9
2018-03-22,148.1,749.6000000000001,976.6000000000001,485.7000000000001,229.19999999999996
2018-03-23,59.500000000000014,433.85,524.8000000000001,376.90000000000003,166.99999999999997
2018-03-24,695.8000000000002,1202.4,2269.5,786.1,650.2000000000002
2018-03-25,650.8000000000001,1333.4,2331.2999999999997,965.0999999999999,681.8
2018-03-26,435.9000000000001,1351.7,2019.8999999999994,513.3,229.8
2018-03-27,198.50000000000003,830.3,1135.0,293.9,134.89999999999998
2018-03-28,436.0,1338.2000000000005,2006.5999999999997,273.00000000000006,160.0
2018-03-29,269.09999999999997,661.8,1074.3000000000002,254.69999999999993,131.0
2018-03-30,278.99999999999994,874.3000000000001,1302.1999999999998,316.8,201.20000000000002
2018-03-31,290.49999999999994,753.8,1199.4,232.35000000000002,183.00000000000003
2018-04-01,209.3,750.0999999999999,1071.0999999999997,384.09999999999997,290.1
2018-04-02,59.20000000000001,355.59999999999997,446.29999999999995,257.29999999999995,161.19999999999993
2018-04-03,58.80000000000001,364.9,454.6,334.9,155.2
2018-04-04,48.9,337.25,411.94999999999993,296.6,135.70000000000002
2018-04-05,301.09999999999997,706.7,1168.8,163.8,148.6
2018-04-06,181.10000000000002,682.5999999999999,961.7,353.4,314.19999999999993
2018-04-07,518.0,934.7000000000002,1729.1000000000001,572.4,492.7
2018-04-08,298.0,975.1000000000001,1432.1999999999998,395.2,415.1
2018-04-09,563.9,1124.5,1989.4,577.9,609.1000000000001
2018-04-10,769.4999999999999,1536.0,2715.9000000000005,714.2,710.1999999999999
2018-04-11,720.5000000000001,1083.0,2187.5,1018.7999999999998,1099.9
2018-04-12,720.5000000000001,974.5,2079.2,752.4999999999999,792.3
2018-04-13,259.0,894.4999999999999,1291.4,530.9000000000001,553.4
2018-04-14,310.7,1122.7000000000003,1599.3000000000002,795.6000000000001,878.3000000000001
2018-04-15,221.4,714.5999999999999,1054.0,567.0999999999999,633.7000000000002
2018-04-16,61.8,469.40000000000003,564.3,368.80000000000007,209.70000000000002
2018-04-17,55.39999999999998,431.40000000000003,516.5,270.59999999999997,200.20000000000005
2018-04-18,484.84999999999997,1023.45,1766.95,471.9999999999999,368.5
2018-04-19,1192.6,1557.3999999999999,3385.800000000001,987.9000000000002,780.3
2018-04-20,539.7,1579.0000000000002,2406.4,777.0,629.5
2018-04-21,464.3,1451.0,2162.3,973.9999999999999,900.0
2018-04-22,189.0,721.5,1011.9000000000002,729.9000000000001,615.9
2018-04-23,77.5,483.50000000000006,602.5,244.89999999999998,141.50000000000003
2018-04-24,73.5,412.59999999999997,525.8,213.69999999999993,147.9
2018-04-25,84.10000000000001,461.09999999999997,589.8,186.10000000000002,135.9
2018-04-26,77.10000000000004,473.7999999999999,592.2,289.79999999999995,151.20000000000002
2018-04-27,233.29999999999995,772.0,1129.5,308.8,230.3
2018-04-28,602.3000000000001,1219.5,2143.1000000000004,270.2,267.5
2018-04-29,155.60000000000002,479.30000000000007,717.3,212.10000000000002,167.19999999999996
2018-04-30,419.19999999999993,1011.8999999999999,1654.6999999999996,271.49999999999994,188.20000000000002
2018-05-01,114.54999999999997,616.1499999999999,791.2000000000002,263.0,291.60136986301364
2018-05-02,173.2,851.1,1116.7,173.29999999999995,303.386301369863
2018-05-03,310.09999999999997,1008.5000000000001,1483.9999999999995,336.3999999999999,286.02739726027403
2018-05-04,388.2999999999999,1191.0000000000002,1786.6,473.9,286.1849315068493
2018-05-05,545.3,1332.0000000000002,2167.7999999999997,629.8000000000001,503.69999999999993
2018-05-06,183.9,1375.0,1656.9,784.6000000000001,710.7000000000002
2018-05-07,320.00000000000006,1560.1000000000001,2050.7,896.0999999999999,872.4999999999999
2018-05-08,929.3000000000002,1304.3,2729.4,755.6500000000001,683.6000000000001
2018-05-09,166.30000000000004,705.4,960.7999999999997,406.19999999999993,244.30000000000004
2018-05-10,358.9999999999999,1128.0,1678.3000000000002,340.59999999999997,179.99999999999997
2018-05-11,57.89999999999999,461.30000000000007,550.3000000000001,406.95,230.0
2018-05-12,98.7,748.5,899.8999999999999,352.7,236.50000000000003
2018-05-13,314.7,1139.3,1622.6,456.40000000000003,353.20000000000005
2018-05-14,467.8,1065.7,1783.0999999999997,339.3,190.70000000000002
2018-05-15,451.49999999999994,1268.3999999999999,1960.4,438.1,257.0
2018-05-16,361.09999999999997,806.7,1360.8,524.3,266.8
2018-05-17,439.1,943.9,1617.1999999999998,540.0,238.75000000000003
2018-05-18,559.3,1134.0,1991.1000000000004,509.0000000000001,266.5
2018-05-19,310.59999999999985,1029.3999999999999,1505.5000000000002,589.5,414.09999999999997
2018-05-20,154.29999999999998,792.4999999999999,1029.2000000000003,578.5,501.7
2018-05-21,578.5,1551.3000000000004,2437.9999999999995,814.0,643.6
2018-05-22,289.5,959.7499999999999,1403.7999999999997,675.6,449.5
2018-05-23,307.09999999999997,964.0000000000001,1435.1000000000001,656.9,421.8
2018-05-24,409.2,1046.1000000000001,1673.4999999999995,712.0000000000001,517.0
2018-05-25,372.7,1273.7,1845.0999999999997,664.8,610.8000000000001
2018-05-26,175.2,1050.0,1318.5,911.9000000000001,889.1000000000001
2018-05-27,188.0,1097.1,1385.4999999999998,876.05,796.6
2018-05-28,143.6,916.1999999999999,1136.5,825.0,791.5999999999999
2018-05-29,337.0,995.0,1511.9000000000003,571.9000000000001,561.9999999999999
2018-05-30,498.69999999999993,1164.6000000000001,1929.5,548.4999999999999,486.90000000000003
2018-05-31,369.7000000000001,1282.2000000000003,1848.6999999999998,831.1,791.4
2018-06-01,140.29999999999998,875.7,1091.3000000000002,509.3,480.7
2018-06-02,81.89999999999999,790.4000000000001,916.1999999999999,295.8,255.40000000000006
2018-06-03,111.99999999999997,846.2,1018.0,321.9,238.70000000000005
2018-06-04,381.29999999999995,1062.9999999999998,1647.8000000000002,476.30000000000007,383.0
2018-06-05,481.25000000000006,1114.35,1852.3,466.3999999999999,242.29999999999998
2018-06-06,380.4,972.4000000000001,1555.1999999999998,574.9999999999999,313.4
2018-06-07,401.6,985.8000000000002,1601.3999999999999,544.8,334.09999999999997
2018-06-08,451.30000000000007,1081.8999999999999,1773.7000000000005,562.7,306.6
2018-06-09,186.89999999999998,757.5,1043.9000000000003,491.9,322.50000000000006
2018-06-10,107.8,613.4,778.5,411.4000000000001,295.9
2018-06-11,415.8000000000001,947.5999999999999,1585.0000000000002,413.34999999999997,235.70000000000002
2018-06-12,682.0,1138.8,2184.5,434.6999999999999,270.90000000000003
2018-06-13,103.30000000000001,611.8000000000001,770.6000000000001,302.4,166.4
2018-06-14,181.5,704.4,983.0000000000001,347.40000000000003,217.0
2018-06-15,227.10000000000002,932.8000000000001,1280.5,419.09999999999997,272.70000000000005
2018-06-16,30.099999999999998,377.9,424.00000000000006,301.79999999999995,160.1
2018-06-17,21.8,246.6,279.90000000000003,235.5,129.8
2018-06-18,55.09999999999999,348.4,432.99999999999994,261.4,154.1
2018-06-19,92.89999999999999,378.70000000000005,521.4,177.7,127.2
2018-06-20,118.90000000000003,383.2,565.7,238.2,160.0
2018-06-21,185.8,621.4000000000001,906.3000000000001,349.1000000000001,153.29999999999995
2018-06-22,314.8999999999999,857.3999999999999,1340.2000000000003,391.0,200.10000000000002
2018-06-23,146.79999999999998,824.6,1049.3,387.29999999999995,222.99999999999997
2018-06-24,86.00000000000001,743.1999999999999,874.9000000000001,479.90000000000003,306.2999999999999
2018-06-25,120.10000000000001,1032.55,1217.1,486.3,339.9
2018-06-26,237.4,921.1,1284.7000000000003,453.0000000000001,265.7
2018-06-27,290.4,792.2999999999998,1237.4,637.6,288.1
2018-06-28,340.59999999999997,954.2000000000002,1476.3,594.3999999999999,357.4
2018-06-29,388.99999999999994,952.4,1549.2,574.4,318.6
2018-06-30,164.1,847.6,1099.1000000000001,444.79999999999995,255.80000000000007
2018-07-01,105.29999999999998,996.2999999999998,1158.0,532.7,346.8
2018-07-02,350.4,1176.9,1714.1999999999998,485.50000000000006,253.89999999999995
2018-07-03,224.20000000000002,850.8,1194.3999999999999,441.20000000000005,217.09999999999997
2018-07-04,285.69999999999993,907.3,1344.8999999999996,520.0,285.00000000000006
2018-07-05,173.89999999999998,1042.5,1309.0,693.7,494.5
2018-07-06,343.50000000000006,1399.8,1926.1999999999998,768.1499999999999,548.5
2018-07-07,139.9,1087.5999999999997,1301.8,775.2499999999999,598.3000000000001
2018-07-08,119.60000000000001,1006.0999999999999,1189.3999999999999,495.99999999999994,329.5
2018-07-09,401.0,1169.8000000000004,1784.8999999999999,517.6,315.50000000000006
2018-07-10,353.8999999999999,723.9000000000001,1266.8,413.3,169.7
2018-07-11,450.8499999999999,1007.6000000000001,1698.6,476.5,291.90000000000003
2018-07-12,424.8,1106.8999999999999,1758.1,572.0999999999999,347.4000000000001
2018-07-13,364.2,958.5999999999999,1517.5,505.1,317.6000000000001
2018-07-14,92.49999999999999,616.4,758.3,387.5,268.4
2018-07-15,47.7,533.6999999999999,607.1,372.5,279.70000000000005
2018-07-16,158.00000000000003,785.0,1027.1000000000001,483.20000000000005,291.2
2018-07-17,69.6,323.1,430.09999999999997,319.75,176.9333333333333
2018-07-18,113.39999999999999,525.0000000000001,699.1,304.7,192.26666666666665
2018-07-19,267.70000000000005,817.6,1227.8999999999999,385.4,221.89999999999998
2018-07-20,167.19999999999993,667.4000000000001,924.1999999999998,373.70000000000005,267.4
2018-07-21,95.7,707.2,854.3,554.0999999999999,409.09999999999997
2018-07-22,75.59999999999998,645.7,761.8,382.6000000000001,277.7
2018-07-23,63.79999999999999,480.8000000000001,578.8000000000001,350.9,235.29999999999998
2018-07-24,59.499999999999986,472.19999999999993,563.8,433.8,255.79999999999998
2018-07-25,263.25,920.9000000000001,1324.4000000000003,541.37,336.65000000000003
2018-07-26,294.2,747.6999999999999,1199.4,756.5799999999998,578.9
2018-07-27,194.6,832.3000000000001,1130.3999999999999,612.55,387.1
2018-07-28,46.400000000000006,181.7,252.49999999999997,381.5,181.19999999999996
2018-07-29,51.19999999999999,125.1,203.40000000000003,250.90000000000003,121.39999999999999
2018-07-30,77.30000000000001,207.09999999999997,325.8,207.20000000000002,110.6
2018-07-31,84.00000000000001,394.80000000000007,523.5,276.55,139.4
2018-08-01,77.2,427.50000000000006,545.8000000000001,293.4,156.39999999999998
2018-08-02,163.0,759.9000000000001,1010.0999999999999,328.4,189.30000000000004
2018-08-03,309.2,1110.9,1585.2,503.6,270.3
2018-08-04,167.79999999999998,602.8000000000001,860.5000000000001,329.04999999999995,187.60000000000002
2018-08-05,95.10000000000001,585.0,731.0999999999999,311.5000000000001,193.40000000000003
2018-08-06,272.59999999999997,848.0000000000001,1266.0000000000007,465.1,304.40000000000003
2018-08-07,74.40000000000003,748.4000000000001,863.15,458.49999999999994,291.20000000000005
2018-08-08,28.699999999999996,360.7,405.3,265.4,120.19999999999999
2018-08-09,500.0,885.6000000000001,1652.1,333.2,213.4
2018-08-10,122.09999999999998,563.5,751.0999999999999,213.59999999999997,146.09999999999997
2018-08-11,58.7,461.29999999999995,551.4999999999998,219.4,139.5
2018-08-12,17.699999999999996,273.6,300.9,188.19999999999996,131.5
2018-08-13,188.29999999999998,701.0999999999999,989.5999999999999,322.6,193.79999999999998
2018-08-14,180.10000000000005,701.4,977.5999999999999,279.3999999999999,165.3
2018-08-15,37.1,338.79999999999995,395.40000000000003,286.09999999999997,166.0
2018-08-16,104.3,502.10000000000014,662.3000000000001,309.5,176.0
2018-08-17,166.0,573.4999999999999,828.6999999999999,317.2,179.29999999999995
2018-08-18,48.0,356.4,430.3,308.6,169.4
2018-08-19,64.4,335.09999999999997,433.80000000000007,269.1,175.30000000000004
2018-08-20,197.00000000000003,626.8,929.4000000000001,265.9,177.49999999999997
2018-08-21,56.099999999999994,512.9,598.6999999999999,207.89999999999998,142.5
2018-08-22,83.09999999999998,525.5,653.1500000000001,322.49999999999994,222.79999999999995
2018-08-23,195.39999999999998,572.9,872.5000000000001,253.6,181.00000000000003
2018-08-24,139.19999999999996,539.8000000000001,753.0,256.90000000000003,146.89999999999998
2018-08-25,274.3,792.7000000000002,1213.3000000000002,248.79999999999995,164.39999999999998
2018-08-26,162.20000000000005,438.6000000000001,687.0,217.54999999999998,153.09999999999997
2018-08-27,49.39999999999999,392.6,468.1,228.79999999999998,132.0
2018-08-28,101.7,590.2000000000002,745.8000000000001,248.10000000000002,192.3
2018-08-29,715.2999999999997,1148.8000000000002,2246.1000000000004,395.99999999999994,262.1
2018-08-30,688.3000000000001,1155.7,2211.3,430.5,271.3
2018-08-31,588.0,1077.8000000000002,1979.9,504.40000000000003,335.19999999999993
2018-09-01,516.3,765.1000000000001,1556.2,451.7,344.9
2018-09-02,398.59999999999997,874.4,1485.2,566.1,457.0
2018-09-03,597.3999999999999,1388.3,2304.4999999999995,662.3999999999999,472.3999999999999
2018-09-04,389.79999999999995,1137.0,1734.3,501.6,358.79999999999995
2018-09-05,522.1,1143.6,1944.6,448.7,302.0
2018-09-06,549.9999999999999,976.3499999999999,1819.3500000000001,440.90000000000003,361.79999999999995
2018-09-07,216.39999999999998,863.4999999999999,1195.7000000000003,265.59999999999997,190.50000000000003
2018-09-08,48.599999999999994,575.3000000000001,650.3000000000001,228.0,173.39999999999998
2018-09-09,9.399999999999999,405.5,420.00000000000006,289.3999999999999,149.59999999999997
2018-09-10,71.89999999999999,476.9,587.6,307.95,160.1
2018-09-11,63.300000000000004,389.1,486.1,297.84999999999997,168.50000000000003
2018-09-12,1054.2,1165.4000000000003,2781.7000000000007,358.7,190.2
2018-09-13,782.8,1147.3,2347.7000000000003,538.4,339.2
2018-09-14,118.5,703.7999999999998,885.7999999999998,253.4,158.8
2018-09-15,66.1,540.5,641.6999999999999,310.90000000000003,204.89999999999998
2018-09-16,12.8,331.59999999999997,351.4,312.79999999999995,143.95
2018-09-17,26.499999999999996,401.59999999999997,442.4,313.5999999999999,222.45
2018-09-18,38.19999999999999,344.2999999999999,402.9000000000001,361.70000000000005,165.9
2018-09-19,35.099999999999994,274.2,328.0,423.6,190.85
2018-09-20,40.099999999999994,281.2,342.0,416.5,206.4
2018-09-21,78.3,431.79999999999995,552.0,237.19999999999996,120.60000000000001
2018-09-22,167.70000000000002,666.8000000000002,923.7000000000002,269.4,157.9
2018-09-23,419.9000000000001,844.4,1488.2000000000003,200.20000000000007,159.79999999999998
2018-09-24,975.3000000000001,1230.15,2725.5999999999995,294.3,258.1
2018-09-25,733.9,936.9000000000002,2062.0,379.90000000000015,250.35000000000005
2018-09-26,294.7,1107.6,1559.5,376.29999999999995,298.0
2018-09-27,627.5999999999998,1361.3999999999999,2323.6,467.35,394.00000000000006
2018-09-28,673.1999999999999,1025.6000000000001,2057.7999999999997,384.3,204.09999999999997
2018-09-29,583.5999999999999,1122.9,2017.8000000000002,468.4,308.3
2018-09-30,157.19999999999996,760.0999999999998,1000.9,364.00000000000006,276.09999999999997
2018-10-01,370.69999999999993,890.3000000000001,1458.6999999999998,296.59999999999997,183.5
2018-10-02,250.29999999999998,745.6999999999999,1129.0000000000002,281.9499999999999,161.19999999999996
2018-10-03,648.1,971.3,1965.1,313.0,216.49999999999997
2018-10-04,232.7,651.2000000000002,1007.5000000000001,370.0,262.30000000000007
2018-10-05,1085.0,1220.7,2884.4999999999986,641.8000000000001,463.10000000000014
2018-10-06,453.0,852.2999999999998,1547.1999999999998,363.4000000000001,234.69999999999996
2018-10-07,578.9999999999999,1052.6000000000001,1940.3,295.1,208.29999999999998
2018-10-08,144.6,735.2,956.9999999999998,258.70000000000005,185.79999999999998
2018-10-09,841.1999999999999,915.8000000000001,2205.7000000000003,402.6,306.0
2018-10-10,1486.0500000000002,1561.95,3840.6499999999996,1179.1999999999998,985.4
2018-10-11,44.800000000000004,342.59999999999997,411.39999999999986,359.1,234.45000000000005
2018-10-12,39.3,245.7,306.00000000000006,284.9,159.79999999999998
2018-10-13,31.900000000000002,236.19999999999996,285.09999999999997,282.3,188.2
2018-10-14,175.00000000000003,547.5,815.6000000000001,208.20000000000005,112.39999999999999
2018-10-15,859.0999999999999,1019.5000000000002,2337.1000000000004,414.09999999999997,304.59999999999997
2018-10-16,113.8,509.7,684.3,446.70000000000005,364.4
2018-10-17,803.6000000000001,1015.8999999999999,2248.0,377.20000000000005,286.19999999999993
2018-10-18,798.5999999999998,1148.8,2373.399999999999,437.6,268.3
2018-10-19,1414.0,1448.5,3616.2,550.9,363.29999999999995
2018-10-20,788.6000000000001,1227.7,2437.1,713.4999999999999,616.1999999999999
2018-10-21,217.3,891.8,1225.1000000000001,489.20000000000005,431.7999999999999
2018-10-22,834.0999999999999,1088.2,2367.1,408.59999999999997,237.5
2018-10-23,448.4,1087.8,1775.3999999999999,408.0,326.4
2018-10-24,502.5,1005.6000000000003,1775.6000000000001,470.20000000000005,365.79999999999995
2018-10-25,418.9999999999999,1058.7000000000003,1701.0,397.54999999999995,332.6000000000001
2018-10-26,273.6,888.9,1308.3999999999996,218.24999999999997,176.45
2018-10-27,231.5,576.7,931.4,149.85,112.90000000000002
2018-10-28,281.7,626.7,1058.6,180.8,115.40000000000002
2018-10-29,533.8,857.4000000000001,1675.7,142.90000000000003,127.89999999999999
2018-10-30,439.3,857.0000000000001,1530.7,357.5,307.2
2018-10-31,1430.7999999999995,1158.1999999999998,3351.6,451.80000000000007,342.3
2018-11-01,560.6,1094.0999999999997,1953.8,364.04999999999995,292.75
2018-11-02,651.4999999999999,1277.7,2276.6,535.4000000000001,415.1
2018-11-03,142.4,599.5999999999999,818.3,455.4,404.09999999999997
2018-11-04,326.4,709.0,1209.1000000000001,627.0,549.7
2018-11-05,2455.9999999999995,1224.0,4989.7,1234.1000000000001,1093.2
2018-11-06,351.6,596.0999999999999,1135.3999999999996,455.3,464.6448979591837
2018-11-07,120.39999999999999,374.6000000000001,559.8000000000001,170.0,310.79999999999995
2018-11-08,125.30000000000001,491.20000000000005,683.8,282.3999999999999,246.1469387755102
2018-11-09,411.8,568.2,1199.6000000000001,301.50000000000006,181.4938775510204
2018-11-10,106.10000000000001,477.19999999999993,639.6999999999999,253.50000000000003,116.84081632653059
2018-11-11,98.30000000000001,385.6,536.1999999999999,203.90000000000003,52.18775510204078
2018-11-12,99.8,513.0,665.8999999999999,193.89999999999998,50.685714285714276
2018-11-13,139.20000000000002,641.5,854.9000000000001,264.4,158.79999999999998
2018-11-14,472.40000000000003,735.1,1459.3,330.1000000000001,213.9
2018-11-15,579.7000000000004,697.6999999999999,1586.6999999999996,525.0,432.69999999999993
2018-11-16,552.8499999999999,755.3500000000001,1602.8000000000004,321.6000000000001,303.7
2018-11-17,944.6999999999999,1130.7,2579.3999999999996,649.0,556.4000000000001
2018-11-18,746.6,1085.3999999999999,2229.6,521.9000000000001,364.0
2018-11-19,508.7,859.15,1639.0500000000002,260.09999999999997,136.20000000000002
2018-11-20,894.5,1033.7000000000003,2405.5,390.1,329.6
2018-11-21,1298.5,993.3,2984.1,592.6,583.4000000000001
2018-11-22,3293.9,1350.8000000000002,6402.199999999998,1219.3999999999999,1121.4000000000003
2018-11-23,1677.6999999999998,1242.4000000000003,3815.1,981.1999999999997,883.5000000000001
2018-11-24,800.1,1103.4000000000003,2329.9,694.2,599.4
2018-11-25,386.59999999999997,739.0999999999999,1331.8999999999999,570.7,433.5
2018-11-26,646.1,963.8,1954.6,463.99999999999994,310.5
2018-11-27,348.1499999999999,710.8500000000001,1244.5999999999997,366.3999999999999,304.2000000000001
2018-11-28,33.9,296.79999999999995,348.99999999999994,202.6,102.7
2018-11-29,28.000000000000004,251.4,294.2,208.49999999999997,100.9
2018-11-30,83.20000000000002,573.1999999999999,701.1,278.09999999999997,144.90000000000003
2018-12-01,37.55,354.95000000000005,412.45,157.0,92.29999999999997
2018-12-02,25.799999999999997,189.20000000000002,228.90000000000006,88.2,66.60000000000001
2018-12-03,152.40000000000003,620.3000000000001,853.6,268.2,157.70000000000002
2018-12-04,671.9,1143.1000000000001,2173.4,348.00000000000006,259.1
2018-12-05,161.5,600.9,848.7,211.5,161.60000000000002
2018-12-06,60.79999999999999,407.6,501.1000000000001,182.7,93.5
2018-12-07,80.89999999999999,382.2999999999999,506.70000000000005,160.85,101.14999999999999
2018-12-08,31.399999999999995,223.00000000000003,270.59999999999997,252.0,132.00000000000003
2018-12-09,117.0,538.3,717.8,198.8,109.2
2018-12-10,419.5,1094.8,1738.4,341.1,153.6
2018-12-11,1459.3500000000001,1239.1,3476.6,629.9,461.8
2018-12-12,219.10000000000002,800.6,1136.7,440.50000000000006,325.50000000000006
2018-12-13,846.5,1087.8000000000002,2385.7000000000003,548.8000000000001,433.90000000000003
