MeasurementDateGMT,Brent - Ikea: Nitric Oxide (ug/m3),Brent - Ikea: Nitrogen Dioxide (ug/m3),Brent - Ikea: Oxides of Nitrogen (ug/m3),Brent - Ikea: Ozone (ug/m3),Brent - Ikea: PM10 Particulate (ug/m3)
2018-04-15,1238.7000000000003,1468.1,3367.0000000000005,680.6,967.0
2018-04-16,1564.1000000000004,1839.4000000000005,4237.5,902.5999999999998,836.0
2018-04-17,1066.3999999999999,1411.6999999999998,3047.1000000000004,1101.1,688.0
2018-04-18,2244.5,2284.5000000000005,5726.299999999999,599.0,956.0
2018-04-19,3095.3999999999996,3199.1999999999994,7945.0,480.59999999999997,1774.0
2018-04-20,1938.3999999999999,2111.7,5083.999999999999,498.3,1147.0
2018-04-21,1819.1999999999998,2441.5,5230.400000000001,551.6,2265.0
2018-04-22,817.1000000000001,1327.2,2580.2000000000003,1050.6,842.0
2018-04-23,1542.6000000000001,1626.1999999999998,3991.3,794.3,642.0
2018-04-24,1593.4000000000003,1531.5,3974.600000000001,723.7999999999998,588.0
2018-04-25,1306.5,1366.8,3370.3999999999996,913.15,553.0
2018-04-26,1616.0000000000002,1651.1999999999998,4129.0,791.0999999999999,736.0
2018-04-27,3506.1000000000004,2522.7999999999997,7898.7,256.90000000000003,980.0
2018-04-28,1420.3,1640.8,3818.5000000000005,416.7000000000001,401.0
2018-04-29,718.6999999999998,1069.5,2171.6,888.5,451.0
2018-04-30,865.2999999999998,1233.1999999999998,2559.7,855.1000000000001,466.0
2018-05-01,2020.1999999999998,1849.1000000000001,4946.8,737.8000000000001,716.0
2018-05-02,1169.6000000000004,1459.0,3252.2999999999993,898.0000000000001,360.0
2018-05-03,2484.900000000001,2088.7,5899.0,541.3000000000001,838.0
2018-05-04,2332.1,2267.2000000000003,5843.000000000001,462.40000000000003,923.0
2018-05-05,2295.9999999999995,2648.8,6169.1,602.5999999999999,1558.0
2018-05-06,1164.3000000000002,2406.8,4192.099999999999,959.7,1211.0
2018-05-07,1617.5000000000002,2788.8,5268.9,882.0999999999999,1373.0
2018-05-08,2417.0,2479.4999999999995,6185.300000000001,745.8,1320.0
2018-05-09,2199.1,1924.6999999999998,5297.1,609.4000000000001,856.0
2018-05-10,1092.7,1396.1000000000001,3071.6,880.0000000000001,493.0
2018-05-11,1977.7999999999997,2040.7,5073.1,756.8999999999999,872.0
2018-05-12,2189.2999999999997,2176.5000000000005,5533.5,361.4,777.0
2018-05-13,1476.3999999999999,1641.5,3905.4,486.80000000000007,684.0
2018-05-14,979.9999999999998,1427.9,2930.0999999999995,779.2000000000002,595.0
2018-05-15,729.3000000000001,1421.2000000000003,2539.6,1036.1,567.0
2018-05-16,1095.6,1453.4,3132.9999999999995,747.6999999999999,916.0
2018-05-17,1076.1000000000001,1394.8999999999999,3044.7,710.4,723.0
2018-05-18,2071.2999999999997,1950.3999999999996,5126.299999999999,472.1000000000001,773.0
2018-05-19,1842.8000000000002,2115.8,4940.900000000001,574.3,1177.0
2018-05-20,1366.6999999999998,1838.6,3934.0000000000005,709.0999999999999,960.0
2018-05-21,1573.1,2115.7000000000003,4527.9,536.0,1095.0
2018-05-22,921.9499999999999,1483.3,2896.9500000000007,921.4499999999998,1130.0
2018-05-23,936.6999999999999,1451.6,2887.7000000000007,958.0,1067.0
2018-05-24,1604.8999999999999,1745.5000000000002,4206.400000000001,484.20000000000005,1043.0
2018-05-25,1663.0,1861.7,4411.3,516.6,939.0
2018-05-26,909.9,1766.3,3161.5,845.2000000000002,1257.0
2018-05-27,1048.3,1795.1,3403.0,784.2,1070.0
2018-05-28,1079.9,1650.0,3306.0999999999995,574.3999999999999,1145.0
2018-05-29,1108.4,1463.4,3162.8,700.3000000000001,895.0
2018-05-30,2458.3000000000006,2072.5000000000005,5841.900000000001,254.00000000000003,1060.0
2018-05-31,2146.7999999999997,2201.4,5493.0,407.2999999999999,1284.0
2018-06-01,2264.4000000000005,2011.4,5483.299999999999,347.00000000000006,1040.0
2018-06-02,1441.1000000000004,1701.7,3911.7000000000003,532.8,579.0
2018-06-03,1260.3,1824.8000000000004,3757.0999999999995,630.0999999999999,598.0
2018-06-04,1490.1999999999998,1696.1000000000001,3981.4999999999995,524.1,716.0
2018-06-05,1276.7000000000003,1563.4,3520.6000000000004,648.6999999999998,701.0
2018-06-06,1442.3000000000002,1654.0,3865.4000000000005,629.3000000000001,819.0
2018-06-07,1462.9000000000003,1658.4999999999998,3901.6000000000004,540.0999999999999,794.0
2018-06-08,1504.2,1631.0,3937.5000000000005,542.5,768.5
2018-06-09,1354.3,1618.1000000000001,3694.6000000000004,526.1999999999998,862.0
2018-06-10,987.6000000000001,1362.5,2877.1000000000004,641.6000000000001,618.0
2018-06-11,1940.4999999999998,1891.8999999999996,4867.6,490.20000000000005,709.0
2018-06-12,1879.2000000000005,1671.9000000000003,4553.499999999999,328.6,635.0
2018-06-13,1937.8,1766.9999999999998,4738.0,606.5000000000001,659.0
2018-06-14,1048.3,1202.8000000000002,2810.0,691.2,552.0
2018-06-15,1455.4999999999995,1531.1,3762.3999999999996,651.5,590.0
2018-06-16,1232.0,1438.6000000000001,3328.0,673.1999999999998,484.0
2018-06-17,819.0,1010.7,2266.6,682.8000000000002,444.0
2018-06-18,1090.4,1219.1000000000004,2890.8,574.8,411.0
2018-06-19,1463.5,1112.8,3356.899999999999,325.75,394.0
2018-06-20,1644.9999999999995,1028.8000000000002,3551.0000000000005,288.3,477.0
2018-06-21,656.3000000000001,951.0000000000002,1957.1999999999998,825.5000000000001,649.0
2018-06-22,1686.1,1638.3,4223.700000000001,557.9000000000001,691.0
2018-06-23,992.7,1448.1,2970.0999999999995,686.3999999999999,579.0
2018-06-24,939.0,1624.9,3064.2000000000003,840.4,623.5
2018-06-25,1437.4,2383.4999999999995,4587.800000000001,868.1,650.5
2018-06-26,2180.4,2267.5,5610.8,548.4000000000001,1029.0
2018-06-27,1893.0000000000002,1884.2000000000003,4786.599999999999,568.8999999999999,892.0
2018-06-28,1499.4,1800.2000000000003,4099.099999999999,610.8,863.0
2018-06-29,1345.5999999999997,1643.7999999999997,3706.8,664.1999999999999,728.0
2018-06-30,1064.8,1667.3000000000002,3300.0,894.2000000000002,698.0
2018-07-01,839.3000000000002,1954.9000000000003,3241.8999999999996,1182.4,813.0
2018-07-02,1450.6,2141.7000000000003,4365.400000000001,935.8,832.0
2018-07-03,1533.1000000000001,1964.0,4314.5,877.8,787.0
2018-07-04,2159.0499999999997,2411.9,5722.799999999998,487.05000000000007,1013.0
2018-07-05,1852.3,2329.3000000000006,5169.400000000001,791.0999999999999,959.0
2018-07-06,1229.0,2007.3000000000002,3891.8,851.9999999999999,857.0
2018-07-07,1007.5,1883.7999999999993,3428.2999999999997,924.5999999999999,935.0
2018-07-08,1002.8999999999999,1852.8999999999999,3390.1999999999994,825.1999999999999,668.0
2018-07-09,1409.8,1755.3999999999996,3916.8999999999987,603.3000000000001,772.0
2018-07-10,1220.6000000000001,1291.2000000000003,3162.5,504.40000000000003,594.0
2018-07-11,1116.3,1340.9000000000003,3052.7999999999997,550.8,581.0
2018-07-12,1929.9999999999998,1977.6000000000001,4936.8,424.1000000000001,817.0
2018-07-13,1973.8173913043477,2116.9217391304346,5144.460869565217,500.1,1020.0
2018-07-14,1542.6826086956519,2612.178260869565,4979.439130434783,659.8000000000001,894.0
2018-07-15,996.3999999999999,1418.8000000000002,2946.9999999999995,1006.4,503.0
2018-07-16,1625.9999999999998,1719.6000000000001,4212.700000000001,757.3000000000001,582.0
2018-07-17,1719.0,1445.3999999999999,4081.1,534.5,492.0
2018-07-18,2532.1000000000004,1958.4999999999998,5840.799999999999,407.8,679.0
2018-07-19,3699.892307692306,2478.8692307692313,8152.215384615384,285.8777777777778,737.0434782608696
2018-07-20,2612.457692307692,2269.2307692307695,6275.134615384615,573.6222222222223,906.9565217391305
2018-07-21,1091.4999999999998,1692.3999999999996,3366.1,926.5,748.0
2018-07-22,1115.8,1410.7,3121.6,619.0999999999999,592.0
2018-07-23,1778.4000000000003,1776.3,4503.0,607.0000000000001,631.0
2018-07-24,1630.7,1721.4999999999998,4221.999999999999,630.5999999999999,667.0
2018-07-25,1491.2,1742.2,4028.7000000000007,668.7,725.0
2018-07-26,1839.5,2184.1,5004.099999999999,820.8999999999999,1017.0
2018-07-27,1776.5000000000005,2011.1000000000001,4734.8,704.1,883.0
