MeasurementDateGMT,Brent - Ikea: Nitric Oxide (ug/m3),Brent - Ikea: Nitrogen Dioxide (ug/m3),Brent - Ikea: Oxides of Nitrogen (ug/m3),Brent - Ikea: Ozone (ug/m3),Brent - Ikea: PM10 Particulate (ug/m3)
2018-07-28,594.1999999999999,767.3000000000002,1678.4,907.9999999999999,522.0
2018-07-29,437.9,506.9,1178.7,689.6999999999998,310.0
2018-07-30,1389.0,1055.0,3184.1999999999994,406.30000000000007,427.0
2018-07-31,1582.6000000000001,1459.8999999999999,3886.8000000000006,530.3,510.0
2018-08-01,2170.2,1766.8,5094.2,448.1,610.0
2018-08-02,1975.4,1698.1999999999996,4726.999999999999,413.4000000000001,606.0
2018-08-03,1586.3999999999999,1599.6000000000001,4032.1999999999994,539.1,631.0
2018-08-04,901.9,1284.8000000000002,2667.7999999999997,537.7,520.0
2018-08-05,1224.4,1682.7000000000003,3560.3,651.8,673.0
2018-08-06,1826.3000000000002,2332.8999999999996,5133.1,813.1,755.0
2018-08-07,1852.7999999999997,2301.3999999999996,5142.5,651.0000000000001,792.0
2018-08-08,1332.8,1383.8,3427.099999999999,671.7,428.0
2018-08-09,2779.0999999999995,1735.3,5996.299999999999,230.29999999999995,599.0
2018-08-10,2037.3,1539.3000000000002,4662.8,319.69999999999993,492.0
2018-08-11,1602.8999999999999,1366.3000000000002,3824.1999999999994,470.79999999999995,496.0
2018-08-12,817.1999999999999,968.5999999999999,2221.9,601.6,395.0
2018-08-13,1232.1000000000001,1100.1,2989.3999999999996,481.00000000000006,385.0
2018-08-14,1306.8,1210.1,3213.999999999999,572.1999999999999,400.0
2018-08-15,1535.2999999999993,1439.1999999999998,3793.300000000001,435.2,475.0
2018-08-16,1814.9000000000003,1332.0,4114.599999999999,342.0999999999999,495.0
2018-08-17,2290.2999999999997,1500.8,5012.699999999999,385.9,554.0
2018-08-18,1388.3999999999999,1222.2000000000003,3350.9,397.9,511.0
2018-08-19,619.1999999999999,646.2000000000002,1595.4000000000005,558.5999999999999,365.0
2018-08-20,1720.9999999999995,1342.6000000000004,3981.9000000000005,341.7,426.0
2018-08-21,1723.0999999999997,1551.1999999999998,4193.5,464.1,508.0
2018-08-22,2193.7000000000003,1605.6000000000001,4969.099999999999,223.99999999999997,566.0
2018-08-23,1293.9999999999998,1075.6999999999998,3059.8999999999996,481.5999999999999,401.0
2018-08-24,1292.1,1125.6000000000001,3106.999999999999,549.1,388.0
2018-08-25,2142.1,1406.9,4691.299999999999,376.6999999999999,549.0
2018-08-26,1513.3999999999999,1097.8999999999999,3418.5,399.0,429.0
2018-08-27,1075.3000000000002,954.0000000000001,2602.9,441.79999999999995,340.0
2018-08-28,2821.2,1871.8,6197.299999999999,290.8999999999999,616.0
2018-08-29,1619.3,1410.4999999999998,3893.2000000000003,290.1,492.0
2018-08-30,1937.6999999999996,1562.1000000000004,4533.1,277.90000000000003,653.0
2018-08-31,2872.0000000000005,1944.3,6347.9,254.59999999999997,875.0
2018-09-01,2349.5000000000005,1912.8000000000002,5515.299999999999,575.0,914.0
2018-09-02,1762.9,2067.7999999999997,4770.900000000001,622.3,815.0
2018-09-03,2951.600000000001,2490.2000000000003,7016.2,403.5,1090.0
2018-09-04,1181.6000000000001,1452.0,3263.9,487.70000000000005,708.0
2018-09-05,986.8,1332.3,2845.5,575.1999999999999,640.0
2018-09-06,1342.5999999999997,1263.9,3322.4999999999995,514.6,580.0
2018-09-07,1397.1000000000004,1365.3,3507.5000000000005,577.1999999999999,386.0
2018-09-08,1935.6999999999996,1672.4000000000003,4640.5,387.2,531.0
2018-09-09,813.3000000000001,1045.5,2292.9000000000005,772.0,350.0
2018-09-10,1693.1,1515.8,4112.4,558.5000000000001,532.0
2018-09-11,1341.2999999999997,1208.1000000000001,3264.8,523.0999999999999,469.0
2018-09-12,2655.2000000000003,1521.5000000000002,5592.5,293.4999999999999,661.0
2018-09-13,3362.0,1642.6000000000001,6798.200000000001,289.0,707.0
2018-09-14,2715.7000000000003,1763.0000000000002,5926.999999999997,292.4,583.0
2018-09-15,1957.1,1514.0,4515.200000000002,392.5,626.0
2018-09-16,778.3999999999999,1089.8999999999999,2283.899999999999,763.7000000000002,469.0
2018-09-17,1389.3000000000002,1623.8999999999999,3753.9,741.9999999999999,604.0
2018-09-18,890.4999999999999,1104.5,2470.2000000000003,861.3999999999997,520.0
2018-09-19,937.6,1045.1,2482.5999999999995,753.1,617.0
2018-09-20,828.7999999999998,915.7,2186.1,860.6999999999999,652.0
2018-09-21,1145.7,1101.9,2858.7999999999993,762.7000000000002,417.0
2018-09-22,2256.5999999999995,1687.4,5147.4000000000015,287.70000000000005,577.0
2018-09-23,1189.5000000000002,1134.8,2958.5,453.29999999999995,294.0
2018-09-24,3551.100000000001,1803.9,7249.000000000001,287.2,752.0
2018-09-25,5756.299999999999,2391.4999999999995,11217.199999999999,280.00000000000006,1119.0
2018-09-26,4407.3,2472.8999999999996,9230.599999999999,184.44999999999993,973.0
2018-09-27,3392.499999999999,2323.1,7524.5,303.4,872.0
2018-09-28,1683.2,1481.3,4062.0000000000005,397.8999999999999,612.0
2018-09-29,4192.3,2270.1000000000004,8698.400000000001,227.90000000000003,1207.0
2018-09-30,1593.7999999999997,1302.6999999999998,3746.2,523.7,510.0
2018-10-01,1167.1999999999998,1200.1000000000001,2989.7999999999997,583.4999999999999,419.0
2018-10-02,1208.7000000000003,1073.4,2926.7,640.5000000000001,393.0
2018-10-03,3469.4,1785.5,7105.3,336.7,678.0
2018-10-04,2715.0,1532.7000000000003,5695.500000000001,209.9,655.0
2018-10-05,3483.3999999999996,2267.7,7609.0,213.6,1055.0
2018-10-06,1777.1000000000001,1508.1999999999998,4233.1,311.70000000000005,479.0
2018-10-07,1753.6000000000001,1587.6000000000001,4276.3,384.29999999999995,426.0
2018-10-08,3011.2000000000007,2104.05,6721.1,226.2,615.0
2018-10-09,3870.2999999999997,2405.3000000000006,8340.1,336.79999999999995,882.0
2018-10-10,3440.3999999999996,2391.4,7667.1,214.70000000000002,1654.0
2018-10-11,1261.5,1470.9999999999998,3404.800000000001,644.1999999999998,643.0
2018-10-12,752.9,947.3000000000001,2101.6000000000004,994.7,515.0
2018-10-13,564.6,828.8,1694.5000000000002,1042.2,458.0
2018-10-14,1211.9999999999998,1307.1,3165.7,575.2999999999998,264.0
2018-10-15,1889.1,1612.7,4509.400000000001,261.70000000000005,552.0
2018-10-16,2400.2,1745.7,5425.499999999998,310.59999999999997,1082.0
2018-10-17,3146.3999999999996,1991.3999999999996,6816.1,151.09999999999997,688.0
2018-10-18,2147.4,1677.3999999999999,4970.099999999999,205.60000000000002,711.0
2018-10-19,4587.1,2273.8,9307.0,152.2,1104.0
2018-10-20,5775.3,2403.9,11259.499999999998,131.99999999999997,1317.0
2018-10-21,2535.3999999999996,1492.8999999999999,5380.100000000001,274.5,730.0
2018-10-22,2226.5,1656.2000000000003,5070.200000000001,342.15000000000003,732.0
2018-10-23,1870.6999999999998,1408.3999999999999,4276.999999999999,316.09999999999997,597.0
2018-10-24,1516.7,1354.3999999999999,3680.1000000000004,308.6,595.0
2018-10-25,2158.8,1683.0000000000002,4992.899999999999,369.20000000000005,607.0
2018-10-26,1266.4,1367.7000000000003,3309.399999999999,592.7,356.0
2018-10-27,1121.3000000000002,1196.2,2915.1999999999994,547.0999999999999,359.0
2018-10-28,1112.1000000000001,1258.2,2963.7000000000007,552.2,337.0
2018-10-29,1488.6000000000001,1516.3999999999999,3799.3,342.99999999999994,489.0
2018-10-30,1345.5,1202.3,3265.6,404.4000000000001,399.0
2018-10-31,5067.4,2427.499999999999,10196.7,204.29999999999998,1018.0
2018-11-01,3442.2,1851.2999999999997,7129.100000000001,113.39999999999999,581.0
2018-11-02,5670.6,2703.4999999999995,11398.300000000001,140.20000000000002,1497.0
2018-11-03,1952.6999999999998,1801.4999999999998,4795.7,438.6,954.0
2018-11-04,1216.1,1399.7,3264.7000000000003,584.5,788.0
2018-11-05,4182.8,1916.3000000000004,8329.9,84.2,1714.0
2018-11-06,3208.0000000000005,1749.6,6667.949999999999,270.5,1094.0
2018-11-07,1272.8,1259.3000000000004,3210.6,612.4000000000001,447.0
2018-11-08,2248.9,1930.6,5379.200000000001,424.7,966.0
2018-11-09,2138.7,1548.4,4827.399999999999,561.0,905.0
2018-11-10,1595.7,1585.8999999999999,4032.3999999999996,533.5,517.0
2018-11-11,1151.5000000000002,1395.3,3160.7,584.7,428.0
2018-11-12,1987.3,1689.9999999999998,4737.000000000001,483.2,777.0
2018-11-13,2491.8,2101.1,5921.799999999999,377.99999999999994,905.0
2018-11-14,3103.3,1965.6000000000006,6724.2,380.09999999999997,1116.0
2018-11-15,3764.9000000000005,1818.8000000000002,7591.299999999999,119.79999999999998,1537.0
2018-11-16,3375.0999999999995,1649.5000000000002,6824.799999999999,98.10000000000001,1232.0
2018-11-17,2072.7,1479.2000000000003,4657.599999999999,128.79999999999998,1163.0
2018-11-18,1574.3,1423.3,3837.1,280.4,701.0
2018-11-19,1463.6,1385.1,3629.2,465.1,555.0
2018-11-20,2182.9,1542.6999999999998,4890.0,315.2,460.0
2018-11-21,4112.950000000001,1904.4499999999998,8210.6,121.89999999999998,1141.0
2018-11-22,5149.199999999999,1958.1000000000001,9853.799999999997,65.2,1397.0
2018-11-23,3170.7,1697.9,6559.7,61.09999999999999,1298.0
2018-11-24,1750.7000000000003,1505.8,4190.0,140.0,1073.0
2018-11-25,1365.4,1218.0,3311.9000000000005,244.70000000000002,854.0
2018-11-26,1632.5,1346.7000000000005,3850.1000000000004,197.8,637.0
2018-11-27,3310.3,1790.2000000000003,6866.000000000001,139.9,818.0
2018-11-28,1330.3999999999999,1430.0000000000002,3469.5000000000005,546.5,407.0
2018-11-29,900.5000000000001,1124.8999999999999,2505.2999999999997,866.9000000000001,509.0
2018-11-30,2688.1,2094.7999999999997,6216.700000000001,361.1,943.0
2018-12-01,1155.1,1443.0000000000002,3214.4,558.6,398.0
2018-12-02,812.2999999999998,1105.5,2350.4,629.5999999999998,254.0
2018-12-03,1236.1,1460.8999999999999,3356.1000000000004,616.3000000000001,427.0
2018-12-04,5742.900000000001,2645.2999999999997,11451.1,84.1,1424.0
2018-12-05,2535.6999999999994,1779.7499999999995,5667.049999999999,301.75000000000006,525.0
2018-12-06,2075.9,1839.3999999999999,5022.100000000001,387.5,697.0
2018-12-07,1012.6,1287.1999999999998,2840.3,840.5,355.0
2018-12-08,801.3,1114.6,2342.9999999999995,1084.8,472.0
2018-12-09,647.4,843.5,1836.6999999999998,1074.0000000000002,252.0
2018-12-10,2339.4,1963.2,5550.499999999999,251.2,722.0
2018-12-11,7432.600000000002,2893.9000000000005,14290.4,77.60000000000001,2247.5
2018-12-12,2177.3,1858.9,5197.200000000001,377.09999999999997,1089.0
2018-12-13,3083.7000000000003,1895.3000000000002,6623.900000000001,161.29999999999998,1707.0
2018-12-14,4647.4,2186.2999999999997,9312.6,90.9,1758.0
2018-12-15,1081.5000000000002,1176.7999999999997,2835.2000000000003,443.50000000000006,662.0
2018-12-16,2164.4,2073.6000000000004,5392.299999999998,328.2,514.0
2018-12-17,3815.1500000000005,2207.7,8057.55,318.65000000000003,556.0
2018-12-18,1109.5,1296.2000000000003,2997.7000000000007,789.7,691.0
2018-12-19,2252.3,2061.8,5515.7,440.59999999999997,586.0
2018-12-20,2412.2,2051.9,5750.4000000000015,497.5999999999999,891.0
2018-12-21,1175.8000000000002,1379.8999999999999,3182.3,727.6999999999999,628.0
2018-12-22,1966.1,1789.1,4803.4,527.3,729.0
2018-12-23,1242.3999999999999,1431.8000000000002,3337.199999999999,386.3,336.0
2018-12-24,4661.000000000002,2235.4,9382.1,153.20000000000002,1009.0
2018-12-25,3631.4999999999995,1923.7999999999995,7492.400000000001,85.3,875.0
2018-12-26,2394.8999999999996,1696.3,5368.3,124.90000000000002,682.0
2018-12-27,6794.3,2361.6999999999994,12779.399999999998,56.0,1390.0
2018-12-28,4382.499999999999,1859.1,8578.4,60.199999999999996,1082.0
2018-12-29,2129.0,1502.4000000000003,4767.0,329.20000000000005,559.0
2018-12-30,1349.0000000000002,1278.4,3347.0,308.9000000000001,408.0
2018-12-31,724.4999999999999,1036.3000000000002,2147.1000000000004,791.7999999999998,288.0
2019-01-01,670.1999999999999,1071.5,2099.1,781.7000000000002,380.0
2019-01-02,1459.6,1637.3,3875.4000000000005,491.9499999999999,591.0
2019-01-03,1812.6999999999998,1960.0000000000002,4739.1,353.7,741.0
2019-01-04,2032.7000000000003,1766.5000000000002,4883.7,196.70000000000002,1002.0
2019-01-05,1451.8000000000002,1528.8,3754.6000000000004,315.09999999999997,763.0
2019-01-06,1246.8,1386.7,3298.4000000000005,272.90000000000003,637.0
2019-01-07,1533.0000000000002,1576.5999999999997,3927.0000000000005,520.6,610.0
2019-01-08,692.5999999999999,1123.4,2184.9,796.3000000000001,606.0
2019-01-09,863.1,1327.3000000000002,2651.4000000000005,579.1000000000001,517.0
2019-01-10,2076.1,1682.9,4866.600000000001,180.3,862.0
2019-01-11,1230.1000000000004,1455.2000000000003,3341.3,259.2,584.0
2019-01-12,1122.0,1330.6000000000004,3050.6000000000004,588.8999999999999,336.0
2019-01-13,472.2,688.3,1412.4999999999998,1185.0999999999997,232.0
2019-01-14,850.3,1195.8999999999999,2500.0000000000005,837.2000000000002,498.0
2019-01-15,2612.0499999999997,2201.350000000001,6206.350000000001,264.05,771.5
2019-01-16,1783.4,1598.3999999999999,4333.3,566.1000000000003,366.0
2019-01-17,1031.0,1468.4000000000003,3049.2999999999993,488.79999999999995,366.0
2019-01-18,4598.4,2497.9,9548.200000000003,285.7,1382.0
2019-01-19,1888.2,1751.8,4646.900000000001,405.6000000000001,1089.0
2019-01-20,3082.85,1984.4,6711.600000000001,89.02500000000003,1227.5
2019-01-21,5485.349999999999,2343.1500000000005,10753.800000000003,90.39,1725.0
2019-01-22,3086.1,2062.7,6794.899999999999,138.73499999999999,700.0
2019-01-23,2558.0,1824.6999999999998,5747.299999999999,320.39999999999986,584.0
2019-01-24,6392.3,2657.8,12458.7,41.3,1084.0
2019-01-25,2824.4999999999995,1857.8,6188.700000000001,124.60000000000002,628.0
2019-01-26,1108.1999999999996,1435.6000000000001,3135.1,595.3,509.0
2019-01-27,495.40000000000015,694.3,1454.1000000000001,1024.5,306.0
2019-01-28,1935.8999999999999,1513.6000000000001,4482.0,628.4,793.0
2019-01-29,4245.300000000001,2565.4,9075.000000000004,197.70000000000002,1436.0
2019-01-30,4325.4,2437.0,9069.0,282.2000000000001,610.0
2019-01-31,6969.5999999999985,2800.0999999999995,13486.199999999997,200.20000000000002,1655.5
2019-02-01,1287.6000000000001,1575.9,3550.5000000000005,450.39999999999986,412.0
2019-02-02,939.7,1136.4,2576.4000000000005,546.9999999999999,423.0
2019-02-03,1938.1000000000001,1817.4,4789.3,331.80000000000007,951.0
2019-02-04,3134.4,1837.7000000000003,6643.600000000001,492.2,545.0
2019-02-05,2760.5,1966.5,6198.300000000001,247.39999999999998,524.0
2019-02-06,2991.5,2189.1,6776.1,269.2,870.0
2019-02-07,1063.675,1312.075,2944.025,896.4999999999995,625.7499999999999
2019-02-08,913.275,1151.875,2553.0249999999996,771.0000000000001,468.75
2019-02-09,789.4,990.4,2201.0,997.0000000000002,570.0
2019-02-10,1140.5,1239.0000000000002,2987.8,641.6999999999999,298.0
2019-02-11,2560.7,1989.7000000000003,5916.4,134.85,832.0
2019-02-12,3643.0,2241.0000000000005,7826.600000000001,204.5,1125.0
2019-02-13,2623.1,1887.0,5908.900000000001,189.5,1135.0
2019-02-14,7396.450000000001,2828.0000000000005,14169.050000000003,126.97371794871795,2230.0
2019-02-15,6830.400000000001,2838.5,13312.3,201.6230769230769,2217.0
2019-02-16,2249.7000000000003,1832.1000000000001,5281.700000000002,275.09999999999997,946.0
2019-02-17,1196.2999999999997,1433.1000000000001,3267.8,348.57692307692304,1008.0
2019-02-18,2378.2,1932.2,5578.1,422.05384615384617,657.0
2019-02-19,2622.7000000000003,2021.2999999999995,6042.6,495.5307692307692,1036.0
2019-02-20,1665.3999999999999,1708.2999999999997,4261.9,511.49166666666673,976.0
2019-02-21,2567.4999999999995,2035.7,5972.4000000000015,407.67391304347825,1229.0
2019-02-22,3811.0,2229.4,8072.699999999998,144.72608695652178,1671.0
2019-02-23,3324.5999999999995,2046.4999999999995,7144.000000000001,145.49999999999997,1722.0
2019-02-24,3538.2000000000003,2212.7,7637.8,96.30000000000001,1615.0
2019-02-25,4823.6,2830.8,10227.2,58.699999999999996,2152.0
2019-02-26,5771.200000000001,3130.5,11979.9,61.5,2575.0
2019-02-27,6111.6,3216.3999999999996,12587.500000000002,74.69999999999999,2413.0
2019-02-28,2302.350000000001,1997.35,5527.5,305.95000000000005,977.5
2019-03-01,1718.2999999999997,1617.8999999999999,4252.799999999999,395.6000000000001,1167.0
2019-03-02,1057.5,1195.0,2816.6000000000004,739.1999999999998,742.0
2019-03-03,436.00000000000006,725.1,1393.6000000000001,1131.4,420.0
2019-03-04,1237.9,1367.3999999999999,3265.1999999999994,786.3,565.0
2019-03-05,1672.3000000000002,1673.8999999999999,4238.1,704.9,791.0
2019-03-06,993.0999999999999,1073.2,2595.5,867.5,554.0
2019-03-07,909.7,1133.6000000000001,2528.4,893.0999999999999,452.0
2019-03-08,1989.3000000000002,1683.3000000000002,4733.900000000001,520.8,719.0
2019-03-09,1009.5,1299.4000000000003,2847.3,877.6999999999999,692.0
2019-03-10,621.0,967.6999999999998,1919.9000000000003,1035.9,287.0
2019-03-11,746.35,1048.6000000000001,2192.65,1042.8999999999999,490.0
2019-03-12,909.5999999999998,1154.0,2548.5,956.7999999999998,331.0
2019-03-13,554.4,838.2,1688.6,1189.7,478.0
2019-03-14,709.1999999999999,1047.1000000000001,2135.1000000000004,1047.9000000000003,389.0
2019-03-15,693.4999999999999,923.9000000000001,1986.8,897.8,297.0
2019-03-16,480.5,836.9999999999999,1573.8999999999999,1201.3999999999999,437.0
2019-03-17,701.5,961.5,2036.8000000000004,998.8000000000001,220.0
2019-03-18,1855.3999999999999,1629.3,4474.299999999999,534.8,747.0
2019-03-19,2991.2,2090.2000000000003,6677.000000000001,156.7,1043.0
2019-03-20,1957.0000000000002,1809.8,4809.9,386.8,814.0
2019-03-21,1982.2000000000003,1461.5,4500.8,320.50000000000006,737.0
2019-03-22,2328.2,1805.1,5375.0,377.2,908.0
2019-03-23,1384.1999999999998,1709.2000000000003,3831.3999999999996,376.40000000000003,886.0
2019-03-24,841.4000000000002,1257.2999999999997,2547.1000000000004,785.1,574.0
2019-03-25,1015.3,1334.8,2891.7,797.6999999999999,667.0
2019-03-26,3088.8,2196.5000000000005,6932.799999999999,339.90000000000003,1122.0
2019-03-27,1828.3999999999999,1872.7,4675.8,474.30000000000007,808.0
2019-03-28,2622.7000000000003,2473.6999999999994,6495.200000000001,298.70000000000005,1158.0
2019-03-29,3947.3,2680.1,8732.300000000001,262.6,1618.0
2019-03-30,2863.1,2228.4999999999995,6619.1,392.9,1721.0
2019-03-31,694.4,1226.2000000000003,2290.8999999999996,942.5999999999999,896.0
2019-04-01,1764.3000000000002,1955.6,4660.800000000001,538.6999999999999,972.0
2019-04-02,2580.3,2021.4000000000003,5977.8,323.2,894.0
2019-04-03,1960.9,1895.8999999999996,4902.0,360.4103857566766,742.0
2019-04-04,1263.85,1470.9999999999998,3408.7,425.2629080118695,695.625
2019-04-05,1106.5000000000002,1521.2999999999997,3218.0,406.11988130563805,696.375
2019-04-06,1051.8999999999999,1461.8,3074.499999999999,386.9768545994066,707.0
2019-04-07,1024.7,1180.3,2751.3999999999996,367.8338278931751,1104.0
2019-04-08,1929.1,1704.2,4662.5,348.69080118694365,1284.0
2019-04-09,1371.3,1659.8000000000006,3762.1,329.5477744807122,1099.0
2019-04-10,975.4000000000001,1339.0,2834.1000000000004,310.4047477744807,738.0
2019-04-11,1506.7,1839.9000000000003,4149.9,291.26172106824924,765.0
2019-04-12,1732.6999999999998,2047.1000000000004,4704.099999999999,272.1186943620178,780.0
2019-04-13,1437.1000000000001,1806.6999999999996,4010.2,252.97566765578634,805.0
2019-04-14,964.5,1560.9999999999998,3039.3000000000006,233.83264094955487,786.0
2019-04-15,1547.5,1828.7000000000003,4201.499999999999,214.6896142433234,1538.0
2019-04-16,2046.5,2049.5,5187.000000000001,195.54658753709197,1453.0
2019-04-17,1748.6,1939.0,4619.9,386.82789317507417,1596.0
2019-04-18,1704.3000000000002,2027.1000000000001,4640.200000000001,523.8000000000001,1514.0
2019-04-19,1034.5,1897.1999999999998,3483.000000000001,827.5000000000001,1122.0
2019-04-20,927.4000000000001,1854.2,3275.6,946.5,1092.0
2019-04-21,678.66625,1670.6275000000003,2712.4287499999996,645.4925,937.5749999999999
2019-04-22,760.785,1674.9899999999998,2843.835,784.5300000000001,800.6999999999999
2019-04-23,862.305,1713.87,3038.9549999999995,883.8900000000001,671.1
2019-04-24,890.8937500000003,1828.6124999999995,3196.93125,1050.1875,482.625
2019-04-25,1000.8000000000001,1861.4000000000003,3395.6,1091.6000000000001,492.0
2019-04-26,1530.1000000000001,1629.8000000000002,3976.1000000000004,859.9999999999998,578.0
2019-04-27,488.5,744.2000000000002,1493.3000000000002,1368.1000000000001,485.0
2019-04-28,529.1000000000001,871.1999999999999,1682.1,1035.5,413.0
2019-04-29,2020.1000000000001,1911.6,5009.5,452.3,838.0
2019-04-30,2382.2999999999997,2222.8999999999996,5875.8,459.99999999999994,1073.0
2019-05-01,1667.9,1800.3,4357.8,747.8,816.0
2019-05-02,572.5,971.2,1849.0,897.4000000000002,457.0
2019-05-03,1868.9999999999995,1672.7999999999997,4538.500000000001,457.40000000000003,749.0
2019-05-04,938.5999999999999,1146.4,2585.9999999999995,750.2999999999998,615.0
2019-05-05,966.1,1295.3999999999999,2776.4,878.3000000000001,627.0
2019-05-06,926.4,1287.7999999999997,2708.7,970.6,453.0
2019-05-07,1840.2499999999998,1895.5999999999997,4717.150000000001,785.4,724.0
2019-05-08,1493.7999999999997,1586.0000000000002,3876.8,690.5,559.0
2019-05-09,2069.0,1593.3,4765.200000000001,421.8,690.0
2019-05-10,2270.5999999999995,1936.0000000000002,5417.600000000001,541.1,887.0
2019-05-11,1120.5,1473.0,3190.6000000000004,584.5999999999999,745.0
2019-05-12,1087.9999999999998,1542.7,3211.0000000000005,729.0000000000001,588.0
2019-05-13,1899.8000000000002,1982.9000000000003,4895.900000000001,619.7,923.0
2019-05-14,1483.0,1707.2,3980.8,833.6999999999999,959.0
2019-05-15,1193.8,1776.7,3607.2999999999993,906.4,868.0
2019-05-16,1665.8999999999994,1863.9999999999998,4418.1,810.6,897.0
2019-05-17,1385.0000000000002,1545.6999999999998,3669.2,551.0999999999999,745.0
2019-05-18,1586.8,1719.9999999999998,4153.3,423.00000000000006,783.0
2019-05-19,1184.0,1510.2,3325.8999999999996,389.7999999999999,751.0
2019-05-20,814.25,1317.1999999999996,2566.05,596.4,670.0
2019-05-21,702.8,1081.0000000000002,2159.1,1009.4999999999999,545.0
2019-05-22,1769.7,1894.9,4608.7,814.7,676.0
2019-05-23,1883.1999999999998,2169.3,5056.300000000001,787.6,662.0
2019-05-24,797.4999999999998,1099.7000000000003,2322.4999999999995,791.1999999999999,534.0
2019-05-25,640.1999999999999,896.2,1877.9000000000003,829.4000000000001,378.0
2019-05-26,728.3,818.3999999999999,1934.6999999999998,601.7000000000002,428.0
2019-05-27,812.3000000000001,890.3000000000002,2136.2,759.1999999999999,448.0
2019-05-28,1044.1,1182.8000000000002,2783.7000000000007,666.2000000000002,394.0
2019-05-29,1780.8000000000002,1495.5000000000005,4226.0,371.2,555.0
2019-05-30,1251.2,1099.6999999999998,3017.8999999999996,506.70000000000005,508.0
2019-05-31,1861.1000000000001,1387.8999999999999,4241.500000000001,351.69999999999993,486.0
2019-06-01,1351.4,1477.5999999999997,3549.7000000000003,615.4,565.0
2019-06-02,666.8000000000001,1044.1999999999998,2066.6000000000004,837.0999999999999,483.0
2019-06-03,1304.9999999999998,1367.3,3368.8000000000006,778.7,553.0
2019-06-04,2199.2,1761.9000000000003,5134.550000000001,353.09999999999997,904.0
2019-06-05,1519.8999999999999,1553.7000000000003,3884.3,562.0,985.0
2019-06-06,1813.7999999999997,1628.8999999999996,4409.7,621.8000000000001,542.0
2019-06-07,1483.6500000000003,1525.1499999999994,3799.95,535.1999999999999,712.0
2019-06-08,831.4000000000001,953.2,2227.9,779.0000000000001,367.0
2019-06-09,1103.9,1220.4,2912.500000000001,581.1,467.0
2019-06-10,1538.5000000000002,1331.8,3690.4000000000005,371.8,392.0
2019-06-11,1649.7,1259.2000000000003,3789.0,427.29999999999995,474.0
2019-06-12,1807.8000000000004,1550.1000000000001,4321.7,379.1999999999999,474.0
2019-06-13,1562.4999999999998,2255.2,4651.3,443.0999999999999,419.0
2019-06-14,1299.9,1419.3,3412.8,658.1999999999998,516.0
2019-06-15,1099.6000000000001,1237.3,2923.2,742.6,456.0
2019-06-16,680.1999999999999,832.4,1875.0000000000002,772.5000000000001,319.0
2019-06-17,1207.0000000000002,1405.5,3256.5,815.7999999999998,437.0
2019-06-18,2682.0,1917.6000000000001,6029.999999999999,243.6,769.0
2019-06-19,1867.2999999999997,1601.2,4464.0,250.1,673.0
2019-06-20,1312.0000000000002,1278.1000000000001,3289.5,502.34999999999997,408.5
2019-06-21,1439.9999999999998,1355.6000000000001,3563.8999999999996,579.0000000000001,459.0
2019-06-22,1441.9,1449.5000000000002,3660.3,725.9,672.0
2019-06-23,798.0000000000001,1484.7000000000003,2708.2,928.4,817.0
2019-06-24,2046.5000000000002,1940.4,5078.399999999999,371.3,991.0
2019-06-25,1442.7999999999995,1386.6000000000001,3598.7,267.40000000000003,747.0
2019-06-26,902.2,1121.7,2504.9,642.9000000000002,534.0
2019-06-27,998.0000000000001,1098.6999999999998,2629.0000000000005,1064.2104294478527,519.0
2019-06-28,1198.9999999999998,1189.2,3027.8,1039.4233128834358,752.0
2019-06-29,1125.9999999999998,1715.0999999999997,3442.1,1015.5116564417181,947.0
2019-06-30,541.0999999999999,702.6,1531.9999999999995,991.6000000000003,364.0
2019-07-01,646.2999999999998,730.4000000000001,1721.6000000000004,967.6883435582824,319.0
2019-07-02,994.2,1121.1,2645.4999999999995,943.7766871165646,489.0
2019-07-03,1462.3000000000002,1488.6000000000001,3730.8999999999996,919.8650306748466,622.0
2019-07-04,1409.2999999999997,1526.5999999999997,3687.5999999999995,895.9533742331287,544.0
2019-07-05,915.9000000000001,1367.8,2772.4,872.041717791411,556.0
2019-07-06,859.3999999999999,914.5000000000001,2232.8999999999996,848.1300613496932,413.0
2019-07-07,1085.2,1132.4,2796.6,824.2184049079754,489.0
2019-07-08,2566.3428571428567,1812.2142857142856,5747.02857142857,800.3067484662575,648.7199999999999
2019-07-09,1829.7071428571426,1852.435714285714,4657.571428571428,776.3950920245398,737.28
2019-07-10,1631.7,1736.6000000000001,4238.400000000001,752.4834355828222,706.0
2019-07-11,1166.6000000000004,1309.6,3098.4000000000005,728.5717791411043,480.0
2019-07-12,433.8,619.6999999999999,1284.7999999999997,704.6601226993866,370.0
2019-07-13,673.0999999999999,857.0,1889.1000000000001,680.748466257669,430.0
2019-07-14,927.5999999999999,1020.0999999999999,2442.7,656.836809815951,421.0
2019-07-15,1633.2,1291.7999999999997,3796.0,632.9251533742332,471.0
2019-07-16,1508.1999999999998,1668.3,3980.5999999999995,609.0134969325152,676.0
2019-07-17,1747.8999999999999,2021.0,4701.0,731.9398773006136,762.0
2019-07-18,1398.0,1280.1000000000004,3423.8000000000006,470.6,504.0
2019-07-19,1784.1000000000004,1296.0000000000002,4031.2,192.29999999999995,571.0
