MeasurementDateGMT,Wandsworth - Putney: Nitric Oxide (ug/m3),Wandsworth - Putney: Nitrogen Dioxide (ug/m3),Wandsworth - Putney: Oxides of Nitrogen (ug/m3),Wandsworth - Putney: PM10 Particulate (ug/m3)
2018-05-12,122.70000000000002,700.1,888.5000000000001,338.0
2018-05-13,182.99999999999997,752.1,1032.6999999999998,415.0
2018-05-14,133.2,562.3,767.0999999999999,315.5
2018-05-15,135.79999999999998,550.7,759.1,377.0
2018-05-16,114.69999999999997,441.00000000000006,617.6000000000001,527.0
2018-05-17,166.8,596.2,851.9999999999998,574.0
2018-05-18,223.89999999999998,840.9,1184.2000000000003,530.0
2018-05-19,223.6,922.5999999999999,1265.1000000000001,627.0
2018-05-20,194.0,810.5,1108.3,661.0
2018-05-21,274.29999999999995,1281.1,1701.6,850.0
2018-05-22,134.29999999999998,516.9000000000001,722.9,665.0
2018-05-23,109.3,463.3,631.1,673.0
2018-05-24,222.7,804.9000000000001,1146.6,758.0
2018-05-25,166.3,875.5000000000001,1130.6000000000001,641.0
2018-05-26,104.3,717.8,878.6,969.0
2018-05-27,105.9,699.9000000000001,862.9,718.0
2018-05-28,169.0,762.6,1022.6999999999999,801.0
2018-05-29,110.30000000000001,660.5,829.9000000000001,562.0
2018-05-30,301.50000000000006,896.7,1358.7999999999997,562.0
2018-05-31,289.5999999999999,1199.3,1643.6000000000001,875.0
2018-06-01,163.89999999999998,719.5000000000002,970.4,510.0
2018-06-02,93.69999999999997,421.8,565.7,265.0
2018-06-03,131.1,658.4,860.2,343.0
2018-06-04,146.10000000000002,730.8,954.9,410.0
2018-06-05,151.29999999999998,630.1999999999999,862.1999999999999,407.0
2018-06-06,184.49999999999997,771.7,1055.0,609.0
2018-06-07,202.7,938.7,1249.6000000000001,560.0
2018-06-08,207.99999999999997,874.0000000000002,1193.2,534.0
2018-06-09,162.50000000000003,753.8000000000001,1002.8999999999999,493.0
2018-06-10,137.5,627.5,838.5000000000001,435.0
2018-06-11,221.09999999999997,807.8,1147.4,346.0
2018-06-12,165.3,728.6000000000001,982.1,344.0
2018-06-13,225.40000000000003,868.2,1213.9000000000003,421.0
2018-06-14,168.20000000000002,636.6,894.7,397.0
2018-06-15,154.79999999999998,594.5,831.9999999999999,371.0
2018-06-16,151.5,569.8,802.3999999999999,269.0
2018-06-17,129.4,473.90000000000003,672.5000000000001,249.0
2018-06-18,142.1,440.4,658.1,359.0
2018-06-19,205.7,470.3999999999999,786.3000000000001,199.0
2018-06-20,215.65000000000003,503.7,834.85,214.0
2018-06-21,109.2,442.90000000000003,610.6,299.0
2018-06-22,175.8,689.4,959.3000000000001,394.0
2018-06-23,120.6,560.3,744.9999999999999,368.0
2018-06-24,121.0,724.9,910.3,394.0
2018-06-25,148.70000000000002,819.2,1047.5,483.0
2018-06-26,311.9,1042.1000000000001,1520.3000000000002,483.8181818181818
2018-06-27,216.99999999999997,830.9,1163.7,482.72727272727275
2018-06-28,185.7,794.2,1078.8999999999999,546.3116883116884
2018-06-29,202.10000000000002,821.9499999999998,1132.0,594.6428571428571
2018-06-30,155.9496402877697,636.6726618705036,875.3172661870504,580.1999999999999
2018-07-01,226.98992805755393,806.4345323741007,1153.6834532374098,548.0571428571427
2018-07-02,321.05611510791374,928.2647482014386,1419.3064748201432,572.7428571428574
2018-07-03,415.12230215827356,1050.0949640287768,1684.9294964028782,597.4285714285713
2018-07-04,509.18848920863326,1171.9251798561152,1950.5525179856118,622.1142857142856
2018-07-05,603.2546762589928,1293.7553956834531,2216.175539568345,646.8000000000003
2018-07-06,434.93884892086334,1193.8525179856113,1859.3352517985609,633.6571428571428
2018-07-07,83.19999999999996,741.8,869.5999999999999,666.0
2018-07-08,50.70000000000001,607.6999999999998,685.3000000000001,489.0
2018-07-09,112.59999999999998,635.5999999999999,808.4,482.0
2018-07-10,69.4,340.20000000000005,446.8,335.0
2018-07-11,82.09999999999997,414.79999999999995,540.8000000000001,469.0
2018-07-12,141.89999999999998,830.4999999999999,1048.0,556.0
2018-07-13,184.49999999999994,938.4,1220.9999999999998,534.0
2018-07-14,82.69999999999997,663.4000000000001,790.0999999999999,445.0
2018-07-15,77.49999999999999,541.5999999999999,660.6999999999999,345.0
2018-07-16,100.5,674.0,827.5,387.0
2018-07-17,103.69999999999999,430.9000000000001,590.1,324.0
2018-07-18,113.2,646.8,820.4999999999999,326.0
2018-07-19,142.49999999999997,964.6,1182.8,474.0
2018-07-20,141.89999999999998,983.0999999999999,1200.7000000000005,492.0
2018-07-21,58.30000000000001,548.4,637.8000000000001,464.0
2018-07-22,65.50000000000001,560.9,661.2999999999998,329.5
2018-07-23,103.2,618.0,775.9999999999999,367.0
2018-07-24,108.59999999999998,554.6,721.0500000000001,386.0
2018-07-25,150.7,774.9000000000001,1005.8,423.0
2018-07-26,167.0,1114.1000000000001,1370.1000000000001,669.0
2018-07-27,127.5,775.9,971.4000000000001,539.0
2018-07-28,120.3,462.30000000000007,646.5,416.0
2018-07-29,47.199999999999996,210.7,283.5,224.0
2018-07-30,235.20000000000002,527.5999999999999,887.8000000000002,260.0
2018-07-31,183.2,575.5,856.5,266.0
2018-08-01,176.29999999999995,581.6,851.8000000000001,319.0
2018-08-02,144.1,639.2999999999998,859.7,352.0
2018-08-03,196.70000000000002,857.0000000000002,1158.8000000000002,412.0
2018-08-04,111.7,578.6,749.8000000000001,280.0
2018-08-05,107.6,658.2,823.6,334.0
2018-08-06,94.00000000000001,791.9999999999999,936.6,438.0
2018-08-07,99.39999999999999,730.9999999999998,883.6999999999999,463.0
2018-08-08,132.9,543.6000000000001,747.3,333.0
2018-08-09,263.0,785.5000000000001,1188.6,314.0
2018-08-10,202.1,602.4,912.1999999999999,234.0
2018-08-11,206.99999999999997,594.5,911.7,236.0
2018-08-12,101.6,491.29999999999995,646.8000000000002,229.5
2018-08-13,76.00000000000001,433.20000000000005,549.7,258.0
2018-08-14,116.69999999999999,513.8,693.1999999999998,257.0
