MeasurementDateGMT,Wandsworth - Putney: Nitric Oxide (ug/m3),Wandsworth - Putney: Nitrogen Dioxide (ug/m3),Wandsworth - Putney: Oxides of Nitrogen (ug/m3),Wandsworth - Putney: PM10 Particulate (ug/m3)
2018-08-15,180.00000000000003,506.0999999999999,782.3000000000001,319.0
2018-08-16,254.89999999999998,589.4,979.7,301.0
2018-08-17,250.59999999999997,561.8999999999999,945.9999999999999,319.0
2018-08-18,160.3,475.20000000000005,721.1999999999999,326.0
2018-08-19,88.30000000000001,347.1,483.1,280.0
2018-08-20,117.80000000000001,435.9,616.6,258.0
2018-08-21,96.8,469.90000000000003,618.5,239.0
2018-08-22,161.4,464.6,713.0999999999999,317.0
2018-08-23,141.39999999999998,356.90000000000003,573.3,231.0
2018-08-24,82.6,289.5,416.5,244.0
2018-08-25,165.8,379.1000000000001,633.5,178.0
2018-08-26,197.90000000000006,427.7999999999999,731.2,268.0
2018-08-27,46.49999999999999,217.90000000000003,289.5,165.0
2018-08-28,184.89999999999995,590.9,874.8,269.0
2018-08-29,184.40000000000003,559.8000000000001,843.0999999999998,270.0
2018-08-30,349.59999999999997,670.5,1206.5000000000002,364.0
2018-08-31,391.50000000000006,886.9,1486.9000000000003,424.0
2018-09-01,229.19999999999996,813.5,1165.0,425.0
2018-09-02,160.89999999999998,853.9000000000001,1100.6000000000001,536.5
2018-09-03,287.19999999999993,1002.0,1441.8999999999999,564.0
2018-09-04,92.59999999999998,568.1,710.2,412.0
2018-09-05,83.29999999999998,463.6000000000001,591.3,396.0
2018-09-06,166.30000000000004,521.6000000000001,776.7,384.0
2018-09-07,92.69999999999997,433.30000000000007,575.3999999999999,242.0
2018-09-08,151.1,568.0000000000001,799.9,231.0
2018-09-09,85.9,437.5,568.8,269.0
2018-09-10,96.30000000000001,404.4,551.8999999999999,313.0
2018-09-11,143.40000000000006,500.49999999999994,720.3,337.0
2018-09-12,266.9,620.7,1029.8999999999999,206.5
2018-09-13,628.2000000000002,794.2999999999998,1757.7000000000003,338.0
2018-09-14,149.5,581.3000000000001,810.4000000000001,239.0
2018-09-15,155.20000000000002,596.5999999999999,834.6000000000001,302.0
2018-09-16,121.09999999999998,604.6999999999999,790.1999999999997,331.0
2018-09-17,168.6,765.3000000000001,1023.5000000000002,356.0
2018-09-18,151.7,574.0999999999999,806.5,404.0
2018-09-19,165.8,582.1000000000001,835.9000000000001,477.0
2018-09-20,141.9,503.30000000000007,720.9000000000001,539.0
2018-09-21,57.6,282.99999999999994,370.99999999999994,231.0
2018-09-22,140.3,645.0,860.3,284.0
2018-09-23,93.7,501.8999999999999,646.1,164.0
2018-09-24,519.6,841.9,1638.0999999999997,246.0
2018-09-25,967.8,1103.2,2586.8,392.0
2018-09-26,334.80000000000007,1007.6000000000001,1520.6999999999996,371.0
2018-09-27,495.90000000000003,1150.1999999999998,1910.7500000000002,397.0
2018-09-28,175.80000000000004,697.6000000000001,967.0,398.0
2018-09-29,552.1999999999998,1093.7000000000003,1940.5999999999995,456.0
2018-09-30,174.0,653.1,920.1,322.0
2018-10-01,144.3,591.3000000000001,812.1,268.0
2018-10-02,93.10000000000001,421.7,564.0,271.0
2018-10-03,242.45,691.75,1063.8,331.0
2018-10-04,262.8,717.6000000000001,1120.8000000000002,410.0
2018-10-05,358.29999999999995,1144.7,1694.1,577.0
2018-10-06,110.2,653.9,822.8,292.0
2018-10-07,150.69999999999996,659.0999999999999,890.0,273.0
2018-10-08,173.20000000000005,746.0999999999999,1011.8,254.0
2018-10-09,490.49999999999994,1267.3,2018.7999999999997,399.0
2018-10-10,619.2000000000002,1620.2999999999997,2569.9,968.0
2018-10-11,188.09999999999997,677.4,966.0000000000001,412.0
2018-10-12,139.9,487.79999999999995,701.7,365.0
2018-10-13,135.29999999999998,510.09999999999997,717.5,352.0
2018-10-14,73.89999999999999,490.90000000000003,603.9000000000001,115.0
2018-10-15,276.0,1028.8,1451.9999999999998,312.0
2018-10-16,290.3,825.7,1271.2,446.0
2018-10-17,282.30000000000007,987.8000000000002,1420.9,320.0
2018-10-18,210.50000000000003,871.0999999999998,1194.0000000000002,337.0
2018-10-19,1158.5,1511.8999999999999,3288.5999999999995,518.0
2018-10-20,754.6,1189.4999999999998,2347.0,618.0
2018-10-21,223.40000000000006,845.2,1187.3,377.0
2018-10-22,283.59999999999997,907.4,1342.4,354.0
2018-10-23,143.49999999999994,749.2000000000003,969.3000000000002,372.0
2018-10-24,233.0,849.6000000000001,1206.6999999999998,396.0
2018-10-25,155.29999999999998,766.4999999999999,1004.6,368.0
2018-10-26,78.70000000000002,651.5000000000001,772.4,198.0
2018-10-27,87.89999999999999,645.1,780.0999999999998,135.0
2018-10-28,108.29999999999998,654.5000000000001,820.6000000000001,156.0
2018-10-29,182.85000000000005,870.6500000000001,1150.9999999999998,208.0
2018-10-30,120.39999999999999,747.9,932.0999999999999,237.0
2018-10-31,840.0999999999999,1533.1,2820.9000000000005,444.0
2018-11-01,541.2000000000002,1261.7000000000003,2091.3,328.0
2018-11-02,386.9,1311.4000000000003,1904.7999999999997,409.0
2018-11-03,326.99999999999994,1264.3,1765.4,491.0
2018-11-04,223.10000000000002,945.6,1287.8000000000002,513.0
2018-11-05,1454.8,1321.1,3551.3000000000006,1117.0
2018-11-06,566.8,1025.7999999999997,1894.1000000000006,489.0
2018-11-07,188.39999999999998,733.7999999999998,1022.6,194.0
2018-11-08,255.30000000000004,1048.6000000000001,1440.0,366.0
2018-11-09,286.9,879.1,1318.8,358.0
2018-11-10,223.00000000000003,954.7000000000002,1296.5999999999997,323.0
2018-11-11,164.2,850.8000000000001,1102.3,229.0
2018-11-12,265.6499999999999,1029.4499999999998,1436.8500000000001,303.0
2018-11-13,258.59999999999997,1055.9,1451.8000000000002,334.0
2018-11-14,514.0,1253.9,2042.5000000000002,428.0
2018-11-15,707.8,1257.0000000000002,2342.1,623.0
2018-11-16,613.5999999999999,1166.1000000000001,2106.7999999999997,397.0
2018-11-17,377.00000000000006,1199.8,1777.9,566.0
2018-11-18,190.29999999999995,1043.1000000000001,1334.3999999999996,477.0
2018-11-19,157.5,822.3000000000001,1063.5999999999997,227.0
2018-11-20,261.1000000000001,1100.8000000000002,1501.1999999999996,303.0
2018-11-21,954.5000000000001,1546.1,3009.6000000000004,523.0
2018-11-22,2449.6,2029.5999999999997,5785.600000000001,1133.0
2018-11-23,816.8999999999999,1520.3,2773.1000000000004,908.0
2018-11-24,404.50000000000006,1188.9,1809.3,675.0
2018-11-25,189.9,929.6999999999999,1220.8999999999999,486.0
2018-11-26,218.7,1050.7,1385.6999999999998,310.0
2018-11-27,648.1,1378.6999999999998,2372.7,382.0
2018-11-28,209.70000000000002,830.4000000000001,1152.3,212.0
2018-11-29,183.89999999999998,749.5,1031.5,226.0
2018-11-30,293.90000000000003,1061.0,1511.6000000000001,289.0
2018-12-01,234.59999999999997,909.6000000000001,1269.4,203.0
2018-12-02,183.6,618.5,899.7000000000002,99.0
2018-12-03,172.85000000000002,783.4999999999999,1048.55,424.32000000000005
2018-12-04,468.65000000000003,1151.1000000000001,1869.1499999999999,393.68
2018-12-05,446.2,936.3000000000001,1620.7999999999997,292.0
2018-12-06,211.80000000000004,742.2000000000002,1066.3,228.0
2018-12-07,149.60000000000002,524.9,754.5,215.0
2018-12-08,107.49999999999999,392.4000000000001,557.8,322.0
2018-12-09,79.4,471.8,593.7000000000002,174.0
2018-12-10,262.85,1036.3,1439.0,326.0
2018-12-11,1267.5000000000005,1833.1000000000006,3777.0000000000005,655.0
2018-12-12,459.19999999999993,1344.2,2048.4,561.0
2018-12-13,645.1,1382.4,2371.7,518.0
2018-12-14,1105.0999999999997,1853.6999999999998,3548.2999999999997,684.0
2018-12-15,362.5,963.0,1518.7000000000003,472.0
2018-12-16,281.99999999999994,1069.7,1502.2999999999997,292.0
2018-12-17,255.50000000000003,930.1,1322.0,341.0
2018-12-18,235.40000000000003,691.8000000000001,1053.3000000000002,352.0
2018-12-19,267.8,979.2,1390.3,242.0
2018-12-20,249.2,914.3,1296.7,303.0
2018-12-21,147.60000000000002,559.9,786.0999999999998,389.0
2018-12-22,122.89999999999999,591.9499999999999,780.7499999999999,320.0
2018-12-23,135.10000000000002,648.0000000000001,855.1,198.0
2018-12-24,843.3,1456.1999999999998,2749.1,537.0
2018-12-25,595.3,1150.1000000000001,2062.4,458.0
2018-12-26,242.8,876.3,1248.0000000000002,415.0
2018-12-27,1434.2,1714.5000000000002,3913.5999999999995,840.0
2018-12-28,654.3999999999999,1222.6000000000001,2226.1,611.0
2018-12-29,202.7,760.3,1071.3,352.0
2018-12-30,120.0,658.8000000000001,842.9000000000001,232.0
2018-12-31,85.4,488.50000000000006,619.5999999999998,206.0
2019-01-01,91.8,509.7999999999999,649.8,316.0
2019-01-02,107.20000000000002,767.7,932.4999999999999,372.0
2019-01-03,123.5,937.5,1126.4999999999998,345.0
2019-01-04,226.49999999999997,1213.4,1560.7,721.0
2019-01-05,118.3,914.1999999999999,1095.7,593.0
2019-01-06,142.6,898.1999999999999,1117.0,566.0
2019-01-07,167.49999999999997,759.3999999999999,1016.1999999999999,402.0
2019-01-08,112.40000000000002,711.0,883.3999999999999,492.0
2019-01-09,121.10000000000001,870.5000000000001,1056.2,364.0
2019-01-10,579.7,1420.8000000000002,2309.4000000000005,739.0
2019-01-11,315.99999999999994,1212.0000000000002,1696.0999999999997,518.0
2019-01-12,102.29999999999998,625.3,781.9999999999999,243.0
2019-01-13,74.89999999999999,436.59999999999997,551.1999999999999,206.0
2019-01-14,103.1,760.5,918.1999999999999,324.0
2019-01-15,209.70000000000002,930.0999999999999,1251.7,237.0
2019-01-16,219.10000000000002,907.4000000000001,1243.7,223.0
2019-01-17,178.0,1022.4999999999998,1295.4,249.0
2019-01-18,751.1000000000001,1726.0999999999997,2878.0000000000005,561.5
2019-01-19,348.8,1200.3000000000002,1734.6999999999996,548.0
2019-01-20,409.90000000000003,1477.9,2106.6000000000004,690.0
2019-01-21,852.0000000000001,1981.2999999999997,3288.0,904.0
2019-01-22,246.59999999999997,1144.6999999999998,1523.1999999999998,326.0
2019-01-23,428.2,1464.3,2120.3500000000004,430.0
2019-01-24,886.6999999999999,2141.2000000000003,3500.9000000000005,741.0
2019-01-25,263.2,1162.8000000000002,1566.0000000000002,463.0
2019-01-26,162.49999999999997,847.1000000000001,1097.1000000000001,294.0
2019-01-27,44.80000000000001,401.99999999999994,470.5,288.0
2019-01-28,208.20000000000002,1008.3,1327.3000000000002,347.0
2019-01-29,460.00000000000006,1518.3999999999996,2223.6999999999994,393.0
2019-01-30,402.8999999999999,1365.0,1982.7,358.0
2019-01-31,1027.0,1905.1999999999998,3479.8,619.0
2019-02-01,197.20000000000005,1028.0,1329.6999999999996,337.0
2019-02-02,94.90000000000002,710.4999999999999,856.3000000000001,309.0
2019-02-03,206.40000000000003,1026.7,1343.4,359.0
2019-02-04,375.1,1043.3000000000002,1618.0,298.0
2019-02-05,305.1,1045.0,1513.1000000000004,343.0
2019-02-06,330.40000000000015,1111.1000000000004,1617.8999999999999,344.0
2019-02-07,160.89999999999998,639.6999999999998,886.3000000000001,256.0
2019-02-08,198.7,683.9999999999999,988.5000000000001,331.0
2019-02-09,141.70000000000002,543.1,761.1000000000001,354.0
2019-02-10,86.10000000000002,570.3,703.0999999999999,150.0
2019-02-11,295.54999999999995,1118.25,1570.7999999999997,265.0
2019-02-12,254.00000000000003,1109.7,1498.3000000000002,414.0
2019-02-13,277.1,1066.5,1491.4000000000003,546.0
2019-02-14,926.6999999999999,1884.0000000000002,3305.0999999999995,779.0
2019-02-15,735.8000000000002,1772.1999999999996,2900.0999999999995,855.0
2019-02-16,286.99999999999994,1108.5,1548.3999999999999,724.0
2019-02-17,170.79999999999998,812.8,1074.5000000000002,733.0
2019-02-18,382.15000000000003,1230.05,1816.15,433.0
2019-02-19,288.3,1010.8999999999999,1453.1000000000001,392.0
2019-02-20,231.80000000000004,940.4,1295.9999999999998,409.0
2019-02-21,171.70000000000002,846.1,1109.6,501.0
2019-02-22,615.6,1340.9000000000003,2284.7,715.0
2019-02-23,573.5999999999999,1401.9999999999998,2281.2999999999997,806.0
2019-02-24,983.4999999999999,1849.5000000000002,3356.7,1035.0
2019-02-25,1464.9000000000003,2447.6000000000004,4693.7,1202.0
2019-02-26,1939.6000000000001,2740.5000000000005,5714.3,1369.0
2019-02-27,1153.1999999999996,2145.1000000000004,3913.2000000000003,1371.0
2019-02-28,142.5,915.3999999999999,1133.5,677.0
2019-03-01,143.8,914.6999999999999,1134.8,619.0
2019-03-02,130.7,669.7000000000002,869.8000000000001,396.0
2019-03-03,98.2,521.8,673.0,261.0
2019-03-04,119.1,597.4000000000001,780.5000000000001,190.0
2019-03-05,146.20000000000002,816.5,1040.4,273.0
2019-03-06,142.60000000000002,670.6999999999999,889.0999999999999,379.0
2019-03-07,86.0,547.4,679.1,179.0
2019-03-08,165.3,869.7999999999998,1123.2,252.0
2019-03-09,74.2,553.4,666.8999999999999,470.0
2019-03-10,48.80000000000001,483.6,558.0000000000001,157.0
2019-03-11,43.107142857142854,409.1714285714286,475.0642857142857,265.0
2019-03-12,50.930769230769236,399.4153846153845,477.25384615384615,284.0
2019-03-13,56.15274725274725,405.112087912088,491.02087912087916,365.0
2019-03-14,61.37472527472528,410.8087912087911,504.78791208791216,359.0
2019-03-15,66.59670329670331,416.50549450549454,518.554945054945,190.0
2019-03-16,71.81868131868131,422.20219780219776,532.321978021978,295.0
2019-03-17,77.04065934065935,427.8989010989011,546.0890109890111,158.0
2019-03-18,82.26263736263736,433.5956043956043,559.8560439560439,347.14285714285717
2019-03-19,87.48461538461538,439.2923076923077,573.623076923077,326.8571428571429
2019-03-20,92.70659340659341,444.9890109890109,587.3901098901099,260.0
2019-03-21,97.92857142857143,450.68571428571425,601.1571428571427,344.0
2019-03-22,103.15054945054945,456.38241758241753,614.9241758241759,376.0
2019-03-23,108.37252747252747,462.07912087912086,628.6912087912087,520.0
2019-03-24,113.59450549450551,467.77582417582425,642.4582417582418,497.0
2019-03-25,118.81648351648352,473.4725274725274,656.2252747252747,425.0
2019-03-26,308.1120879120879,961.3131868131868,1434.0318681318681,596.0
2019-03-27,371.79999999999995,1438.2000000000003,2008.4,441.0
2019-03-28,547.9,1817.0999999999997,2657.4000000000005,676.0
2019-03-29,843.6999999999999,2028.0,3321.5,947.0
2019-03-30,1210.0,1653.9,3509.3000000000006,1175.0
2019-03-31,150.8,755.0999999999999,986.2999999999998,804.0
2019-04-01,274.90000000000003,1210.4,1632.1999999999998,674.0
2019-04-02,242.09999999999997,1120.7999999999997,1492.0000000000002,566.0
2019-04-03,295.1,1270.8,1723.3999999999994,412.0
2019-04-04,289.6,1146.3,1590.2999999999997,296.0
2019-04-05,273.6,1169.3000000000002,1589.0,445.0
2019-04-06,143.9,860.6,1081.3,507.0
2019-04-07,161.70000000000002,756.6999999999999,1004.5,1031.0
2019-04-08,324.2,1103.2,1600.4,1051.0
2019-04-09,224.0,1032.2,1376.2000000000003,973.0
2019-04-10,153.0,659.5999999999999,893.6000000000001,547.0
2019-04-11,186.30000000000004,990.2,1276.1,453.0
2019-04-12,187.00000000000003,1087.6000000000004,1374.3999999999999,452.0
2019-04-13,149.20000000000002,848.2,1077.1000000000001,428.0
2019-04-14,118.10000000000005,784.7,965.6,541.0
2019-04-15,222.89999999999995,1034.45,1375.6,962.0
2019-04-16,554.9999999999999,1556.6,2407.3999999999996,1308.0
2019-04-17,309.79999999999995,1267.1,1742.3000000000002,1335.0
2019-04-18,269.3,1141.6999999999998,1555.2,1347.0
2019-04-19,175.30000000000007,1254.8999999999999,1523.6999999999998,988.0
2019-04-20,136.1,1193.7,1402.8999999999996,901.0
2019-04-21,148.00000000000006,1220.8000000000002,1447.9999999999998,984.0
2019-04-22,156.29999999999998,1369.3,1608.8,1317.1279069767447
2019-04-23,325.7,1693.2000000000003,2192.5,1019.302325581395
2019-04-24,265.3,1101.1999999999998,1508.0999999999995,717.9069767441861
2019-04-25,152.85,727.4499999999999,962.0,410.1627906976744
2019-04-26,199.6,770.1,1075.6000000000004,340.0
2019-04-27,56.699999999999996,356.7,443.09999999999997,379.0
2019-04-28,59.0,413.59999999999997,504.00000000000006,307.0
2019-04-29,201.70000000000002,1034.6000000000001,1343.8,509.0
2019-04-30,204.29999999999998,1057.6,1371.1999999999998,678.0
2019-05-01,110.80000000000001,703.9,873.4,552.0
2019-05-02,61.8,566.8000000000001,662.2,334.0
2019-05-03,140.5,754.0999999999999,969.6999999999999,350.0
2019-05-04,71.00000000000001,465.2999999999999,574.6,309.0
2019-05-05,74.00000000000001,605.2,717.8999999999997,466.0
2019-05-06,42.7,510.5,576.3000000000001,312.0
2019-05-07,127.59999999999998,834.3000000000001,1029.7,439.0
2019-05-08,152.8,786.0999999999999,1020.1999999999999,401.0
2019-05-09,114.80000000000004,715.1,891.2,366.0
2019-05-10,127.8,728.4000000000001,923.9,345.0
2019-05-11,88.39999999999999,722.2999999999998,858.0,357.0
2019-05-12,194.60000000000008,904.5000000000002,1203.1000000000001,348.0
2019-05-13,202.30000000000007,994.8,1305.0,408.0
2019-05-14,174.3,863.1,1130.6000000000001,469.0
2019-05-15,187.69999999999993,993.2,1281.1000000000004,705.0
2019-05-16,173.1,859.45,1125.1000000000001,631.0
2019-05-17,118.70000000000002,836.9,1018.8,528.0
2019-05-18,134.20000000000002,917.0999999999999,1123.2,541.0
2019-05-19,330.90000000000003,972.6999999999998,1480.1000000000001,587.0
2019-05-20,164.39999999999998,888.9,1140.6,503.0
2019-05-21,96.1,644.2,791.6999999999998,304.0
2019-05-22,133.70000000000002,909.1999999999999,1114.1000000000001,345.0
2019-05-23,106.20000000000002,817.9999999999999,981.2,294.0
2019-05-24,80.49999999999999,647.4000000000002,770.4,386.0
2019-05-25,34.199999999999996,425.30000000000007,477.2999999999999,242.0
2019-05-26,38.2,368.3,426.6000000000001,223.0
2019-05-27,33.4,430.7999999999999,481.8,266.0
2019-05-28,66.99999999999999,592.5000000000001,694.9,194.0
2019-05-29,183.29999999999998,822.5500000000002,1103.6000000000001,321.0
2019-05-30,91.1,469.7,609.2,270.0
2019-05-31,159.40000000000003,639.6,883.6000000000001,263.0
2019-06-01,148.79999999999995,806.7,1035.0,320.0
2019-06-02,105.0,639.5,800.1999999999998,315.0
2019-06-03,114.2,595.2,770.2,391.0
2019-06-04,240.2,960.5999999999999,1328.9,378.0
2019-06-05,144.8,716.6,939.1999999999999,208.0
2019-06-06,130.49999999999997,693.0999999999999,893.3,242.0
2019-06-07,182.0,928.9,1207.8,374.0
2019-06-08,50.900000000000006,351.49999999999994,429.6,200.0
2019-06-09,52.2,429.6000000000001,509.3,264.0
2019-06-10,68.9,658.7999999999997,764.2000000000002,259.0
2019-06-11,145.6,552.6999999999999,775.6999999999999,233.0
2019-06-12,104.10000000000002,737.8000000000001,897.7,251.0
2019-06-13,170.99999999999997,778.3,1040.1999999999998,346.0
2019-06-14,154.40000000000003,660.0999999999999,896.5999999999999,285.0
2019-06-15,138.6,673.3,885.8,256.0
2019-06-16,103.69999999999999,516.3,675.6,256.0
2019-06-17,120.2,544.5,728.6,270.0
2019-06-18,180.9,879.4000000000001,1156.9,416.0
2019-06-19,91.80000000000003,560.5000000000001,700.7999999999998,456.0
2019-06-20,73.19999999999999,390.8,503.2,261.0
2019-06-21,81.8,378.20000000000005,503.40000000000003,276.0
2019-06-22,138.3,688.5,900.9,385.0
2019-06-23,79.4,754.5999999999999,876.5000000000001,788.0
2019-06-24,178.10000000000005,914.3999999999999,1187.5,718.0
2019-06-25,132.79999999999998,662.3,866.0999999999999,537.5
2019-06-26,114.10000000000001,511.29999999999995,686.4,438.0
2019-06-27,139.5,447.59999999999997,661.3000000000001,507.0
2019-06-28,160.70000000000002,529.4000000000001,775.9,732.0
2019-06-29,179.6,931.9000000000002,1207.1999999999998,716.0
2019-06-30,67.3,289.2,392.2999999999999,335.0
2019-07-01,77.14999999999998,383.65,501.55000000000007,264.0
2019-07-02,178.8,755.0000000000001,1029.8,375.0
2019-07-03,212.49999999999997,1056.8,1383.1999999999998,445.0
2019-07-04,224.10000000000002,1116.6000000000001,1460.1000000000001,431.0
2019-07-05,127.00000000000003,851.6999999999999,1046.4,475.0
2019-07-06,141.0,702.7,918.3,339.0
2019-07-07,143.2,749.6,969.2,355.0
2019-07-08,152.7,836.1000000000001,1070.2999999999997,362.0
2019-07-09,162.69999999999993,904.5999999999998,1153.9999999999998,477.0
2019-07-10,137.29999999999998,870.1999999999998,1080.7,438.0
2019-07-11,86.2,624.2,756.5999999999999,356.0
2019-07-12,92.6,505.3,647.4999999999999,255.0
2019-07-13,107.69999999999999,606.0000000000001,770.3000000000001,349.0
2019-07-14,91.5,597.8000000000001,738.3000000000002,321.0
2019-07-15,162.2,685.1000000000001,933.8,343.0
2019-07-16,157.60000000000002,765.4999999999998,1006.5000000000002,447.0
2019-07-17,120.30000000000001,816.3000000000002,1000.5000000000001,472.0
2019-07-18,160.49999999999997,655.3999999999999,901.8000000000002,334.0
2019-07-19,254.9,774.3,1165.4999999999998,348.0
2019-07-20,112.3,509.6000000000001,682.1,207.0
2019-07-21,158.3,568.0,811.1,264.0
2019-07-22,194.39999999999998,647.9,945.5999999999999,364.0
2019-07-23,202.0,991.1,1300.8999999999999,597.0
2019-07-24,113.9,799.7000000000002,974.3,475.0
2019-07-25,183.3,1308.6999999999998,1589.3999999999999,822.0
2019-07-26,95.15,481.2500000000001,627.15,470.5882352941176
2019-07-27,51.60000000000001,406.7,485.69999999999993,524.2352941176471
2019-07-28,34.599999999999994,304.3,357.89999999999986,479.0588235294118
2019-07-29,159.80000000000004,669.5999999999999,914.3,433.88235294117646
2019-07-30,139.8,602.9999999999998,817.5,382.2352941176471
2019-07-31,105.7,433.4999999999999,595.2999999999998,197.0
2019-08-01,172.10000000000002,551.8,815.5999999999998,303.0
2019-08-02,124.29999999999998,614.4999999999999,804.7000000000002,426.0
2019-08-03,152.09999999999997,797.2,1030.3000000000002,387.0
2019-08-04,65.8,475.8,576.9,391.0
2019-08-05,153.6,634.5999999999999,870.1999999999998,352.0
2019-08-06,202.09999999999997,665.3,975.3000000000001,360.0
2019-08-07,125.60000000000001,526.5,719.1,293.0
2019-08-08,163.7,665.0000000000001,915.9000000000001,298.0
2019-08-09,174.40000000000003,605.9,873.1999999999999,371.0
2019-08-10,120.60000000000001,497.49999999999994,683.1,493.0
2019-08-11,110.40000000000002,493.79999999999995,662.8,388.0
2019-08-12,123.79999999999998,572.0,761.3000000000001,304.0
2019-08-13,111.25000000000001,475.8999999999999,646.3000000000001,250.0
2019-08-14,222.49999999999994,772.4999999999999,1114.1000000000001,267.0
2019-08-15,75.8,401.70000000000005,517.9999999999999,265.0
2019-08-16,263.3,692.8,1096.1999999999998,315.0
2019-08-17,137.3,472.70000000000005,683.1999999999999,342.0
2019-08-18,99.09999999999998,427.40000000000003,579.5,304.0
2019-08-19,124.5,476.8999999999999,667.7999999999998,329.0
2019-08-20,84.99999999999999,468.0999999999999,598.1999999999999,370.0
2019-08-21,167.20000000000005,731.2,987.9999999999999,415.0
2019-08-22,147.6,643.8,870.0000000000001,382.0
2019-08-23,184.10000000000002,776.2,1058.3000000000002,409.0
2019-08-24,219.90000000000003,1371.0999999999997,1708.8000000000002,880.0
2019-08-25,125.3,1258.8000000000002,1451.1000000000004,931.0
2019-08-26,127.0,1078.9,1273.7000000000003,669.0
2019-08-27,184.40000000000003,1213.0499999999995,1495.0999999999995,735.0
2019-08-28,122.60000000000001,654.6999999999999,842.8000000000001,298.0
2019-08-29,119.84999999999998,539.8,723.35,253.0
2019-08-30,149.0,638.5000000000001,866.8000000000001,412.0
2019-08-31,77.29999999999998,508.80000000000007,627.3,316.0
2019-09-01,62.199999999999996,434.9,530.5,245.0
2019-09-02,96.69999999999999,544.0,692.5999999999999,308.5
2019-09-03,85.30000000000003,492.7,623.5,268.0
2019-09-04,73.7,424.5999999999999,537.6000000000001,264.0
2019-09-05,68.1,531.4000000000001,635.6,270.0
2019-09-06,131.00000000000003,709.2999999999998,909.6000000000003,318.0
2019-09-07,68.80000000000001,518.6,623.8000000000001,317.0
2019-09-08,178.6,762.3,1035.8999999999999,353.0
2019-09-09,158.60000000000002,977.3000000000001,1220.9,348.0
2019-09-10,217.8,796.2500000000002,1130.3500000000004,409.0
2019-09-11,134.79999999999995,625.0999999999999,832.1999999999999,248.0
2019-09-12,109.60000000000002,527.7,695.4999999999999,249.0
2019-09-13,153.6,742.2,978.1,431.0
2019-09-14,217.60000000000008,1004.4000000000001,1338.0999999999997,397.0
2019-09-15,138.5,773.4000000000001,986.0,309.0
2019-09-16,140.70000000000002,656.0999999999999,871.8000000000002,368.0
2019-09-17,129.29999999999998,691.6,890.4000000000001,459.0
