MeasurementDateGMT,Brent - John Keble Primary School: Nitric Oxide (ug/m3),Brent - John Keble Primary School: Nitrogen Dioxide (ug/m3),Brent - John Keble Primary School: Oxides of Nitrogen (ug/m3),Brent - John Keble Primary School: PM10 Particulate (ug/m3)
2018-05-21,118.7,753.4,935.6,765.3500000000003
2018-05-22,192.70000000000002,539.6,835.0,681.9500000000002
2018-05-23,136.79999999999995,425.8,636.7,690.5000000000001
2018-05-24,324.3,827.5,1324.6,777.3
2018-05-25,374.90000000000015,1162.2,1737.6,687.6999999999998
2018-05-26,43.6,423.49999999999994,490.50000000000006,898.0999999999999
2018-05-27,86.89999999999999,619.5,753.3,736.7
2018-05-28,94.39999999999998,579.8,724.1999999999999,842.9999999999998
2018-05-29,113.10000000000002,510.00000000000006,683.5,551.4999999999999
2018-05-30,264.2,892.3000000000002,1297.4,578.3000000000001
2018-05-31,115.00000000000004,820.3000000000001,996.5000000000001,778.5
2018-06-01,314.5,1015.1000000000001,1497.5,721.6000000000001
2018-06-02,296.7,978.0,1433.1,369.6
2018-06-03,166.9,694.7000000000002,950.5999999999998,347.5999999999999
2018-06-04,73.60000000000001,404.59999999999997,517.4000000000001,404.99999999999994
2018-06-05,76.59999999999998,334.1,451.69999999999993,415.2
2018-06-06,76.85000000000001,356.3,473.75000000000006,556.7
2018-06-07,90.2,428.20000000000005,566.4,509.19999999999993
2018-06-08,111.79999999999998,446.29999999999995,618.0,489.40000000000003
2018-06-09,81.59999999999998,425.09999999999997,550.6,466.60000000000014
2018-06-10,41.699999999999996,331.8,395.7,421.0
2018-06-11,80.9,398.00000000000006,522.0999999999999,332.9000000000001
2018-06-12,136.1,497.6999999999999,706.2,327.80000000000007
2018-06-13,333.09999999999997,885.6,1396.3999999999999,405.8
2018-06-14,486.90000000000003,880.1999999999999,1627.1,432.29999999999995
2018-06-15,487.8,1024.1,1771.8999999999996,499.8999999999999
2018-06-16,198.6,618.4000000000002,922.7,316.1
2018-06-17,133.3,401.00000000000006,604.7,278.70000000000005
2018-06-18,253.39999999999995,545.8,934.4000000000002,321.7
2018-06-19,360.69999999999993,520.4,1073.8000000000002,222.3
2018-06-20,312.0999999999999,488.09999999999997,966.2,243.99999999999997
2018-06-21,454.40000000000003,703.7,1400.1,366.5
2018-06-22,343.09999999999985,693.2,1219.1999999999998,431.99999999999994
2018-06-23,296.5,801.4,1256.1,428.8
2018-06-24,84.10000000000001,588.4000000000001,717.4000000000001,405.5
2018-06-25,390.49999999999994,1051.7,1650.2,495.9
2018-06-26,183.39999999999998,804.3,1085.6000000000001,476.4999999999999
2018-06-27,53.30000000000002,326.5,407.90000000000003,403.99999999999994
2018-06-28,84.10000000000001,291.0,420.3,514.6
2018-06-29,96.50000000000001,320.20000000000005,467.80000000000007,431.7
2018-06-30,43.7,241.9,308.7,413.7
2018-07-01,29.499999999999993,382.8,427.90000000000003,518.6999999999999
2018-07-02,51.5,382.6000000000001,461.3,435.6
2018-07-03,58.300000000000004,385.09999999999997,474.0,374.40000000000003
2018-07-04,126.6,797.1,991.0000000000001,521.4
2018-07-05,406.69999999999993,1286.8999999999999,1910.5,692.6
2018-07-06,262.9,1075.8999999999999,1478.9000000000003,684.1999999999998
2018-07-07,188.1,918.4,1206.7,731.4000000000002
2018-07-08,94.5,676.1,820.6,470.29999999999995
2018-07-09,293.3,929.5,1379.3999999999996,514.6999999999999
2018-07-10,218.20000000000007,421.85,756.6,323.05276872964174
2018-07-11,213.00000000000006,417.7,744.5,311.085342019544
2018-07-12,162.70000000000002,595.4,844.4000000000001,308.0833876221498
2018-07-13,145.99999999999997,704.0999999999998,927.3000000000001,305.08143322475576
2018-07-14,219.30000000000004,995.1000000000001,1331.5,302.0794788273615
2018-07-15,193.19999999999996,983.2000000000002,1279.6000000000001,299.07752442996735
2018-07-16,304.6,1025.3,1491.9,296.0755700325733
2018-07-17,333.1000000000001,761.1000000000003,1271.8,293.0736156351792
2018-07-18,296.29999999999995,995.3,1449.8999999999999,290.07166123778495
2018-07-19,361.3999999999999,1189.1,1742.6999999999991,287.06970684039084
2018-07-20,201.7,1161.6,1470.5999999999997,284.0677524429967
2018-07-21,174.3,1036.5,1303.8000000000002,281.0657980456026
2018-07-22,170.09999999999997,904.4999999999998,1165.4,278.0638436482085
2018-07-23,320.59999999999997,934.8000000000003,1426.5000000000002,275.0618892508144
2018-07-24,259.9,781.1999999999998,1179.8,272.05993485342015
2018-07-25,148.5,778.9000000000001,1006.8000000000001,269.057980456026
2018-07-26,166.59999999999997,1048.4999999999998,1304.0000000000002,266.0560260586319
2018-07-27,260.1000000000001,977.3,1376.0000000000002,263.05407166123774
2018-07-28,122.19999999999999,480.7,668.0,260.0521172638437
2018-07-29,103.9,306.90000000000003,466.5,257.05016286644945
2018-07-30,261.59999999999997,400.70000000000005,801.5999999999999,254.04820846905545
2018-07-31,276.3999999999999,757.4,1181.6,251.04625407166125
2018-08-01,310.7,763.4000000000001,1240.0,248.04429967426705
2018-08-02,390.99999999999994,932.5,1532.5,245.042345276873
2018-08-03,293.20000000000005,873.8000000000001,1323.2000000000003,242.04039087947882
2018-08-04,180.19999999999996,520.0,796.8,239.03843648208468
2018-08-05,107.19999999999997,724.7000000000002,889.1999999999999,236.03648208469056
2018-08-06,226.9,1207.2,1555.5000000000002,233.0345276872964
2018-08-07,299.40000000000003,1115.7,1574.8000000000002,230.03257328990227
2018-08-08,235.3,644.0,1004.8,227.03061889250813
2018-08-09,542.1999999999999,998.3999999999999,1830.1,224.02866449511407
2018-08-10,475.5,862.0000000000001,1591.5,221.02671009771987
2018-08-11,411.80000000000007,823.8000000000002,1455.4999999999998,218.02475570032573
2018-08-12,134.20000000000002,556.4000000000001,762.6000000000001,215.0228013029316
2018-08-13,358.1000000000001,647.5,1197.2,212.02084690553744
2018-08-14,421.2,811.3000000000001,1456.8999999999996,209.0188925081433
2018-08-15,227.6,595.1,944.0000000000001,206.01693811074918
2018-08-16,396.40000000000003,776.5,1384.1999999999998,203.01498371335506
2018-08-17,617.4999999999999,807.7,1754.2999999999997,200.01302931596092
2018-08-18,208.79999999999998,535.5,855.5999999999999,197.01107491856675
2018-08-19,148.50000000000003,333.5,561.4999999999998,194.0091205211727
2018-08-20,341.1,613.0999999999999,1136.2000000000003,191.0071661237785
2018-08-21,326.4,769.2999999999998,1269.6000000000001,188.00521172638435
2018-08-22,353.90000000000003,779.2999999999998,1321.6999999999998,185.00325732899023
2018-08-23,323.2,783.3000000000001,1278.8,182.0013029315961
2018-08-24,435.49999999999994,743.2,1411.0000000000002,178.99934853420197
2018-08-25,625.5,891.0999999999999,1850.0,175.99739413680783
2018-08-26,501.8,739.0000000000001,1508.6000000000004,172.99543973941365
2018-08-27,388.1,687.3000000000001,1282.5,169.99348534201954
2018-08-28,435.99999999999994,1089.1000000000001,1757.35,166.9915309446254
2018-08-29,621.6999999999999,1134.9,2087.7999999999997,163.9895765472313
2018-08-30,246.5,699.4,1077.05,219.7742671009772
2018-08-31,222.7,869.7,1210.8,354.30000000000007
2018-09-01,260.5,1131.0,1529.9999999999998,425.50000000000006
2018-09-02,152.00000000000003,1024.3000000000002,1256.8000000000002,493.09999999999985
2018-09-03,413.1000000000001,1191.5,1824.8,578.8
2018-09-04,159.29999999999998,634.1999999999999,878.7,423.69999999999993
2018-09-05,296.90000000000015,704.9000000000001,1160.6,427.20000000000005
2018-09-06,496.99999999999994,857.8000000000001,1620.0000000000002,423.19999999999993
2018-09-07,492.5,934.3000000000001,1689.6,308.8
2018-09-08,358.5999999999999,860.6000000000001,1410.6000000000001,339.6
2018-09-09,153.49999999999997,598.8000000000001,834.5999999999999,237.29999999999995
2018-09-10,268.4,672.1999999999999,1083.7,363.7
2018-09-11,222.40000000000003,499.3,840.0000000000001,292.29999999999995
2018-09-12,596.0999999999999,800.9000000000001,1714.6,261.1
2018-09-13,1532.6,1210.6000000000001,3561.0999999999995,481.5999999999999
2018-09-14,513.8000000000001,1081.8000000000002,1869.5,313.3999999999999
2018-09-15,445.10000000000014,930.2000000000002,1612.7,375.9
2018-09-16,127.9,639.6000000000001,835.8,340.1
2018-09-17,195.10000000000002,901.3000000000001,1200.1,414.9
2018-09-18,160.99999999999997,538.2,784.8000000000001,390.1
2018-09-19,204.2,539.9,853.1,417.7999999999999
2018-09-20,186.0,492.0000000000001,776.9999999999999,489.50000000000006
2018-09-21,297.1,675.9000000000001,1131.4999999999998,250.20000000000002
2018-09-22,277.50000000000006,860.4,1285.6,287.1
2018-09-23,332.20000000000005,710.8,1220.7,190.3
2018-09-24,1432.3,1287.8000000000002,3483.9,354.09999999999997
2018-09-25,2735.1999999999994,1552.9,5747.0,651.5
2018-09-26,1104.1000000000001,1738.8000000000002,3431.7000000000003,549.3
2018-09-27,927.6000000000001,1647.6000000000001,3070.2,535.4000000000001
2018-09-28,140.8,533.9,749.4,304.0
2018-09-29,972.4,1419.7,2910.5,555.2
2018-09-30,648.6999999999998,1025.8,2020.6999999999998,382.7
2018-10-01,704.1999999999999,1080.8,2161.0000000000005,328.99999999999994
2018-10-02,333.49999999999994,745.4,1257.0,299.1000000000001
2018-10-03,1130.1,1164.2,2897.6,397.0
2018-10-04,577.6,869.4000000000001,1755.4999999999995,413.2
2018-10-05,536.9,1311.8999999999999,2135.3999999999996,676.8000000000001
2018-10-06,381.9000000000002,745.5999999999998,1330.7,300.20000000000005
2018-10-07,456.8,907.9000000000001,1608.1000000000001,268.6
2018-10-08,483.9,1115.6,1857.7000000000005,272.4
2018-10-09,823.6,1422.1000000000001,2685.1,544.1
2018-10-10,619.9000000000001,1463.6000000000001,2414.2000000000003,1004.2
2018-10-11,180.20000000000002,839.9,1116.5999999999997,554.1
2018-10-12,162.6,540.9,790.1999999999999,458.8999999999999
2018-10-13,128.89999999999998,504.49999999999994,701.9000000000001,413.10000000000014
2018-10-14,158.5,484.0,726.8000000000001,152.7
2018-10-15,190.79999999999998,690.8999999999999,983.7,249.60000000000002
2018-10-16,402.2000000000001,916.0,1532.3999999999999,559.1
2018-10-17,688.3999999999999,1236.0999999999997,2291.9000000000005,380.4999999999999
2018-10-18,170.59999999999997,744.4,1005.5,377.69999999999993
2018-10-19,1977.3000000000002,1583.8000000000002,4616.099999999999,694.5999999999999
2018-10-20,2883.1,1688.3,6109.799999999999,920.3
2018-10-21,997.2000000000002,1080.1000000000001,2609.1,555.9
2018-10-22,798.0,1066.2999999999997,2289.8999999999996,483.79999999999995
2018-10-23,651.5999999999999,1096.4999999999998,2095.4,453.9
2018-10-24,660.5,1086.3999999999999,2098.9999999999995,508.70000000000005
2018-10-25,856.8000000000002,1248.4,2562.399999999999,540.4
2018-10-26,550.3,1130.4999999999998,1974.3000000000002,305.4
2018-10-27,452.20000000000005,793.5000000000001,1486.8999999999999,211.10000000000002
2018-10-28,119.4,452.70000000000005,635.9,145.5
2018-10-29,339.8,790.7000000000003,1311.7000000000003,243.59999999999997
2018-10-30,720.3000000000001,1052.8999999999999,2157.3,313.00000000000006
2018-10-31,1318.4000000000003,1450.3,3471.4000000000005,522.9
2018-11-01,1433.5000000000002,1467.4000000000003,3665.2999999999997,466.29999999999995
2018-11-02,2420.8,1837.7000000000003,5549.3,722.9000000000001
2018-11-03,457.59999999999997,1272.8000000000004,1974.8,536.2
2018-11-04,189.9,889.6000000000001,1180.8,560.9999999999999
2018-11-05,1206.8,1155.2999999999997,3005.7999999999997,1167.1999999999998
