MeasurementDateGMT,Wandsworth - Putney High Street: Nitric Oxide (ug/m3),Wandsworth - Putney High Street: Nitrogen Dioxide (ug/m3),Wandsworth - Putney High Street: Oxides of Nitrogen (ug/m3),Wandsworth - Putney High Street: PM10 Particulate (ug/m3)
2018-03-20,1809.8,2021.5000000000002,4796.599999999999,682.8999999999999
2018-03-21,3587.6999999999994,3067.5999999999995,8568.800000000001,1032.6
2018-03-22,2762.2999999999997,2595.1999999999994,6830.799999999999,938.8000000000001
2018-03-23,1488.1499999999999,1882.65,4164.250000000001,703.9
2018-03-24,991.2,1313.8,2833.2,754.8
2018-03-25,1748.6000000000004,1898.0,4579.100000000001,1117.1000000000001
2018-03-26,2788.8000000000006,2854.6,7130.7,773.9
2018-03-27,2011.4000000000003,1870.6000000000001,4954.700000000001,571.0
2018-03-28,2725.8,2592.0,6771.8,455.70000000000016
2018-03-29,782.2999999999998,1177.8000000000002,2376.7999999999997,342.49999999999994
2018-03-30,525.2,1033.3999999999999,1839.2999999999997,280.99999999999994
2018-03-31,1552.5000000000002,1669.9,4050.1,342.20000000000005
2018-04-01,871.6,1114.9,2451.2000000000003,402.29999999999995
2018-04-02,188.92103746397692,307.3135446685879,597.436599423631,358.1
2018-04-03,319.6184438040346,426.7296829971182,917.4951008645531,453.5
2018-04-04,444.2801152737752,559.857060518732,1241.6818443804036,393.59999999999997
2018-04-05,568.9417867435159,692.9844380403458,1565.8685878962538,331.9000000000001
2018-04-06,693.6034582132565,826.1118155619597,1890.055331412104,539.4999999999999
2018-04-07,818.2651296829971,959.2391930835732,2214.2420749279536,740.1
2018-04-08,942.9268011527378,1092.3665706051872,2538.428818443804,559.5
2018-04-09,1067.5884726224783,1225.4939481268011,2862.615561959654,648.5999999999999
2018-04-10,1192.250144092219,1358.621325648415,3186.8023054755045,795.7
2018-04-11,1316.9118155619597,1491.7487031700289,3510.989048991354,1142.55
2018-04-12,1441.5734870317,1624.8760806916423,3835.1757925072047,1023.0
2018-04-13,1566.235158501441,1758.0034582132566,4159.362536023054,834.4
2018-04-14,1690.8968299711814,1891.1308357348703,4483.549279538905,963.3000000000002
2018-04-15,1815.5585014409219,2024.2582132564842,4807.736023054755,790.9
2018-04-16,1725.3288184438036,1892.9651296829968,4538.061095100866,668.4000000000001
2018-04-17,1519.8999999999999,1476.6000000000004,3807.4,559.0000000000002
2018-04-18,1460.9000000000003,1427.8,3667.5,699.4999999999999
2018-04-19,1975.2999999999997,2569.3,5598.299999999999,1088.8000000000002
2018-04-20,2782.599999999999,2658.2,6925.0999999999985,979.45
2018-04-21,1019.8999999999997,1464.1,3028.6,1080.0
2018-04-22,1475.7000000000003,1438.9000000000003,3701.2999999999997,862.5
2018-04-23,1990.1000000000004,1871.5,4922.8,456.59999999999997
2018-04-24,2024.9,1730.5999999999997,4835.3,553.7000000000002
2018-04-25,2157.4,2008.1999999999996,5316.600000000001,541.1000000000001
2018-04-26,2146.35,2288.3,5579.799999999999,607.0999999999999
2018-04-27,1865.7,1175.1999999999998,4035.8,456.79999999999995
2018-04-28,2782.4,1964.3,6230.2,369.1
2018-04-29,1205.6,1104.8999999999999,2953.6,326.0
2018-04-30,1909.8000000000002,1591.9999999999998,4520.599999999999,441.29999999999995
2018-05-01,2652.1000000000004,2201.2000000000003,6267.600000000001,572.6
2018-05-02,2843.8999999999996,1965.4999999999998,6325.7,373.00000000000006
2018-05-03,4701.188571428572,2834.9314285714286,10041.920000000002,723.6500000000001
2018-05-04,4951.337142857142,3147.222857142857,10737.360000000002,796.6000000000003
2018-05-05,4626.802285714285,3181.453714285714,10274.256000000001,749.9
2018-05-06,4302.267428571427,3215.684571428572,9811.152,955.5999999999998
2018-05-07,3977.7325714285716,3249.9154285714285,9348.047999999999,1060.3
2018-05-08,3653.1977142857136,3284.1462857142856,8884.944,1094.9000000000003
2018-05-09,3328.6628571428564,3318.3771428571436,8421.84,847.3
2018-05-10,2638.2114285714288,3108.6685714285722,7153.780000000002,534.8999999999999
2018-05-11,382.7,889.6,1486.3999999999999,553.0000000000001
2018-05-12,2533.7999999999997,1946.1999999999998,5831.300000000001,576.1000000000001
2018-05-13,1717.5,1667.0000000000002,4300.7,664.2
2018-05-14,1499.1999999999998,1657.9999999999998,3956.6,479.79999999999995
2018-05-15,1629.8999999999999,1665.6000000000001,4164.5,548.9999999999999
2018-05-16,1075.05,1338.5499999999997,2986.9500000000003,616.2
2018-05-17,1057.0,1463.2,3083.7000000000003,686.0000000000001
2018-05-18,1583.2,1854.5,4285.9,672.8
2018-05-19,1056.8,1295.9000000000003,2915.899999999999,768.9000000000001
2018-05-20,441.0,795.5999999999998,1471.9999999999998,714.1000000000001
2018-05-21,1500.1999999999998,1479.6000000000004,3779.6,1002.1000000000001
2018-05-22,1446.0999999999997,1284.1000000000001,3501.1000000000004,843.4999999999999
2018-05-23,1198.5999999999997,1321.3000000000002,3159.5000000000005,832.5
2018-05-24,2338.5,1353.0,4938.299999999999,1006.7
2018-05-25,2339.6000000000004,1307.4,4894.399999999999,948.1000000000001
2018-05-26,318.6210084033614,842.1420168067226,1330.526050420168,1049.6285714285714
2018-05-27,222.83697478991598,841.6739495798319,1184.6218487394958,955.7142857142857
2018-05-28,246.07058823529422,888.1411764705882,1266.4235294117645,980.4
2018-05-29,269.3042016806723,934.6084033613445,1348.2252100840337,1005.0857142857145
2018-05-30,292.5378151260504,981.0756302521006,1430.0268907563025,1029.7714285714287
2018-05-31,340.52941176470586,1069.8588235294121,1592.0764705882355,1058.7999999999997
2018-06-01,1650.0,1811.9,4341.9,807.4
2018-06-02,1570.5000000000002,1928.1000000000001,4336.2,543.0999999999999
2018-06-03,817.3000000000001,1120.2,2373.2,471.79999999999995
2018-06-04,1001.4,1283.6,2819.099999999999,574.6
2018-06-05,816.0999999999999,1030.5,2281.9000000000005,535.8
2018-06-06,1048.2,1202.6999999999998,2809.7,792.6999999999999
2018-06-07,1031.8,1245.4000000000003,2827.8999999999996,772.5000000000001
2018-06-08,1133.6000000000001,1359.1,3097.0999999999995,714.0999999999999
2018-06-09,565.5,870.2,1737.5000000000005,653.1
2018-06-10,391.1,568.9000000000001,1168.9,506.1999999999999
2018-06-11,631.7000000000002,754.4000000000001,1723.1999999999998,532.6999999999999
2018-06-12,1265.0,1383.3000000000002,3322.7000000000003,487.6
2018-06-13,1678.1999999999998,1657.3999999999999,4231.099999999999,599.8999999999999
2018-06-14,1719.9999999999998,1670.7,4307.7,654.6999999999999
2018-06-15,2051.2999999999997,1937.9,5083.100000000001,758.1999999999999
2018-06-16,1226.2999999999997,1294.7999999999997,3175.0,468.30000000000007
2018-06-17,896.1000000000001,946.2999999999998,2320.5,382.00000000000006
2018-06-18,1517.5999999999997,1422.2999999999997,3749.499999999999,504.3
2018-06-19,1881.6000000000004,1419.7,4304.599999999999,418.0
2018-06-20,1677.75,1232.9000000000003,3805.4000000000005,426.3999999999999
2018-06-21,1425.8000000000002,1374.0,3559.9,437.1
2018-06-22,1737.6,1716.3,4380.6,557.0
2018-06-23,1555.5,1823.4,4208.5,512.5
2018-06-24,587.7,1061.5,1962.7999999999997,484.40000000000003
2018-06-25,1589.4999999999998,2384.1999999999994,4820.9,665.8
2018-06-26,612.5000000000001,1126.8,2066.4,634.7
2018-06-27,525.0,840.3,1645.4,643.6
2018-06-28,728.6999999999999,1090.5999999999997,2208.0,684.9000000000002
2018-06-29,792.4999999999999,1210.0,2425.4,509.69999999999993
2018-06-30,520.6999999999999,916.5000000000001,1714.8000000000002,530.7000000000002
2018-07-01,311.7,1063.7,1541.4,684.9000000000001
2018-07-02,551.3000000000001,1053.9999999999998,1899.3999999999999,647.9
2018-07-03,386.30000000000007,674.0999999999998,1266.5000000000002,583.6
2018-07-04,761.6999999999998,1271.9,2439.7,714.6999999999999
2018-07-05,1663.6000000000001,2359.2999999999997,4909.799999999999,852.2
2018-07-06,1915.2,2789.4,5725.899999999999,864.1999999999998
2018-07-07,1254.0999999999997,2119.3,4042.4,833.4000000000001
2018-07-08,770.3000000000002,1532.9999999999998,2713.9999999999995,577.0
2018-07-09,1767.5999999999997,2017.2999999999997,4727.4,630.6
2018-07-10,1425.0999999999997,1329.2999999999997,3514.4999999999995,445.9
2018-07-11,1262.5000000000002,1420.1,3355.7,533.5
2018-07-12,1038.2,1384.9999999999998,2976.7999999999997,672.5000000000001
2018-07-13,697.0999999999999,1123.4,2191.9,653.8000000000001
2018-07-14,867.3000000000001,1564.4,2894.5,550.1
2018-07-15,1256.7,2013.2,3939.7000000000003,508.30000000000007
2018-07-16,1770.3999999999999,2179.8999999999996,4894.200000000001,577.8
2018-07-17,1765.9,1759.5999999999997,4467.700000000001,528.3000000000001
2018-07-18,1629.0,1828.3999999999999,4326.0,520.5
2018-07-19,956.6,1248.5000000000002,2714.9000000000005,655.7999999999998
2018-07-20,728.7999999999998,1202.7,2319.7,666.0
2018-07-21,1149.1000000000001,1819.4,3581.0,610.6
2018-07-22,1179.6,1631.7,3440.3000000000006,469.80000000000007
2018-07-23,1495.2999999999997,1771.3999999999999,4064.0999999999995,630.5
2018-07-24,1582.3000000000002,1933.5000000000002,4360.200000000001,636.8
2018-07-25,1473.2999999999997,1953.3999999999996,4212.300000000001,646.4
2018-07-26,851.4,1600.7,2906.0000000000005,941.6
2018-07-27,1613.8999999999999,2097.7999999999997,4572.499999999999,697.8000000000001
2018-07-28,956.4000000000001,929.4,2395.7000000000003,486.7
2018-07-29,387.49999999999994,186.7,781.0,268.9
2018-07-30,1261.7,1022.4,2957.0,427.6000000000001
2018-07-31,1594.4000000000003,1517.8999999999999,3962.2999999999997,562.0999999999999
2018-08-01,1595.4999999999998,1533.2000000000003,3980.0000000000005,547.0
2018-08-02,1700.7,1869.3999999999996,4476.900000000001,557.5
2018-08-03,1528.3999999999999,1889.8000000000002,4233.5,572.4999999999999
2018-08-04,1148.7999999999997,1346.0,3107.0000000000005,361.4
2018-08-05,472.2000000000001,584.3999999999999,1308.4,358.8
2018-08-06,1513.4,2058.7,4379.1,638.6
2018-08-07,1812.8999999999999,2310.2,5089.6,685.6
2018-08-08,1576.5999999999997,1682.3999999999996,4099.800000000001,694.1000000000001
2018-08-09,2225.5,1765.3000000000002,5177.5999999999985,635.6999999999999
2018-08-10,2049.4,1737.9,4880.400000000001,517.4
2018-08-11,1252.8,1299.0,3220.2,424.20000000000005
2018-08-12,842.4,986.3999999999999,2278.0,380.4999999999999
2018-08-13,1879.4999999999998,1721.4000000000003,4603.4,585.5
2018-08-14,2291.7999999999993,2019.3,5533.0,554.5000000000001
2018-08-15,1441.3,1522.4000000000003,3731.7999999999997,570.6999999999999
2018-08-16,1699.3999999999996,1481.6000000000001,4086.8999999999996,540.3000000000001
2018-08-17,2078.1,1772.0,4958.9,554.8999999999999
2018-08-18,1239.5,1346.8,3247.8000000000006,481.90000000000003
2018-08-19,963.2,1037.2,2514.6,432.0999999999999
2018-08-20,2191.2000000000003,1951.3,5311.2,527.0
2018-08-21,1868.1,1776.0,4640.500000000001,520.6
2018-08-22,1955.6,1816.7,4815.2,554.1999999999999
2018-08-23,2086.9,1850.6000000000001,5050.999999999999,434.8999999999999
2018-08-24,1978.6999999999996,1831.6999999999998,4865.499999999998,427.49999999999994
2018-08-25,1917.2,1757.6000000000001,4697.299999999999,369.7
2018-08-26,652.6,962.2999999999998,1962.5000000000005,304.8
2018-08-27,1413.6999999999996,1491.1999999999998,3658.8,351.7
2018-08-28,1722.7000000000005,1825.0000000000002,4465.999999999999,429.4999999999999
2018-08-29,2018.5,1793.7000000000003,4888.6,484.69999999999993
2018-08-30,2118.5,1940.8999999999999,5188.7,579.8999999999999
2018-08-31,1087.0,1368.9999999999998,3035.8999999999996,583.3
2018-09-01,759.8999999999999,1467.3000000000002,2632.0999999999995,563.6999999999999
2018-09-02,279.3,1085.8000000000002,1514.6,598.8999999999999
2018-09-03,1475.6999999999998,2214.7000000000003,4476.9,738.5
2018-09-04,1383.6000000000001,1875.7000000000003,3997.0,561.0999999999999
2018-09-05,1429.2,1804.4999999999998,3995.7000000000003,525.9
2018-09-06,2414.4000000000005,2142.6,5844.700000000001,547.1
2018-09-07,2787.3,2330.1,6603.900000000001,453.2000000000001
2018-09-08,1526.3,1698.3000000000004,4039.0000000000005,361.3
2018-09-09,965.2,1363.3999999999999,2842.7000000000007,411.2
2018-09-10,1565.5999999999997,1651.8,4052.4000000000005,512.0
2018-09-11,1283.8,1338.1000000000001,3306.4,548.7
2018-09-12,2238.6000000000004,1860.7999999999997,5293.2,488.09999999999997
2018-09-13,3393.0000000000005,2370.0,7572.999999999999,658.5000000000001
2018-09-14,2128.7,1979.8000000000002,5243.7,439.0
2018-09-15,1734.1,1722.4999999999998,4381.3,514.9000000000001
2018-09-16,832.3000000000002,1213.5999999999997,2490.5999999999995,464.8000000000001
2018-09-17,930.6999999999999,1214.9000000000003,2642.000000000001,536.3999999999999
2018-09-18,1172.2,1339.6,3136.7,532.9
2018-09-19,1188.1000000000001,1387.6000000000001,3209.4999999999995,647.3000000000002
2018-09-20,1160.1999999999998,1231.6999999999998,3010.6000000000004,690.2
2018-09-21,1818.7000000000003,1710.4999999999998,4498.900000000001,403.40000000000003
2018-09-22,1368.8,1393.9999999999998,3492.9000000000005,418.70000000000005
2018-09-23,1176.9,1244.6,3048.9,299.09999999999997
2018-09-24,3116.0,2236.3,7013.999999999999,491.4
2018-09-25,2874.05,1998.7,6431.7,634.3499999999999
2018-09-26,3360.6999999999994,2835.600000000001,7988.900000000001,711.0000000000001
2018-09-27,3716.4,2984.2999999999997,8695.099999999999,722.8000000000001
2018-09-28,1100.4,1376.7,3064.3,461.2
2018-09-29,2562.0,2289.6000000000004,6217.5,691.5
2018-09-30,1574.5000000000005,1645.3000000000002,4059.6999999999994,461.29999999999995
2018-10-01,2210.6,1736.8999999999999,5126.5,390.9
2018-10-02,2202.3,1834.0,5210.8,439.7
2018-10-03,3080.2,2200.3000000000006,6922.9,541.6999999999999
2018-10-04,2369.1000000000004,1744.1,5376.599999999999,649.9
2018-10-05,1624.1,1876.6,4367.3,792.1
2018-10-06,1375.6,1481.1,3590.2999999999997,388.90000000000003
2018-10-07,1834.4000000000005,1727.7,4540.1,383.2999999999999
2018-10-08,2709.8,2205.8999999999996,6360.799999999999,495.3
2018-10-09,1724.7,1987.4,4631.900000000001,542.5000000000001
2018-10-10,914.3000000000001,1647.9000000000003,3049.9,1082.2
2018-10-11,676.4,971.3000000000001,2008.6000000000001,413.4
2018-10-12,774.8999999999999,948.4999999999999,2136.8999999999996,397.4
2018-10-13,750.7,1003.0999999999999,2153.9,398.80000000000007
2018-10-14,1130.8,1357.7999999999997,3092.1,137.69999999999996
2018-10-15,1897.7000000000005,1726.8000000000002,4636.499999999999,393.1
2018-10-16,1404.8,1320.8000000000004,3474.6000000000004,604.0000000000001
2018-10-17,2780.1,2224.0000000000005,6487.400000000001,596.1
2018-10-18,1260.9,1342.6999999999998,3275.7999999999997,432.10000000000014
2018-10-19,4709.399999999999,2767.3000000000006,9988.299999999997,787.8
2018-10-20,3360.6,2290.4,7443.199999999999,896.6
2018-10-21,2173.7,1754.4999999999998,5087.199999999999,598.0
2018-10-22,2433.2,1881.1000000000004,5612.0,516.7
2018-10-23,2888.0000000000005,2204.8,6632.400000000001,581.0
2018-10-24,3655.6000000000004,2302.5,7908.200000000001,758.8999999999999
2018-10-25,3184.1,2300.9,7183.400000000001,645.1000000000003
2018-10-26,2753.7,2187.1000000000004,6408.999999999999,382.00000000000006
2018-10-27,1644.1000000000004,1402.1999999999996,3923.0999999999995,220.2
2018-10-28,1266.8,1158.2999999999997,3100.499999999999,217.39999999999998
2018-10-29,1865.65,1712.4000000000003,4573.000000000001,287.0
2018-10-30,2751.6000000000004,2141.5,6360.8,454.9
2018-10-31,1318.0999999999995,1372.8000000000002,3394.0,533.3
2018-11-01,3416.2,2374.2000000000003,7612.5,525.1999999999999
2018-11-02,4281.200000000001,2942.7,9507.5,748.9
2018-11-03,846.0,1443.6999999999998,2740.999999999999,558.1
2018-11-04,435.8999999999999,873.2000000000003,1541.6,523.3000000000001
2018-11-05,1820.7,1288.2999999999997,4080.3000000000006,1246.8999999999999
2018-11-06,728.5,986.6000000000003,2103.7999999999993,616.3000000000001
2018-11-07,967.3000000000001,1103.2,2586.5,290.9
2018-11-08,644.3,1040.9,2028.8000000000002,446.09999999999997
2018-11-09,545.8,810.6000000000003,1647.7,387.8
2018-11-10,1121.2,1452.6,3171.8,607.8000000000001
2018-11-11,992.5000000000001,1342.8999999999999,2864.6,314.90000000000003
2018-11-12,1445.4,1635.1000000000004,3851.25,380.4
2018-11-13,2207.900000000001,2233.5,5618.6,542.2999999999998
2018-11-14,1446.9,1594.1,3812.8999999999996,581.2000000000002
2018-11-15,856.1000000000001,1019.0999999999999,2331.7,750.8000000000001
2018-11-16,544.9000000000001,724.1999999999999,1559.0,463.3999999999999
2018-11-17,506.59999999999997,945.6999999999999,1722.3000000000002,651.4000000000002
2018-11-18,381.49999999999994,919.3,1504.2,571.6
2018-11-19,524.9000000000001,831.6999999999999,1636.6000000000004,308.5
2018-11-20,848.2,1081.5000000000002,2382.2,362.6000000000001
2018-11-21,833.6,1016.1000000000001,2294.2,569.7999999999998
2018-11-22,3433.1000000000004,1716.5999999999995,6980.700000000001,1280.9
2018-11-23,1096.0,1211.9000000000003,2892.5,987.2000000000002
2018-11-24,753.8000000000002,1156.2,2312.0,761.4000000000002
2018-11-25,638.5,969.8999999999999,1948.5999999999997,561.4000000000001
2018-11-26,2539.2999999999997,2069.5,5963.400000000001,490.69999999999993
2018-11-27,946.1999999999999,1114.5000000000002,2565.000000000001,460.09999999999997
2018-11-28,1066.2,1371.6,3006.2499999999995,353.1
2018-11-29,1172.5,1523.4,3321.3999999999996,389.70000000000005
2018-11-30,2383.5,2363.7,6018.5999999999985,504.79999999999995
2018-12-01,1197.9000000000003,1489.4999999999998,3326.4999999999995,310.9000000000001
2018-12-02,804.4,1057.3,2290.4,188.8
2018-12-03,2067.8,1974.8000000000002,5145.299999999999,444.3999999999999
2018-12-04,3760.7999999999997,2436.3500000000004,8202.6,423.29999999999995
2018-12-05,1485.2,1538.9,3816.3999999999996,348.19999999999993
2018-12-06,1904.3,1928.3999999999999,4848.200000000001,378.3
2018-12-07,1869.8,1815.8,4683.000000000001,306.20000000000005
2018-12-08,1091.6,1334.7999999999995,3008.8000000000006,414.4000000000001
2018-12-09,1420.3999999999999,1397.2,3574.9,308.1
2018-12-10,3868.85,2702.2999999999997,8634.349999999999,512.9
2018-12-11,2145.2,1642.2,4931.400000000001,728.0
2018-12-12,283.8,845.9,1281.0,605.3
2018-12-13,546.8000000000001,938.6000000000001,1777.0,603.6999999999998
2018-12-14,2788.1000000000004,1786.9999999999998,6062.099999999999,812.0
2018-12-15,365.99999999999994,600.9,1162.1,494.1000000000001
2018-12-16,1013.7,1390.4000000000003,2944.8999999999996,373.49999999999994
2018-12-17,2590.8,2136.0,6107.999999999998,505.9
2018-12-18,613.1000000000001,874.7,1814.6999999999998,416.3
2018-12-19,1840.6999999999996,1925.1,4746.999999999999,375.80000000000007
2018-12-20,1806.1,1888.2999999999997,4658.0,486.50000000000006
2018-12-21,1540.2000000000003,1741.9,4103.3,522.2
2018-12-22,1842.2,2059.6,4884.3,467.69999999999993
2018-12-23,1324.3999999999999,1414.0999999999997,3444.899999999999,286.4
2018-12-24,1339.8999999999999,1316.9999999999995,3371.6,532.6
2018-12-25,865.3000000000001,1003.4000000000001,2330.7,540.9
2018-12-26,1184.3000000000002,1365.8999999999999,3181.9,514.6
2018-12-27,4986.799999999999,2523.4,10170.199999999999,1036.8999999999999
2018-12-28,3710.7999999999993,2278.8,7968.499999999999,846.5999999999999
2018-12-29,1954.5,1882.3999999999999,4879.0999999999985,482.79999999999995
2018-12-30,1841.6000000000001,1751.7000000000003,4575.100000000001,399.60000000000014
2018-12-31,2125.7999999999997,2060.6999999999994,5320.0,381.9
2019-01-01,1002.5,1331.8,2869.0000000000005,458.0
2019-01-02,1439.8000000000002,1660.3000000000002,3867.8,472.20000000000005
2019-01-03,1851.9000000000003,1977.9000000000003,4817.9,453.40000000000003
2019-01-04,2853.7000000000003,2268.3999999999996,6644.099999999999,880.9
2019-01-05,2662.9,2417.3999999999996,6500.6,730.0999999999999
2019-01-06,2745.0000000000005,2343.5999999999995,6552.799999999999,776.0
2019-01-07,2057.8,2160.7999999999997,5315.900000000001,487.4999999999999
2019-01-08,1810.4000000000003,1857.5,4633.400000000001,587.7
2019-01-09,1881.1499999999999,1817.2499999999995,4701.15,439.29999999999995
2019-01-10,4996.5,2950.9,10612.0,1028.8
2019-01-11,4028.8999999999996,2696.9,8874.5,887.4000000000001
2019-01-12,2046.3,2235.2,5373.100000000001,445.49999999999994
2019-01-13,1027.3000000000002,1196.6000000000001,2771.5,420.59999999999997
2019-01-14,2560.500000000001,2181.7999999999997,6107.8,564.6
2019-01-15,2185.0,2251.1999999999994,5601.4,397.6
2019-01-16,2205.2999999999997,2083.7000000000003,5465.399999999999,365.70000000000005
2019-01-17,3107.9,2512.6000000000004,7277.999999999998,598.9999999999999
2019-01-18,1208.3000000000002,1465.0000000000002,3317.6000000000004,591.2
2019-01-19,227.39999999999998,595.6,944.7,494.30000000000007
2019-01-20,2172.0999999999995,1902.5,5233.200000000001,926.1
2019-01-21,4295.6,2567.0,9153.599999999997,1141.1
2019-01-22,3667.4000000000005,2842.0,8465.500000000002,520.5
2019-01-23,3454.8,2556.4,7853.700000000001,657.0999999999999
2019-01-24,5637.6,3070.3,11714.300000000001,991.5000000000001
2019-01-25,3923.4999999999995,2731.6,8747.1,725.7
2019-01-26,1333.3000000000002,1445.9999999999998,3490.1,468.4
2019-01-27,1001.6,894.5999999999999,2430.3,461.59999999999997
2019-01-28,3068.4,2099.2999999999997,6804.199999999999,803.4999999999999
2019-01-29,1822.1,1627.2,4421.300000000001,650.6000000000001
2019-01-30,4178.299999999999,2600.1,9006.599999999999,757.1
2019-01-31,3166.3000000000015,1855.6000000000001,6711.299999999999,766.6971428571427
2019-02-01,2987.447826086956,1761.2695652173913,6342.534782608696,723.9085714285713
2019-02-02,2808.5956521739117,1666.9391304347826,5973.769565217391,681.1199999999999
2019-02-03,2629.74347826087,1572.608695652174,5605.004347826088,638.3314285714285
2019-02-04,2450.8913043478256,1478.2782608695652,5236.239130434782,595.5428571428572
2019-02-05,2272.0391304347836,1383.9478260869564,4867.473913043479,552.7542857142857
2019-02-06,2093.186956521739,1289.617391304348,4498.708695652174,509.9657142857144
2019-02-07,1914.3347826086954,1195.2869565217393,4129.94347826087,540.6800000000001
2019-02-08,1735.4826086956518,1100.9565217391305,3761.1782608695657,440.3999999999999
2019-02-09,1556.6304347826085,1006.6260869565217,3392.4130434782614,512.5999999999999
2019-02-10,1377.7782608695652,912.2956521739129,3023.647826086957,329.9
2019-02-11,2014.4195652173912,1658.6739130434785,4746.83695652174,615.3000000000001
2019-02-12,3226.1000000000004,2569.6000000000004,7516.500000000001,669.0999999999999
2019-02-13,1472.35,1248.5000000000002,3505.4500000000003,777.5999999999998
2019-02-14,761.7,530.6000000000001,1698.7,834.5
2019-02-15,1313.6999999999998,1007.5,3021.5,1067.2
2019-02-16,1541.5,1698.8000000000002,4062.5,870.8000000000001
2019-02-17,811.4999999999999,1162.9,2407.6,864.2999999999998
2019-02-18,1948.7000000000003,2023.4,5011.199999999999,604.0000000000001
2019-02-19,2217.8,2151.0000000000005,5551.900000000001,666.3000000000001
2019-02-20,1919.4999999999998,1886.5999999999997,4829.2,664.8
2019-02-21,2301.7999999999997,2343.9999999999995,5872.899999999999,768.9999999999999
2019-02-22,1721.4999999999995,1554.4000000000005,4193.700000000001,774.5999999999998
2019-02-23,1298.7,1374.2000000000003,3365.2999999999997,841.1
2019-02-24,1899.6,1710.7,4623.4,1060.4
2019-02-25,2482.4000000000005,2275.6,6082.200000000001,1279.6999999999998
2019-02-26,3424.8,2343.7999999999997,7594.699999999998,1400.1999999999998
2019-02-27,4490.799999999999,3232.2,10117.900000000001,1686.6000000000004
2019-02-28,2385.7,2403.9,6061.5999999999985,923.1999999999999
2019-03-01,2659.2000000000003,2343.3,6420.6,957.9999999999999
2019-03-02,1325.9,1435.7000000000003,3469.0999999999995,552.7
2019-03-03,754.1999999999999,902.5,2058.7,362.8
2019-03-04,1666.0000000000005,1630.1999999999998,4184.7,384.19999999999993
2019-03-05,1619.5,1749.7,4233.5,437.40000000000003
2019-03-06,1089.5000000000002,1200.4999999999998,2871.1000000000004,461.70000000000005
2019-03-07,1543.1999999999998,1543.3999999999999,3910.0000000000005,355.7
2019-03-08,2250.9,2063.9,5515.1,476.3
2019-03-09,1405.0,1655.6999999999996,3809.9000000000005,620.5999999999999
2019-03-10,920.5999999999999,1004.5999999999999,2416.5,296.9
2019-03-11,1796.9999999999998,1796.1000000000001,4551.099999999999,470.49999999999994
2019-03-12,1566.0,1632.5999999999997,4033.7,381.7
2019-03-13,1632.7000000000003,1727.0,4230.400000000001,484.1000000000001
2019-03-14,1520.4,1691.0000000000002,4021.9000000000005,424.79999999999995
2019-03-15,1558.7000000000003,1494.9,3884.4000000000005,296.8999999999999
2019-03-16,777.3999999999999,985.8000000000002,2177.8000000000006,361.3
2019-03-17,1385.4999999999998,1603.7,3728.6999999999994,267.4
2019-03-18,2906.100000000001,2698.8,7154.799999999999,504.8999999999999
2019-03-19,2401.7000000000003,2269.1,5950.999999999999,532.8
2019-03-20,2360.7000000000003,2368.5000000000005,5987.699999999999,445.9
2019-03-21,2638.9,2259.1,6305.599999999999,538.6
2019-03-22,2221.2999999999997,2122.8,5529.0999999999985,551.9000000000001
2019-03-23,1175.6,1507.0,3309.7000000000003,597.3
2019-03-24,1744.5,2216.5,4891.400000000001,665.4999999999999
2019-03-25,1106.4,1427.6999999999998,3124.4,501.3
2019-03-26,2955.7000000000003,2676.5,7208.4,788.3
2019-03-27,3211.7,2962.8,7887.500000000001,633.9000000000001
2019-03-28,1911.7,2301.2000000000003,5232.6,760.9000000000001
2019-03-29,1726.8,2083.7000000000003,4731.200000000001,1024.6
2019-03-30,2784.4000000000005,2884.3999999999996,7153.5,1302.4
2019-03-31,281.7,659.9999999999999,1091.6,755.0999999999999
2019-04-01,505.0,1002.0999999999999,1776.2999999999997,624.2
2019-04-02,2575.4,2616.7999999999997,6565.7,651.6
2019-04-03,2819.1999999999994,2630.4999999999995,6953.4,502.8
2019-04-04,454.7000000000001,781.6499999999999,1478.1000000000001,252.60000000000002
2019-04-05,241.79999999999998,584.8000000000001,955.8000000000002,411.15
2019-04-06,458.7,1017.3999999999999,1721.3000000000002,509.80000000000007
2019-04-07,1078.4,1372.9000000000003,3026.3,1123.9000000000003
2019-04-08,2384.8,2351.8000000000006,6008.400000000001,1229.8999999999999
2019-04-09,971.2,1539.6999999999998,3028.5,1336.2955307262569
2019-04-10,555.9,956.5999999999999,1808.8999999999999,1375.1262569832404
2019-04-11,695.7999999999998,1074.3999999999999,2141.7999999999997,1414.0625698324022
2019-04-12,711.6000000000003,1192.4,2283.5999999999995,1452.9988826815643
2019-04-13,437.29999999999995,898.2,1568.6000000000001,1491.9351955307263
2019-04-14,223.90000000000003,621.5,964.6999999999996,1530.8715083798884
2019-04-15,239.30000000000004,763.5000000000001,1130.5,1569.8078212290504
2019-04-16,2040.3,2447.7,5576.299999999999,1520.3022346368714
2019-04-17,1758.1000000000004,2042.4999999999995,4738.200000000002,1399.9999999999998
2019-04-18,512.0000000000001,1384.9999999999995,2170.3,1420.8000000000004
2019-04-19,689.5,1702.7000000000003,2759.5000000000005,1019.9000000000002
2019-04-20,669.1999999999997,1535.9,2562.3000000000006,939.3999999999997
