MeasurementDateGMT,Wandsworth - Putney High Street: Nitric Oxide (ug/m3),Wandsworth - Putney High Street: Nitrogen Dioxide (ug/m3),Wandsworth - Putney High Street: Oxides of Nitrogen (ug/m3),Wandsworth - Putney High Street: PM10 Particulate (ug/m3)
2018-02-09,3020.0000000000005,2349.2000000000007,6979.5999999999985,613.4
2018-02-10,1991.3000000000002,1916.9999999999998,4970.400000000001,518.4000000000001
2018-02-11,1481.3,1455.1,3726.6000000000004,394.30000000000007
2018-02-12,3108.7,2628.7,7395.700000000001,638.1000000000001
2018-02-13,933.6999999999999,1061.3,2492.8,342.90000000000003
2018-02-14,930.6999999999999,1156.5999999999995,2583.9999999999986,339.4000000000001
2018-02-15,2965.0999999999995,2592.2000000000003,7138.799999999999,696.3000000000001
2018-02-16,2889.2000000000003,2362.8999999999996,6792.499999999999,779.8
2018-02-17,2121.2,2088.7000000000003,5341.099999999999,950.5000000000001
2018-02-18,1237.7000000000003,1373.5000000000002,3271.2000000000003,584.8
2018-02-19,3221.8000000000006,2181.1000000000004,7120.9,602.4
2018-02-20,1656.1,1463.5,4002.7999999999997,407.15
2018-02-21,2194.8,1947.6,5313.099999999999,1104.2
2018-02-22,815.5999999999999,1112.1999999999998,2362.4999999999995,876.1
2018-02-23,826.5,1147.5,2414.7999999999993,943.1999999999997
2018-02-24,638.7,1008.4000000000001,1988.0,930.6000000000001
2018-02-25,472.70000000000005,714.1,1439.1,480.29999999999995
2018-02-26,747.6999999999999,990.2000000000002,2136.7000000000003,502.20000000000005
2018-02-27,1556.5000000000002,1662.4999999999995,4049.6,927.1999999999998
2018-02-28,692.8,1033.5,2096.1000000000004,912.6999999999999
2018-03-01,486.4,765.8000000000001,1511.6000000000001,1190.2
2018-03-02,572.4,935.9000000000001,1813.3000000000002,1105.3
2018-03-03,613.7,1066.6,2007.6000000000004,1511.1000000000001
2018-03-04,606.2,946.5,1876.1999999999998,621.3
2018-03-05,853.3000000000001,1046.2,2354.1,516.1999999999999
2018-03-06,1911.9999999999998,1944.6000000000004,4876.0999999999985,556.6999999999999
2018-03-07,2980.9615384615386,1939.4807692307693,6512.430769230767,771.7941176470589
2018-03-08,3077.1897435897436,1897.994871794872,6619.128205128201,822.6274509803923
2018-03-09,2762.1128205128207,1769.2564102564104,6007.189743589743,844.8392156862745
2018-03-10,2447.0358974358974,1640.517948717949,5395.251282051281,867.0509803921568
2018-03-11,2131.9589743589754,1511.7794871794874,4783.3128205128205,889.2627450980393
2018-03-12,1816.8820512820505,1383.041025641026,4171.37435897436,911.4745098039215
2018-03-13,1501.805128205128,1254.3025641025642,3559.435897435898,812.5509803921568
2018-03-14,1186.7282051282048,1125.5641025641025,2947.4974358974355,501.79999999999995
2018-03-15,871.6512820512824,996.825641025641,2335.5589743589735,363.70000000000005
2018-03-16,556.5743589743587,868.0871794871796,1723.6205128205115,789.0999999999999
2018-03-17,536.7,916.8000000000002,1739.4000000000003,568.9000000000001
2018-03-18,470.2,827.5,1548.7,769.2
2018-03-19,645.9000000000001,1127.5,2118.2,682.9
