MeasurementDateGMT,Lewisham - Catford: Nitric Oxide (ug/m3),Lewisham - Catford: Nitrogen Dioxide (ug/m3),Lewisham - Catford: Oxides of Nitrogen (ug/m3)
2018-04-27,448.3,1193.1,1880.4999999999998
2018-04-28,25.300000000000004,509.19999999999993,547.5
2018-04-29,20.800000000000004,371.1,403.1
2018-04-30,62.10000000000001,524.0,619.4
2018-05-01,522.5,1148.8999999999999,1949.5999999999997
2018-05-02,567.3,1010.9999999999999,1880.2
2018-05-03,611.7999999999998,1257.8,2195.8
2018-05-04,338.1,1062.1,1580.2000000000003
2018-05-05,369.00000000000006,1309.6,1876.0000000000002
2018-05-06,244.49999999999997,1335.1999999999996,1710.1000000000001
2018-05-07,356.0000000000001,1416.7999999999997,1962.5000000000002
2018-05-08,420.59999999999997,1185.5,1830.2999999999995
2018-05-09,348.6,870.0,1405.2
2018-05-10,179.1,728.9000000000001,1003.9999999999999
2018-05-11,233.99999999999997,850.6000000000001,1209.6999999999998
2018-05-12,441.09999999999997,1224.6,1901.1
2018-05-13,372.50000000000006,855.0000000000001,1426.1000000000001
2018-05-14,66.79999999999997,423.2,526.1000000000001
2018-05-15,28.900000000000006,427.59999999999997,472.0999999999999
2018-05-16,37.60000000000001,446.09999999999997,504.0
2018-05-17,81.89999999999999,502.90000000000003,628.4
2018-05-18,127.6,771.2,967.0999999999998
2018-05-19,290.5,979.2999999999998,1424.2
2018-05-20,188.40000000000003,757.0,1046.0
2018-05-21,261.7,1165.8999999999999,1567.1999999999998
2018-05-22,30.600000000000005,411.2000000000001,458.0000000000001
2018-05-23,27.100000000000005,396.20000000000005,438.2
2018-05-24,277.8,975.25,1401.15
2018-05-25,198.50000000000006,987.4000000000002,1291.8
2018-05-26,41.800000000000004,591.5999999999999,655.4999999999999
2018-05-27,164.5,968.0000000000001,1220.1000000000001
2018-05-28,84.69999999999999,670.2000000000002,799.9000000000002
2018-05-29,27.0,582.9,624.5
2018-05-30,231.50000000000003,909.0999999999999,1264.2000000000003
2018-05-31,214.20000000000007,1133.8,1462.5
2018-06-01,465.6000000000001,1147.3000000000002,1861.1000000000001
2018-06-02,252.79999999999995,773.7999999999998,1161.4
2018-06-03,241.90000000000003,734.7999999999997,1105.8999999999994
2018-06-04,46.2,520.1,590.8000000000001
2018-06-05,55.699999999999996,471.7,556.9
2018-06-06,91.7,607.4000000000001,748.2000000000002
2018-06-07,119.0,717.9,900.1000000000001
2018-06-08,93.75,616.1,759.7499999999999
2018-06-09,90.1,620.5999999999999,758.3999999999999
2018-06-10,65.60000000000001,478.90000000000003,579.5
2018-06-11,112.7,634.9,807.7999999999998
2018-06-12,58.9,557.6,647.8
2018-06-13,504.20000000000005,1029.6,1803.1999999999996
2018-06-14,294.0,714.9,1165.3
2018-06-15,208.20000000000002,844.0000000000001,1163.2000000000003
2018-06-16,319.30000000000007,846.3000000000001,1335.8999999999999
2018-06-17,203.99999999999997,579.3,892.5
2018-06-18,208.80000000000004,593.8000000000001,913.6
2018-06-19,420.29999999999995,629.5999999999999,1273.9000000000003
2018-06-20,418.50000000000006,543.8999999999999,1185.2999999999997
2018-06-21,2.9999999999999973,277.59999999999997,281.9
2018-06-22,122.50000000000003,670.7,858.6999999999998
2018-06-23,82.9,577.3999999999999,704.2
2018-06-24,97.70000000000002,766.2000000000002,916.1999999999999
2018-06-25,126.5,1027.6999999999998,1221.0999999999997
2018-06-26,169.39999999999995,865.6000000000001,1124.9
2018-06-27,74.30000000000003,552.3,666.3
2018-06-28,63.699999999999996,676.9,774.0000000000001
2018-06-29,67.69999999999999,573.4,676.7
2018-06-30,81.89999999999999,511.2,636.4
2018-07-01,28.099999999999998,686.1999999999999,729.0
2018-07-02,46.0,641.3,712.0
2018-07-03,52.900000000000006,554.6999999999999,635.8
2018-07-04,132.6,810.1,1013.4000000000001
2018-07-05,228.89999999999998,1226.6,1577.4
2018-07-06,106.79999999999997,834.8999999999997,998.8
2018-07-07,81.49999999999999,685.5999999999999,810.1
2018-07-08,25.299999999999997,657.2999999999998,696.8
2018-07-09,172.3,790.5000000000001,1055.1
2018-07-10,21.500000000000004,289.6,323.09999999999997
2018-07-11,28.099999999999998,403.4000000000001,446.4
2018-07-12,85.99999999999999,753.6999999999998,885.5000000000001
2018-07-13,116.1,772.8,950.8
2018-07-14,196.20000000000002,946.8,1247.7
2018-07-15,98.0,817.2000000000002,967.6000000000001
2018-07-16,266.2,1083.7999999999997,1492.0000000000005
2018-07-17,211.325,666.5999999999997,989.9000000000001
2018-07-18,319.325,937.6000000000001,1427.0
2018-07-19,286.3,1032.7000000000003,1471.4000000000005
2018-07-20,359.1,1241.9999999999998,1792.6000000000001
2018-07-21,280.7,1152.8,1583.0000000000005
2018-07-22,218.3,862.1999999999998,1196.2000000000003
2018-07-23,432.4999999999999,1100.2,1763.5
2018-07-24,498.89999999999986,1033.7,1798.8999999999996
2018-07-25,149.20000000000002,964.8999999999999,1193.0
2018-07-26,295.25,1177.6499999999999,1631.25
2018-07-27,288.40000000000003,1029.2,1471.3999999999996
2018-07-28,302.69999999999993,584.8,1049.0
2018-07-29,211.20000000000002,398.3999999999999,722.0
2018-07-30,608.4,705.9000000000001,1639.0
2018-07-31,505.3999999999999,821.2,1596.3000000000002
2018-08-01,413.4000000000001,876.5999999999999,1510.3999999999994
2018-08-02,351.40000000000003,888.2,1426.7000000000003
2018-08-03,266.6,793.4000000000002,1201.9
2018-08-04,55.0,437.1,521.2
2018-08-05,178.20000000000002,703.6999999999998,976.7999999999998
2018-08-06,337.80000000000007,1215.1,1733.3
2018-08-07,273.3,1167.4,1586.1000000000001
2018-08-08,281.6,709.7,1141.3
2018-08-09,484.6000000000001,936.7999999999998,1679.7999999999997
2018-08-10,604.1,857.1,1783.8
2018-08-11,588.9999999999999,950.4000000000001,1854.0999999999997
2018-08-12,357.4000000000001,749.7999999999998,1298.3000000000002
2018-08-13,144.1,489.7,710.6
2018-08-14,245.59999999999997,608.9,985.6000000000001
2018-08-15,339.49999999999994,720.9000000000002,1242.0
2018-08-16,611.2000000000002,842.9,1780.2000000000003
2018-08-17,498.70000000000005,779.9999999999999,1544.3
2018-08-18,353.59999999999997,701.5000000000001,1243.5
2018-08-19,236.50000000000006,506.30000000000007,869.1999999999999
2018-08-20,358.6,756.6000000000001,1306.3
2018-08-21,365.20000000000005,852.0000000000002,1411.8000000000002
2018-08-22,524.3,830.5999999999999,1634.2
2018-08-23,269.7,544.0999999999999,957.5999999999998
2018-08-24,267.3999999999999,613.9000000000001,1024.0
2018-08-25,364.50000000000006,619.3000000000001,1178.4
2018-08-26,330.9,633.0,1139.9999999999998
2018-08-27,208.1,537.8,856.7999999999998
2018-08-28,489.2,970.8,1720.9
2018-08-29,140.59999999999997,744.3999999999999,960.0
2018-08-30,277.5,849.4,1274.4999999999998
2018-08-31,623.9999999999998,1094.0,2051.0000000000005
2018-09-01,412.8999999999999,1113.1000000000001,1746.4
2018-09-02,321.0999999999999,1057.8999999999999,1550.1
2018-09-03,287.7,1043.2000000000003,1484.5000000000005
2018-09-04,84.69999999999999,617.5000000000001,747.0
2018-09-05,27.600000000000005,553.2,595.3
2018-09-06,259.79999999999995,778.7999999999998,1176.8
2018-09-07,367.20000000000005,883.6999999999999,1447.1
2018-09-08,500.90000000000003,1050.8,1819.3000000000004
2018-09-09,243.79999999999995,803.3999999999997,1176.8999999999999
2018-09-10,247.19999999999993,687.2,1066.3
2018-09-11,315.59999999999997,635.9000000000001,1119.2999999999997
2018-09-12,332.6,671.3,1181.1
2018-09-13,1031.1,1068.7,2649.4
2018-09-14,544.4,1057.8,1892.6999999999998
2018-09-15,418.1,963.1,1604.5
2018-09-16,318.9,829.1000000000001,1318.1000000000001
2018-09-17,371.8,1011.9999999999999,1582.6000000000004
2018-09-18,277.7000000000001,700.1999999999999,1125.8000000000002
2018-09-19,305.1,618.1,1086.3
2018-09-20,327.6999999999999,639.5,1141.8999999999999
2018-09-21,281.5,575.2,1006.9
2018-09-22,253.0,777.9,1165.8
2018-09-23,112.1,456.3,628.7
2018-09-24,809.5,1015.2,2256.2
2018-09-25,1068.0,1287.5,2925.1999999999994
2018-09-26,1071.2,1515.5,3158.3
2018-09-27,1101.1000000000001,1498.4999999999998,3187.399999999999
2018-09-28,95.99999999999999,563.0,709.6999999999998
2018-09-29,944.5,1149.1,2597.7
2018-09-30,284.9,652.0,1089.3
2018-10-01,185.59999999999997,600.8,885.4000000000001
2018-10-02,179.59999999999994,624.0999999999998,900.0999999999999
2018-10-03,718.9999999999999,823.1,1924.8000000000002
2018-10-04,793.5000000000001,885.8999999999999,2102.6
2018-10-05,1014.9000000000001,1321.0000000000002,2877.2000000000003
2018-10-06,176.1,562.7,832.7000000000002
2018-10-07,433.09999999999997,695.3000000000001,1359.6000000000001
2018-10-08,712.3,1133.1000000000001,2225.2
2018-10-09,1372.0999999999997,1447.6,3551.399999999999
2018-10-10,796.3,1309.8999999999996,2531.2999999999997
2018-10-11,219.40000000000003,557.0,893.4000000000001
2018-10-12,383.59999999999997,608.8,1196.7999999999995
2018-10-13,289.20000000000005,596.2,1039.8999999999999
2018-10-14,27.1,295.40000000000003,336.8999999999999
2018-10-15,161.75000000000003,753.9999999999999,1002.45
2018-10-16,462.20000000000005,790.5,1499.3
2018-10-17,1000.5000000000001,1249.0000000000002,2783.2000000000003
2018-10-18,165.70000000000002,768.4,1022.6999999999999
2018-10-19,1424.05,1240.2999999999997,3423.3500000000004
2018-10-20,1576.1000000000004,1281.55,3690.6
2018-10-21,758.0999999999999,939.35,2101.6999999999994
2018-10-22,630.2,784.1999999999998,1751.3000000000002
2018-10-23,268.9,833.6500000000001,1245.5
2018-10-24,539.7000000000002,970.6500000000001,1798.1999999999994
2018-10-25,556.1999999999999,978.6,1831.65
2018-10-26,183.54999999999998,721.35,1003.1000000000001
2018-10-27,45.50000000000001,368.30000000000007,438.40000000000003
2018-10-28,67.15,466.4999999999998,569.8500000000001
2018-10-29,127.94999999999999,621.85,817.6999999999998
2018-10-30,259.25,727.7500000000001,1125.4
2018-10-31,944.8000000000001,1080.05,2528.75
2018-11-01,1041.5500000000002,1197.65,2794.0500000000006
2018-11-02,1675.4999999999998,1463.0499999999997,4032.299999999999
2018-11-03,1010.0500000000002,1133.2499999999998,2682.299999999999
2018-11-04,157.24999999999997,827.0500000000002,1068.2999999999997
2018-11-05,1178.0500000000002,1070.7,2877.0499999999997
2018-11-06,855.2000000000002,809.1,2120.5
2018-11-07,373.09999999999997,695.3000000000002,1267.3000000000002
2018-11-08,284.35,1020.8,1456.95
2018-11-09,283.9,756.9000000000001,1192.0999999999997
2018-11-10,703.3,1229.6999999999998,2307.7000000000003
2018-11-11,473.09999999999997,982.4,1707.2999999999997
2018-11-12,1037.4,1331.1,2921.8999999999996
2018-11-13,1055.6000000000001,1386.2,3004.6999999999994
2018-11-14,1050.0,1278.3999999999999,2888.3999999999996
2018-11-15,702.5999999999999,846.1,1923.6999999999998
2018-11-16,713.1,812.8000000000001,1906.0
2018-11-17,403.6,990.5000000000001,1608.9999999999995
2018-11-18,450.69999999999993,877.9499999999999,1568.6999999999998
2018-11-19,107.09999999999997,521.3499999999999,685.4500000000002
2018-11-20,340.8,861.6,1384.4
2018-11-21,1291.45,1123.2499999999998,3103.6999999999994
2018-11-22,4109.650000000001,1418.3500000000001,7720.0
2018-11-23,1222.4999999999998,1185.4000000000003,3060.0000000000005
2018-11-24,600.3000000000001,959.7000000000003,1879.7000000000003
2018-11-25,161.9,644.6000000000001,892.9000000000001
2018-11-26,262.4,828.6,1230.9
2018-11-27,903.4000000000001,947.8999999999997,2332.8
2018-11-28,536.1999999999999,805.8,1627.7
2018-11-29,483.09999999999997,737.3000000000001,1473.5
2018-11-30,743.1999999999999,1145.6000000000001,2285.6000000000004
2018-12-01,481.29999999999995,945.8000000000001,1684.1999999999998
2018-12-02,298.70000000000005,559.4000000000001,1016.4000000000001
2018-12-03,269.4,743.2000000000002,1156.1999999999998
2018-12-04,1493.3999999999996,1364.1000000000001,3654.3
2018-12-05,881.0000000000001,1051.8000000000002,2402.9999999999995
2018-12-06,512.4,862.4,1648.6
2018-12-07,414.4000000000001,700.0,1335.6
2018-12-08,230.80000000000007,527.3,881.0
2018-12-09,147.3,469.30000000000007,695.0
2018-12-10,607.1,1065.6999999999998,1996.6
2018-12-11,2335.5000000000005,1300.6000000000001,4882.0
2018-12-12,720.3,992.5,2096.9
2018-12-13,859.1999999999999,1069.6,2386.6999999999994
2018-12-14,1488.2999999999997,1194.6000000000001,3476.2000000000003
2018-12-15,293.2,634.4000000000001,1083.6000000000001
2018-12-16,568.6000000000001,1038.0000000000002,1909.8000000000004
2018-12-17,922.0999999999999,1137.9,2551.7000000000003
2018-12-18,179.89999999999998,493.2,769.1999999999999
2018-12-19,828.1,1251.1999999999998,2521.0000000000005
2018-12-20,566.6,1038.1000000000001,1907.0000000000002
2018-12-21,398.9,715.4,1326.9000000000005
2018-12-22,654.8,941.1999999999999,1944.6
2018-12-23,349.20000000000016,755.8000000000001,1291.6999999999998
2018-12-24,1803.5,1209.4,3974.4
2018-12-25,1610.7000000000005,1023.6,3493.299999999999
2018-12-26,620.6,961.6,1913.6
2018-12-27,3463.1999999999994,1300.4,6602.999999999998
2018-12-28,1670.6,1223.8,3784.7000000000003
2018-12-29,622.7,874.6,1829.7000000000003
2018-12-30,378.60000000000014,727.1999999999999,1307.7
2018-12-31,247.00000000000003,562.7,941.3000000000002
2019-01-01,53.899999999999984,478.29999999999995,561.1999999999999
2019-01-02,24.700000000000006,587.5,624.8000000000002
2019-01-03,290.6,926.2999999999998,1372.5
2019-01-04,785.3000000000002,1251.5,2455.1999999999994
2019-01-05,131.6,794.6999999999999,996.9
2019-01-06,280.90000000000003,1081.5000000000002,1512.2
2019-01-07,367.5000000000001,898.2,1461.8000000000002
2019-01-08,45.300000000000004,590.6999999999999,659.5999999999999
2019-01-09,29.099999999999994,631.9000000000001,677.0000000000001
2019-01-10,1803.6999999999998,1437.4,4203.099999999999
2019-01-11,416.1,1135.2,1773.2000000000003
2019-01-12,332.0,775.1999999999999,1284.6000000000001
2019-01-13,71.49999999999999,367.59999999999997,477.59999999999997
2019-01-14,160.3,735.2,981.4
2019-01-15,481.80000000000007,1061.8999999999996,1800.5
2019-01-16,450.70000000000005,941.9999999999999,1633.3999999999999
2019-01-17,284.9,870.3000000000001,1307.3999999999999
2019-01-18,1217.8000000000002,1183.6999999999998,3050.9
2019-01-19,412.40000000000003,903.0,1535.5000000000002
2019-01-20,831.4,1243.0,2517.8999999999996
2019-01-21,2820.7,1454.7,5779.999999999999
2019-01-22,641.5,1241.7,2224.899999999999
2019-01-23,339.8,920.2,1441.1999999999998
2019-01-24,2912.4999999999995,1843.2,6309.3
2019-01-25,1463.7,1323.1000000000001,3567.5
2019-01-26,325.00000000000006,685.0999999999999,1183.8999999999999
2019-01-27,74.39999999999999,297.2,411.1
2019-01-28,592.6,932.0000000000001,1840.6
2019-01-29,964.3999999999999,1361.1999999999998,2839.7000000000003
2019-01-30,1700.05,1507.15,4113.8
2019-01-31,1803.4000000000003,1232.8999999999999,3998.300000000001
2019-02-01,126.3,754.9000000000001,948.3999999999999
2019-02-02,48.3,455.00000000000006,529.3
2019-02-03,684.3000000000001,1049.1999999999998,2098.9
2019-02-04,861.8000000000001,1052.3000000000002,2374.0
2019-02-05,879.3,995.5,2343.8
2019-02-06,835.6,1128.8000000000002,2416.4
2019-02-07,355.09999999999997,714.4,1259.1
2019-02-08,320.20000000000005,616.0000000000001,1106.9
2019-02-09,324.5000000000001,600.2000000000002,1098.0
2019-02-10,210.3,686.3000000000001,1008.9999999999999
2019-02-11,835.5,1111.7,2392.9
2019-02-12,1032.5,1327.2000000000003,2910.9000000000005
2019-02-13,930.7999999999998,1243.3999999999999,2670.6
2019-02-14,2073.7,1379.1000000000001,4558.1
2019-02-15,2681.9,1598.0,5710.0
2019-02-16,1038.5000000000002,1335.6000000000001,2928.5000000000005
2019-02-17,503.09999999999997,966.0000000000001,1737.6999999999998
2019-02-18,609.6999999999999,1179.2000000000003,2113.7999999999997
2019-02-19,518.65,1008.5,1803.45
2019-02-20,472.50000000000006,948.3999999999999,1672.8000000000002
2019-02-21,534.9,1112.1,1932.2
2019-02-22,736.5,1029.1000000000001,2158.5
2019-02-23,1005.2,1060.8999999999999,2602.3
2019-02-24,1533.4000000000003,1389.5,3740.5
2019-02-25,2805.8999999999996,1767.3999999999999,6069.400000000001
2019-02-26,2986.4999999999995,1825.6,6404.800000000001
2019-02-27,2621.8000000000006,1783.6000000000004,5803.7
2019-02-28,783.2000000000002,1301.1,2501.8
2019-03-01,544.6999999999999,1044.1999999999998,1879.3000000000002
2019-03-02,340.49999999999994,725.7999999999998,1247.6
2019-03-03,170.29999999999998,391.9,653.1999999999999
2019-03-04,306.30000000000007,677.9999999999999,1147.8
2019-03-05,393.80000000000007,845.6,1450.1
2019-03-06,415.99999999999994,666.4,1304.2000000000003
2019-03-07,301.19999999999993,598.3,1060.3
2019-03-08,535.8000000000001,917.8000000000001,1739.5
2019-03-09,258.5,642.1,1038.0
2019-03-10,136.4,427.29999999999995,636.1
2019-03-11,223.99999999999997,567.3000000000001,910.5
2019-03-12,333.5,661.4000000000001,1173.0
2019-03-13,157.19999999999996,412.4,654.3000000000001
2019-03-14,233.7,495.80000000000007,854.0999999999998
2019-03-15,215.5,432.7,762.5000000000001
2019-03-16,273.4,455.1,874.4999999999999
2019-03-17,178.8,534.8000000000001,809.6
2019-03-18,623.1,1003.8999999999999,1959.3999999999999
2019-03-19,832.0999999999998,1219.8,2495.4999999999995
2019-03-20,531.5999999999999,1091.7,1907.0
2019-03-21,781.0000000000001,978.6999999999998,2176.2
2019-03-22,549.3,985.2,1827.7000000000005
2019-03-23,200.49999999999997,771.0,1078.2
2019-03-24,354.0999999999999,752.4999999999999,1295.6000000000001
2019-03-25,119.6,561.9999999999999,744.9999999999999
2019-03-26,740.4,1239.8999999999999,2375.2
2019-03-27,578.5,1110.3,1997.6000000000001
2019-03-28,724.9999999999999,1399.3,2511.0
2019-03-29,1048.6000000000001,1281.3999999999999,2884.1
2019-03-30,1015.1,1111.3000000000002,2667.3
2019-03-31,67.2,403.20000000000005,506.49999999999994
2019-04-01,191.1,781.9000000000001,1075.6000000000001
2019-04-02,672.8,1107.9999999999998,2139.6
2019-04-03,471.1999999999999,1167.9999999999998,1890.5000000000002
2019-04-04,168.29999999999995,550.3000000000001,808.7999999999998
2019-04-05,146.3,645.8,870.3
2019-04-06,93.70000000000002,571.2999999999998,715.1000000000003
2019-04-07,93.80000000000001,469.3,613.7000000000002
2019-04-08,401.5,1033.1,1648.4999999999998
2019-04-09,161.90000000000006,765.5,1013.7000000000003
2019-04-10,88.89999999999998,424.0,559.9999999999999
2019-04-11,143.89999999999995,721.6,941.6999999999999
2019-04-12,142.49999999999997,801.5,1020.5
2019-04-13,132.4,718.8,921.2
2019-04-14,120.9,681.7,867.1
2019-04-15,276.5,948.1000000000001,1371.9999999999998
2019-04-16,702.2499999999999,1396.9500000000003,2473.1000000000004
2019-04-17,427.09999999999997,1168.4,1823.3999999999999
2019-04-18,306.6000000000001,1242.6,1712.1
2019-04-19,444.70000000000005,1163.3,1844.7999999999997
2019-04-20,487.0999999999999,1067.1,1814.1
2019-04-21,221.30000000000004,1017.1999999999999,1356.1999999999998
2019-04-22,139.00000000000003,1254.1,1467.3999999999999
2019-04-23,384.8,1509.6,2099.4
2019-04-24,383.99999999999994,925.0000000000002,1514.1000000000001
2019-04-25,277.3,660.9000000000001,1086.5
2019-04-26,478.3,871.0,1604.3999999999999
2019-04-27,149.80000000000004,447.00000000000006,676.2000000000002
2019-04-28,30.9,325.5,372.7
2019-04-29,207.2,885.9000000000001,1203.8999999999999
2019-04-30,371.65,1026.0500000000002,1595.7500000000002
2019-05-01,231.10000000000002,868.6999999999999,1223.1
2019-05-02,142.89999999999998,667.2,886.4
2019-05-03,277.90000000000003,733.4000000000001,1160.0000000000002
2019-05-04,31.900000000000002,256.0,305.1000000000001
2019-05-05,71.3,482.3,591.4999999999999
2019-05-06,115.3,615.5,792.6
2019-05-07,397.30000000000007,875.5000000000001,1484.6000000000001
2019-05-08,376.60000000000014,918.5,1496.3000000000004
2019-05-09,451.8,863.8,1556.8000000000002
2019-05-10,449.5,983.4,1672.2000000000003
2019-05-11,259.3,817.8000000000001,1216.1
2019-05-12,382.5,633.7,1221.3000000000002
2019-05-13,382.1500000000001,765.5999999999999,1350.95
2019-05-14,200.29999999999993,661.3000000000001,968.2000000000002
2019-05-15,178.9,782.1,1057.3
2019-05-16,144.4,624.6999999999999,846.2
2019-05-17,115.10000000000001,651.0,828.5000000000001
2019-05-18,356.4,896.5,1442.7000000000003
2019-05-19,431.49999999999994,731.1999999999999,1393.3000000000002
2019-05-20,315.4000000000001,654.6000000000001,1138.7
2019-05-21,195.29999999999995,547.3999999999999,847.1999999999999
2019-05-22,284.4,970.7000000000002,1406.8999999999999
2019-05-23,388.90000000000003,1109.3,1705.7999999999997
2019-05-24,111.0,569.6,739.9
2019-05-25,124.70000000000002,394.7999999999999,586.1999999999999
2019-05-26,215.49999999999997,395.69999999999993,726.4000000000001
