MeasurementDateGMT,Enfield - Bowes Primary School: Nitric Oxide (ug/m3),Enfield - Bowes Primary School: Nitrogen Dioxide (ug/m3),Enfield - Bowes Primary School: Oxides of Nitrogen (ug/m3),Enfield - Bowes Primary School: PM10 Particulate (ug/m3)
2018-03-05,428.00000000000006,1094.0500000000002,1751.0000000000002,372.09999999999997
2018-03-06,1160.8,1361.6,3142.1000000000004,341.8
2018-03-07,1492.0000000000002,1660.8,3948.2999999999993,448.3500000000001
2018-03-08,350.79999999999995,1036.6,1574.9999999999998,212.1
2018-03-09,2537.6,2034.3000000000002,5925.450000000001,914.9333333333334
2018-03-10,218.39999999999998,763.7999999999998,1098.4,966.0533333333334
2018-03-11,1172.1999999999996,1589.0999999999997,3386.1000000000004,836.7733333333334
2018-03-12,1501.7500000000005,1683.5375,3987.2499999999995,707.4933333333333
2018-03-13,1208.35,1518.1125,3371.25,578.2133333333334
2018-03-14,774.8999999999999,1171.2,2359.4,448.93333333333334
2018-03-15,609.8000000000001,1439.3999999999999,2374.3,409.90000000000003
2018-03-16,722.3,1201.6999999999998,2309.6,479.4
2018-03-17,214.10000000000002,519.1,846.9,451.5999999999999
2018-03-18,197.10000000000002,518.2,820.8,686.9000000000002
2018-03-19,281.99999999999994,586.9000000000001,1019.4000000000001,640.8318181818182
2018-03-20,862.9000000000001,1166.4,2489.5999999999995,562.2727272727273
2018-03-21,1483.8999999999999,1685.2000000000003,3960.5,467.1454545454546
2018-03-22,513.2,1052.8,1839.9000000000003,444.2
2018-03-23,113.7,588.9999999999999,763.6,395.8999999999999
2018-03-24,968.9,1367.4,2852.2000000000003,847.3000000000002
2018-03-25,1066.8999999999999,1330.1999999999998,2966.1,897.3
2018-03-26,1004.8000000000001,1626.0,3166.2000000000003,458.9999999999999
2018-03-27,456.8,1051.6000000000001,1752.1,289.6
2018-03-28,764.3000000000002,1609.1,2780.9000000000005,323.3
2018-03-29,689.5000000000002,1209.1999999999998,2266.4999999999995,288.79999999999995
2018-03-30,645.5000000000001,1294.7000000000003,2284.0999999999995,346.3000000000001
2018-03-31,417.40000000000003,819.1999999999999,1458.8000000000002,208.0
2018-04-01,635.5,1152.3000000000002,2126.7000000000003,431.7
2018-04-02,108.39999999999999,763.8,930.0999999999999,283.69999999999993
2018-04-03,59.0,475.19999999999993,565.6,265.40000000000003
2018-04-04,91.8,567.2999999999998,708.4999999999999,275.5
2018-04-05,629.2000000000002,991.2999999999998,1956.0,251.1
2018-04-06,499.59999999999997,1202.9999999999998,1968.9,493.6
2018-04-07,1059.4999999999995,1257.1,2881.6,745.9000000000001
2018-04-08,734.1,1242.6000000000001,2368.5,610.8000000000001
2018-04-09,816.9999999999998,1309.3,2561.5999999999995,552.9
2018-04-10,823.8,1300.1000000000001,2563.2,718.8
2018-04-11,955.4000000000001,1038.1000000000001,2503.3000000000006,1010.9000000000002
2018-04-12,904.1,904.6999999999998,2290.8,826.1999999999998
2018-04-13,544.4999999999998,1124.8,1959.5000000000002,618.9
2018-04-14,594.8000000000001,1252.4999999999998,2164.6,967.7
2018-04-15,285.40000000000003,788.5,1226.0999999999997,704.3000000000001
2018-04-16,102.79999999999998,520.4000000000001,677.8,369.09999999999997
2018-04-17,67.10000000000001,429.00000000000006,531.9,305.4
2018-04-18,238.3,923.0000000000001,1288.6,495.99999999999994
2018-04-19,1829.3000000000002,1903.1000000000001,4707.599999999999,1042.7000000000003
2018-04-20,1057.7,1769.7,3391.6,861.3000000000001
2018-04-21,524.7,1373.6,2177.9999999999995,1017.4
2018-04-22,209.20000000000002,701.4,1022.7999999999998,739.6999999999999
2018-04-23,283.9,739.8,1175.0,294.0
2018-04-24,193.4,533.4,829.6999999999998,237.49999999999997
2018-04-25,454.09999999999997,815.7,1511.7,273.7
2018-04-26,351.9,863.8000000000001,1403.2999999999997,323.90000000000003
2018-04-27,843.1999999999998,1484.4000000000003,2777.3,460.8
2018-04-28,624.6999999999999,982.2,1939.8999999999996,314.79999999999995
2018-04-29,225.19999999999993,473.1000000000001,818.5999999999999,251.39999999999998
2018-04-30,487.8999999999999,842.6999999999999,1591.0000000000002,343.1
2018-05-01,402.70000000000005,818.9000000000001,1436.3000000000002,298.99999999999994
2018-05-02,380.29999999999995,922.4,1505.8,218.9
2018-05-03,869.8,1343.1999999999998,2676.8,433.99999999999994
2018-05-04,692.4000000000001,1365.3,2427.2,545.1999999999999
2018-05-05,1158.6000000000001,1623.1000000000001,3399.8999999999996,763.9
2018-05-06,568.8999999999999,1519.7,2391.5000000000005,896.9999999999999
2018-05-07,776.7999999999998,1573.1999999999996,2764.2999999999997,921.7
2018-05-08,1272.5999999999997,1663.6000000000004,3614.8,934.2000000000002
2018-05-09,597.5,1013.9000000000003,1929.8999999999996,449.9000000000001
2018-05-10,1033.3,1409.1,2993.6000000000004,418.59999999999997
2018-05-11,739.85,962.0499999999997,2096.75,446.19999999999993
2018-05-12,367.19999999999993,1078.9,1641.9,448.1
2018-05-13,925.1000000000003,1326.3,2745.2,473.7999999999999
2018-05-14,661.8000000000002,965.2,1980.1,430.8000000000001
2018-05-15,512.3,1017.6999999999998,1803.0,396.79999999999995
2018-05-16,341.75,580.0,1103.65,421.45
2018-05-17,390.5,642.4,1240.8000000000002,395.6
2018-05-18,999.2000000000003,1294.6,2826.5,480.59999999999997
2018-05-19,985.1,1302.1999999999998,2812.5,609.2
2018-05-20,706.4,1201.3000000000002,2284.5,646.4
2018-05-21,865.0000000000001,1382.3999999999999,2708.4,761.2
2018-05-22,364.3,783.1999999999999,1341.1999999999998,635.0999999999998
2018-05-23,316.3,677.3999999999999,1162.8,565.5
2018-05-24,424.50000000000006,896.0000000000001,1546.6999999999998,603.5
2018-05-25,1311.2,1628.5,3639.2999999999997,708.7857142857142
2018-05-26,275.7,770.1000000000001,1192.7,826.8000000000001
2018-05-27,354.0999999999999,1089.7,1632.6000000000001,775.188198757764
2018-05-28,351.0,760.6999999999999,1298.6,743.4717391304349
2018-05-29,304.9,669.5,1136.9,700.5847826086957
2018-05-30,1238.6,1380.1000000000001,3279.2999999999997,657.6978260869566
2018-05-31,779.7,1281.5000000000002,2477.0,614.8108695652173
2018-06-01,266.3,921.5000000000001,1330.0999999999997,571.9239130434783
2018-06-02,345.9,909.4000000000001,1440.1999999999998,529.0369565217391
2018-06-03,398.10000000000014,1145.4000000000003,1756.3,486.15
2018-06-04,421.70000000000016,815.3999999999999,1462.1000000000001,406.1000000000001
2018-06-05,408.84999999999997,698.8,1325.4499999999998,367.25
2018-06-06,452.0,846.2999999999997,1539.2999999999997,493.4
2018-06-07,592.1000000000001,936.5999999999999,1844.9,452.9999999999999
2018-06-08,478.8000000000001,801.1,1535.6000000000004,453.0
2018-06-09,390.4,827.5999999999999,1426.4999999999998,445.6
2018-06-10,280.8,691.5999999999999,1122.1000000000001,433.5999999999999
2018-06-11,548.7000000000002,943.6,1784.8000000000004,355.49999999999994
2018-06-12,695.9000000000001,921.7,1989.0999999999997,359.04999999999995
2018-06-13,695.2,816.6999999999999,1882.6999999999998,349.9
2018-06-14,629.9,940.0,1905.7,354.5
2018-06-15,1460.4000000000003,1485.8999999999996,3725.1,456.8999999999999
2018-06-16,206.80000000000007,605.2,922.1000000000001,253.89999999999998
2018-06-17,103.69999999999999,362.79999999999995,521.8000000000001,207.0
2018-06-18,322.7999999999999,575.1999999999999,1070.4,239.68235294117648
2018-06-19,484.8749999999999,453.99999999999994,1197.0749999999998,227.21764705882353
2018-06-20,459.37500000000006,571.0999999999999,1274.7750000000003,191.4
2018-06-21,788.0999999999999,1079.3,2287.9,351.8500000000001
2018-06-22,761.9000000000001,1096.1999999999998,2264.5,380.40000000000003
2018-06-23,782.0999999999999,1408.6999999999998,2607.4,393.20000000000005
2018-06-24,517.0999999999999,1102.3999999999999,1895.2999999999997,392.4
2018-06-25,668.8999999999999,1455.8,2481.3000000000006,428.3
2018-06-26,832.0,1344.1,2620.3,480.1
2018-06-27,452.5,853.6,1546.7999999999997,455.65
2018-06-28,443.00000000000006,762.2,1440.8999999999999,523.0999999999999
2018-06-29,492.79999999999995,808.4,1563.7999999999997,481.80000000000007
2018-06-30,319.30000000000007,833.4,1322.6000000000001,478.3499999999999
2018-07-01,250.7000000000001,950.6,1335.3999999999999,506.0
2018-07-02,412.1999999999998,960.9,1593.4999999999998,398.0
2018-07-03,330.70000000000005,834.1,1341.0000000000002,356.09999999999997
2018-07-04,510.49999999999994,1146.8999999999999,1929.6999999999998,467.80000000000007
2018-07-05,899.6,1880.6999999999998,3259.9999999999995,710.8999999999999
2018-07-06,982.8,1769.5999999999997,3275.9999999999995,777.9499999999999
2018-07-07,716.9999999999998,1556.1999999999998,2655.6,672.65
2018-07-08,405.6,1182.9999999999998,1805.2,470.3
2018-07-09,1010.9000000000002,1289.4,2839.7000000000003,515.1
2018-07-10,602.7499999999999,696.9000000000001,1621.2,296.90000000000003
2018-07-11,523.5999999999999,769.6999999999999,1572.8000000000002,391.2999999999999
2018-07-12,758.7000000000002,1094.9999999999998,2258.3,469.00000000000006
2018-07-13,605.6999999999998,1123.8999999999999,2052.0,452.74999999999994
2018-07-14,477.59999999999997,988.9000000000001,1720.9,426.70000000000005
2018-07-15,712.7,1531.6999999999998,2624.3000000000006,441.3
2018-07-16,764.1000000000001,1335.4999999999998,2507.0999999999995,368.5999999999999
2018-07-17,365.4999999999999,723.0,1283.5999999999997,249.8
2018-07-18,350.90000000000003,877.4,1415.1000000000001,255.15000000000003
2018-07-19,1185.0,1410.3999999999999,3227.2,406.49999999999994
2018-07-20,583.6999999999998,1108.6000000000001,2003.7000000000007,403.75
2018-07-21,642.8000000000001,1520.0999999999997,2505.8,579.4
2018-07-22,672.4000000000001,1315.7,2346.8,420.00000000000006
2018-07-23,492.9000000000001,882.3999999999999,1638.0999999999997,353.3833333333333
2018-07-24,201.20000000000002,735.4000000000001,1043.8999999999999,376.31666666666666
2018-07-25,641.6000000000003,1051.6000000000001,2035.3999999999994,464.50000000000006
2018-07-26,408.3000000000001,914.5,1540.7000000000005,749.6499999999999
2018-07-27,478.1,1188.9999999999998,1922.1000000000004,418.6499999999999
2018-07-28,57.00000000000001,215.39999999999998,303.0,261.7
2018-07-29,30.1,170.59999999999997,216.5,137.37777777777777
2018-07-30,60.6,191.8,284.2,166.92222222222225
2018-07-31,228.8,435.6,786.4000000000003,197.75
2018-08-01,288.6,700.4,1142.8999999999999,293.20000000000005
2018-08-02,481.29999999999995,1023.9,1761.4,322.59999999999997
2018-08-03,1165.8,1511.3000000000002,3299.2999999999997,481.09999999999997
2018-08-04,486.50000000000006,880.2000000000002,1626.2999999999997,316.6499999999999
2018-08-05,449.59999999999997,923.6000000000001,1612.5999999999997,347.4
2018-08-06,1001.3,1397.3,2932.6000000000004,486.70000000000005
2018-08-07,418.49999999999994,1051.8,1693.4,382.15
2018-08-08,317.6000000000001,577.0,1064.3999999999999,261.77142857142866
2018-08-09,1384.1999999999991,1179.1999999999998,3301.1,427.6785714285714
2018-08-10,486.80000000000007,807.9999999999999,1554.4999999999998,253.55
2018-08-11,352.7,693.9999999999999,1234.8000000000002,215.14999999999998
2018-08-12,40.5,255.39999999999998,317.5,147.9
2018-08-13,779.7000000000002,916.4,2111.8,348.69999999999993
2018-08-14,606.6,843.6,1773.7,277.2
2018-08-15,185.09999999999997,509.49999999999994,793.4,258.50000000000006
2018-08-16,300.5,532.8000000000001,993.9000000000001,216.3
2018-08-17,592.4,749.9499999999998,1658.25,277.95
2018-08-18,147.90000000000003,435.50000000000006,662.3000000000001,233.64999999999995
2018-08-19,248.19999999999996,369.6,750.9,228.9
2018-08-20,401.8999999999999,630.0,1246.0,213.8
2018-08-21,268.29999999999995,662.1,1073.4,199.80000000000004
2018-08-22,393.1,813.7999999999998,1416.8000000000002,276.4368421052631
2018-08-23,569.7999999999998,703.0000000000001,1576.6,286.3631578947368
2018-08-24,491.7,757.3,1511.3999999999996,247.39999999999998
2018-08-25,1194.1000000000001,1138.1999999999998,2969.0000000000005,271.55
2018-08-26,988.4999999999998,689.7,2205.2,221.15
2018-08-27,357.0,540.6,1088.5,175.79999999999998
2018-08-28,357.9,739.9999999999999,1289.15,213.09999999999997
2018-08-29,1761.0000000000005,1537.1000000000001,4237.0,354.59999999999997
2018-08-30,1191.9,1234.7000000000003,3061.7999999999997,383.40000000000003
2018-08-31,1510.9999999999995,1373.5,3690.8,460.2
2018-09-01,1423.7,1167.3,3350.2999999999997,456.80000000000007
2018-09-02,1170.6000000000001,1391.0,3185.4,589.5
2018-09-03,1595.8999999999999,1823.7000000000003,4270.500000000001,570.9000000000001
2018-09-04,548.7,850.9999999999999,1692.1,379.4499999999998
2018-09-05,648.5,901.8999999999999,1895.8,395.5
2018-09-06,1298.9999999999998,1236.0000000000002,3227.900000000001,387.4500000000001
2018-09-07,854.5999999999999,1266.8000000000002,2577.3999999999996,258.0
2018-09-08,196.10000000000005,750.6999999999998,1051.5,188.09999999999994
2018-09-09,164.99999999999997,496.9,749.6999999999999,173.6
2018-09-10,210.89999999999998,572.6,895.9,248.24999999999997
2018-09-11,195.0,454.09999999999997,753.4,236.98000000000002
2018-09-12,1607.6000000000001,1181.3000000000002,3646.2,291.4030769230769
2018-09-13,2230.3999999999996,1507.9999999999998,4928.5,311.19384615384615
2018-09-14,484.0,1031.0999999999997,1772.9,330.9846153846154
2018-09-15,344.9,706.4,1236.0999999999997,350.77538461538467
2018-09-16,42.199999999999996,390.1000000000001,455.2,370.56615384615384
2018-09-17,78.39999999999999,588.8,709.0,390.3569230769231
2018-09-18,86.10000000000001,357.7,489.4,410.1476923076923
2018-09-19,68.7,278.20000000000005,383.49999999999994,371.79230769230765
2018-09-20,46.50000000000001,244.1,315.59999999999997,308.05
2018-09-21,418.40000000000003,723.0,1364.15,198.90000000000006
2018-09-22,368.7,926.1,1491.5000000000002,275.4
2018-09-23,569.4,832.6999999999998,1705.8,227.4
2018-09-24,1900.1000000000001,1456.5,4369.700000000001,352.79999999999995
2018-09-25,2010.3999999999996,1327.6000000000001,4410.2,386.0000000000001
2018-09-26,1805.0000000000002,1910.4000000000003,4677.799999999999,439.1
2018-09-27,1494.1999999999998,1853.1999999999998,4144.3,514.0
2018-09-28,601.5,808.4000000000001,1730.7999999999997,263.3
2018-09-29,2441.1,1711.1000000000001,5454.000000000001,546.0
2018-09-30,1224.0,1357.8000000000002,3234.6,426.59999999999997
2018-10-01,864.1999999999999,1118.6999999999998,2444.6,274.6
2018-10-02,687.1000000000001,909.6999999999999,1963.3999999999999,225.70000000000005
2018-10-03,1975.4999999999998,1229.4000000000003,4258.6,355.29999999999995
2018-10-04,375.70000000000005,690.6,1266.5999999999992,329.09999999999997
2018-10-05,2075.4,1527.3,4710.099999999999,728.2000000000002
2018-10-06,922.6000000000003,850.8999999999997,2265.6,346.9
2018-10-07,864.7000000000002,1076.4,2402.0,337.8
2018-10-08,286.0999999999999,978.3999999999999,1416.8,220.00000000000006
2018-10-09,1468.8,1212.1999999999998,3464.1,376.7
2018-10-10,2745.3999999999987,1873.0000000000005,6082.4,1015.1999999999999
2018-10-11,103.89999999999999,630.9,790.1999999999999,329.6
2018-10-12,40.20000000000001,327.9,389.40000000000003,241.10000000000005
2018-10-13,34.59999999999999,342.69999999999993,395.89999999999986,252.50000000000003
2018-10-14,270.9,580.9000000000001,996.1000000000003,157.70000000000002
2018-10-15,806.7999999999998,924.9000000000001,2162.2999999999997,218.70000000000002
2018-10-16,278.30000000000007,713.2999999999998,1140.2,355.05
2018-10-17,707.8239999999998,1060.9560000000001,2145.0580000000004,271.06326530612245
2018-10-18,2710.4639999999995,1769.616,5925.2880000000005,458.93877551020404
2018-10-19,3581.112,2055.728,7546.304,626.2979591836735
2018-10-20,3120.5999999999995,1722.9999999999998,6507.600000000001,800.95
2018-10-21,1611.7999999999993,1276.8999999999996,3748.3,537.2
2018-10-22,1597.4,1305.6000000000001,3754.7999999999993,397.79999999999995
2018-10-23,1036.8,1288.1,2877.7999999999997,372.1
2018-10-24,1361.9000000000003,1391.4999999999995,3479.8000000000006,409.6
2018-10-25,1383.6999999999996,1506.2,3628.099999999999,397.9
2018-10-26,978.5000000000001,1307.6999999999998,2808.1000000000004,212.3
2018-10-27,624.7,840.6,1798.8,151.6
2018-10-28,296.49999999999994,546.6,1001.9,175.14999999999995
2018-10-29,656.0000000000001,827.5,1833.4,163.49999999999997
2018-10-30,927.1999999999999,1133.6000000000001,2555.5000000000005,282.8
2018-10-31,3089.2,1805.5999999999997,6542.199999999999,613.6999999999999
2018-11-01,1255.6000000000004,1533.6,3459.0000000000005,436.1499999999999
2018-11-02,4237.6,2168.2000000000003,8666.1,658.9
2018-11-03,717.3000000000001,1039.8999999999999,2139.6000000000004,480.59999999999997
2018-11-04,309.7,956.9000000000002,1432.1000000000001,538.7
2018-11-05,3027.5,1554.8,6196.5,1303.7
2018-11-06,1820.0,1099.5999999999997,3890.7999999999984,821.6
2018-11-07,66.5,500.5,602.5,189.94999999999996
2018-11-08,507.50000000000017,1052.0,1830.5000000000002,345.7
2018-11-09,790.2000000000002,1022.4000000000001,2234.1,347.29999999999995
2018-11-10,102.09999999999998,768.9,925.4999999999999,237.23749999999998
2018-11-11,55.7,652.5999999999999,738.4,177.62142857142854
2018-11-12,90.50000000000001,757.6999999999998,896.4999999999999,174.5357142857143
2018-11-13,221.40000000000003,847.1,1185.8999999999996,266.5053571428571
2018-11-14,521.7,1024.4,1824.5000000000002,365.6
2018-11-15,1116.2,1196.8,2908.100000000001,627.0999999999999
2018-11-16,1283.6,1089.2,3057.5,435.29999999999995
2018-11-17,849.4,1261.7,2563.9999999999995,650.6999999999999
2018-11-18,541.3999999999999,901.1,1731.1999999999998,463.9000000000001
2018-11-19,380.70000000000005,664.1999999999999,1247.8,229.30000000000007
2018-11-20,586.1000000000001,854.9999999999999,1753.9999999999998,328.3
2018-11-21,2237.1,1508.8000000000002,4939.000000000001,696.4000000000001
2018-11-22,4197.799999999999,1791.7000000000003,8228.2,1207.7
2018-11-23,1698.0,1484.8,4088.499999999999,945.4
2018-11-24,490.8999999999999,1085.2,1837.7,627.6000000000001
2018-11-25,417.09999999999997,756.5999999999999,1396.5,483.40000000000003
2018-11-26,1170.0,1159.0,2953.0,354.74999999999994
2018-11-27,724.7,1157.7,2268.8,474.4000000000001
2018-11-28,45.70000000000001,559.1999999999999,629.1,193.69999999999996
2018-11-29,51.29999999999999,405.1,483.69999999999993,190.2
2018-11-30,276.4,818.5999999999999,1242.7,268.49999999999994
2018-12-01,60.3,593.5,686.3,168.20000000000002
2018-12-02,101.0,462.59999999999997,617.7,88.60000000000001
2018-12-03,539.0,961.5999999999999,1788.3999999999999,298.35
2018-12-04,2258.0,1770.0,5231.800000000001,479.8
2018-12-05,433.30000000000007,1098.6000000000001,1762.8999999999999,253.1
2018-12-06,152.79999999999995,705.0999999999999,938.9999999999999,188.0
2018-12-07,346.20000000000005,747.2,1278.3,167.00000000000003
2018-12-08,236.99999999999997,621.7,985.1999999999999,248.00000000000003
2018-12-09,448.0999999999999,735.5999999999999,1422.7,184.79999999999998
2018-12-10,1068.6,1490.3999999999999,3128.4,318.55
2018-12-11,5123.399999999999,2245.4,10100.8,982.9000000000001
2018-12-12,1236.1,1584.2999999999997,3479.3000000000006,559.1
2018-12-13,1448.8,1503.3999999999999,3724.8000000000006,573.1
2018-12-14,2360.5000000000005,1633.8000000000002,5253.100000000001,739.1000000000001
2018-12-15,145.99999999999997,736.4,960.6,470.79999999999995
2018-12-16,720.0999999999998,1285.5000000000002,2389.7,271.2
2018-12-17,555.1,1244.6999999999998,2095.4,307.3
2018-12-18,62.5,600.8000000000001,696.4999999999999,240.2
2018-12-19,107.4,788.9,953.3000000000001,127.4
2018-12-20,219.70000000000002,823.8999999999999,1160.4999999999998,216.69999999999996
2018-12-21,325.1000000000001,755.7,1253.8,325.5
2018-12-22,329.6000000000001,1089.2,1594.5999999999997,286.8
2018-12-23,430.40000000000003,1028.5999999999997,1687.9999999999995,191.7
2018-12-24,3873.7,1917.7,7856.800000000001,713.5999999999999
2018-12-25,3508.2000000000003,1797.7999999999997,7177.2,835.2000000000002
2018-12-26,576.0,1109.6,1992.8999999999999,417.00000000000006
2018-12-27,5069.2,1885.9,9658.7,939.9
2018-12-28,2276.5000000000005,1381.6000000000001,4871.7,689.2
2018-12-29,690.0999999999999,1096.9,2154.8999999999996,318.59999999999997
2018-12-30,395.29999999999995,928.9000000000001,1534.9000000000003,244.7
2018-12-31,507.8999999999999,951.2,1730.0,194.60000000000002
2019-01-01,335.29999999999995,799.0999999999999,1312.9,237.39999999999998
2019-01-02,1000.1999999999999,1309.5000000000002,2842.8,342.6
2019-01-03,1337.3000000000002,1605.5000000000002,3656.1000000000004,473.9000000000001
2019-01-04,1770.1,1690.0000000000002,4404.8,762.0
2019-01-05,799.0999999999999,1347.9,2573.3999999999996,569.7
2019-01-06,731.9999999999999,1350.6,2472.8,527.3999999999999
2019-01-07,372.70000000000005,1019.4,1590.8,334.3
2019-01-08,927.4296296296295,1139.9888888888886,2561.4555555555553,438.0000000000001
2019-01-09,854.7703703703703,1228.911111111111,2539.5444444444447,318.7
2019-01-10,1770.0000000000002,1699.9,4414.399999999999,717.9
2019-01-11,1333.6000000000001,1496.5999999999997,3541.3999999999996,538.3
2019-01-12,421.29999999999995,953.5999999999999,1599.6000000000001,193.20000000000002
2019-01-13,341.49999999999994,659.8000000000002,1183.0,177.2
2019-01-14,900.9000000000001,1394.3,2775.7000000000003,376.00000000000006
2019-01-15,427.90000000000003,1231.6999999999998,1887.6000000000001,251.40000000000003
2019-01-16,232.20000000000002,879.6999999999999,1235.6000000000001,177.85
2019-01-17,1069.8000000000002,1459.3999999999999,3099.7,383.99999999999994
2019-01-18,2570.1,1701.6999999999998,5642.2,558.7
2019-01-19,726.5,1320.3999999999999,2433.9000000000005,543.0999999999999
2019-01-20,2223.7999999999997,1683.9999999999995,5094.400000000001,899.5999999999999
2019-01-21,2555.0000000000005,1608.5,5526.4,945.3999999999999
2019-01-22,1220.9,1601.9,3473.8,319.1
2019-01-23,2841.6000000000004,1878.5000000000002,6235.8,547.1
2019-01-24,3384.9500000000003,2106.0499999999993,7295.999999999999,890.9499999999999
2019-01-25,827.3,1382.6000000000001,2651.1000000000004,423.80000000000007
2019-01-26,120.4,639.2999999999997,823.4999999999999,161.80000000000004
2019-01-27,279.20000000000005,554.1999999999999,982.4000000000001,236.20000000000002
2019-01-28,1271.7,1470.9,3421.0,410.6
2019-01-29,781.9,1576.6000000000004,2775.9,366.70000000000005
2019-01-30,2442.8999999999996,1950.8999999999996,5696.599999999999,443.6
2019-01-31,4300.900000000001,2009.3,8603.5,775.0999999999998
2019-02-01,391.59999999999997,817.5,1417.4,299.29999999999995
2019-02-02,533.8,824.9000000000001,1643.3999999999999,358.09999999999997
2019-02-03,463.3,1050.4,1760.8000000000004,310.50000000000006
2019-02-04,788.5,995.0000000000001,2203.9,283.9
2019-02-05,1161.1999999999996,1172.3999999999999,2952.8,302.40000000000003
2019-02-06,254.7,985.6999999999999,1376.5,248.10000000000002
2019-02-07,226.1,675.5999999999999,1022.3000000000002,179.79999999999998
2019-02-08,57.3,366.0999999999999,453.40000000000003,173.99999999999997
2019-02-09,136.3,433.09999999999997,642.1999999999999,250.30000000000004
2019-02-10,293.3,751.3000000000001,1200.8000000000002,135.9
2019-02-11,1900.8000000000002,1756.6,4671.099999999999,445.29999999999995
2019-02-12,927.0000000000001,1416.4000000000003,2837.6,413.9
2019-02-13,228.40000000000003,929.4999999999999,1279.4999999999998,423.0
2019-02-14,4062.3,2075.1,8304.1,979.6
2019-02-15,4090.7000000000003,1995.3,8267.3,1046.7
2019-02-16,1176.3000000000002,1251.2,3054.7000000000007,723.9
2019-02-17,751.1999999999999,973.2000000000002,2125.2000000000003,685.7
2019-02-18,90.6,769.2,907.8,305.1
2019-02-19,367.4000000000001,994.3999999999997,1557.3,329.9
2019-02-20,87.10000000000002,505.20000000000005,638.8,303.09999999999997
2019-02-21,240.7,970.0999999999998,1338.6999999999998,453.09999999999985
2019-02-22,993.2000000000002,1458.5000000000005,2982.0000000000005,822.3000000000001
2019-02-23,1524.8999999999999,1471.7,3809.7999999999997,946.6999999999999
2019-02-24,2961.7,1827.4,6368.5,1176.6
2019-02-25,3616.2,2197.3,7741.700000000001,1229.7
2019-02-26,3733.9,2401.5000000000005,8126.500000000001,1284.3999999999996
2019-02-27,4277.6,2478.0000000000005,9036.7,1513.5
2019-02-28,1227.3999999999996,1434.3999999999999,3316.2,777.1
2019-03-01,865.6999999999999,1181.5,2509.2000000000003,688.9
2019-03-02,132.9,502.6,705.9999999999999,271.50000000000006
2019-03-03,38.900000000000006,276.80000000000007,336.79999999999995,185.6
2019-03-04,317.29999999999995,758.2,1244.4999999999998,163.4
2019-03-05,143.1,664.3,883.4999999999999,192.2
2019-03-06,55.70000000000001,448.29999999999995,534.1,230.50000000000006
2019-03-07,300.3,706.9000000000001,1167.3999999999999,172.4
2019-03-08,271.5,815.5999999999998,1231.8999999999999,198.60000000000002
2019-03-09,221.20000000000005,678.5999999999998,1017.7999999999998,344.40000000000003
2019-03-10,220.89999999999998,650.4,989.3000000000002,232.99999999999997
2019-03-11,426.2,807.2,1460.2,286.00000000000006
2019-03-12,206.29999999999998,657.9,974.2000000000002,173.0
2019-03-13,361.0,701.2,1254.5,298.6000000000001
2019-03-14,311.0,775.1,1252.0000000000002,229.1
2019-03-15,332.75,684.4,1194.7,160.5
2019-03-16,83.19999999999999,336.59999999999997,464.40000000000003,174.69999999999996
2019-03-17,308.8,789.2999999999998,1263.1,136.70000000000002
2019-03-18,769.0,1364.0,2543.3000000000006,319.99999999999994
2019-03-19,393.7,1178.5999999999997,1782.0000000000002,397.7
2019-03-20,200.0,873.6999999999999,1179.9,289.85
2019-03-21,979.0999999999999,1066.1,2567.100000000001,378.15000000000003
2019-03-22,138.2,722.6000000000001,934.2999999999998,304.3
2019-03-23,614.6,1188.9,2131.2000000000003,474.0999999999999
2019-03-24,892.3999999999999,1299.5000000000002,2667.7000000000003,464.3000000000001
2019-03-25,872.7,1199.4,2537.7,412.30000000000007
2019-03-26,1954.0,1868.6999999999998,4865.1,655.0
2019-03-27,1798.9999999999998,1875.0,4633.299999999999,429.3272727272727
2019-03-28,1050.0,1732.3,3342.5000000000005,679.3227272727271
2019-03-29,2249.0,1810.1000000000001,5258.4,1222.177777777778
2019-03-30,1718.3000000000002,1680.4000000000003,4315.4,1188.2365079365081
2019-03-31,164.99999999999997,489.2,741.6,434.20238095238085
2019-04-01,576.65,1076.55,1960.9500000000003,473.4
2019-04-02,1248.0,1629.0999999999997,3542.2999999999993,754.333333333333
2019-04-03,1644.4999999999998,1760.5,4282.1,537.0500000000001
2019-04-04,494.99999999999994,1068.3999999999996,1827.5000000000002,366.8
2019-04-05,322.40000000000003,937.4,1431.5999999999997,478.00000000000006
2019-04-06,279.4,707.1999999999999,1135.2999999999997,426.6
2019-04-07,444.49999999999994,777.4,1458.9000000000003,1258.3
2019-04-08,1749.9,1646.9999999999998,4330.400000000001,1455.1999999999998
2019-04-09,498.90000000000003,886.5,1651.7,1155.7500000000002
2019-04-10,320.59999999999997,622.7,1113.5,536.7
2019-04-11,493.90000000000003,991.8999999999999,1749.3000000000002,494.7
2019-04-12,693.4,1160.4,2223.3999999999996,559.3
2019-04-13,559.6999999999999,1064.5,1922.3999999999996,529.7
2019-04-14,471.9,1094.1000000000001,1817.3999999999996,697.1999999999999
2019-04-15,883.0000000000001,1265.3000000000004,2618.9000000000005,1141.0000000000002
2019-04-16,1391.3500000000004,1667.7999999999997,3801.0,1550.4999999999998
2019-04-17,1010.5,1421.5000000000002,2970.7999999999997,1559.8999999999999
