MeasurementDateGMT,Enfield - Bowes Primary School: Nitric Oxide (ug/m3),Enfield - Bowes Primary School: Nitrogen Dioxide (ug/m3),Enfield - Bowes Primary School: Oxides of Nitrogen (ug/m3),Enfield - Bowes Primary School: PM10 Particulate (ug/m3)
2018-02-05,569.1,870.8000000000001,1743.6,348.5
2018-02-06,1331.3999999999999,1313.5000000000002,3354.3999999999996,621.7999999999998
2018-02-07,2329.6000000000004,1699.6999999999998,5271.5,619.4
2018-02-08,1238.8,1350.1999999999998,3249.2000000000003,470.3
2018-02-09,705.6999999999998,1104.6999999999998,2186.7,313.5
2018-02-10,295.6,942.8999999999999,1395.9999999999998,184.9
2018-02-11,409.29999999999995,749.6,1377.0000000000002,183.35
2018-02-12,505.7,1160.6999999999998,1936.1,277.2
2018-02-13,600.0,1004.15,1923.6000000000001,239.59999999999997
2018-02-14,961.6999999999999,1050.1999999999998,2524.7999999999997,300.5
2018-02-15,551.0000000000001,1215.3000000000002,2059.6,339.7
2018-02-16,1175.6000000000001,1695.5000000000002,3497.8999999999996,467.20000000000005
2018-02-17,2283.1000000000004,1812.8000000000002,5313.799999999999,662.3999999999999
2018-02-18,1863.9,1411.7000000000003,4269.499999999999,575.1999999999999
2018-02-19,993.5,1225.4000000000005,2748.7999999999993,406.9
2018-02-20,866.0,902.4,2229.5000000000005,276.79999999999995
2018-02-21,1149.1000000000001,1204.4,2966.0000000000005,996.1
2018-02-22,626.2,1156.9,2117.0,678.2
2018-02-23,678.8000000000001,1148.5000000000002,2189.2999999999997,634.9000000000001
2018-02-24,446.0,943.5,1627.1000000000001,662.6999999999999
2018-02-25,258.5,685.0999999999999,1082.3000000000002,389.80000000000007
2018-02-26,398.9000000000001,737.7,1350.0,322.2
2018-02-27,1069.4,1318.4999999999998,2957.7999999999997,523.3
2018-02-28,817.9999999999999,1083.7,2337.4,503.99999999999994
2018-03-01,244.20000000000002,630.8,1005.1000000000001,833.3000000000001
2018-03-02,339.99999999999994,919.4999999999999,1441.1000000000001,1037.2
2018-03-03,626.4,1322.1,2282.6,1601.6999999999998
2018-03-04,502.1000000000001,1281.1,2050.8999999999996,576.6999999999999
