MeasurementDateGMT,Wandsworth - Putney High Street Facade: Nitric Oxide (ug/m3),Wandsworth - Putney High Street Facade: Nitrogen Dioxide (ug/m3),Wandsworth - Putney High Street Facade: Oxides of Nitrogen (ug/m3)
2019-04-14,111.2,562.9,733.4
2019-04-15,149.0,735.3,963.6
2019-04-16,1664.8,2542.9999999999995,5095.599999999999
2019-04-17,1417.3999999999996,2040.3,4213.400000000001
2019-04-18,445.9,1476.2,2159.7
2019-04-19,530.3,1759.1999999999998,2572.3
2019-04-20,514.9000000000001,1610.8,2400.3
2019-04-21,364.5,1649.7,2209.0
2019-04-22,180.20000000000002,1529.6999999999998,1805.7999999999997
2019-04-23,387.9,1771.5999999999997,2366.2999999999993
2019-04-24,453.40000000000003,1404.9,2100.0
2019-04-25,598.0999999999999,1172.5999999999997,2089.6000000000004
2019-04-26,863.3000000000002,1523.1,2847.1
2019-04-27,957.1000000000001,1540.8999999999999,3008.2
2019-04-28,670.0,1144.0,2170.8
2019-04-29,768.2,1297.3000000000002,2475.6000000000004
2019-04-30,416.59999999999997,1157.6000000000001,1796.1999999999996
2019-05-01,1678.6000000000001,2511.7999999999997,5085.6
2019-05-02,1770.0999999999997,2255.4,4969.099999999999
2019-05-03,1671.9,2079.600000000001,4642.8
2019-05-04,764.7,1110.0,2283.0
2019-05-05,887.9,1558.8999999999996,2920.2999999999997
2019-05-06,952.1,1706.6,3166.5
2019-05-07,1017.6999999999998,1551.7000000000003,3112.0000000000014
2019-05-08,894.0000000000001,1467.9999999999998,2838.5
2019-05-09,2120.3999999999996,2322.3,5573.2
2019-05-10,1821.5999999999997,2275.0000000000005,5068.4
2019-05-11,999.8,1751.4999999999998,3284.5999999999995
2019-05-12,548.9,972.1000000000001,1813.8999999999999
2019-05-13,567.1,1040.6,1910.3000000000004
2019-05-14,180.00000000000003,623.6999999999998,899.4999999999999
2019-05-15,203.89999999999998,762.1999999999999,1074.8000000000002
2019-05-16,290.1000000000001,808.0499999999998,1252.7499999999998
2019-05-17,683.4000000000002,1241.5,2289.3999999999996
2019-05-18,1136.6999999999998,1775.9999999999998,3519.1999999999994
2019-05-19,1219.3999999999999,1660.7,3529.9999999999995
2019-05-20,1687.2999999999997,2116.5,4703.5
2019-05-21,1488.7,2030.3,4312.8
2019-05-22,1153.1999999999998,2001.1000000000001,3769.499999999999
2019-05-23,1423.2999999999997,2301.2000000000003,4483.700000000001
2019-05-24,1607.9,2057.4,4523.0
2019-05-25,957.3,1362.6000000000001,2830.4999999999995
2019-05-26,794.1999999999999,1039.6,2257.6000000000004
2019-05-27,872.8,1286.8999999999996,2625.7999999999997
2019-05-28,1243.6999999999998,1517.7000000000003,3424.3999999999996
2019-05-29,1098.2,1381.9000000000003,3065.8000000000006
2019-05-30,1253.7500000000002,1432.5500000000002,3354.7500000000005
2019-05-31,1471.2,1508.9999999999998,3765.4000000000005
2019-06-01,1072.8000000000002,1602.5000000000002,3247.2999999999997
2019-06-02,836.8000000000001,1154.3999999999999,2437.7
2019-06-03,1157.5,1404.6000000000001,3179.4999999999995
2019-06-04,521.2,867.3,1666.4999999999998
2019-06-05,1368.3,1673.1000000000001,3770.900000000001
2019-06-06,1124.7000000000003,1383.8000000000004,3108.6
2019-06-07,468.1,814.3,1532.6
2019-06-08,902.8,1101.7,2485.9
2019-06-09,927.0,1313.0000000000002,2734.5000000000005
2019-06-10,1361.1999999999998,1549.2,3636.7999999999997
2019-06-11,937.3000000000001,1031.1999999999998,2468.5
2019-06-12,1426.8,1713.8000000000002,3901.1
2019-06-13,1426.3,1657.6000000000004,3844.55
2019-06-14,1193.9999999999998,1450.2000000000003,3281.2000000000003
2019-06-15,1126.5,1494.8000000000002,3221.9
2019-06-16,921.5,1194.9,2608.1
2019-06-17,1186.1,1629.6000000000001,3448.2000000000007
2019-06-18,1506.8000000000002,1881.5000000000005,4191.900000000001
2019-06-19,2001.8999999999999,2286.3999999999996,5356.2
2019-06-20,1726.4,1883.1999999999994,4530.300000000001
2019-06-21,1929.5,2189.8999999999996,5148.599999999999
2019-06-22,339.90000000000015,614.4,1135.3999999999999
2019-06-23,249.49999999999994,803.3999999999999,1186.2
2019-06-24,1055.2,1789.0000000000002,3406.9
2019-06-25,1297.2,1740.1,3728.6999999999994
2019-06-26,498.2,976.2000000000002,1739.8999999999996
2019-06-27,298.1,514.0,971.0
2019-06-28,251.20000000000005,478.6,863.8000000000001
2019-06-29,443.8,1386.0,2066.2999999999997
2019-06-30,1004.4999999999999,1410.0000000000002,2950.2999999999997
2019-07-01,910.1999999999999,991.8999999999997,2387.7999999999997
2019-07-02,1040.9,1380.2000000000003,2976.4499999999994
2019-07-03,636.7000000000002,1075.8,2051.6000000000004
2019-07-04,1391.5,2040.9,4174.599999999999
2019-07-05,1577.0,2586.7,5004.599999999999
2019-07-06,1139.5,1538.4999999999998,3286.5
2019-07-07,262.6000000000001,513.8000000000001,916.8999999999999
2019-07-08,587.9,1053.1000000000001,1954.4
2019-07-09,1089.8999999999999,1796.5000000000002,3467.3999999999996
2019-07-10,1294.6000000000001,2007.6,3992.7999999999997
2019-07-11,1511.0000000000002,2186.7,4503.400000000001
2019-07-12,1108.1,1457.3,3156.7999999999997
2019-07-13,702.5999999999999,1157.2000000000003,2234.5999999999995
2019-07-14,451.29999999999995,834.4,1526.1000000000001
2019-07-15,864.9,1177.4999999999998,2503.4
2019-07-16,1380.9,2119.8,4237.299999999999
2019-07-17,1462.3999999999999,2489.7000000000003,4731.700000000001
2019-07-18,1982.4999999999995,2368.6,5408.099999999999
2019-07-19,1338.8,1576.8,3629.2000000000003
2019-07-20,1179.3999999999999,1641.6999999999996,3450.0999999999995
2019-07-21,970.6,1459.3,2947.2999999999997
2019-07-22,1411.1,1776.3000000000002,3940.2
2019-07-23,459.29999999999995,1162.3,1866.5000000000002
2019-07-24,1288.8,2240.8,4217.1
2019-07-25,457.49999999999994,1510.2,2211.7000000000003
2019-07-26,1313.2,1687.5,3701.0
2019-07-27,1523.8999999999999,1737.3,4073.2
2019-07-28,1038.8000000000002,1643.8999999999999,3236.7999999999997
2019-07-29,882.6999999999999,1410.7999999999995,2764.100000000001
2019-07-30,444.09999999999997,859.8,1540.6
2019-07-31,1335.1,1729.2999999999997,3776.2
2019-08-01,1417.7999999999995,2093.1000000000004,4266.700000000001
2019-08-02,861.5000000000001,1612.1999999999998,2933.0
2019-08-03,224.99999999999994,799.8000000000002,1145.0
2019-08-04,216.50000000000003,652.5000000000001,984.5
2019-08-05,1150.0,1753.4999999999998,3517.0
2019-08-06,1134.8000000000002,1585.3,3325.4999999999995
2019-08-07,1341.4999999999998,1791.5999999999997,3848.299999999999
2019-08-08,1130.0999999999997,1587.1,3320.0
2019-08-09,738.7,1202.9999999999995,2335.2999999999997
2019-08-10,569.0,1053.6999999999998,1926.3999999999999
2019-08-11,641.6999999999999,1212.2999999999997,2196.0
2019-08-12,1502.3000000000002,1837.5000000000002,4141.0
2019-08-13,1358.4,1960.7,4042.8999999999996
2019-08-14,1070.4,1527.3000000000004,3168.8
2019-08-15,1325.3,1674.0999999999997,3706.099999999999
2019-08-16,1074.8,1371.7000000000005,3019.5000000000005
2019-08-17,861.8000000000002,1271.1,2592.6
2019-08-18,733.8000000000001,1256.1000000000001,2380.8
2019-08-19,1204.0,1777.9,3623.9999999999995
2019-08-20,1425.9999999999995,2059.7000000000003,4246.5
2019-08-21,1232.1999999999998,1917.5000000000002,3806.5000000000005
2019-08-22,1265.3,2016.4,3956.5999999999995
2019-08-23,1007.0999999999999,1547.7,3092.0999999999995
2019-08-24,337.99999999999994,1499.5,2018.1000000000004
2019-08-25,282.69999999999993,1726.4999999999998,2159.7
2019-08-26,391.90000000000003,1830.6999999999998,2431.2999999999997
2019-08-27,836.1499999999997,2220.9500000000003,3502.7999999999997
2019-08-28,841.3,1371.6000000000001,2661.6
2019-08-29,777.3000000000001,1331.7,2523.2000000000003
2019-08-30,698.3000000000001,1315.0,2385.3999999999996
2019-08-31,722.1999999999999,1332.3,2440.0
2019-09-01,907.6999999999999,1350.6999999999998,2742.0
2019-09-02,1393.6,1779.2000000000003,3916.4
2019-09-03,1146.8,1590.1000000000001,3348.4
2019-09-04,1077.0000000000002,1340.7000000000003,2991.899999999999
2019-09-05,1145.8,1471.7,3229.0000000000005
2019-09-06,1472.0,1700.5000000000002,3957.7000000000007
2019-09-07,991.0000000000001,1263.7,2783.2999999999997
2019-09-08,954.6999999999997,1475.4999999999995,2938.8999999999996
2019-09-09,563.1,1029.5,1892.9999999999998
2019-09-10,1924.8,1842.3999999999999,4793.4
2019-09-11,1146.2,1298.1000000000001,3055.8
2019-09-12,1293.5,1272.3999999999999,3255.2999999999997
2019-09-13,930.3,1223.9999999999998,2650.5000000000005
2019-09-14,1323.3999999999999,1773.9,3803.2
2019-09-15,1399.3999999999999,1807.6000000000001,3953.1
2019-09-16,1682.4500000000003,1365.85,3945.2500000000005
2019-09-17,1107.4999999999998,1270.1999999999998,2968.2000000000003
2019-09-18,902.8,1206.6,2590.6000000000004
2019-09-19,1298.1000000000001,1238.5999999999997,3229.0
2019-09-20,408.50000000000006,807.0999999999999,1433.2
2019-09-21,318.4,1001.8,1489.8000000000004
2019-09-22,597.1,1078.6000000000001,1993.6
2019-09-23,942.9000000000001,1024.3999999999999,2469.7
2019-09-24,990.4,1157.3,2676.1000000000004
2019-09-25,1290.5,1317.7,3296.7
2019-09-26,1206.8,1374.8000000000002,3225.0000000000005
2019-09-27,1254.9000000000003,1399.6999999999998,3323.85
2019-09-28,820.3,1015.8000000000001,2273.7000000000003
2019-09-29,672.7,914.7999999999998,1946.8999999999999
2019-09-30,1384.7999999999995,1420.8000000000002,3543.8
2019-10-01,1402.6,1559.5000000000005,3710.0
2019-10-02,1761.5999999999997,1677.5,4378.599999999999
2019-10-03,988.6,1146.6,2663.1000000000004
2019-10-04,1745.6,1714.7000000000007,4390.799999999999
2019-10-05,289.9000000000001,820.4999999999999,1264.3999999999999
2019-10-06,873.1,1243.6999999999998,2582.3999999999996
2019-10-07,1416.6999999999998,1511.5000000000002,3683.6
2019-10-08,1163.3999999999999,1313.8,3096.8999999999996
2019-10-09,1291.3,1474.7,3454.8000000000006
2019-10-10,1254.4,1326.5999999999997,3250.4
2019-10-11,1116.8,1454.6000000000004,3167.4
2019-10-12,870.6999999999998,1309.6,2644.6
2019-10-13,720.1000000000001,1211.6999999999998,2315.5
2019-10-14,511.40000000000003,942.1999999999999,1726.2
2019-10-15,1725.7,1663.6000000000001,4309.000000000001
2019-10-16,1760.0,1965.1999999999998,4663.799999999999
2019-10-17,936.55,1331.35,2767.250000000001
2019-10-18,1441.2999999999997,1713.8999999999999,3923.9000000000005
2019-10-19,2089.7999999999997,2394.2000000000003,5598.8
2019-10-20,1466.1000000000001,1516.2999999999997,3763.7000000000003
2019-10-21,1441.8076923076924,1423.1538461538457,3634.153846153846
2019-10-22,1599.6,1782.6,4236.0
2019-10-23,1084.7923076923075,1617.4461538461544,3281.7461538461534
2019-10-24,2924.0999999999995,2265.6,6748.500000000001
2019-10-25,1160.1,1300.2,3078.600000000001
2019-10-26,871.9,1072.5,2409.7
2019-10-27,2252.5,1898.7,5352.9
2019-10-28,2190.2999999999997,1706.5000000000002,5065.099999999999
2019-10-29,566.0999999999999,1172.7,2041.0000000000002
2019-10-30,454.6,1014.9999999999998,1711.5
2019-10-31,566.2,963.6,1831.9999999999998
2019-11-01,1161.8999999999999,1357.6000000000001,3139.0000000000005
2019-11-02,1034.3000000000002,1238.2,2824.4000000000005
2019-11-03,1580.3000000000002,1751.6000000000004,4175.0
2019-11-04,1432.4999999999998,1468.9000000000003,3665.4000000000005
2019-11-05,1731.5,1574.6999999999996,4229.7
2019-11-06,1565.8000000000002,1448.3,3848.9
2019-11-07,1902.3999999999999,1759.6,4676.5999999999985
2019-11-08,3368.9,2148.9000000000005,7314.7
2019-11-09,1152.4,1153.4,2920.1
2019-11-10,1004.3000000000001,1281.3999999999999,2821.0
2019-11-11,1855.5999999999997,1754.8999999999994,4600.200000000001
2019-11-12,1867.1,1761.2,4624.5
2019-11-13,1835.3999999999999,1717.6999999999998,4532.6
2019-11-14,940.9,1391.1000000000001,2833.9000000000005
2019-11-15,1533.6000000000001,1557.8999999999999,3908.7999999999997
2019-11-16,1685.1000000000001,1509.3999999999999,4093.7000000000003
2019-11-17,3622.8,2220.2000000000003,7775.099999999999
2019-11-18,2686.6,1987.9,6107.3
2019-11-19,2388.9,1831.5000000000005,5494.299999999999
2019-11-20,454.90000000000015,941.5000000000001,1638.8999999999999
2019-11-21,615.6999999999999,929.9,1874.1999999999998
2019-11-22,429.19999999999993,995.4000000000001,1653.8
2019-11-23,811.8,1221.8999999999996,2467.2
2019-11-24,1670.3000000000002,1292.8999999999999,3853.9
2019-11-25,600.1,890.7,1810.8
2019-11-26,906.0999999999999,1217.4999999999998,2607.2
2019-11-27,1650.9,1724.1,4255.800000000001
2019-11-28,1969.1999999999996,1421.8000000000002,4441.2
2019-11-29,3063.2,2096.5999999999995,6793.200000000001
2019-11-30,1267.9999999999998,1665.2999999999995,3609.5
2019-12-01,1078.4,1456.3000000000002,3110.0000000000005
2019-12-02,4217.0,2702.2999999999997,9168.900000000001
2019-12-03,2880.6,2372.7000000000003,6789.3
2019-12-04,3991.7000000000003,2366.5,8487.199999999999
2019-12-05,3080.9499999999994,2046.1499999999999,6770.249999999998
2019-12-06,1544.3999999999999,1570.4,3938.499999999999
2019-12-07,1530.5000000000005,1578.4999999999998,3925.4
2019-12-08,842.8000000000001,962.3000000000002,2254.4999999999995
2019-12-09,1990.1999999999998,1535.7,4587.3
2019-12-10,1184.8000000000004,1400.7,3217.8000000000006
2019-12-11,2596.7,2164.25,6145.850000000001
2019-12-12,1407.0000000000002,1655.1,3812.5999999999995
2019-12-13,1797.8999999999999,1874.4000000000003,4630.7
2019-12-14,1391.5,1754.4,3888.3
2019-12-15,957.9000000000001,1343.0,2811.8
2019-12-16,1426.6000000000001,1985.1999999999998,4172.8
2019-12-17,2494.7,2539.3,6364.499999999999
2019-12-18,697.3999999999999,1245.7999999999997,2314.9
2019-12-19,521.3,786.9999999999999,1586.3000000000002
2019-12-20,1685.6000000000001,2018.8999999999996,4603.2
2019-12-21,639.3000000000001,1076.1000000000001,2056.1
2019-12-22,1178.6000000000001,1670.5,3477.2000000000003
2019-12-23,1497.4,1735.7,4031.4999999999995
2019-12-24,1017.4999999999999,1459.4,3019.2999999999997
2019-12-25,851.6999999999999,1185.3,2490.8999999999996
2019-12-26,621.6,1101.5000000000002,2055.0
2019-12-27,1914.7999999999997,1729.6,4664.799999999999
2019-12-28,1112.7,1477.2,3183.2999999999997
2019-12-29,1241.9,1462.2000000000003,3366.2
2019-12-30,2507.6000000000004,2147.9,5992.6
2019-12-31,658.2000000000002,1074.8,2084.0
2020-01-01,986.9999999999999,1374.5000000000002,2887.7
2020-01-02,977.5999999999999,1280.6000000000001,2779.9000000000005
2020-01-03,1624.0,1760.6000000000001,4250.700000000001
2020-01-04,1847.6999999999998,2147.7999999999997,4980.700000000001
2020-01-05,1089.6,1658.0999999999997,3328.3000000000006
2020-01-06,1316.3,1717.9,3736.2
2020-01-07,1374.7999999999997,1633.5999999999997,3741.3000000000006
2020-01-08,1322.1,1406.9,3434.399999999999
2020-01-09,914.4999999999999,1124.7000000000003,2527.1
2020-01-10,1510.9,1550.7999999999997,3867.9
2020-01-11,780.1000000000001,1047.5000000000002,2243.7
2020-01-12,726.5,885.6,1999.4999999999995
2020-01-13,813.7999999999997,1059.4,2307.4
2020-01-14,898.5999999999999,1193.0000000000002,2570.7000000000003
2020-01-15,1353.1999999999998,1535.8000000000002,3610.499999999999
2020-01-16,599.0,943.1,1861.8
2020-01-17,1640.6999999999998,1917.3999999999996,4433.0
2020-01-18,3104.6999999999994,2706.5,7466.299999999999
2020-01-19,3046.9999999999995,2669.4,7341.099999999999
2020-01-20,4068.5,2970.9000000000005,9208.7
2020-01-21,5007.099999999999,3272.2999999999997,10949.800000000003
2020-01-22,3420.1,2258.7000000000003,7503.400000000001
2020-01-23,1085.15,1559.7,3223.4500000000003
2020-01-24,2529.0,2209.0,6086.9
2020-01-25,853.5000000000001,1155.9,2464.2000000000003
2020-01-26,890.4000000000001,1270.8000000000002,2636.0999999999995
2020-01-27,1598.8999999999996,2097.8,4549.099999999999
2020-01-28,1483.5,1786.3999999999999,4061.2
2020-01-29,1535.6,1868.3999999999999,4223.0
2020-01-30,1202.1999999999998,1509.9999999999998,3353.2
2020-01-31,1154.2999999999997,1436.7,3206.2999999999997
2020-02-01,1020.3,1383.5,2947.3999999999996
2020-02-02,530.9000000000001,781.8999999999999,1595.8999999999999
2020-02-03,1256.0,1437.1,3363.1999999999994
2020-02-04,1467.6,1720.1999999999996,3970.4000000000005
2020-02-05,2941.9000000000005,2480.4,6991.3
2020-02-06,2687.7000000000003,2314.1,6435.0
2020-02-07,728.0,1259.1000000000001,2375.7000000000007
2020-02-08,1311.3,1734.8999999999999,3745.7000000000003
2020-02-09,461.49999999999994,587.3000000000001,1294.8999999999999
2020-02-10,1122.1000000000001,1301.7,3022.0
2020-02-11,1430.8000000000002,1632.2,3826.0999999999995
2020-02-12,1588.8999999999999,1786.0999999999997,4222.2
2020-02-13,1641.6000000000001,2007.3000000000004,4524.699999999999
2020-02-14,1457.8999999999996,1844.6999999999998,4079.6
2020-02-15,793.0999999999999,1160.5,2376.0000000000005
2020-02-16,751.4000000000001,1115.5999999999997,2267.5
2020-02-17,1159.8999999999999,1460.5,3239.4
2020-02-18,1300.6999999999998,1598.3000000000004,3592.6000000000004
2020-02-19,1658.3,1917.6,4460.899999999999
2020-02-20,1529.2,1880.1000000000001,4224.6
2020-02-21,1146.4,1551.6000000000004,3309.2999999999997
2020-02-22,872.7999999999998,1275.0,2613.2999999999997
2020-02-23,1061.4,1360.9,2988.3999999999996
2020-02-24,1045.4,1368.4999999999998,2971.5
2020-02-25,1491.6000000000001,1913.4999999999995,4200.5
2020-02-26,1986.6000000000001,2166.7000000000003,5212.700000000001
2020-02-27,1571.1,1801.5000000000005,4210.3
2020-02-28,826.5000000000001,1414.2,2681.6
2020-02-29,972.2,1297.8999999999999,2788.9
2020-03-01,713.7999999999998,1170.0,2264.4999999999995
2020-03-02,1499.4,1985.1,4284.000000000001
2020-03-03,2335.9000000000005,2419.0999999999995,6001.1
2020-03-04,797.4999999999999,1474.5000000000002,2697.1999999999994
2020-03-05,737.6,1258.6,2389.5000000000005
2020-03-06,2627.7,2493.4999999999995,6522.5
2020-03-07,1181.6000000000001,1744.3000000000004,3556.4
2020-03-08,706.8000000000001,1206.1,2290.1
2020-03-09,1377.4999999999995,1676.4000000000005,3788.8999999999996
2020-03-10,931.7,1147.7,2576.5
2020-03-11,1001.5500000000001,1409.6999999999996,2945.4
2020-03-12,1110.7,1323.6999999999998,3027.1000000000004
2020-03-13,1541.6000000000001,1893.3,4257.4
2020-03-14,805.8000000000001,1253.4,2488.5
2020-03-15,861.5000000000001,1370.9999999999998,2691.7000000000003
2020-03-16,2096.0,2245.6,5460.0
2020-03-17,1177.1000000000001,1586.0999999999997,3391.3
2020-03-18,1104.9,1536.3000000000004,3230.3999999999996
2020-03-19,536.9000000000002,1058.8,1882.1000000000001
2020-03-20,250.7,627.3000000000001,1011.7
2020-03-21,153.20000000000002,447.1000000000001,682.1999999999999
2020-03-22,143.2,475.3,695.0000000000001
2020-03-23,232.79999999999998,861.0,1217.7
2020-03-24,278.7,966.3,1393.5
2020-03-25,620.5000000000001,1313.2,2264.9999999999995
2020-03-26,321.1,967.9999999999997,1460.7000000000003
2020-03-27,332.79999999999995,900.1000000000001,1409.9
2020-03-28,188.7,481.7,771.1999999999999
2020-03-29,123.69999999999999,291.7,481.59999999999997
2020-03-30,477.1,782.8000000000001,1513.9000000000003
2020-03-31,194.2,594.5999999999999,892.5
2020-04-01,1061.8000000000002,1553.8000000000002,3181.7999999999997
2020-04-02,806.8000000000001,1299.0,2536.3000000000006
2020-04-03,1134.6000000000001,1780.4999999999998,3520.1000000000004
2020-04-04,224.0,652.6999999999999,996.1999999999999
2020-04-05,67.3,292.9000000000001,395.90000000000015
2020-04-06,581.5,1284.8999999999999,2176.5
2020-04-07,412.8,1059.9999999999998,1692.6000000000001
2020-04-08,194.20000000000002,1243.0000000000002,1541.1
2020-04-09,244.10000000000005,1102.8,1477.0999999999997
2020-04-10,116.19999999999999,805.0999999999999,983.0
2020-04-11,301.1,1235.2,1696.8999999999999
2020-04-12,192.30000000000004,822.0999999999999,1116.7
2020-04-13,82.10000000000002,237.69999999999996,364.1
2020-04-14,134.1,423.20000000000005,628.5
2020-04-15,166.7,660.7999999999998,916.2
2020-04-16,219.4,1061.1,1398.0
2020-04-17,111.90000000000002,400.8,571.6999999999999
2020-04-18,185.40000000000003,572.9,856.9
2020-04-19,133.40000000000003,484.70000000000005,689.3000000000001
2020-04-20,118.10000000000002,428.00000000000006,609.1999999999999
2020-04-21,113.89999999999998,461.80000000000007,636.5999999999999
2020-04-22,162.79999999999998,634.4,884.3000000000001
2020-04-23,306.70000000000005,865.8000000000001,1336.1999999999998
2020-04-24,290.6,1008.2000000000002,1453.6000000000001
2020-04-25,85.89999999999999,342.2999999999999,473.8
2020-04-26,204.20000000000002,685.0,998.8
2020-04-27,618.2000000000003,1123.8000000000002,2071.7
2020-04-28,173.70000000000002,554.4,820.8
2020-04-29,522.3,872.5999999999999,1673.3999999999999
2020-04-30,530.7,849.7,1662.8999999999996
2020-05-01,573.5000000000001,852.4,1731.6000000000001
2020-05-02,421.3999999999999,854.4,1500.1
2020-05-03,118.10000000000001,380.20000000000005,561.2
2020-05-04,153.50000000000003,417.79999999999995,653.6
2020-05-05,130.1,300.0,499.30000000000007
2020-05-06,195.80000000000004,578.3,878.8999999999999
2020-05-07,435.99999999999994,1164.3,1832.3000000000002
2020-05-08,332.8,1117.1000000000001,1627.6000000000001
2020-05-09,118.90000000000002,737.2999999999998,919.5999999999999
2020-05-10,155.10000000000002,486.1,723.2
2020-05-11,207.6,359.0,677.0
2020-05-12,623.7999999999998,992.4000000000001,1949.1
2020-05-13,258.59999999999997,544.5,941.4
2020-05-14,352.59999999999997,613.2,1153.9000000000003
2020-05-15,1174.2000000000003,1582.6,3383.1000000000004
2020-05-16,927.1999999999998,1388.4,2810.4999999999995
2020-05-17,537.2,930.1999999999998,1753.9
2020-05-18,525.6999999999999,946.9,1753.1999999999998
2020-05-19,613.8000000000001,1097.1000000000004,2037.8999999999999
2020-05-20,521.0000000000001,984.8999999999999,1784.1000000000001
2020-05-21,562.1,1181.1999999999998,2042.3999999999999
2020-05-22,397.4,671.1000000000001,1280.8000000000002
2020-05-23,327.9,461.2,964.3000000000002
2020-05-24,371.2,668.9,1237.8000000000002
2020-05-25,444.6,945.9000000000002,1627.5
2020-05-26,662.3999999999999,1218.0000000000002,2234.1
2020-05-27,297.7,839.3999999999999,1295.6999999999998
2020-05-28,152.2,344.2,577.2999999999998
2020-05-29,172.4,477.30000000000007,741.7999999999998
2020-05-30,192.09999999999997,487.09999999999997,781.1999999999998
2020-05-31,120.69999999999999,296.40000000000003,481.2
2020-06-01,278.4,598.2999999999998,1025.2
2020-06-02,761.3004464285715,1358.3325892857142,2524.6227678571427
2020-06-03,724.7517857142853,1620.080357142857,2728.741071428571
2020-06-04,668.4374999999999,1483.5375,2506.3125000000005
2020-06-05,612.1232142857144,1346.994642857143,2283.8839285714284
2020-06-06,555.8089285714284,1210.4517857142857,2061.455357142857
2020-06-07,499.4946428571426,1073.9089285714283,1839.0267857142858
2020-06-08,443.18035714285713,937.3660714285713,1616.5982142857142
2020-06-09,386.86607142857144,800.8232142857144,1394.1696428571427
2020-06-10,330.55178571428564,664.2803571428572,1171.7410714285713
2020-06-11,268.9352678571428,517.8745535714287,931.1986607142857
2020-06-12,268.2,641.7999999999998,1052.8
2020-06-13,181.49999999999997,452.6000000000001,731.0
2020-06-14,362.2,780.1999999999999,1335.3000000000002
2020-06-15,950.5,1411.4,2868.8
2020-06-16,731.2,1278.4999999999998,2399.6
2020-06-17,749.5999999999999,1223.6999999999998,2373.3999999999996
2020-06-18,919.3999999999999,1425.5,2835.3999999999996
2020-06-19,907.8000000000002,1159.0000000000002,2551.5
2020-06-20,730.7000000000002,1077.3999999999999,2197.399999999999
2020-06-21,618.6999999999999,827.2999999999998,1775.4
2020-06-22,1357.8000000000002,1618.0000000000002,3699.8999999999996
2020-06-23,481.0,830.4999999999999,1568.1000000000004
2020-06-24,307.20000000000005,1012.7000000000002,1483.8
2020-06-25,322.2,1128.6999999999998,1623.1
2020-06-26,726.2000000000002,1473.8999999999999,2587.9000000000005
2020-06-27,835.0000000000001,1009.8999999999997,2290.2999999999997
2020-06-28,630.8000000000001,829.1,1796.6
2020-06-29,836.9000000000001,927.8,2210.8
2020-06-30,994.8,1075.6000000000004,2600.8
2020-07-01,922.8999999999999,1071.6,2486.7000000000003
2020-07-02,1119.9,1349.7,3066.6999999999994
2020-07-03,860.9999999999999,988.7,2308.6
2020-07-04,700.0,674.7,1748.4
2020-07-05,545.9,592.6,1429.3000000000004
2020-07-06,1063.3,1176.5999999999997,2807.0
2020-07-07,1222.4,1534.9,3409.4000000000015
2020-07-08,1577.1,1248.6000000000004,3667.4999999999995
2020-07-09,1046.8,845.3000000000001,2450.5000000000005
2020-07-10,1150.3,1185.1999999999998,2949.5000000000005
2020-07-11,1181.6,1422.6000000000004,3234.2000000000007
2020-07-12,832.3000000000003,1370.8,2646.9
2020-07-13,1286.4999999999998,1587.7000000000003,3560.100000000001
2020-07-14,1372.5999999999997,1383.7999999999997,3488.6
2020-07-15,1727.0,1545.5,4193.4
2020-07-16,1227.1,1230.8000000000002,3112.2
2020-07-17,1480.2,1643.4,3912.9999999999995
2020-07-18,1043.3000000000002,1237.7000000000003,2836.8
2020-07-19,676.4000000000002,892.6,1929.9999999999998
2020-07-20,889.4000000000001,1177.4,2540.7
2020-07-21,1070.6000000000001,1406.4000000000003,3048.3999999999996
2020-07-22,1037.8,1609.1000000000004,3200.5000000000005
2020-07-23,1080.3,1616.1000000000004,3272.7999999999993
2020-07-24,1258.0,1342.4000000000003,3271.1
2020-07-25,836.6999999999999,960.0999999999999,2243.1000000000004
2020-07-26,637.6,728.6999999999998,1706.7
2020-07-27,674.8000000000001,793.9,1828.4999999999998
2020-07-28,1290.8999999999996,1407.2,3386.7000000000007
2020-07-29,1524.0,1816.1,4152.700000000001
2020-07-30,786.6000000000001,1249.1,2454.9
2020-07-31,440.5,1256.5,1932.5
2020-08-01,1002.3999999999999,1197.6999999999998,2734.0
2020-08-02,766.8,1023.3000000000001,2198.5
2020-08-03,1009.1999999999998,1235.2,2782.8000000000006
2020-08-04,1059.5,1376.6,3001.0
2020-08-05,813.4999999999999,1106.6999999999998,2354.2999999999997
2020-08-06,936.9,1291.8999999999996,2728.2
2020-08-07,987.7,2098.4000000000005,3612.7
2020-08-08,503.00000000000006,1548.6000000000001,2319.7
2020-08-09,165.0,626.1000000000001,878.7999999999998
2020-08-10,255.30000000000004,763.2,1154.7
2020-08-11,292.29999999999995,1120.4999999999998,1568.7000000000003
2020-08-12,232.89999999999998,1141.8,1497.7999999999997
2020-08-13,488.09999999999997,1173.2,1921.3000000000002
2020-08-14,1136.1999999999998,1668.6000000000001,3410.7
2020-08-15,1016.4,1563.4000000000003,3122.3999999999996
2020-08-16,551.1999999999999,1261.6999999999998,2106.8999999999996
2020-08-17,1063.1999999999998,1745.5000000000002,3375.6999999999994
2020-08-18,946.5999999999999,1306.2999999999997,2757.9
2020-08-19,340.19999999999993,617.8000000000001,1139.5
2020-08-20,768.0000000000001,1210.7,2388.1999999999994
