MeasurementDateGMT,Wandsworth - Putney High Street Facade: Nitric Oxide (ug/m3),Wandsworth - Putney High Street Facade: Nitrogen Dioxide (ug/m3),Wandsworth - Putney High Street Facade: Oxides of Nitrogen (ug/m3)
2018-02-06,3744.615754923414,3130.2525164113786,8870.866083150986
2018-02-07,3864.920350109409,3233.667833698031,9158.677024070026
2018-02-08,3985.2249452954043,3337.083150984683,9446.48796498906
2018-02-09,4105.5295404814005,3440.4984682713352,9734.298905908097
2018-02-10,4225.8341356673955,3543.913785557987,10022.109846827136
2018-02-11,4346.13873085339,3647.3291028446392,10309.920787746172
2018-02-12,4466.443326039387,3750.7444201312915,10597.731728665207
2018-02-13,4586.747921225384,3854.1597374179437,10885.542669584247
2018-02-14,4707.052516411379,3957.5750547045955,11173.353610503284
2018-02-15,3660.3518599562362,3409.0728665207876,9021.30919037199
2018-02-16,2597.8000000000006,2589.8,6572.700000000002
2018-02-17,2043.8,2291.899999999999,5425.599999999999
2018-02-18,1268.1000000000001,1584.6999999999998,3529.2999999999997
2018-02-19,3005.5000000000005,2296.7000000000003,6905.2
2018-02-20,1472.3,1427.1000000000001,3684.6999999999994
2018-02-21,2050.1000000000004,2068.5999999999995,5212.399999999999
2018-02-22,935.9,1383.6,2819.1
2018-02-23,958.9999999999999,1468.4,2938.9000000000005
2018-02-24,785.0000000000001,1297.1999999999998,2500.9999999999995
2018-02-25,621.0,974.8999999999999,1927.3999999999999
2018-02-26,872.0,1278.8,2616.4
2018-02-27,1534.1,1973.9999999999998,4326.000000000001
2018-02-28,848.6,1342.9,2644.3999999999996
2018-03-01,662.6000000000001,1019.2000000000002,2035.2999999999997
2018-03-02,751.9,1189.9,2342.8999999999996
2018-03-03,796.4000000000001,1350.1,2571.4999999999995
2018-03-04,716.6,1120.4,2218.8000000000006
2018-03-05,914.3,1135.8000000000002,2537.5
2018-03-06,1752.3999999999999,1988.3999999999999,4675.400000000001
2018-03-07,2936.3999999999996,2742.5,7244.700000000001
2018-03-08,1624.9,1847.7999999999997,4339.6
2018-03-09,999.8000000000002,1445.3000000000002,2978.1
2018-03-10,1179.1,1450.1,3258.2999999999997
2018-03-11,883.4999999999999,1526.4,2880.5999999999995
2018-03-12,1797.1,1691.8999999999999,4447.599999999999
2018-03-13,2167.3000000000006,1903.5999999999995,5226.900000000001
2018-03-14,421.8999999999999,668.2999999999998,1314.2000000000003
2018-03-15,516.8,873.3,1666.3000000000002
2018-03-16,1726.3999999999999,2026.4999999999998,4673.4
2018-03-17,613.7,922.1999999999999,1863.3999999999999
2018-03-18,583.9000000000002,902.5000000000001,1797.7
2018-03-19,487.0999999999999,610.3000000000001,1356.9
2018-03-20,877.7,834.5,2180.2000000000003
2018-03-21,1781.1,1470.9,4202.3
2018-03-22,2387.6000000000004,2543.7000000000003,6204.799999999998
2018-03-23,1422.1000000000004,1661.55,3821.7
2018-03-24,1085.6,1167.2,2831.9999999999995
2018-03-25,1826.9999999999998,1813.4000000000003,4614.6
2018-03-26,2597.0,2637.3,6619.000000000001
2018-03-27,1646.3,1539.9000000000003,4064.5999999999995
2018-03-28,2421.6,2271.6,5983.800000000001
