MeasurementDateGMT,Greenwich - Westhorne Avenue: Nitric Oxide (ug/m3),Greenwich - Westhorne Avenue: Nitrogen Dioxide (ug/m3),Greenwich - Westhorne Avenue: Oxides of Nitrogen (ug/m3),Greenwich - Westhorne Avenue: Ozone (ug/m3),Greenwich - Westhorne Avenue: PM10 Particulate (ug/m3),Greenwich - Westhorne Avenue: PM2.5 Particulate (ug/m3)
2018-03-25,1316.8,1449.1999999999998,3467.9,423.40000000000003,935.3999999999999,670.65
2018-03-26,686.3000000000002,1373.6,2426.2999999999997,682.0999999999999,487.9,229.39999999999998
2018-03-27,200.8,644.4,952.4000000000001,1242.5999999999997,223.3,79.1
2018-03-28,459.4,1233.1,1937.8000000000002,882.1,250.2,101.10000000000002
2018-03-29,932.3000000000002,1106.7000000000005,2535.8999999999996,973.8000000000001,312.5999999999999,108.50000000000003
2018-03-30,618.9999999999999,1169.9000000000003,2119.6000000000004,842.5000000000001,315.5,159.19999999999996
2018-03-31,198.8,642.5000000000001,946.9000000000002,1018.6,219.49999999999997,111.0
2018-04-01,217.59999999999994,693.1999999999999,1027.3999999999999,1128.7999999999997,360.40000000000003,218.8
2018-04-02,176.89999999999998,452.7999999999999,724.0000000000001,1333.0999999999997,243.7,116.3
2018-04-03,260.29999999999995,603.7,1003.0000000000001,1331.1000000000001,337.8,128.9
2018-04-04,243.4,505.0,877.8999999999999,1535.2,327.29999999999995,116.5
2018-04-05,232.89999999999995,614.1999999999999,971.5000000000001,1394.7999999999997,203.6,87.79999999999998
2018-04-06,993.1,1195.3999999999999,2717.5,1017.3000000000002,587.0,294.9000000000001
2018-04-07,562.2000000000002,1026.2999999999997,1888.4000000000003,831.5999999999999,671.3000000000001,400.3
2018-04-08,311.40000000000003,1013.7,1491.0,638.8000000000001,496.59999999999985,353.7
2018-04-09,846.8,1276.1999999999996,2574.1,428.30000000000007,703.8999999999999,532.9000000000001
2018-04-10,1267.3,1736.1000000000004,3679.4999999999995,370.5999999999999,915.8000000000001,659.5
2018-04-11,597.6,1107.8,2023.8999999999999,253.70000000000002,1205.6999999999998,998.3
2018-04-12,332.4,793.6999999999999,1303.3000000000002,486.0,864.4999999999999,731.2000000000002
2018-04-13,354.50000000000006,883.2,1426.8999999999999,660.4,658.1,488.4000000000001
2018-04-14,671.6,1220.7999999999997,2250.7999999999997,620.3000000000001,1004.4000000000001,816.3000000000001
2018-04-15,295.3,773.9000000000003,1227.3999999999999,1001.1,700.8,515.0999999999999
2018-04-16,251.3,682.2,1067.3,1412.3000000000002,453.7999999999999,148.70000000000002
2018-04-17,281.3,684.8000000000001,1116.7,1497.6000000000004,404.59999999999997,147.90000000000003
2018-04-18,715.8,1293.8,2391.9,842.3000000000001,583.5999999999999,309.1000000000001
2018-04-19,1208.3,1814.3,3667.2000000000003,878.8,949.6000000000003,629.2000000000002
2018-04-20,752.0000000000001,1428.2000000000003,2581.4,930.3000000000001,861.6,553.8
2018-04-21,785.9000000000001,1598.9000000000003,2804.2000000000003,551.8999999999999,1217.2,890.5999999999999
2018-04-22,235.9,733.1,1094.5,1396.6000000000001,903.1999999999999,589.5
2018-04-23,32.7,297.2,347.4,1550.3000000000004,235.20000000000005,82.10000000000001
2018-04-24,152.3,432.70000000000005,665.9000000000001,1274.9999999999998,276.8,105.60000000000001
2018-04-25,101.8,293.5,449.20000000000005,1512.7,199.4,61.099999999999994
2018-04-26,91.3,441.9,581.8,1466.3,287.90000000000003,85.89999999999999
2018-04-27,942.2,1312.7,2757.0000000000005,720.3000000000001,457.80000000000007,207.50000000000003
2018-04-28,129.49999999999997,838.3,1036.8,875.4000000000001,292.7999999999999,182.49999999999997
2018-04-29,105.29999999999998,527.9,689.1999999999999,1379.5,220.9,104.8
2018-04-30,68.39999999999999,604.8,709.8,1369.8999999999999,265.2,96.2
2018-05-01,198.89999999999995,713.9000000000001,1019.0000000000001,1256.7,290.8,138.2
2018-05-02,389.9,733.3000000000001,1330.8,1347.1000000000001,245.29999999999993,94.70000000000002
2018-05-03,587.2999999999997,975.5999999999998,1876.2,955.1999999999999,385.00000000000006,188.70000000000002
2018-05-04,740.5,1294.2,2429.4999999999995,925.2,578.1,312.1
2018-05-05,851.3000000000002,1739.2,3044.5000000000005,939.6,755.0,486.7
2018-05-06,613.7,1769.6999999999998,2710.7999999999997,931.5999999999999,963.9000000000001,749.0
2018-05-07,762.9000000000002,1942.6000000000001,3112.4,1007.9,1110.6,870.1
2018-05-08,745.0999999999999,1092.3999999999999,2235.1999999999994,1276.6999999999998,806.1999999999998,574.4
2018-05-09,251.2,705.1000000000001,1090.0,1154.1,466.40000000000003,212.2
2018-05-10,65.7,520.1,621.1,1468.2999999999997,313.69999999999993,138.20000000000002
2018-05-11,527.8000000000002,1013.3000000000001,1822.3,1206.4999999999995,481.8,265.30000000000007
2018-05-12,237.8,898.0,1262.3999999999999,1109.6,366.50000000000006,214.49999999999997
2018-05-13,677.6999999999999,939.1999999999999,1978.0000000000005,860.3999999999999,524.6000000000001,351.90000000000003
2018-05-14,336.80000000000007,724.1999999999999,1240.3000000000002,1259.7,321.79999999999995,172.10000000000005
2018-05-15,108.4,732.4000000000001,898.4999999999998,1612.4,425.90000000000003,237.60000000000002
2018-05-16,136.2,638.4,846.9000000000001,1297.1999999999998,460.30000000000007,200.8
2018-05-17,441.3,929.9000000000001,1606.6000000000001,1076.6000000000001,500.00000000000006,200.3
2018-05-18,575.6,1209.6000000000001,2092.2999999999997,827.6999999999999,487.9,225.70000000000002
2018-05-19,680.6,1265.6,2309.1,803.4000000000001,624.3000000000001,358.2
2018-05-20,494.29999999999995,1104.1000000000001,1862.0,904.5,730.8,462.90000000000003
2018-05-21,647.3000000000001,1588.9000000000003,2581.3999999999996,832.6000000000003,863.2,600.1000000000001
2018-05-22,111.1,656.0000000000001,826.3000000000002,1569.6,633.3999999999999,392.6
2018-05-23,142.3,680.2000000000002,897.9999999999999,1703.6000000000001,605.1999999999999,357.3999999999999
2018-05-24,317.5999999999999,1016.0,1502.9,885.2999999999998,752.2,497.4000000000001
2018-05-25,424.9,1209.3,1860.8000000000002,1044.4,759.2000000000002,587.0
2018-05-26,407.85,1350.1000000000004,1975.3999999999996,1367.8,1157.9,892.2
2018-05-27,438.3,1226.8,1899.2999999999995,1025.7,952.9,654.6
2018-05-28,218.90000000000006,910.3000000000001,1245.7,1065.3000000000002,1003.6,760.9000000000001
2018-05-29,158.7,801.3000000000001,1044.6,1297.3999999999999,635.1,511.9
2018-05-30,739.0,1256.1000000000001,2388.6,791.5999999999999,583.4999999999999,425.30000000000007
2018-05-31,1017.8,1660.9000000000003,3220.999999999999,669.2,1002.3000000000001,806.7
2018-06-01,352.40000000000003,953.6,1494.2999999999997,901.4000000000002,571.1,441.50000000000006
2018-06-02,23.7,373.5000000000001,410.0,1269.5999999999997,273.1,182.50000000000003
2018-06-03,297.6,965.2,1421.1,1030.6000000000001,413.0000000000001,242.9
2018-06-04,449.74999999999994,1012.1500000000001,1702.3000000000002,1000.0500000000001,510.00000000000006,365.1
2018-06-05,600.2000000000002,1136.6999999999998,2056.9,935.2,394.6,224.59999999999997
2018-06-06,528.6,1099.5,1909.9999999999995,877.3000000000001,556.1,268.9000000000001
2018-06-07,638.8,1207.2,2187.1,797.6,506.6,303.7
2018-06-08,495.6,1024.5,1785.3000000000002,889.9999999999999,474.20000000000005,277.5
2018-06-09,459.5,1033.7,1737.9999999999995,1013.7999999999998,502.2000000000001,313.1
2018-06-10,377.8,895.7000000000002,1475.3,988.0000000000002,425.9,279.6
2018-06-11,848.2000000000002,1186.0,2486.2,671.1999999999999,374.20000000000005,209.10000000000002
2018-06-12,513.3,943.6000000000001,1730.4,765.5,329.4,206.30000000000004
2018-06-13,495.79999999999995,840.8999999999999,1600.8999999999999,980.2999999999998,276.4,157.1
2018-06-14,309.45413533834585,523.0142857142857,997.2503759398495,1100.4999999999998,297.5,190.8
2018-06-15,371.09774436090237,625.6285714285714,1194.0270676691728,1118.7,350.70000000000005,186.6
2018-06-16,359.8375939849626,662.657142857143,1213.9488721804512,1153.7,233.99999999999997,115.6
2018-06-17,348.5774436090226,699.6857142857143,1233.8706766917292,1211.4999999999998,188.1,93.60000000000002
2018-06-18,337.31729323308264,736.7142857142858,1253.7924812030074,1081.0,198.7,92.89999999999999
2018-06-19,326.05714285714276,773.7428571428571,1273.7142857142858,665.9999999999999,120.19999999999997,62.7
2018-06-20,314.79699248120306,810.7714285714286,1293.636090225564,447.19999999999993,179.8,105.20000000000002
2018-06-21,303.536842105263,847.8,1313.5578947368422,1189.2,236.10000000000002,87.30000000000001
2018-06-22,292.27669172932326,884.8285714285714,1333.4796992481201,987.7,317.00000000000006,143.8
2018-06-23,281.0165413533835,921.8571428571428,1353.4015037593986,1299.6000000000001,278.29999999999995,159.70000000000002
2018-06-24,269.7563909774437,958.8857142857142,1373.3233082706765,1017.3999999999997,392.40000000000003,268.19999999999993
2018-06-25,261.37518796992475,1099.1642857142856,1500.5977443609024,1556.1,427.84999999999997,277.15
2018-06-26,722.2,1333.3999999999999,2440.4999999999995,851.4,446.6000000000001,263.99999999999994
2018-06-27,699.4,1103.0,2175.7,891.8,430.90000000000003,234.29999999999998
2018-06-28,526.8999999999999,1166.3,1974.5000000000002,961.1000000000001,500.6,298.2
2018-06-29,564.1,1139.3,2004.7000000000003,969.1000000000001,455.9,295.9
2018-06-30,467.1,1174.3,1890.0000000000002,1192.4999999999998,410.5,232.40000000000003
2018-07-01,338.70000000000005,1447.5999999999997,1967.1999999999998,1354.9,509.5999999999999,304.00000000000006
2018-07-02,652.0,1448.9,2448.4999999999995,1184.3,425.74999999999994,218.45000000000002
2018-07-03,573.3000000000001,1105.0,1983.9999999999998,1188.1,371.70000000000005,189.5
2018-07-04,624.7,1186.1,2143.7,1005.4999999999999,446.4,248.20000000000005
2018-07-05,266.3,991.7000000000002,1400.0,1368.3,594.3999999999997,428.3
2018-07-06,306.80000000000007,1143.4999999999998,1613.9,1309.5,613.7,479.2
2018-07-07,132.89999999999998,798.5999999999998,1002.3000000000001,1643.7999999999997,670.6000000000001,546.5999999999999
2018-07-08,315.6,1165.1,1649.3,1178.6999999999996,438.8,313.59999999999997
2018-07-09,439.70000000000005,1025.3000000000002,1700.0999999999997,839.2999999999998,417.1000000000001,245.9
2018-07-10,213.20000000000005,537.5,864.9000000000001,869.3,269.3,116.90000000000002
2018-07-11,306.1,771.8,1241.3000000000002,909.9,357.8999999999999,205.8
2018-07-12,559.6,1222.0000000000002,2080.2999999999997,719.2,482.3,313.79999999999995
2018-07-13,680.3000000000001,1236.6,2279.8999999999996,868.4,491.5,308.7
2018-07-14,377.69999999999993,1043.1,1622.4,1257.6000000000001,360.29999999999995,255.9
2018-07-15,162.50000000000003,773.8000000000001,1022.7999999999998,1543.6999999999998,351.00000000000006,237.29999999999995
2018-07-16,267.20000000000005,843.9,1253.8999999999999,1289.4,345.95,225.5
2018-07-17,77.6,338.20000000000005,457.1,1184.1000000000001,215.49999999999994,97.7
2018-07-18,321.7,851.0,1344.3999999999999,984.3000000000002,272.49999999999994,141.19999999999996
2018-07-19,710.1,1300.3,2389.0,709.6999999999999,346.8,208.29999999999998
2018-07-20,529.8000000000001,1118.9,1931.5,1171.6000000000004,364.5,253.59999999999997
2018-07-21,79.80000000000001,679.4,801.9999999999998,1835.9999999999998,436.70000000000005,340.59999999999997
2018-07-22,60.9,560.1999999999999,653.2999999999998,1272.2,322.70000000000005,220.1
2018-07-23,178.7,707.2000000000002,980.4999999999999,1121.9,323.8,183.6
2018-07-24,161.4,614.0,861.6999999999999,1213.2000000000003,324.09999999999997,207.50000000000003
2018-07-25,331.3,1082.0,1589.7999999999997,1039.1999999999998,484.19999999999993,314.1
2018-07-26,510.8999999999999,1140.8,1924.3000000000002,1308.8999999999999,680.8500000000001,541.4
2018-07-27,201.39999999999998,865.1,1174.1,1259.1000000000001,568.5499999999998,354.4
2018-07-28,88.6,298.29999999999995,434.0000000000001,1059.4999999999998,275.09999999999997,146.5
2018-07-29,92.60000000000001,234.10000000000002,375.99999999999994,881.5000000000001,156.5,75.4
2018-07-30,260.0,402.2000000000001,801.3,542.0,181.00000000000003,91.7
2018-07-31,210.20000000000002,551.9,874.5,816.3999999999999,207.69999999999996,111.80000000000001
2018-08-01,248.90000000000003,656.7999999999998,1038.5,862.1,237.79999999999998,127.19999999999997
2018-08-02,213.39999999999998,656.1499999999999,983.05,868.7,271.54999999999995,165.9
2018-08-03,492.30000000000007,965.0999999999999,1719.9999999999998,1052.9,429.8,263.79999999999995
2018-08-04,161.79999999999998,633.9999999999999,882.1,812.2000000000002,235.65000000000006,162.05
2018-08-05,384.2999999999999,922.9,1512.2,757.0,272.50000000000006,175.29999999999998
2018-08-06,383.5,1028.7,1616.6999999999998,1230.3000000000002,383.19999999999993,262.6
2018-08-07,248.80000000000004,936.9000000000001,1318.1999999999998,1348.3000000000004,406.04999999999995,281.90000000000003
2018-08-08,83.7,403.49999999999994,531.9,1053.3000000000002,199.40000000000003,93.7
2018-08-09,441.7999999999999,937.9000000000001,1615.3000000000002,368.49999999999994,282.50000000000006,171.5
2018-08-10,307.30000000000007,589.1999999999999,1059.9,603.9999999999999,182.69999999999996,76.10000000000001
2018-08-11,475.7,681.1,1410.5,648.3000000000001,244.09999999999997,120.00000000000001
2018-08-12,136.0,437.8,646.5,873.4,188.79999999999995,108.7
2018-08-13,68.60000000000001,418.80000000000007,523.8000000000001,685.8,218.20000000000002,124.99999999999999
2018-08-14,61.59999999999998,398.29999999999995,492.40000000000003,853.6,203.1,116.9
2018-08-15,88.19999999999999,357.84999999999997,492.6000000000001,901.0000000000001,228.6,140.04999999999998
2018-08-16,298.50000000000006,581.8000000000001,1039.3,478.3999999999999,210.6,133.4
2018-08-17,380.2,495.99999999999994,1079.3999999999996,549.0,207.49999999999997,144.60000000000002
2018-08-18,104.9,349.29999999999995,510.0,710.5999999999999,206.39999999999995,148.50000000000003
2018-08-19,72.80000000000001,295.90000000000003,407.40000000000003,641.8,207.49999999999997,133.29999999999998
2018-08-20,186.9,502.8,789.0000000000001,475.9,211.10000000000002,157.9
2018-08-21,246.0,644.1,1021.0999999999999,611.1999999999999,192.19999999999993,119.49999999999999
2018-08-22,251.10000000000002,620.1999999999999,1005.2,392.6,279.90000000000003,204.0
2018-08-23,151.30000000000007,406.90000000000003,638.8000000000001,621.6999999999999,215.10000000000002,139.20000000000002
2018-08-24,59.400000000000006,335.6000000000001,426.3999999999999,857.6000000000003,178.10000000000002,63.90000000000002
2018-08-25,514.2,659.8,1448.2,623.1000000000001,201.9,130.99999999999997
2018-08-26,410.69999999999993,527.9,1157.7999999999997,603.2000000000002,200.39999999999995,137.6
2018-08-27,27.500000000000004,237.20000000000005,279.0,793.8999999999999,134.6,85.60000000000001
2018-08-28,669.9999999999999,969.4,1996.9999999999993,434.0,239.60000000000002,186.70000000000002
2018-08-29,307.29999999999995,911.3,1382.1,353.6,285.20000000000005,197.5
2018-08-30,660.9,1060.3,2073.9,383.0,324.70000000000005,224.60000000000002
2018-08-31,1172.2000000000003,1339.8,3136.5,307.3,452.7,333.09999999999997
2018-09-01,704.3,1058.5000000000002,2138.0999999999995,756.5,407.0,309.3
2018-09-02,523.6000000000001,1120.3999999999999,1923.3999999999996,851.7,485.9000000000001,387.1
2018-09-03,891.9999999999998,1422.2,2790.5000000000005,703.3,540.9000000000001,421.30000000000007
2018-09-04,255.25000000000003,928.5999999999999,1320.0000000000002,820.4999999999999,388.09999999999997,303.29999999999995
2018-09-05,290.7999999999999,929.4,1375.2000000000003,761.4,348.1,248.39999999999995
2018-09-06,185.89999999999998,680.8,966.1,692.3000000000002,347.3,263.8
2018-09-07,93.30000000000001,578.4,721.5,813.6,189.60000000000002,90.8
2018-09-08,255.00000000000003,735.5,1125.8,693.0000000000001,187.89999999999995,124.69999999999997
2018-09-09,75.5,464.8,581.0000000000001,1082.3000000000002,209.90000000000006,141.4
2018-09-10,75.9,401.6,518.0,1029.3000000000002,199.00000000000003,121.10000000000002
2018-09-11,165.80000000000004,433.0,687.5000000000001,857.4999999999999,219.4,152.80000000000004
2018-09-12,766.9000000000001,996.8000000000002,2172.2999999999997,545.4000000000001,244.00000000000003,153.10000000000002
2018-09-13,1201.8000000000002,980.9000000000003,2823.9000000000005,404.5,324.2,240.9
2018-09-14,342.30000000000007,718.1,1243.3,670.3,193.29999999999998,104.4
2018-09-15,167.8,616.3000000000002,873.9000000000001,768.2,260.00000000000006,167.5
2018-09-16,151.59999999999997,529.8000000000001,762.1999999999998,1089.6999999999998,248.89999999999995,137.99999999999997
2018-09-17,255.49999999999997,688.6000000000001,1080.9,1197.8,277.7,179.20000000000005
2018-09-18,137.5,443.0999999999999,653.9,1204.1999999999998,253.0,159.09999999999997
2018-09-19,163.89999999999998,394.20000000000005,645.5999999999998,1045.1000000000001,309.0,167.2
2018-09-20,235.19999999999996,388.0,748.5000000000001,1097.0,299.99999999999994,175.59999999999997
2018-09-21,19.2,225.99999999999997,255.4,1178.9999999999998,127.79999999999998,54.20000000000002
2018-09-22,355.90000000000003,729.6999999999999,1275.4000000000003,745.2000000000002,176.99999999999997,101.10000000000001
2018-09-23,445.3,718.0,1400.5,709.0999999999999,174.85,111.0
2018-09-24,1460.6000000000001,1167.8999999999999,3407.3999999999996,274.09999999999997,253.60000000000002,218.0
2018-09-25,1548.3000000000002,1200.9999999999998,3574.7999999999997,419.29999999999995,308.59999999999997,251.70000000000005
2018-09-26,1097.8,1305.6999999999998,2989.0000000000005,492.5,349.15,277.8
2018-09-27,1955.6000000000006,1567.0999999999997,4565.400000000001,562.0000000000001,511.1,388.70000000000005
2018-09-28,563.3999999999999,1025.4,1889.8999999999999,536.1999999999999,261.6,135.0
2018-09-29,1457.3000000000002,1285.7,3520.2,369.20000000000005,406.3999999999999,294.8
2018-09-30,341.0,733.4999999999999,1256.2999999999997,701.4000000000001,302.29999999999995,193.59999999999997
2018-10-01,145.39999999999998,660.7,883.5000000000001,776.1999999999999,172.70000000000002,88.7
2018-10-02,28.700000000000003,368.4,412.5,976.9000000000001,208.50000000000009,69.69999999999999
2018-10-03,975.8,911.2,2407.7,459.5,292.4,180.59999999999997
2018-10-04,720.2,846.1,1950.4999999999998,202.1,377.8,249.60000000000002
2018-10-05,1585.1,1367.4000000000003,3797.7000000000003,227.10000000000005,568.1999999999998,433.3
2018-10-06,558.8999999999997,810.4999999999999,1667.1,626.4,289.6333333333333,193.6
2018-10-07,467.8,815.1,1532.2,607.4,178.66666666666669,158.6
2018-10-08,1205.9,1156.9999999999998,3006.0000000000005,473.6,184.99999999999997,184.20000000000002
2018-10-09,1289.2,1371.6000000000001,3348.5,528.6,321.90000000000003,277.59999999999997
2018-10-10,1433.4999999999998,1659.5,3857.6,240.5,955.4000000000001,891.3000000000002
2018-10-11,276.35,525.1,949.0000000000001,1038.3500000000001,232.55000000000004,164.09999999999997
2018-10-12,181.20000000000002,350.29999999999995,628.5,1274.6,197.29999999999998,94.09999999999998
2018-10-13,129.69999999999996,339.2,539.0,1295.5,202.20000000000002,146.6
2018-10-14,96.80000000000003,564.9000000000001,713.4,1006.8999999999997,123.8,58.49999999999999
2018-10-15,579.8999999999999,1034.1,1923.2000000000003,310.3,390.49999999999994,229.5
2018-10-16,589.5999999999999,768.2000000000002,1672.6000000000001,459.3,500.3500000000001,303.09999999999997
2018-10-17,804.0999999999999,1101.3999999999999,2334.7,239.50000000000003,334.05,206.70000000000002
2018-10-18,887.2,1283.4,2643.4999999999995,189.99999999999997,311.84999999999997,222.1
2018-10-19,2323.9999999999995,1469.3000000000002,5032.799999999999,123.00000000000001,539.35,386.50000000000006
2018-10-20,1929.3000000000002,1324.1,4282.2,157.59999999999997,690.7,553.6
