MeasurementDateGMT,City of London - The Aldgate School: Nitric Oxide (ug/m3),City of London - The Aldgate School: Nitrogen Dioxide (ug/m3),City of London - The Aldgate School: Oxides of Nitrogen (ug/m3),City of London - The Aldgate School: PM10 Particulate (ug/m3),City of London - The Aldgate School: PM2.5 Particulate (ug/m3)
2018-03-16,208.20000000000002,757.6999999999999,1076.6,473.0,229.0
2018-03-17,126.00000000000001,436.6,629.9999999999999,435.0,254.0
2018-03-18,109.7,485.9,653.7999999999998,661.0,448.0
2018-03-19,106.89999999999999,490.9999999999999,655.3000000000001,521.0,263.0
2018-03-20,148.39999999999998,605.4000000000001,832.8,466.0,194.0
2018-03-21,645.5999999999998,1353.4999999999998,2343.2999999999997,639.0,311.0
2018-03-22,205.39999999999998,975.0999999999999,1289.9,535.0,276.0
2018-03-23,78.10000000000001,585.7,705.1,515.0,201.0
2018-03-24,182.4,867.5999999999999,1147.0000000000002,767.0,216.0
2018-03-25,242.29999999999995,867.3999999999999,1239.0000000000002,812.0,216.0
2018-03-26,240.6,1009.1,1377.7999999999997,467.0,189.0
2018-03-27,294.6571428571429,1080.3142857142855,1532.242857142857,229.33333333333334,195.33333333333334
2018-03-28,400.34285714285716,1401.1357142857141,2014.4071428571426,266.6666666666667,269.66666666666663
2018-03-29,173.29999999999995,757.9999999999999,1023.3000000000001,367.0,252.69747899159665
2018-03-30,85.2,608.8000000000001,739.6000000000001,374.0,180.30252100840326
2018-03-31,92.80000000000001,487.3,629.9000000000001,299.0,219.02521008403357
2018-04-01,71.0,505.7,614.8,362.0,257.747899159664
2018-04-02,69.1,447.70000000000005,553.4000000000002,381.0,296.47058823529414
2018-04-03,72.8,431.4999999999999,543.3,431.0,275.75630252100837
2018-04-04,75.00000000000001,407.30000000000007,522.4000000000001,390.0,203.0
2018-04-05,192.39999999999998,548.0,843.1999999999997,294.0,187.0
2018-04-06,96.1,579.9,726.8999999999999,452.0,279.0
2018-04-07,297.5,873.3999999999997,1329.9000000000005,708.0,497.0
2018-04-08,111.29999999999998,706.1999999999998,877.0999999999999,502.0,415.0
2018-04-09,341.90000000000003,953.1999999999999,1477.7,603.0,542.0
2018-04-10,366.5,996.0000000000002,1557.6,835.0,693.0
2018-04-11,253.60000000000002,708.3,1096.6999999999998,1048.6315789473686,1012.0
2018-04-12,298.3,643.9,1101.3000000000002,904.3684210526317,885.0
2018-04-13,320.2,893.8,1384.5,586.0,548.0
2018-04-14,307.0999999999999,1053.4000000000003,1523.8999999999999,895.0,857.0
2018-04-15,149.49999999999997,736.0000000000001,965.3000000000001,640.0,599.0
2018-04-16,81.4,516.2,641.0,488.0,209.0
2018-04-17,75.9,430.3999999999999,546.8000000000001,382.0,244.0
2018-04-18,248.9,892.5999999999999,1274.3000000000002,535.0,369.5
2018-04-19,851.9268041237113,1599.6030927835052,2905.901030927835,983.5,710.0
2018-04-20,416.2020618556702,1193.1463917525775,1830.9154639175258,839.0,548.0
2018-04-21,339.59999999999997,996.0,1515.6000000000001,1069.0,872.0
2018-04-22,262.99793814432985,798.8536082474227,1200.2845360824742,695.0,562.0
2018-04-23,147.87319587628863,579.5969072164949,805.1989690721649,334.0,230.0
2018-04-24,66.99999999999999,465.4,568.5,295.5,207.0
2018-04-25,92.0,590.8999999999999,731.7000000000002,328.0,210.0
2018-04-26,113.4,582.1,756.5000000000001,383.0,165.0
2018-04-27,203.49999999999997,916.8999999999999,1229.3000000000002,377.0,255.0
2018-04-28,177.60000000000002,643.0,915.7,309.0,244.0
2018-04-29,96.40000000000002,293.99999999999994,441.79999999999995,259.0,139.0
2018-04-30,156.7,622.9000000000001,863.4999999999999,348.0,231.0
2018-05-01,181.49999999999994,734.5000000000001,1012.8,338.0,192.5
2018-05-02,125.99999999999999,801.5999999999999,995.1,295.0,145.0
2018-05-03,366.69999999999993,997.0999999999999,1559.3999999999999,449.0,215.0
2018-05-04,267.4,1015.3000000000001,1425.4,576.0,316.0
2018-05-05,379.7818181818182,1077.381818181818,1659.4,645.0,403.0
2018-05-06,196.51948051948054,657.8337662337663,958.6285714285714,752.0,571.0
2018-05-07,121.71428571428572,624.1714285714286,810.5142857142857,816.0,952.0869565217392
2018-05-08,63.284415584415605,641.912987012987,738.9571428571428,919.0,801.6521739130435
2018-05-09,284.70000000000005,765.6,1202.8,518.0,688.9565217391304
2018-05-10,168.49999999999994,775.2000000000003,1034.0,437.0,576.2608695652173
2018-05-11,109.3,678.8,846.8000000000001,497.0,337.04347826086956
2018-05-12,115.6,845.1,1022.3999999999999,329.0,202.0
2018-05-13,154.70000000000002,805.5,1043.2,418.0,257.0
2018-05-14,160.09999999999997,456.6,702.6999999999999,349.0,140.0
2018-05-15,146.99999999999997,494.6,720.4000000000001,432.0,211.0
2018-05-16,109.4,351.5999999999999,519.1,523.0,193.0
2018-05-17,146.4,434.30000000000007,659.1000000000001,537.0,253.0
2018-05-18,209.29999999999995,757.4,1078.1,542.0,242.0
2018-05-19,271.1,909.8,1325.4000000000003,667.0,357.0
2018-05-20,193.39999999999998,851.8,1148.9,751.0,509.0
2018-05-21,271.00000000000006,1100.3,1515.7999999999997,921.0,607.0588235294117
2018-05-22,141.4,505.70000000000005,722.1999999999999,794.0,456.4411764705882
2018-05-23,133.39999999999998,467.99999999999994,672.1999999999999,826.0,447.0
2018-05-24,307.3,911.3000000000001,1382.1000000000001,904.0,575.0
2018-05-25,360.4,1148.0,1700.4,747.0,583.5
2018-05-26,87.89999999999999,652.0,786.7,1046.0,839.0
2018-05-27,91.60000000000001,658.3,799.3,786.0,514.0
2018-05-28,126.5,641.3999999999999,835.0999999999998,985.0,708.0
2018-05-29,116.80000000000003,562.4999999999999,741.6,557.0,492.0
2018-05-30,261.2,941.5999999999999,1341.9000000000003,614.5,425.0
2018-05-31,265.2,1115.7,1522.2999999999995,1062.0,764.0
2018-06-01,167.59999999999997,972.9000000000001,1229.7999999999997,648.0,466.0
2018-06-02,110.1,756.2000000000002,924.2999999999998,362.0,232.0
2018-06-03,143.9,775.0999999999999,995.4999999999999,385.0,200.0
2018-06-04,148.79999999999998,517.5,746.2000000000002,476.0,303.0
2018-06-05,119.60000000000002,382.99999999999994,565.8,520.0,255.0
2018-06-06,221.99999999999997,625.5,966.4999999999999,769.0,340.0
2018-06-07,201.20000000000002,667.8,975.8999999999999,634.0,479.0
2018-06-08,194.60000000000002,608.5999999999999,906.9,635.0,295.0
2018-06-09,114.60000000000001,521.3000000000001,696.9999999999999,587.0,287.0
2018-06-10,100.80000000000001,429.59999999999997,584.2,500.0,332.0
2018-06-11,268.9,626.8000000000001,1038.9,424.0,210.0
2018-06-12,204.89999999999998,517.6999999999999,831.9,445.0,234.0
2018-06-13,221.10000000000002,721.2,1060.8999999999999,453.5,235.0
2018-06-14,170.70000000000002,661.8000000000001,923.2,530.0,252.0
2018-06-15,237.90000000000003,824.0,1188.3,509.0,223.0
2018-06-16,88.49999999999999,456.7,592.9999999999999,362.0,141.0
2018-06-17,52.199999999999996,276.19999999999993,356.0999999999999,328.0,163.0
2018-06-18,136.2,491.3999999999999,699.9999999999999,402.0,229.0
2018-06-19,201.50000000000003,442.30000000000007,751.5999999999999,328.0,150.0
2018-06-20,223.59999999999997,444.6,786.9,384.0,151.0
2018-06-21,250.7,551.6999999999999,936.1999999999999,461.0,230.0
2018-06-22,181.10000000000002,551.3999999999999,829.1,465.0,274.0
2018-06-23,143.99999999999997,648.0000000000001,869.3000000000002,484.0,221.0
2018-06-24,97.00000000000001,631.5000000000001,780.5,457.0,273.5
2018-06-25,181.9,913.2999999999998,1191.9999999999998,581.0,310.0
2018-06-26,261.09999999999997,857.0000000000001,1257.3999999999999,594.0,285.0
2018-06-27,197.4,632.3000000000001,934.8999999999999,597.0,281.0
2018-06-28,158.99999999999994,472.09999999999997,715.9999999999998,680.0,368.0
2018-06-29,148.89999999999998,507.09999999999997,735.9,572.0,266.0
2018-06-30,107.6,409.0999999999999,574.3000000000002,520.0,230.0
2018-07-01,88.10000000000002,545.4000000000001,680.4000000000002,657.0,324.0
2018-07-02,130.34999999999997,544.65,744.8500000000001,520.0,176.5
2018-07-03,129.9,532.0999999999999,731.2999999999998,488.0,189.0
2018-07-04,188.09999999999997,767.9000000000001,1056.0,688.0,277.0
2018-07-05,228.1,1090.2000000000003,1440.2,816.0,459.0
2018-07-06,161.80000000000004,916.3,1164.8999999999999,819.0,477.0
2018-07-07,152.6,862.5999999999999,1097.0999999999997,844.0,595.0
2018-07-08,92.89999999999999,580.4,722.9000000000001,600.0,339.0
2018-07-09,286.0,838.0,1276.5,598.0,287.5
2018-07-10,156.0,258.2,497.6000000000001,435.0,178.0
2018-07-11,186.99999999999997,355.09999999999997,641.4,512.0,267.0
2018-07-12,201.7,705.0000000000001,1014.5999999999999,656.0,333.0
2018-07-13,181.90000000000003,691.8000000000001,970.7,662.0,342.0
2018-07-14,69.80000000000001,533.7000000000002,640.4,472.0,258.0
2018-07-15,86.60000000000001,569.7,702.3000000000001,412.0,262.0
2018-07-16,193.79999999999995,731.2000000000002,1028.3,461.0,255.0
2018-07-17,154.19999999999996,475.9,712.2999999999998,435.0,192.0
2018-07-18,127.60000000000001,598.6,793.6999999999999,400.0,178.0
2018-07-19,147.09999999999997,811.9999999999999,1037.7999999999997,458.0,230.0
2018-07-20,188.9,899.8000000000001,1189.8000000000002,477.0,284.0
2018-07-21,114.59999999999998,765.4,941.0999999999999,573.0,404.0
2018-07-22,100.69999999999999,620.5999999999998,774.2,392.0,278.0
2018-07-23,167.19999999999996,563.2,819.5000000000001,433.0,182.0
2018-07-24,152.29999999999998,469.6,703.7999999999998,501.0,285.0
2018-07-25,226.6,695.6,1043.3,605.0,307.0
2018-07-26,235.70000000000002,830.4,1191.7999999999997,879.0,840.9166666666666
2018-07-27,190.05000000000007,775.7999999999998,1067.45,613.0,526.0833333333333
2018-07-28,75.50000000000003,140.89999999999995,256.90000000000003,423.0,241.0
2018-07-29,89.39999999999999,167.89999999999998,304.90000000000003,347.0,149.0
2018-07-30,190.09999999999997,321.80000000000007,613.1999999999999,319.0,175.0
2018-07-31,127.0,460.70000000000005,655.5000000000001,380.0,182.0
2018-08-01,174.20000000000005,577.5,844.6999999999997,397.0,230.0
2018-08-02,159.9,713.6999999999999,958.5999999999999,437.0,249.0
2018-08-03,218.40000000000006,775.8,1110.3000000000002,491.0,325.0
2018-08-04,101.40000000000002,405.4,561.4,398.0,188.0
2018-08-05,60.0,471.8,563.3000000000001,412.0,224.0
2018-08-06,292.69999999999993,882.7000000000002,1331.6000000000001,563.0,341.0
2018-08-07,144.4,803.9000000000001,1025.3,472.0,311.0
2018-08-08,88.80000000000001,483.8,619.8,360.0,194.0
2018-08-09,457.1000000000001,913.4000000000002,1613.9,366.0,257.0
2018-08-10,212.1,679.8999999999999,1005.0,266.0,188.0
2018-08-11,194.2,646.9,944.5000000000001,261.0,170.0
2018-08-12,83.7,403.40000000000003,531.8000000000001,238.0,156.0
2018-08-13,252.00000000000003,660.8,1046.5,387.0,252.0
2018-08-14,255.6,723.6999999999999,1115.6999999999998,370.0,212.0
2018-08-15,98.00000000000001,461.90000000000003,612.2,378.0,249.0
2018-08-16,209.70000000000005,613.3,935.2,364.0,218.0
2018-08-17,302.7999999999999,647.3,1111.6,505.49999999999994,291.0
2018-08-18,102.4,426.1000000000001,583.2,380.0,223.5
2018-08-19,104.79999999999998,355.09999999999997,515.7,346.0,229.0
2018-08-20,271.2,587.2999999999998,1003.6000000000001,326.0,217.0
2018-08-21,172.10000000000002,641.4000000000001,905.7,314.0,193.0
2018-08-22,184.80000000000004,628.3999999999999,911.8000000000001,387.0,243.0
2018-08-23,200.5,553.8000000000001,861.2,338.0,207.0
2018-08-24,172.1,571.4999999999999,835.8,306.0,165.0
2018-08-25,240.49999999999997,634.6999999999999,1002.9,291.0,205.0
2018-08-26,205.0,596.1,910.4000000000001,281.0,175.0
2018-08-27,75.4,412.29999999999995,528.0000000000001,244.0,189.0
2018-08-28,195.5,671.8,971.0,284.0,195.0
2018-08-29,310.5,878.2000000000004,1354.5000000000002,364.0,287.0
2018-08-30,358.33333333333337,658.7666666666668,1209.466666666667,576.0,184.0
2018-08-31,243.56666666666663,741.6333333333334,1115.1333333333334,623.0,275.0
2018-09-01,212.29999999999998,748.6999999999999,1075.1000000000001,615.0,328.0
2018-09-02,157.10000000000002,736.3000000000001,976.9,667.0,357.0
2018-09-03,350.15,1145.7000000000003,1682.6000000000001,760.0,408.0
2018-09-04,142.3,569.8,787.5000000000001,592.0,317.0
2018-09-05,164.1,485.7,737.3000000000002,562.0,281.0
2018-09-06,337.2999999999999,785.0,1302.6999999999998,569.0,321.0
2018-09-07,285.19999999999993,851.3999999999999,1288.5000000000002,436.0,208.0
2018-09-08,129.0,652.3000000000001,850.1000000000001,335.0,162.0
2018-09-09,77.89999999999999,474.8,594.6,387.0,166.0
2018-09-10,118.09999999999998,496.99999999999994,678.4,488.0,183.0
2018-09-11,116.19999999999997,477.3999999999999,655.6,490.0,211.0
2018-09-12,333.2999999999999,730.9000000000001,1242.3,299.0,135.0
2018-09-13,1271.6000000000001,1155.6,3105.7,532.0,320.0
2018-09-14,269.2,876.8999999999997,1289.8,412.0,171.0
2018-09-15,175.5,658.0000000000001,927.1000000000003,457.0,166.0
2018-09-16,98.00000000000003,499.49999999999994,650.2,434.0,217.0
2018-09-17,143.3,649.7,869.2,409.0,206.0
2018-09-18,84.29999999999998,460.6,589.9,558.0,217.0
2018-09-19,94.7,440.70000000000005,585.6,675.0,241.0
2018-09-20,96.2,448.2,595.9000000000002,739.0,242.0
2018-09-21,131.9,560.6999999999999,762.8,422.0,153.0
2018-09-22,140.7,659.8000000000001,875.6000000000003,408.0,204.0
2018-09-23,147.40000000000003,463.90000000000003,689.9,283.0,172.0
2018-09-24,512.9999999999999,973.1,1759.6000000000004,386.0,216.0
2018-09-25,1425.3,1223.3,3408.7000000000007,490.0,304.0
2018-09-26,355.29999999999984,1285.6,1830.3,522.0,248.6363636363636
2018-09-27,587.6999999999998,1362.7,2263.3999999999996,660.0,121.36363636363636
2018-09-28,135.0,466.00000000000006,673.2,482.0,168.0
2018-09-29,472.2,1114.6000000000001,1838.1000000000001,519.0,197.0
2018-09-30,284.8,926.2000000000002,1362.7,424.0,174.0
2018-10-01,310.49999999999994,832.3,1308.6,401.0,107.5
2018-10-02,236.0,729.6999999999998,1091.8000000000002,387.0,118.0
2018-10-03,733.8000000000001,1024.3,2149.8999999999996,445.0,144.0
2018-10-04,404.50000000000006,724.8,1345.1000000000001,454.0,209.0
2018-10-05,672.7,1147.6000000000001,2178.8,765.0,407.0
2018-10-06,154.6,594.4,831.6000000000001,435.0,180.0
2018-10-07,222.99999999999997,744.8999999999999,1087.3,347.0,106.0
2018-10-08,192.1,793.5000000000001,1088.1,356.0,146.0
2018-10-09,311.6,916.2999999999998,1394.4,479.0,164.0
2018-10-10,740.1999999999999,1451.3999999999999,2586.4,1291.0,752.0
2018-10-11,98.3,521.1,671.9,563.0,161.0
2018-10-12,77.80000000000001,386.29999999999995,506.2,554.0,116.0
2018-10-13,71.19999999999999,391.5999999999999,500.6000000000001,403.0,134.0
2018-10-14,106.3,384.5,547.7,262.0,33.0
2018-10-15,241.5,669.2999999999998,1039.6999999999998,344.0,198.0
2018-10-16,205.3,662.9,977.5,545.0,250.0
2018-10-17,509.9000000000001,1040.2,1821.6,458.0,172.0
2018-10-18,225.29999999999993,643.3,988.8999999999999,496.0,177.0
2018-10-19,626.1000000000001,1195.1000000000001,2155.4,583.0,299.0
2018-10-20,1961.3000000000004,1408.3,4415.6,841.0,542.0
2018-10-21,284.0,975.5999999999999,1411.2,546.7045454545455,284.0
2018-10-22,301.5,747.6999999999999,1210.1,551.7272727272726,191.0
2018-10-23,402.6,974.3999999999999,1592.2,540.0681818181818,175.0
2018-10-24,448.00000000000006,964.6000000000003,1651.7000000000003,590.0,260.0
2018-10-25,390.20000000000005,1016.8000000000001,1614.9999999999998,498.0,222.0
2018-10-26,261.3,961.4,1362.1000000000004,318.0,116.0
2018-10-27,185.10000000000002,514.3,797.8,228.0,91.0
2018-10-28,89.2,389.9,526.4,223.0,119.5
2018-10-29,207.90000000000003,624.4,942.5999999999999,249.0,187.2857142857143
2018-10-30,475.30000000000007,869.0999999999998,1597.9,402.0,234.21428571428572
2018-10-31,843.2999999999998,1050.3,2343.3000000000006,530.0,237.0
2018-11-01,607.4000000000001,1106.2,2037.1999999999996,476.0,240.0
2018-11-02,967.9,1440.7999999999997,2924.4,515.0,270.0
2018-11-03,342.09999999999997,920.5,1445.2,456.0,254.0
2018-11-04,183.1,723.9000000000001,1004.8,563.0,290.0
2018-11-05,1493.0000000000002,958.2,3247.2999999999997,1287.0,799.0
2018-11-06,426.6000000000001,728.0000000000002,1381.4999999999998,629.0,352.0
2018-11-07,119.39999999999998,472.79999999999995,655.8,435.0,76.0
2018-11-08,165.29999999999995,705.3999999999999,959.3000000000002,459.0,160.0
2018-11-09,216.89999999999998,672.9,1005.6,493.0,177.5
2018-11-10,186.39999999999995,724.4999999999999,1010.6999999999997,599.0,176.0
2018-11-11,112.89999999999999,595.1,768.1999999999999,391.0,123.0
2018-11-12,197.10000000000002,800.4,1101.8999999999999,554.0,112.0
2018-11-13,224.79999999999998,877.0999999999999,1221.8000000000002,537.0,160.0
2018-11-14,227.1,808.5999999999999,1156.8,568.0,190.0
2018-11-15,371.90000000000003,819.5000000000001,1389.5,746.0,343.0
2018-11-16,561.4000000000001,762.2999999999998,1623.4000000000003,519.0,280.0
2018-11-17,398.30000000000007,964.3000000000001,1574.7999999999997,701.0,431.0
2018-11-18,139.79999999999998,739.7999999999998,954.2000000000002,518.0,258.0
2018-11-19,143.10000000000002,526.4000000000001,745.8,265.0,122.0
2018-11-20,238.29999999999998,713.8000000000002,1079.5000000000002,398.0,195.0
2018-11-21,701.7,954.5,2030.1999999999998,625.0,405.0
2018-11-22,1773.4999999999998,1179.9,3899.4,1083.0,840.0
2018-11-23,1072.8000000000002,1188.1999999999998,2833.1,1025.0,700.0
2018-11-24,359.2,1026.5000000000002,1577.3999999999999,722.0,466.0
2018-11-25,204.89999999999995,701.5,1015.8000000000001,551.0,356.0
2018-11-26,344.70000000000005,850.5,1378.7,440.0,198.9565217391304
2018-11-27,621.9,1031.2,1984.6000000000001,518.0,203.04347826086956
2018-11-28,120.70000000000002,676.6999999999999,862.0000000000001,532.0,68.60000000000001
2018-11-29,90.10000000000002,576.5999999999999,714.6,447.5,123.4
2018-11-30,122.8,848.8000000000001,1037.6999999999998,492.0,180.0
2018-12-01,100.70000000000002,648.4,803.3999999999997,330.0,98.0
2018-12-02,34.400000000000006,396.8,449.29999999999995,235.0,31.0
2018-12-03,191.29999999999998,871.9,1165.6000000000001,580.0,160.0
2018-12-04,1025.1,1360.0,2932.0000000000005,453.0,217.0
2018-12-05,285.20000000000005,891.7,1328.8999999999999,435.0,189.0
2018-12-06,104.6,792.8000000000001,953.2000000000002,444.0,151.0
2018-12-07,130.3,737.1999999999998,936.8000000000001,327.0,141.0
2018-12-08,43.5,543.8,610.4999999999999,385.0,167.05882352941177
2018-12-09,77.2,651.0000000000001,769.3999999999999,268.0,215.05882352941174
2018-12-10,374.8,1240.6999999999998,1815.7000000000003,403.0,218.88235294117646
2018-12-11,1059.6999999999998,1342.6000000000004,2967.300000000001,709.0,396.5
2018-12-12,132.40000000000003,870.2,1073.1000000000001,501.0,155.5
2018-12-13,493.2,1078.0000000000002,1834.3,630.5,304.0
2018-12-14,583.0,1097.2,1991.2,606.0,403.0
2018-12-15,102.59999999999998,660.3999999999999,817.8000000000003,482.0,285.0
2018-12-16,209.50000000000003,907.4999999999999,1229.1,353.0,156.0
2018-12-17,287.8999999999999,1042.3000000000002,1483.6000000000001,485.0,159.0
2018-12-18,92.29999999999998,508.6,650.1999999999999,460.0,157.0
2018-12-19,168.09999999999997,885.5999999999999,1143.2,303.0,123.0
2018-12-20,108.99999999999999,763.2999999999997,930.4,388.235294117647,150.0
2018-12-21,82.19999999999997,652.1999999999999,778.1000000000001,1100.764705882353,179.0
2018-12-22,80.30000000000001,773.5999999999998,896.8000000000001,463.0,182.0
2018-12-23,103.89999999999999,653.7,812.9999999999998,315.0,116.0
2018-12-24,472.0,1033.8999999999999,1757.9000000000003,442.0,279.0
2018-12-25,1065.2000000000005,1114.9999999999998,2748.7,464.0,373.0
2018-12-26,201.4,842.1000000000001,1151.3999999999999,450.0,308.0
2018-12-27,3113.2,1397.4999999999998,6171.0999999999985,940.0,766.5
2018-12-28,2032.2000000000003,1242.4,4358.5,750.0,547.0
2018-12-29,202.6,849.8000000000001,1160.3000000000002,407.0,218.0
2018-12-30,225.70000000000007,804.4000000000001,1150.7,350.0,245.0
2018-12-31,150.5,720.4000000000001,951.0999999999998,258.0,148.0
2019-01-01,106.39999999999999,547.9,711.2999999999998,310.0,170.0
2019-01-02,135.6,550.3,757.9000000000002,388.0,180.0
2019-01-03,163.79999999999998,743.8,995.4,369.0,191.0
2019-01-04,589.1877323420073,959.1483271375464,1861.7981412639404,657.0,456.0
2019-01-05,769.7085501858737,1044.1784386617103,2223.1315985130113,503.0,366.0
2019-01-06,710.3955390334572,1033.4721189591078,2121.635687732342,531.0,290.0
2019-01-07,651.0825278810408,1022.7657992565057,2020.139776951673,424.0,220.0
2019-01-08,591.7695167286244,1012.0594795539033,1918.6438661710035,548.0,255.0
2019-01-09,532.4565055762081,1001.3531598513013,1817.1479553903348,396.0,190.0
2019-01-10,473.1434944237918,990.6468401486989,1715.6520446096652,681.0,488.0
2019-01-11,413.8304832713755,979.9405204460969,1614.1561338289962,538.0,370.0
2019-01-12,354.51747211895923,969.2342007434944,1512.660223048327,244.0,127.0
2019-01-13,295.20446096654285,958.5278810408923,1411.164312267658,252.0,134.0
2019-01-14,235.89144981412642,947.8215613382898,1309.6684014869888,424.0,200.0
2019-01-15,159.2122676579926,873.5516728624536,1117.7018587360592,311.0,180.0
2019-01-16,149.89999999999995,747.7999999999998,977.5,279.0,160.5
2019-01-17,413.5,1073.1,1706.9999999999998,387.0,167.0
2019-01-18,639.3000000000001,1165.6000000000001,2145.7000000000003,469.0,203.0
2019-01-19,182.8,669.3,949.5000000000001,495.0,339.0
2019-01-20,509.69999999999993,1039.0,1820.5000000000002,726.0,541.0
2019-01-21,1689.5000000000005,1196.7,3787.0999999999995,833.0,659.0
2019-01-22,479.49999999999994,1181.8999999999999,1917.2999999999997,340.0,220.0
2019-01-23,467.70000000000005,1022.1999999999999,1739.4,465.0,328.0
2019-01-24,1669.6999999999996,1574.3000000000002,4134.400000000001,690.0,502.0
2019-01-25,669.5000000000001,1276.7,2303.7,493.0,404.0
2019-01-26,79.60000000000001,506.0,627.8000000000001,269.0,121.0
2019-01-27,110.09999999999998,405.50000000000006,574.4000000000001,298.0,151.0
2019-01-28,549.5,1169.3,2012.0,405.0,187.5
2019-01-29,456.99999999999994,1175.9,1876.3999999999996,333.0,252.20000000000002
2019-01-30,711.3000000000001,1374.6999999999998,2465.2,493.0,429.6000000000001
2019-01-31,1733.4000000000003,1354.1000000000004,4012.0,616.0,427.2
2019-02-01,204.39999999999998,689.1,1002.1999999999999,390.0,242.0
2019-02-02,257.69999999999993,627.4,1022.8,463.0,268.0
2019-02-03,380.59999999999997,1001.7,1585.5,368.0,211.5
2019-02-04,410.29999999999995,883.2000000000002,1512.4999999999998,307.0,199.0
2019-02-05,383.59999999999997,872.9999999999999,1461.4999999999998,359.0,235.0
2019-02-06,356.0,979.6999999999999,1525.0,410.0,172.5
2019-02-07,96.10000000000001,567.7,715.0,339.0,167.0
2019-02-08,74.6,435.3999999999999,549.6999999999999,396.0,127.0
2019-02-09,78.8,422.8,543.5,410.0,181.0
2019-02-10,94.40000000000002,656.2,800.7999999999998,164.0,111.0
2019-02-11,516.8,1132.1,1924.5,333.0,198.0
2019-02-12,210.40000000000003,1038.6,1361.2,430.0,232.0
2019-02-13,317.6,968.0999999999998,1454.8,558.0,371.0
2019-02-14,972.9000000000001,1307.6,2798.9,767.0,504.75
2019-02-15,783.0999999999998,1329.7000000000003,2530.7999999999997,822.0,415.75
2019-02-16,265.5,1025.5999999999997,1433.1000000000001,798.0,534.0
2019-02-17,236.09999999999997,883.1,1245.8000000000002,757.0,443.0
2019-02-18,199.90000000000003,943.8,1250.6999999999998,530.0,236.0
2019-02-19,191.60000000000002,892.3,1186.5000000000002,423.0,208.0
2019-02-20,159.0,770.4000000000001,1014.4000000000001,428.0,227.0
2019-02-21,166.50000000000006,913.3,1168.7,618.0,326.0
2019-02-22,982.5999999999998,1313.4,2819.9000000000005,878.0,568.0
2019-02-23,594.3000000000001,1115.7,2026.0,888.0,628.0
2019-02-24,1087.1,1607.9999999999998,3274.8999999999996,1021.0,747.0
2019-02-25,1710.3,2041.5,4663.400000000001,1181.0,835.0
2019-02-26,2267.9,2521.2500000000005,5998.799999999999,1432.5,871.0
2019-02-27,1755.1999999999998,2375.7999999999997,5067.400000000001,1403.0,972.0
2019-02-28,143.0,1457.7999999999997,1676.6999999999998,791.0,497.0
2019-03-01,367.6,1436.8999999999999,2000.3000000000002,741.0,430.0
2019-03-02,83.00000000000001,807.1000000000001,934.5,461.0,187.5
2019-03-03,42.6,615.5000000000001,680.8,383.0,166.0
2019-03-04,139.10000000000002,966.3999999999999,1179.3999999999999,303.0,96.0
2019-03-05,137.99999999999997,999.8,1211.1,364.0,131.0
2019-03-06,118.6,808.3,990.2,443.0,238.0
2019-03-07,92.9,931.9,1074.6,284.0,158.0
2019-03-08,238.60000000000002,1216.7999999999997,1582.6000000000001,330.0,171.0
2019-03-09,75.30000000000001,937.0999999999999,1052.9,526.0,239.0
2019-03-10,53.6,797.6999999999999,879.7,264.0,134.0
2019-03-11,149.2,1081.1000000000001,1309.7,450.0,104.0
2019-03-12,104.80000000000001,975.3999999999999,1136.3,324.0,152.0
2019-03-13,132.3,1054.6000000000001,1257.7,455.0,195.0
2019-03-14,85.7,910.0000000000001,1041.6999999999998,383.0,147.5
2019-03-15,94.29999999999998,815.0,959.9000000000001,253.0,119.0
2019-03-16,15.1,454.1000000000001,477.49999999999994,370.0,132.0
2019-03-17,51.3,797.6999999999999,875.6,206.0,71.0
2019-03-18,313.0,1431.1999999999998,1911.3,385.0,203.0
2019-03-19,260.6,1309.1999999999998,1708.7000000000003,474.0,219.5
2019-03-20,154.4,1193.6999999999998,1430.6000000000004,368.0,191.0
2019-03-21,421.7,1381.6,2028.2999999999997,493.0,269.0
2019-03-22,213.6,1239.3000000000002,1566.6000000000001,435.0,230.0
2019-03-23,133.49999999999997,1141.9,1346.3,518.0,264.0
2019-03-24,215.0,1236.1000000000004,1565.4999999999998,474.0,250.0
2019-03-25,170.7,1034.3999999999999,1295.8000000000002,460.0,204.0
2019-03-26,383.0999999999999,1637.7000000000003,2224.899999999999,646.0,314.0
2019-03-27,345.6,1455.9999999999998,1985.4000000000003,519.0,221.5
2019-03-28,273.5,1534.2000000000003,1953.2000000000003,630.0,345.0
2019-03-29,488.2,1662.4,2410.4,926.0,579.0
2019-03-30,866.3,1561.0000000000005,2889.2,1221.0,849.0
2019-03-31,61.9,708.4,803.7000000000002,734.0,420.0
2019-04-01,169.09999999999997,1042.6000000000001,1302.1,593.0,236.5
2019-04-02,254.9,1482.6999999999998,1874.0000000000002,685.0,388.0
2019-04-03,260.09999999999997,1402.5,1800.8999999999999,411.0,217.0
2019-04-04,127.20000000000002,947.6000000000001,1142.7,307.0,113.5
2019-04-05,92.2,951.5,1093.3,469.0,232.0
2019-04-06,50.9,771.0999999999998,849.1999999999999,491.0,238.0
2019-04-07,98.50000000000001,805.9000000000001,956.6,1092.0,856.0
2019-04-08,492.8,1542.9000000000003,2298.4,1207.0,820.0
