MeasurementDateGMT,Greenwich - Plumstead High Street: Nitric Oxide (ug/m3),Greenwich - Plumstead High Street: Nitrogen Dioxide (ug/m3),Greenwich - Plumstead High Street: Oxides of Nitrogen (ug/m3),Greenwich - Plumstead High Street: Ozone (ug/m3),Greenwich - Plumstead High Street: PM10 Particulate (ug/m3),Greenwich - Plumstead High Street: PM2.5 Particulate (ug/m3)
2018-02-27,363.4,1045.3000000000002,1602.3999999999999,843.2,303.20000000000005,187.49999999999997
2018-02-28,384.00000000000006,885.1999999999999,1474.2999999999997,857.3,522.9,398.79999999999995
2018-03-01,255.39999999999998,681.4999999999998,1072.9000000000003,957.7999999999996,953.9000000000002,666.3000000000002
2018-03-02,497.40000000000003,913.5000000000001,1676.4,695.5999999999999,1134.8999999999999,926.1
2018-03-03,683.6,1173.6000000000001,2221.3,332.60000000000014,1773.0000000000002,1572.1000000000001
2018-03-04,506.99999999999994,862.9,1640.2,710.4999999999998,530.0,383.80000000000007
2018-03-05,587.35,854.45,1755.2000000000003,959.1499999999997,447.70000000000005,205.2
2018-03-06,943.4,1166.4999999999998,2612.8,768.9999999999999,422.8,227.39999999999998
2018-03-07,1200.8,1515.5,3356.6000000000004,474.4999999999999,518.0999999999999,332.80000000000007
2018-03-08,425.90000000000003,690.4000000000001,1343.5,1145.0,299.1,121.70000000000002
2018-03-09,1052.6,1268.0,2881.7000000000007,475.0000000000001,538.1999999999999,299.2
2018-03-10,344.90000000000003,586.1999999999999,1114.7,845.1,494.9,257.5
2018-03-11,447.0,1225.9999999999995,1911.7999999999995,355.20000000000016,609.4000000000001,337.0
2018-03-12,772.9999999999999,1237.5000000000002,2423.2,307.29999999999995,389.7,237.5
2018-03-13,926.2,1141.2000000000003,2561.6000000000004,586.2000000000003,421.59999999999997,259.3
2018-03-14,681.6,904.1000000000001,1949.4999999999998,880.5000000000003,402.1000000000001,221.00000000000003
2018-03-15,702.4000000000001,1195.8,2272.2,748.7000000000004,393.6000000000001,231.89999999999998
2018-03-16,635.4,957.1999999999999,1931.5,896.1000000000004,522.8000000000001,241.30000000000004
2018-03-17,91.40000000000002,429.20000000000005,568.9,1033.9000000000003,506.49999999999994,319.6
2018-03-18,100.5,428.09999999999997,582.3,1169.2000000000005,688.4999999999998,434.29999999999995
