MeasurementDateGMT,Croydon - Norbury Manor: PM2.5 Particulate (ug/m3)
2021-05-01,328.0
2021-05-02,372.0
2021-05-03,145.5
2021-05-04,98.0
2021-05-05,103.0
2021-05-06,114.0
2021-05-07,145.0
2021-05-08,154.0
2021-05-09,54.0
2021-05-10,93.0
2021-05-11,106.0
2021-05-12,121.0
2021-05-13,141.0
2021-05-14,261.0
2021-05-15,158.0
2021-05-16,149.0
2021-05-17,174.0
2021-05-18,161.0
2021-05-19,83.0
2021-05-20,169.0
2021-05-21,199.0
2021-05-22,136.0
2021-05-23,143.0
2021-05-24,137.0
2021-05-25,163.0
2021-05-26,169.0
2021-05-27,241.0
2021-05-28,298.0
2021-05-29,343.0
2021-05-30,355.0
2021-05-31,379.0
2021-06-01,371.0
2021-06-02,351.0
2021-06-03,241.0
2021-06-04,198.0
2021-06-05,219.0
2021-06-06,135.0
2021-06-07,128.0
2021-06-08,149.0
2021-06-09,125.0
2021-06-10,161.0
2021-06-11,113.0
2021-06-12,201.0
2021-06-13,269.0
2021-06-14,214.0
2021-06-15,169.0
2021-06-16,230.0
2021-06-17,334.0
2021-06-18,80.0
2021-06-19,147.0
2021-06-20,171.0
2021-06-21,158.0
2021-06-22,189.0
2021-06-23,211.0
2021-06-24,243.0
2021-06-25,114.0
2021-06-26,176.0
2021-06-27,459.0
2021-06-28,244.0
2021-06-29,271.0
2021-06-30,12.0
