MeasurementDateGMT,Bexley - Belvedere West FDMS: PM10 Particulate (ug/m3)
2020-10-26,246.56275487086543
2020-10-27,248.5462618939737
2020-10-28,250.52976891708204
2020-10-29,252.51327594019034
2020-10-30,254.49678296329864
2020-10-31,256.4802899864069
2020-11-01,258.4637970095152
2020-11-02,260.4473040326235
2020-11-03,262.4308110557318
2020-11-04,264.41431807884004
2020-11-05,266.3978251019484
2020-11-06,268.38133212505664
2020-11-07,270.36483914816495
2020-11-08,272.34834617127325
2020-11-09,274.3318531943815
2020-11-10,276.3153602174898
2020-11-11,278.2988672405981
2020-11-12,280.28237426370634
2020-11-13,282.2658812868147
2020-11-14,284.249388309923
2020-11-15,286.23289533303125
2020-11-16,288.21640235613955
2020-11-17,290.19990937924786
2020-11-18,292.18341640235616
2020-11-19,294.1669234254644
2020-11-20,256.90000000000003
2020-11-21,196.50000000000006
2020-11-22,234.0
2020-11-23,409.79999999999995
2020-11-24,259.40000000000003
2020-11-25,385.50000000000006
2020-11-26,618.7999999999998
2020-11-27,687.1999999999999
2020-11-28,1036.6
2020-11-29,697.0
2020-11-30,438.80000000000007
2020-12-01,247.5
2020-12-02,480.7
2020-12-03,257.3
2020-12-04,222.5
2020-12-05,288.8
2020-12-06,321.7
2020-12-07,384.5
2020-12-08,509.9
2020-12-09,355.3999999999999
2020-12-10,363.09999999999997
2020-12-11,274.5
2020-12-12,308.2
2020-12-13,160.3
2020-12-14,270.59999999999997
2020-12-15,289.1
2020-12-16,226.29999999999998
2020-12-17,237.6
2020-12-18,201.0
2020-12-19,235.39999999999998
2020-12-20,186.6
2020-12-21,112.70000000000002
2020-12-22,232.2
2020-12-23,138.60000000000002
2020-12-24,108.10000000000001
2020-12-25,231.39999999999998
2020-12-26,147.5
2020-12-27,167.6
2020-12-28,288.8
2020-12-29,338.3
2020-12-30,393.4
2020-12-31,451.7
2021-01-01,647.6
2021-01-02,213.29999999999998
2021-01-03,202.39999999999995
2021-01-04,170.20000000000002
2021-01-05,172.9
2021-01-06,199.29999999999998
2021-01-07,512.3
2021-01-08,492.80000000000007
2021-01-09,528.6999999999999
2021-01-10,483.4
2021-01-11,186.00000000000003
2021-01-12,177.5
2021-01-13,370.29999999999995
2021-01-14,167.1
2021-01-15,479.49999999999994
2021-01-16,228.10000000000002
2021-01-17,274.09999999999997
2021-01-18,251.50000000000003
2021-01-19,94.79999999999998
2021-01-20,199.4
2021-01-21,211.75
2021-01-22,257.09999999999997
2021-01-23,237.19999999999996
2021-01-24,282.90000000000003
2021-01-25,339.49999999999994
2021-01-26,199.49999999999997
2021-01-27,283.7
2021-01-28,180.40000000000003
2021-01-29,218.88222222222223
2021-01-30,218.84
2021-01-31,237.39999999999998
2021-02-01,255.96
2021-02-02,274.52
2021-02-03,293.08000000000004
2021-02-04,311.64000000000004
2021-02-05,326.1777777777778
2021-02-06,307.29999999999995
2021-02-07,215.0
2021-02-08,211.8
2021-02-09,242.0
2021-02-10,263.90000000000003
2021-02-11,423.0
2021-02-12,492.7
2021-02-13,396.70000000000005
2021-02-14,420.8
2021-02-15,270.5
2021-02-16,302.1
2021-02-17,321.3
2021-02-18,230.1
2021-02-19,309.6000000000001
2021-02-20,706.6999999999999
2021-02-21,566.5
2021-02-22,594.1000000000003
2021-02-23,242.59999999999997
2021-02-24,331.5
2021-02-25,361.4
2021-02-26,439.29999999999995
2021-02-27,736.6999999999999
2021-02-28,519.1
2021-03-01,812.1000000000001
2021-03-02,1061.8999999999999
2021-03-03,1099.1
2021-03-04,339.59999999999997
2021-03-05,280.4000000000001
2021-03-06,244.60000000000002
2021-03-07,472.79999999999995
2021-03-08,874.0999999999999
2021-03-09,512.3999999999999
2021-03-10,401.6
2021-03-11,260.69999999999993
2021-03-12,224.29999999999995
2021-03-13,158.29999999999998
2021-03-14,198.99999999999997
2021-03-15,274.50000000000006
2021-03-16,341.34999999999997
2021-03-17,502.5
2021-03-18,422.1500000000001
2021-03-19,212.05
2021-03-20,330.90000000000003
2021-03-21,314.29999999999995
2021-03-22,553.7
2021-03-23,547.5
2021-03-24,541.8
2021-03-25,235.9
2021-03-26,202.29999999999995
2021-03-27,264.50000000000006
2021-03-28,364.29999999999995
2021-03-29,380.69999999999993
2021-03-30,647.6000000000001
2021-03-31,1039.3
2021-04-01,696.2
2021-04-02,247.4
2021-04-03,438.8999999999999
2021-04-04,483.5
2021-04-05,263.9
2021-04-06,201.30000000000004
2021-04-07,251.6
2021-04-08,238.49999999999991
2021-04-09,229.25
2021-04-10,281.90000000000003
2021-04-11,211.40000000000003
2021-04-12,302.2
2021-04-13,473.3
2021-04-14,456.7
2021-04-15,263.50000000000006
2021-04-16,377.4
2021-04-17,298.1
2021-04-18,416.30000000000007
2021-04-19,703.6
2021-04-20,1129.0000000000002
2021-04-21,749.9
2021-04-22,440.4999999999999
2021-04-23,450.05
2021-04-24,452.5
2021-04-25,322.5
2021-04-26,301.2
2021-04-27,659.0000000000001
2021-04-28,639.3
2021-04-29,289.59999999999997
2021-04-30,393.0
2021-05-01,358.59999999999997
2021-05-02,429.3
2021-05-03,278.5
2021-05-04,179.3
2021-05-05,107.95
2021-05-06,182.39999999999998
2021-05-07,272.00000000000006
2021-05-08,278.0
2021-05-09,225.00000000000003
2021-05-10,263.9
2021-05-11,305.59999999999997
2021-05-12,333.2
2021-05-13,390.3999999999999
2021-05-14,356.90000000000003
2021-05-15,282.3
2021-05-16,218.89999999999998
2021-05-17,243.19999999999996
2021-05-18,219.00000000000003
2021-05-19,185.0
2021-05-20,304.1
2021-05-21,336.30000000000007
2021-05-22,144.5
2021-05-23,181.10000000000002
2021-05-24,158.10000000000002
2021-05-25,206.1
2021-05-26,239.60000000000002
2021-05-27,372.8999999999999
2021-05-28,544.0
2021-05-29,509.00000000000006
2021-05-30,440.1000000000001
2021-05-31,603.4000000000002
2021-06-01,678.9
2021-06-02,777.0999999999998
2021-06-03,416.60000000000014
2021-06-04,274.0
2021-06-05,347.79999999999995
2021-06-06,288.1
2021-06-07,228.9
2021-06-08,281.2
2021-06-09,242.80000000000007
2021-06-10,216.09999999999997
2021-06-11,239.30000000000004
2021-06-12,321.3
2021-06-13,415.6999999999999
2021-06-14,342.04999999999995
2021-06-15,385.3
2021-06-16,390.90000000000003
2021-06-17,387.59999999999997
2021-06-18,200.1
2021-06-19,1652.1999999999998
2021-06-20,234.7
2021-06-21,293.49999999999994
2021-06-22,348.4
2021-06-23,327.8
2021-06-24,451.40000000000015
2021-06-25,235.00000000000003
2021-06-26,345.99999999999994
2021-06-27,602.0999999999999
2021-06-28,416.8
2021-06-29,384.8
2021-06-30,11.6
