MeasurementDateGMT,Enfield - Bush Hill Park: Nitric Oxide (ug/m3),Enfield - Bush Hill Park: Nitrogen Dioxide (ug/m3),Enfield - Bush Hill Park: Oxides of Nitrogen (ug/m3)
2019-05-03,78.10000000000001,448.0,567.6999999999999
2019-05-04,37.00000000000001,208.7,265.79999999999995
2019-05-05,39.800000000000004,360.09999999999997,421.3999999999999
2019-05-06,28.199999999999996,292.20000000000005,335.7
2019-05-07,110.99999999999999,690.8000000000001,861.3000000000002
2019-05-08,117.3,632.8,813.0
2019-05-09,88.40000000000005,405.40000000000003,540.7000000000002
2019-05-10,74.09999999999998,492.9999999999999,606.6999999999999
2019-05-11,38.599999999999994,360.9,420.20000000000005
2019-05-12,67.10000000000001,394.2999999999999,497.00000000000006
2019-05-13,97.3,528.9,678.1999999999999
2019-05-14,78.49999999999999,439.7,559.9
2019-05-15,75.89999999999999,487.5999999999999,603.8
2019-05-16,73.9,425.8999999999999,539.7
2019-05-17,54.49999999999999,383.1,466.7
2019-05-18,66.8,446.6,549.1000000000001
2019-05-19,78.4,369.2000000000001,489.4000000000001
2019-05-20,33.60000000000001,366.6,418.0
2019-05-21,27.399999999999995,298.20000000000005,340.69999999999993
2019-05-22,53.2,446.30000000000007,528.0999999999999
2019-05-23,62.599999999999994,594.6,690.3
2019-05-24,25.599999999999998,277.4,316.3
2019-05-25,22.300000000000008,174.60000000000002,209.0
2019-05-26,30.799999999999997,158.20000000000005,205.69999999999996
