MeasurementDateGMT,Sutton - Worcester Park: Nitric Oxide (ug/m3),Sutton - Worcester Park: Nitrogen Dioxide (ug/m3),Sutton - Worcester Park: Oxides of Nitrogen (ug/m3),Sutton - Worcester Park: PM10 Particulate (ug/m3)
2018-05-11,1469.7,1972.1,4225.5,582.1
2018-05-12,1535.5000000000005,1888.1,4242.7,489.7
2018-05-13,615.1,1117.0000000000002,2060.2999999999997,529.8000000000001
2018-05-14,301.09999999999997,726.8999999999999,1188.4,335.1
2018-05-15,354.99999999999994,872.5000000000001,1416.9,374.6000000000001
2018-05-16,155.4,468.0,705.85,478.30000000000007
2018-05-17,217.99999999999994,563.8999999999999,898.4,482.60000000000014
2018-05-18,611.1999999999999,1140.9,2078.2,558.3
2018-05-19,513.1,1072.1999999999998,1859.6000000000001,624.7
2018-05-20,240.6,764.8000000000002,1133.6000000000001,667.7000000000002
2018-05-21,409.24999999999994,1237.55,1865.2499999999998,728.55
2018-05-22,172.69999999999996,593.3,858.0000000000001,698.1
2018-05-23,110.79999999999998,433.4000000000001,603.3,672.25
2018-05-24,977.5000000000001,1267.3999999999999,2766.4,910.5000000000001
2018-05-25,1169.6,1670.5,3463.899999999999,861.4999999999999
2018-05-26,131.8,594.8999999999999,796.6999999999999,1032.3000000000002
2018-05-27,442.20000000000005,1077.1,1755.0000000000002,833.7000000000002
2018-05-28,189.3,584.9,875.4999999999999,692.4
2018-05-29,183.0,648.1000000000001,928.7999999999997,676.3000000000001
2018-05-30,1085.4,1419.75,3084.1000000000004,645.4999999999999
2018-05-31,578.3,1175.3000000000002,2062.0,872.1000000000001
2018-06-01,1308.1,1602.3000000000004,3608.2,611.8000000000002
2018-06-02,799.6000000000001,1088.1000000000001,2313.7999999999997,364.09999999999997
2018-06-03,396.4000000000001,918.8000000000001,1526.1000000000001,354.19999999999993
2018-06-04,212.09999999999997,617.3,942.4,495.69999999999993
2018-06-05,253.29999999999998,565.6999999999999,954.2,380.69999999999993
2018-06-06,306.19999999999993,823.5,1292.8999999999999,576.85
2018-06-07,567.1,1139.9,2009.1,559.1
2018-06-08,328.0,900.9,1404.2,543.8
2018-06-09,244.5,687.3999999999999,1062.7,527.8000000000001
2018-06-10,141.8,474.40000000000003,691.7,443.20000000000005
2018-06-11,302.5,671.2,1134.9,369.80000000000007
2018-06-12,304.5999999999999,750.3000000000001,1217.3,386.0999999999999
2018-06-13,1286.1000000000001,1466.4999999999998,3438.7,419.3
2018-06-14,784.9,997.3000000000001,2200.9999999999995,445.80000000000007
2018-06-15,1257.8000000000002,1535.3,3464.0,444.4999999999999
2018-06-16,792.5000000000001,941.3,2156.5,353.49999999999994
2018-06-17,545.3,722.4000000000001,1558.9,281.4
2018-06-18,758.9,845.7,2008.9000000000003,335.84999999999997
2018-06-19,814.6000000000001,736.4,1986.0000000000002,246.1
2018-06-20,876.1000000000001,709.8999999999999,2053.0999999999995,259.70000000000005
2018-06-21,334.20000000000005,614.9999999999999,1126.8500000000001,271.20000000000005
2018-06-22,558.6999999999999,821.3999999999999,1677.9,386.54999999999995
2018-06-23,653.6,911.4999999999999,1914.1,459.9000000000001
2018-06-24,379.6,1030.3999999999999,1612.6000000000001,467.7999999999999
2018-06-25,712.3,1491.6,2583.4,580.9499999999999
2018-06-26,541.8,1082.7,1913.3999999999999,456.1000000000001
2018-06-27,253.50000000000003,641.5999999999999,1030.8,511.6
2018-06-28,221.9,650.1000000000001,990.7500000000001,522.5999999999999
2018-06-29,264.1000000000001,694.6,1099.7,428.0
2018-06-30,168.8,512.4,770.7000000000002,410.40000000000003
2018-07-01,122.9,700.6,888.9,505.69999999999993
2018-07-02,211.70000000000002,729.5999999999999,1054.0,411.1
2018-07-03,190.4,560.9000000000001,853.2999999999998,358.99999999999994
2018-07-04,722.3999999999999,1427.4000000000003,2534.7,575.3000000000001
2018-07-05,1027.3999999999999,1804.7,3380.1,713.4999999999998
2018-07-06,652.1500000000001,1492.9500000000003,2492.85,634.8499999999999
2018-07-07,573.1000000000001,1462.5000000000005,2341.0,647.4
2018-07-08,179.40000000000003,845.6,1120.0000000000002,520.0999999999999
2018-07-09,581.1000000000001,1033.4999999999998,1924.5000000000002,458.1
2018-07-10,189.2,412.49999999999994,702.3000000000001,295.79999999999995
2018-07-11,210.60000000000002,565.0,887.5999999999999,388.59999999999997
2018-07-12,665.0,1320.8000000000002,2340.6000000000004,572.4999999999999
2018-07-13,706.3999999999999,1372.2,2455.2000000000007,565.8000000000001
2018-07-14,885.0000000000002,1665.5,3022.5,475.3999999999999
2018-07-15,445.59999999999997,1123.0,1806.4999999999998,430.6000000000001
2018-07-16,747.2000000000002,1256.3000000000002,2402.3000000000006,414.49999999999994
2018-07-17,815.9999999999999,993.8,2245.0,319.8
2018-07-18,1235.3999999999996,1573.4000000000003,3467.499999999999,394.1000000000001
2018-07-19,1241.7000000000003,1839.4999999999998,3743.5,481.9
2018-07-20,1277.3,2039.9,3998.7000000000003,533.4
2018-07-21,729.1,1443.0000000000002,2561.2,505.19999999999993
2018-07-22,506.19999999999993,1028.2,1803.9000000000003,374.8
2018-07-23,1097.1,1527.3,3209.9000000000005,420.7
2018-07-24,1065.8000000000004,1399.7999999999997,3034.1,494.3
2018-07-25,815.0000000000001,1599.1,2848.5,429.2999999999999
2018-07-26,1197.3999999999999,2230.05,4065.7999999999997,667.0999999999999
2018-07-27,1158.8999999999999,1730.8000000000004,3508.1,578.4000000000001
2018-07-28,537.2,567.5000000000001,1391.3,384.0
2018-07-29,483.50000000000006,478.69999999999993,1220.4999999999998,278.4000000000001
2018-07-30,929.4999999999998,786.7,2211.6,328.5
2018-07-31,1113.8,1200.5,2908.3000000000006,359.4
2018-08-01,1191.1,1376.6000000000004,3203.0,395.70000000000005
2018-08-02,1142.7,1485.4,3237.8000000000006,372.0
2018-08-03,841.6500000000001,1590.05,2880.4500000000007,483.7999999999999
2018-08-04,200.90000000000006,551.7,860.0,290.4000000000001
2018-08-05,431.4,964.9000000000001,1625.7,354.5
2018-08-06,944.2,1758.2,3205.6000000000004,476.6
2018-08-07,955.3000000000002,1658.3,3123.0,533.5000000000002
2018-08-08,845.6999999999999,1049.05,2345.350000000001,324.9
2018-08-09,1713.9000000000003,1524.2,4152.799999999999,446.79999999999995
2018-08-10,1107.8000000000002,1083.8,2782.3,297.40000000000003
2018-08-11,1188.1000000000001,1443.7,3265.4999999999995,362.25000000000006
2018-08-12,581.5,811.6,1703.9000000000003,319.6
2018-08-13,873.1000000000001,958.6,2297.0000000000005,405.95000000000005
2018-08-14,983.2999999999998,1082.6,2590.2999999999997,349.2999999999999
2018-08-15,890.7,917.0999999999999,2282.9000000000005,366.4
2018-08-16,1322.3999999999999,1152.0000000000002,3179.2,364.9000000000001
2018-08-17,1427.3999999999996,1183.0999999999997,3371.3999999999996,401.5999999999999
2018-08-18,762.9000000000001,783.3000000000002,1953.1999999999998,344.09999999999997
2018-08-19,434.49999999999994,456.4,1123.0,344.1
2018-08-20,1040.7,978.1999999999999,2573.6,365.79999999999995
2018-08-21,1189.2500000000005,1299.6,3123.6,404.1
2018-08-22,1198.2,1055.9999999999995,2893.4,401.55000000000007
2018-08-23,1017.6999999999999,981.6999999999998,2541.9000000000005,316.8
2018-08-24,954.3,929.1999999999999,2392.5999999999995,253.70000000000002
2018-08-25,926.8999999999999,1037.3,2458.6000000000004,318.40000000000003
2018-08-26,669.0000000000001,867.1000000000001,1893.1999999999998,277.20000000000005
2018-08-27,528.9000000000001,605.1999999999999,1416.2999999999997,285.80000000000007
2018-08-28,1806.8999999999996,1694.5,4465.6,381.0
2018-08-29,882.8999999999999,1192.1999999999998,2546.2,365.69999999999993
2018-08-30,975.8000000000001,1186.6,2682.2,401.7
2018-08-31,1640.8999999999999,1848.0,4364.0,563.0
2018-09-01,1511.8999999999999,1952.5,4270.3,526.1
2018-09-02,513.1,1260.2999999999995,2047.2,534.3000000000001
2018-09-03,763.4,1361.7999999999997,2532.3,623.9000000000001
2018-09-04,266.29999999999995,644.7,1052.8999999999999,454.8
2018-09-05,179.5,536.0999999999999,811.4,396.9
2018-09-06,1667.0,1462.0,4017.400000000001,490.40000000000003
2018-09-07,1685.15,1475.8500000000004,4059.6,335.09999999999997
2018-09-08,1003.0999999999999,1212.6,2750.2999999999997,283.29999999999995
2018-09-09,501.5999999999999,776.3999999999999,1545.7,352.40000000000003
2018-09-10,1090.8999999999999,1012.0000000000001,2684.9999999999995,332.79999999999995
2018-09-11,1013.1999999999999,951.5000000000001,2505.4,401.5
2018-09-12,679.4999999999999,925.1,1967.2,307.4
2018-09-13,2360.4000000000005,1837.7,5457.299999999999,412.99999999999994
2018-09-14,1495.9,1499.4,3792.7999999999993,354.09999999999997
2018-09-15,1435.6999999999998,1506.4000000000003,3707.8,417.40000000000003
2018-09-16,627.6000000000001,945.0999999999999,1907.3999999999999,357.40000000000003
2018-09-17,1327.2999999999997,1683.3999999999999,3718.3000000000006,428.99999999999994
2018-09-18,1075.9,1062.7,2712.2,407.6000000000001
2018-09-19,926.2500000000002,861.3999999999999,2280.65,453.15000000000003
2018-09-20,904.0000000000002,884.6,2271.0000000000005,473.7
2018-09-21,939.5000000000002,916.0000000000001,2356.5000000000005,275.34999999999997
2018-09-22,1347.8,1421.3,3487.6,283.04999999999995
2018-09-23,433.19999999999993,824.8000000000001,1489.3,265.4
2018-09-24,1975.2999999999997,1619.5,4648.0,346.99999999999994
2018-09-25,2422.7000000000007,2106.2,5820.800000000001,471.59999999999997
2018-09-26,2328.2999999999993,2120.1000000000004,5690.5999999999985,523.2
2018-09-27,2042.4,2174.2999999999997,5306.0,567.2
2018-09-28,371.8,704.3999999999999,1274.4999999999998,367.85
2018-09-29,1788.3000000000004,1782.1,4524.300000000001,511.3
2018-09-30,643.1999999999998,1058.1000000000001,2044.1000000000004,348.8
2018-10-01,1005.9,1073.1000000000001,2615.6,307.65
2018-10-02,3186.0000000000005,1881.2999999999997,6765.9,379.00000000000006
2018-10-03,3416.2999999999997,1810.0,7047.799999999999,390.20000000000005
2018-10-04,3577.5999999999995,2109.75,7595.3,469.30000000000007
2018-10-05,1743.5000000000002,1720.9999999999995,4394.500000000001,671.6
2018-10-06,379.5999999999999,652.1,1234.0000000000002,381.09999999999997
2018-10-07,832.4,1065.3999999999999,2341.7000000000003,328.59999999999997
2018-10-08,1442.6999999999996,1504.6000000000001,3717.3000000000006,374.1
2018-10-09,2247.4,2018.8000000000002,5464.800000000001,500.29999999999995
2018-10-10,1384.8999999999999,1716.4,3840.1000000000013,876.4000000000002
2018-10-11,1284.7000000000003,1403.6,3373.6000000000004,432.59999999999997
2018-10-12,878.2000000000002,981.7000000000002,2328.5,393.6000000000001
2018-10-13,919.3000000000002,1083.7000000000003,2493.4,388.1
2018-10-14,171.5,501.9,764.9999999999999,166.59999999999997
2018-10-15,545.4,1054.8,1891.3,376.59999999999997
2018-10-16,1821.45,1600.7499999999995,4393.949999999999,572.8
2018-10-17,2349.0,2068.7000000000003,5670.4,416.6
2018-10-18,421.50000000000006,950.9000000000001,1597.3,333.3
2018-10-19,2748.8,2031.7000000000003,6246.299999999999,639.8
2018-10-20,2496.2000000000003,2115.5,5943.5,775.3999999999999
2018-10-21,973.7,1209.1999999999998,2702.2000000000003,485.09999999999997
2018-10-22,867.5,1048.6,2378.1,406.70000000000005
2018-10-23,1432.8999999999999,1486.2000000000003,3683.3000000000015,465.40000000000003
2018-10-24,1783.1999999999998,1589.8999999999999,4324.000000000001,581.9
2018-10-25,1841.6,1705.2,4529.0999999999985,487.50000000000006
2018-10-26,1311.1,1481.2999999999997,3491.9000000000005,290.49999999999994
2018-10-27,335.0,675.5000000000001,1189.3000000000002,157.0
2018-10-28,167.69999999999996,547.0,803.9999999999999,172.0
2018-10-29,1057.1999999999998,1127.6000000000004,2748.2999999999997,226.39999999999995
2018-10-30,1302.05,1234.8999999999999,3231.2,375.6
2018-10-31,2281.3,1935.6999999999996,5433.700000000001,499.79999999999984
2018-11-01,3544.8,2095.7999999999997,7532.0,489.6000000000001
2018-11-02,3567.1,2469.9,7939.699999999999,657.1000000000001
2018-11-03,1428.3000000000002,1612.1,3802.3999999999996,550.8
2018-11-04,1125.5000000000002,1296.9999999999998,3022.6,652.7000000000002
2018-11-05,2531.7000000000007,1733.8,5615.900000000001,1014.0999999999999
2018-11-06,2391.5,1690.7,5357.0,673.5999999999999
2018-11-07,1605.8999999999996,1252.0000000000002,3714.0999999999995,297.0
2018-11-08,1763.7,1745.5000000000002,4449.6,455.90000000000003
2018-11-09,1411.2,1388.2999999999997,3551.7000000000003,407.1000000000001
2018-11-10,1678.7999999999997,1656.4,4230.799999999999,477.0
2018-11-11,892.6999999999999,1135.3,2504.4000000000005,342.40000000000003
2018-11-12,1971.1,1751.7999999999997,4773.9,411.59999999999997
2018-11-13,1556.2,1480.2,3866.2999999999997,431.7
2018-11-14,2405.5000000000005,2060.7,5748.9,549.6
2018-11-15,2818.65,1852.95,6175.05,779.7
2018-11-16,920.3,1019.1999999999999,2430.7,427.0
2018-11-17,384.90000000000003,1006.0000000000001,1596.2,583.7000000000002
2018-11-18,199.10000000000002,867.6999999999999,1173.0,479.5
2018-11-19,219.69999999999996,562.0,898.7999999999998,205.89999999999998
2018-11-20,443.3,944.2,1623.8000000000002,341.00000000000006
2018-11-21,2469.9,1985.2,5772.699999999999,615.9
2018-11-22,4389.9,2326.9,9058.100000000002,1243.7
2018-11-23,928.6000000000001,1387.3000000000002,2811.4,954.8999999999999
2018-11-24,407.2,1166.5000000000002,1790.5999999999997,782.9
2018-11-25,246.60000000000002,816.9999999999999,1195.1,541.8
2018-11-26,703.6000000000001,1178.55,2257.8500000000004,405.44999999999993
2018-11-27,1549.0500000000002,1424.1000000000001,3799.0499999999997,478.19999999999993
2018-11-28,723.3000000000001,891.0,2000.3,293.2
2018-11-29,707.5999999999999,859.1,1944.3,354.5
2018-11-30,1174.9,1227.8999999999996,3029.4,414.7
2018-12-01,967.5999999999999,1183.6000000000001,2667.3,255.29999999999998
2018-12-02,317.40000000000003,432.2,919.0000000000001,158.5
2018-12-03,737.1999999999998,985.6,2115.7999999999997,377.00000000000006
2018-12-04,3106.1000000000004,2171.0999999999995,6933.9000000000015,589.1
2018-12-05,1640.1,1398.6000000000001,3913.6,350.9
2018-12-06,870.4000000000001,942.1,2276.5,302.59999999999997
2018-12-07,628.2,708.0999999999999,1670.9000000000003,225.7
2018-12-08,432.8000000000001,525.0,1188.6,321.0
2018-12-09,467.40000000000003,769.4999999999999,1486.5,248.3
2018-12-10,1587.8999999999999,1682.7,4117.299999999999,430.4
2018-12-11,3782.2000000000003,2426.1,8225.4,773.9
2018-12-12,1391.4,1644.6000000000001,3777.600000000001,588.8000000000001
2018-12-13,993.5000000000001,1237.5,2760.6,534.1999999999999
2018-12-14,3450.5,2369.3999999999996,7660.5,894.7
2018-12-15,1254.6999999999998,1304.5999999999997,3228.6000000000004,549.2
2018-12-16,1403.3000000000002,1648.0,3800.0,345.4
2018-12-17,1473.5,1531.6,3790.8000000000006,415.2
2018-12-18,1044.75,1202.5,2803.899999999999,389.3
2018-12-19,1503.9999999999998,1745.0,4051.2,346.4000000000001
2018-12-20,954.5999999999999,1196.6,2660.2000000000007,347.20000000000005
2018-12-21,643.4,784.0000000000001,1770.7000000000003,426.3
2018-12-22,795.1000000000001,991.9999999999999,2211.5,403.8
2018-12-23,535.1,828.8,1649.1000000000001,264.9
2018-12-24,2527.0,1846.2999999999997,5721.2,724.6000000000001
2018-12-25,1830.7999999999997,1474.8000000000002,4281.900000000001,663.6
2018-12-26,1390.9000000000003,1459.6999999999998,3592.4000000000005,674.7000000000002
2018-12-27,3596.100000000001,2128.9,7642.9,1082.6
2018-12-28,1982.6999999999998,1777.8000000000004,4817.500000000001,809.5
2018-12-29,749.6000000000001,945.6,2095.2,438.29999999999995
2018-12-30,498.80000000000007,845.1000000000001,1609.9,330.90000000000003
2018-12-31,776.4000000000001,1093.6999999999998,2283.6,355.5
2019-01-01,244.3,662.9999999999999,1037.5000000000002,358.6000000000001
2019-01-02,305.7,1047.9000000000003,1517.0,348.40000000000003
2019-01-03,739.7999999999998,1516.8999999999999,2651.7999999999997,367.6
2019-01-04,1472.1,1996.9000000000003,4253.900000000001,861.0000000000001
2019-01-05,719.9,1464.5,2568.5000000000005,692.4000000000001
2019-01-06,764.2000000000002,1378.8999999999999,2550.5999999999995,662.9
2019-01-07,549.65,967.0000000000001,1809.95,470.8
2019-01-08,690.2000000000002,1181.1000000000001,2239.1000000000004,500.1
2019-01-09,378.7999999999999,1035.9,1616.6999999999998,361.2
2019-01-10,2203.6000000000004,2062.5,5441.0,902.3000000000001
2019-01-11,2351.7999999999997,1988.0,5594.1,801.6999999999998
2019-01-12,522.5,696.3,1496.7,301.40000000000003
2019-01-13,237.60000000000002,351.09999999999997,715.3,296.59999999999997
2019-01-14,931.9,1312.0000000000002,2740.9,490.3
2019-01-15,847.1243902439026,977.648780487805,2276.1341463414633,346.84999999999997
2019-01-16,426.2341463414636,652.0682926829269,1305.687804878049,321.19999999999993
2019-01-17,1249.8414634146345,1399.1829268292684,3315.478048780488,437.79999999999995
2019-01-18,2559.3,2248.4,6172.400000000001,811.0
2019-01-19,1212.6,1386.0,3245.3,571.6
2019-01-20,1429.0,1641.0000000000002,3832.1,894.9
2019-01-21,3020.4500000000003,2095.85,6726.800000000001,1119.5000000000002
2019-01-22,1668.1,1789.0,4346.8,368.5
2019-01-23,1629.0,1681.6,4179.599999999999,531.3
2019-01-24,3407.8999999999996,2450.6999999999994,7676.2,890.5999999999999
2019-01-25,1459.2000000000003,1585.0,3821.8000000000006,537.0999999999999
2019-01-26,549.1,714.8,1556.5,256.8
2019-01-27,304.59999999999997,440.99999999999994,907.9000000000001,275.9000000000001
2019-01-28,1442.0,1617.3999999999999,3828.5,461.79999999999995
2019-01-29,2384.9000000000005,2232.8999999999996,5889.399999999999,738.4999999999999
2019-01-30,3029.6,2242.7000000000003,6887.8,489.99999999999994
2019-01-31,2231.0000000000005,1824.9000000000003,5245.7,545.3
2019-02-01,268.3,926.7,1338.0,388.40000000000003
2019-02-02,535.0999999999999,965.0999999999999,1785.3999999999999,425.90000000000003
2019-02-03,1168.2,1442.0000000000002,3233.2000000000003,435.8999999999999
2019-02-04,1139.3999999999999,1227.3000000000002,2974.7999999999997,368.1
2019-02-05,1943.6000000000004,1733.6,4714.3,468.80000000000007
2019-02-06,1841.7500000000005,1751.15,4574.65,414.9999999999999
2019-02-07,622.5,777.4999999999999,1731.3000000000002,316.9
2019-02-08,667.9999999999999,792.2000000000002,1816.1999999999996,260.6
2019-02-09,635.9999999999999,766.8,1741.7000000000003,319.4
2019-02-10,466.80000000000007,814.3000000000001,1529.7000000000003,152.79999999999998
2019-02-11,2291.7,1933.8999999999999,5448.000000000001,448.0
2019-02-12,1481.6000000000006,1536.6999999999998,3808.2000000000003,472.9
