MeasurementDateGMT,Sutton - Worcester Park: Nitric Oxide (ug/m3),Sutton - Worcester Park: Nitrogen Dioxide (ug/m3),Sutton - Worcester Park: Oxides of Nitrogen (ug/m3),Sutton - Worcester Park: PM10 Particulate (ug/m3)
2019-02-13,2092.7000000000003,1875.6999999999996,5084.2,700.8000000000001
2019-02-14,3691.7,2674.8,8335.199999999999,1048.1999999999998
2019-02-15,3548.4,2702.9,8144.1,1087.1000000000001
2019-02-16,1451.7999999999997,1615.5,3841.7,861.9000000000002
2019-02-17,868.6999999999999,1305.6,2637.6000000000004,786.8
2019-02-18,1440.8999999999996,1602.3,3811.6000000000004,432.2
2019-02-19,854.7000000000002,1090.8000000000002,2401.3,412.69999999999993
2019-02-20,987.0000000000001,1206.4,2720.1,505.79999999999995
2019-02-21,1117.85,1453.1999999999998,3167.3499999999995,628.1999999999998
2019-02-22,1821.4,1835.7,4628.0,680.0999999999999
2019-02-23,2073.2,2088.7,5267.8,1014.6000000000001
2019-02-24,1615.5999999999995,1785.0000000000002,4262.5,1047.5000000000002
2019-02-25,2936.9999999999995,2513.5,7016.7,1154.8999999999999
2019-02-26,3885.7999999999997,2961.2,8919.599999999999,1243.5
2019-02-27,3913.2999999999997,2801.7,8802.0,1397.7
2019-02-28,844.1,1197.7,2492.1,661.3000000000001
2019-03-01,1513.2,1621.8000000000002,3941.8,750.9000000000001
2019-03-02,692.8,905.5999999999999,1968.3999999999999,388.2000000000001
2019-03-03,280.1,412.70000000000005,842.5000000000001,263.1
2019-03-04,639.1999999999998,810.3,1790.6,220.99999999999997
2019-03-05,966.9999999999999,1132.1,2614.8,301.9
2019-03-06,1159.6999999999998,1116.2,2894.2999999999993,407.7
2019-03-07,392.40000000000003,490.29999999999995,1091.5,239.69999999999996
2019-03-08,1231.2500000000005,1317.7499999999998,3205.2999999999997,272.4
2019-03-09,1028.7,992.8999999999999,2570.0999999999995,433.70000000000005
2019-03-10,553.1999999999999,654.1,1502.2,215.90000000000006
2019-03-11,1901.7000000000005,1341.4999999999998,4256.7,286.79999999999995
2019-03-12,1335.6000000000001,1007.5999999999998,3055.4999999999995,211.50000000000003
2019-03-13,1059.8,800.5,2425.0999999999995,343.6000000000001
2019-03-14,379.40000000000003,591.0,1172.6,310.9
2019-03-15,334.2,450.59999999999997,963.4999999999999,184.89999999999998
2019-03-16,310.40000000000003,398.4,874.6,275.8
2019-03-17,330.59999999999997,503.79999999999995,1010.9000000000001,177.05000000000004
2019-03-18,1135.3,1485.6000000000001,3226.6000000000004,391.59999999999985
2019-03-19,1115.0,1313.1000000000004,3022.2999999999997,462.7
2019-03-20,819.0000000000001,1108.05,2363.7,377.09999999999997
2019-03-21,1307.5999999999997,1374.6000000000001,3379.5000000000005,439.2
2019-03-22,1242.3,1407.7000000000003,3312.5,419.09999999999997
2019-03-23,361.00000000000006,879.6999999999999,1433.1000000000001,477.09999999999997
2019-03-24,632.0999999999999,1225.6999999999996,2194.7000000000007,480.0
2019-03-25,291.5,806.1999999999999,1252.9,332.3
2019-03-26,1265.0,1722.6,3662.0999999999995,578.3
2019-03-27,1233.4999999999998,1732.1000000000004,3623.2,575.2999999999998
2019-03-28,1416.3000000000002,1982.6000000000001,4154.1,748.0
2019-03-29,1819.1000000000001,2176.2,4965.599999999999,845.4000000000001
2019-03-30,1057.1999999999998,1464.0,3084.6000000000004,1080.4
2019-03-31,74.7,383.79999999999995,497.90000000000003,728.6
2019-04-01,244.9,725.0,1101.0,497.9000000000001
2019-04-02,1153.6,1391.5000000000002,3160.2999999999993,627.7
2019-04-03,1716.0000000000005,1834.1000000000001,4465.500000000001,503.2
2019-04-04,1106.8,1387.65,3084.6499999999996,362.4
2019-04-05,670.2,1098.5,2126.3,471.2
2019-04-06,143.60000000000002,584.2,804.2000000000002,522.9999999999999
2019-04-07,180.10000000000005,566.8000000000001,843.2,1153.8999999999999
2019-04-08,1041.0000000000002,1575.8999999999999,3171.7999999999997,1443.5999999999997
2019-04-09,321.5,971.3,1464.1,2598.3999999999987
2019-04-10,156.29999999999998,500.9,740.9,446.99999999999994
2019-04-11,436.0,949.9999999999998,1619.0,412.6
2019-04-12,717.8999999999999,1184.4,2284.6000000000004,464.9000000000001
2019-04-13,374.7999999999999,987.3000000000002,1561.9999999999995,410.5
2019-04-14,253.79999999999993,835.8,1225.1000000000001,550.6999999999999
2019-04-15,433.00000000000006,1121.6000000000001,1785.8000000000002,963.4000000000001
2019-04-16,1208.3999999999999,2101.2999999999997,3953.8,1496.7999999999997
2019-04-17,933.6000000000001,1691.95,3123.2500000000005,1321.3
2019-04-18,303.3999999999999,1237.3000000000002,1702.3999999999999,1323.1
2019-04-19,454.99999999999994,1464.1999999999998,2161.9,986.6
2019-04-20,357.8,1345.2999999999997,1894.0,891.0999999999999
2019-04-21,207.00000000000003,1208.0000000000002,1525.7,978.6000000000001
2019-04-22,344.90000000000003,1607.6000000000001,2136.7,1346.2
2019-04-23,382.5,1643.4000000000003,2229.5999999999995,1156.1000000000001
2019-04-24,1097.1000000000001,1625.6999999999998,3307.9999999999995,843.6999999999998
2019-04-25,1155.3000000000002,1616.7000000000003,3388.0,5992.099999999999
2019-04-26,1087.2000000000003,1458.4000000000003,3125.2,513.7
2019-04-27,606.6,721.5999999999999,1651.6999999999998,376.7000000000001
2019-04-28,211.0,538.1999999999999,861.4000000000001,294.0
2019-04-29,567.4,1225.7999999999997,2095.6000000000004,475.40000000000003
2019-04-30,822.8999999999999,1510.0999999999997,2772.2000000000007,665.2
2019-05-01,1158.5,1697.3,3473.4999999999995,609.1999999999999
2019-05-02,988.3999999999999,1358.0,2873.4999999999995,397.1999999999999
2019-05-03,1085.8999999999999,1333.7999999999997,2999.0,448.59999999999997
2019-05-04,161.1,435.8,682.4000000000001,251.80000000000004
2019-05-05,359.2,810.0000000000001,1361.3999999999999,468.4000000000001
2019-05-06,553.0,1050.3000000000002,1898.1000000000001,337.9
2019-05-07,1998.7000000000005,2229.5,5294.0,473.69999999999993
2019-05-08,1270.4,1522.6000000000001,3470.1999999999994,432.0000000000001
2019-05-09,1523.4,1667.8999999999999,4003.6000000000004,376.40000000000003
2019-05-10,1422.9,1886.6999999999998,4068.6,459.59999999999997
2019-05-11,455.4000000000001,954.5,1653.3,425.79999999999995
2019-05-12,465.49999999999994,1013.9999999999998,1728.1,357.80000000000007
2019-05-13,596.5,1052.3999999999999,1967.1000000000004,340.1
2019-05-14,396.2,857.5,1464.8999999999996,403.0000000000001
2019-05-15,413.0000000000001,1096.8999999999999,1730.0,622.2000000000002
2019-05-16,294.80000000000007,810.4000000000002,1262.8,497.79999999999995
2019-05-17,278.1499999999999,847.1000000000003,1273.1500000000003,525.4
2019-05-18,880.6,1550.1000000000004,2900.5,690.5999999999999
2019-05-19,987.5000000000001,1683.0,3197.1000000000004,712.4
2019-05-20,590.3,1338.4,2243.1,519.9000000000002
2019-05-21,578.3,1179.8999999999999,2066.8999999999996,402.6
2019-05-22,1115.7,1742.2,3452.8,423.9
2019-05-23,1436.3000000000002,1873.8,4076.3000000000006,1254.6
2019-05-24,773.6000000000001,1381.0,2566.7999999999997,663.6
2019-05-25,537.2,935.9000000000001,1760.1999999999998,777.0
2019-05-26,307.3999999999999,503.1,974.5,659.8999999999999
2019-05-27,348.20000000000005,610.3000000000001,1144.5,272.79999999999995
2019-05-28,627.3000000000001,998.8,1960.7,222.45
2019-05-29,1165.0500000000004,1303.25,3089.650000000001,311.1
2019-05-30,691.3,824.9000000000002,1884.8999999999999,342.09999999999997
2019-05-31,1033.8,1064.5,2649.9000000000005,292.5
2019-06-01,951.3,1361.1999999999998,2819.3,348.70000000000005
2019-06-02,342.0999999999999,686.3999999999999,1210.6000000000001,311.30000000000007
2019-06-03,611.4,838.2,1775.8999999999999,291.8999999999999
2019-06-04,955.5,1325.0000000000002,2789.6000000000004,376.0
2019-06-05,994.1999999999999,1112.9,2637.2999999999997,283.6
2019-06-06,967.3,1216.4,2699.7,270.09999999999997
2019-06-07,743.4499999999998,1246.85,2386.7500000000005,430.7506564409203
2019-06-08,560.5,572.1000000000001,1431.5000000000002,466.19945404913557
2019-06-09,583.6999999999999,857.8000000000001,1752.6999999999998,466.656180943715
2019-06-10,681.3000000000001,1021.7,2066.6000000000004,467.1129078382946
2019-06-11,782.6999999999999,918.3,2118.3,467.56963473287396
2019-06-12,633.7,1077.5,2049.7000000000003,468.0263616274535
2019-06-13,991.9000000000002,1196.8999999999999,2717.600000000001,468.483088522033
2019-06-14,957.1999999999999,1284.3,2751.8,468.9398154166124
2019-06-15,871.7999999999998,1252.7,2589.5000000000005,469.3965423111919
2019-06-16,436.99999999999994,616.0000000000001,1285.6,469.85326920577137
2019-06-17,756.2,1102.8,2262.0,470.30999610035093
2019-06-18,923.7000000000002,1451.6999999999994,2867.5999999999995,470.76672299493043
2019-06-19,849.7,1286.0000000000002,2588.7999999999993,471.22344988950994
2019-06-20,760.1000000000001,1011.4,2176.3,471.6801767840894
2019-06-21,986.3,1396.6000000000001,2909.2,472.1369036786689
2019-06-22,807.9000000000001,1373.1,2612.2000000000003,472.59363057324833
2019-06-23,156.50000000000003,837.0,1076.6999999999998,473.0503574678279
2019-06-24,1203.0,1885.2,3730.0,473.5070843624074
2019-06-25,304.50000000000006,939.6999999999999,1406.8,473.9638112569868
2019-06-26,135.60000000000002,397.4,605.6999999999999,474.42053815156635
2019-06-27,162.45000000000002,380.05,629.1,474.8772650461458
2019-06-28,183.60000000000002,500.3,781.3000000000001,475.3339919407253
2019-06-29,646.2,1802.0,2792.9000000000005,475.7907188353048
2019-06-30,328.40000000000003,566.8,1070.3,476.24744572988436
2019-07-01,584.7,865.9,1762.3999999999999,476.7041726244638
2019-07-02,288.19999999999993,602.6999999999999,1044.8999999999999,477.16089951904326
2019-07-03,367.1999999999999,818.7999999999998,1381.3000000000002,477.6176264136227
2019-07-04,733.7999999999998,1409.1999999999998,2534.2999999999997,478.0743533082022
2019-07-05,666.4000000000001,1481.0999999999997,2502.6000000000004,478.5310802027817
2019-07-06,264.59999999999997,605.1999999999999,1010.7999999999998,478.98780709736116
2019-07-07,500.5000000000001,798.5,1565.8000000000002,479.4445339919407
2019-07-08,941.0,1500.3000000000002,2942.4999999999995,479.9012608865201
2019-07-09,1025.4,1665.8000000000002,3238.3999999999996,480.3579877810997
2019-07-10,826.3000000000001,1262.3000000000002,2529.0,480.81471467567917
2019-07-11,1296.35,1595.5000000000002,3582.5499999999997,481.27144157025873
2019-07-12,403.9,714.3999999999999,1333.6999999999998,481.7281684648381
2019-07-13,247.99999999999994,561.1,941.4999999999999,482.1848953594177
2019-07-14,156.0,454.20000000000005,693.6,482.64162225399707
2019-07-15,321.6,686.0,1179.1,483.0983491485766
2019-07-16,755.5000000000003,1296.4,2454.7999999999993,483.55507604315613
2019-07-17,802.3000000000001,1415.7,2646.4999999999995,484.0118029377355
2019-07-18,931.5999999999999,1208.5000000000002,2637.0,484.4685298323151
2019-07-19,1237.8,1402.1000000000001,3299.7000000000003,484.92525672689453
2019-07-20,611.3,768.6,1705.4999999999998,485.38198362147403
2019-07-21,490.4,661.8,1413.8000000000002,485.83871051605354
2019-07-22,688.4000000000001,843.8,1899.1999999999998,486.29543741063304
2019-07-23,704.3,1509.4999999999998,2588.8999999999996,486.7521643052125
2019-07-24,826.9,1514.1,2781.9000000000005,487.20889119979194
2019-07-25,793.3000000000002,2285.8,3502.5,487.6656180943715
2019-07-26,1009.95,1480.8500000000001,3029.2500000000005,488.1223449889509
2019-07-27,679.1999999999999,1034.0,2075.5000000000005,488.5790718835305
2019-07-28,369.5,658.0,1224.5,489.03579877810995
2019-07-29,995.0,1578.3999999999999,3103.9999999999995,489.49252567268945
2019-07-30,736.6999999999999,1088.1999999999998,2217.8,489.9492525672689
2019-07-31,639.4999999999999,847.6999999999999,1828.3,490.40597946184846
2019-08-01,795.9000000000001,1253.7999999999997,2474.0999999999995,490.86270635642785
2019-08-02,185.80000000000004,652.9,937.6000000000001,491.3194332510073
2019-08-03,726.0999999999999,1421.3000000000002,2534.3,491.77616014558686
2019-08-04,573.0,1216.5000000000002,2095.1,492.23288704016636
2019-08-05,777.8999999999999,1066.4,2258.8999999999996,492.68961393474586
2019-08-06,646.8999999999999,817.1999999999999,1809.0,493.1463408293253
2019-08-07,687.1999999999999,907.0500000000002,1960.8,493.6030677239048
2019-08-08,988.6,1325.4999999999998,2841.399999999999,494.05979461848426
2019-08-09,420.85499999999996,682.3649999999999,1327.9050000000002,494.5165215130638
2019-08-10,322.095,440.0850000000001,934.045,494.9732484076433
2019-08-11,347.7,539.3000000000001,1072.2,495.4299753022227
2019-08-12,1133.9,1352.5,3090.7,495.8867021968023
2019-08-13,756.1000000000003,1118.0999999999997,2277.4,496.3434290913817
2019-08-14,1052.2,1307.6000000000001,2921.4,496.8001559859612
2019-08-15,534.4000000000001,764.4,1583.6,497.25688288054073
2019-08-16,892.6999999999999,1032.0,2400.6,497.7136097751203
2019-08-17,500.8999999999999,671.3000000000001,1439.6,498.17033666969974
2019-08-18,383.3999999999999,513.1,1100.8,498.6270635642792
2019-08-19,559.8499999999999,751.25,1609.5,499.08379045885863
2019-08-20,695.1999999999999,1180.7,2247.1,499.54051735343813
2019-08-21,977.8000000000001,1493.9000000000003,2993.0,499.99724424801764
2019-08-22,944.9999999999999,1372.4000000000003,2821.2,500.4539711425971
2019-08-23,1146.7,1651.1000000000004,3408.6,500.91069803717664
2019-08-24,659.5999999999999,1829.5000000000002,2840.9,501.36742493175603
2019-08-25,467.80000000000007,1777.6000000000001,2494.6000000000004,501.82415182633565
2019-08-26,438.9999999999999,1623.4999999999998,2296.2999999999997,502.2808787209151
2019-08-27,758.1999999999998,2041.7,3204.5999999999995,502.73760561549466
2019-08-28,699.2,1041.2,2113.1,503.19433251007405
2019-08-29,767.3000000000002,1062.5,2238.7999999999997,503.6510594046536
2019-08-30,800.9999999999999,1139.1,2367.8,504.107786299233
2019-08-31,586.9000000000001,878.5,1778.7000000000005,504.5645131938125
2019-09-01,395.4,744.0,1350.0000000000002,505.02124008839206
2019-09-02,661.5999999999999,945.4000000000001,1959.4000000000003,505.47796698297145
2019-09-03,532.0,729.9999999999999,1545.9,505.934693877551
2019-09-04,509.40000000000003,695.2000000000002,1476.5,506.39142077213046
2019-09-05,524.9,929.2,1734.2000000000003,506.84814766671
2019-09-06,892.7,1161.9,2530.4,507.30487456128947
2019-09-07,261.79999999999995,621.8000000000001,1023.4999999999999,507.761601455869
2019-09-08,552.1,1091.4999999999998,1938.1,508.2183283504484
2019-09-09,1447.4,1854.2000000000003,4073.4000000000005,508.6750552450279
2019-09-10,1391.8999999999999,1368.8000000000004,3503.2999999999993,509.1317821396074
2019-09-11,593.4000000000001,686.1999999999998,1596.0,509.5885090341868
2019-09-12,669.1999999999998,674.0000000000001,1700.3,510.04523592876643
2019-09-13,221.00000000000006,614.8,954.1,510.50196282334593
2019-09-14,1112.7,1520.9,3226.9999999999995,510.9586897179254
2019-09-15,582.5,1043.1,1935.6000000000001,511.4154166125048
2019-09-16,848.7,860.9999999999999,2162.1000000000004,511.8721435070844
2019-09-17,397.5999999999999,777.3,1386.7000000000005,512.3288704016638
2019-09-18,905.8500000000001,1168.25,2557.1499999999996,512.7855972962434
2019-09-19,1065.5,1440.3,3073.3999999999996,513.2423241908228
2019-09-20,623.2000000000002,1188.5,2143.9000000000005,513.6990510854023
2019-09-21,465.3999999999999,1430.8999999999999,2144.4999999999995,514.1557779799818
2019-09-22,622.8000000000001,1087.7,2042.6000000000001,514.6125048745613
2019-09-23,811.5999999999999,893.6999999999998,2138.2,515.0692317691409
2019-09-24,1250.3999999999996,1043.5,2961.099999999999,515.5259586637202
2019-09-25,668.7000000000002,767.5000000000002,1792.8000000000004,515.9826855582999
2019-09-26,570.7000000000002,684.1,1559.1,516.4394124528792
2019-09-27,618.3999999999999,737.2,1685.9,516.8961393474588
2019-09-28,467.80000000000007,610.6999999999999,1327.9999999999998,517.3528662420382
2019-09-29,257.9,386.70000000000005,782.2,517.8095931366177
2019-09-30,1342.3,1206.8000000000002,3264.8,518.2663200311971
2019-10-01,963.5,1039.5,2517.0999999999995,518.7230469257767
2019-10-02,847.1999999999999,1102.3000000000002,2401.6000000000004,519.1797738203562
2019-10-03,2060.3500000000004,1752.7499999999998,4911.900000000001,519.6365007149356
2019-10-04,1108.8000000000002,1215.8,2915.6999999999994,520.0932276095151
2019-10-05,1560.3000000000002,1627.8999999999999,4020.2000000000003,520.5499545040946
2019-10-06,340.2,622.8000000000001,1144.4,521.0066813986742
2019-10-07,1341.3999999999999,1065.7999999999997,3122.6999999999994,521.4634082932536
2019-10-08,712.0,802.0000000000001,1894.0,521.9201351878331
2019-10-09,585.0999999999999,694.8000000000001,1591.5000000000002,522.3768620824126
2019-10-10,583.8,639.4,1534.7,522.833588976992
2019-10-11,514.8,593.9999999999999,1383.7999999999997,523.2903158715716
2019-10-12,1763.8999999999996,1850.8,4555.900000000001,523.747042766151
2019-10-13,569.3,836.8000000000001,1709.8,524.2037696607306
2019-10-14,1011.0999999999997,1164.9,2715.5,524.6604965553099
2019-10-15,1517.8,1351.8,3678.8,525.1172234498896
2019-10-16,1489.4,1362.1000000000001,3646.1000000000004,525.5739503444689
2019-10-17,1904.4999999999998,1975.0500000000002,4894.650000000001,526.0306772390485
2019-10-18,700.6999999999999,928.5,2002.8,526.4874041336279
2019-10-19,1001.5999999999999,1194.0,2729.9,526.9441310282074
2019-10-20,404.69999999999993,645.5999999999998,1265.8000000000002,527.4008579227869
2019-10-21,246.2,616.9000000000001,994.3000000000001,527.8575848173664
2019-10-22,2415.3,1867.5999999999995,5571.499999999999,528.314311711946
2019-10-23,1723.1,1586.3000000000002,4228.3,528.7710386065254
2019-10-24,1651.1000000000004,1552.7,4084.5999999999995,529.227765501105
2019-10-25,983.1000000000001,967.4000000000001,2474.899999999999,529.6844923956843
2019-10-26,416.0,678.1000000000001,1316.6,530.1412192902638
2019-10-27,1295.3999999999999,1390.2,3376.5000000000005,530.5979461848433
2019-10-28,1321.5000000000002,1426.6000000000001,3452.600000000001,531.0546730794227
2019-10-29,240.6,928.1999999999998,1296.9999999999998,531.5113999740023
2019-10-30,347.00000000000006,946.7000000000002,1478.2999999999997,531.9681268685817
2019-10-31,1037.7,1319.0,2910.2000000000003,532.4248537631613
2019-11-01,1229.8999999999996,1482.8000000000002,3368.7000000000003,532.8815806577408
2019-11-02,371.69999999999993,475.3999999999999,1045.1,533.3383075523203
2019-11-03,863.4,1030.6000000000001,2354.899999999999,533.7950344468998
2019-11-04,2631.4,2117.7,6152.799999999999,534.2517613414793
2019-11-05,545.4000000000001,993.6000000000001,1829.6000000000004,534.7084882360587
2019-11-06,2116.6000000000004,1772.0999999999995,5017.400000000001,535.1652151306382
2019-11-07,1472.6999999999998,1336.0,3594.3000000000006,535.6219420252178
2019-11-08,2165.0,1756.2,5075.900000000001,536.0786689197972
2019-11-09,1405.1,1409.5000000000005,3563.8999999999996,536.5353958143767
2019-11-10,1091.1000000000001,1238.6,2911.5,536.9921227089561
2019-11-11,665.0000000000001,895.5,1914.9499999999998,537.4488496035358
2019-11-12,709.6999999999999,806.6,1894.9999999999995,537.9055764981151
2019-11-13,1761.9,1563.6000000000004,4264.900000000001,538.3623033926947
2019-11-14,1655.1,1878.2000000000003,4415.8,538.8190302872741
2019-11-15,287.9000000000001,805.4999999999999,1246.6000000000001,539.2757571818537
2019-11-16,1640.1,1343.8,3858.4999999999995,539.732484076433
2019-11-17,3034.7,1765.4999999999998,6418.3,540.1892109710126
2019-11-18,2103.2,1598.1000000000004,4823.199999999999,540.6459378655921
2019-11-19,3485.2000000000003,2161.4999999999995,7505.400000000001,541.1026647601716
2019-11-20,1294.3,1348.9000000000003,3333.899999999999,541.559391654751
2019-11-21,561.45,848.5,1709.1,542.0161185493305
2019-11-22,1209.0,1449.6999999999998,3303.6999999999994,542.4728454439102
2019-11-23,693.8000000000002,1023.5,2086.8,542.9295723384894
2019-11-24,1768.4000000000003,1329.3000000000002,4040.600000000001,543.386299233069
2019-11-25,1828.3999999999999,1555.8000000000002,4359.3,543.8430261276485
2019-11-26,1572.4999999999998,1631.6000000000006,4042.800000000001,544.2997530222281
2019-11-27,1452.1999999999998,1553.1000000000001,3779.8000000000006,544.7564799168074
2019-11-28,893.4,1106.3,2476.1,545.213206811387
2019-11-29,2847.5,1929.1999999999998,6295.4,545.6699337059665
2019-11-30,1161.4,1573.5,3354.5999999999995,546.1266606005458
2019-12-01,368.1000000000001,912.7999999999998,1477.2000000000005,546.5833874951254
2019-12-02,2705.2000000000003,2178.2000000000007,6326.4,547.0401143897049
2019-12-03,2862.0,2357.2,6745.6,547.4968412842845
2019-12-04,4472.6,2829.2000000000003,9686.6,547.9535681788639
2019-12-05,1744.9,1474.0999999999997,4149.3,548.4102950734433
2019-12-06,394.79999999999995,574.5999999999999,1180.0000000000002,548.8670219680229
2019-12-07,638.5999999999999,833.9,1813.1,549.3237488626024
2019-12-08,279.9000000000001,365.8999999999999,795.4999999999999,549.7804757571818
2019-12-09,862.1999999999998,1047.7,2369.9,550.2372026517613
2019-12-10,935.8000000000002,1043.7,2477.8999999999996,550.6939295463409
2019-12-11,1922.55,1786.75,4733.8,551.1506564409202
2019-12-12,1582.7500000000002,1719.55,4146.1,551.6073833354998
2019-12-13,605.6999999999999,772.2,1700.6,552.0641102300792
2019-12-14,608.8,859.6,1793.6000000000001,552.5208371246588
2019-12-15,497.79999999999995,728.3000000000001,1491.7,552.9775640192382
2019-12-16,2283.1,2183.1,5684.0,553.4342909138177
2019-12-17,1767.1000000000004,1951.6999999999998,4661.599999999999,553.8910178083972
2019-12-18,1834.3999999999996,1967.0000000000005,4779.399999999999,554.3477447029768
2019-12-19,1252.6999999999998,1376.9,3297.2,554.8044715975561
2019-12-20,1377.3,1605.4999999999998,3717.5000000000005,555.2611984921357
2019-12-21,1057.0,1358.5,2979.4999999999995,555.7179253867153
2019-12-22,559.7999999999998,785.0,1643.0000000000002,556.1746522812946
2019-12-23,1093.3,1253.2,2929.5,556.6313791758741
2019-12-24,480.49999999999994,734.8999999999999,1471.4000000000003,557.0881060704537
2019-12-25,1212.6999999999998,1007.3,2867.1,557.5448329650332
2019-12-26,355.3,692.0,1237.0000000000002,558.0015598596126
2019-12-27,1683.4,1478.3999999999999,4059.0000000000005,558.458286754192
2019-12-28,1720.0000000000002,1698.8000000000002,4335.700000000001,558.9150136487717
2019-12-29,1352.1000000000001,1327.2,3400.6999999999994,559.3717405433513
2019-12-30,2650.7,1835.5,5899.9000000000015,559.8284674379306
2019-12-31,760.6999999999999,1136.6000000000001,2302.9,560.2851943325101
2020-01-01,1397.3000000000002,1593.3000000000002,3736.3,560.7419212270897
2020-01-02,810.9999999999998,1043.7000000000003,2287.6000000000004,561.1986481216688
2020-01-03,621.8499999999999,1094.45,2047.9,561.6553750162485
2020-01-04,813.0,1090.8999999999999,2337.4,562.1121019108281
2020-01-05,402.40000000000003,696.6999999999999,1313.8999999999999,562.5688288054075
2020-01-06,671.3000000000001,909.8000000000001,1938.9,563.0255556999869
2020-01-07,715.1,1018.0999999999999,2114.2999999999997,563.4822825945664
2020-01-08,1296.6999999999998,1271.6000000000001,3259.2000000000003,563.9390094891461
2020-01-09,645.9999999999999,856.0999999999999,1846.7,564.3957363837253
2020-01-10,1378.9999999999998,1672.6,3786.9999999999995,564.8524632783049
2020-01-11,503.0,720.8999999999997,1492.1000000000004,565.3091901728844
2020-01-12,397.1,573.3000000000001,1181.8999999999999,565.7659170674641
2020-01-13,885.4000000000001,1078.7999999999997,2436.1,566.2226439620433
2020-01-14,797.6999999999997,879.0,2102.5,566.6793708566229
2020-01-15,978.3000000000002,1180.6999999999998,2681.1,567.1360977512024
2020-01-16,1188.9999999999998,1283.6999999999998,3106.9000000000005,567.592824645782
2020-01-17,821.3000000000001,1114.3,2373.25,568.0495515403613
2020-01-18,2220.4000000000005,1958.6000000000004,5362.800000000001,568.5062784349409
2020-01-19,2033.4,2006.4,5124.0,568.9630053295205
2020-01-20,3094.3000000000006,2415.9,7160.6,569.4197322240998
2020-01-21,3974.6,2507.0999999999995,8601.699999999999,569.8764591186793
2020-01-22,3090.7000000000003,2081.5,6821.399999999999,570.3331860132588
2020-01-23,1143.3000000000002,1570.9,3323.2,570.7899129078385
2020-01-24,1993.7,1710.6999999999998,4767.400000000001,571.2466398024177
2020-01-25,1963.8000000000002,1729.9,4741.2,571.7033666969973
2020-01-26,689.4999999999998,918.6999999999998,1976.2,572.1600935915768
2020-01-27,1003.1000000000001,1201.0000000000002,2738.7,572.6168204861561
2020-01-28,448.09999999999997,688.4000000000001,1375.5000000000005,573.0735473807357
2020-01-29,547.1999999999999,767.5000000000001,1606.7,573.5302742753153
2020-01-30,924.0500000000002,1105.1500000000003,2521.8,573.9870011698948
2020-01-31,532.8,717.4,1533.8000000000002,574.443728064474
2020-02-01,344.50000000000006,489.29999999999995,1017.3999999999997,574.9004549590536
2020-02-02,307.8,524.9,996.5,575.3571818536333
2020-02-03,489.80000000000007,702.3000000000001,1453.4999999999998,575.8139087482127
2020-02-04,521.6000000000001,961.6999999999998,1762.0,576.2706356427921
2020-02-05,2734.5,2218.7,6412.1,576.7273625373716
2020-02-06,3488.2000000000003,2579.3999999999996,7927.699999999999,577.1840894319512
2020-02-07,2074.8,2001.6000000000001,5182.7,577.6408163265305
2020-02-08,877.8999999999999,1092.9,2438.9,578.0975432211101
2020-02-09,136.3,192.3,401.70000000000005,578.5542701156896
2020-02-10,353.4,444.6000000000001,986.6,579.0109970102692
2020-02-11,375.49999999999994,494.7,1070.3000000000002,579.4677239048485
2020-02-12,915.8999999999999,1137.05,2541.25,579.924450799428
2020-02-13,818.2999999999998,1174.4,2429.1000000000004,580.3811776940076
2020-02-14,1344.5,1349.1000000000001,3411.0,580.8379045885872
2020-02-15,401.50000000000006,483.1,1098.5,581.2946314831665
2020-02-16,247.49999999999997,363.30000000000007,743.0999999999998,581.751358377746
2020-02-17,462.8999999999999,673.6999999999999,1383.5000000000002,582.2080852723257
2020-02-18,654.1,872.7,1876.0999999999997,582.6648121669048
2020-02-19,692.0999999999999,986.7000000000003,2047.9999999999998,583.1215390614844
2020-02-20,469.1999999999999,751.9000000000001,1471.6000000000001,583.578265956064
2020-02-21,411.5,621.5,1252.5000000000002,584.0349928506436
2020-02-22,269.29999999999995,365.1000000000001,777.9000000000002,584.4917197452228
2020-02-23,398.59999999999997,688.2,1299.4999999999998,584.9484466398023
2020-02-24,395.89999999999986,541.5,1148.3000000000002,585.405173534382
2020-02-25,626.1999999999999,729.6,1689.6,585.8619004289615
2020-02-26,701.9,978.8,2054.85,586.3186273235408
2020-02-27,735.1999999999999,1281.9000000000003,2409.6000000000004,586.7753542181204
2020-02-28,1066.8000000000002,1337.5999999999997,2972.7999999999993,587.2320811127
2020-02-29,523.0,598.7,1400.6,587.6888080072791
2020-03-01,409.4,577.0999999999999,1205.2,588.1455349018588
2020-03-02,571.6,1014.2999999999998,1890.3000000000002,588.6022617964384
2020-03-03,1156.8,1423.4,3197.4,589.0589886910179
2020-03-04,1505.4,1748.8000000000002,4056.9,589.5157155855971
2020-03-05,190.1,674.9999999999999,966.3,589.9724424801768
2020-03-06,1549.2,1785.3000000000004,4160.900000000001,590.4291693747564
2020-03-07,671.0999999999998,1065.5,2094.7,590.8858962693357
2020-03-08,330.0,497.90000000000003,1004.0999999999999,591.3426231639152
2020-03-09,709.1999999999999,855.3000000000001,1942.5,591.7993500584948
2020-03-10,388.4000000000001,453.59999999999997,1049.1,592.2560769530744
2020-03-11,448.30000000000007,577.3,1264.9,592.7128038476536
2020-03-12,367.1,468.00000000000006,1030.8000000000002,593.1695307422332
