MeasurementDateGMT,Camden - Bloomsbury: Nitric Oxide (ug/m3),Camden - Bloomsbury: Nitrogen Dioxide (ug/m3),Camden - Bloomsbury: Oxides of Nitrogen (ug/m3),Camden - Bloomsbury: Ozone (ug/m3),Camden - Bloomsbury: PM10 Particulate (ug/m3),Camden - Bloomsbury: PM2.5 Particulate (ug/m3),Camden - Bloomsbury: Sulphur Dioxide (ug/m3)
2018-01-20,294.00000000000006,1126.2999999999997,1576.9999999999995,659.9000000000001,284.7,167.4,46.100000000000016
2018-01-21,410.3,1189.8,1818.6,347.49999999999983,345.79999999999995,274.7,47.9
2018-01-22,806.1999999999999,1484.6000000000001,2721.0999999999995,403.40000000000003,379.3293413173654,174.56586826347308,71.89999999999999
2018-01-23,65.10000000000001,600.9999999999999,701.1000000000001,982.6999999999999,428.414371257485,190.562874251497,30.299999999999997
2018-01-24,100.4,622.0999999999999,775.5,1162.6999999999998,392.8886227544909,171.93772455089817,33.4
2018-01-25,100.60000000000001,771.5,925.4,907.1,357.3628742514969,153.3125748502994,22.900000000000002
2018-01-26,684.1999999999999,1246.9999999999998,2296.4,286.5,321.8371257485031,134.6874251497006,58.90000000000001
2018-01-27,150.1,827.6999999999999,1057.9,586.0,286.3113772455089,116.0622754491018,36.99999999999999
2018-01-28,120.0,564.7999999999998,748.9999999999999,1105.8999999999996,250.78562874251503,97.437125748503,18.3
2018-01-29,254.10000000000002,843.0,1233.4999999999998,907.9999999999999,226.97065868263473,98.13413173652694,32.39999999999999
2018-01-30,486.1,1258.3000000000002,2003.2999999999997,356.0,412.29999999999995,247.4,60.10000000000001
2018-01-31,193.00000000000003,828.2499999999999,1123.9999999999998,961.2,194.99999999999997,92.10000000000001,43.65
2018-02-01,632.0,1121.1,2089.5,577.6,269.8,118.00000000000001,48.59999999999999
2018-02-02,942.2000000000002,1214.5,2659.2,331.0,356.5,187.1,34.099999999999994
2018-02-03,593.1,1379.2,2288.7999999999997,212.50000000000003,348.6,281.6,34.1
2018-02-04,352.7,788.8,1329.6999999999996,569.7,277.40000000000003,155.79999999999998,32.4
2018-02-05,469.70000000000005,958.8999999999999,1678.6999999999998,479.29999999999995,362.9999999999999,211.60000000000002,34.699999999999996
2018-02-06,851.4000000000002,1247.4,2552.7000000000003,266.1,545.7,385.09999999999997,52.5
