MeasurementDateGMT,Redbridge - Ley Street: Nitric Oxide (ug/m3),Redbridge - Ley Street: Nitrogen Dioxide (ug/m3),Redbridge - Ley Street: Oxides of Nitrogen (ug/m3),Redbridge - Ley Street: Ozone (ug/m3),Redbridge - Ley Street: PM10 Particulate (ug/m3),Redbridge - Ley Street: PM2.5 Particulate (ug/m3)
2018-04-05,169.2,570.7,829.7000000000002,1583.2,176.0,253.72328021764486
2018-04-06,165.19999999999996,898.9000000000001,1151.7,1297.2999999999997,482.0,253.38748542557335
2018-04-07,154.40000000000003,875.1999999999999,1111.6999999999998,1023.1,512.1829268292682,253.05169063350183
2018-04-08,115.30000000000003,834.3,1011.2000000000002,828.2999999999998,494.1951219512195,252.71589584143032
2018-04-09,267.59999999999997,703.6000000000001,1113.7,1011.0000000000001,487.1707317073171,252.3801010493588
2018-04-10,176.7,852.0999999999999,1123.6,987.5,670.9512195121952,252.0443062572873
2018-04-11,311.20000000000005,790.1,1266.9,564.2,1025.0,251.7085114652158
2018-04-12,230.70000000000002,614.8,968.7999999999998,716.1999999999999,773.0,251.37271667314428
2018-04-13,199.6,943.8999999999999,1249.9,725.0999999999999,615.0,251.03692188107277
2018-04-14,294.50000000000006,935.7000000000002,1387.3000000000002,1073.3,878.0,250.70112708900126
2018-04-15,99.70000000000002,587.7,740.3,1339.5,701.0,250.36533229692975
2018-04-16,200.00000000000006,598.9000000000001,905.3000000000001,1830.9000000000003,466.0,250.02953750485824
2018-04-17,102.69999999999997,567.5999999999999,725.0999999999999,1918.7999999999997,402.0,249.69374271278673
2018-04-18,199.10000000000002,849.0999999999999,1154.1000000000001,1458.0,626.0,249.35794792071522
2018-04-19,476.9,1282.5,2013.9000000000003,1419.1000000000004,906.0,249.0221531286437
2018-04-20,693.3999999999997,1207.1000000000001,2270.100000000001,1214.3999999999999,756.0,248.6863583365722
2018-04-21,140.0,835.0999999999999,1049.6,1313.6000000000001,1025.0,248.35056354450066
2018-04-22,82.8,481.6000000000001,608.5,1834.1999999999996,770.0,248.01476875242915
2018-04-23,344.6,588.6,1116.4000000000003,1578.7000000000003,258.0,247.67897396035764
2018-04-24,201.00000000000009,502.2000000000001,810.5999999999998,1416.8999999999999,311.0,247.34317916828613
2018-04-25,216.2,501.0,832.5,1630.1999999999996,209.0,247.00738437621462
2018-04-26,276.40000000000003,650.7,1074.5,1550.9999999999998,290.0,246.6715895841431
2018-04-27,256.71176470588233,1009.2882352941178,1402.6941176470589,1093.8000000000002,431.0,246.3357947920716
2018-04-28,307.6941176470589,1023.1058823529415,1493.7529411764704,1347.4,301.0,246.00000000000009
2018-04-29,195.8823529411765,731.7176470588237,1031.2588235294118,1715.1000000000001,218.0,245.66420520792857
2018-04-30,239.41176470588238,735.5882352941176,1102.594117647059,1494.8,416.0,245.32841041585706
2018-05-01,328.1,795.6999999999999,1299.3000000000002,1474.6999999999998,288.0,244.99261562378555
2018-05-02,194.10000000000002,792.2,1089.7000000000003,1442.8,246.0,244.65682083171404
2018-05-03,442.5000000000001,1113.4999999999998,1792.4,1004.8000000000002,356.0,244.32102603964253
2018-05-04,398.49999999999994,1196.2000000000003,1807.5,1119.7,522.0,243.98523124757102
2018-05-05,130.9,907.5000000000002,1107.9999999999998,1638.2999999999997,594.0,243.6494364554995
2018-05-06,82.90000000000002,852.4999999999999,979.9999999999999,1921.1999999999998,737.0,243.313641663428
2018-05-07,67.1,869.7000000000002,972.6999999999997,2163.6,1141.2203389830506,242.9778468713565
2018-05-08,336.1,999.0000000000001,1514.4999999999998,1517.0,936.2033898305085,242.64205207928498
2018-05-09,303.59999999999997,713.8000000000001,1179.5000000000002,1349.5000000000005,512.5762711864406,242.30625728721347
2018-05-10,398.9000000000001,853.1999999999998,1464.6999999999998,1387.2000000000003,284.0,241.97046249514196
