MeasurementDateGMT,Westminster - Marylebone Road FDMS: PM10 Particulate (ug/m3),Westminster - Marylebone Road FDMS: PM2.5 Particulate (ug/m3)
2019-11-28,359.0,222.30000000000004
2019-11-29,403.00000000000006,218.60000000000002
2019-11-30,540.0,394.1
2019-12-01,245.00000000000003,160.29999999999998
2019-12-02,694.9999999999999,485.1
2019-12-03,848.0999999999999,567.7000000000002
2019-12-04,977.3,686.0999999999999
2019-12-05,975.5000000000001,649.9000000000002
2019-12-06,341.0,229.10000000000005
2019-12-07,377.8,187.29999999999998
2019-12-08,337.29999999999995,165.00000000000006
2019-12-09,326.4,146.2
2019-12-10,392.2,217.5
2019-12-11,453.8000000000001,262.7
2019-12-12,521.2,350.69999999999993
2019-12-13,361.5,196.4
2019-12-14,415.70000000000016,195.40000000000003
2019-12-15,307.59999999999997,126.8
2019-12-16,337.0,190.60000000000002
2019-12-17,365.09999999999997,298.8
2019-12-18,393.7000000000001,237.0
2019-12-19,418.90000000000003,260.8
2019-12-20,265.69999999999993,167.0
2019-12-21,264.5,135.39999999999998
2019-12-22,311.0,182.70000000000002
2019-12-23,394.40000000000003,197.7
2019-12-24,342.50000000000006,182.6
2019-12-25,313.5,200.70000000000005
2019-12-26,301.4,175.20000000000002
2019-12-27,400.50000000000006,325.5
2019-12-28,524.3999999999999,411.9000000000001
2019-12-29,520.3,437.00000000000006
2019-12-30,641.7000000000002,537.7
2019-12-31,679.3,500.9
2020-01-01,972.6000000000001,892.4
2020-01-02,364.49999999999994,234.19999999999993
2020-01-03,285.6,127.60000000000002
2020-01-04,339.20000000000005,200.49999999999997
2020-01-05,257.6,162.3
2020-01-06,352.90000000000003,197.99999999999994
2020-01-07,461.80000000000007,193.20000000000002
2020-01-08,554.0,276.70000000000005
2020-01-09,310.8,162.1
2020-01-10,270.09999999999997,186.29999999999995
2020-01-11,352.8,138.9
2020-01-12,259.0,107.39999999999999
2020-01-13,305.20000000000005,117.89999999999999
2020-01-14,289.79999999999995,123.69999999999999
2020-01-15,306.70000000000005,152.7
2020-01-16,378.8,192.49999999999997
2020-01-17,297.4,169.1
2020-01-18,367.3,210.59999999999997
2020-01-19,404.0999999999999,246.49999999999997
2020-01-20,1009.1000000000003,720.0999999999999
2020-01-21,1026.9,794.5
2020-01-22,691.4,579.9
2020-01-23,435.99999999999994,355.6
2020-01-24,552.1,438.3000000000001
2020-01-25,749.2000000000002,527.6999999999999
2020-01-26,551.9,381.2
2020-01-27,304.88301886792453,134.87547169811322
2020-01-28,420.45283018867923,180.52075471698114
2020-01-29,545.9641509433961,216.50377358490564
2020-01-30,369.20000000000005,165.4
2020-01-31,241.5,103.0
2020-02-01,432.5999999999999,161.9
2020-02-02,464.49999999999994,190.5
2020-02-03,506.0,186.10000000000002
2020-02-04,365.00000000000006,109.80000000000001
2020-02-05,752.3000000000001,388.6
2020-02-06,846.3000000000001,479.90000000000003
2020-02-07,868.8,576.4999999999999
2020-02-08,536.7,213.00000000000003
2020-02-09,273.6,63.8
2020-02-10,339.09999999999997,125.6
2020-02-11,436.1,130.5
2020-02-12,392.7,149.7
2020-02-13,280.09999999999997,148.8
2020-02-14,561.8,224.70000000000002
2020-02-15,211.0,68.49999999999999
2020-02-16,153.10000000000002,45.29999999999999
2020-02-17,436.69999999999993,156.20000000000002
2020-02-18,357.00000000000006,136.9
2020-02-19,429.3,172.8
2020-02-20,248.70000000000002,81.49999999999999
2020-02-21,505.9,169.1
2020-02-22,481.0,149.9
2020-02-23,214.59999999999994,70.10000000000001
2020-02-24,232.70000000000002,86.7
2020-02-25,319.6,114.8
2020-02-26,344.3,109.50000000000003
2020-02-27,274.4,107.59999999999998
2020-02-28,349.2,162.00000000000003
2020-02-29,434.9,171.5
2020-03-01,326.0,115.69999999999999
2020-03-02,239.9,103.2
2020-03-03,463.39999999999986,199.90000000000006
2020-03-04,457.9,229.20000000000002
2020-03-05,302.69999999999993,178.1
2020-03-06,465.00000000000006,221.60000000000002
2020-03-07,638.3,347.6
2020-03-08,325.2000000000001,125.29999999999997
2020-03-09,385.70000000000005,161.2
2020-03-10,194.9,89.09999999999998
2020-03-11,267.90000000000003,81.8
2020-03-12,402.2,129.70000000000002
2020-03-13,426.3999999999999,168.8
2020-03-14,295.7,111.00000000000001
2020-03-15,233.9,88.39999999999999
2020-03-16,356.29999999999995,175.89999999999998
2020-03-17,386.4,150.20000000000002
2020-03-18,374.4999999999999,163.20000000000002
2020-03-19,328.80000000000007,184.7
2020-03-20,251.70000000000002,56.300000000000004
2020-03-21,304.09999999999997,116.3
2020-03-22,381.3,192.29999999999998
2020-03-23,475.99999999999994,267.1
2020-03-24,427.40000000000003,270.2
2020-03-25,677.7,494.9
2020-03-26,787.9,629.1
2020-03-27,816.3999999999999,641.2999999999998
2020-03-28,527.8000000000001,300.19999999999993
2020-03-29,296.70000000000005,81.69999999999999
2020-03-30,219.79999999999998,77.69999999999999
2020-03-31,308.4,133.0
2020-04-01,295.49999999999994,183.70000000000005
2020-04-02,240.89999999999998,133.2
2020-04-03,323.19999999999993,157.9
2020-04-04,354.8,251.4
2020-04-05,342.40000000000003,229.09999999999997
2020-04-06,300.25,137.1
2020-04-07,476.0,290.1
2020-04-08,1057.4999999999998,805.6999999999999
2020-04-09,1242.2,1044.4000000000003
2020-04-10,952.9000000000001,679.1000000000003
2020-04-11,745.5000000000001,532.1999999999999
2020-04-12,583.0000000000001,437.6
2020-04-13,320.30000000000007,129.7
2020-04-14,296.7,134.9
2020-04-15,619.5,388.1
2020-04-16,1133.6000000000001,835.0000000000001
2020-04-17,463.0999999999999,208.59999999999994
2020-04-18,515.0,280.90000000000003
2020-04-19,436.7,229.60000000000005
2020-04-20,475.8,203.40000000000003
2020-04-21,586.0,233.0
2020-04-22,609.0999999999999,302.0
2020-04-23,718.9,437.79999999999995
2020-04-24,683.9999999999999,479.9999999999999
2020-04-25,415.59999999999997,257.1
2020-04-26,415.99999999999994,268.1
2020-04-27,573.3000000000001,378.19999999999993
2020-04-28,184.9,101.70000000000002
2020-04-29,313.40000000000003,132.2
2020-04-30,267.1,58.79999999999999
2020-05-01,269.50000000000006,85.5
2020-05-02,194.99999999999997,73.7
2020-05-03,296.2,136.29999999999998
2020-05-04,349.50000000000006,185.30000000000004
2020-05-05,304.6000000000001,104.49999999999997
2020-05-06,425.7,208.1
2020-05-07,555.4,337.3999999999999
2020-05-08,481.29999999999995,327.1
2020-05-09,758.3999999999999,597.0
2020-05-10,462.4999999999999,302.09999999999997
2020-05-11,238.5,52.20000000000001
2020-05-12,223.5,91.10000000000001
2020-05-13,213.0,80.19999999999999
2020-05-14,185.20000000000002,72.5
2020-05-15,271.09999999999997,145.9
2020-05-16,221.00000000000003,129.2
2020-05-17,293.0,168.89999999999998
2020-05-18,310.09999999999997,144.4
2020-05-19,270.2,131.0
2020-05-20,330.3,167.19999999999996
2020-05-21,392.80000000000007,203.60000000000002
2020-05-22,479.7000000000001,195.60000000000002
2020-05-23,415.3999999999999,110.5
2020-05-24,326.2,118.89999999999999
2020-05-25,360.9,191.30000000000004
2020-05-26,303.59999999999997,153.39999999999998
2020-05-27,320.40000000000003,159.4
2020-05-28,285.5,109.40000000000002
2020-05-29,327.2,134.8
2020-05-30,345.2,176.09999999999997
2020-05-31,292.4,141.90000000000003
2020-06-01,291.4,146.20000000000002
2020-06-02,288.40000000000003,158.4
2020-06-03,397.7,244.79999999999995
2020-06-04,190.29999999999998,76.19999999999999
2020-06-05,191.2,68.3
2020-06-06,222.9,96.50000000000001
2020-06-07,196.3,100.5
2020-06-08,218.1,90.8
2020-06-09,275.9,138.0
2020-06-10,377.8999999999999,217.1
2020-06-11,333.70000000000005,238.99999999999997
2020-06-12,487.7,401.99999999999994
2020-06-13,297.29999999999995,163.0
2020-06-14,350.50000000000006,236.20000000000005
2020-06-15,285.0,156.29999999999998
2020-06-16,274.7,149.79999999999998
2020-06-17,305.5,179.2
2020-06-18,230.70000000000002,129.8
2020-06-19,247.6,131.5
2020-06-20,240.4,107.50000000000003
2020-06-21,224.70000000000002,99.9
2020-06-22,334.40000000000003,148.1
2020-06-23,371.0,185.60000000000002
2020-06-24,517.1,336.9
2020-06-25,519.1,339.6
2020-06-26,470.8999999999999,333.79999999999995
2020-06-27,233.00000000000006,103.8
2020-06-28,215.6,67.2
2020-06-29,256.4,100.89999999999999
2020-06-30,256.1,82.4
2020-07-01,218.75,99.64999999999999
2020-07-02,207.80000000000004,122.19999999999997
2020-07-03,276.5,172.60000000000002
2020-07-04,185.79999999999998,118.2
2020-07-05,228.50000000000003,116.3
2020-07-06,223.39999999999995,134.4
2020-07-07,264.70000000000005,179.6
2020-07-08,220.70000000000005,119.19999999999999
2020-07-09,229.10000000000002,143.3
2020-07-10,136.20000000000002,58.8
2020-07-11,169.29999999999998,109.29999999999998
2020-07-12,283.09999999999997,200.1
2020-07-13,250.7,151.10000000000002
2020-07-14,173.8,125.7
2020-07-15,174.5,108.2
2020-07-16,138.2,82.7
2020-07-17,270.6,187.80000000000004
2020-07-18,200.20000000000005,127.79999999999998
2020-07-19,132.60000000000002,87.1
2020-07-20,176.1,82.8
2020-07-21,188.8,103.7
2020-07-22,320.40000000000003,188.39999999999998
2020-07-23,289.1,177.2
2020-07-24,219.6,146.00000000000003
2020-07-25,174.7,126.6
2020-07-26,209.2,116.69999999999999
2020-07-27,231.3,131.8
2020-07-28,202.0867924528302,107.89056603773585
2020-07-29,248.37735849056602,145.6981132075472
2020-07-30,299.2358490566038,169.311320754717
2020-07-31,583.5999999999999,376.9
2020-08-01,256.25000000000006,150.3
2020-08-02,182.99999999999994,125.4
2020-08-03,153.79999999999998,110.7
2020-08-04,268.19999999999993,179.1
2020-08-05,206.6,112.10000000000001
2020-08-06,211.7,144.1
2020-08-07,465.9,329.1
2020-08-08,517.6,403.7
2020-08-09,514.3,445.59999999999997
2020-08-10,579.1999999999999,466.9000000000001
2020-08-11,801.5999999999999,736.7
2020-08-12,998.4,940.8000000000001
2020-08-13,602.7999999999998,588.1999999999998
2020-08-14,310.8999999999999,266.0
2020-08-15,377.3,333.0
2020-08-16,584.0000000000001,542.1999999999999
2020-08-17,297.3999999999999,228.29999999999998
2020-08-18,190.0,146.10000000000002
2020-08-19,199.79999999999998,168.60000000000002
2020-08-20,328.80000000000007,205.4
2020-08-21,249.20000000000002,167.3
2020-08-22,180.30000000000004,142.4
2020-08-23,214.62286585365854,177.9
2020-08-24,236.1262195121951,189.74999999999994
2020-08-25,237.03353658536588,133.5
2020-08-26,237.9408536585366,137.0
2020-08-27,238.8481707317074,183.80000000000004
2020-08-28,239.75548780487804,119.99999999999997
2020-08-29,240.66280487804875,87.59999999999998
2020-08-30,241.5701219512195,108.3
2020-08-31,242.47743902439032,126.0
2020-09-01,243.38475609756105,289.79999999999995
2020-09-02,244.2920731707317,254.09999999999997
2020-09-03,245.19939024390243,175.1
2020-09-04,246.10670731707316,178.49999999999997
2020-09-05,247.01402439024395,191.69999999999996
2020-09-06,247.92134146341468,198.6
2020-09-07,248.82865853658535,224.6
2020-09-08,249.73597560975605,158.29999999999998
2020-09-09,250.64329268292684,152.49999999999997
2020-09-10,251.55060975609766,154.9
2020-09-11,252.45792682926833,259.90000000000003
2020-09-12,253.36524390243898,177.60000000000005
2020-09-13,254.27256097560976,176.09999999999997
2020-09-14,255.1798780487805,344.5
2020-09-15,256.0871951219513,733.2000000000002
2020-09-16,256.994512195122,450.80000000000007
2020-09-17,257.90182926829266,128.70000000000002
2020-09-18,258.80914634146336,155.00000000000006
2020-09-19,259.7164634146342,171.8
2020-09-20,260.62378048780494,207.3
2020-09-21,261.53109756097564,371.09999999999997
2020-09-22,262.4384146341463,442.79999999999984
2020-09-23,263.3457317073171,213.00000000000003
2020-09-24,264.2530487804878,118.10000000000001
2020-09-25,265.1603658536586,129.89999999999998
2020-09-26,266.06768292682926,92.9
2020-09-27,266.9749999999999,109.3
2020-09-28,267.8823170731707,210.09999999999997
2020-09-29,268.78963414634154,257.80000000000007
2020-09-30,269.69695121951224,202.99999999999997
2020-10-01,270.60426829268295,151.0
2020-10-02,271.5115853658536,141.9
2020-10-03,272.4189024390244,185.8
2020-10-04,273.32621951219517,93.4
2020-10-05,274.2335365853659,213.40909090909088
2020-10-06,275.14085365853657,223.72363636363636
2020-10-07,276.0481707317073,213.8672727272727
2020-10-08,276.95548780487803,126.7
2020-10-09,277.8628048780489,239.40000000000006
2020-10-10,278.77012195121955,153.89999999999998
2020-10-11,279.67743902439025,118.10000000000001
2020-10-12,280.58475609756096,246.49999999999997
2020-10-13,281.4920731707317,132.4
2020-10-14,282.39939024390253,154.8
2020-10-15,283.30670731707323,98.0
2020-10-16,284.2140243902439,86.21677730838866
2020-10-17,285.12134146341464,85.83439951719976
2020-10-18,286.02865853658534,85.45202172601086
2020-10-19,286.9359756097562,85.06964393482195
2020-10-20,287.84329268292686,84.68726614363305
2020-10-21,288.7506097560975,84.30488835244418
2020-10-22,289.65792682926826,83.9225105612553
2020-10-23,290.5652439024391,83.5401327700664
2020-10-24,291.47256097560984,83.1577549788775
2020-10-25,292.3798780487805,82.7753771876886
2020-10-26,293.2871951219512,82.3929993964997
2020-10-27,294.1945121951219,82.0106216053108
2020-10-28,295.10182926829276,81.6282438141219
2020-10-29,296.0091463414635,81.245866022933
2020-10-30,296.91646341463417,80.8634882317441
2020-10-31,297.8237804878048,80.48111044055521
2020-11-01,298.73109756097557,80.09873264936631
2020-11-02,299.6384146341464,79.71635485817741
2020-11-03,300.54573170731715,79.33397706698851
2020-11-04,301.4530487804878,78.95159927579961
2020-11-05,302.3603658536585,78.56922148461074
2020-11-06,303.2676829268292,78.18684369342185
2020-11-07,304.1750000000001,77.80446590223296
2020-11-08,305.08231707317077,77.42208811104409
2020-11-09,305.9896341463414,77.03971031985519
2020-11-10,306.8969512195121,76.65733252866627
2020-11-11,307.8042682926829,76.27495473747737
2020-11-12,308.7115853658538,75.89257694628849
2020-11-13,464.7960365853658,75.51019915509958
2020-11-14,359.4000000000001,75.1278213639107
2020-11-15,237.04999999999998,74.7454435727218
2020-11-16,410.0999999999999,74.3630657815329
2020-11-17,414.5,73.980687990344
2020-11-18,426.59999999999997,73.5983101991551
2020-11-19,320.7,73.21593240796619
2020-11-20,427.19999999999993,72.8335546167773
2020-11-21,295.59999999999997,72.45117682558842
2020-11-22,311.1,72.06879903439952
2020-11-23,628.8,71.68642124321063
2020-11-24,401.5,71.30404345202173
2020-11-25,518.9,70.92166566083283
2020-11-26,488.1,70.53928786964393
2020-11-27,639.6,70.15691007845503
2020-11-28,1083.3,69.77453228726613
2020-11-29,767.5,69.39215449607724
2020-11-30,561.5000000000001,69.00977670488834
2020-12-01,279.09999999999997,68.62739891369944
2020-12-02,715.9,68.24502112251055
2020-12-03,369.5,67.86264333132165
2020-12-04,373.5,67.48026554013275
2020-12-05,329.2,67.09788774894385
2020-12-06,371.49999999999994,66.71550995775496
2020-12-07,474.1999999999999,66.33313216656609
2020-12-08,739.1000000000001,65.95075437537719
2020-12-09,550.4,65.56837658418833
2020-12-10,450.0,65.18599879299943
2020-12-11,438.79999999999995,64.80362100181053
2020-12-12,426.0,64.42124321062163
2020-12-13,253.20000000000002,64.03886541943272
2020-12-14,366.1,63.65648762824383
2020-12-15,421.29999999999995,63.27410983705495
2020-12-16,352.59999999999997,62.89173204586605
2020-12-17,438.3,62.50935425467715
2020-12-18,353.0882352941176,62.12697646348825
2020-12-19,258.7058823529412,61.744598672299354
2020-12-20,255.3176470588235,61.36222088111045
2020-12-21,251.9294117647059,60.97984308992155
2020-12-22,248.5411764705882,60.59746529873266
2020-12-23,250.51764705882354,60.21508750754376
2020-12-24,127.59999999999998,92.20066385033192
2020-12-25,229.10000000000002,171.0
2020-12-26,207.4000000000001,163.50000000000003
2020-12-27,219.9,218.4
2020-12-28,311.9,255.09999999999994
2020-12-29,391.9,309.90000000000003
2020-12-30,502.19999999999993,364.9
2020-12-31,449.50000000000006,384.70000000000005
2021-01-01,580.6,518.6000000000001
2021-01-02,201.79999999999998,170.3
2021-01-03,205.0,183.49999999999997
2021-01-04,164.6,150.25
2021-01-05,173.70000000000002,115.19999999999997
2021-01-06,212.60000000000002,167.0
2021-01-07,627.8999999999999,551.5
2021-01-08,615.0,571.3000000000001
2021-01-09,507.5,456.6000000000001
2021-01-10,492.49999999999994,465.2
2021-01-11,371.8,302.8
2021-01-12,193.5,184.3
2021-01-13,518.5000000000001,401.9999999999999
2021-01-14,181.0,165.1148148148148
2021-01-15,520.3,385.88518518518515
2021-01-16,320.3,259.4
2021-01-17,386.4000000000001,284.70000000000005
2021-01-18,492.0,326.79999999999995
2021-01-19,197.20000000000002,93.2
2021-01-20,265.23999999999995,140.9
2021-01-21,329.26,115.8
2021-01-22,419.50000000000006,209.0
2021-01-23,345.5,244.60000000000002
2021-01-24,342.99999999999994,239.60000000000002
2021-01-25,404.19999999999993,265.5
2021-01-26,483.275,289.0
2021-01-27,453.67499999999995,295.90000000000003
2021-01-28,289.99999999999994,154.29999999999998
2021-01-29,358.40000000000003,157.6
2021-01-30,260.8,158.80000000000004
2021-01-31,388.80000000000007,229.70000000000005
2021-02-01,444.4,373.6
2021-02-02,484.3000000000001,271.1
2021-02-03,523.5,229.39999999999998
2021-02-04,389.8,187.10000000000002
2021-02-05,348.0,178.7
2021-02-06,308.0,249.20000000000002
2021-02-07,308.40000000000003,165.0
2021-02-08,222.09999999999997,155.29999999999995
2021-02-09,261.4,158.29999999999998
2021-02-10,299.00000000000006,149.7
2021-02-11,745.4000000000001,356.59999999999997
2021-02-12,741.5999999999999,376.09999999999997
2021-02-13,530.0000000000001,293.1
2021-02-14,578.4000000000001,289.7
2021-02-15,412.40000000000003,243.80000000000007
2021-02-16,406.79999999999995,209.70000000000005
2021-02-17,386.79999999999995,147.79999999999998
2021-02-18,392.69999999999993,167.99999999999997
2021-02-19,401.24999999999994,158.0
2021-02-20,791.9000000000001,341.49999999999994
2021-02-21,596.2000000000002,312.2
2021-02-22,809.0000000000001,519.5
2021-02-23,367.80000000000007,216.99999999999997
2021-02-24,467.20000000000005,220.89999999999998
2021-02-25,481.3999999999999,192.5
2021-02-26,595.5,300.2
2021-02-27,688.3,457.7
2021-02-28,563.3000000000001,431.8999999999999
2021-03-01,820.2,675.0
2021-03-02,1057.7000000000003,958.3
2021-03-03,1224.2,1082.5
2021-03-04,416.6,315.09999999999997
2021-03-05,302.09999999999997,111.2
2021-03-06,323.50000000000006,156.59999999999997
2021-03-07,460.8,361.7
2021-03-08,1057.8,733.3999999999999
2021-03-09,675.7,409.49999999999994
2021-03-10,418.3,309.09999999999997
2021-03-11,493.3999999999999,158.5
2021-03-12,425.6,140.6
2021-03-13,262.79999999999995,102.00000000000003
2021-03-14,311.50000000000006,102.49999999999999
2021-03-15,339.80000000000007,167.99999999999997
2021-03-16,396.2,211.4
2021-03-17,552.7,218.60000000000002
2021-03-18,444.73571428571427,218.5
2021-03-19,300.1142857142857,96.39999999999998
2021-03-20,349.7,245.9
2021-03-21,330.59999999999997,198.7
2021-03-22,608.8,381.59999999999997
2021-03-23,743.2,465.8999999999999
2021-03-24,844.6,473.0999999999999
2021-03-25,414.49999999999994,186.10000000000002
2021-03-26,415.29999999999995,151.79999999999998
2021-03-27,446.19999999999993,141.20000000000002
2021-03-28,530.6,193.0
2021-03-29,570.5999999999999,244.10000000000002
2021-03-30,749.5999999999999,421.0
2021-03-31,1091.8000000000002,671.9
2021-04-01,653.7999999999998,450.6000000000001
2021-04-02,187.89999999999998,76.59999999999998
2021-04-03,441.80000000000007,187.20000000000002
2021-04-04,553.1,293.5
2021-04-05,288.2,143.79999999999998
2021-04-06,185.18399999999997,106.5923076923077
2021-04-07,322.61599999999993,156.70769230769233
2021-04-08,458.79999999999995,199.7
2021-04-09,379.40000000000003,195.39999999999998
2021-04-10,314.4,178.3
2021-04-11,210.3,161.5
2021-04-12,445.5999999999999,239.89999999999995
2021-04-13,670.2000000000002,408.70000000000005
2021-04-14,480.90000000000003,295.3
2021-04-15,266.8,126.9
2021-04-16,402.99999999999994,192.39999999999995
2021-04-17,319.70000000000005,151.7
2021-04-18,392.99999999999994,210.7
2021-04-19,791.1,464.0
2021-04-20,1087.8,803.7
2021-04-21,1136.5000000000002,838.5000000000003
2021-04-22,595.1,187.4
2021-04-23,561.4,221.90000000000003
2021-04-24,532.0,250.4
2021-04-25,336.2,141.4
2021-04-26,418.9,136.5
2021-04-27,722.4999999999999,369.20000000000005
2021-04-28,606.3000000000001,382.1
2021-04-29,327.70000000000005,127.00000000000003
2021-04-30,459.70000000000005,263.99999999999994
2021-05-01,368.70000000000005,260.40000000000003
2021-05-02,516.5,396.5
2021-05-03,445.9,207.4
2021-05-04,300.1,112.5
2021-05-05,237.79999999999998,123.39999999999998
2021-05-06,376.70000000000005,165.10000000000002
2021-05-07,427.3,177.7
2021-05-08,344.2,144.1
2021-05-09,253.10000000000005,157.29999999999998
2021-05-10,417.70000000000005,196.9
2021-05-11,388.79999999999995,169.99999999999997
2021-05-12,441.1,203.35
2021-05-13,420.20000000000005,294.7
2021-05-14,371.8999999999999,265.2
2021-05-15,335.0,235.70000000000005
2021-05-16,311.40000000000003,171.4
2021-05-17,278.8,215.6
2021-05-18,399.2,221.90000000000006
2021-05-19,248.9,152.0
2021-05-20,423.4000000000001,207.0
2021-05-21,364.5,201.50000000000003
2021-05-22,246.5,174.5
2021-05-23,270.49999999999994,144.79999999999998
2021-05-24,257.3,141.0
2021-05-25,324.09999999999997,172.7
2021-05-26,270.90000000000003,185.2
2021-05-27,414.29999999999995,305.5
2021-05-28,537.9999999999999,383.9
2021-05-29,494.9,361.80000000000007
2021-05-30,423.09999999999997,344.70000000000005
2021-05-31,529.4999999999999,394.8
2021-06-01,531.6999999999999,369.09999999999997
2021-06-02,596.6,403.79999999999995
2021-06-03,541.9000000000001,416.99999999999994
2021-06-04,210.50000000000003,219.69999999999996
2021-06-05,346.0,260.49999999999994
2021-06-06,328.09999999999997,230.4
2021-06-07,324.29999999999995,234.6
2021-06-08,389.3999999999999,267.90000000000003
2021-06-09,366.29999999999995,229.1
2021-06-10,318.99999999999994,224.3
2021-06-11,295.79999999999995,206.8
2021-06-12,309.5999999999999,231.99999999999997
2021-06-13,435.2,334.0
2021-06-14,358.19999999999993,270.70000000000005
2021-06-15,410.70000000000005,262.6
2021-06-16,497.29999999999995,354.00000000000006
2021-06-17,452.0214285714286,370.857894736842
2021-06-18,322.6,244.0210526315789
2021-06-19,212.5285714285714,154.08421052631584
2021-06-20,183.39999999999998,143.33684210526317
2021-06-21,220.79999999999998,168.5
2021-06-22,245.8,139.70000000000005
2021-06-23,307.50000000000006,213.50000000000003
2021-06-24,435.9000000000001,338.90000000000003
2021-06-25,289.9,208.9
2021-06-26,310.5999999999999,257.8
2021-06-27,502.8,437.1
2021-06-28,316.70000000000005,291.7
2021-06-29,314.40000000000003,260.40000000000003
2021-06-30,10.3,10.7
