MeasurementDateGMT,Sutton - Beddington Lane north: Nitric Oxide (ug/m3),Sutton - Beddington Lane north: Nitrogen Dioxide (ug/m3),Sutton - Beddington Lane north: Oxides of Nitrogen (ug/m3),Sutton - Beddington Lane north: PM10 Particulate (ug/m3),Sutton - Beddington Lane north: PM2.5 Particulate (ug/m3)
2018-05-06,79.30000000000001,708.6999999999999,830.4999999999997,870.0,664.0
2018-05-07,104.8,953.4999999999999,1113.9,1000.0,797.0
2018-05-08,433.69999999999993,912.7,1577.9,919.0,469.0
2018-05-09,402.6,674.1999999999998,1291.5,682.0,274.0
2018-05-10,310.50000000000006,666.8000000000001,1142.9999999999995,531.0,189.0
2018-05-11,253.00000000000003,810.1000000000001,1198.4,718.0,249.0
2018-05-12,252.79999999999998,767.8000000000002,1155.9,488.0,272.0
2018-05-13,158.5,538.3,781.6,483.0,328.0
2018-05-14,240.09999999999997,638.0,1006.0000000000002,419.0,188.0
2018-05-15,294.0999999999999,795.0,1246.0,501.0,216.0
2018-05-16,42.05,321.59999999999997,385.75,711.5,295.0
2018-05-17,52.9,305.00000000000006,386.20000000000005,531.0,165.0
2018-05-18,156.29999999999995,632.9,872.7000000000002,508.0,231.0
2018-05-19,115.70000000000002,566.9000000000001,744.5,620.0,374.0
2018-05-20,64.2,467.80000000000007,566.0,593.0,347.0
2018-05-21,165.7,769.3,1022.9,870.0,623.0
2018-05-22,171.1,540.4,802.2999999999997,775.0,415.0
2018-05-23,86.50000000000003,426.79999999999995,560.0999999999999,756.0,437.0
2018-05-24,366.49999999999994,842.0,1403.9999999999998,1100.0,608.0
2018-05-25,494.2999999999999,1060.1999999999998,1817.8,1276.0,599.0
2018-05-26,21.9,362.1,395.59999999999997,1089.0,884.6283185840707
2018-05-27,77.89999999999999,536.0,655.5000000000002,804.0,844.8849557522122
2018-05-28,104.49999999999999,498.8,659.1,761.0,773.5221238938052
2018-05-29,90.80000000000001,513.6,653.1,712.0,702.1592920353982
2018-05-30,257.9,705.3499999999999,1101.0500000000002,565.0,630.7964601769912
2018-05-31,88.39999999999999,625.2,760.8000000000001,823.0,689.0088495575221
2018-06-01,372.00000000000006,881.5000000000001,1451.6000000000001,786.0,422.0
2018-06-02,132.70000000000002,345.20000000000005,548.4999999999999,346.0,99.0
2018-06-03,74.20000000000002,404.1,517.5,327.0,141.0
2018-06-04,33.900000000000006,358.70000000000005,410.3,466.0,297.0
2018-06-05,28.4,267.8,311.2,411.0,99.0
2018-06-06,57.9,419.0,507.7000000000001,630.0,215.0
2018-06-07,55.400000000000006,438.1,523.1999999999999,564.0,216.0
2018-06-08,67.39999999999999,461.50000000000006,564.6999999999998,529.0,211.0
2018-06-09,41.0,345.8,408.7000000000001,545.0,259.0
2018-06-10,20.499999999999996,261.30000000000007,293.4,517.0,236.0
2018-06-11,49.999999999999986,382.3,459.1,397.0,164.0
2018-06-12,54.449999999999996,399.55000000000007,483.3499999999999,365.0,140.0
2018-06-13,463.99999999999994,807.6999999999998,1519.3000000000002,495.0,123.0
2018-06-14,311.80000000000007,533.4000000000001,1011.7999999999998,559.0,156.5
2018-06-15,365.6999999999999,651.7,1212.5,519.0,144.0
2018-06-16,187.3,427.2,714.4999999999999,498.0,101.0
2018-06-17,116.80000000000001,230.70000000000002,409.99999999999994,305.0,39.0
2018-06-18,238.69999999999996,368.90000000000003,735.0999999999998,399.0,105.0
2018-06-19,381.29999999999995,428.3,1012.8999999999999,330.0,51.0
2018-06-20,565.5636363636364,531.2727272727273,1399.5272727272727,396.0,108.0
2018-06-21,300.7363636363637,535.2772727272727,996.6227272727272,394.0,134.0
2018-06-22,294.7,599.7,1050.9999999999998,430.0,166.5
2018-06-23,177.6,561.4999999999999,834.0000000000001,427.0,192.0
2018-06-24,95.60000000000005,589.1999999999999,735.9,438.0,236.0
2018-06-25,246.50000000000006,965.4,1343.4999999999998,620.0,270.0
2018-06-26,111.5,587.7,758.8000000000003,426.0,203.0
2018-06-27,55.1,309.7,394.4000000000001,477.0,212.0
2018-06-28,50.4,336.1,413.3,593.0,307.0
2018-06-29,51.79999999999999,302.49999999999994,382.00000000000006,501.0,228.5
2018-06-30,28.1,207.99999999999997,251.2,525.0,248.0
2018-07-01,33.2,432.90000000000003,483.40000000000003,627.0,292.0
2018-07-02,56.0,388.2,473.6999999999999,530.0,156.0
2018-07-03,36.9,243.1,299.79999999999995,421.0,137.0
2018-07-04,130.00000000000003,645.2999999999998,844.5,609.0,254.0
2018-07-05,293.7,1093.9999999999998,1544.7,837.0,444.0
2018-07-06,308.1,987.3000000000002,1459.6999999999998,793.0,415.0
2018-07-07,130.0,678.8999999999999,877.9000000000001,706.0,459.8888888888889
2018-07-08,82.50000000000001,563.6,689.8999999999999,537.0,348.0
2018-07-09,365.25,839.3499999999998,1399.2999999999997,577.0,244.11111111111111
2018-07-10,108.19999999999997,293.3,458.69999999999993,363.0,148.0
2018-07-11,130.3,391.79999999999995,591.5,457.0,260.0
2018-07-12,219.3,684.2,1020.1999999999999,653.0,335.0
2018-07-13,151.70000000000002,673.1999999999999,905.6,691.0,371.0
2018-07-14,196.60000000000005,775.3000000000002,1077.1000000000001,574.0,246.0
2018-07-15,100.1,622.9999999999999,776.5000000000001,450.0,239.0
2018-07-16,325.6,823.3,1322.7000000000005,488.0,195.0
2018-07-17,302.00000000000006,484.59999999999985,948.0,435.0,144.0
2018-07-18,488.4999999999999,880.0999999999999,1628.8000000000002,485.0,167.0
2018-07-19,373.4000000000001,892.8000000000002,1465.5,561.0,184.0
2018-07-20,333.09999999999997,1170.8000000000002,1681.8000000000004,588.0,248.0
2018-07-21,158.2,688.8,931.1,534.0,359.0
2018-07-22,102.2,501.0,658.0000000000001,457.0,249.0
2018-07-23,399.24999999999994,1000.4499999999998,1612.8999999999999,505.0,211.0
2018-07-24,341.7,723.1,1247.4999999999998,543.0,202.0
2018-07-25,256.90000000000003,925.6999999999999,1319.5000000000002,555.0,216.0
2018-07-26,237.00000000000003,1139.1999999999998,1502.1000000000001,922.0,424.0
2018-07-27,351.3,1034.3999999999999,1573.1000000000001,759.0,335.0
2018-07-28,157.70000000000002,325.70000000000005,567.3000000000002,599.0,160.0
2018-07-29,181.2,464.6,742.8000000000001,288.0,98.0
2018-07-30,476.0,635.9,1365.8999999999999,613.0,158.0
2018-07-31,423.5,759.9999999999999,1409.3000000000002,564.0,161.0
2018-08-01,427.40000000000003,785.7000000000003,1441.3999999999999,484.0,150.0
2018-08-02,354.79999999999995,816.4,1360.6,502.0,156.0
2018-08-03,455.00000000000006,936.3999999999999,1634.0999999999997,670.0,192.0
2018-08-04,98.8,474.90000000000003,626.1,292.0,131.0
2018-08-05,92.3,448.79999999999995,589.8000000000002,336.0,155.0
2018-08-06,430.5999999999999,1224.7,1885.1999999999998,677.0,236.0
2018-08-07,306.09999999999997,1000.2999999999998,1469.6999999999998,670.0,254.0
2018-08-08,320.59999999999997,647.6999999999999,1138.9999999999998,458.0,134.0
2018-08-09,664.2999999999998,1002.3000000000001,2021.1,467.0,232.0
2018-08-10,447.4000000000001,692.9,1378.4,452.0,129.0
2018-08-11,306.0999999999999,709.0000000000001,1178.4,386.0,155.0
2018-08-12,183.0,531.6,812.3000000000001,333.0,157.0
2018-08-13,419.0,666.2999999999998,1308.8999999999999,455.0,187.0
2018-08-14,390.00000000000006,635.2,1233.5000000000002,379.0,159.0
2018-08-15,351.20000000000005,499.3,1037.9,447.0,188.0
2018-08-16,490.00000000000006,678.2000000000002,1429.9000000000003,543.0,201.0
2018-08-17,512.7,562.1,1348.6000000000001,536.0,189.0
2018-08-18,181.2,326.69999999999993,604.5000000000001,419.0,182.0
2018-08-19,123.10000000000002,293.9,482.39999999999986,356.0,183.0
2018-08-20,400.99999999999994,540.3,1155.4000000000003,404.0,182.0
2018-08-21,494.0,794.3000000000001,1551.1999999999998,456.0,178.0
2018-08-22,454.9000000000001,597.2000000000002,1294.5,527.0,214.0
2018-08-23,378.09999999999997,468.50000000000006,1047.7,412.0,170.0
