MeasurementDateGMT,Sutton - Beddington Lane north: Nitric Oxide (ug/m3),Sutton - Beddington Lane north: Nitrogen Dioxide (ug/m3),Sutton - Beddington Lane north: Oxides of Nitrogen (ug/m3),Sutton - Beddington Lane north: PM10 Particulate (ug/m3),Sutton - Beddington Lane north: PM2.5 Particulate (ug/m3)
2018-08-24,302.9,390.3999999999999,854.8000000000001,321.0,101.0
2018-08-25,274.3,486.7,907.1999999999999,392.0,212.0
2018-08-26,254.79999999999995,623.0999999999999,1014.0999999999999,268.0,138.0
2018-08-27,110.10000000000001,228.79999999999998,397.70000000000005,316.0,119.0
2018-08-28,565.8999999999999,882.8000000000001,1750.9000000000003,485.0,187.0
2018-08-29,580.6,929.5999999999999,1819.7000000000005,499.0,235.0
2018-08-30,438.60000000000014,800.0999999999999,1472.6999999999998,572.0,248.0
2018-08-31,519.1999999999999,854.1999999999998,1650.2000000000003,607.0,282.0
2018-09-01,371.1,876.1999999999999,1445.8,585.0,271.0
2018-09-02,100.50000000000003,617.2000000000002,771.5000000000001,514.0,303.0
2018-09-03,401.6,912.2,1528.1,690.0,349.0
2018-09-04,160.00000000000006,599.2999999999998,844.0000000000001,557.0,307.0
2018-09-05,143.8,606.8,827.1999999999999,503.0,228.0
2018-09-06,550.6999999999998,804.3000000000001,1649.0999999999997,648.0,276.0
2018-09-07,447.40000000000003,709.6999999999999,1395.5,504.0,166.0
2018-09-08,274.29999999999995,575.9999999999999,996.1,370.0,128.0
2018-09-09,136.3,431.6,640.5999999999999,364.0,163.0
2018-09-10,391.7,548.2,1149.1,526.0,137.0
2018-09-11,357.09999999999997,511.00000000000006,1058.5,572.0,186.0
2018-09-12,403.59999999999997,647.7,1266.3999999999999,324.0,133.0
2018-09-13,1139.1000000000001,850.5,2597.3000000000006,613.0,245.0
2018-09-14,413.6,652.8,1286.7999999999997,390.0,126.0
2018-09-15,269.0,564.6999999999999,977.2999999999998,462.0,159.0
2018-09-16,160.9,577.6,823.9000000000002,380.0,148.0
2018-09-17,454.0999999999999,1080.4,1776.7,747.0,193.0
2018-09-18,346.7,594.7,1125.9,569.0,152.0
2018-09-19,300.74999999999994,500.8500000000001,962.25,702.5,232.5
2018-09-20,265.2,456.4000000000001,863.4,672.0,218.0
2018-09-21,202.59999999999997,359.8,670.6000000000001,387.0,96.0
2018-09-22,211.4,537.9999999999999,862.5000000000001,365.0,160.0
2018-09-23,168.70000000000005,571.1,829.7,228.0,166.0
