MeasurementDateGMT,Croydon - Purley Way A23: Nitric Oxide (ug/m3),Croydon - Purley Way A23: Nitrogen Dioxide (ug/m3),Croydon - Purley Way A23: Oxides of Nitrogen (ug/m3)
2018-07-10,736.0999999999999,773.6500000000001,1902.3999999999999
2018-07-11,615.5000000000001,716.1000000000001,1659.6999999999998
2018-07-12,524.7,786.3,1591.0
2018-07-13,471.3,757.9000000000001,1480.6
2018-07-14,331.49999999999994,771.7999999999998,1280.5
2018-07-15,322.30000000000007,824.0,1318.0
2018-07-16,538.9,872.9000000000001,1699.1
2018-07-17,547.4,554.5999999999999,1393.8
2018-07-18,716.9999999999998,886.8,1985.7
2018-07-19,454.80000000000007,737.4000000000002,1435.1999999999998
2018-07-20,413.7999999999999,850.8000000000002,1485.3999999999999
2018-07-21,396.69999999999993,863.3,1471.8999999999999
2018-07-22,309.3,670.5,1144.8
2018-07-23,600.1,821.2000000000002,1741.3
2018-07-24,559.9,742.9000000000002,1601.6000000000001
2018-07-25,700.1000000000001,1036.8999999999999,2110.2000000000003
2018-07-26,415.90000000000003,1016.4000000000001,1653.8000000000002
2018-07-27,548.6,982.6999999999999,1823.6
2018-07-28,204.49999999999994,261.3,574.2
2018-07-29,192.2,250.80000000000004,545.6
2018-07-30,470.3999999999999,343.8,1064.9000000000003
2018-07-31,513.5,524.3,1311.8
2018-08-01,638.0,651.8,1630.1000000000001
2018-08-02,632.3000000000001,772.0,1740.9
2018-08-03,688.5000000000001,1029.6999999999998,2085.3999999999996
2018-08-04,544.6000000000001,744.9999999999999,1580.2999999999997
2018-08-05,221.20000000000002,436.09999999999997,775.8
2018-08-06,570.1,1080.5,1954.6999999999996
2018-08-07,506.6000000000001,937.2000000000002,1713.7
2018-08-08,441.20000000000005,438.00000000000017,1114.1
2018-08-09,875.7999999999998,756.2000000000002,2099.1
2018-08-10,568.9,513.1999999999999,1386.1000000000001
2018-08-11,390.69999999999993,510.99999999999994,1110.2
2018-08-12,265.9,363.7000000000001,771.4999999999999
2018-08-13,624.1,609.2000000000002,1565.9
2018-08-14,712.2,587.9000000000001,1679.8999999999999
2018-08-15,490.49999999999994,401.4,1153.1999999999998
2018-08-16,622.8000000000002,465.09999999999997,1420.6999999999998
2018-08-17,717.3000000000001,548.3,1647.9
2018-08-18,345.09999999999997,339.8,868.8
2018-08-19,221.89999999999998,236.29999999999998,576.6
2018-08-20,663.9,505.7000000000001,1523.2
2018-08-21,633.8,620.6,1592.3999999999996
2018-08-22,659.9,543.4000000000001,1556.0
2018-08-23,555.6999999999999,464.99999999999994,1316.7999999999997
2018-08-24,536.3999999999999,449.4,1271.8999999999996
2018-08-25,496.3999999999999,601.2000000000002,1362.2
2018-08-26,266.09999999999997,438.09999999999997,845.6999999999998
2018-08-27,331.1,333.5,841.6
2018-08-28,743.4000000000001,770.45,1910.2499999999998
2018-08-29,852.4000000000002,887.7,2194.8000000000006
2018-08-30,919.4000000000001,923.3999999999997,2332.9000000000005
2018-08-31,656.2,766.7999999999998,1772.7999999999997
2018-09-01,358.09999999999997,715.4000000000001,1264.6
2018-09-02,247.70000000000002,684.5,1063.8999999999999
2018-09-03,624.8999999999999,1070.0,2028.2999999999997
2018-09-04,783.1999999999999,1060.2,2260.9
2018-09-05,839.3999999999999,1040.7,2327.8999999999996
2018-09-06,902.1999999999999,907.4999999999999,2289.9999999999995
2018-09-07,787.8000000000002,726.3,1934.2999999999997
2018-09-08,395.9,546.0999999999999,1153.4000000000003
2018-09-09,225.29999999999998,394.90000000000003,740.5999999999999
2018-09-10,470.5999999999999,453.5000000000001,1175.1000000000001
2018-09-11,292.5,294.1,743.2
2018-09-12,1032.0,905.55,2488.6
2018-09-13,1071.5999999999997,869.5000000000003,2512.5
2018-09-14,708.2,700.4,1786.1
2018-09-15,488.29999999999995,596.3999999999999,1345.4
2018-09-16,213.9,429.50000000000006,757.6
2018-09-17,400.90000000000003,619.4000000000001,1233.9
2018-09-18,296.3999999999999,364.4000000000001,818.4
2018-09-19,270.79999999999995,294.59999999999997,709.6000000000001
2018-09-20,247.0,283.40000000000003,662.1
2018-09-21,500.9,432.7,1200.7
2018-09-22,494.8999999999999,582.0999999999999,1341.0999999999997
2018-09-23,563.7,786.4,1650.3
2018-09-24,1193.3,1040.0,2870.1
2018-09-25,1041.2,1025.3999999999999,2621.9000000000005
2018-09-26,867.4,1106.5000000000002,2436.7000000000003
2018-09-27,1008.7,1230.6,2776.6999999999994
2018-09-28,622.9000000000001,838.8000000000001,1794.1000000000004
2018-09-29,967.7,1053.0,2536.8
2018-09-30,373.70000000000005,726.7,1299.9
2018-10-01,861.8000000000002,834.4000000000002,2155.4
2018-10-02,544.7,558.9999999999999,1393.8
2018-10-03,1146.2000000000005,864.4,2622.3
2018-10-04,1027.7,684.4999999999999,2260.2
2018-10-05,972.1000000000001,1043.3,2533.8999999999996
2018-10-06,893.8000000000001,1010.4999999999999,2380.8999999999996
2018-10-07,736.7000000000002,906.7,2036.0
2018-10-08,737.1999999999999,796.6999999999999,1927.3000000000002
2018-10-09,752.7,949.5500000000001,2103.45
2018-10-10,730.3000000000001,955.8,2075.2999999999997
2018-10-11,394.5,572.3,1176.7
2018-10-12,402.8999999999999,519.8999999999999,1137.7
2018-10-13,272.90000000000003,464.1,882.1999999999999
2018-10-14,555.1,809.2,1660.4000000000003
2018-10-15,1070.5000000000002,935.1999999999999,2576.9000000000005
2018-10-16,642.4,674.6999999999999,1660.1000000000001
2018-10-17,1183.0,1077.0,2891.1
2018-10-18,713.1999999999999,875.9999999999999,1969.6
2018-10-19,1911.8,1226.1999999999998,4158.0
2018-10-20,871.5999999999999,998.2000000000002,2334.6000000000004
2018-10-21,607.0,878.3000000000002,1809.2999999999997
2018-10-22,1169.2,1070.4000000000003,2863.1
2018-10-23,865.8499999999998,905.1499999999999,2233.1499999999996
2018-10-24,1246.6,1005.1000000000003,2916.0000000000005
2018-10-25,1190.0,1088.3000000000002,2913.0000000000005
2018-10-26,750.2000000000002,850.6999999999999,2000.8
2018-10-27,798.5999999999998,938.1000000000001,2162.5
2018-10-28,373.9,630.8,1204.1000000000001
2018-10-29,1275.9,1037.8,2993.7
2018-10-30,848.3000000000002,781.0,2081.7999999999997
2018-10-31,894.3999999999999,829.7,2200.9000000000005
2018-11-01,1119.3999999999999,977.3000000000002,2693.8
2018-11-02,1742.6000000000004,1220.1,3892.3000000000006
2018-11-03,536.9,901.8,1725.6
2018-11-04,290.99999999999994,569.3999999999999,1015.5999999999999
2018-11-05,617.1999999999999,656.3,1603.0
2018-11-06,582.5999999999999,696.6999999999999,1589.4
2018-11-07,430.3000000000001,499.7,1158.9
2018-11-08,544.1999999999999,720.1999999999999,1554.3999999999999
2018-11-09,411.55,494.84999999999997,1125.3999999999996
2018-11-10,538.5,755.7,1581.4
2018-11-11,292.6,515.7,964.3
2018-11-12,730.6999999999998,820.5,1940.8999999999994
2018-11-13,729.5000000000001,787.3000000000002,1905.8
2018-11-14,683.7999999999998,860.9000000000001,1909.4
2018-11-15,618.0,658.3,1606.2
2018-11-16,562.1999999999998,603.7,1465.6000000000004
2018-11-17,511.5,865.6999999999998,1650.1000000000004
2018-11-18,363.09999999999997,760.6000000000003,1317.0
2018-11-19,495.40000000000003,658.5,1418.3999999999999
2018-11-20,693.8000000000001,839.0,1902.6999999999998
2018-11-21,520.8,743.45,1541.9000000000003
2018-11-22,2809.2000000000007,986.9000000000001,5294.200000000001
2018-11-23,1034.2,992.8000000000002,2578.6000000000004
2018-11-24,731.1,1044.7,2165.7
2018-11-25,427.7,756.8,1412.4000000000003
2018-11-26,1884.4999999999998,1192.0000000000002,4081.1999999999994
2018-11-27,802.0,764.7999999999997,1994.9
2018-11-28,356.3,497.7999999999999,1044.1
2018-11-29,353.0,418.00000000000006,959.8000000000001
2018-11-30,858.1999999999999,861.1,2176.2999999999997
2018-12-01,329.8,485.40000000000003,991.1000000000003
2018-12-02,180.0,219.79999999999998,495.7
2018-12-03,509.20000000000005,574.1,1355.45
2018-12-04,1596.4000000000003,1085.8,3533.7000000000003
2018-12-05,723.0,651.8000000000001,1760.3999999999996
2018-12-06,562.9,551.8,1414.8999999999999
2018-12-07,412.5,397.5,1030.1999999999998
2018-12-08,272.99999999999994,287.19999999999993,705.9000000000002
2018-12-09,298.59999999999997,407.9,865.9000000000001
2018-12-10,1243.2000000000003,1045.2,2951.5000000000005
2018-12-11,973.4,863.0000000000001,2355.4999999999995
2018-12-12,451.0999999999999,690.0000000000001,1381.5999999999997
2018-12-13,739.9,794.1000000000001,1928.4
2018-12-14,1352.3999999999999,921.7999999999998,2995.6
2018-12-15,273.70000000000005,383.59999999999997,803.3
2018-12-16,372.49999999999994,618.5,1189.8000000000002
2018-12-17,939.0999999999999,864.0,2303.8
2018-12-18,411.99999999999994,555.4,1187.5
2018-12-19,856.5000000000002,941.3,2254.3
2018-12-20,541.1,605.3000000000001,1434.5
2018-12-21,394.8,453.3999999999999,1058.9
2018-12-22,510.79999999999995,573.9,1357.6000000000001
2018-12-23,423.7,647.8,1296.9999999999998
2018-12-24,1079.3999999999999,864.3999999999999,2519.5
2018-12-25,594.4000000000001,687.2000000000002,1598.4
