MeasurementDateGMT,Croydon - Purley Way A23: Nitric Oxide (ug/m3),Croydon - Purley Way A23: Nitrogen Dioxide (ug/m3),Croydon - Purley Way A23: Oxides of Nitrogen (ug/m3)
2018-03-24,365.99999999999994,695.9,1257.1999999999998
2018-03-25,618.2,1114.3,2062.1
2018-03-26,1123.6,1403.0000000000002,3125.8
2018-03-27,557.3000000000001,736.9,1591.3000000000002
2018-03-28,950.8,1113.9,2571.7999999999997
2018-03-29,757.4,911.3,2072.5
2018-03-30,377.29999999999995,660.8999999999999,1239.4
2018-03-31,522.3,609.9000000000001,1410.6000000000001
2018-04-01,282.70000000000005,522.7,956.1
2018-04-02,339.7,521.9,1043.3999999999999
2018-04-03,465.7,559.7,1273.9
2018-04-04,414.4,474.59999999999997,1109.7
2018-04-05,640.2,736.9999999999998,1719.0999999999997
2018-04-06,320.70000000000005,586.9,1078.5
2018-04-07,442.6,761.6999999999998,1440.0
2018-04-08,541.9000000000001,917.1,1748.3999999999999
2018-04-09,661.0999999999998,807.0999999999999,1820.8
2018-04-10,625.8999999999999,934.8999999999997,1894.5
2018-04-11,1020.7,1020.8,2586.0
2018-04-12,1152.1000000000004,944.1,2710.6
2018-04-13,987.3999999999999,928.1,2442.1
2018-04-14,430.4000000000001,780.9000000000001,1440.6999999999998
2018-04-15,280.0999999999999,594.3000000000001,1023.4999999999999
2018-04-16,366.5,536.0,1097.8000000000002
2018-04-17,394.5999999999999,600.5000000000001,1205.3000000000004
2018-04-18,512.2,731.6,1516.9000000000003
2018-04-19,883.1999999999999,1478.6999999999998,2832.7000000000003
2018-04-20,671.7999999999998,1077.3,2106.8
2018-04-21,286.59999999999997,821.9000000000001,1261.3
2018-04-22,142.09999999999997,381.6,599.6
2018-04-23,399.70000000000005,475.70000000000005,1088.3000000000004
2018-04-24,405.80000000000007,422.90000000000003,1045.3
2018-04-25,440.89999999999986,467.09999999999997,1143.0
2018-04-26,401.29999999999995,462.00000000000006,1077.6000000000001
2018-04-27,350.4,622.3,1159.5
2018-04-28,576.2000000000002,924.3000000000001,1807.2000000000003
2018-04-29,315.9,573.3,1057.6999999999998
2018-04-30,515.3999999999999,792.2999999999998,1582.5999999999997
2018-05-01,506.8999999999999,661.9,1438.8000000000004
2018-05-02,432.4,692.1,1355.1
2018-05-03,674.4000000000001,827.4,1861.0999999999997
2018-05-04,640.2999999999998,926.0,1907.8000000000002
2018-05-05,259.4,760.0,1157.8000000000002
2018-05-06,316.99999999999994,952.6,1438.9000000000003
2018-05-07,266.0,999.7,1407.7
2018-05-08,459.7,918.9999999999999,1623.6
2018-05-09,658.5000000000001,722.8000000000002,1732.9
2018-05-10,488.0,707.6,1456.1999999999998
2018-05-11,360.09999999999997,643.1999999999998,1195.0000000000005
2018-05-12,502.20000000000005,867.2000000000002,1637.1000000000001
2018-05-13,426.1,768.4,1421.8
2018-05-14,660.0999999999998,1028.1,2040.3499999999997
2018-05-15,630.5,1117.9,2084.7999999999997
2018-05-16,563.8,782.1999999999998,1647.1
2018-05-17,480.40000000000003,590.1,1326.2999999999997
2018-05-18,650.3999999999997,848.0999999999999,1845.2
2018-05-19,419.49999999999994,727.1,1369.8999999999999
2018-05-20,296.40000000000003,486.3,940.4
2018-05-21,627.4000000000001,1036.1000000000004,1999.2
2018-05-22,723.6999999999999,1101.1,2210.4000000000005
2018-05-23,605.4000000000001,960.7999999999998,1888.7000000000003
2018-05-24,951.0999999999999,998.7999999999998,2457.1000000000004
2018-05-25,841.5999999999999,1060.1000000000001,2350.5999999999995
2018-05-26,254.20000000000002,613.7,1003.2
2018-05-27,257.6,544.4,939.7000000000003
2018-05-28,370.7000000000001,717.1999999999999,1285.9
2018-05-29,754.55,1054.8999999999999,2211.7
2018-05-30,587.8000000000001,721.1999999999999,1622.7999999999997
2018-05-31,484.5,631.2,1374.5000000000002
2018-06-01,645.7999999999998,785.1,1775.1000000000001
2018-06-02,387.70000000000005,539.8,1134.4
2018-06-03,276.20000000000005,519.6,942.9000000000001
2018-06-04,530.5,685.5000000000002,1499.2000000000003
2018-06-05,500.79999999999995,617.8000000000002,1385.6999999999998
2018-06-06,496.3999999999999,618.0,1378.8999999999996
2018-06-07,466.2,600.3,1315.5000000000002
2018-06-08,556.4000000000001,749.5,1602.5999999999997
2018-06-09,276.7,484.69999999999993,908.3999999999997
2018-06-10,205.0,383.9000000000001,697.9999999999999
2018-06-11,378.70000000000005,508.0,1088.1
2018-06-12,636.6,769.3,1745.6000000000001
2018-06-13,634.4000000000002,695.9999999999999,1668.6000000000004
2018-06-14,392.4,426.40000000000003,1027.2
2018-06-15,663.4999999999999,739.1000000000001,1756.9000000000005
2018-06-16,300.29999999999995,379.2,840.1
2018-06-17,218.70000000000005,230.20000000000005,565.8000000000001
2018-06-18,460.0,372.5,1077.7
2018-06-19,537.5,339.2,1163.3999999999999
2018-06-20,514.5,326.99999999999994,1115.6
2018-06-21,618.1,764.9,1712.2999999999997
2018-06-22,649.8,706.5000000000002,1702.5
2018-06-23,401.2000000000001,662.1999999999998,1277.4
2018-06-24,289.40000000000003,705.6000000000001,1149.1999999999998
2018-06-25,538.3000000000001,1065.6,1891.1000000000001
2018-06-26,334.70000000000005,673.6999999999999,1186.8
2018-06-27,357.0,496.8,1043.6
2018-06-28,380.4,579.4,1162.5000000000002
2018-06-29,433.0999999999999,601.4000000000001,1265.1999999999998
2018-06-30,236.7,456.80000000000007,819.5000000000001
2018-07-01,200.60000000000002,647.2,955.3000000000002
2018-07-02,337.40000000000003,684.7,1202.1
2018-07-03,294.8,498.40000000000003,949.5000000000001
2018-07-04,466.49999999999994,753.1999999999999,1468.9
2018-07-05,728.3999999999999,1195.7999999999997,2312.5999999999995
2018-07-06,587.9999999999998,1226.7,2128.2000000000003
2018-07-07,334.09999999999997,908.8999999999999,1421.3999999999996
2018-07-08,288.9,833.8000000000002,1277.1999999999998
2018-07-09,558.0000000000001,962.1000000000003,1817.9
