MeasurementDateGMT,Richmond Upon Thames - Castelnau: Nitric Oxide (ug/m3),Richmond Upon Thames - Castelnau: Nitrogen Dioxide (ug/m3),Richmond Upon Thames - Castelnau: Oxides of Nitrogen (ug/m3),Richmond Upon Thames - Castelnau: PM10 Particulate (ug/m3)
2018-03-31,259.99999999999994,574.0999999999999,972.2999999999998,193.50000000000006
2018-04-01,247.40000000000003,644.0,1023.5,309.0000000000001
2018-04-02,259.3,615.6,1013.2999999999998,304.9
2018-04-03,306.5,623.0000000000001,1093.2,344.09999999999997
2018-04-04,200.10000000000002,486.8999999999999,793.3,330.79999999999995
2018-04-05,323.90000000000003,617.9000000000001,1114.3000000000002,202.9
2018-04-06,523.8000000000001,936.0,1739.3,464.4
2018-04-07,407.49999999999994,1017.1000000000001,1642.2,622.4999999999999
2018-04-08,345.9000000000001,871.2999999999998,1402.1000000000001,443.0
2018-04-09,367.29999999999995,1118.7,1681.8000000000002,571.0999999999999
2018-04-10,370.90000000000003,1243.6999999999998,1811.8000000000002,727.6999999999999
2018-04-11,541.8000000000001,1014.6999999999999,1845.3999999999999,1008.6999999999999
2018-04-12,513.0,803.6000000000001,1590.0000000000002,834.3999999999999
2018-04-13,369.1,759.3000000000001,1325.5,549.6999999999999
2018-04-14,270.30000000000007,959.8000000000001,1374.4,856.1000000000001
2018-04-15,212.8,766.5,1092.5,729.0
2018-04-16,202.4,563.0,873.1,449.1000000000001
2018-04-17,213.49999999999997,563.0000000000001,890.4,387.80000000000007
2018-04-18,417.3,956.4,1596.3,491.3
2018-04-19,665.3,1435.3,2455.7,874.3999999999999
2018-04-20,353.79999999999995,930.3000000000002,1473.6,714.0000000000002
2018-04-21,218.9,1094.9999999999998,1430.4999999999998,973.9000000000001
2018-04-22,100.50000000000001,506.0,659.8,654.5999999999999
2018-04-23,47.900000000000006,279.4,352.5,234.5
2018-04-24,108.8,321.50000000000006,487.99999999999994,332.0000000000001
2018-04-25,52.2,276.9,356.30000000000007,206.50000000000003
2018-04-26,74.1,278.4,391.79999999999995,294.2
2018-04-27,467.19999999999993,1032.8999999999999,1749.1000000000001,374.09999999999997
2018-04-28,208.4,660.4999999999999,980.3000000000001,219.80000000000004
2018-04-29,127.80000000000003,430.49999999999994,626.8999999999999,247.60000000000005
2018-04-30,221.39999999999998,589.6999999999999,929.0999999999999,340.59999999999997
2018-05-01,208.50000000000003,550.1999999999999,869.4999999999999,281.4
2018-05-02,243.8,619.0000000000001,992.9000000000001,177.39999999999998
2018-05-03,338.6999999999999,702.1999999999998,1221.2,347.54999999999995
2018-05-04,304.2,787.8999999999999,1253.7999999999997,478.5000000000001
2018-05-05,400.89999999999986,1114.1000000000001,1728.8999999999996,573.1999999999999
2018-05-06,235.29999999999995,1153.1000000000001,1514.0,780.6
2018-05-07,396.8,1396.3000000000002,2004.2999999999995,947.0000000000001
2018-05-08,327.89999999999986,898.9,1401.8,784.0
2018-05-09,168.8,502.49999999999994,761.4000000000002,421.5
2018-05-10,109.2,431.9,599.8,270.70000000000005
2018-05-11,298.2,766.5000000000001,1223.8000000000004,436.6
2018-05-12,216.10000000000005,765.5,1096.9999999999998,310.8
2018-05-13,214.40000000000003,763.1,1091.9,375.09999999999997
2018-05-14,254.0,689.9,1078.9,303.7
2018-05-15,212.50000000000003,686.0,1011.8999999999999,336.19999999999993
2018-05-16,189.8,547.9000000000002,838.7999999999998,458.29999999999984
2018-05-17,221.0,546.8,884.1999999999999,460.40000000000003
2018-05-18,345.1999999999999,841.8000000000002,1370.4000000000003,456.6
2018-05-19,275.09999999999997,804.9,1226.6,536.1999999999999
2018-05-20,170.49999999999997,764.4999999999999,1025.5000000000002,581.4000000000001
2018-05-21,80.4,963.6000000000001,1088.3999999999999,793.2000000000002
2018-05-22,161.65000000000006,557.35,805.2,642.2999999999998
2018-05-23,175.3,561.1999999999999,830.0,598.5000000000001
2018-05-24,258.8,832.3000000000002,1228.8000000000002,687.3
2018-05-25,289.3,967.5999999999998,1411.4,589.6000000000001
2018-05-26,87.09999999999998,660.0000000000001,793.6999999999999,894.5
2018-05-27,138.7,699.0,911.8999999999999,666.6500000000002
2018-05-28,157.5,683.9000000000001,924.9000000000001,732.8
2018-05-29,221.49999999999997,775.8000000000001,1115.6999999999998,539.4000000000002
2018-05-30,677.2,1082.1,2120.2999999999997,557.7
2018-05-31,413.70000000000016,1157.8999999999999,1791.6000000000001,857.9999999999998
2018-06-01,191.1,645.3,938.5999999999998,473.40000000000003
2018-06-02,74.4,442.49999999999994,556.7,195.7
2018-06-03,155.6,662.9000000000002,901.0,290.59999999999997
2018-06-04,201.90000000000006,734.1000000000001,1043.0,349.1
2018-06-05,153.05,548.8,783.1499999999999,308.7933333333333
2018-06-06,184.9,657.1,940.4,527.5066666666667
2018-06-07,297.59999999999997,849.9000000000001,1306.2000000000003,558.5999999999999
2018-06-08,247.4,720.0000000000001,1099.2,551.0
2018-06-09,192.7,706.1,1001.7,518.6
2018-06-10,102.3,538.3000000000001,695.2,457.80000000000007
2018-06-11,242.60000000000002,662.6999999999999,1034.5,376.4000000000001
2018-06-12,255.20000000000005,725.4000000000001,1116.7,358.59999999999997
2018-06-13,270.50000000000006,686.5999999999999,1101.6000000000001,333.50000000000006
2018-06-14,84.9,368.3,498.6,379.1
2018-06-15,188.10000000000002,567.3,855.8999999999999,390.7
2018-06-16,76.3,318.2,435.5999999999999,272.8
2018-06-17,51.800000000000004,213.89999999999998,292.7,225.70000000000002
2018-06-18,54.50000000000001,232.40000000000003,315.50000000000006,265.9
2018-06-19,99.8,226.50000000000003,379.3,171.9
2018-06-20,106.30000000000001,248.3,411.5,199.8
2018-06-21,182.70000000000002,421.6,701.8999999999999,324.6000000000001
2018-06-22,274.1,609.0999999999999,1029.1000000000001,393.79999999999995
2018-06-23,159.4,537.4,781.2,355.50000000000006
2018-06-24,189.89999999999998,715.9999999999999,1007.1000000000001,411.9
2018-06-25,233.40000000000003,930.0,1287.6000000000001,483.5000000000001
2018-06-26,280.1,880.6,1310.3000000000002,485.4
2018-06-27,213.59999999999997,654.3999999999999,982.1,494.09999999999997
2018-06-28,176.40000000000003,539.9,810.2,494.09999999999997
2018-06-29,184.10000000000002,588.5,870.8000000000001,432.1999999999999
2018-06-30,114.90000000000002,455.7999999999999,631.3000000000001,434.59999999999997
2018-07-01,90.1,662.8999999999999,801.0,528.3
2018-07-02,146.5,592.0999999999999,818.9999999999999,468.20000000000005
2018-07-03,124.4,494.1000000000001,684.8,393.2
2018-07-04,292.2,811.1000000000001,1259.1,518.5
2018-07-05,329.50000000000006,1026.7,1532.8,643.7
2018-07-06,240.50000000000003,921.8999999999999,1290.4,600.1999999999998
2018-07-07,125.50000000000001,756.8999999999999,949.1,663.1000000000001
2018-07-08,129.10000000000002,691.9000000000001,890.1999999999998,422.70000000000005
2018-07-09,244.2,759.4000000000001,1133.8000000000002,457.9
2018-07-10,239.00000000000003,420.4000000000001,786.6,321.9
2018-07-11,230.6,515.3,869.5000000000001,389.4
2018-07-12,273.69999999999993,817.4999999999999,1236.6999999999998,516.8
2018-07-13,326.0,921.3,1422.6999999999998,467.5
2018-07-14,201.39999999999998,703.0000000000001,1011.6999999999999,422.7
2018-07-15,119.89999999999999,564.9,748.8000000000002,341.20000000000005
2018-07-16,300.0,649.9,1109.6,354.20000000000005
2018-07-17,96.90000000000002,297.09999999999997,445.4,294.90000000000003
2018-07-18,244.50000000000003,551.3,926.1,335.59999999999997
2018-07-19,301.4000000000001,910.0,1372.2,472.9
2018-07-20,350.9000000000001,988.7,1526.7,516.8
2018-07-21,127.49999999999999,686.3,881.7,508.19999999999993
2018-07-22,136.3,586.4,795.4999999999999,372.99999999999994
2018-07-23,165.50000000000003,602.4999999999999,856.3000000000002,361.20000000000005
2018-07-24,129.5,449.8999999999999,648.5,392.4000000000001
2018-07-25,258.50000000000006,817.8999999999997,1214.5,459.29999999999995
2018-07-26,294.40000000000003,1048.9999999999998,1500.8000000000002,691.0000000000001
2018-07-27,222.90000000000003,816.1000000000003,1157.8000000000002,512.3
2018-07-28,71.79999999999998,266.40000000000003,376.8,373.70000000000005
2018-07-29,185.00000000000003,347.4,630.7,212.80000000000007
2018-07-30,260.09999999999997,377.6,776.5000000000001,233.70000000000005
2018-07-31,163.9,434.6000000000001,686.2999999999998,243.1
2018-08-01,231.2,535.6999999999999,889.6,296.1000000000001
2018-08-02,188.90000000000006,573.0000000000001,863.3000000000001,319.9
2018-08-03,341.0,861.1999999999998,1384.3000000000002,408.1
2018-08-04,206.29999999999998,610.5999999999999,926.5,297.59999999999997
2018-08-05,197.4,639.0,941.6999999999999,344.6
2018-08-06,187.4,771.6000000000001,1058.8999999999996,415.40000000000003
2018-08-07,184.7,766.7,1050.1000000000001,474.09999999999985
2018-08-08,76.2,365.90000000000003,482.5000000000001,218.2
2018-08-09,414.3999999999999,833.8000000000001,1468.6999999999998,280.3
2018-08-10,156.8,480.20000000000005,721.3,184.29999999999998
2018-08-11,312.00000000000006,600.7,1079.0,238.69999999999993
2018-08-12,182.5,458.69999999999993,738.9,241.1
2018-08-13,131.89999999999998,449.4,651.6000000000001,254.29999999999995
2018-08-14,149.29999999999998,501.5,730.8000000000001,243.30000000000004
2018-08-15,112.09999999999997,329.5,501.4000000000001,269.00000000000006
2018-08-16,196.10000000000002,459.70000000000005,760.3000000000002,272.8
2018-08-17,197.39999999999995,444.7,747.6,259.0
2018-08-18,82.19999999999999,266.8,392.8,289.8
2018-08-19,47.6,236.7,309.29999999999995,247.3
2018-08-20,171.79999999999998,430.3,693.6999999999998,270.8
2018-08-21,204.3,536.9000000000001,850.1999999999998,241.1
2018-08-22,172.05000000000004,393.49999999999994,657.4499999999999,244.70000000000005
2018-08-23,97.7,316.5,465.6999999999999,244.65000000000006
2018-08-24,85.0,391.8,522.4,232.90000000000003
2018-08-25,178.29999999999998,501.09999999999997,774.2000000000002,193.2
2018-08-26,276.00000000000006,503.6,927.0000000000001,228.29999999999998
2018-08-27,50.5,337.29999999999995,414.6,155.89999999999998
2018-08-28,468.0,811.6,1529.4000000000003,255.09999999999997
2018-08-29,298.70000000000005,714.5999999999999,1172.6000000000001,291.49999999999994
2018-08-30,463.2999999999999,834.6999999999999,1545.4,410.05000000000007
2018-08-31,648.9000000000001,1079.3000000000002,2074.4,446.80000000000007
2018-09-01,519.0,1003.1999999999999,1798.8,455.5
2018-09-02,328.2,881.6999999999999,1384.7,522.6
2018-09-03,461.09999999999997,1218.2,1925.1999999999996,592.6
2018-09-04,301.20000000000005,819.3000000000001,1281.6,472.6000000000001
2018-09-05,284.7999999999999,713.7,1151.1999999999998,452.80000000000007
2018-09-06,188.19999999999996,604.3999999999999,893.0999999999998,366.49999999999994
2018-09-07,144.99999999999997,568.2,790.4999999999999,250.69999999999996
2018-09-08,175.5,462.2,730.5000000000001,249.39999999999998
2018-09-09,72.8,344.5999999999999,456.50000000000006,253.5
2018-09-10,114.64999999999999,314.70000000000005,490.15000000000003,305.5
2018-09-11,134.79999999999998,314.09999999999997,521.6,290.59999999999997
2018-09-12,530.4,781.7,1595.0,230.80000000000004
2018-09-13,668.0999999999999,806.2,1831.1,349.40000000000003
2018-09-14,112.9,497.99999999999994,671.0999999999999,235.99999999999994
2018-09-15,188.89999999999998,493.6,782.5999999999999,306.00000000000006
2018-09-16,158.50000000000003,490.40000000000003,733.4000000000001,337.3
2018-09-17,354.3,826.9000000000001,1369.9999999999998,449.20000000000005
2018-09-18,103.60000000000001,315.29999999999995,474.20000000000005,363.6
2018-09-19,121.59999999999998,313.5,499.70000000000005,438.2
2018-09-20,148.09999999999997,332.9000000000001,560.0,463.8
2018-09-21,35.50000000000001,307.1,361.7,168.3
2018-09-22,325.40000000000003,718.9000000000001,1217.7,266.4
2018-09-23,162.89999999999998,627.0,877.1999999999999,162.40000000000003
2018-09-24,662.8,930.2,1947.0000000000002,247.99999999999997
2018-09-25,1182.7,1110.6000000000004,2923.8999999999996,363.7
2018-09-26,703.0000000000001,1070.4,2148.4,402.5
2018-09-27,761.7999999999998,1095.6,2264.0999999999995,498.29999999999995
2018-09-28,296.3,690.2,1144.5000000000002,351.8999999999999
2018-09-29,907.1,1193.0,2583.5000000000005,459.59999999999997
2018-09-30,272.3,618.0,1035.5,330.69999999999993
2018-10-01,232.10000000000002,570.0,925.1999999999999,245.5999999999999
2018-10-02,90.1,344.2000000000001,482.3999999999999,240.2
2018-10-03,654.1,701.8000000000001,1704.4,307.59999999999997
2018-10-04,437.29999999999995,588.1999999999998,1258.6999999999998,337.7
2018-10-05,734.6,1027.7,2154.4,591.6000000000001
2018-10-06,409.9000000000001,738.7999999999998,1367.0999999999997,336.20000000000005
2018-10-07,298.59999999999997,757.9999999999999,1215.7,271.6
2018-10-08,329.6000000000001,658.4000000000001,1163.6000000000001,232.5
2018-10-09,1236.8999999999999,1225.8,3122.2000000000003,387.8
2018-10-10,1056.7,1465.7000000000003,3086.2999999999997,1002.9000000000001
2018-10-11,356.29999999999995,671.0,1217.5,419.50000000000006
2018-10-12,238.29999999999998,454.3,819.8999999999999,353.5
2018-10-13,223.10000000000002,466.09999999999997,808.1000000000001,352.40000000000003
2018-10-14,237.70000000000005,555.9,920.6,144.8
2018-10-15,510.6,961.4999999999999,1744.2999999999997,284.7
2018-10-16,536.6,680.5000000000001,1503.6,455.6
2018-10-17,635.0,981.9999999999999,1956.3500000000001,332.09999999999997
2018-10-18,410.80000000000007,917.0999999999998,1546.7999999999997,381.8
2018-10-19,1781.1,1301.7,4032.7,524.2
2018-10-20,1544.3,1067.9,3435.7999999999997,645.0000000000001
2018-10-21,410.39999999999986,796.6999999999999,1425.5999999999997,429.2
2018-10-22,868.0999999999999,955.5,2286.7999999999997,393.30000000000007
2018-10-23,196.00000000000003,671.9000000000002,972.5000000000001,368.1
2018-10-24,423.79999999999995,826.0999999999999,1475.9999999999998,405.7999999999999
2018-10-25,312.70000000000005,704.0,1183.3,391.09999999999997
2018-10-26,145.0,624.2,846.5000000000001,204.69999999999996
2018-10-27,288.30000000000007,606.9000000000001,1044.3000000000002,150.10000000000002
2018-10-28,244.29999999999995,661.6000000000001,1036.5000000000002,153.29999999999998
2018-10-29,503.59999999999997,876.3000000000001,1648.7,248.10000000000002
2018-10-30,237.20000000000002,665.6,1029.5,250.0
2018-10-31,1342.8999999999996,1179.4,3238.2999999999997,396.9
2018-11-01,1083.6,1113.0,2774.4999999999995,335.90000000000003
2018-11-02,1617.3000000000002,1185.7,3665.399999999999,509.0
2018-11-03,849.5999999999999,1086.8,2389.3999999999996,421.19999999999993
2018-11-04,428.7,857.7999999999998,1515.0999999999997,518.5999999999999
2018-11-05,1652.6999999999998,1182.7,3716.6000000000004,1113.5
2018-11-06,1089.4,873.9999999999999,2544.2,568.0999999999999
2018-11-07,357.70000000000005,577.3000000000001,1126.0,191.70000000000002
2018-11-08,504.1999999999999,871.6999999999998,1644.8,394.2
2018-11-09,512.9,731.6999999999999,1518.6,398.7
2018-11-10,595.1999999999999,892.3,1805.3999999999999,343.3
2018-11-11,377.3,657.0,1235.6,243.9
2018-11-12,630.4999999999999,905.0,1871.8,336.6
2018-11-13,388.79999999999995,744.1,1339.9,368.1
2018-11-14,1352.7000000000003,1157.8000000000002,3232.2000000000003,488.6
2018-11-15,1369.7125,988.8812500000004,3089.6874999999995,611.6
2018-11-16,544.9875,821.4687500000001,1657.5125,372.0
2018-11-17,295.19999999999993,1022.6999999999999,1474.8999999999996,570.6
2018-11-18,193.50000000000006,888.7999999999998,1185.1,503.20000000000005
2018-11-19,397.7999999999999,664.0,1274.0,247.00000000000003
2018-11-20,423.5,895.1999999999999,1544.4999999999998,318.69999999999993
2018-11-21,962.6999999999999,1074.3,2549.8999999999996,484.2
2018-11-22,3292.1000000000004,1383.5,6431.3,1094.2999999999997
2018-11-23,801.9000000000001,1217.3,2446.7999999999997,880.0
2018-11-24,347.19999999999993,1080.2000000000003,1613.4000000000008,671.6
2018-11-25,221.7,805.8000000000001,1145.6000000000001,497.6
2018-11-26,697.2,1047.8999999999999,2116.8999999999996,407.69999999999993
2018-11-27,743.2999999999998,1040.8,2180.7,424.7000000000001
2018-11-28,320.5,620.3000000000001,1111.9,246.4
2018-11-29,164.50000000000003,421.20000000000005,673.4,283.3
2018-11-30,213.60000000000002,620.25,947.2500000000002,321.5999999999999
2018-12-01,222.90000000000003,559.5999999999999,901.2,228.0
2018-12-02,73.7,271.3,384.6999999999999,129.4
2018-12-03,204.0,612.4,925.7000000000002,310.5
2018-12-04,1314.3000000000004,1322.8,3337.6,381.09999999999997
2018-12-05,587.5,863.3,1764.1,273.00000000000006
2018-12-06,126.3,432.8999999999999,627.0000000000001,193.9
2018-12-07,135.49999999999997,410.3999999999999,618.1999999999999,201.6
2018-12-08,58.199999999999996,275.19999999999993,364.1000000000001,303.8
2018-12-09,150.0,502.59999999999997,732.9,161.99999999999997
2018-12-10,363.34999999999997,1035.4,1592.5,305.3
2018-12-11,2457.7,1459.2,5227.1,637.0999999999999
2018-12-12,394.5000000000001,931.3999999999997,1536.5000000000002,437.1
2018-12-13,526.0999999999999,1038.2,1845.2,449.6
2018-12-14,1896.2999999999995,1330.1,4237.700000000001,722.6000000000001
2018-12-15,239.49999999999994,576.0999999999999,943.3,442.4
2018-12-16,737.8000000000001,960.1000000000001,2091.7,290.1
2018-12-17,734.3,933.6999999999998,2059.6,316.5
2018-12-18,250.4,483.59999999999997,867.8,340.9
2018-12-19,512.8,895.4,1682.1000000000001,215.39999999999992
2018-12-20,210.7,512.4999999999999,835.4,232.8
2018-12-21,94.10000000000001,332.2999999999999,476.79999999999995,365.50000000000006
2018-12-22,115.20000000000002,516.4,693.4,304.1
2018-12-23,263.4,666.9,1070.6,177.29999999999995
2018-12-24,1796.1000000000001,1276.0000000000002,4040.8000000000006,464.7000000000001
2018-12-25,1286.7,1020.0999999999999,2992.6000000000004,536.9999999999999
2018-12-26,946.3000000000001,913.1,2364.4,468.8
2018-12-27,2730.1,1180.7,5367.1,859.1
2018-12-28,1372.9000000000005,1029.6000000000001,3134.6999999999994,633.3999999999997
2018-12-29,338.0,766.5000000000001,1284.6999999999998,306.3
2018-12-30,184.99999999999997,693.9,977.9000000000001,227.8
2018-12-31,189.80000000000004,488.1000000000001,779.4999999999999,176.00000000000003
2019-01-01,201.59999999999997,591.7,900.8000000000001,267.49999999999994
2019-01-02,415.70000000000005,970.7,1608.1999999999996,336.99999999999994
2019-01-03,463.8999999999999,1129.1999999999998,1840.4999999999995,379.20000000000005
2019-01-04,609.2,1206.5999999999997,2141.1,738.3999999999999
2019-01-05,312.49999999999994,983.5999999999999,1461.8999999999999,574.8999999999999
2019-01-06,276.90000000000003,971.9000000000001,1397.0000000000002,530.95
2019-01-07,127.0,692.3,886.9,353.30000000000007
2019-01-08,442.8,790.1,1469.2,537.8
2019-01-09,465.6500000000001,967.6,1681.1499999999996,390.20000000000005
2019-01-10,1113.6,1301.1,3009.1,731.0999999999999
2019-01-11,613.9999999999999,1187.6,2128.0,543.3000000000001
2019-01-12,95.2,547.6,693.0000000000001,238.8
2019-01-13,62.60000000000001,382.7,478.6,253.1
2019-01-14,312.9,827.2999999999998,1306.4999999999995,398.4
2019-01-15,180.49999999999994,685.9,962.4,234.99999999999997
2019-01-16,215.89999999999995,611.4999999999999,942.8,221.1
2019-01-17,495.3,1023.1999999999999,1780.9,338.70000000000005
2019-01-18,1206.1000000000001,1271.8,3120.7999999999997,513.1999999999999
2019-01-19,291.1,703.0999999999999,1149.1000000000001,451.5
2019-01-20,1012.0,1277.6000000000001,2828.7999999999997,707.3
2019-01-21,1914.3999999999999,1217.4,4153.2,923.1999999999999
2019-01-22,562.9,1109.4,1972.6999999999998,309.8
2019-01-23,1174.6000000000001,1272.3999999999999,3073.6,426.90000000000015
2019-01-24,2431.0,1598.4,5325.200000000001,776.8
2019-01-25,503.6000000000001,1099.8,1872.1000000000004,418.0999999999999
2019-01-26,100.6,388.70000000000005,542.9,259.6
2019-01-27,123.39999999999999,330.3,518.1,281.09999999999997
2019-01-28,757.4000000000001,1003.2000000000002,2165.5,367.90000000000003
2019-01-29,971.4999999999998,1343.1999999999998,2833.0999999999995,425.09999999999997
2019-01-30,1174.8000000000002,1259.4999999999998,3061.2000000000003,355.7
2019-01-31,1710.5499999999997,1226.5499999999997,3849.45,550.4999999999999
2019-02-01,365.8,943.8000000000001,1505.6000000000001,303.4
2019-02-02,314.6,683.6000000000001,1164.4,329.29999999999995
2019-02-03,456.2,934.3999999999999,1634.1999999999998,324.80000000000007
2019-02-04,703.4999999999999,758.5999999999999,1837.6999999999998,244.99999999999997
2019-02-05,755.5999999999999,908.5999999999999,2067.3999999999996,318.80000000000007
2019-02-06,381.5,781.9000000000001,1367.25,315.84999999999997
2019-02-07,88.89999999999999,358.7,494.9000000000001,256.6000000000001
2019-02-08,135.6,341.3,549.1999999999999,310.5
2019-02-09,102.6,303.4,460.90000000000003,353.3
2019-02-10,140.1,520.9,735.6000000000001,147.8
2019-02-11,963.0,1200.9,2676.9,327.2
2019-02-12,674.6000000000003,865.3,1900.0,394.29999999999995
2019-02-13,760.4999999999999,956.7,2123.0,556.4
