MeasurementDateGMT,Richmond Upon Thames - Castelnau: Nitric Oxide (ug/m3),Richmond Upon Thames - Castelnau: Nitrogen Dioxide (ug/m3),Richmond Upon Thames - Castelnau: Oxides of Nitrogen (ug/m3),Richmond Upon Thames - Castelnau: PM10 Particulate (ug/m3)
2019-02-14,2511.7,1517.0,5368.5,892.7
2019-02-15,2487.5,1496.4999999999998,5310.4,956.5999999999999
2019-02-16,929.0999999999999,1084.1999999999998,2508.9,763.9
2019-02-17,436.7,781.1,1451.1000000000001,750.7
2019-02-18,343.9,739.6000000000001,1266.7,420.49999999999994
2019-02-19,214.6,552.1,880.8,362.69999999999993
2019-02-20,273.7,613.6999999999999,1033.3,385.4
2019-02-21,234.40000000000003,657.8000000000001,1017.1999999999999,475.6
2019-02-22,949.8,1090.5,2546.9999999999995,684.3999999999999
2019-02-23,967.3,1162.5999999999997,2645.1000000000004,789.7999999999998
2019-02-24,1967.8000000000002,1401.1,4417.800000000001,1000.0999999999999
2019-02-25,2572.1999999999994,1898.8,5843.1,1236.7000000000003
2019-02-26,3122.9000000000015,1909.8999999999999,6697.8,1295.8
2019-02-27,2406.7999999999997,1608.6999999999998,5299.0,1310.6000000000001
2019-02-28,431.65000000000003,848.6000000000003,1510.15,665.7
2019-03-01,539.3,949.1999999999998,1776.1999999999998,645.4000000000001
2019-03-02,139.0,464.6,677.9000000000002,376.6000000000001
2019-03-03,64.4,315.79999999999995,414.79999999999995,266.40000000000003
2019-03-04,85.59999999999998,479.70000000000005,610.6999999999999,163.3
2019-03-05,200.10000000000002,568.9,875.7,251.00000000000003
2019-03-06,259.0,530.2,927.0000000000001,302.19999999999993
2019-03-07,47.90000000000001,347.70000000000005,421.3,112.90000000000002
2019-03-08,175.70000000000002,535.3,805.0,185.9
2019-03-09,88.60000000000001,394.5,530.7,379.5
2019-03-10,77.09999999999998,352.1999999999999,470.2,121.79999999999998
2019-03-11,197.6,435.90000000000003,738.2,253.79999999999998
2019-03-12,122.5,387.70000000000005,575.5000000000001,201.09999999999997
2019-03-13,120.70000000000002,305.3999999999999,488.90000000000003,269.70000000000005
2019-03-14,137.50000000000003,363.29999999999995,573.8000000000001,242.59999999999997
2019-03-15,54.79999999999999,262.6,346.6000000000001,106.6
2019-03-16,42.99999999999999,155.39999999999998,222.0,208.60000000000002
2019-03-17,70.1,329.9,437.1,69.6
2019-03-18,207.99999999999997,713.1000000000001,1032.1,231.8
2019-03-19,213.79999999999998,582.4,909.8,296.3999999999999
2019-03-20,122.99999999999999,437.15,625.8499999999999,212.1978873239436
2019-03-21,356.7,779.0,1325.6999999999998,228.1225352112676
2019-03-22,215.39999999999998,610.6000000000001,940.0999999999998,225.89154929577464
2019-03-23,263.79999999999995,817.3000000000002,1221.7,223.6605633802817
2019-03-24,282.70000000000005,876.5,1309.8000000000002,221.42957746478874
2019-03-25,343.2,706.7,1233.1000000000001,219.19859154929577
2019-03-26,811.1999999999999,1288.3000000000002,2531.8999999999996,216.9676056338028
2019-03-27,525.5999999999999,1224.6000000000001,2030.8000000000002,214.73661971830984
2019-03-28,760.4,1461.5,2627.2999999999997,212.50563380281687
2019-03-29,957.6999999999999,1281.3,2749.3,210.27464788732394
2019-03-30,937.5999999999999,1156.1,2593.2999999999997,208.04366197183097
2019-03-31,86.29999999999998,552.5999999999999,683.4,205.812676056338
2019-04-01,246.39999999999998,890.1999999999999,1267.8000000000004,203.58169014084504
2019-04-02,307.7,972.6000000000001,1443.9,201.35070422535208
2019-04-03,537.0,1127.7,1951.4,199.1197183098591
2019-04-04,255.29999999999995,739.5,1131.1000000000001,196.88873239436614
2019-04-05,171.3,671.6999999999998,934.5999999999999,194.65774647887324
2019-04-06,143.29999999999998,650.0,869.3999999999999,192.4267605633803
2019-04-07,220.79999999999998,633.4,971.3000000000001,190.1957746478873
2019-04-08,584.4,1107.3000000000002,2003.3999999999999,187.96478873239437
2019-04-09,306.54999999999995,922.6999999999998,1392.8000000000002,185.7338028169014
2019-04-10,128.3,538.1,733.5,183.50281690140844
2019-04-11,122.3,663.5,851.0000000000001,181.2718309859155
2019-04-12,129.0,734.9999999999999,932.6999999999999,179.04084507042253
2019-04-13,127.39999999999999,670.5000000000001,865.7,176.80985915492957
2019-04-14,71.2,578.6,688.1000000000001,174.57887323943663
2019-04-15,122.60000000000001,773.3999999999999,961.3499999999998,172.34788732394367
2019-04-16,874.7000000000002,1554.3,2895.2999999999993,170.1169014084507
2019-04-17,397.70000000000005,1148.7999999999997,1758.4999999999998,167.88591549295774
2019-04-18,239.90000000000006,1118.3,1485.8000000000004,165.6549295774648
2019-04-19,184.60000000000002,1050.5,1333.6999999999998,163.42394366197183
2019-04-20,139.4,1003.5,1217.4,161.19295774647887
2019-04-21,118.19999999999999,978.6,1160.1000000000001,158.9619718309859
2019-04-22,158.7,1320.6999999999998,1564.1000000000004,156.73098591549297
2019-04-23,308.00000000000006,1549.0,2020.6999999999996,154.5
2019-04-24,270.49999999999994,932.0,1346.8999999999999,152.26901408450706
2019-04-25,162.70000000000002,530.5,779.5999999999999,242.9
2019-04-26,178.60000000000005,519.3000000000002,793.3,290.9
2019-04-27,18.9,317.70000000000005,346.69999999999993,273.8
2019-04-28,64.2,391.6,490.69999999999993,272.00000000000006
2019-04-29,215.20000000000005,879.9,1209.4,446.70000000000005
2019-04-30,212.0,869.3000000000001,1194.4000000000003,626.3
2019-05-01,143.4,728.7999999999998,948.6000000000001,543.8999999999999
2019-05-02,70.99999999999999,537.3000000000001,642.9000000000001,277.90000000000003
2019-05-03,229.90000000000006,798.5,1151.6,325.3999999999999
2019-05-04,117.10000000000001,458.8,638.3,344.6000000000001
2019-05-05,75.39999999999999,506.3,621.6999999999999,405.00000000000006
2019-05-06,52.99999999999999,478.99999999999994,560.0999999999999,285.19999999999993
2019-05-07,187.10000000000005,625.6,912.6000000000003,407.00000000000006
2019-05-08,167.70000000000002,604.7000000000002,861.9999999999998,378.40000000000003
2019-05-09,230.8,798.3,1154.1,327.80000000000007
2019-05-10,186.10000000000005,709.6000000000001,995.3,305.7
2019-05-11,149.29999999999998,757.6000000000001,986.4,337.7
2019-05-12,202.0,777.3,1086.5,271.4
2019-05-13,202.79999999999998,753.2000000000003,1064.1000000000001,403.8
2019-05-14,117.69999999999999,670.1999999999999,850.5999999999999,391.2
2019-05-15,171.39999999999995,831.7,1094.5,636.5999999999999
2019-05-16,102.5,679.0,836.5,650.3499999999999
2019-05-17,140.9,734.0999999999998,950.1000000000003,505.5
2019-05-18,141.90000000000003,895.5,1113.4,507.10000000000014
2019-05-19,318.79999999999995,880.1,1368.9999999999998,549.2
2019-05-20,142.40000000000003,846.2999999999998,1064.8,497.3
2019-05-21,122.79999999999998,592.9,780.9999999999999,378.6
2019-05-22,98.79999999999998,647.9000000000001,799.3,325.9
2019-05-23,66.8,497.2000000000001,599.5999999999999,285.3999999999999
2019-05-24,120.00000000000001,611.8000000000001,795.9999999999999,382.50000000000006
2019-05-25,30.299999999999997,349.0,395.20000000000005,222.5
2019-05-26,20.8,291.50000000000006,323.4,232.20000000000002
2019-05-27,22.8,380.5,415.4,303.2000000000001
2019-05-28,59.699999999999996,453.2,544.3,157.9
2019-05-29,63.10000000000001,432.6,528.75,231.8
2019-05-30,23.300000000000004,233.59999999999997,269.2,254.0
2019-05-31,39.400000000000006,279.40000000000003,340.50000000000006,200.9
2019-06-01,78.5,399.80000000000007,520.2,274.1
2019-06-02,25.999999999999996,291.6000000000001,331.29999999999995,313.0
2019-06-03,27.200000000000006,248.00000000000003,289.7,333.20000000000005
2019-06-04,105.89999999999999,553.3000000000001,715.7,394.19999999999993
2019-06-05,41.3,287.30000000000007,351.00000000000006,236.60000000000002
2019-06-06,67.60000000000001,347.29999999999995,451.09999999999997,247.10000000000002
2019-06-07,83.14999999999999,643.2,770.25,318.99999999999994
2019-06-08,14.099999999999996,173.7,194.99999999999997,175.59999999999997
2019-06-09,47.400000000000006,312.79999999999995,385.1000000000001,244.09999999999994
2019-06-10,116.80000000000001,607.7999999999998,787.1,219.99999999999997
2019-06-11,131.5,424.30000000000007,626.1999999999999,206.5
2019-06-12,129.95000000000002,614.0500000000001,812.9,224.29999999999998
2019-06-13,62.3,311.79999999999995,407.5999999999999,197.2
2019-06-14,79.99999999999999,298.2,420.5,214.79999999999998
2019-06-15,61.00000000000002,300.5,393.79999999999995,200.49999999999997
2019-06-16,32.199999999999996,190.6,239.3,200.4
2019-06-17,63.70000000000001,258.90000000000003,356.40000000000003,257.7
2019-06-18,172.7,791.8,1056.6,338.0
2019-06-19,102.80000000000001,564.9999999999999,722.3000000000001,396.3999999999999
2019-06-20,40.099999999999994,281.8,343.3,198.60000000000002
2019-06-21,57.199999999999996,355.50000000000006,442.9,230.70000000000005
2019-06-22,71.1,418.1,527.0,243.6
2019-06-23,43.1,649.1999999999998,715.6000000000001,605.9000000000001
2019-06-24,152.79999999999998,811.9999999999999,1046.5,624.9000000000001
2019-06-25,123.7,615.8000000000002,805.3000000000002,494.10000000000014
2019-06-26,55.3,309.6000000000001,394.50000000000006,298.90000000000003
2019-06-27,44.5,261.9,330.40000000000003,348.0
2019-06-28,66.3,363.3,464.59999999999997,536.7
2019-06-29,75.10000000000002,593.6000000000001,709.2999999999998,577.7
2019-06-30,18.0,236.89999999999998,265.0,247.70000000000007
2019-07-01,30.3,198.90000000000003,245.49999999999997,175.19999999999996
2019-07-02,87.69999999999996,376.90000000000003,510.6,284.5
2019-07-03,76.8,528.1999999999999,646.0,342.5999999999999
2019-07-04,112.7,625.4,798.0,331.9
2019-07-05,70.89999999999999,534.1,642.4999999999999,362.4
2019-07-06,78.4,419.3,539.4,225.2
2019-07-07,43.9,326.80000000000007,393.6,231.70000000000002
2019-07-08,116.0,455.70000000000005,633.7,280.5
2019-07-09,57.0,420.59999999999997,508.20000000000016,323.1
2019-07-10,42.800000000000004,370.1000000000001,435.9,313.3
2019-07-11,55.4,404.5,490.1,252.79999999999995
2019-07-12,35.900000000000006,260.70000000000005,315.7,162.49999999999997
2019-07-13,54.800000000000004,324.2,408.5000000000001,220.79999999999998
2019-07-14,35.800000000000004,324.20000000000005,378.99999999999994,187.99999999999997
2019-07-15,92.1,364.99999999999994,506.2,183.89999999999998
2019-07-16,76.29999999999998,458.1,575.1999999999999,830.1
2019-07-17,38.49999999999999,386.30000000000007,445.6,339.8
2019-07-18,43.15000000000002,352.15000000000003,418.75,210.9
2019-07-19,124.3,436.00000000000017,626.1999999999999,232.00000000000003
2019-07-20,28.199999999999996,283.1,326.09999999999997,102.80000000000001
2019-07-21,30.599999999999998,267.9,314.40000000000003,151.29999999999998
2019-07-22,55.800000000000004,316.70000000000005,402.09999999999997,255.90000000000006
2019-07-23,134.39999999999998,647.6999999999999,853.9,424.49999999999994
2019-07-24,55.400000000000006,607.1,692.2000000000002,378.99999999999983
2019-07-25,117.3,894.9000000000001,1074.2,747.5000000000001
2019-07-26,66.3,492.80000000000007,594.4,313.79999999999995
2019-07-27,64.8,432.29999999999995,531.3,167.0
2019-07-28,26.599999999999998,286.40000000000003,326.8,164.0
2019-07-29,95.20000000000002,444.8,590.3,241.79999999999998
2019-07-30,78.6,339.7,460.1,282.59999999999997
2019-07-31,35.0,269.6,323.7,142.9
2019-08-01,83.19999999999999,449.7,576.6000000000001,278.8
2019-08-02,80.6,452.6,576.6,333.2
2019-08-03,139.10000000000002,655.4000000000001,869.1000000000001,268.7
2019-08-04,67.69999999999999,424.4,528.3,304.40000000000003
2019-08-05,87.10000000000001,342.1000000000001,476.4000000000001,234.60000000000002
2019-08-06,77.99999999999997,263.2,382.80000000000007,250.9
2019-08-07,63.0,273.2,369.79999999999995,230.05
2019-08-08,113.6,408.9,583.0,219.5
2019-08-09,98.4,337.0,488.00000000000006,230.30000000000004
2019-08-10,46.9,171.1,242.79999999999998,321.90000000000003
2019-08-11,47.199999999999996,205.6,278.3,275.0
2019-08-12,155.1,576.9,815.0999999999999,205.30000000000004
2019-08-13,107.90000000000002,405.5,570.7,166.26666666666665
2019-08-14,179.2,487.9000000000001,762.8000000000001,132.23333333333335
2019-08-15,85.8,327.50000000000006,459.49999999999994,211.4
2019-08-16,177.29999999999998,404.9,676.7,263.09999999999997
2019-08-17,53.49999999999999,170.2,252.09999999999997,272.8
2019-08-18,46.39999999999999,161.09999999999997,232.60000000000002,247.50000000000003
2019-08-19,66.39999999999999,228.50000000000003,329.5,323.43333333333345
2019-08-20,89.95,442.55,580.8,294.9166666666666
2019-08-21,99.90000000000002,421.4999999999999,574.1,365.50000000000006
2019-08-22,61.900000000000006,306.90000000000003,401.40000000000003,307.29999999999995
2019-08-23,152.8,607.2,841.5999999999999,337.1
2019-08-24,244.8,1078.9,1454.1,716.4999999999998
2019-08-25,111.10000000000002,1070.2,1240.6000000000001,908.0999999999998
2019-08-26,139.99999999999997,875.8000000000002,1090.5000000000002,590.8000000000001
2019-08-27,175.00000000000003,950.9000000000001,1219.1999999999998,658.8000000000001
2019-08-28,84.4,359.00000000000006,488.6,246.10000000000005
2019-08-29,93.00000000000001,326.8,469.30000000000007,207.59999999999997
2019-08-30,83.89999999999999,335.20000000000005,464.0,306.9
2019-08-31,71.30000000000001,385.2,494.30000000000007,260.69999999999993
2019-09-01,64.50000000000001,384.49999999999994,483.8,196.70000000000002
2019-09-02,90.89999999999999,380.5,519.6999999999999,278.8
2019-09-03,55.400000000000006,245.50000000000006,330.40000000000003,247.89999999999995
2019-09-04,57.89999999999999,218.2,306.8999999999999,208.90000000000003
2019-09-05,160.5,479.05000000000007,724.9,314.00000000000006
2019-09-06,82.19999999999999,471.4,597.8999999999999,300.50000000000006
2019-09-07,99.1,407.9000000000001,556.9,276.6
2019-09-08,182.1,623.6,903.0000000000001,350.59999999999997
2019-09-09,179.6,690.1999999999999,965.7,315.0
2019-09-10,230.09999999999994,669.9000000000001,1022.2000000000002,338.0
2019-09-11,59.900000000000006,244.59999999999997,336.8,165.70000000000002
2019-09-12,73.4,226.10000000000002,338.50000000000006,205.20000000000002
2019-09-13,116.4,449.8,628.5,294.3
2019-09-14,283.09999999999997,894.3000000000001,1328.1000000000001,414.3
2019-09-15,122.30000000000001,610.4000000000001,798.2999999999998,327.99999999999994
2019-09-16,172.9,558.3,824.1,325.40000000000003
2019-09-17,116.2,496.2,674.8,329.69999999999993
2019-09-18,179.10000000000002,729.1999999999999,1004.3,435.9
2019-09-19,372.1,865.2999999999998,1435.7,465.9
2019-09-20,236.69999999999996,755.6999999999999,1118.4999999999998,568.2000000000002
2019-09-21,146.60000000000002,1023.2000000000002,1248.1000000000001,668.7999999999998
2019-09-22,86.49999999999999,620.1,752.8,322.99999999999994
2019-09-23,117.9,314.49999999999994,495.19999999999993,212.20000000000002
2019-09-24,121.60000000000001,348.7,535.5,197.20000000000002
2019-09-25,66.89999999999999,242.6,345.09999999999997,144.6
2019-09-26,66.80000000000001,262.1,364.8,239.20000000000002
2019-09-27,76.5,249.70000000000002,366.70000000000005,277.1
2019-09-28,56.5,188.4,275.3,227.00000000000006
2019-09-29,46.400000000000006,177.79999999999998,248.9,118.89999999999999
2019-09-30,185.29999999999993,422.50000000000006,706.4000000000001,235.50000000000003
2019-10-01,199.4,417.80000000000007,723.4,218.6
2019-10-02,306.5,623.5,1093.3999999999999,197.89999999999998
2019-10-03,674.5000000000001,745.4000000000003,1779.6000000000001,380.4
2019-10-04,252.2,563.2,950.2999999999998,382.4
2019-10-05,160.4,709.3000000000001,955.2,290.09999999999997
2019-10-06,55.8,316.40000000000003,402.09999999999997,204.9
2019-10-07,293.70000000000005,503.4,954.0000000000001,220.00000000000006
2019-10-08,71.7,274.20000000000005,384.20000000000005,338.2
2019-10-09,67.09999999999998,278.80000000000007,381.8,188.90000000000003
2019-10-10,81.6,255.6,380.2,271.9
2019-10-11,71.09999999999998,246.00000000000003,355.0,184.6
2019-10-12,194.60000000000002,666.5000000000001,964.9999999999999,163.39999999999998
2019-10-13,74.7,415.09999999999997,529.4999999999999,173.39999999999998
2019-10-14,317.90000000000003,787.8,1275.3000000000002,300.30000000000007
2019-10-15,200.0,505.4,811.8000000000001,216.19999999999996
2019-10-16,228.89999999999998,617.1,967.9999999999999,263.1
2019-10-17,351.25,685.4312500000001,1223.31875,267.40000000000003
2019-10-18,195.10000000000002,545.2125,842.6875000000001,303.49999999999994
2019-10-19,161.5,496.6125,742.4875000000001,289.29999999999995
2019-10-20,127.9,448.01250000000005,642.2875000000001,325.9000000000001
2019-10-21,106.65,491.88125,654.6687499999999,287.29999999999995
2019-10-22,1022.8999999999999,943.8000000000002,2512.6,463.6000000000001
2019-10-23,1415.6,1112.3,3282.7000000000003,673.9000000000001
2019-10-24,573.7999999999998,785.7999999999998,1665.2999999999997,544.8
2019-10-25,157.40000000000006,344.5,586.1,302.29999999999995
2019-10-26,52.399999999999984,258.59999999999997,338.99999999999994,298.1
2019-10-27,488.4000000000001,678.1999999999999,1427.3,527.4000000000001
2019-10-28,1064.2000000000003,943.8,2575.5999999999995,869.6
2019-10-29,104.19999999999999,801.4,960.8,304.2
2019-10-30,154.89999999999998,877.6,1115.0,524.7
2019-10-31,370.2,892.3000000000001,1460.1999999999998,772.3999999999999
2019-11-01,331.80000000000007,661.5999999999999,1170.3,378.6000000000001
2019-11-02,68.8,212.9,317.8,280.5
2019-11-03,229.3,591.1999999999999,943.3000000000001,395.09999999999997
2019-11-04,942.9,912.9,2358.7999999999997,343.3999999999999
2019-11-05,332.65,756.05,1266.3000000000002,325.3
2019-11-06,438.99999999999994,887.7,1560.6000000000001,576.2
2019-11-07,284.1,646.8,1082.2999999999997,231.79999999999998
2019-11-08,840.0000000000003,838.4999999999999,2126.6000000000004,370.39999999999986
2019-11-09,219.1,722.4999999999999,1058.1,343.9
2019-11-10,696.5,836.0,1904.0000000000002,424.3
2019-11-11,127.80000000000001,485.49999999999994,681.6000000000001,293.79999999999995
2019-11-12,96.70000000000002,466.1,614.3,219.40000000000006
2019-11-13,323.5,786.1000000000001,1282.1,306.00000000000006
2019-11-14,295.90000000000003,915.4000000000001,1369.1,169.5
2019-11-15,195.79999999999998,666.9000000000001,966.9000000000001,386.6
2019-11-16,813.6,907.7,2155.0,462.84999999999997
2019-11-17,1866.3,1018.2,3879.6999999999994,700.0
2019-11-18,672.6000000000001,882.4000000000001,1913.6,340.59999999999997
2019-11-19,2049.3,1321.6000000000001,4463.8,651.9000000000001
2019-11-20,440.9,844.3,1520.4,390.60000000000014
2019-11-21,257.4,741.0,1135.1999999999996,576.3000000000001
2019-11-22,223.29999999999998,849.9000000000002,1192.5000000000002,277.50000000000006
2019-11-23,314.7,905.9000000000001,1388.7000000000003,381.09999999999997
2019-11-24,906.7,668.3999999999999,2058.9,446.5999999999999
2019-11-25,276.19999999999993,590.35,1013.1999999999999,216.59999999999994
2019-11-26,186.40000000000003,490.59999999999997,776.7,282.9
2019-11-27,217.70000000000002,744.3000000000002,1078.0000000000002,258.2
2019-11-28,194.6,553.8000000000001,852.2999999999998,297.4
2019-11-29,1079.8999999999999,1072.6999999999998,2728.6,507.8
2019-11-30,1048.6000000000001,1198.6000000000001,2806.7000000000003,531.2999999999998
2019-12-01,126.6,610.3000000000001,804.0999999999999,246.1
2019-12-02,1462.1000000000001,1341.7,3582.7999999999993,572.1999999999999
2019-12-03,1373.3000000000002,1319.8999999999999,3425.7999999999997,501.90000000000003
2019-12-04,3159.3999999999996,1514.6,6359.0,727.3000000000001
2019-12-05,1250.0,776.3,2693.3000000000006,538.6999999999999
2019-12-06,60.60000000000001,301.59999999999997,395.19999999999993,162.40000000000003
2019-12-07,86.9,316.6000000000001,449.9999999999999,258.20000000000005
2019-12-08,32.300000000000004,192.00000000000003,241.09999999999997,352.4
2019-12-09,374.49999999999994,631.3,1205.4,305.5
2019-12-10,149.69999999999996,473.2,702.3000000000001,334.30000000000007
2019-12-11,197.20000000000002,720.5999999999999,1023.0,302.9
2019-12-12,159.20000000000005,579.5999999999999,823.9000000000001,271.1
2019-12-13,85.4,384.2,515.2,298.9
2019-12-14,84.0,360.9,490.40000000000003,404.6
2019-12-15,62.49999999999999,215.80000000000004,311.7,285.3999999999999
2019-12-16,715.1,1138.3999999999999,2235.2000000000003,330.3
2019-12-17,318.9,1101.7,1590.6,308.09999999999997
2019-12-18,555.9,873.5,1725.8,366.1999999999999
2019-12-19,104.8,300.4,460.50000000000006,425.00000000000006
2019-12-20,211.49999999999994,727.0999999999999,1051.3000000000002,164.79999999999998
2019-12-21,123.2,353.80000000000007,543.0,261.9
2019-12-22,60.800000000000004,370.6,463.8999999999999,236.59999999999994
2019-12-23,143.29999999999998,488.40000000000003,707.8000000000001,383.90000000000003
2019-12-24,56.10000000000001,310.50000000000006,396.2000000000001,348.09999999999997
2019-12-25,435.5,617.1,1284.8,396.3
2019-12-26,88.6,464.90000000000003,600.6999999999999,359.79999999999995
2019-12-27,748.4000000000001,776.8999999999999,1924.3999999999999,397.79999999999995
2019-12-28,422.4000000000001,668.6999999999999,1316.0,468.9
2019-12-29,389.79999999999995,545.2,1142.7999999999997,482.40000000000003
2019-12-30,494.29999999999995,731.9,1489.6,557.9
2019-12-31,279.8999999999999,822.0999999999998,1251.8000000000002,682.7
2020-01-01,482.90000000000003,883.8000000000001,1624.2,853.3000000000001
2020-01-02,118.35,337.04999999999995,518.95,272.8
2020-01-03,100.40000000000002,497.7999999999999,651.9,246.09999999999997
2020-01-04,73.9,633.3000000000002,746.2,286.49999999999994
2020-01-05,55.89999999999999,352.50000000000006,438.09999999999997,155.9
2020-01-06,96.0,411.1,557.8,268.40000000000003
2020-01-07,103.60000000000001,411.4,570.5000000000001,347.80000000000007
2020-01-08,240.39999999999998,609.6000000000001,977.6000000000001,518.7
2020-01-09,90.49999999999999,328.8,467.6,213.3
2020-01-10,168.0,684.5,942.2000000000002,181.79999999999998
2020-01-11,58.500000000000014,230.39999999999998,320.00000000000006,323.3
2020-01-12,36.8,258.7,315.2,141.50000000000003
2020-01-13,108.80000000000003,351.59999999999997,518.1,256.4
2020-01-14,77.89999999999999,280.09999999999997,399.3,208.19999999999993
2020-01-15,82.3,435.80000000000007,561.7,174.29999999999998
2020-01-16,99.7,395.6,548.0000000000001,297.7
2020-01-17,85.60000000000001,463.30000000000007,594.4000000000001,168.4
2020-01-18,589.5,1090.3,1994.4,341.69999999999993
2020-01-19,1149.0,1324.1,3086.2000000000003,483.79999999999995
2020-01-20,2319.8,1504.8,5062.000000000001,795.3000000000001
2020-01-21,2948.2,1549.7999999999997,6069.899999999999,873.5
2020-01-22,2133.5,1252.6999999999998,4523.4,839.5
2020-01-23,313.5,1050.4,1531.1000000000001,392.6999999999999
2020-01-24,373.4000000000001,1047.6999999999998,1620.4,395.09999999999997
2020-01-25,168.6,663.5999999999999,922.5,564.0999999999999
2020-01-26,75.6,412.1000000000001,527.9000000000001,487.99999999999983
2020-01-27,157.70000000000002,605.1999999999999,846.7,215.70000000000002
2020-01-28,49.50000000000001,415.19999999999993,490.69999999999993,133.10000000000002
2020-01-29,63.7,456.3000000000001,553.8999999999999,304.69999999999993
2020-01-30,117.09999999999998,489.09999999999997,668.6999999999999,161.19999999999993
2020-01-31,59.4,291.0,382.29999999999995,97.50000000000001
2020-02-01,35.9,260.20000000000005,315.2,308.40000000000003
2020-02-02,31.7,283.30000000000007,331.79999999999995,377.0
2020-02-03,57.0,373.2,460.09999999999997,389.5
2020-02-04,109.8,550.7,719.1,276.49999999999994
2020-02-05,1136.1999999999998,1376.9000000000003,3119.0,649.1000000000001
2020-02-06,1601.7,1457.5999999999997,3913.3,630.1000000000001
2020-02-07,322.95000000000005,910.6499999999996,1406.2500000000002,650.7
2020-02-08,72.80000000000001,379.70000000000005,491.7,359.90000000000003
2020-02-09,30.5,160.5,207.4,262.2
2020-02-10,42.900000000000006,267.5,333.59999999999997,219.5
2020-02-11,51.00000000000001,292.40000000000003,371.09999999999997,273.69999999999993
2020-02-12,151.09999999999997,500.40000000000003,732.3000000000001,239.70000000000005
2020-02-13,88.70000000000002,495.9,631.9000000000001,166.6
2020-02-14,393.2,673.5999999999999,1276.3000000000002,412.1
2020-02-15,54.400000000000006,181.60000000000008,265.29999999999995,164.39999999999998
2020-02-16,30.800000000000004,190.6,237.6,118.80000000000003
2020-02-17,44.2,240.20000000000002,308.6000000000001,318.79999999999995
2020-02-18,55.70000000000001,288.0,373.59999999999997,228.69999999999996
2020-02-19,86.9,424.49999999999994,558.3000000000001,295.20000000000005
2020-02-20,55.4,355.1,440.09999999999997,149.39999999999998
2020-02-21,44.8,235.79999999999998,304.3,416.7
2020-02-22,30.700000000000003,176.39999999999998,223.59999999999997,398.00000000000006
2020-02-23,55.1,355.1,439.79999999999995,165.79999999999998
2020-02-24,50.79999999999998,269.9,347.2,161.0
2020-02-25,45.60000000000001,317.1,387.09999999999997,188.90000000000003
2020-02-26,84.59999999999998,479.20000000000005,608.6999999999998,210.40000000000003
2020-02-27,165.4,702.3000000000001,955.1000000000001,221.49999999999994
2020-02-28,116.30000000000003,524.8000000000002,703.6000000000003,249.69999999999996
2020-02-29,44.50000000000001,188.09999999999997,256.6,431.49999999999994
2020-03-01,46.0,212.7,283.2,263.8
2020-03-02,117.39999999999999,560.7,740.2999999999998,204.2
2020-03-03,400.70000000000005,756.1,1370.6000000000001,299.4000000000001
2020-03-04,498.09999999999997,1033.4,1796.3999999999996,333.09999999999997
2020-03-05,92.0,549.0,689.6,315.09999999999997
2020-03-06,383.9,893.9000000000001,1482.8999999999999,468.3999999999999
2020-03-07,142.3,498.5,717.0000000000001,494.3
2020-03-08,33.8,189.90000000000003,241.9,276.6
2020-03-09,66.4,301.8,404.0,266.4999999999999
2020-03-10,36.3,182.6,238.70000000000005,88.69999999999999
2020-03-11,51.89999999999999,211.89999999999998,291.5,189.6
2020-03-12,44.50000000000001,179.9,247.89999999999992,337.00000000000006
2020-03-13,83.5,350.5,478.70000000000005,350.9
2020-03-14,71.1,247.5,356.59999999999997,245.8
2020-03-15,48.0,341.1000000000001,414.5,215.3
2020-03-16,182.30000000000004,634.9,911.8000000000001,315.20000000000005
2020-03-17,77.50000000000001,272.8,391.4,349.59999999999997
2020-03-18,65.1,259.8,359.5,328.20000000000005
2020-03-19,116.60000000000001,570.2,749.3000000000001,348.8
2020-03-20,67.55000000000003,283.2,387.3,325.00000000000006
2020-03-21,44.4,284.29999999999995,352.29999999999995,395.49999999999994
2020-03-22,41.8,339.49999999999994,403.6000000000001,423.39999999999986
2020-03-23,144.20000000000002,723.3000000000001,944.3,498.79999999999995
2020-03-24,200.1,857.2999999999998,1164.5000000000002,473.7
2020-03-25,449.4,929.1999999999998,1617.6999999999998,614.9000000000002
2020-03-26,90.8,656.5000000000001,795.6000000000001,807.5999999999999
2020-03-27,65.69999999999999,415.1,516.2,873.6999999999998
2020-03-28,51.70000000000001,236.0,315.00000000000006,549.6
2020-03-29,43.099999999999994,179.50000000000003,245.2,403.5
2020-03-30,68.3,318.6000000000001,423.50000000000006,302.6
2020-03-31,55.20000000000001,367.00000000000006,451.09999999999997,380.9
2020-04-01,219.70000000000007,773.3000000000002,1110.1,377.29999999999995
2020-04-02,51.70000000000002,334.70000000000005,413.50000000000006,236.6
2020-04-03,150.6,614.9,845.7,307.5
2020-04-04,117.80000000000001,507.1999999999999,688.0,346.40000000000003
2020-04-05,30.499999999999996,272.80000000000007,319.9,381.2
2020-04-06,61.0,398.09999999999997,491.29999999999995,295.5
2020-04-07,148.30000000000004,793.8999999999997,1021.8000000000002,563.6
2020-04-08,104.50000000000001,1032.9,1192.8999999999996,1069.6
2020-04-09,155.8,985.6,1224.5,1208.8
2020-04-10,66.80000000000001,806.4000000000001,908.5000000000002,966.8
2020-04-11,169.3,820.9000000000001,1081.1999999999998,766.7
