MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3)
2019-04-03,1839.5,2078.23,4898.58,586.38,266.5
2019-04-04,1620.2,1807.72,4291.8,561.75,159.25
2019-04-05,1573.98,1865.02,4278.6,596.75,277.0
2019-04-06,941.2,1437.68,2880.7,573.25,292.5
2019-04-07,678.85,1066.38,2107.12,1127.0,937.0
2019-04-08,1727.75,1877.75,4527.12,1412.0,933.5
2019-04-09,1104.78,1577.0,3270.95,1188.5,754.25
2019-04-10,911.65,1447.28,2845.02,849.5,241.75
2019-04-11,1379.9,1917.95,4033.92,649.0,206.0
2019-04-12,1488.95,2026.52,4309.83,710.0,265.0
2019-04-13,863.48,1561.4,2885.62,546.25,253.0
2019-04-14,601.33,1386.72,2308.73,575.5,350.5
2019-04-15,1511.6,1942.55,4260.3,1091.25,666.5
2019-04-16,2142.32,2318.85,5603.67,1519.0,933.75
2019-04-17,1612.2,2119.0,4591.08,1616.75,1071.5
2019-04-18,1530.15,2141.55,4488.2,1444.0,977.0
2019-04-19,655.73,1855.18,2860.75,1034.25,610.5
2019-04-20,521.98,1726.88,2527.18,996.0,567.75
2019-04-21,425.75,1755.4,2408.43,1035.0,643.11
2019-04-22,529.58,2114.75,2926.95,1401.5,730.55
2019-04-23,1567.62,2343.27,4747.12,1210.85,513.84
2019-04-24,1521.45,1984.72,4317.48,909.9,530.5
2019-04-25,1162.82,1568.6,3351.7,401.25,163.5
2019-04-26,1218.1,1642.7,3510.32,448.0,190.5
2019-04-27,323.2,859.62,1355.0,520.74,200.5
2019-04-28,236.25,742.2,1104.35,483.87,186.5
2019-04-29,1837.8,1983.8,4801.62,711.97,354.0
2019-04-30,1461.62,2133.5,4374.42,870.43,449.5
2019-05-01,1323.38,2043.72,4072.88,851.25,430.0
2019-05-02,647.58,1382.95,2376.1,531.0,226.5
2019-05-03,1312.15,1676.3,3688.43,650.25,264.5
2019-05-04,233.3,660.18,1018.05,475.5,153.5
2019-05-05,289.87,896.05,1340.68,485.25,212.0
2019-05-06,253.62,945.35,1333.92,328.75,166.5
2019-05-07,1190.09,1835.4,3659.88,588.75,240.25
2019-05-08,1198.54,1634.35,3472.22,534.0,314.5
2019-05-09,1127.0,1638.62,3366.75,632.5,346.5
2019-05-10,1263.04,1754.89,3691.6,593.75,274.5
2019-05-11,506.88,1195.7,1972.93,558.5,352.5
2019-05-12,583.02,1305.6,2199.68,390.75,212.85
2019-05-13,1231.95,1725.58,3614.8,583.5,188.67
2019-05-14,1282.47,1668.1,3634.6,539.25,217.06
2019-05-15,1275.72,1844.43,3800.98,763.25,331.44
2019-05-16,1247.57,1674.85,3587.8,721.0,304.73
2019-05-17,1153.02,1547.6,3315.72,683.75,322.0
2019-05-18,849.5,1606.4,2908.82,621.38,461.0
2019-05-19,441.25,1259.93,1936.25,628.25,476.5
2019-05-20,638.05,1345.5,2323.78,592.0,374.5
2019-05-21,622.3,1296.17,2250.4,449.0,264.3
2019-05-22,1235.48,1889.0,3783.15,526.63,255.75
2019-05-23,1072.69,1948.79,3593.6,508.64,255.2
2019-05-24,639.67,1310.75,2291.62,516.33,280.65
2019-05-25,402.75,957.22,1574.8,364.01,224.6
2019-05-26,269.45,724.75,1137.9,362.69,231.05
2019-05-27,207.67,684.65,1003.02,355.87,220.5
2019-05-28,619.25,1094.1,2043.7,298.55,196.95
2019-05-29,995.2,1389.62,2915.58,385.73,243.4
2019-05-30,793.72,1113.55,2330.45,429.92,240.36
2019-05-31,1095.72,1306.38,2986.63,351.75,196.31
2019-06-01,681.6,1331.32,2376.55,403.0,224.26
2019-06-02,326.5,874.35,1375.2,387.0,231.21
2019-06-03,679.03,1160.53,2201.75,509.5,231.66
2019-06-04,1983.67,1654.9,4696.75,606.75,267.11
2019-06-05,1077.45,1530.22,3182.35,433.25,229.56
2019-06-06,1252.3,1634.78,3554.82,441.25,207.01
2019-06-07,1545.14,1774.6,4143.95,523.12,232.96
2019-06-08,327.98,839.15,1341.7,274.75,200.41
2019-06-09,517.22,1016.4,1809.5,315.0,181.36
2019-06-10,680.89,1052.37,2095.8,349.38,218.23
2019-06-11,1317.86,1272.68,3293.27,461.5,160.6
2019-06-12,1662.48,1442.78,3991.82,456.38,178.71
2019-06-13,1198.85,1448.1,3286.32,327.0,171.34
2019-06-14,1149.58,1525.9,3288.75,401.25,211.5
2019-06-15,504.45,945.87,1719.28,408.75,176.5
2019-06-16,368.98,634.02,1199.78,273.25,166.0
2019-06-17,867.28,1215.92,2545.57,395.42,176.25
2019-06-18,1797.4,1726.38,4482.3,481.58,292.0
2019-06-19,1569.65,1527.82,3934.35,667.25,330.5
2019-06-20,941.88,1431.3,2875.7,438.25,321.0
2019-06-21,995.95,1417.05,2944.18,511.25,214.5
2019-06-22,873.82,1455.98,2796.05,385.25,178.0
2019-06-23,571.78,1333.2,2210.07,690.5,476.5
2019-06-24,1585.39,1871.92,4302.55,796.0,554.16
2019-06-25,1003.93,1097.43,2636.58,828.5,448.61
2019-06-26,660.82,818.35,1831.1,537.5,381.99
2019-06-27,1102.93,1189.55,2880.68,576.5,378.37
2019-06-28,1286.27,1414.68,3386.47,719.25,375.37
2019-06-29,948.53,1694.88,3149.32,848.0,463.0
2019-06-30,259.6,585.55,983.78,351.5,230.0
2019-07-01,456.85,719.5,1419.6,330.5,179.75
2019-07-02,790.05,974.52,2185.98,506.75,227.5
2019-07-03,1350.25,1576.85,3647.35,510.88,273.5
2019-07-04,1364.65,1757.35,3849.92,611.75,299.25
2019-07-05,814.52,1604.42,2853.5,644.0,330.0
2019-07-06,430.95,732.85,1393.7,417.75,215.25
2019-07-07,788.28,1099.47,2308.18,365.5,244.0
2019-07-08,1394.18,1696.62,3834.08,527.88,234.5
2019-07-09,1188.3,1752.89,3574.69,618.25,301.0
2019-07-10,1106.23,1619.48,3315.88,581.0,353.23
2019-07-11,885.4,1442.8,2800.48,545.75,304.27
2019-07-12,381.08,773.05,1357.12,362.0,201.25
2019-07-13,645.96,825.35,1815.28,393.25,210.5
2019-07-14,774.47,964.14,2150.91,316.5,170.0
2019-07-15,869.29,1074.93,2407.83,412.88,171.5
2019-07-16,1391.35,1866.05,3999.3,624.75,292.25
2019-07-17,1120.82,1797.88,3516.8,576.0,314.5
2019-07-18,964.78,1266.08,2745.3,646.5,359.5
2019-07-19,1330.85,1223.76,3264.35,471.25,211.5
2019-07-20,631.55,1018.65,1986.98,275.5,167.92
2019-07-21,599.62,908.68,1828.2,282.75,158.58
2019-07-22,1009.35,1016.73,2564.25,449.5,282.0
2019-07-23,1374.07,1910.78,4017.7,1081.75,367.5
2019-07-24,1064.08,1904.68,3536.28,679.5,416.75
2019-07-25,1800.02,2718.45,5478.4,931.5,440.75
2019-07-26,1080.45,1440.9,3097.6,736.5,310.5
2019-07-27,390.28,658.18,1256.5,319.25,210.5
2019-07-28,245.0,715.22,1090.85,290.0,187.5
2019-07-29,1133.75,1367.62,3105.72,459.5,217.5
2019-07-30,894.02,975.55,2346.38,495.75,272.5
2019-07-31,715.35,980.75,2077.42,395.75,200.5
2019-08-01,926.58,1361.25,2781.88,585.25,243.25
2019-08-02,586.13,1116.34,2014.76,627.0,315.5
2019-08-03,726.25,1341.3,2454.88,426.5,223.5
2019-08-04,316.09,908.99,1393.82,448.88,260.0
2019-08-05,740.72,1003.15,2138.88,437.5,224.0
2019-08-06,696.35,887.01,1954.55,430.75,227.5
2019-08-07,735.72,962.43,2090.6,401.5,207.5
2019-08-08,1085.5,1181.32,2845.78,451.0,203.3
2019-08-09,704.75,794.02,1874.6,463.25,229.95
2019-08-10,294.28,443.32,894.58,478.75,266.0
2019-08-11,287.42,503.38,944.25,405.75,217.0
2019-08-12,1276.75,1245.42,3203.1,478.75,207.0
2019-08-13,718.0,1242.03,2342.55,442.5,175.5
2019-08-14,1092.37,965.47,2640.42,351.5,185.5
2019-08-15,544.88,1013.7,1849.28,371.5,194.5
2019-08-16,913.2,895.62,2295.8,392.75,191.75
2019-08-17,486.1,705.7,1450.98,331.25,221.5
2019-08-18,367.1,596.52,1159.3,316.75,193.5
2019-08-19,636.08,835.0,1810.42,430.5,233.0
2019-08-20,720.68,1311.6,2416.55,587.56,256.0
2019-08-21,1358.62,1701.38,3784.47,655.25,270.0
2019-08-22,897.5,1405.92,2782.3,621.94,269.0
2019-08-23,1701.4,1974.82,4583.32,677.25,349.0
2019-08-24,1177.37,2386.83,4192.23,966.25,641.0
2019-08-25,922.02,2210.38,3623.9,1007.25,811.25
2019-08-26,677.4,2069.95,3108.3,793.25,563.75
2019-08-27,1318.7,2466.0,4487.88,1038.75,622.0
2019-08-28,896.95,1335.5,2710.9,415.75,249.5
2019-08-29,876.07,1226.62,2569.9,412.25,213.0
2019-08-30,893.21,1311.64,2681.19,536.5,242.5
2019-08-31,553.72,1049.43,1898.28,405.25,250.25
2019-09-01,322.2,761.95,1255.72,289.0,151.0
2019-09-02,844.2,1211.75,2506.3,431.5,206.37
2019-09-03,714.68,1082.52,2178.45,426.0,196.38
2019-09-04,596.83,878.22,1793.37,396.0,216.12
2019-09-05,680.95,1072.9,2117.18,443.12,238.13
2019-09-06,997.05,1304.82,2833.5,501.0,220.0
2019-09-07,293.58,649.1,1099.05,373.75,177.25
2019-09-08,423.88,893.15,1543.1,355.5,155.0
2019-09-09,1426.8,1647.02,3834.85,506.0,269.5
2019-09-10,1573.45,1669.8,4082.22,613.25,291.0
2019-09-11,1003.64,1170.99,2709.94,359.88,199.5
2019-09-12,1014.3,1130.3,2685.8,408.25,206.0
2019-09-13,932.72,1211.93,2642.0,504.25,188.5
2019-09-14,1385.22,1875.65,3999.7,560.75,277.0
2019-09-15,617.33,1386.08,2332.75,466.25,258.0
2019-09-16,1317.78,1221.1,3241.3,620.25,286.0
2019-09-17,828.15,1135.32,2405.2,510.0,233.5
2019-09-18,1550.55,1709.08,4086.2,774.25,216.75
2019-09-19,2290.52,2222.15,5734.28,786.0,270.25
2019-09-20,1967.05,2208.5,5224.53,792.75,324.25
2019-09-21,1331.85,2161.35,4203.35,757.75,325.5
2019-09-22,681.3,1389.42,2433.92,445.75,233.75
2019-09-23,1023.88,1211.03,2780.88,354.0,149.0
2019-09-24,1319.48,1372.8,3396.02,321.0,124.0
2019-09-25,1086.68,1199.03,2865.08,342.75,105.0
2019-09-26,1024.68,1252.12,2823.2,410.75,183.0
2019-09-27,833.3,1112.45,2390.35,476.0,188.0
2019-09-28,451.82,827.48,1520.0,332.75,126.0
2019-09-29,268.4,637.38,1049.1,189.5,129.5
2019-09-30,1225.43,1190.73,3069.68,375.5,145.5
2019-10-01,859.85,1051.7,2370.0,410.25,191.5
2019-10-02,504.93,937.42,1711.48,374.25,147.0
2019-10-03,2140.43,1479.7,4761.65,665.25,275.33
2019-10-04,1067.92,1295.92,2933.59,711.25,287.67
2019-10-05,1223.2,1319.92,3195.58,459.75,277.0
2019-10-06,272.27,653.65,1071.08,285.5,202.0
2019-10-07,1322.18,1260.85,3288.18,411.75,177.75
2019-10-08,738.12,1020.95,2153.0,575.0,246.0
2019-10-09,698.4,1088.18,2159.05,448.75,163.5
2019-10-10,837.9,1054.45,2339.08,551.51,190.5
2019-10-11,709.2,1092.95,2180.35,541.21,184.0
2019-10-12,1218.55,1591.2,3459.32,477.1,175.75
2019-10-13,499.25,1039.03,1804.7,495.98,275.0
2019-10-14,2438.2,1750.6,5489.32,569.62,202.5
2019-10-15,1565.98,1539.68,3940.6,546.01,220.25
2019-10-16,1432.05,1705.6,3901.6,570.02,233.5
2019-10-17,1761.43,1851.52,4552.4,545.78,189.0
2019-10-18,934.93,1393.72,2827.15,539.9,218.0
2019-10-19,832.52,1430.3,2707.05,416.5,214.5
2019-10-20,504.08,967.85,1740.78,398.25,226.5
2019-10-21,502.18,854.6,1624.7,399.25,170.0
2019-10-22,2473.45,1977.32,5769.62,758.0,323.75
2019-10-23,3641.85,2133.7,7717.9,950.75,540.5
2019-10-24,2487.68,1744.18,5558.68,691.75,521.0
2019-10-25,1271.38,1290.3,3240.0,478.5,205.5
2019-10-26,449.98,851.9,1542.08,348.0,213.25
2019-10-27,549.45,1200.78,2043.22,330.0,204.0
2019-10-28,1533.85,1469.2,3821.08,606.5,261.5
2019-10-29,1946.73,1841.9,4826.72,460.5,151.5
2019-10-30,2229.1,1930.21,5347.54,644.0,344.5
2019-10-31,3026.97,1825.02,6465.97,924.88,651.25
2019-11-01,1915.75,1506.7,4443.92,449.5,351.0
2019-11-02,583.25,893.8,1788.27,362.25,174.0
2019-11-03,852.64,1255.35,2562.66,412.5,232.5
2019-11-04,2683.63,1867.97,5983.05,608.0,261.5
2019-11-05,3020.71,1944.85,6576.56,516.5,329.0
2019-11-06,2670.86,1945.47,6040.61,790.0,429.5
2019-11-07,1538.92,1529.37,3889.3,473.75,219.0
2019-11-08,2173.62,1612.18,4945.22,593.25,329.0
2019-11-09,1631.9,1475.52,3977.8,520.74,282.0
2019-11-10,1130.35,1276.95,3010.25,414.55,263.88
2019-11-11,920.47,1372.25,2783.98,470.21,213.88
2019-11-12,1096.75,1433.55,3115.3,413.75,191.0
2019-11-13,2348.57,1833.85,5434.98,521.5,262.5
2019-11-14,2996.95,2184.35,6779.6,515.25,195.5
2019-11-15,1082.85,1188.05,2848.42,527.75,313.5
2019-11-16,2338.75,1672.9,5259.0,596.25,365.5
2019-11-17,2376.73,1743.05,5387.6,716.5,603.0
2019-11-18,1180.6,1338.12,3148.15,394.0,156.5
2019-11-19,4195.0,2422.48,8854.9,935.75,473.5
2019-11-20,2573.72,2001.62,5948.1,656.75,262.0
2019-11-21,3600.92,1891.78,7413.1,841.75,542.38
2019-11-22,2323.5,1912.52,5475.17,491.25,228.38
2019-11-23,1740.72,1550.92,4219.77,524.0,368.0
2019-11-24,1625.0,1242.53,3734.25,568.75,393.0
2019-11-25,883.7,1169.6,2524.62,292.5,201.0
2019-11-26,1410.1,1522.02,3684.25,390.5,193.0
2019-11-27,1685.6,1834.3,4418.76,380.25,248.0
2019-11-28,1388.95,1382.68,3512.38,470.25,263.5
2019-11-29,1712.32,1551.18,4176.72,634.5,304.5
2019-11-30,1533.9,1692.43,4044.25,577.25,440.5
2019-12-01,550.4,1058.75,1902.22,386.25,191.5
2019-12-02,3156.55,2113.25,6953.18,849.0,416.0
2019-12-03,2519.88,2249.05,6112.62,838.25,375.5
2019-12-04,4335.52,2390.7,9038.25,1162.5,578.0
2019-12-05,2302.48,1775.9,5306.58,725.0,457.0
2019-12-06,799.45,1307.47,2533.23,286.88,209.75
2019-12-07,682.73,1170.62,2217.58,412.0,197.5
2019-12-08,292.68,680.75,1129.55,356.0,204.0
2019-12-09,611.66,1082.29,2020.1,367.0,232.5
2019-12-10,1055.34,1342.93,2960.92,445.28,231.5
2019-12-11,1618.82,1769.8,4252.17,370.29,252.5
2019-12-12,1766.92,1822.38,4531.78,329.19,234.0
2019-12-13,882.8,1411.92,2765.35,381.85,244.0
2019-12-14,615.0,1230.55,2173.45,412.51,247.0
2019-12-15,523.75,1027.03,1830.33,370.42,202.5
2019-12-16,2006.62,1840.68,4917.4,420.07,251.21
2019-12-17,1947.78,1881.05,4867.48,434.98,337.54
2019-12-18,1900.12,1799.1,4712.65,444.16,284.75
2019-12-19,1264.18,1252.25,3190.48,465.25,304.0
2019-12-20,1435.08,1683.22,3883.18,240.12,193.0
2019-12-21,924.38,1289.48,2706.8,291.75,240.5
2019-12-22,429.42,1070.32,1728.9,298.75,227.5
2019-12-23,715.88,1242.53,2340.33,423.0,265.0
2019-12-24,326.22,915.98,1416.35,382.5,290.5
2019-12-25,640.42,1144.6,2126.43,347.0,250.0
2019-12-26,350.45,957.0,1494.1,343.5,237.0
2019-12-27,1450.93,1253.4,3478.08,467.5,385.5
2019-12-28,1225.6,1263.35,3142.85,477.75,457.0
2019-12-29,957.53,1059.91,2527.84,484.75,409.0
2019-12-30,1254.02,1266.69,3189.21,603.75,535.0
2019-12-31,1350.03,1281.03,3351.05,713.0,601.5
2020-01-01,1403.98,1375.9,3528.48,862.0,856.0
2020-01-02,1127.9,1251.88,2981.05,345.0,321.75
2020-01-03,549.6,1114.43,1957.3,349.5,235.5
2020-01-04,733.28,1414.42,2538.98,380.75,239.5
2020-01-05,548.28,1121.15,1961.78,242.25,158.0
2020-01-06,1073.12,1349.25,2994.9,402.0,265.0
2020-01-07,1220.86,1326.14,3198.61,514.25,265.0
2020-01-08,965.08,1312.0,2791.9,763.25,393.5
2020-01-09,743.15,1080.5,2219.98,372.0,211.0
2020-01-10,655.51,1263.81,2269.09,368.75,253.5
2020-01-11,407.15,859.6,1483.8,456.25,220.5
2020-01-12,272.05,776.85,1193.95,258.75,166.5
2020-01-13,802.25,1120.75,2351.02,410.0,220.5
2020-01-14,850.77,1093.85,2398.43,379.25,259.5
2020-01-15,1350.83,1499.68,3570.73,351.38,236.75
2020-01-16,1209.8,1305.15,3160.18,473.75,252.5
2020-01-17,819.0,1380.6,2636.52,359.25,226.52
2020-01-18,591.88,1346.18,2253.98,462.25,324.13
2020-01-19,884.32,1315.85,2671.9,616.25,452.48
2020-01-20,3994.8,2427.57,8552.67,1219.25,687.87
2020-01-21,3960.75,2397.8,8470.97,1382.5,702.0
2020-01-22,3312.1,1855.3,6933.9,916.75,681.0
2020-01-23,2165.9,1663.92,4984.7,758.0,448.75
2020-01-24,2128.93,1607.02,4871.25,643.25,405.0
2020-01-25,1032.5,1205.72,2789.08,838.5,533.5
2020-01-26,545.88,931.23,1768.1,581.25,399.75
2020-01-27,1151.55,1518.5,3284.28,393.88,209.0
2020-01-28,645.45,1249.15,2238.48,418.25,178.0
2020-01-29,961.5,1405.08,2879.35,625.75,242.0
2020-01-30,1282.46,1326.62,3293.22,405.0,226.25
2020-01-31,1005.73,1184.43,2726.84,282.0,132.5
2020-02-01,620.07,1014.97,1965.72,481.0,238.5
2020-02-02,643.3,1119.46,2105.83,473.25,262.0
2020-02-03,678.99,1217.89,2259.1,594.5,266.25
2020-02-04,509.69,1100.09,1881.55,501.53,215.5
2020-02-05,2258.0,1826.64,5288.86,767.47,434.0
2020-02-06,2897.96,2035.28,6478.66,854.75,591.5
2020-02-07,1836.78,1517.5,4333.99,843.12,603.5
2020-02-08,568.9,1004.28,1876.36,597.38,263.5
2020-02-09,181.08,389.65,667.15,389.5,187.0
2020-02-10,376.79,815.19,1393.18,442.75,205.25
2020-02-11,440.96,915.71,1591.9,533.25,210.0
2020-02-12,834.29,1260.09,2539.33,489.75,159.0
2020-02-13,833.1,1336.3,2613.55,361.12,200.75
2020-02-14,1133.94,1410.16,3148.66,758.75,288.0
2020-02-15,334.18,582.93,1095.38,294.25,154.0
2020-02-16,247.85,599.2,979.22,199.75,136.5
2020-02-17,548.23,934.25,1774.8,584.75,209.0
2020-02-18,631.67,1052.28,2021.16,441.5,194.6
2020-02-19,963.1,1263.42,2739.9,518.25,232.22
2020-02-20,616.1,1089.0,2033.75,305.12,189.68
2020-02-21,532.95,926.4,1743.42,579.75,259.0
2020-02-22,251.88,616.55,1003.03,525.75,309.5
2020-02-23,233.77,623.38,981.9,237.12,136.0
2020-02-24,663.05,979.95,1996.63,298.88,150.5
2020-02-25,574.53,1097.22,1978.18,388.5,138.0
2020-02-26,676.95,1231.98,2270.0,435.0,180.5
2020-02-27,864.75,1358.25,2684.48,354.0,208.0
2020-02-28,1041.6,1346.72,2943.82,395.5,224.0
2020-02-29,358.8,694.03,1243.95,512.75,259.0
2020-03-01,271.92,638.7,1055.35,320.5,176.5
2020-03-02,565.12,1150.25,2016.78,339.5,194.0
2020-03-03,908.4,1476.08,2869.0,540.0,206.06
2020-03-04,1725.1,1826.52,4471.53,518.75,240.84
2020-03-05,593.0,965.0,1874.2,452.25,264.53
2020-03-06,1100.7,1470.18,3157.88,618.75,310.72
2020-03-07,783.1,1325.28,2526.3,580.75,327.6
2020-03-08,313.08,720.04,1200.3,311.0,223.5
2020-03-09,679.17,1121.88,2163.25,481.0,225.0
2020-03-10,514.9,852.88,1642.75,213.0,143.5
2020-03-11,526.2,1012.07,1818.95,308.25,175.0
2020-03-12,496.14,895.36,1656.38,460.76,231.5
2020-03-13,658.12,1232.92,2242.5,483.28,255.0
2020-03-14,507.9,988.85,1767.77,341.58,196.0
2020-03-15,234.58,754.68,1114.6,269.88,175.0
2020-03-16,765.9,1338.8,2512.85,486.43,271.0
2020-03-17,464.45,1012.68,1724.78,430.48,259.0
2020-03-18,351.95,842.12,1382.02,413.02,255.0
2020-03-19,552.75,876.48,1724.02,490.57,350.5
2020-03-20,279.77,576.8,1005.92,416.75,199.5
2020-03-21,212.5,580.5,906.12,418.5,229.0
2020-03-22,135.25,533.25,740.8,443.25,306.5
2020-03-23,642.28,1273.32,2258.07,572.5,336.0
2020-03-24,413.83,990.1,1624.62,507.75,385.25
2020-03-25,528.98,1341.52,2152.5,733.25,758.15
2020-03-26,190.34,768.59,1059.98,886.5,788.72
2020-03-27,102.13,519.26,676.03,937.0,750.29
2020-03-28,45.21,250.35,319.61,556.75,585.86
2020-03-29,28.78,180.52,224.46,437.08,469.43
2020-03-30,93.18,391.62,534.49,446.47,455.0
2020-03-31,175.25,616.55,885.4,464.86,461.57
2020-04-01,228.2,765.92,1116.1,545.76,459.64
2020-04-02,126.35,612.06,805.89,446.4,404.71
2020-04-03,197.02,793.04,1095.52,546.8,414.28
2020-04-04,148.1,742.9,970.32,501.69,443.85
2020-04-05,82.36,575.65,702.62,493.96,414.93
2020-04-06,159.89,695.71,941.34,474.98,363.5
2020-04-07,365.53,1203.99,1764.99,705.63,407.07
2020-04-08,288.69,1329.8,1772.69,1123.99,746.0
2020-04-09,398.9,1295.57,1907.18,1288.5,1011.0
2020-04-10,151.57,1005.88,1237.88,1018.75,723.0
2020-04-11,236.8,1133.42,1496.35,800.25,574.0
2020-04-12,49.5,533.68,609.42,621.0,487.0
2020-04-13,30.92,126.5,174.02,473.25,257.0
2020-04-14,198.45,583.35,887.42,424.75,242.0
2020-04-15,325.55,1118.62,1617.78,713.5,457.0
2020-04-16,336.03,1234.3,1749.28,1187.25,846.0
2020-04-17,224.87,615.72,960.68,570.0,281.5
2020-04-18,92.42,480.9,622.78,643.5,378.5
2020-04-19,55.8,361.93,447.18,531.0,334.0
2020-04-20,190.5,560.1,852.55,646.0,312.5
2020-04-21,228.75,656.55,1006.92,788.25,313.0
2020-04-22,171.92,658.42,922.32,765.5,384.0
2020-04-23,193.28,876.58,1172.82,865.0,525.0
2020-04-24,167.2,741.9,998.08,835.87,505.0
2020-04-25,83.32,467.02,594.6,467.38,352.5
2020-04-26,60.45,494.05,586.38,425.75,357.5
2020-04-27,205.06,774.69,1088.6,643.25,429.5
2020-04-28,368.92,731.68,1297.35,280.75,229.0
2020-04-29,278.67,608.38,1035.59,263.25,211.5
2020-04-30,245.84,549.77,926.27,328.0,181.5
2020-05-01,143.77,465.15,684.91,357.0,217.3
2020-05-02,55.74,364.88,449.53,263.75,183.95
2020-05-03,98.17,582.59,732.26,336.75,256.0
2020-05-04,269.16,765.3,1177.49,505.12,298.75
2020-05-05,249.22,687.18,1068.47,436.0,193.0
2020-05-06,266.85,855.33,1264.03,574.25,331.5
2020-05-07,375.13,1041.73,1616.68,677.0,411.5
2020-05-08,75.28,915.87,1031.25,549.25,416.0
2020-05-09,81.55,923.3,1048.54,817.75,629.0
2020-05-10,23.55,279.1,315.2,617.5,391.5
2020-05-11,112.15,288.3,460.15,424.75,170.5
2020-05-12,167.13,490.88,747.05,367.25,201.5
2020-05-13,189.72,372.25,663.0,371.5,193.0
2020-05-14,281.88,515.97,948.37,328.25,180.5
2020-05-15,282.23,668.03,1100.92,410.25,287.0
2020-05-16,121.78,417.15,603.92,275.0,199.0
2020-05-17,109.9,453.67,622.3,318.0,239.5
2020-05-18,156.23,488.43,728.05,386.5,273.0
2020-05-19,162.45,521.38,771.0,369.75,214.0
2020-05-20,232.43,839.03,1195.1,385.0,247.0
2020-05-21,175.55,835.22,1104.27,542.75,308.5
2020-05-22,122.12,415.0,602.22,655.5,319.5
2020-05-23,59.32,207.48,298.62,494.5,267.0
2020-05-24,49.48,262.55,338.43,423.5,411.5
2020-05-25,90.98,491.05,630.67,396.0,376.5
2020-05-26,160.95,713.32,960.07,451.12,285.5
2020-05-27,302.7,1006.62,1470.9,607.75,290.5
2020-05-28,197.02,583.48,885.45,395.25,218.25
2020-05-29,214.13,704.1,1032.4,483.5,314.25
2020-05-30,115.08,540.08,716.6,513.75,302.25
2020-05-31,74.77,415.75,529.95,404.5,231.5
2020-06-01,208.75,709.88,1029.68,466.02,236.0
2020-06-02,101.95,566.12,722.15,504.63,263.0
2020-06-03,190.38,730.45,1022.37,581.5,322.5
2020-06-04,92.22,377.0,518.38,450.36,167.0
2020-06-05,106.55,435.78,599.37,432.98,152.0
2020-06-06,74.85,409.28,524.18,440.6,156.0
2020-06-07,53.55,378.85,461.1,447.22,209.06
2020-06-08,103.55,377.88,536.7,468.07,202.81
2020-06-09,282.48,755.2,1188.3,432.75,203.19
2020-06-10,347.2,811.83,1344.15,472.25,238.56
2020-06-11,307.97,680.92,1153.28,530.75,262.44
2020-06-12,285.58,918.82,1357.3,626.75,287.82
2020-06-13,152.9,750.08,984.53,368.0,188.2
2020-06-14,83.12,548.75,675.98,372.75,208.07
2020-06-15,262.18,863.92,1265.78,368.0,146.95
2020-06-16,280.7,824.5,1254.8,353.5,163.4
2020-06-17,425.22,1146.0,1798.28,514.5,272.0
2020-06-18,247.62,761.65,1141.47,276.5,207.0
2020-06-19,320.03,621.53,1112.18,307.75,246.5
2020-06-20,144.3,474.83,696.05,268.0,194.0
2020-06-21,55.62,301.88,387.45,280.25,185.0
2020-06-22,227.32,572.35,920.9,491.25,266.5
2020-06-23,349.0,943.03,1478.0,553.0,307.5
2020-06-24,465.78,1363.22,2077.43,752.0,427.0
2020-06-25,242.1,1257.82,1629.15,750.75,420.5
2020-06-26,204.75,967.92,1282.12,579.0,385.5
2020-06-27,82.48,287.55,413.95,304.75,181.5
2020-06-28,43.97,222.08,289.55,258.0,176.5
2020-06-29,130.35,354.88,554.85,356.88,186.25
2020-06-30,247.9,531.88,912.03,297.75,151.5
2020-07-01,209.55,510.44,831.65,278.25,167.0
2020-07-02,200.15,581.4,888.57,277.12,168.0
2020-07-03,204.0,481.7,794.6,350.25,211.0
2020-07-04,113.82,307.68,482.38,199.75,181.0
2020-07-05,44.38,178.2,246.15,309.5,181.5
2020-07-06,158.72,428.52,671.92,350.25,202.0
2020-07-07,293.12,760.58,1210.07,393.5,223.0
2020-07-08,353.52,586.7,1128.75,330.25,187.0
2020-07-09,364.6,481.43,1040.6,276.87,176.5
2020-07-10,149.7,518.0,747.38,205.78,155.0
2020-07-11,81.38,426.7,551.67,252.43,212.5
2020-07-12,124.0,699.72,889.7,315.83,309.0
2020-07-13,229.3,666.82,1018.38,323.48,282.0
2020-07-14,162.22,446.7,695.65,307.88,194.5
2020-07-15,232.9,542.48,899.32,328.78,178.5
2020-07-16,173.62,448.72,714.9,356.18,177.5
2020-07-17,328.15,695.75,1199.1,490.75,269.0
2020-07-18,101.72,362.75,518.62,318.25,202.0
2020-07-19,54.2,269.0,352.22,266.0,166.5
2020-07-20,177.29,394.02,666.01,389.5,202.0
2020-07-21,184.25,506.2,788.85,377.5,212.5
2020-07-22,614.43,877.65,1819.7,451.5,263.5
2020-07-23,313.65,801.98,1282.68,409.5,232.0
2020-07-24,337.52,649.5,1166.95,312.0,194.0
2020-07-25,160.43,402.72,648.65,240.75,189.5
2020-07-26,107.95,314.12,479.72,319.5,223.5
2020-07-27,340.0,498.85,1020.32,387.5,234.0
