MeasurementDateGMT, PM10 Particulate (ug/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3)
2021-01-09,679.0,30.6,129.51,174.93
2021-01-10,411.0,30.79,129.66,175.37
2021-01-11,257.0,30.98,129.8,175.81
2021-01-12,256.0,31.17,129.95,176.24
2021-01-13,401.0,31.36,130.09,176.68
2021-01-14,149.0,31.55,130.24,177.11
2021-01-15,749.0,31.74,130.38,177.55
2021-01-16,370.0,31.93,130.53,177.99
2021-01-17,500.0,32.12,130.67,178.42
2021-01-18,480.0,32.31,130.82,178.86
2021-01-19,153.0,32.49,130.96,179.29
2021-01-20,282.0,32.68,131.11,179.73
2021-01-21,329.0,32.87,131.26,180.17
2021-01-22,371.0,33.06,131.4,180.6
2021-01-23,360.0,33.25,131.55,181.04
2021-01-24,323.0,33.44,131.69,181.48
2021-01-25,393.0,33.63,131.84,181.91
2021-01-26,378.0,33.82,131.98,182.35
2021-01-27,319.0,34.01,132.13,182.78
2021-01-28,271.0,34.2,132.27,183.22
2021-01-29,440.0,34.38,132.42,183.66
2021-01-30,323.0,34.57,132.56,184.09
2021-01-31,562.0,34.76,132.71,184.53
2021-02-01,643.0,34.95,132.85,184.96
2021-02-02,681.0,35.14,133.0,185.4
2021-02-03,605.0,35.33,133.15,185.84
2021-02-04,574.0,35.52,133.29,186.27
2021-02-05,446.0,35.71,133.44,186.71
2021-02-06,395.0,35.9,133.58,187.14
2021-02-07,434.0,36.09,133.73,187.58
2021-02-08,297.0,36.27,133.87,188.02
2021-02-09,391.0,36.46,134.02,188.45
2021-02-10,757.0,36.65,134.16,188.89
2021-02-11,950.0,36.84,134.31,189.33
2021-02-12,888.0,37.03,134.45,189.76
2021-02-13,722.0,37.22,134.6,190.2
2021-02-14,644.0,37.41,134.74,190.63
2021-02-15,451.0,37.6,134.89,191.07
2021-02-16,522.0,37.79,135.04,191.51
2021-02-17,591.0,37.98,135.18,191.94
2021-02-18,381.0,38.16,135.33,192.38
2021-02-19,681.0,38.35,135.47,192.81
2021-02-20,1011.0,38.54,135.62,193.25
2021-02-21,900.0,38.73,135.76,193.69
2021-02-22,780.0,38.92,135.91,194.12
2021-02-23,545.0,39.11,136.05,194.56
2021-02-24,686.0,39.3,136.2,195.0
2021-02-25,552.0,39.49,136.34,195.43
2021-02-26,806.0,39.68,136.49,195.87
2021-02-27,949.0,39.87,136.63,196.3
2021-02-28,777.0,40.05,136.78,196.74
2021-03-01,1130.0,40.24,136.93,197.18
2021-03-02,1396.0,40.43,137.07,197.61
2021-03-03,1303.0,40.62,137.22,198.05
2021-03-04,719.0,40.81,137.36,198.48
2021-03-05,621.0,41.0,137.51,198.92
2021-03-06,576.0,41.19,137.65,199.36
2021-03-07,848.0,41.38,137.8,199.79
2021-03-08,1018.0,41.57,137.94,200.23
2021-03-09,596.0,41.75,138.09,200.67
2021-03-10,453.0,41.94,138.23,201.1
2021-03-11,536.0,42.13,138.38,201.54
2021-03-12,444.0,42.32,138.52,201.97
2021-03-13,256.0,42.51,138.67,202.41
2021-03-14,320.0,42.7,138.82,202.85
2021-03-15,612.0,42.89,138.96,203.28
2021-03-16,580.0,43.08,139.11,203.72
2021-03-17,977.0,328.5,459.8,963.3
2021-03-18,808.0,278.9,536.7,964.6
2021-03-19,418.0,869.8,727.4,2061.5
2021-03-20,467.0,888.5,930.71,2293.23
2021-03-21,440.0,1017.7,763.99,2323.87
2021-03-22,657.0,1410.5,1021.9,3184.8
2021-03-23,619.0,2355.0,1025.5,4636.4
2021-03-24,754.5,2598.3,959.6,4943.5
2021-03-25,452.0,2436.6,1047.0,4783.4
2021-03-26,420.0,1760.8,882.5,3582.3
2021-03-27,420.0,1040.1,691.4,2286.4
2021-03-28,623.0,1365.4,845.1,2938.6
2021-03-29,621.0,2164.0,1073.8,4392.4
2021-03-30,1018.0,3365.9,1581.4,6742.4
2021-03-31,1119.0,3307.5,1630.0,6701.2
2021-04-01,925.0,591.6,702.0,1609.5
2021-04-02,488.0,251.1,238.9,624.3
2021-04-03,660.0,214.2,248.3,576.4
2021-04-04,682.0,687.7,673.2,1727.3
2021-04-05,385.0,194.2,149.6,447.1
2021-04-06,341.0,444.1,405.7,1086.7
2021-04-07,364.0,752.2,676.4,1829.5
2021-04-08,359.0,999.9,866.4,2399.3
2021-04-09,313.0,746.7,721.8,1866.6
2021-04-10,434.0,437.9,620.2,1291.4
2021-04-11,305.0,567.5,490.6,1361.4
2021-04-12,414.0,2119.6,1051.8,4301.4
2021-04-13,703.0,3147.3,1074.3,5900.3
2021-04-14,635.5,1469.8,837.2,3090.9
2021-04-15,526.0,699.0,943.2,2014.6
2021-04-16,685.0,1517.6,1023.6,3350.1
2021-04-17,559.0,1147.6,943.7,2703.1
2021-04-18,559.0,1235.3,1021.1,2915.3
2021-04-19,1032.0,1774.4,1193.2,3913.8
2021-04-20,1182.0,1459.6,1260.7,3498.9
2021-04-21,1216.0,1000.7,1047.2,2581.3
2021-04-22,887.0,836.15,941.15,2223.0
2021-04-23,872.0,931.2,1187.6,2615.7
2021-04-24,754.0,621.5,1008.0,1961.2
2021-04-25,528.0,214.7,464.1,793.0
2021-04-26,601.0,573.3,759.9,1639.2
2021-04-27,886.0,1088.7,1093.5,2762.9
2021-04-28,969.0,385.1,826.9,1417.6
2021-04-29,618.0,191.3,514.4,807.6
2021-04-30,728.0,1319.2,1092.6,3114.9
2021-05-01,706.0,1296.4,857.8,2845.6
2021-05-02,644.0,1191.3,1038.1,2864.5
2021-05-03,548.0,1209.0,767.7,2621.5
2021-05-04,390.0,301.9,335.0,798.4
2021-05-05,313.0,556.2,513.7,1366.8
2021-05-06,515.0,884.8,575.9,1932.8
2021-05-07,447.0,939.6,911.4,2352.1
2021-05-08,490.0,761.7,618.7,1786.6
2021-05-09,420.0,636.1,542.8,1518.5
2021-05-10,493.0,1953.4,976.9,3972.3
2021-05-11,586.0,2622.9,1243.6,5265.3
2021-05-12,660.0,1524.1,1174.9,3512.0
2021-05-13,535.0,870.3,1051.1,2385.9
2021-05-14,636.0,663.9,857.3,1875.0
2021-05-15,425.0,789.6,842.9,2053.6
2021-05-16,402.0,857.9,801.8,2117.0
2021-05-17,602.88,631.3,686.2,1654.1
2021-05-18,779.18,848.85,789.9,2091.55
2021-05-19,764.87,542.1,728.7,1559.4
2021-05-20,750.56,1300.5,928.7,2922.8
2021-05-21,736.25,536.6,559.9,1382.3
2021-05-22,721.94,520.0,710.2,1507.4
2021-05-23,707.63,1043.5,1012.5,2612.2
2021-05-24,693.32,1041.0,1062.0,2658.1
2021-05-25,679.01,483.8,595.1,1336.7
2021-05-26,664.7,425.5,666.0,1318.5
2021-05-27,650.39,1035.8,1233.8,2821.9
2021-05-28,636.07,943.8,1405.1,2852.0
2021-05-29,621.76,389.9,1015.2,1613.0
2021-05-30,607.45,202.9,621.0,932.1
2021-05-31,722.0,272.5,775.9,1193.8
2021-06-01,928.0,420.8,1106.9,1752.6
2021-06-02,834.0,549.8,1455.3,2298.1
2021-06-03,499.0,502.5,787.0,1557.2
2021-06-04,379.0,261.7,613.2,1014.4
2021-06-05,446.0,593.8,721.8,1632.4
2021-06-06,322.0,640.1,668.9,1650.5
2021-06-07,551.0,1048.3,916.6,2524.0
2021-06-08,419.5,764.1,791.9,1963.2
2021-06-09,446.0,631.0,721.6,1689.3
2021-06-10,347.0,829.0,531.8,1803.2
2021-06-11,361.0,660.0,529.7,1541.7
2021-06-12,517.0,254.3,493.0,882.8
2021-06-13,631.0,547.9,1028.6,1868.4
2021-06-14,461.0,404.0,693.4,1312.8
2021-06-15,676.0,627.0,1111.3,2073.1
2021-06-16,743.0,946.1,1288.4,2738.9
2021-06-17,516.0,452.9,757.4,1451.7
2021-06-18,193.0,164.1,444.5,696.1
2021-06-19,360.0,450.2,673.2,1363.5
2021-06-20,346.0,317.7,548.7,1035.7
2021-06-21,370.0,152.0,462.7,695.4
2021-06-22,718.0,101.6,397.0,552.3
2021-06-23,658.0,696.2,760.2,1828.0
2021-06-24,543.0,772.8,774.8,1959.8
2021-06-25,343.0,625.0,646.3,1604.9
2021-06-26,482.0,940.0,874.5,2315.7
2021-06-27,645.0,274.4,670.4,1091.0
2021-06-28,526.0,425.6,707.9,1360.4
2021-06-29,530.0,203.3,443.5,755.7
2021-06-30,18.0,1.5,14.4,16.7
