MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3)
2019-04-10,508.38,1045.04,1824.4,725.8,1254.0
2019-04-11,538.74,1227.57,2053.93,704.58,1186.7
2019-04-12,589.88,1347.29,2251.5,743.11,1027.3
2019-04-13,444.22,1156.0,1837.08,704.09,1044.2
2019-04-14,288.01,940.92,1382.51,782.68,1103.7
2019-04-15,375.41,1125.98,1701.57,1120.54,833.8
2019-04-16,1150.33,2062.54,3826.3,1426.3,149.0
2019-04-17,934.41,1748.73,3181.23,1393.24,676.9
2019-04-18,619.73,1613.21,2563.67,1374.44,890.5
2019-04-19,495.75,1745.0,2504.91,1066.95,1264.8
2019-04-20,446.29,1594.2,2278.27,1001.91,1642.1
2019-04-21,308.72,1514.89,1987.99,1055.61,1797.8
2019-04-22,311.92,1650.88,2128.66,1427.55,1518.8
2019-04-23,608.5,1911.43,2844.22,1263.27,719.0
2019-04-24,405.59,1126.38,1747.71,869.21,1199.7
2019-04-25,325.82,824.36,1323.42,433.0,1494.0
2019-04-26,399.0,891.49,1503.13,444.94,1343.4
2019-04-27,248.48,575.94,956.79,447.04,1509.0
2019-04-28,332.61,768.0,1277.76,397.59,1019.5
2019-04-29,611.77,1238.68,2176.49,610.6,793.8
2019-04-30,486.2,1156.02,1901.36,763.48,1073.5
2019-05-01,489.01,1187.55,1937.09,648.44,1016.4
2019-05-02,568.23,1121.94,1993.19,470.87,735.7
2019-05-03,666.27,1191.95,2213.52,494.62,728.9
2019-05-04,435.53,783.18,1450.69,390.98,981.7
2019-05-05,342.03,914.76,1438.79,518.12,1107.8
2019-05-06,287.87,836.87,1278.49,361.24,1062.2
2019-05-07,445.98,994.86,1678.45,562.17,1333.5
2019-05-08,384.48,886.0,1475.21,496.4,1164.9
2019-05-09,681.85,1204.36,2249.46,467.01,533.7
2019-05-10,517.44,1082.32,1875.57,494.04,1085.8
2019-05-11,547.83,1262.45,2102.63,517.84,856.4
2019-05-12,515.69,1045.07,1835.72,483.91,1072.6
2019-05-13,505.64,1149.32,1924.71,553.26,123007474.6
2019-05-14,390.7,991.3,1590.57,577.58,1222.7
2019-05-15,425.88,1132.02,1785.02,824.14,1357.8
2019-05-16,417.69,1054.05,1694.42,730.87,1296.2
2019-05-17,655.17,1257.55,2262.08,676.46,706.2
2019-05-18,581.28,1401.19,2292.61,659.69,654.9
2019-05-19,819.92,1419.38,2676.88,730.62,536.3
2019-05-20,686.29,1462.51,2514.3,582.06,584.4
2019-05-21,554.45,1241.1,2091.33,385.98,1116.0
2019-05-22,436.45,1177.77,1846.89,471.69,1502.7
2019-05-23,378.68,1068.8,1649.68,452.04,1733.4
2019-05-24,581.44,1199.75,2091.51,503.65,781.7
2019-05-25,335.28,875.28,1389.41,344.39,1060.4
2019-05-26,200.55,497.07,804.46,366.89,992.0
2019-05-27,204.64,560.92,874.58,338.19,1212.0
2019-05-28,531.2,980.16,1794.71,300.96,829.8
2019-05-29,406.1,841.49,1464.3,419.24,959.8
2019-05-30,336.39,647.63,1163.54,448.52,970.8
2019-05-31,429.14,740.74,1398.85,341.84,884.3
2019-06-01,359.3,896.4,1447.41,448.51,1415.7
2019-06-02,201.96,637.06,946.68,411.29,1650.3
2019-06-03,330.2,679.77,1186.02,476.89,1746.9
2019-06-04,448.87,951.78,1639.84,553.98,1026.25
2019-06-05,363.26,786.81,1343.87,345.61,1471.2
2019-06-06,361.22,786.32,1340.27,361.55,1498.2
2019-06-07,375.3,991.73,1567.45,470.25,979.9
2019-06-08,213.38,497.29,824.33,292.18,1432.5
2019-06-09,256.63,693.05,1086.57,370.5,1217.0
2019-06-10,588.23,1186.32,2087.96,341.89,613.4
2019-06-11,501.66,868.81,1637.84,388.07,890.5
2019-06-12,636.08,1235.54,2210.86,355.33,767.3
2019-06-13,383.7,828.42,1416.86,371.01,1237.5
2019-06-14,361.01,744.58,1297.93,387.79,1416.8
2019-06-15,300.59,708.37,1169.29,338.46,1430.8
2019-06-16,228.47,537.22,887.62,299.66,1272.8
2019-06-17,302.45,690.89,1154.41,346.48,1648.4
2019-06-18,663.04,1252.69,2269.4,502.91,722.9
2019-06-19,551.36,1086.08,1931.33,544.68,888.0
2019-06-20,372.01,675.82,1246.25,328.21,1350.5
2019-06-21,447.36,819.75,1505.78,386.21,1344.6
2019-06-22,297.45,766.59,1222.8,441.55,1500.8
2019-06-23,222.63,942.02,1283.26,686.46,1701.3
2019-06-24,493.17,1213.6,1969.8,690.46,1123.7
2019-06-25,597.56,1227.81,2143.92,666.69,742.9
2019-06-26,412.31,816.08,1448.05,445.78,1516.9
2019-06-27,326.56,626.9,1127.53,527.36,1376.0
2019-06-28,314.23,651.17,1132.83,682.81,1244.3
2019-06-29,302.65,1070.46,1534.15,741.97,2126.6
2019-06-30,226.12,523.78,870.53,370.03,1587.7
2019-07-01,386.22,675.77,1267.82,307.24,1135.4
2019-07-02,543.71,948.14,1781.87,464.22,948.8
2019-07-03,500.28,1040.03,1807.21,585.02,1132.8
2019-07-04,554.02,1266.79,2116.18,586.16,1020.8
2019-07-05,430.57,1164.99,1825.33,640.05,1549.6
2019-07-06,505.67,906.55,1681.96,480.59,687.6
2019-07-07,243.01,539.92,912.23,384.64,1117.2
2019-07-08,365.26,761.11,1321.03,473.36,1444.5
2019-07-09,397.02,946.39,1555.15,580.88,1469.1
2019-07-10,392.64,912.28,1514.58,559.36,1469.95
2019-07-11,415.51,934.85,1572.01,424.22,1276.0
2019-07-12,416.85,792.77,1431.89,312.47,1035.0
2019-07-13,409.25,835.06,1462.43,353.85,966.0
2019-07-14,335.21,719.91,1233.86,359.73,1006.2
2019-07-15,538.37,888.63,1714.31,421.82,947.4
2019-07-16,427.73,975.13,1630.74,529.62,1611.4
2019-07-17,375.65,1005.54,1581.78,549.04,1711.5
2019-07-18,451.37,816.91,1509.09,400.19,1108.1
2019-07-19,490.05,811.58,1563.04,463.89,675.1
2019-07-20,282.83,576.56,1010.45,273.16,1208.1
2019-07-21,254.82,527.89,918.61,343.68,1116.7
2019-07-22,395.01,680.3,1285.87,476.22,968.6
2019-07-23,419.44,1057.1,1700.13,667.89,2126.7
2019-07-24,382.14,1096.7,1682.89,655.97,2017.5
2019-07-25,843.97,1600.87,2895.02,999.11,2552.0
2019-07-26,403.38,904.37,1522.99,529.2,1259.7
2019-07-27,480.09,920.79,1657.06,366.22,764.8
2019-07-28,286.84,621.86,1061.74,323.24,1299.9
2019-07-29,447.41,807.15,1493.17,466.44,1573.1
2019-07-30,264.0,522.51,927.19,450.08,1539.1
2019-07-31,369.29,588.84,1155.0,304.68,1268.05
2019-08-01,508.89,954.54,1734.8,445.78,1173.1
2019-08-02,451.75,977.29,1669.82,550.4,1410.7
2019-08-03,317.84,747.7,1234.8,483.56,1592.9
2019-08-04,192.92,568.11,864.14,494.96,1639.2
2019-08-05,337.06,619.74,1136.46,448.19,1438.6
2019-08-06,348.16,559.34,1093.18,439.68,1363.7
2019-08-07,374.21,662.31,1235.9,412.39,1280.9
2019-08-08,416.44,720.21,1359.05,411.67,1297.0
2019-08-09,324.09,571.52,1068.4,482.72,1412.6
2019-08-10,180.11,357.78,633.96,760.61,1881.2
2019-08-11,192.4,430.89,725.45,496.8,1689.5
2019-08-12,542.8,902.45,1734.59,445.29,783.6
2019-08-13,390.26,749.67,1347.97,366.21,1400.7
2019-08-14,459.6,787.6,1492.06,383.32,899.4
2019-08-15,400.01,711.46,1324.72,342.76,995.7
2019-08-16,520.15,727.83,1525.21,342.79,864.0
2019-08-17,386.08,543.29,1135.7,374.86,1332.65
2019-08-18,293.13,496.0,945.61,382.69,1427.8
2019-08-19,376.35,654.85,1231.78,428.04,1333.6
2019-08-20,419.81,910.77,1554.55,523.85,1447.6
2019-08-21,496.0,992.78,1753.26,622.61,1333.0
2019-08-22,364.94,806.94,1366.4,558.57,1554.6
2019-08-23,528.13,1021.94,1831.71,668.26,1145.6
2019-08-24,547.92,1590.86,2430.79,971.54,1760.5
2019-08-25,374.26,1569.12,2142.57,1051.07,2064.1
2019-08-26,287.93,1299.83,1741.03,863.78,2379.4
2019-08-27,445.9,1477.48,2160.9,864.37,2100.7
2019-08-28,362.73,728.39,1284.26,408.85,1668.05
2019-08-29,364.82,685.13,1244.46,378.46,1575.3
2019-08-30,368.31,676.84,1241.45,536.8,1481.6
2019-08-31,317.21,686.57,1172.76,457.5,1222.4
2019-09-01,387.98,745.47,1340.14,329.0,967.6
2019-09-02,448.13,760.2,1446.99,435.53,1177.3
2019-09-03,342.25,627.71,1152.63,394.05,1290.85
2019-09-04,342.23,608.0,1132.86,346.89,1138.4
2019-09-05,494.36,904.33,1662.2,395.69,956.0
2019-09-06,464.11,874.89,1586.46,471.01,732.5
2019-09-07,470.07,864.12,1584.85,429.76,743.3
2019-09-08,487.4,1076.11,1823.36,437.67,809.4
2019-09-09,533.44,1109.32,1927.14,472.75,758.7
2019-09-10,835.95,1207.01,2488.63,522.05,416.6
2019-09-11,524.03,750.13,1553.43,373.33,827.0
2019-09-12,588.02,739.72,1641.23,379.6,885.7
2019-09-13,746.0,1108.19,2252.0,512.76,1001.8
2019-09-14,638.64,1290.14,2269.53,622.21,796.3
2019-09-15,474.29,1067.84,1795.09,434.36,786.3
2019-09-16,667.31,958.44,1981.33,511.7,284.5
2019-09-17,601.13,971.62,1893.41,534.31,1040.8
2019-09-18,817.55,1266.47,2520.27,679.08,912.3
2019-09-19,940.42,1318.64,2761.01,686.28,693.9
2019-09-20,631.88,1213.85,2183.04,790.0,1016.1
2019-09-21,496.44,1314.54,2076.14,830.6,858.9
2019-09-22,406.78,961.93,1585.94,534.83,1128.5
2019-09-23,460.61,762.7,1469.34,411.99,1106.0
2019-09-24,464.99,785.19,1498.42,380.06,1009.5
2019-09-25,449.37,743.94,1433.21,385.42,974.7
2019-09-26,405.14,738.4,1359.79,426.96,1297.1
2019-09-27,417.9,726.75,1367.39,438.64,1199.7
2019-09-28,256.17,533.04,925.93,436.66,1315.3
2019-09-29,193.62,409.34,705.92,417.33,1264.6
2019-09-30,614.32,868.26,1810.36,418.1,811.5
2019-10-01,572.28,976.56,1853.92,390.0,981.1
2019-10-02,901.78,1161.52,2544.29,382.31,642.3
2019-10-03,1275.28,1202.18,3157.57,388.12,571.1
2019-10-04,721.62,1054.42,2160.94,401.78,682.8
2019-10-05,690.95,1222.75,2282.0,357.37,567.2
2019-10-06,333.8,739.6,1251.36,337.52,865.2
2019-10-07,787.07,1015.12,2221.87,336.27,659.3
2019-10-08,454.5,773.27,1469.92,501.84,1052.1
2019-10-09,473.65,828.92,1555.22,372.86,1200.6
2019-10-10,457.06,722.52,1423.2,444.69,1092.7
2019-10-11,344.34,638.3,1166.58,357.16,1260.1
2019-10-12,443.83,885.73,1566.26,323.38,887.5
2019-10-13,259.3,629.45,1026.76,344.87,1082.6
2019-10-14,650.14,956.32,1953.26,467.42,383.7
2019-10-15,577.8,868.97,1754.86,414.75,734.2
2019-10-16,544.72,972.9,1808.03,449.44,788.2
2019-10-17,682.97,1039.3,2086.65,449.84,762.0
2019-10-18,428.29,746.1,1402.66,495.07,1422.2
2019-10-19,571.18,989.86,1865.57,434.91,887.6
2019-10-20,709.34,938.69,2026.6,455.69,482.4
2019-10-21,563.93,943.06,1807.52,388.3,680.9
2019-10-22,1440.37,1335.61,3544.18,668.67,250.8
2019-10-23,1828.65,1495.77,4299.66,847.28,35.1
2019-10-24,1145.36,1125.21,2881.24,670.68,231.4
2019-10-25,637.87,792.42,1770.24,474.58,1072.2
2019-10-26,334.4,643.18,1155.8,451.41,1402.2
2019-10-27,872.83,1144.12,2482.48,610.84,504.7
2019-10-28,1709.1,1372.69,3993.15,913.7,253.0
2019-10-29,548.59,1267.77,2108.72,465.58,800.8
2019-10-30,552.53,1175.32,2022.22,716.84,628.4
2019-10-31,851.92,1133.52,2439.91,973.64,185.4
2019-11-01,635.3,979.28,1953.29,495.73,505.7
2019-11-02,263.5,513.9,917.85,400.35,1490.7
2019-11-03,541.83,939.88,1770.78,452.21,683.5
2019-11-04,1195.23,1277.32,3109.93,469.38,349.0
2019-11-05,898.45,1169.94,2547.33,433.96,255.6
2019-11-06,807.75,1144.51,2382.95,693.47,538.9
2019-11-07,740.93,1043.77,2179.99,392.04,729.35
2019-11-08,1701.1,1383.02,3991.51,488.04,79.0
2019-11-09,691.05,1038.27,2097.82,471.06,342.3
2019-11-10,935.35,1187.7,2621.82,472.72,464.1
2019-11-11,477.15,904.76,1636.42,432.95,850.0
2019-11-12,457.38,852.5,1553.8,407.93,924.7
2019-11-13,791.17,1128.81,2342.02,430.13,528.0
2019-11-14,736.83,1298.22,2427.89,397.91,717.1
2019-11-15,764.22,1162.07,2333.58,477.07,325.7
2019-11-16,779.11,1109.5,2304.25,472.02,134.1
2019-11-17,1874.1,1445.93,4319.53,615.03,-29.7
2019-11-18,1069.86,1316.04,2956.62,451.7,359.1
2019-11-19,1681.36,1536.5,4114.54,645.82,23.8
2019-11-20,525.72,1087.85,1894.26,548.45,619.8
2019-11-21,568.98,1023.05,1895.44,637.29,138.2
2019-11-22,415.51,1079.82,1716.73,454.21,555.8
2019-11-23,656.69,1203.22,2210.28,506.08,31.8
2019-11-24,984.51,1059.75,2569.18,569.55,245.0
2019-11-25,445.61,942.55,1625.72,339.64,612.1
2019-11-26,474.45,964.85,1692.6,374.01,896.7
2019-11-27,635.82,1162.62,2137.65,338.7,732.5
2019-11-28,890.14,1136.15,2501.04,380.56,453.3
2019-11-29,1663.49,1596.16,4147.31,669.73,288.3
2019-11-30,1108.4,1586.32,3285.83,708.65,21.5
2019-12-01,583.11,1191.3,2085.26,396.54,584.8
2019-12-02,1600.16,1713.33,4166.89,724.43,59.9
2019-12-03,1273.64,1675.7,3628.31,695.3,78.2
2019-12-04,2576.49,1882.63,5833.36,936.51,54.1
2019-12-05,1243.89,1257.62,3164.99,647.1,488.65
2019-12-06,355.95,714.65,1260.38,265.15,1153.7
2019-12-07,389.96,774.58,1372.64,399.51,990.3
2019-12-08,169.64,422.15,682.51,414.27,1492.2
2019-12-09,736.63,1030.09,2159.69,396.56,735.9
2019-12-10,443.96,862.15,1542.63,438.85,773.6
2019-12-11,751.93,1197.89,2351.07,430.23,737.6
2019-12-12,579.7,1097.86,1987.03,387.0,642.9
2019-12-13,439.79,859.03,1533.62,361.85,963.2
2019-12-14,364.63,780.39,1339.56,463.98,1243.9
2019-12-15,256.14,559.05,951.85,337.52,1309.9
2019-12-16,971.64,1439.66,2929.49,425.69,469.3
2019-12-17,1052.74,1627.49,3241.73,356.08,227.9
2019-12-18,909.95,1304.27,2699.33,444.31,469.1
2019-12-19,396.05,734.66,1341.81,494.33,773.9
2019-12-20,723.68,1201.37,2310.73,249.41,660.5
2019-12-21,341.85,752.39,1276.29,322.79,1163.0
2019-12-22,331.5,774.08,1282.53,263.71,953.6
2019-12-23,513.33,900.17,1687.4,418.68,768.75
2019-12-24,281.26,660.48,1091.62,360.72,1042.3
2019-12-25,618.13,892.75,1840.51,414.54,592.1
2019-12-26,236.33,684.43,1046.66,332.51,744.0
2019-12-27,1086.81,1093.72,2760.12,444.58,281.3
2019-12-28,632.7,971.47,1941.82,482.68,338.9
2019-12-29,536.38,860.05,1682.59,510.63,461.1
2019-12-30,1084.48,1132.65,2795.31,607.72,59.7
2019-12-31,749.08,1076.3,2224.65,761.7,19.8
2020-01-01,716.47,1139.48,2237.71,898.94,106.4
2020-01-02,346.75,726.92,1258.54,342.27,841.5
2020-01-03,471.38,1020.36,1743.12,274.72,806.7
2020-01-04,453.58,1055.25,1750.7,339.31,722.1
2020-01-05,257.8,754.52,1149.73,307.94,1082.7
2020-01-06,420.7,803.16,1448.32,388.89,1034.1
2020-01-07,472.95,890.15,1615.74,464.83,792.9
2020-01-08,604.28,1037.71,1963.91,703.4,668.2
2020-01-09,378.18,803.41,1383.31,354.46,1077.2
2020-01-10,665.67,1248.34,2269.47,358.67,645.6
2020-01-11,256.12,637.31,1030.35,453.38,1380.2
2020-01-12,224.83,591.1,935.82,263.64,1204.8
2020-01-13,274.11,641.86,1062.52,350.96,1210.5
2020-01-14,272.42,619.75,1037.32,331.75,1253.8
2020-01-15,445.78,954.18,1638.02,358.46,1094.2
2020-01-16,328.99,789.22,1293.77,420.19,956.4
2020-01-17,429.78,919.35,1578.42,348.28,1107.0
2020-01-18,1117.89,1519.03,3232.97,507.52,320.8
2020-01-19,1587.22,1728.25,4161.99,611.58,101.8
2020-01-20,2414.41,1891.2,5593.35,1007.1,1.2
2020-01-21,3220.99,2011.8,6950.46,1013.07,-28.0
2020-01-22,2745.55,1715.24,5925.01,919.7,-1.2
2020-01-23,945.1,1469.54,2918.71,700.46,142.3
2020-01-24,985.52,1384.87,2896.1,650.44,95.2
2020-01-25,526.97,999.09,1807.15,849.53,492.3
2020-01-26,277.5,693.96,1119.46,576.93,874.5
2020-01-27,483.55,1057.99,1799.5,361.06,1068.6
2020-01-28,340.34,749.99,1271.88,311.36,1284.8
2020-01-29,395.94,845.75,1452.86,489.34,1135.2
2020-01-30,424.22,914.36,1565.17,486.19,849.7
2020-01-31,354.0,742.85,1285.68,353.9,1117.6
2020-02-01,229.83,573.73,926.03,443.03,1466.9
2020-02-02,191.33,590.96,884.34,472.59,1218.2
2020-02-03,335.18,778.26,1292.4,499.91,1175.5
2020-02-04,421.86,965.3,1612.08,354.25,879.2
2020-02-05,1679.65,1665.83,4241.08,843.78,114.1
2020-02-06,2117.99,1818.98,5066.35,876.07,46.8
2020-02-07,803.47,1214.24,2446.22,862.48,399.6
2020-02-08,322.85,749.06,1244.22,536.78,1286.7
2020-02-09,82.62,278.02,404.84,373.68,1478.8
2020-02-10,239.11,524.57,890.73,312.35,1459.4
2020-02-11,318.92,647.48,1136.3,414.82,1446.4
2020-02-12,469.09,892.85,1612.27,390.66,1143.4
2020-02-13,439.8,1006.4,1680.86,268.45,992.3
2020-02-14,721.44,1065.15,2171.17,674.85,816.6
2020-02-15,199.06,422.36,727.51,276.38,1112.8
2020-02-16,153.98,431.77,667.69,179.82,1456.9
2020-02-17,278.81,581.8,1009.1,446.84,1363.3
2020-02-18,313.85,691.99,1172.67,391.84,1294.5
2020-02-19,464.28,881.19,1592.81,484.59,1060.4
2020-02-20,365.57,773.01,1333.29,285.38,1244.5
2020-02-21,275.0,624.68,1046.26,617.19,1339.4
2020-02-22,185.32,467.42,751.72,555.41,1375.7
2020-02-23,260.93,668.86,1068.66,263.77,941.3
2020-02-24,279.63,645.35,1074.02,271.41,1132.0
2020-02-25,365.12,771.5,1331.35,350.42,1300.8
2020-02-26,563.06,1062.94,1926.07,373.95,976.6
2020-02-27,581.89,1206.02,2098.45,307.89,739.7
2020-02-28,450.49,1046.52,1737.36,411.47,794.2
2020-02-29,237.79,541.93,906.68,484.99,1410.3
2020-03-01,209.71,555.29,877.07,336.47,1456.2
2020-03-02,526.47,1168.75,1975.67,269.93,943.8
2020-03-03,694.37,1281.91,2346.82,465.26,828.5
2020-03-04,791.0,1488.4,2701.29,537.55,456.4
2020-03-05,459.49,1047.07,1751.72,362.84,678.1
2020-03-06,1059.72,1565.51,3190.53,613.76,556.1
2020-03-07,390.07,962.12,1560.07,627.64,999.4
2020-03-08,178.46,519.31,793.06,382.7,1426.1
2020-03-09,357.43,710.71,1258.98,407.68,1183.1
2020-03-10,259.58,497.95,896.0,240.61,920.72
2020-03-11,240.01,582.88,950.79,293.34,1379.63
2020-03-12,285.21,576.56,1013.71,409.05,1451.4
2020-03-13,469.77,908.41,1628.65,497.72,1062.8
2020-03-14,311.41,678.05,1155.76,350.6,785.15
2020-03-15,221.24,657.61,996.7,308.02,622.4
2020-03-16,633.29,1149.44,2120.58,442.33,653.1
2020-03-17,360.07,760.14,1312.39,506.74,921.6
2020-03-18,316.78,668.03,1153.95,463.98,768.0
2020-03-19,677.36,1080.39,2119.05,483.73,616.65
2020-03-20,356.03,703.35,1249.4,410.61,1213.0
2020-03-21,194.66,573.81,872.44,474.31,1170.7
2020-03-22,157.1,611.71,852.3,490.16,978.9
2020-03-23,377.35,1054.34,1632.86,573.35,874.2
2020-03-24,281.47,1028.22,1459.72,605.31,1124.2
2020-03-25,611.07,1408.42,2345.43,910.37,872.1
2020-03-26,287.38,1058.3,1498.84,888.79,1223.1
2020-03-27,229.08,823.24,1174.4,801.28,1552.3
2020-03-28,107.5,419.8,584.48,525.86,1580.4
2020-03-29,75.84,272.45,388.91,343.13,1410.4
2020-03-30,239.42,633.34,1000.48,323.99,987.5
2020-03-31,214.88,729.22,1058.5,452.54,1027.0
2020-04-01,511.81,1138.02,1923.05,476.46,738.3
2020-04-02,186.9,689.05,975.79,406.68,928.1
2020-04-03,309.46,950.25,1424.65,465.26,826.7
2020-04-04,155.21,657.87,895.98,480.78,1122.6
2020-04-05,63.05,387.02,483.34,425.97,1606.4
2020-04-06,157.41,667.7,909.15,375.54,1416.6
2020-04-07,409.61,1125.87,1753.73,668.72,912.9
2020-04-08,266.37,1395.56,1803.9,1168.56,1025.6
2020-04-09,366.54,1301.45,1863.33,1315.84,1084.1
2020-04-10,162.35,972.95,1221.52,1072.94,1205.2
2020-04-11,226.86,1007.7,1355.67,828.29,1343.3
2020-04-12,84.59,589.3,719.25,670.88,1870.3
2020-04-13,85.67,233.81,364.51,491.67,1825.8
2020-04-14,193.68,508.7,805.64,434.76,1705.1
2020-04-15,198.92,758.83,1064.01,682.34,1477.9
2020-04-16,310.7,1208.02,1684.36,1258.53,960.7
2020-04-17,143.96,531.57,752.62,634.05,1310.4
2020-04-18,192.77,601.55,896.99,684.38,1065.9
2020-04-19,126.08,501.86,695.28,563.79,1463.7
2020-04-20,191.49,520.1,813.69,692.62,1584.7
2020-04-21,212.2,600.24,925.5,851.34,1632.4
2020-04-22,237.44,705.05,1068.87,843.44,1647.6
2020-04-23,297.51,887.09,1343.43,887.79,1619.1
2020-04-24,246.27,935.7,1313.54,940.32,1629.6
2020-04-25,148.55,485.15,712.71,548.22,1523.4
2020-04-26,124.9,492.06,683.66,520.53,1624.2
2020-04-27,229.14,675.87,1027.16,669.16,1312.1
2020-04-28,243.19,642.81,1015.87,277.64,1057.1
2020-04-29,244.95,490.45,866.34,389.64,1200.3
2020-04-30,188.87,382.9,672.6,337.84,1339.8
2020-05-01,175.93,400.08,670.19,307.34,1366.3
2020-05-02,158.36,483.34,726.24,277.77,1366.2
2020-05-03,132.79,440.05,643.64,379.01,1295.0
2020-05-04,201.01,533.8,842.22,509.17,1526.1
2020-05-05,154.18,399.2,635.62,446.28,1566.0
2020-05-06,238.97,638.27,1004.66,602.79,1549.8
2020-05-07,254.29,758.95,1148.74,699.58,1677.0
2020-05-08,182.38,781.52,1061.48,614.32,1865.0
2020-05-09,176.9,858.19,1129.78,897.16,1925.5
2020-05-10,112.04,396.38,567.97,677.31,1715.6
2020-05-11,223.15,332.97,675.38,412.32,1338.1
2020-05-12,287.49,629.09,1069.84,362.31,1316.9
2020-05-13,241.91,481.24,852.04,376.48,1405.2
2020-05-14,294.62,528.48,980.2,326.12,1224.3
2020-05-15,405.22,884.87,1506.42,427.59,1174.2
2020-05-16,231.79,689.88,1045.73,329.36,1270.4
2020-05-17,130.1,366.04,565.65,313.26,1390.5
2020-05-18,166.86,427.59,683.18,373.61,1585.5
2020-05-19,197.96,526.98,830.36,382.54,1350.6
2020-05-20,219.35,608.72,945.2,444.73,1484.0
2020-05-21,220.72,732.75,1071.25,568.17,1812.6
2020-05-22,144.77,410.48,632.26,759.59,1849.0
2020-05-23,112.12,261.52,433.17,533.67,1561.6
2020-05-24,130.75,416.27,616.56,437.01,1270.4
2020-05-25,171.96,558.6,822.21,536.42,1541.1
2020-05-26,267.76,807.65,1218.3,519.08,1485.0
2020-05-27,266.45,932.39,1340.69,588.78,1406.3
2020-05-28,210.88,544.77,868.04,470.14,1489.0
2020-05-29,256.62,717.12,1110.43,581.62,1450.8
2020-05-30,191.86,633.22,926.97,538.33,1786.7
2020-05-31,129.5,463.2,661.7,447.99,1830.9
2020-06-01,249.48,729.08,1111.68,537.41,1631.7
2020-06-02,301.85,922.03,1385.03,454.58,1571.8
2020-06-03,384.59,1036.35,1625.89,568.1,1134.3
2020-06-04,277.19,625.06,1050.09,248.01,1154.2
2020-06-05,263.32,599.01,1002.63,240.31,1131.7
2020-06-06,221.44,491.3,830.67,245.76,960.4
2020-06-07,239.81,591.79,959.3,194.61,762.7
2020-06-08,375.25,746.91,1322.7,290.64,939.3
2020-06-09,300.66,779.3,1240.0,371.9,1241.3
2020-06-10,319.49,712.96,1202.63,324.99,1038.3
2020-06-11,303.6,774.1,1239.64,430.02,1012.0
2020-06-12,281.75,851.96,1284.01,608.89,1075.5
2020-06-13,189.13,684.4,974.42,380.35,1277.7
2020-06-14,147.81,566.35,792.67,492.94,1550.9
2020-06-15,309.8,837.77,1312.92,430.29,1262.0
2020-06-16,245.82,708.99,1085.73,362.34,1567.8
2020-06-17,348.75,1005.32,1540.12,461.19,1221.8
2020-06-18,331.78,795.11,1303.58,293.17,1634.3
2020-06-19,258.57,551.59,947.88,325.39,1575.4
2020-06-20,223.87,516.62,859.6,317.84,1341.7
2020-06-21,153.21,390.17,624.93,284.12,1357.8
2020-06-22,328.19,603.23,1106.44,512.16,1459.0
2020-06-23,284.88,772.26,1208.67,604.55,1753.8
2020-06-24,280.35,1150.65,1580.38,810.38,2777.3
2020-06-25,263.1,1200.82,1604.15,806.81,2996.3
2020-06-26,248.07,892.97,1273.15,611.1,2633.6
2020-06-27,225.28,392.88,738.22,334.26,1616.7
2020-06-28,151.22,305.7,537.31,277.09,1641.4
2020-06-29,217.43,374.7,707.77,384.32,1528.7
2020-06-30,315.23,499.98,983.23,297.95,964.0
2020-07-01,312.33,505.83,984.49,267.91,1065.65
2020-07-02,347.08,643.1,1175.16,308.14,1014.5
2020-07-03,269.38,439.77,852.69,459.94,1422.4
2020-07-04,260.53,345.99,745.01,268.92,1028.8
2020-07-05,169.57,246.68,506.25,287.66,1420.5
2020-07-06,365.38,587.24,1147.44,381.04,1155.9
2020-07-07,419.03,738.35,1380.43,447.01,1188.4
2020-07-08,566.73,548.8,1417.72,278.98,518.6
2020-07-09,451.38,438.69,1130.96,262.27,654.5
2020-07-10,498.29,686.7,1450.91,211.29,1078.8
2020-07-11,480.22,784.48,1521.1,318.88,1043.4
2020-07-12,401.03,737.11,1352.23,412.92,1855.9
2020-07-13,384.44,689.9,1279.57,350.66,1649.8
2020-07-14,559.23,717.97,1575.45,272.28,980.8
2020-07-15,489.11,707.01,1457.25,283.53,837.3
2020-07-16,553.85,719.57,1568.74,270.12,732.0
2020-07-17,498.65,720.81,1485.32,413.07,1062.9
2020-07-18,345.81,492.28,1022.46,307.71,1127.3
2020-07-19,363.14,513.51,1070.6,247.58,1129.2
2020-07-20,471.94,680.13,1403.65,335.39,1457.0
2020-07-21,527.51,830.67,1639.35,419.39,1516.9
2020-07-22,334.57,612.52,1125.22,497.11,2478.2
2020-07-23,362.69,664.18,1220.17,461.81,2028.9
2020-07-24,426.5,523.37,1177.12,355.99,1286.7
2020-07-25,378.21,434.66,1014.67,276.88,1104.85
2020-07-26,298.18,320.82,778.13,317.42,1108.2
2020-07-27,363.47,405.33,962.97,395.12,1167.3
2020-07-28,418.52,592.58,1234.01,278.22,1158.7
2020-07-29,469.41,712.0,1431.68,413.02,1479.6
2020-07-30,514.29,828.54,1617.27,481.9,1867.8
2020-07-31,403.11,976.83,1595.0,790.93,2576.1
2020-08-01,288.64,413.65,856.35,286.86,1391.3
2020-08-02,218.69,373.49,708.65,238.86,1508.3
2020-08-03,433.6,674.52,1339.47,630.78,1336.0
