MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3), PM2.5 Particulate (ug/m3)
2020-09-04,416.45,506.6,1144.9,392.77,898.7,281.53
2020-09-05,43.7,381.05,448.1,338.0,795.0,238.0
2020-09-06,249.15,573.25,955.1,307.5,627.4,289.0
2020-09-07,718.6,642.85,1744.7,319.0,577.7,299.0
2020-09-08,468.05,516.1,1233.95,242.5,647.0,215.0
2020-09-09,434.1,454.4,1120.35,281.0,689.1,242.0
2020-09-10,208.1,605.95,924.7,367.0,829.7,270.0
2020-09-11,456.7,744.2,1444.85,377.5,764.2,273.0
2020-09-12,99.3,401.9,554.1,320.5,1137.4,242.0
2020-09-13,136.75,491.6,701.0,301.5,1041.7,278.0
2020-09-14,545.82,949.2,1786.2,459.25,1042.8,341.0
2020-09-15,379.4,1185.75,1767.65,1009.0,1057.9,731.0
2020-09-16,152.65,451.85,686.0,544.5,1587.3,470.0
2020-09-17,217.5,351.75,685.35,494.0,1276.5,202.0
2020-09-18,207.55,374.1,692.3,442.5,1258.7,211.0
2020-09-19,29.05,231.55,276.3,588.0,1510.9,261.0
2020-09-20,19.4,227.0,256.65,530.0,1538.2,314.0
2020-09-21,454.6,851.1,1548.05,559.0,833.4,420.0
2020-09-22,718.9,891.3,1993.5,591.0,1318.8,479.0
2020-09-23,143.75,458.6,678.85,292.0,1453.6,261.0
2020-09-24,280.15,637.0,1066.6,226.75,953.3,170.0
2020-09-25,158.75,358.25,601.65,228.5,927.3,183.0
2020-09-26,20.25,148.15,179.1,208.5,1221.0,178.0
2020-09-27,14.0,107.6,128.75,231.5,1310.5,218.0
2020-09-28,417.2,679.5,1319.5,318.5,582.1,275.0
2020-09-29,590.4,804.05,1709.15,368.5,280.9,370.0
2020-09-30,312.05,614.5,1092.85,379.5,1016.4,273.0
2020-10-01,293.9,629.15,1079.8,293.5,885.2,225.0
2020-10-02,181.65,477.9,756.55,266.5,896.2,205.0
2020-10-03,174.6,522.05,789.8,274.5,1020.1,242.0
2020-10-04,89.05,350.8,487.65,163.5,1118.4,180.0
2020-10-05,340.7,615.4,1137.85,323.5,768.5,225.0
2020-10-06,306.6,486.3,956.45,228.5,859.8,193.0
2020-10-07,356.8,609.6,1156.65,301.5,706.6,209.0
2020-10-08,212.15,490.55,816.0,217.5,710.4,227.0
2020-10-09,736.9,838.6,1968.8,299.5,399.8,281.0
2020-10-10,57.95,428.45,517.5,217.5,772.7,178.0
2020-10-11,52.05,350.1,430.05,187.0,688.2,206.0
2020-10-12,629.85,886.6,1852.25,309.5,385.8,286.0
2020-10-13,565.95,531.55,1399.75,249.0,489.7,269.0
2020-10-14,339.55,445.55,966.6,291.0,806.3,254.0
2020-10-15,427.4,482.25,1137.9,221.5,774.0,205.0
2020-10-16,439.6,635.4,1309.5,260.36,611.0,213.0
2020-10-17,27.85,374.05,416.85,336.55,939.6,234.0
2020-10-18,314.1,796.4,1277.6,403.59,444.1,441.0
2020-10-19,295.6,690.8,1143.85,414.5,937.7,351.0
2020-10-20,162.8,461.7,711.45,545.0,1052.4,353.0
2020-10-21,335.65,711.2,1225.4,343.5,709.5,307.0
2020-10-22,326.25,746.6,1246.9,436.0,970.0,232.0
2020-10-23,293.05,747.55,1196.8,357.5,782.4,241.0
2020-10-24,93.6,357.05,500.7,287.03,1266.1,221.0
2020-10-25,160.5,511.55,757.5,197.4,1082.3,181.0
2020-10-26,279.75,695.45,1124.5,200.96,842.1,223.0
2020-10-27,270.25,660.4,1074.7,229.89,863.6,229.0
2020-10-28,184.05,533.65,815.7,258.83,1132.2,256.0
2020-10-29,162.25,491.45,740.2,287.76,1148.6,238.0
2020-10-30,151.25,460.55,692.2,316.69,1243.5,217.0
2020-10-31,94.85,341.85,487.45,345.63,1258.1,275.0
2020-11-01,64.85,223.4,323.25,374.56,1237.3,265.0
2020-11-02,207.0,377.7,695.0,403.5,1256.9,222.0
2020-11-03,290.56,790.07,1235.24,432.43,839.8,216.0
2020-11-04,540.79,1150.85,1980.49,583.81,204.4,459.0
2020-11-05,1644.1,1270.27,3791.78,1165.0,52.0,1295.0
2020-11-06,584.26,1068.99,1965.07,1290.5,185.7,998.0
2020-11-07,544.37,929.71,1764.91,903.5,95.6,959.0
2020-11-08,490.02,814.58,1566.65,899.0,53.5,876.0
2020-11-09,753.61,1007.04,2162.87,562.0,96.6,483.0
2020-11-10,647.1,1130.05,2122.75,468.0,366.5,377.0
2020-11-11,349.45,652.8,1188.45,407.5,688.9,274.0
2020-11-12,330.4,707.65,1213.8,405.0,1153.2,313.0
2020-11-13,320.2,949.15,1440.05,454.5,849.8,272.0
2020-11-14,80.7,405.8,529.1,503.5,1211.6,363.0
2020-11-15,62.5,289.4,384.75,306.0,1517.5,195.0
2020-11-16,369.95,611.75,1178.85,378.5,1151.0,239.0
2020-11-17,150.35,455.5,685.9,418.5,1364.5,249.0
2020-11-18,122.05,381.0,568.35,455.0,1210.9,264.0
2020-11-19,412.95,757.15,1390.05,255.0,734.0,266.0
2020-11-20,949.65,1073.65,2529.65,365.0,515.4,323.0
2020-11-21,92.95,396.9,539.15,287.0,1426.7,218.0
2020-11-22,223.95,646.0,989.3,316.5,657.6,333.0
2020-11-23,1635.5,1207.15,3715.0,540.25,213.9,466.0
2020-11-24,205.25,570.75,885.15,344.5,928.3,275.0
2020-11-25,252.1,603.2,989.7,489.0,607.5,379.0
2020-11-26,593.85,866.35,1776.35,561.5,207.1,536.0
2020-11-27,862.2,862.3,2184.0,547.5,30.9,631.5
2020-11-28,451.65,872.85,1565.25,935.0,52.8,952.0
2020-11-29,142.05,675.85,893.65,666.5,338.3,758.0
2020-11-30,385.85,582.0,1173.25,378.0,326.1,412.0
2020-12-01,306.55,474.8,944.55,276.5,712.1,187.69
2020-12-02,733.73,969.51,2094.43,547.5,114.9,243.31
2020-12-03,617.21,995.38,1941.38,280.5,463.3,264.0
2020-12-04,469.58,868.14,1587.62,299.5,523.9,410.2
2020-12-05,478.7,915.35,1648.61,331.0,642.8,509.58
2020-12-06,413.48,767.61,1400.6,288.0,522.0,595.13
2020-12-07,561.05,975.52,1834.49,322.0,250.5,680.67
2020-12-08,1555.45,1427.65,3812.02,643.5,45.0,694.42
2020-12-09,686.9,1139.7,2192.8,486.5,258.4,376.0
2020-12-10,305.6,766.5,1235.1,464.5,571.6,374.0
2020-12-11,952.5,1339.35,2799.75,429.0,341.7,386.0
2020-12-12,108.5,697.5,864.0,371.5,496.15,362.0
2020-12-13,216.3,743.9,1076.0,284.5,674.5,295.0
2020-12-14,235.8,649.55,1010.95,462.5,1256.8,301.0
2020-12-15,460.55,1052.7,1758.6,458.5,744.3,329.0
2020-12-16,264.1,803.65,1208.45,296.5,828.2,314.0
2020-12-17,305.95,727.05,1196.3,339.0,887.1,299.0
2020-12-18,107.9,354.5,519.95,299.0,1070.6,285.0
2020-12-19,110.1,405.4,574.1,316.5,1202.8,295.0
2020-12-20,121.75,506.05,692.65,242.5,1204.8,269.0
2020-12-21,138.55,494.5,706.65,204.0,912.0,244.0
2020-12-22,418.45,747.15,1388.35,289.5,514.2,340.0
2020-12-23,249.45,784.7,1167.2,281.5,783.1,274.0
2020-12-24,47.05,178.05,250.35,130.5,1311.4,187.0
2020-12-25,40.25,423.35,485.05,193.5,1010.4,269.0
2020-12-26,55.0,344.15,428.35,126.0,1224.8,240.0
2020-12-27,175.4,602.9,871.8,237.0,1119.5,274.0
2020-12-28,272.9,819.3,1237.95,355.0,405.8,413.0
2020-12-29,55.15,489.85,574.05,307.5,734.4,418.0
2020-12-30,763.55,1112.65,2283.55,367.0,259.9,489.0
2020-12-31,232.45,718.25,1074.85,386.0,417.3,552.0
2021-01-01,105.75,580.8,743.05,445.5,504.98,639.0
2021-01-02,66.85,446.35,549.25,174.0,401.89,284.0
2021-01-03,51.55,311.95,391.3,182.0,318.11,306.0
2021-01-04,299.05,309.35,767.4,172.5,234.33,236.0
2021-01-05,343.5,383.2,909.35,159.5,150.55,253.0
2021-01-06,301.85,490.55,953.7,216.0,268.65,289.0
2021-01-07,391.9,937.05,1537.8,391.5,204.0,514.0
2021-01-08,531.4,929.9,1745.15,444.5,190.5,602.0
2021-01-09,542.9,806.95,1639.1,343.12,326.7,595.0
2021-01-10,199.25,823.9,1129.45,390.52,335.6,556.0
2021-01-11,264.9,648.35,1053.9,330.56,951.8,286.0
2021-01-12,648.4,884.55,1878.7,367.1,630.5,318.0
2021-01-13,1282.7,1300.3,3267.25,444.2,65.5,520.5
2021-01-14,165.15,593.05,846.05,175.5,937.3,213.0
2021-01-15,1051.7,978.8,2592.0,502.5,257.3,497.0
2021-01-16,181.85,730.2,1009.15,272.5,587.7,266.0
2021-01-17,55.3,502.4,587.05,318.5,977.8,228.0
2021-01-18,450.84,1074.02,1765.44,340.5,452.7,317.08
2021-01-19,312.45,808.27,1287.61,170.0,434.4,342.56
2021-01-20,308.54,729.95,1203.29,244.0,434.4,348.49
2021-01-21,375.94,867.28,1443.96,293.0,434.4,354.43
2021-01-22,479.19,1061.78,1796.61,395.0,588.9,293.43
2021-01-23,242.95,847.65,1220.15,279.0,678.3,313.0
2021-01-24,231.1,1068.7,1422.85,334.0,437.5,389.0
2021-01-25,553.65,1009.6,1858.65,334.0,598.9,321.0
2021-01-26,739.15,1191.4,2324.75,353.5,570.5,325.0
2021-01-27,663.55,1108.05,2125.3,374.0,249.3,366.0
2021-01-28,561.65,818.2,1679.65,296.5,668.3,224.0
2021-01-29,222.8,630.6,972.5,364.5,1028.0,238.0
2021-01-30,69.6,408.05,514.9,269.5,862.2,238.0
2021-01-31,136.8,500.6,710.25,335.5,760.8,297.0
2021-02-01,446.35,673.7,1358.3,430.5,416.6,447.0
2021-02-02,339.35,723.9,1244.35,523.0,953.8,343.0
2021-02-03,375.05,911.2,1485.8,484.5,871.6,276.0
2021-02-04,676.25,1114.25,2151.3,406.25,532.0,300.0
2021-02-05,292.95,901.6,1350.6,346.5,924.1,249.0
2021-02-06,167.05,656.55,912.35,320.5,529.7,356.0
2021-02-07,23.3,145.85,181.35,228.5,1520.2,228.0
2021-02-08,198.75,339.15,643.7,192.0,1300.7,199.0
2021-02-09,214.4,483.45,812.6,195.5,1254.9,179.0
2021-02-10,347.55,584.7,1117.45,248.0,1103.1,270.27
2021-02-11,276.4,779.95,1204.0,473.0,973.2,471.23
2021-02-12,163.3,580.15,830.3,452.1,1228.9,357.0
2021-02-13,124.65,503.15,694.3,385.9,1239.8,266.0
2021-02-14,89.0,438.95,575.3,369.66,1276.6,318.0
2021-02-15,281.6,802.95,1234.65,332.91,829.6,285.0
2021-02-16,144.45,578.65,799.85,360.93,1071.7,269.0
2021-02-17,105.25,393.05,554.1,394.5,1491.3,247.0
2021-02-18,134.1,450.15,656.3,299.0,1599.8,226.0
2021-02-19,142.85,471.7,690.85,380.0,1449.8,268.0
2021-02-20,99.1,316.8,468.95,764.0,1562.4,441.0
2021-02-21,181.6,677.55,956.4,649.5,1142.2,487.0
2021-02-22,664.25,1152.45,2170.75,680.0,391.2,569.0
2021-02-23,161.6,463.4,711.15,354.0,1456.9,317.0
2021-02-24,163.35,409.45,659.8,434.5,1495.5,306.0
2021-02-25,572.25,875.2,1752.85,345.5,862.9,346.0
2021-02-26,999.7,1219.35,2752.05,479.5,512.0,442.0
2021-02-27,978.1,1153.85,2653.55,602.5,645.8,601.0
2021-02-28,79.3,501.75,623.45,447.0,1062.4,528.0
2021-03-01,258.45,530.7,927.0,613.5,975.2,712.0
2021-03-02,660.6,793.2,1806.35,873.0,362.2,990.0
2021-03-03,645.4,996.75,1986.1,913.0,124.0,1026.0
2021-03-04,307.85,568.7,1040.65,340.0,867.7,418.0
2021-03-05,405.5,543.25,1165.0,460.5,1395.6,235.0
2021-03-06,93.0,519.2,661.8,282.0,1290.3,270.0
2021-03-07,405.2,822.2,1443.55,451.5,1050.9,488.0
2021-03-08,1294.3,1535.55,3520.35,850.89,278.4,802.5
2021-03-09,492.95,871.1,1626.9,445.91,984.8,386.0
2021-03-10,107.75,394.55,559.7,385.18,1606.0,402.0
2021-03-11,273.2,374.9,793.9,349.27,1628.3,285.0
2021-03-12,262.9,507.65,910.45,276.0,1642.6,248.0
2021-03-13,65.05,262.8,362.8,190.5,1745.7,213.0
2021-03-14,47.2,220.9,293.0,186.5,1555.6,257.0
2021-03-15,456.65,735.3,1435.5,296.5,1114.5,338.0
2021-03-16,291.95,549.88,997.08,319.07,1050.2,346.0
2021-03-17,767.2,652.98,1828.56,535.96,897.05,498.53
2021-03-18,1269.5,920.12,2866.51,430.72,584.95,569.97
2021-03-19,295.25,671.8,1124.35,233.25,1030.5,202.0
2021-03-20,18.6,555.8,584.1,260.5,790.4,269.0
2021-03-21,105.4,495.45,657.05,286.5,965.0,299.5
2021-03-22,704.55,1202.6,2282.95,667.0,501.3,484.5
2021-03-23,599.85,892.6,1812.6,569.0,811.6,486.0
2021-03-24,349.65,939.6,1475.9,638.0,915.9,448.0
2021-03-25,215.25,684.75,1014.75,358.5,1101.4,184.0
2021-03-26,194.05,510.9,808.35,327.0,1327.6,151.0
2021-03-27,72.65,340.65,452.3,309.5,1375.6,178.0
2021-03-28,47.7,269.4,342.75,401.5,1477.7,215.0
2021-03-29,257.65,722.0,1117.3,526.0,1190.0,256.0
2021-03-30,850.3,1567.05,2870.75,772.64,690.5,510.0
2021-03-31,982.2,1841.35,3347.35,928.18,427.6,713.0
2021-04-01,207.8,507.15,825.5,679.55,964.5,489.0
2021-04-02,33.4,177.45,228.45,407.41,1459.3,145.0
2021-04-03,29.95,195.55,241.5,406.72,1447.9,226.0
2021-04-04,41.2,303.65,366.8,458.5,1411.5,301.0
2021-04-05,22.4,180.2,214.5,238.5,1372.6,159.0
2021-04-06,73.55,352.8,465.3,147.0,1091.0,92.0
2021-04-07,170.9,497.95,759.8,175.0,972.3,138.0
2021-04-08,181.7,640.1,918.45,310.0,1111.0,156.0
2021-04-09,198.45,545.9,850.3,249.28,1006.7,163.0
2021-04-10,55.5,281.15,366.8,241.88,1263.6,187.0
2021-04-11,32.75,330.9,381.25,167.42,1136.3,160.0
2021-04-12,402.9,1016.65,1634.3,289.67,682.6,271.0
2021-04-13,723.55,1218.8,2328.0,464.0,594.2,348.0
2021-04-14,184.4,704.7,987.1,336.0,1004.3,249.0
2021-04-15,99.5,450.45,603.0,207.0,1068.2,131.0
2021-04-16,329.55,780.3,1285.65,317.0,928.6,201.0
2021-04-17,136.65,643.25,852.6,274.5,1037.9,202.0
2021-04-18,102.55,631.85,789.25,263.0,1028.7,404.46
2021-04-19,298.15,933.05,1390.4,578.0,911.8,582.95
2021-04-20,290.7,1090.7,1536.15,880.0,828.5,855.6
2021-04-21,277.3,742.1,1167.1,860.0,973.0,1162.29
2021-04-22,219.65,505.9,842.6,445.5,1127.0,349.71
2021-04-23,181.55,602.0,880.8,385.0,1039.1,231.0
2021-04-24,96.7,503.15,651.45,426.5,1167.8,311.0
2021-04-25,45.1,186.2,255.3,265.0,1240.15,224.0
2021-04-26,190.6,387.25,679.45,323.0,1266.9,183.0
2021-04-27,338.05,859.7,1378.15,588.5,1077.3,441.0
2021-04-28,313.65,594.15,1075.05,526.5,1086.55,429.0
2021-04-29,231.75,407.7,763.05,251.5,1125.0,225.0
2021-04-30,363.7,739.8,1297.85,419.0,869.2,312.0
2021-05-01,42.25,390.85,455.75,316.0,1081.4,297.0
2021-05-02,110.85,672.6,842.3,415.0,1016.2,378.0
2021-05-03,65.05,303.3,402.75,346.5,1339.3,212.0
2021-05-04,453.75,361.75,1057.2,180.0,1128.1,154.0
2021-05-05,456.25,616.95,1316.6,161.5,825.0,176.0
2021-05-06,360.55,677.95,1230.6,250.5,726.5,221.0
2021-05-07,659.15,673.75,1684.7,284.0,957.8,203.0
2021-05-08,98.85,372.1,523.45,339.5,917.9,239.0
2021-05-09,101.1,300.6,455.45,260.5,957.4,221.0
2021-05-10,122.55,329.0,517.35,367.0,1316.1,227.0
2021-05-11,195.0,556.45,855.7,322.5,1156.6,229.0
2021-05-12,183.65,478.4,759.8,394.0,1339.3,236.0
2021-05-13,216.8,681.35,1014.0,380.5,800.0,330.0
2021-05-14,299.55,543.35,1002.8,317.5,985.8,317.0
2021-05-15,179.4,638.2,913.55,355.5,1044.2,318.0
2021-05-16,113.6,385.35,559.85,336.0,1067.2,232.0
2021-05-17,529.6,686.65,1498.35,309.66,676.4,302.0
2021-05-18,358.55,713.6,1263.15,336.63,816.4,276.0
2021-05-19,338.35,566.05,1085.0,269.1,844.7,229.5
2021-05-20,209.85,507.05,828.85,430.35,981.7,264.0
2021-05-21,150.3,303.05,534.0,352.0,1326.48,269.5
2021-05-22,73.55,366.65,479.45,156.0,1276.27,226.0
2021-05-23,79.1,274.7,395.7,164.0,1228.33,203.0
2021-05-24,173.65,412.35,678.9,174.0,1180.38,207.0
2021-05-25,385.3,508.25,1099.3,153.25,1132.44,218.5
2021-05-26,474.85,585.8,1313.75,202.0,1084.49,239.5
2021-05-27,386.1,742.55,1334.85,234.75,1036.55,368.5
2021-05-28,300.4,825.9,1286.55,285.75,1370.15,428.5
2021-05-29,94.2,448.75,593.35,259.0,1409.4,428.5
2021-05-30,66.6,250.5,352.05,265.75,1560.0,376.5
2021-05-31,81.4,375.2,500.0,304.0,1441.0,493.0
2021-06-01,137.5,532.45,743.3,277.25,1741.7,416.0
2021-06-02,123.15,767.25,955.25,354.0,1856.5,533.0
2021-06-03,103.95,451.5,611.25,288.5,1364.95,404.0
2021-06-04,73.1,314.4,426.75,116.75,745.6,270.57
2021-06-05,43.1,276.9,343.2,131.75,1186.6,255.43
2021-06-06,98.05,481.5,631.8,207.92,1011.4,310.0
2021-06-07,161.0,522.45,769.15,220.47,1121.5,225.5
2021-06-08,378.2,650.1,1230.2,187.12,963.9,246.5
2021-06-09,245.55,527.15,903.4,192.0,1153.2,202.0
2021-06-10,342.15,466.0,990.45,192.0,588.75,234.8
2021-06-11,309.0,339.8,813.7,192.0,687.6,201.2
2021-06-12,39.2,209.8,270.1,192.0,1209.5,293.83
2021-06-13,75.35,404.85,520.35,192.0,1435.5,295.17
2021-06-14,360.3,574.05,1126.6,192.0,1070.8,265.28
2021-06-15,161.3,411.5,658.7,192.0,1207.62,267.54
2021-06-16,214.95,639.35,968.9,192.0,1207.28,269.81
2021-06-17,196.2,456.8,757.65,192.0,746.3,272.08
2021-06-18,220.1,289.25,626.9,192.0,871.85,274.35
2021-06-19,46.48,190.73,262.18,192.0,939.7,276.61
2021-06-20,48.85,173.3,248.4,192.0,972.5,278.88
2021-06-21,267.25,267.1,677.0,192.0,1064.35,281.15
2021-06-22,261.85,290.05,691.95,192.0,990.2,283.42
2021-06-23,262.95,436.5,839.8,192.0,1066.3,285.69
2021-06-24,386.95,649.25,1242.5,192.0,521.15,239.69
2021-06-25,306.1,470.65,939.6,192.0,740.0,124.0
2021-06-26,124.2,345.1,535.6,192.0,975.95,139.0
2021-06-27,30.25,167.9,214.45,192.0,1153.5,253.0
2021-06-28,226.65,310.8,658.7,192.0,741.4,181.0
2021-06-29,246.1,297.35,674.85,192.0,668.85,160.0
2021-06-30,0.9,6.65,7.95,8.0,28.1,4.0
