MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), Ozone (ug/m3), PM2.5 Particulate (ug/m3)
2018-01-01,140.75,621.0,836.8,346.5,1291.4,153.0
2018-01-02,471.15,954.25,1676.3,444.0,939.3,190.0
2018-01-03,300.72,520.05,981.0,518.75,1445.9,265.0
2018-01-04,494.85,968.4,1726.95,321.0,1147.8,140.0
2018-01-05,772.05,1260.5,2444.45,360.5,922.2,205.0
2018-01-06,704.95,963.6,2044.05,382.0,512.0,337.0
2018-01-07,77.1,324.45,442.9,265.5,1128.9,131.0
2018-01-08,483.65,726.0,1468.05,395.5,550.7,169.26
2018-01-09,1598.25,1150.25,3600.9,798.5,120.7,141.05
2018-01-10,1144.8,1422.5,3177.8,484.5,442.1,121.74
2018-01-11,1018.15,971.4,2532.1,487.5,102.0,102.44
2018-01-12,1147.1,1267.85,3027.15,685.0,246.3,83.13
2018-01-13,405.6,882.55,1504.6,625.0,601.7,63.82
2018-01-14,319.45,917.7,1407.45,556.5,511.1,44.51
2018-01-15,284.15,696.55,1132.25,216.0,1007.2,46.05
2018-01-16,315.55,736.45,1220.6,245.0,1275.0,109.0
2018-01-17,418.7,660.35,1302.8,295.0,1229.5,134.0
2018-01-18,362.35,624.35,1179.8,181.0,1194.8,113.0
2018-01-19,486.05,1142.3,1887.45,389.5,909.1,150.0
2018-01-20,347.65,1086.35,1619.25,234.5,811.6,184.0
2018-01-21,530.05,1226.95,2039.9,332.5,472.2,334.0
2018-01-22,874.55,1031.35,2372.35,307.0,715.4,194.0
2018-01-23,268.65,733.85,1145.45,234.0,1140.8,106.0
2018-01-24,211.7,576.35,901.05,197.5,1376.5,110.0
2018-01-25,418.2,944.4,1585.75,461.0,1005.1,162.0
2018-01-26,469.65,1128.85,1849.3,362.5,321.7,295.0
2018-01-27,542.15,1047.0,1878.3,373.0,658.7,302.0
2018-01-28,108.75,481.6,648.35,180.0,1329.3,123.0
2018-01-29,265.05,812.55,1218.9,210.25,1044.9,141.0
2018-01-30,2350.0,1545.85,5149.3,551.32,472.9,339.0
2018-01-31,289.15,751.45,1194.9,337.69,1327.4,139.0
2018-02-01,310.3,634.5,1110.2,279.23,971.3,181.0
2018-02-02,563.35,836.0,1699.9,316.26,626.6,231.0
2018-02-03,495.2,1340.95,2100.25,318.0,354.7,336.0
2018-02-04,73.6,392.95,505.75,184.0,1022.2,200.0
2018-02-05,346.85,582.25,1113.55,257.5,840.0,246.0
2018-02-06,426.35,797.5,1451.35,363.0,578.3,400.0
2018-02-07,841.7,1044.1,2334.65,353.5,505.3,330.0
2018-02-08,1726.15,1412.75,4059.5,628.0,666.1,342.0
2018-02-09,309.45,744.4,1219.07,273.5,944.2,206.0
2018-02-10,429.25,1020.95,1679.1,247.0,790.5,191.0
2018-02-11,43.4,329.6,396.3,142.5,1398.9,155.0
2018-02-12,417.3,1067.45,1707.5,396.25,902.2,203.0
2018-02-13,279.32,674.05,1101.72,201.5,1390.9,173.0
2018-02-14,484.98,753.7,1496.98,313.0,1266.1,241.0
2018-02-15,229.3,912.85,1264.4,381.0,1064.5,208.0
2018-02-16,1070.95,1716.72,3358.42,631.25,498.1,283.5
2018-02-17,1204.25,1785.7,3632.2,735.5,422.4,427.0
2018-02-18,673.45,1350.45,2383.15,607.0,776.0,410.0
2018-02-19,821.42,1267.2,2527.52,358.09,446.5,325.0
2018-02-20,556.3,787.95,1641.45,202.66,798.0,174.0
2018-02-21,706.62,1208.57,2291.9,886.0,559.4,866.0
2018-02-22,321.55,1010.05,1503.05,623.0,983.8,537.0
2018-02-23,361.55,1074.35,1628.75,544.0,947.5,413.0
2018-02-24,192.25,852.9,1147.8,634.5,1043.5,478.0
2018-02-25,129.95,536.85,736.05,366.5,1374.8,209.0
2018-02-26,339.55,698.7,1219.65,285.0,1345.9,131.0
2018-02-27,492.0,1116.45,1871.25,401.75,1018.0,167.0
2018-02-28,284.5,836.25,1272.4,417.5,1144.8,402.0
2018-03-01,148.8,584.05,812.4,770.5,1297.2,648.0
2018-03-02,245.4,904.15,1280.35,937.5,932.4,898.0
2018-03-03,331.8,1161.6,1670.4,1542.5,605.4,1514.0
2018-03-04,430.55,1297.95,1958.15,485.5,753.9,443.0
2018-03-05,436.15,1086.75,1755.55,432.5,1264.4,230.0
2018-03-06,908.63,1478.65,2871.65,569.5,990.0,263.8
2018-03-07,824.86,1688.59,2953.67,471.5,617.7,263.46
2018-03-08,347.34,1264.06,1796.53,288.0,1436.0,263.13
2018-03-09,1294.0,1588.95,3573.4,586.5,444.0,262.79
2018-03-10,416.7,972.55,1611.6,768.52,873.1,262.45
2018-03-11,481.15,1206.8,1944.35,502.99,665.4,262.12
2018-03-12,368.52,960.25,1525.42,341.96,623.2,261.78
2018-03-13,566.25,1123.05,1991.45,467.03,706.0,261.45
2018-03-14,466.0,1047.05,1761.75,406.54,1209.0,261.11
2018-03-15,561.75,1213.3,2074.5,423.64,1043.7,260.77
2018-03-16,495.55,1094.0,1854.1,505.49,1243.9,260.44
2018-03-17,122.0,402.1,589.3,466.84,1255.4,260.1
2018-03-18,116.35,397.35,575.65,588.19,1420.1,259.77
2018-03-19,107.52,404.9,569.67,464.31,1617.9,259.43
2018-03-20,145.15,529.88,753.07,338.0,1373.1,259.1
2018-03-21,395.21,874.59,1480.96,400.5,849.6,258.76
2018-03-22,402.3,772.34,1389.65,465.5,1349.3,258.42
2018-03-23,457.92,849.67,1552.25,505.0,1814.1,258.09
2018-03-24,526.0,1119.85,1926.6,729.5,673.8,257.75
2018-03-25,174.8,921.25,1189.05,660.5,854.3,257.42
2018-03-26,367.75,1131.15,1695.15,369.5,1062.9,257.08
2018-03-27,368.35,882.25,1447.25,224.5,1268.3,256.75
2018-03-28,454.1,1345.35,2041.7,251.0,975.8,256.41
2018-03-29,775.85,1252.0,2441.6,353.75,1133.9,256.07
2018-03-30,344.8,1033.1,1562.2,298.5,1175.2,255.74
2018-03-31,175.35,643.5,911.8,222.0,1182.9,255.4
2018-04-01,231.25,711.65,1066.3,318.5,1310.1,255.07
2018-04-02,243.4,743.4,1116.4,303.5,1371.4,254.73
2018-04-03,258.3,679.7,1076.05,412.5,1612.3,254.39
2018-04-04,210.75,630.45,954.0,374.0,1722.9,254.06
2018-04-05,266.9,661.9,1070.9,240.5,1583.2,253.72
2018-04-06,455.1,1179.15,1876.95,569.5,1297.3,253.39
2018-04-07,379.0,1109.95,1690.95,627.09,1023.1,253.05
2018-04-08,240.2,973.15,1341.45,466.1,828.3,252.72
2018-04-09,372.25,915.85,1486.55,495.59,1011.0,252.38
2018-04-10,255.4,931.75,1323.45,677.48,987.5,252.04
2018-04-11,221.5,778.95,1118.45,1021.0,564.2,251.71
2018-04-12,159.65,593.75,838.6,747.0,716.2,251.37
2018-04-13,484.15,1131.55,1874.1,703.0,725.1,251.04
2018-04-14,598.3,1235.45,2152.65,962.5,1073.3,250.7
2018-04-15,234.8,822.85,1182.85,716.0,1339.5,250.37
2018-04-16,315.0,822.1,1304.8,593.5,1830.9,250.03
2018-04-17,217.8,676.05,1010.2,493.5,1918.8,249.69
2018-04-18,432.15,1102.3,1764.7,711.5,1458.0,249.36
2018-04-19,685.45,1651.75,2703.1,1002.0,1419.1,249.02
2018-04-20,559.95,1225.75,2084.15,778.0,1214.4,248.69
2018-04-21,331.35,1147.5,1655.0,1073.0,1313.6,248.35
2018-04-22,160.5,669.75,915.95,788.5,1834.2,248.01
2018-04-23,327.85,684.7,1187.0,301.5,1578.7,247.68
2018-04-24,283.9,638.1,1073.3,343.5,1416.9,247.34
2018-04-25,240.7,551.2,920.15,259.5,1630.2,247.01
2018-04-26,300.1,737.3,1197.55,369.0,1551.0,246.67
2018-04-27,677.96,1364.94,2404.45,449.0,1093.8,246.34
2018-04-28,180.2,700.05,975.93,269.0,1347.4,246.0
2018-04-29,121.29,468.76,653.88,219.5,1715.1,245.66
2018-04-30,142.31,536.19,754.3,340.5,1494.8,245.33
2018-05-01,397.89,875.79,1485.85,335.5,1474.7,244.99
2018-05-02,263.85,850.58,1254.67,245.0,1442.8,244.66
2018-05-03,376.13,980.9,1557.38,415.5,1004.8,244.32
2018-05-04,342.21,991.93,1516.29,599.0,1119.7,243.99
2018-05-05,196.49,817.25,1117.91,640.5,1638.3,243.65
2018-05-06,160.57,759.42,1005.27,797.5,1921.2,243.31
2018-05-07,140.75,737.7,952.99,963.11,2163.6,242.98
2018-05-08,263.32,772.02,1175.25,904.1,1517.0,242.64
2018-05-09,235.15,599.1,959.12,494.79,1349.5,242.31
2018-05-10,270.88,638.47,1053.08,296.5,1387.2,241.97
2018-05-11,113.46,554.0,727.39,505.5,1647.3,241.63
2018-05-12,78.59,540.42,660.36,443.5,1291.9,241.3
2018-05-13,75.07,466.89,581.17,411.5,1209.6,240.96
2018-05-14,213.12,436.82,763.37,251.5,1542.9,240.63
2018-05-15,197.0,465.85,767.8,323.0,1890.5,240.29
2018-05-16,172.85,397.8,662.95,426.75,1505.1,239.96
2018-05-17,280.45,502.6,932.7,433.5,1418.0,239.62
2018-05-18,356.95,743.75,1291.15,429.0,1277.3,239.28
2018-05-19,259.1,806.3,1203.3,535.5,1418.7,238.95
2018-05-20,249.05,824.1,1205.8,634.5,1465.4,238.61
2018-05-21,277.6,920.3,1345.8,682.5,1463.9,238.28
2018-05-22,197.3,436.3,738.65,626.0,1845.9,237.94
2018-05-23,210.8,428.75,751.95,635.66,1905.0,237.61
2018-05-24,253.5,669.8,1058.4,766.06,1639.9,237.27
2018-05-25,274.35,963.6,1384.0,762.78,1164.8,236.93
2018-05-26,59.05,510.4,601.25,946.0,2217.0,236.6
2018-05-27,155.05,890.55,1128.1,1001.0,1936.0,236.26
2018-05-28,55.1,460.45,544.6,788.0,1629.4,235.93
2018-05-29,90.2,423.3,561.5,507.5,1734.7,235.59
2018-05-30,256.25,855.95,1249.3,610.5,1432.7,235.25
2018-05-31,243.6,858.55,1231.75,827.5,1744.8,234.92
2018-06-01,340.35,1106.1,1627.75,588.5,1295.9,234.58
2018-06-02,107.79,625.18,790.48,305.4,1317.4,234.25
2018-06-03,48.2,552.63,625.98,379.4,1585.9,233.91
2018-06-04,211.57,474.36,798.76,376.45,1449.0,233.58
2018-06-05,203.14,452.34,763.84,469.25,1448.1,233.24
2018-06-06,248.6,596.2,977.1,601.5,1339.7,232.9
2018-06-07,291.3,620.95,1067.85,503.0,1269.4,232.57
2018-06-08,232.7,536.45,893.0,510.5,1359.3,232.23
2018-06-09,139.8,514.55,728.8,522.0,1607.2,231.9
2018-06-10,92.6,367.3,509.25,417.0,1465.7,231.56
2018-06-11,336.8,626.95,1143.25,335.0,1279.5,231.23
2018-06-12,201.52,504.73,813.59,296.5,1087.2,230.89
2018-06-13,310.92,794.41,1271.83,369.0,1358.2,230.55
2018-06-14,366.33,786.41,1348.87,405.0,1298.3,230.22
2018-06-15,383.05,884.6,1472.8,371.0,1234.8,229.88
2018-06-16,224.92,626.89,972.23,313.0,1113.1,229.55
2018-06-17,187.14,511.18,798.92,292.0,1142.62,229.21
2018-06-18,297.49,576.83,1033.54,303.5,1184.51,228.87
2018-06-19,337.6,484.15,1001.65,186.5,1226.4,228.54
2018-06-20,302.15,437.8,901.05,226.5,1268.29,228.2
2018-06-21,152.15,347.5,580.8,266.5,1423.08,227.87
2018-06-22,251.45,545.15,930.6,378.0,1256.3,227.53
2018-06-23,49.65,468.7,544.7,340.5,1526.1,227.2
2018-06-24,124.25,628.55,818.9,372.5,1591.9,226.86
2018-06-25,216.15,863.5,1194.9,380.0,1742.3,226.52
2018-06-26,291.25,864.0,1310.65,432.5,1328.0,226.19
2018-06-27,240.6,569.9,938.9,477.5,1392.4,225.85
2018-06-28,177.75,484.6,757.5,496.0,1513.7,225.52
2018-06-29,178.3,500.3,773.55,425.5,1447.1,225.18
2018-06-30,77.8,394.15,512.95,458.5,1889.2,224.84
2018-07-01,53.45,518.35,600.35,503.5,2233.0,224.51
2018-07-02,163.05,557.8,807.9,427.0,1922.9,224.17
2018-07-03,160.0,545.25,790.8,388.5,1832.4,223.84
2018-07-04,235.65,783.15,1144.45,499.5,1682.32,223.5
2018-07-05,266.95,1203.7,1612.9,650.5,2083.21,223.17
2018-07-06,157.85,790.2,1032.35,639.5,2017.04,222.83
2018-07-07,78.0,690.65,810.0,700.0,1950.86,222.49
2018-07-08,67.75,598.75,702.5,380.0,1884.69,222.16
2018-07-09,246.35,779.1,1157.25,409.5,1818.52,221.82
2018-07-10,165.7,306.05,560.15,306.0,1752.35,221.49
2018-07-11,148.4,383.4,610.9,329.5,1686.18,221.15
2018-07-12,172.45,594.85,858.9,442.5,1620.01,220.82
2018-07-13,256.8,647.45,1041.2,395.5,1553.84,220.48
2018-07-14,264.35,1014.2,1419.55,452.5,1487.66,220.14
2018-07-15,149.6,835.7,1064.8,391.39,1421.49,219.81
2018-07-16,302.5,866.8,1330.75,397.0,1355.32,219.47
2018-07-17,241.0,589.35,958.7,318.11,1289.15,219.14
2018-07-18,382.0,1040.7,1626.5,357.0,1312.26,218.8
2018-07-19,506.0,1219.1,1994.9,477.5,1177.5,218.46
2018-07-20,314.3,1120.45,1602.5,447.0,1553.6,218.13
2018-07-21,65.45,637.7,737.8,465.5,2095.3,217.79
2018-07-22,94.0,698.85,843.25,355.5,1300.8,217.46
2018-07-23,385.05,1031.97,1622.3,362.5,1308.2,217.12
2018-07-24,229.8,831.95,1184.1,410.0,1468.0,216.79
2018-07-25,184.35,729.8,1012.35,456.0,1596.6,216.45
2018-07-26,241.4,999.0,1369.2,779.5,2090.8,216.11
2018-07-27,229.15,1034.05,1385.55,642.5,1560.8,215.78
2018-07-28,130.05,281.25,480.65,445.37,1311.1,215.44
2018-07-29,97.05,163.5,312.35,378.75,1042.2,215.11
2018-07-30,267.8,360.45,771.05,335.59,733.3,214.77
2018-07-31,244.6,503.5,878.53,287.79,1072.15,214.44
2018-08-01,248.55,659.7,1040.1,354.0,1141.1,214.1
2018-08-02,273.1,811.05,1230.15,376.69,1069.5,213.76
2018-08-03,198.65,729.45,1034.0,446.81,1222.4,213.43
2018-08-04,80.05,281.65,403.95,302.5,1170.1,213.09
2018-08-05,194.65,614.35,912.9,303.5,1260.5,212.76
2018-08-06,369.39,1027.04,1593.75,446.0,1719.0,212.42
2018-08-07,280.04,1114.99,1544.05,467.75,1610.6,212.08
2018-08-08,175.9,388.0,657.55,285.5,1259.9,211.75
2018-08-09,327.25,781.3,1283.15,242.5,506.4,211.41
2018-08-10,311.7,644.55,1122.82,244.5,699.4,211.08
2018-08-11,322.5,681.9,1176.3,265.0,833.1,210.74
2018-08-12,192.15,416.1,710.35,251.5,1124.3,210.41
2018-08-13,138.75,367.75,580.4,223.5,817.5,210.07
2018-08-14,145.2,326.95,549.65,224.5,988.3,209.73
2018-08-15,215.85,440.35,771.1,307.5,1025.8,209.4
2018-08-16,331.05,587.3,1094.85,334.0,635.6,209.06
2018-08-17,350.55,532.85,1070.85,321.5,716.7,208.73
2018-08-18,222.25,462.15,802.75,307.5,861.1,208.39
2018-08-19,117.0,232.15,411.8,247.0,841.2,208.06
2018-08-20,224.05,487.9,831.1,187.5,631.6,207.72
2018-08-21,270.95,602.0,1017.5,200.5,888.1,207.38
2018-08-22,352.55,709.95,1250.4,270.0,436.3,207.05
2018-08-23,178.2,356.5,630.05,208.0,777.5,206.71
2018-08-24,153.55,334.1,569.5,266.56,891.8,206.38
2018-08-25,288.8,439.05,882.1,278.85,735.0,206.04
2018-08-26,595.2,556.1,1469.05,274.95,674.7,205.7
2018-08-27,107.75,273.0,438.2,247.05,849.7,205.37
2018-08-28,528.85,815.15,1625.95,303.15,819.3,205.03
2018-08-29,391.68,658.78,1259.18,255.94,523.1,204.7
2018-08-30,241.6,562.95,933.45,328.5,641.7,204.36
2018-08-31,387.05,808.75,1401.8,418.0,846.4,204.03
2018-09-01,542.6,969.9,1802.1,488.5,1099.8,203.69
2018-09-02,338.65,1009.05,1528.15,546.0,1268.4,203.35
2018-09-03,346.35,986.5,1517.8,469.5,1172.6,203.02
2018-09-04,309.25,503.95,978.25,371.5,1186.0,202.68
2018-09-05,298.8,452.35,910.9,340.5,983.3,202.35
2018-09-06,276.95,590.1,1014.6,363.0,799.6,202.01
2018-09-07,200.3,565.1,872.65,243.5,792.7,201.68
2018-09-08,353.65,846.25,1388.25,288.5,838.2,201.34
2018-09-09,130.65,392.0,592.25,264.5,1312.0,201.0
2018-09-10,319.1,569.55,1058.5,352.5,1101.3,200.67
2018-09-11,258.55,427.4,823.8,342.5,1029.5,200.33
2018-09-12,464.55,575.95,1288.4,201.75,685.0,200.0
2018-09-13,1116.05,888.7,2600.05,348.0,408.8,199.66
2018-09-14,429.65,982.3,1641.1,280.5,585.3,199.32
2018-09-15,264.6,688.75,1094.6,368.0,821.1,198.99
2018-09-16,156.9,460.7,701.0,342.5,1383.3,198.65
2018-09-17,235.05,713.55,1073.85,332.5,1438.1,198.32
2018-09-18,175.75,411.15,680.8,420.0,1389.5,197.98
2018-09-19,168.45,360.3,618.05,587.5,1269.7,197.65
2018-09-20,151.55,304.6,536.95,640.0,1368.6,197.31
2018-09-21,192.25,393.7,688.55,261.0,1143.7,196.97
2018-09-22,301.6,724.7,1187.1,290.0,781.6,196.64
2018-09-23,65.35,346.8,446.6,181.0,948.6,196.3
2018-09-24,722.15,871.45,1978.55,239.0,429.7,195.97
2018-09-25,1314.25,1187.15,3202.5,346.5,574.5,195.63
2018-09-26,1464.8,1617.15,3863.2,473.0,456.0,195.29
2018-09-27,1309.85,1414.95,3423.35,481.0,622.2,194.96
2018-09-28,258.55,486.8,883.35,266.0,860.2,194.62
2018-09-29,721.7,1103.7,2209.8,431.0,487.4,194.29
2018-09-30,601.1,641.75,1563.4,330.0,806.7,193.95
2018-10-01,357.5,591.35,1139.5,206.5,785.7,193.62
2018-10-02,261.35,466.75,867.35,189.5,889.7,193.28
2018-10-03,835.74,783.8,2034.38,297.0,342.12,192.94
2018-10-04,606.91,903.3,1782.17,392.5,308.68,192.61
2018-10-05,1322.45,1496.5,3524.3,658.5,247.3,192.27
2018-10-06,524.35,526.05,1329.95,268.5,829.7,117.02
2018-10-07,357.45,676.0,1224.05,267.5,754.8,207.0
2018-10-08,653.95,1199.7,2202.15,267.0,667.3,172.0
2018-10-09,1007.15,1308.1,2852.3,451.0,717.0,280.0
2018-10-10,939.9,1394.9,2836.65,970.0,592.7,778.0
2018-10-11,239.9,640.75,1008.6,466.5,1152.2,275.0
2018-10-12,186.25,413.3,698.65,373.5,1412.9,146.0
2018-10-13,157.65,399.1,640.85,224.78,1395.0,177.0
2018-10-14,69.45,271.15,377.95,148.09,1177.8,101.0
2018-10-15,350.25,644.55,1181.8,152.8,587.9,216.0
2018-10-16,555.8,859.1,1711.4,370.08,784.7,395.0
2018-10-17,633.2,1165.25,2136.45,262.0,407.5,252.0
2018-10-18,250.9,668.6,1053.45,291.5,572.1,221.0
2018-10-19,1061.3,1157.65,2784.6,380.5,327.7,299.0
2018-10-20,2476.25,1525.95,5322.9,736.25,231.9,689.0
2018-10-21,1286.4,965.05,2937.05,713.12,460.3,533.0
2018-10-22,597.35,800.65,1716.55,595.93,673.9,262.0
2018-10-23,270.1,765.75,1179.9,567.57,493.5,245.0
2018-10-24,204.8,747.4,1061.55,552.21,409.5,233.82
2018-10-25,257.6,790.95,1185.7,509.36,542.9,239.02
2018-10-26,207.15,673.2,990.7,390.5,765.1,238.16
2018-10-27,76.5,289.55,406.75,357.64,1038.6,237.31
2018-10-28,89.85,350.55,488.4,363.29,1022.5,236.45
2018-10-29,277.8,552.6,978.6,274.43,708.3,235.6
2018-10-30,282.25,676.65,1109.3,305.57,457.3,234.74
2018-10-31,1556.55,1285.65,3672.05,420.62,338.4,233.89
2018-11-01,803.65,1187.95,2419.9,323.5,156.2,233.03
2018-11-02,2170.95,1537.4,4866.15,541.5,203.6,232.18
2018-11-03,1115.55,1197.8,2908.05,520.5,635.5,231.32
2018-11-04,491.6,972.6,1726.4,558.5,610.2,230.47
2018-11-05,1559.3,1090.8,3481.85,1146.5,85.4,229.61
2018-11-06,1110.2,888.2,2590.3,669.0,417.9,228.75
2018-11-07,327.78,637.83,1140.43,374.5,915.9,227.9
2018-11-08,481.35,955.7,1693.85,466.5,851.4,227.04
2018-11-09,467.5,735.75,1452.6,362.5,858.9,226.19
2018-11-10,461.1,955.15,1662.15,440.0,942.3,225.33
2018-11-11,297.65,762.05,1218.5,302.0,990.1,224.48
2018-11-12,475.2,967.15,1696.4,374.5,824.4,223.62
2018-11-13,446.5,1004.45,1689.6,432.5,901.1,222.77
2018-11-14,744.4,1059.55,2200.8,529.5,677.3,221.91
2018-11-15,1191.4,1104.6,2931.35,725.5,129.3,221.06
2018-11-16,777.8,845.7,2037.95,377.5,236.7,220.2
2018-11-17,465.35,969.7,1683.45,595.5,234.2,219.34
2018-11-18,171.45,651.85,914.7,396.0,638.8,218.49
2018-11-19,185.05,412.3,696.0,178.5,930.5,217.63
2018-11-20,330.3,640.9,1146.95,273.0,581.8,216.78
2018-11-21,1402.75,1189.7,3340.4,558.0,182.55,215.92
2018-11-22,2114.8,1298.55,4541.3,913.5,20.2,215.07
2018-11-23,1043.5,1199.75,2799.5,790.5,66.2,214.21
2018-11-24,307.45,954.45,1425.95,630.5,282.8,213.36
2018-11-25,159.95,616.25,861.9,455.0,463.8,212.5
2018-11-26,448.95,813.0,1501.35,319.5,354.9,211.65
2018-11-27,802.1,1086.5,2316.35,402.0,247.0,210.79
2018-11-28,273.35,717.15,1136.15,363.5,1116.6,209.93
2018-11-29,192.4,506.65,801.95,322.0,1368.3,209.08
2018-11-30,435.45,989.35,1657.0,393.5,969.2,208.22
2018-12-01,257.55,777.8,1172.55,233.0,1012.6,207.37
2018-12-02,157.7,492.25,734.2,171.5,1170.8,206.51
2018-12-03,249.95,727.2,1110.3,354.0,972.0,205.66
2018-12-04,1715.8,1635.65,4266.85,509.0,108.5,204.8
2018-12-05,616.75,1018.05,1963.65,319.5,605.2,203.95
2018-12-06,302.75,810.55,1274.8,287.0,1041.6,203.09
2018-12-07,211.55,563.65,888.25,234.25,1264.5,202.24
2018-12-08,156.55,481.0,720.55,314.0,1447.5,201.38
2018-12-09,48.65,320.55,395.65,168.5,1302.0,200.52
2018-12-10,423.3,1124.8,1773.65,329.12,311.0,199.67
2018-12-11,2875.25,1714.15,6122.95,613.38,-1.9,198.81
2018-12-12,607.05,1167.8,2098.7,479.75,228.64,197.96
2018-12-13,758.65,1149.65,2312.85,516.5,111.45,197.1
2018-12-14,1210.9,1353.1,3209.9,660.0,120.75,196.25
2018-12-15,235.75,689.75,1051.4,441.5,130.04,195.39
2018-12-16,463.9,1114.85,1826.35,332.5,139.33,194.54
2018-12-17,669.05,1203.25,2228.95,433.0,148.63,193.68
2018-12-18,222.45,546.85,888.2,380.0,157.92,192.83
2018-12-19,415.7,1046.25,1684.05,332.5,167.22,191.97
2018-12-20,397.25,943.95,1552.95,367.5,176.51,191.11
2018-12-21,255.95,653.75,1046.4,456.0,185.81,190.26
2018-12-22,190.55,782.7,1074.85,439.0,195.1,189.4
2018-12-23,186.35,714.95,1000.75,282.5,204.4,188.55
2018-12-24,1657.65,1275.1,3816.75,571.5,213.69,187.69
2018-12-25,1418.55,1396.6,3571.4,488.68,222.99,186.84
2018-12-26,735.75,1232.15,2360.5,444.01,232.28,185.98
2018-12-27,4120.6,1733.95,8051.85,642.63,241.58,185.13
2018-12-28,2216.5,1463.1,4861.3,493.76,250.87,184.27
2018-12-29,226.2,850.8,1197.4,264.38,260.17,183.42
2018-12-30,181.55,798.9,1077.3,228.5,269.46,182.56
2018-12-31,85.8,387.0,518.5,160.05,278.76,181.7
2019-01-01,39.15,365.0,424.85,274.0,288.05,180.85
2019-01-02,147.95,573.35,800.25,313.0,297.35,179.99
2019-01-03,216.05,964.2,1295.5,339.25,306.64,179.14
2019-01-04,258.0,1148.15,1543.55,568.5,315.94,178.28
2019-01-05,58.85,771.35,861.65,464.49,325.23,177.43
2019-01-06,104.5,944.7,1105.0,482.19,334.53,176.57
2019-01-07,281.1,863.45,1294.45,414.91,343.82,175.72
2019-01-08,279.0,679.05,1107.1,391.64,353.12,174.86
2019-01-09,436.1,705.45,1374.05,333.36,362.41,174.01
2019-01-10,768.25,1271.05,2449.4,504.08,371.71,173.15
2019-01-11,379.45,1037.0,1619.0,391.81,381.0,172.3
2019-01-12,85.65,610.5,742.0,292.53,390.3,171.44
2019-01-13,40.0,272.45,333.6,264.75,399.59,170.58
2019-01-14,412.65,901.2,1533.6,331.98,408.89,169.73
2019-01-15,378.05,1153.6,1733.2,344.7,418.18,168.87
2019-01-16,245.55,826.15,1202.6,248.07,427.48,166.12
2019-01-17,341.95,990.35,1514.8,270.5,436.77,185.5
2019-01-18,1688.4,1606.85,4196.0,633.5,446.07,340.0
2019-01-19,429.85,1014.35,1673.15,538.0,455.36,325.0
2019-01-20,421.8,1128.6,1775.25,635.5,464.66,610.0
2019-01-21,2139.9,1614.45,4895.35,897.5,473.95,795.0
2019-01-22,431.35,1252.5,1913.8,323.5,483.24,193.0
2019-01-23,523.45,1043.0,1845.25,342.0,492.54,375.0
2019-01-24,2096.8,1903.6,5118.5,640.5,501.83,596.0
2019-01-25,831.4,1412.25,2687.3,453.0,511.13,442.0
2019-01-26,186.05,738.2,1023.4,238.5,520.42,142.0
2019-01-27,38.6,278.75,337.8,268.0,529.72,164.0
2019-01-28,617.85,1079.1,2026.65,327.0,539.01,167.0
2019-01-29,1098.2,1601.75,3285.4,563.0,548.31,268.0
2019-01-30,979.75,1390.15,2892.5,342.0,557.6,281.0
2019-01-31,2553.7,1597.95,5513.35,690.0,566.9,543.0
2019-02-01,266.95,685.4,1094.4,304.5,668.73,282.0
2019-02-02,38.05,374.4,432.85,296.5,1134.6,277.0
2019-02-03,340.75,1023.25,1545.45,422.5,659.4,239.0
2019-02-04,633.0,1033.5,2003.95,291.5,819.1,248.0
2019-02-05,664.0,1141.35,2159.5,295.5,455.4,293.0
2019-02-06,607.85,1202.45,2134.05,381.75,653.3,179.0
2019-02-07,276.05,686.75,1110.05,331.0,1370.0,145.0
2019-02-08,153.2,475.8,710.2,287.0,1496.9,167.0
2019-02-09,146.4,475.5,700.25,370.0,1589.5,181.0
2019-02-10,88.45,592.6,728.2,171.0,1196.5,111.0
2019-02-11,777.55,1259.85,2452.25,316.25,480.3,207.0
2019-02-12,1022.5,1412.55,2980.45,529.0,561.7,298.0
2019-02-13,579.6,1194.95,2083.3,655.0,687.6,387.0
2019-02-14,2177.55,1795.75,5135.15,938.0,180.6,647.12
2019-02-15,1947.75,1808.1,4794.65,1027.5,300.0,821.88
2019-02-16,708.35,1330.8,2417.05,801.36,430.5,606.0
2019-02-17,281.95,936.95,1368.8,740.44,865.2,433.2
2019-02-18,381.0,1120.3,1704.4,608.41,950.9,260.4
2019-02-19,298.55,938.95,1396.5,550.88,1085.0,87.6
2019-02-20,258.8,785.5,1182.35,507.4,1156.1,29.3
2019-02-21,379.4,1098.75,1680.05,599.5,919.3,258.0
2019-02-22,746.05,1333.65,2477.5,758.0,376.2,476.0
2019-02-23,1009.75,1299.8,2847.7,797.0,309.7,514.02
2019-02-24,1318.6,1437.05,3458.55,889.5,255.9,521.27
2019-02-25,1906.55,1803.8,4727.25,974.5,241.7,538.9
2019-02-26,1988.75,2006.45,5055.65,1086.5,249.9,556.53
2019-02-27,2630.95,1995.85,6030.16,1319.5,214.4,752.79
2019-02-28,949.9,1165.3,2621.94,748.5,735.7,469.0
2019-03-01,456.55,1035.8,1735.8,784.5,552.6,447.0
