MeasurementDateGMT, PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3), Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), Ozone (ug/m3)
2019-02-22,634.52,426.15,739.35,1041.12,2174.9,598.5
2019-02-23,735.11,646.1,803.08,1110.8,2342.0,362.4
2019-02-24,953.76,847.7,1869.0,1578.65,4444.1,155.1
2019-02-25,1153.14,869.7,2646.5,2107.2,6165.05,100.7
2019-02-26,1219.11,786.7,3140.42,2084.2,6899.22,217.4
2019-02-27,1342.05,974.3,2660.55,1886.7,5965.92,372.1
2019-02-28,670.41,443.3,504.19,1059.14,1832.1,895.6
2019-03-01,660.8,456.25,453.15,934.15,1628.98,918.7
2019-03-02,440.64,218.6,158.1,463.23,705.48,1405.4
2019-03-03,297.1,137.7,80.85,306.55,430.4,1753.6
2019-03-04,232.21,94.35,271.58,590.05,1006.42,1536.4
2019-03-05,309.38,112.1,272.22,590.35,1007.65,1616.2
2019-03-06,306.61,193.7,114.7,368.0,543.78,1556.1
2019-03-07,209.89,101.9,180.92,473.98,751.35,1481.2
2019-03-08,286.26,125.0,397.35,728.15,1337.38,1271.4
2019-03-09,462.33,220.7,187.85,527.23,815.42,1745.7
2019-03-10,180.85,99.6,110.2,411.75,580.82,1627.6
2019-03-11,326.16,147.7,259.52,560.47,958.35,1670.4
2019-03-12,248.01,110.4,204.35,521.62,835.08,1701.0
2019-03-13,339.51,177.45,194.35,478.6,776.15,1637.9
2019-03-14,292.12,159.5,195.35,525.83,825.23,1669.3
2019-03-15,171.24,89.0,151.05,367.95,599.25,1459.7
2019-03-16,275.55,137.4,124.4,298.5,489.62,1857.1
2019-03-17,155.24,79.0,145.3,514.78,737.58,1565.8
2019-03-18,323.24,188.7,455.02,970.32,1668.05,1075.1
2019-03-19,379.98,289.5,423.12,825.03,1473.8,929.4
2019-03-20,309.7,203.6,373.03,750.26,1322.16,1250.3
2019-03-21,358.36,248.7,514.92,873.08,1662.62,769.3
2019-03-22,390.46,242.23,367.88,734.1,1298.07,1127.2
2019-03-23,389.08,159.57,261.68,824.9,1225.83,1137.9
2019-03-24,405.21,97.03,374.0,998.1,1571.92,1097.1
2019-03-25,388.45,167.47,413.15,847.82,1481.57,1607.4
2019-03-26,539.99,342.1,1057.8,1446.52,3068.35,791.8
2019-03-27,459.01,324.7,924.15,1457.15,2874.2,925.3
2019-03-28,514.73,539.0,774.18,1361.5,2548.35,949.6
2019-03-29,650.49,556.9,877.75,1206.92,2553.05,860.7
2019-03-30,841.11,796.8,1125.5,1219.35,2944.8,1079.9
2019-03-31,539.52,574.8,102.65,584.42,741.55,1687.3
2019-04-01,446.2,320.4,311.98,850.22,1328.7,1369.3
2019-04-02,451.39,331.6,450.12,1026.07,1716.35,886.2
2019-04-03,405.94,293.7,708.3,1127.52,2213.8,920.1
2019-04-04,212.06,172.0,99.3,511.6,664.15,1564.2
2019-04-05,298.08,310.5,84.0,543.3,672.5,1618.1
2019-04-06,394.83,436.7,228.25,738.15,1088.35,1429.5
2019-04-07,714.41,1089.3,258.65,685.2,1081.57,937.9
2019-04-08,773.54,1079.8,770.08,1225.75,2406.95,844.7
2019-04-09,649.45,757.0,501.55,1042.07,1811.3,1196.1
2019-04-10,372.64,292.55,252.31,717.86,1104.7,1708.3
2019-04-11,328.08,273.8,262.49,827.58,1230.11,1707.5
2019-04-12,362.66,329.2,276.0,877.66,1300.76,1655.0
2019-04-13,334.19,324.4,183.13,766.1,1047.09,1652.8
2019-04-14,388.13,455.2,103.12,661.14,819.37,1691.6
2019-04-15,637.09,813.5,94.15,672.25,816.77,1317.5
2019-04-16,912.6,1202.3,841.06,1367.99,2657.43,349.5
2019-04-17,891.1,1130.1,483.64,1047.38,1788.91,900.8
2019-04-18,912.45,1154.2,347.67,1031.32,1564.32,1158.4
2019-04-19,677.66,673.7,231.93,963.38,1319.12,1673.9
2019-04-20,627.19,672.5,138.77,805.29,1018.13,1855.3
2019-04-21,693.58,743.8,155.15,851.68,1089.23,2023.7
2019-04-22,825.08,956.9,137.71,1008.62,1219.61,1863.4
2019-04-23,759.79,781.7,275.06,1183.86,1605.49,1010.6
2019-04-24,593.3,514.2,165.47,604.62,857.97,1416.35
2019-04-25,311.34,128.2,74.98,320.24,435.87,1747.6
2019-04-26,446.05,137.0,178.3,435.15,708.78,1579.4
2019-04-27,414.29,161.2,107.53,328.2,492.95,1758.2
2019-04-28,316.91,175.8,130.02,432.4,632.0,1602.9
2019-04-29,473.8,309.3,334.0,858.62,1370.62,1209.9
2019-04-30,577.0,414.6,199.43,709.88,1015.45,1398.7
2019-05-01,605.26,348.2,354.9,869.45,1413.72,1442.5
2019-05-02,357.04,199.2,281.88,696.8,1128.15,1302.5
2019-05-03,404.16,275.6,472.65,867.32,1592.07,1083.3
2019-05-04,395.38,186.7,249.1,515.05,896.2,1405.9
2019-05-05,439.06,255.1,179.67,592.05,867.38,1563.0
2019-05-06,305.08,211.5,132.5,559.52,761.1,1573.7
2019-05-07,410.29,301.27,207.75,549.55,868.28,1786.5
2019-05-08,366.14,478.78,214.05,538.35,866.15,1561.6
2019-05-09,370.62,666.78,546.82,850.0,1688.78,818.8
2019-05-10,350.85,471.11,316.7,672.82,1158.78,1264.4
2019-05-11,388.42,335.65,237.18,766.48,1130.12,1328.9
2019-05-12,310.74,257.5,250.32,744.9,1128.45,1280.6
2019-05-13,399.83,195.9,349.28,810.22,1348.15,1357.1
2019-05-14,397.66,224.8,192.45,660.5,955.47,1632.9
2019-05-15,607.46,407.5,256.0,805.42,1197.8,1736.8
2019-05-16,580.15,333.3,231.42,711.35,1066.05,1746.7
2019-05-17,510.36,331.4,332.12,784.02,1293.35,1320.3
2019-05-18,507.49,435.5,278.85,890.58,1318.35,1105.0
2019-05-19,554.58,1031.1,415.68,884.42,1521.62,991.6
2019-05-20,495.16,389.15,321.48,857.2,1350.28,1122.5
2019-05-21,377.06,232.1,262.66,699.16,1101.59,1607.6
2019-05-22,403.26,215.8,313.4,868.85,1350.1,1733.0
2019-05-23,412.54,209.2,285.73,701.32,1139.77,1910.6
2019-05-24,408.46,242.7,282.08,680.1,1113.25,1271.8
2019-05-25,275.69,173.6,151.7,438.45,671.05,1460.4
2019-05-26,287.39,156.9,122.5,283.8,471.82,1061.4
2019-05-27,299.44,158.4,96.22,326.27,473.67,1193.6
2019-05-28,231.05,119.3,258.42,533.42,929.28,1250.5
2019-05-29,292.26,198.1,226.7,468.28,815.64,969.7
2019-05-30,306.03,187.0,218.2,329.98,664.85,993.1
2019-05-31,269.58,139.6,268.25,386.52,798.05,937.1
2019-06-01,283.74,189.4,218.96,428.14,763.72,1228.0
2019-06-02,358.12,217.3,232.95,490.01,847.3,1338.9
2019-06-03,461.32,177.6,241.32,529.73,899.46,1571.6
2019-06-04,512.68,214.5,228.85,637.45,988.02,1041.8
2019-06-05,314.93,150.1,266.3,466.49,874.91,1374.2
2019-06-06,321.17,137.4,202.05,446.72,756.22,1410.2
2019-06-07,335.85,185.1,119.71,661.64,845.31,1147.75
2019-06-08,258.85,143.3,108.25,307.47,473.15,1281.4
2019-06-09,304.28,151.7,129.12,423.95,622.57,1096.5
2019-06-10,274.91,182.0,359.1,778.05,1328.75,972.4
2019-06-11,248.29,157.1,253.98,506.75,895.8,1018.8
2019-06-12,286.88,170.4,404.64,792.71,1413.22,1067.35
2019-06-13,275.82,167.4,236.05,459.55,821.8,1228.8
2019-06-14,268.04,147.9,163.95,334.88,586.15,1388.5
2019-06-15,243.64,137.1,76.04,275.51,391.81,1413.8
2019-06-16,248.52,145.5,80.73,228.65,352.02,1113.8
2019-06-17,317.6,142.9,175.4,387.65,657.05,1617.9
2019-06-18,404.5,167.9,451.92,941.28,1634.32,817.2
2019-06-19,462.26,189.68,436.98,822.1,1492.45,1013.1
2019-06-20,316.72,154.27,388.2,549.98,1145.2,1215.9
2019-06-21,339.51,147.4,331.45,589.2,1097.58,1292.1
2019-06-22,274.54,180.6,92.65,401.15,543.1,1395.7
2019-06-23,604.11,536.5,106.15,723.88,886.58,1744.2
2019-06-24,647.51,527.6,264.08,824.64,1229.66,1137.4
2019-06-25,510.92,446.3,438.68,826.47,1499.02,901.1
2019-06-26,336.88,256.1,222.42,479.3,820.4,1472.0
2019-06-27,373.88,217.3,153.0,371.95,606.58,1346.8
2019-06-28,566.92,267.7,150.22,429.28,659.42,1258.6
2019-06-29,582.41,423.0,110.68,684.68,854.52,1919.9
2019-06-30,291.29,202.0,82.45,297.8,424.42,1387.3
2019-07-01,238.8,143.5,171.92,326.08,589.55,1278.0
2019-07-02,327.45,185.0,270.65,524.05,938.58,1210.0
2019-07-03,385.82,227.4,243.25,607.02,979.85,1253.9
2019-07-04,425.32,215.8,515.48,867.44,1657.37,1218.0
2019-07-05,498.39,275.2,679.64,982.71,2024.45,1704.0
2019-07-06,363.42,203.3,611.41,891.09,1828.72,881.0
2019-07-07,290.3,208.6,525.69,813.86,1620.15,1047.1
2019-07-08,263.73,175.9,357.08,712.75,1261.03,1465.5
2019-07-09,398.79,235.3,204.85,621.65,935.92,1620.9
2019-07-10,457.49,264.9,287.08,705.23,1145.75,1472.8
2019-07-11,367.85,224.4,238.32,673.95,1039.58,1429.5
2019-07-12,271.85,160.1,177.73,457.35,729.75,1300.1
2019-07-13,276.84,189.4,155.9,471.85,711.1,1114.1
2019-07-14,257.35,179.3,126.2,469.3,662.78,1010.1
2019-07-15,267.53,150.0,284.45,569.55,1005.83,1109.3
2019-07-16,538.98,229.6,239.93,649.6,1017.32,1598.8
2019-07-17,471.46,256.8,192.73,654.5,950.15,1736.0
2019-07-18,303.84,198.1,233.88,520.31,878.85,1117.9
2019-07-19,282.21,149.63,144.93,416.58,638.62,711.8
2019-07-20,199.52,142.91,118.1,337.35,518.25,1038.2
2019-07-21,230.25,134.44,113.42,349.4,523.0,997.5
2019-07-22,351.41,202.93,222.82,470.42,812.2,883.2
2019-07-23,461.08,305.3,285.58,645.83,1084.18,1670.8
2019-07-24,509.28,305.0,256.27,807.62,1200.77,1527.1
2019-07-25,683.94,405.0,162.82,851.25,1100.85,1721.3
2019-07-26,400.4,252.7,234.95,565.35,925.43,952.9
2019-07-27,232.5,181.3,148.52,533.65,761.52,832.4
2019-07-28,243.21,154.0,74.77,348.2,462.92,1105.6
2019-07-29,286.85,197.4,120.5,390.68,575.42,1351.2
2019-07-30,323.04,210.2,64.45,290.82,389.62,1323.8
2019-07-31,241.85,143.4,175.25,399.98,668.85,1158.6
2019-08-01,349.39,211.2,240.45,606.25,974.75,1330.9
2019-08-02,381.15,266.0,195.25,601.48,900.65,1569.6
2019-08-03,312.77,231.4,91.38,483.5,623.6,1394.8
2019-08-04,343.88,283.5,53.82,413.07,495.5,1437.1
2019-08-05,298.42,198.0,155.85,377.0,616.3,1272.4
2019-08-06,425.17,175.0,163.45,334.85,585.9,1209.4
2019-08-07,303.72,149.2,171.02,391.65,653.95,1206.1
2019-08-08,307.04,172.5,202.85,411.92,722.82,1169.6
2019-08-09,294.89,199.7,128.35,304.85,501.65,1151.5
2019-08-10,382.96,246.6,63.18,179.62,276.42,1523.7
2019-08-11,338.05,194.1,119.78,283.52,467.2,1444.4
2019-08-12,289.21,178.2,285.18,621.58,1058.97,811.8
2019-08-13,278.7,149.5,240.58,541.8,911.0,1230.5
2019-08-14,186.31,153.1,135.25,404.48,611.6,924.5
2019-08-15,271.36,112.02,166.03,411.2,665.95,967.1
2019-08-16,272.48,119.95,164.08,351.15,602.72,806.5
2019-08-17,305.79,138.76,100.98,221.88,376.88,1072.6
2019-08-18,274.94,157.57,85.5,229.32,360.55,1190.4
2019-08-19,336.95,159.4,172.25,353.53,617.53,1137.9
2019-08-20,384.52,195.6,217.61,580.51,914.52,1218.4
2019-08-21,402.38,252.0,221.43,520.58,859.92,1302.2
2019-08-22,397.74,219.7,217.18,472.38,805.45,1499.9
2019-08-23,368.06,223.3,250.3,556.67,940.6,1032.6
2019-08-24,670.62,415.5,321.68,926.78,1420.1,1418.1
2019-08-25,821.66,742.6,122.93,996.6,1183.93,1590.2
2019-08-26,585.95,452.8,118.25,807.32,988.38,1719.4
2019-08-27,654.45,501.05,239.98,984.0,1351.88,1695.2
2019-08-28,339.08,201.4,221.08,459.03,798.05,1279.9
2019-08-29,315.35,153.1,230.9,455.34,809.29,1332.4
2019-08-30,402.09,196.3,183.22,400.82,681.65,1257.0
2019-08-31,327.35,173.2,136.32,472.52,681.55,1099.9
2019-09-01,245.84,170.7,103.8,447.22,606.28,1037.0
2019-09-02,367.16,151.9,249.05,537.12,918.25,1152.2
2019-09-03,349.3,146.8,192.58,424.35,719.32,1337.8
2019-09-04,259.52,121.05,154.55,315.18,552.15,1152.2
2019-09-05,315.74,149.0,267.35,586.71,996.58,1109.5
2019-09-06,368.64,173.5,290.42,665.6,1110.97,807.4
2019-09-07,300.4,176.0,167.0,521.9,777.45,994.8
2019-09-08,350.1,180.5,204.73,685.68,999.82,993.3
2019-09-09,293.34,208.3,103.32,544.02,702.12,1106.7
2019-09-10,405.24,257.7,563.57,840.03,1703.75,657.6
2019-09-11,276.91,129.3,239.35,411.45,778.52,883.6
2019-09-12,320.16,153.9,292.62,432.72,881.55,801.3
2019-09-13,343.36,187.2,326.35,630.12,1130.82,1116.9
2019-09-14,430.92,212.5,364.75,979.03,1538.2,676.4
2019-09-15,363.56,230.8,193.38,732.75,1029.5,766.3
2019-09-16,387.04,254.2,431.55,679.35,1341.08,470.0
2019-09-17,355.18,200.0,352.37,650.6,1190.85,1044.1
2019-09-18,479.3,235.8,493.62,920.72,1678.12,962.2
2019-09-19,496.95,252.6,674.3,997.85,2031.5,710.6
2019-09-20,571.18,290.5,358.68,856.85,1406.95,1003.8
2019-09-21,618.01,325.7,155.52,1014.58,1253.12,950.9
2019-09-22,321.35,207.7,81.7,561.33,686.52,1093.0
2019-09-23,259.26,119.6,181.48,337.1,615.2,1142.4
2019-09-24,230.06,126.8,179.58,388.33,664.32,992.7
2019-09-25,207.82,112.3,205.85,366.72,682.53,951.8
2019-09-26,274.81,153.95,217.68,398.0,732.03,1177.6
2019-09-27,319.45,137.7,198.78,389.78,694.52,1163.8
2019-09-28,261.34,117.7,110.08,272.55,441.38,1239.4
2019-09-29,152.69,99.3,70.62,243.63,352.02,1216.6
2019-09-30,267.8,125.7,330.37,479.13,985.55,851.6
2019-10-01,261.36,144.5,340.63,578.58,1100.65,1050.5
2019-10-02,275.85,156.5,543.82,772.15,1605.62,766.2
2019-10-03,377.04,261.5,689.85,696.9,1754.75,639.0
2019-10-04,444.22,201.9,498.33,715.05,1479.1,768.3
2019-10-05,315.21,258.17,217.1,755.35,1088.4,706.6
2019-10-06,247.69,144.23,88.07,388.57,524.1,1054.4
2019-10-07,272.23,135.8,388.13,544.58,1139.4,709.5
2019-10-08,400.32,176.1,268.68,454.85,866.65,1031.5
2019-10-09,306.78,126.9,209.38,421.75,742.98,1206.7
2019-10-10,343.94,177.25,236.2,389.6,751.35,1121.8
2019-10-11,262.61,121.2,149.03,334.6,562.72,1310.0
2019-10-12,218.59,137.6,155.88,580.38,819.48,978.5
2019-10-13,245.92,156.3,92.65,456.9,598.92,1136.4
2019-10-14,340.61,191.2,449.17,820.5,1508.15,440.0
2019-10-15,298.38,129.4,377.4,592.65,1171.48,896.1
2019-10-16,343.09,150.2,400.83,710.12,1324.65,778.0
2019-10-17,355.85,123.5,292.76,623.56,1070.8,845.4
2019-10-18,338.54,138.4,199.72,466.33,772.05,1434.7
2019-10-19,376.74,150.7,496.68,679.3,1440.32,1001.8
2019-10-20,378.11,228.6,599.97,726.85,1646.12,624.2
2019-10-21,378.13,99.0,588.61,730.21,1632.65,1039.1
2019-10-22,550.75,58.0,1245.45,1039.38,2951.55,340.6
2019-10-23,697.19,54.1,1800.05,1270.92,4030.7,138.4
2019-10-24,581.24,340.4,835.97,954.92,2236.9,297.4
2019-10-25,330.6,139.9,153.79,405.59,641.26,1105.1
2019-10-26,332.36,198.1,122.16,428.35,615.11,1360.8
2019-10-27,1050.38,523.0,697.1,859.41,1928.01,564.9
2019-10-28,728.81,386.9,1393.95,1090.3,3227.6,342.4
2019-10-29,354.22,153.8,355.08,1016.28,1560.62,1007.9
2019-10-30,513.7,358.8,255.45,942.5,1333.95,716.5
2019-10-31,736.68,720.3,413.15,942.68,1576.5,270.0
2019-11-01,375.39,242.7,262.35,609.55,1011.63,657.1
2019-11-02,311.09,142.6,56.23,214.55,300.75,1363.6
2019-11-03,408.68,212.2,285.92,632.78,1071.25,760.8
2019-11-04,366.95,176.4,727.68,831.42,1947.52,412.8
2019-11-05,386.25,304.2,516.91,832.53,1625.34,521.3
2019-11-06,557.56,349.0,442.45,828.18,1506.78,539.8
2019-11-07,322.82,165.7,445.0,713.68,1395.45,788.1
2019-11-08,448.66,337.8,1233.28,967.55,2858.68,292.0
2019-11-09,354.06,316.4,313.92,757.8,1239.25,433.8
2019-11-10,504.1,314.2,693.95,872.7,1936.75,586.5
2019-11-11,327.62,201.9,235.66,620.33,981.96,931.6
2019-11-12,244.7,122.7,136.37,487.05,696.67,1005.6
2019-11-13,331.68,718.95,428.98,816.73,1474.43,623.5
2019-11-14,230.04,155.35,393.88,924.52,1528.25,900.7
2019-11-15,404.02,289.2,421.3,802.58,1448.48,614.7
2019-11-16,485.95,417.8,903.32,1006.12,2391.35,254.7
2019-11-17,705.97,1252.7,1968.08,1192.55,4210.08,80.3
2019-11-18,428.98,216.1,1020.23,1063.47,2627.6,585.9
2019-11-19,665.66,536.1,2381.75,1487.02,5138.83,60.8
2019-11-20,377.75,251.7,284.25,807.72,1243.47,654.0
2019-11-21,552.7,586.8,396.92,849.68,1458.17,267.4
2019-11-22,286.85,195.4,196.22,802.7,1103.45,678.5
2019-11-23,416.64,349.3,638.27,1087.4,2066.15,214.4
2019-11-24,429.08,347.7,851.4,723.47,2029.08,335.9
2019-11-25,227.2,136.2,131.62,517.36,718.98,705.6
2019-11-26,262.16,138.0,92.06,387.84,529.25,1099.3
2019-11-27,297.56,162.4,488.78,833.58,1582.82,827.7
2019-11-28,342.69,189.7,534.25,713.5,1532.67,703.5
2019-11-29,627.15,360.4,1978.28,1343.65,4376.7,505.9
2019-11-30,527.84,450.5,1405.62,1420.65,3575.78,238.8
2019-12-01,289.3,222.9,280.85,777.45,1208.18,878.5
2019-12-02,606.95,486.4,1698.25,1470.25,4073.65,154.6
2019-12-03,573.05,390.7,1371.68,1404.78,3507.95,232.7
2019-12-04,715.94,552.46,3380.3,1600.6,6783.75,129.9
2019-12-05,527.14,815.22,1374.6,870.5,2978.1,594.3
2019-12-06,200.64,480.26,185.95,413.65,698.78,1317.3
2019-12-07,300.89,163.46,152.05,375.75,609.07,1178.8
2019-12-08,349.39,146.3,89.05,234.7,371.15,1644.4
2019-12-09,403.35,140.9,540.58,733.9,1562.62,990.4
2019-12-10,347.23,150.1,199.89,488.22,794.71,1042.7
2019-12-11,303.65,122.6,463.93,825.42,1536.8,946.9
2019-12-12,249.69,95.9,191.4,582.17,875.8,997.7
2019-12-13,354.74,140.3,272.58,509.37,927.3,1300.3
2019-12-14,453.0,168.8,135.82,392.75,601.1,1543.6
2019-12-15,538.14,124.5,88.15,231.65,366.87,1636.4
2019-12-16,482.74,129.4,606.58,1059.32,1989.58,799.8
2019-12-17,422.98,224.2,783.7,1327.28,2528.95,519.8
2019-12-18,378.59,152.2,547.5,831.75,1671.25,601.1
2019-12-19,420.0,193.4,52.6,264.68,345.15,1112.6
2019-12-20,179.44,78.6,378.78,786.72,1367.28,969.7
2019-12-21,227.15,100.5,58.42,268.98,358.38,1432.4
2019-12-22,236.94,123.3,164.18,491.65,743.48,1202.9
2019-12-23,411.21,147.2,240.65,558.93,927.88,1029.2
2019-12-24,343.39,160.9,125.38,403.35,595.68,1340.1
2019-12-25,432.37,173.5,644.83,750.85,1739.7,782.8
2019-12-26,323.61,172.7,130.48,519.62,719.77,972.7
2019-12-27,412.9,292.3,665.48,822.52,1842.95,509.1
2019-12-28,429.46,299.8,221.95,608.25,948.35,526.4
2019-12-29,460.49,360.5,301.75,557.3,1019.87,668.4
2019-12-30,561.84,406.6,514.65,780.92,1570.38,161.1
2019-12-31,667.99,549.7,362.7,861.7,1417.98,114.7
2020-01-01,899.78,824.8,446.88,908.82,1593.93,192.5
2020-01-02,287.8,171.0,96.71,339.35,487.88,1125.4
2020-01-03,326.88,134.6,242.22,665.82,1037.72,1215.5
2020-01-04,352.09,174.5,214.9,758.58,1087.92,915.2
2020-01-05,204.35,88.6,104.38,414.98,574.98,1434.3
2020-01-06,310.84,150.4,172.3,456.0,720.18,1363.2
2020-01-07,369.78,181.4,198.45,453.28,757.8,1141.2
2020-01-08,598.29,274.4,323.95,699.5,1196.12,927.4
2020-01-09,261.52,95.9,142.85,364.6,583.78,1311.3
2020-01-10,287.64,153.4,401.35,799.88,1415.45,926.2
2020-01-11,356.9,154.4,78.08,251.98,371.7,1593.6
2020-01-12,223.14,80.2,103.65,351.12,510.28,1481.2
2020-01-13,273.61,111.9,72.95,302.15,414.28,1520.9
2020-01-14,258.49,127.3,102.4,278.65,435.75,1578.1
2020-01-15,264.64,105.9,240.92,537.52,907.0,1375.9
2020-01-16,323.41,152.4,62.25,361.75,457.02,1199.6
2020-01-17,254.86,93.5,231.65,584.22,939.5,1375.3
2020-01-18,479.89,266.3,743.52,1172.67,2312.68,535.0
2020-01-19,592.38,355.4,1302.25,1361.45,3358.48,231.6
2020-01-20,897.38,607.1,2491.85,1510.52,5331.45,40.3
2020-01-21,948.06,681.5,3054.75,1583.32,6267.3,48.9
2020-01-22,887.34,755.9,2233.9,1265.88,4691.12,147.2
2020-01-23,442.61,327.1,438.32,1053.8,1726.18,370.4
2020-01-24,482.31,356.0,689.85,1080.8,2138.93,191.4
2020-01-25,592.87,486.2,92.55,569.05,711.0,617.9
2020-01-26,538.64,309.8,70.47,372.28,480.28,1046.5
2020-01-27,369.33,84.65,280.65,628.85,1059.47,1377.8
2020-01-28,310.65,73.0,262.98,542.88,945.93,1483.3
2020-01-29,367.28,173.7,251.4,550.88,936.5,1432.7
2020-01-30,248.12,80.0,189.2,486.55,776.62,1153.3
2020-01-31,123.89,32.3,129.7,313.65,513.05,1316.4
2020-02-01,376.78,167.1,94.12,291.33,435.62,1552.7
2020-02-02,403.46,214.7,69.25,298.3,404.62,1454.6
2020-02-03,486.15,201.7,211.7,482.78,807.08,1476.1
2020-02-04,356.41,154.6,249.18,577.52,959.65,1281.9
2020-02-05,715.82,371.8,1108.9,1304.67,3005.0,150.7
2020-02-06,767.67,409.7,2236.56,1499.22,4928.21,108.83
2020-02-07,669.59,507.0,805.97,955.82,2191.52,496.44
2020-02-08,452.41,185.9,347.02,531.35,1063.57,876.95
2020-02-09,320.21,148.5,159.09,263.37,507.82,1257.45
2020-02-10,278.94,124.1,167.16,328.63,585.39,1601.24
2020-02-11,403.52,209.0,201.8,382.08,691.63,1633.9
2020-02-12,386.39,108.7,264.95,522.95,926.58,1427.2
2020-02-13,208.61,88.2,224.7,580.9,925.82,1508.4
2020-02-14,454.74,185.8,413.12,640.33,1273.88,1046.4
2020-02-15,184.85,69.1,64.23,171.18,269.45,1337.4
2020-02-16,129.31,57.3,45.55,190.32,259.97,1715.4
2020-02-17,373.79,160.6,133.55,299.6,504.78,1617.7
2020-02-18,281.5,116.4,147.93,357.48,585.15,1569.2
2020-02-19,330.4,154.7,244.65,497.0,872.28,1374.2
2020-02-20,186.66,71.0,166.23,409.05,663.85,1558.6
2020-02-21,475.01,192.9,126.85,290.68,485.4,1674.3
2020-02-22,450.54,213.7,82.42,221.93,348.45,1796.7
2020-02-23,244.59,80.7,212.42,447.98,773.95,1312.9
2020-02-24,176.2,63.6,105.0,295.35,456.28,1356.7
2020-02-25,232.26,72.7,196.02,415.92,716.38,1501.1
2020-02-26,284.64,93.9,276.2,591.7,1015.45,1316.1
2020-02-27,270.76,102.0,343.58,754.58,1281.4,1135.9
2020-02-28,252.41,110.7,124.82,479.23,670.75,1190.4
2020-02-29,425.34,185.3,93.28,220.55,363.68,1705.3
2020-03-01,278.79,115.6,73.53,223.43,336.28,1751.9
2020-03-02,259.68,87.0,327.45,669.5,1171.75,1395.5
2020-03-03,402.26,134.0,408.56,675.46,1302.36,1061.2
2020-03-04,482.15,160.0,481.92,823.11,1562.4,769.5
2020-03-05,476.54,232.65,324.59,605.71,1103.79,1152.4
2020-03-06,530.48,296.4,432.16,727.13,1390.33,995.1
2020-03-07,532.81,281.3,285.73,515.35,954.09,1231.9
2020-03-08,418.84,121.0,216.27,345.23,677.5,1775.9
2020-03-09,407.0,124.8,196.72,370.0,672.24,1513.4
2020-03-10,311.19,28.2,156.38,291.35,532.0,1284.0
2020-03-11,342.11,59.0,111.87,262.86,434.99,1787.0
2020-03-12,401.83,143.1,147.52,287.72,513.47,1674.2
2020-03-13,419.85,161.3,203.22,426.05,737.53,1560.5
2020-03-14,269.74,103.9,83.75,272.18,400.5,1617.2
2020-03-15,233.1,98.0,90.25,429.3,567.6,1581.5
2020-03-16,394.2,154.0,396.95,797.75,1405.63,979.9
2020-03-17,381.21,149.6,146.28,337.85,561.92,1558.7
2020-03-18,387.18,155.2,148.28,346.1,573.42,1495.7
2020-03-19,395.48,269.5,341.6,690.72,1214.6,986.1
2020-03-20,343.1,137.2,160.28,379.65,625.29,1483.08
2020-03-21,392.24,175.7,55.8,334.02,419.72,1525.48
2020-03-22,435.85,256.0,55.88,402.25,487.88,1524.59
2020-03-23,487.81,288.4,179.62,781.28,1056.85,1523.69
2020-03-24,489.9,355.8,167.02,788.38,1044.62,1522.79
2020-03-25,658.28,509.6,484.22,1043.1,1785.68,1521.89
2020-03-26,863.72,701.6,143.5,704.42,924.27,1520.99
2020-03-27,905.49,738.4,94.72,457.5,602.7,1520.09
2020-03-28,546.42,365.2,36.32,283.45,339.38,1519.2
2020-03-29,397.79,153.8,31.95,240.13,288.82,1518.3
2020-03-30,315.73,127.6,114.62,393.0,569.12,1517.4
2020-03-31,391.74,181.3,87.8,442.1,576.35,1516.5
2020-04-01,412.26,223.0,255.73,767.8,1160.2,1515.6
2020-04-02,320.05,135.7,93.38,398.33,541.3,1514.71
2020-04-03,374.36,189.6,190.28,650.7,942.62,1513.81
2020-04-04,347.0,236.9,91.78,442.72,583.43,1512.91
2020-04-05,379.45,228.7,13.85,253.7,275.1,1512.01
2020-04-06,335.55,151.8,74.85,424.52,539.22,1511.11
2020-04-07,580.48,267.6,231.68,780.82,1136.28,1510.21
2020-04-08,1115.84,874.7,140.05,1070.5,1285.35,1509.32
2020-04-09,1263.56,1083.0,205.8,1033.47,1348.77,1508.42
2020-04-10,994.9,698.1,62.2,788.8,884.32,1507.52
2020-04-11,783.88,481.4,136.28,782.63,991.88,1506.62
2020-04-12,643.86,485.1,26.2,402.82,442.75,1505.72
2020-04-13,365.42,192.6,18.32,167.47,195.72,1504.83
2020-04-14,391.44,197.1,58.65,314.38,404.3,1503.93
2020-04-15,635.97,396.5,80.8,578.55,702.68,1503.03
2020-04-16,1182.3,867.1,195.8,1050.5,1350.45,1502.13
2020-04-17,537.44,268.7,51.95,385.78,465.28,1501.23
2020-04-18,559.74,357.9,74.35,415.33,529.55,1500.34
2020-04-19,490.02,236.2,33.53,363.48,414.75,1499.44
2020-04-20,618.5,225.9,54.35,359.45,442.52,1498.54
2020-04-21,765.62,264.8,57.35,393.58,481.57,1497.64
2020-04-22,748.59,346.7,75.38,486.95,602.65,1496.74
2020-04-23,794.79,444.9,96.78,647.67,796.28,1495.84
2020-04-24,774.35,493.7,120.88,736.3,921.65,1494.95
2020-04-25,437.59,300.1,27.75,346.95,389.5,1494.05
