MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3)
2019-02-10,573.75,905.74,1785.41,274.64
2019-02-11,1787.01,1610.1,4349.89,722.41
2019-02-12,2022.49,1618.9,4720.09,910.02
2019-02-13,1915.12,1478.5,4414.89,967.57
2019-02-14,4136.44,2130.66,8473.06,1418.29
2019-02-15,4515.76,2294.56,9218.51,1536.59
2019-02-16,1892.33,1591.96,4493.44,936.06
2019-02-17,930.3,1200.52,2627.05,943.91
2019-02-18,1711.01,1451.69,4075.26,563.82
2019-02-19,1481.22,1313.49,3584.35,768.11
2019-02-20,1075.12,1043.05,2691.44,768.36
2019-02-21,1293.29,1343.72,3326.83,855.56
2019-02-22,1761.91,1488.64,4190.05,1065.88
2019-02-23,1735.1,1481.43,4141.85,1136.94
2019-02-24,2427.93,1740.82,5463.03,1237.15
2019-02-25,2968.81,2180.24,6732.11,1536.8
2019-02-26,3812.87,2397.85,8243.92,1746.77
2019-02-27,4333.41,2437.2,9081.12,2011.34
2019-02-28,1820.0,1548.49,4338.84,929.79
2019-03-01,1822.18,1511.76,4305.44,1016.31
2019-03-02,538.7,698.25,1524.3,523.1
2019-03-03,241.2,384.21,754.45,330.06
2019-03-04,732.66,830.99,1954.5,419.87
2019-03-05,941.47,1005.5,2449.05,569.77
2019-03-06,866.73,793.85,2122.94,429.23
2019-03-07,500.12,658.86,1425.64,354.62
2019-03-08,1265.68,1172.58,3113.02,472.75
2019-03-09,509.26,800.35,1581.21,554.54
2019-03-10,335.29,661.04,1175.31,228.41
2019-03-11,765.84,919.88,2093.98,589.99
2019-03-12,631.09,813.51,1781.45,286.14
2019-03-13,531.31,714.31,1529.15,524.5
2019-03-14,583.53,894.15,1788.49,429.31
2019-03-15,430.79,640.98,1301.59,296.91
2019-03-16,204.55,383.08,696.98,316.75
2019-03-17,407.55,675.4,1300.2,203.42
2019-03-18,1493.36,1517.99,3807.84,642.44
2019-03-19,1519.31,1452.44,3782.38,741.1
2019-03-20,1238.9,1334.58,3234.08,703.09
2019-03-21,1489.59,1266.78,3550.66,822.79
2019-03-22,1312.83,1263.36,3276.46,745.0
2019-03-23,349.46,1058.89,1594.45,598.7
2019-03-24,593.54,1242.6,2152.84,700.55
2019-03-25,414.61,1042.11,1677.9,684.03
2019-03-26,1937.58,1835.79,4806.85,1038.7
2019-03-27,1503.64,1767.04,4072.46,924.43
2019-03-28,1292.19,1844.84,3826.01,1019.38
2019-03-29,1961.57,1881.29,4889.23,1338.23
2019-03-30,2092.15,1689.53,4897.36,1496.13
2019-03-31,73.97,441.81,555.14,781.09
2019-04-01,327.99,1049.99,1552.94,694.97
2019-04-02,1577.88,1637.44,4056.81,765.38
2019-04-03,1395.9,1542.9,3683.08,691.65
2019-04-04,832.11,1204.04,2479.2,487.48
2019-04-05,466.01,1054.36,1768.72,563.05
2019-04-06,146.59,725.0,949.65,558.5
2019-04-07,186.66,629.11,915.4,1079.71
2019-04-08,1053.2,1365.95,2981.01,1254.03
2019-04-09,360.17,1049.71,1602.06,1006.55
2019-04-10,178.27,597.22,870.46,586.06
2019-04-11,233.17,843.78,1201.17,509.73
2019-04-12,273.8,908.63,1328.59,585.56
2019-04-13,248.3,848.22,1228.92,488.16
2019-04-14,159.03,721.39,965.13,547.49
2019-04-15,322.7,1108.63,1603.48,1003.68
2019-04-16,910.01,1608.27,3003.43,1454.66
2019-04-17,603.07,1371.86,2296.39,1462.44
2019-04-18,413.27,1151.06,1785.01,1345.42
2019-04-19,224.19,1099.93,1444.07,937.38
2019-04-20,177.37,1033.72,1305.5,847.92
2019-04-21,165.55,1135.71,1389.49,909.67
2019-04-22,188.35,1365.35,1653.86,1225.09
2019-04-23,343.72,1408.0,1934.9,1075.7
2019-04-24,625.18,1241.9,2200.63,929.18
2019-04-25,541.5,840.96,1671.52,470.64
2019-04-26,639.81,946.57,1927.4,521.87
2019-04-27,223.67,491.98,835.06,453.02
2019-04-28,202.12,569.79,879.42,354.55
2019-04-29,349.61,1143.51,1679.49,564.73
2019-04-30,759.38,1515.72,2679.89,853.81
2019-05-01,1060.41,1501.96,3127.7,859.62
2019-05-02,767.74,1101.56,2278.74,607.15
2019-05-03,732.08,1109.01,2231.52,730.74
2019-05-04,170.49,454.58,715.99,420.14
2019-05-05,354.46,784.99,1328.61,514.45
2019-05-06,503.25,918.84,1690.56,375.92
2019-05-07,1071.47,1285.5,2928.5,631.83
2019-05-08,874.34,1156.48,2497.22,467.21
