MeasurementDateGMT, Nitric Oxide (ug/m3), Nitrogen Dioxide (ug/m3), Oxides of Nitrogen (ug/m3), PM10 Particulate (ug/m3), PM2.5 Particulate (ug/m3)
2019-04-29,137.15,648.55,858.6,449.4,318.7
2019-04-30,190.05,736.85,1028.15,493.6,357.0
2019-05-01,431.05,1059.8,1720.98,695.95,502.1
2019-05-02,66.7,516.45,618.3,311.15,174.4
2019-05-03,283.35,707.15,1141.75,350.0,194.6
2019-05-04,77.2,260.35,378.9,255.9,111.8
2019-05-05,100.1,430.75,584.1,391.15,188.1
2019-05-06,87.1,495.2,629.05,292.35,169.1
2019-05-07,595.15,1194.05,2106.65,536.55,280.9
2019-05-08,415.65,934.5,1572.2,421.25,205.5
2019-05-09,457.8,766.45,1468.85,437.75,237.7
2019-05-10,520.95,1046.45,1845.2,438.65,264.3
2019-05-11,182.1,694.75,974.05,371.4,240.1
2019-05-12,153.5,504.85,740.35,300.65,181.5
2019-05-13,141.55,542.85,759.9,295.25,169.7
2019-05-14,100.85,460.7,615.25,313.25,155.9
2019-05-15,135.95,637.3,845.85,575.7,343.2
2019-05-16,110.15,490.1,659.05,437.65,225.6
2019-05-17,170.15,577.0,837.85,473.6,300.6
2019-05-18,202.3,765.0,1075.2,503.7,395.0
2019-05-19,90.35,673.45,812.0,743.4,624.5
2019-05-20,126.85,611.45,806.1,471.1,356.6
2019-05-21,86.9,541.15,674.45,352.8,229.3
2019-05-22,349.3,1041.1,1576.5,425.25,239.7
2019-05-23,537.1,1269.9,2093.45,474.05,252.5
2019-05-24,88.25,517.0,652.25,419.7,203.1
2019-05-25,55.95,313.6,399.45,268.1,173.4
2019-05-26,166.4,425.3,680.3,283.0,145.9
2019-05-27,139.65,468.8,683.0,302.15,148.7
2019-05-28,101.1,443.55,598.35,192.65,109.0
2019-05-29,517.35,887.45,1680.45,404.25,223.0
2019-05-30,337.9,543.05,1061.18,351.85,119.0
2019-05-31,615.65,769.25,1713.2,281.95,90.1
2019-06-01,431.95,931.45,1593.5,364.2,170.2
2019-06-02,220.7,623.7,962.5,363.5,175.9
2019-06-03,413.5,748.15,1382.45,426.1,156.0
2019-06-04,340.3,869.9,1391.9,414.15,207.4
2019-06-05,588.5,945.75,1848.35,368.75,144.1
2019-06-06,474.65,853.55,1581.1,350.2,134.8
2019-06-07,176.85,695.35,966.6,351.1,195.4
2019-06-08,230.1,483.85,836.55,258.6,105.8
2019-06-09,333.95,721.6,1233.7,314.6,149.0
2019-06-10,207.0,529.8,847.45,221.3,131.9
2019-06-11,295.9,522.65,976.4,249.3,114.0
2019-06-12,336.1,730.3,1245.2,225.1,142.2
2019-06-13,486.35,818.9,1564.85,318.35,131.6
2019-06-14,490.3,840.4,1592.2,353.2,119.2
2019-06-15,465.85,877.05,1591.35,322.05,136.0
2019-06-16,340.45,610.25,1132.25,282.0,110.3
2019-06-17,517.25,851.65,1644.6,353.15,149.9
2019-06-18,389.5,907.15,1504.8,431.65,214.4
2019-06-19,187.45,644.65,932.3,467.45,287.4
2019-06-20,254.95,654.4,1045.3,310.55,149.7
2019-06-21,274.8,692.75,1114.05,334.05,143.7
2019-06-22,173.8,588.2,854.8,327.65,141.9
2019-06-23,42.35,430.7,495.6,631.4,408.0
2019-06-24,477.35,1134.75,1866.5,864.85,816.27
2019-06-25,69.55,428.15,534.95,649.78,614.49
2019-06-26,40.35,225.15,287.05,505.68,477.14
2019-06-27,62.78,225.58,321.65,458.57,339.78
2019-06-28,88.35,299.95,435.5,465.26,202.43
2019-06-29,177.5,901.75,1174.0,634.21,323.58
2019-06-30,85.5,326.45,457.75,326.15,149.5
2019-07-01,85.55,287.25,418.5,255.35,97.4
2019-07-02,99.9,346.8,499.9,286.6,123.3
2019-07-03,134.55,475.05,681.75,335.75,165.1
2019-07-04,199.4,695.25,1000.75,402.6,167.8
2019-07-05,142.8,722.2,941.5,460.45,221.6
2019-07-06,74.65,341.65,456.35,343.3,283.3
2019-07-07,92.9,376.55,519.25,804.4,1011.0
2019-07-08,202.75,628.3,939.3,495.85,407.9
2019-07-09,493.45,1074.8,1831.35,512.6,233.8
2019-07-10,607.25,1122.05,2053.2,574.3,259.0
2019-07-11,172.55,682.65,947.15,380.7,179.4
2019-07-12,37.25,279.3,336.75,248.8,113.9
2019-07-13,66.35,303.0,404.85,267.45,118.2
2019-07-14,77.3,272.15,390.85,226.5,95.8
2019-07-15,113.38,364.92,538.62,149.85,43.9
2019-07-16,301.95,953.3,1416.4,393.32,196.8
2019-07-17,430.75,1079.25,1740.1,568.6,262.4
2019-07-18,329.55,718.05,1223.5,410.05,199.9
2019-07-19,611.2,834.75,1771.8,368.8,145.1
2019-07-20,307.4,514.05,985.6,259.2,60.0
2019-07-21,337.6,604.75,1121.95,301.0,120.4
2019-07-22,504.7,693.58,1467.82,405.05,173.8
2019-07-23,335.75,728.5,1244.0,619.1,307.9
2019-07-24,455.45,1159.75,1858.0,703.85,371.3
2019-07-25,144.45,1164.4,1386.0,814.1,382.5
2019-07-26,274.1,793.6,1213.7,536.7,260.1
2019-07-27,55.6,379.9,465.35,275.4,106.3
2019-07-28,65.8,337.65,438.8,261.1,89.9
2019-07-29,493.05,845.85,1601.75,411.9,158.5
2019-07-30,293.18,594.65,1044.2,449.85,167.5
2019-07-31,298.2,543.55,1000.65,344.2,136.3
2019-08-01,129.25,483.9,682.0,368.1,165.4
2019-08-02,53.48,362.95,444.98,435.65,201.9
2019-08-03,142.2,567.95,785.95,410.23,203.53
2019-08-04,191.5,682.5,975.65,430.61,178.24
2019-08-05,430.9,689.45,1350.1,396.29,152.96
2019-08-06,405.25,591.45,1212.95,387.82,127.67
2019-08-07,349.85,596.5,1132.65,339.8,111.6
2019-08-08,408.85,749.4,1376.15,357.75,149.6
2019-08-09,368.2,607.65,1172.25,442.9,183.3
2019-08-10,226.15,376.75,723.95,466.75,178.6
2019-08-11,293.35,486.5,936.1,387.65,137.5
2019-08-12,533.8,874.1,1692.4,346.0,172.2
2019-08-13,238.45,614.25,980.2,286.35,122.7
2019-08-14,670.0,893.05,1920.45,305.8,114.9
2019-08-15,147.8,414.3,641.1,303.0,139.8
2019-08-16,634.4,770.9,1743.55,368.05,138.4
2019-08-17,394.25,528.2,1132.75,330.8,107.7
2019-08-18,301.8,493.05,956.0,315.05,131.2
2019-08-19,372.8,583.85,1155.6,351.9,132.5
2019-08-20,288.23,794.72,1236.92,414.1,185.3
2019-08-21,830.1,1143.0,2415.8,524.2,236.5
2019-08-22,514.95,963.0,1752.25,447.4,212.1
2019-08-23,458.3,964.3,1667.25,545.6,241.6
2019-08-24,138.0,995.45,1206.75,892.75,630.8
2019-08-25,54.85,780.75,864.9,949.5,752.2
2019-08-26,112.35,1102.6,1274.9,889.6,731.8
2019-08-27,259.8,1337.7,1735.75,965.4,639.1
2019-08-28,487.6,909.55,1657.4,411.45,208.2
2019-08-29,305.8,646.35,1114.8,322.65,122.4
2019-08-30,573.45,901.0,1780.4,427.0,166.4
2019-08-31,267.15,708.8,1118.5,384.45,175.1
2019-09-01,51.95,388.9,468.8,215.15,94.3
2019-09-02,414.35,763.7,1399.15,388.75,139.4
2019-09-03,219.9,563.5,900.45,332.8,111.7
2019-09-04,189.6,431.6,722.25,288.85,93.4
2019-09-05,124.85,500.45,691.65,302.25,113.2
2019-09-06,483.25,930.5,1671.25,435.8,163.5
2019-09-07,102.05,384.2,540.7,249.25,90.8
2019-09-08,118.45,511.05,692.9,281.65,116.5
2019-09-09,639.05,1268.3,2248.15,432.65,250.4
2019-09-10,725.47,883.23,1995.7,490.65,276.5
2019-09-11,397.25,615.35,1224.25,330.4,93.5
2019-09-12,354.05,582.72,1125.6,333.25,102.0
2019-09-13,83.6,380.7,508.7,288.65,93.3
2019-09-14,417.1,931.25,1571.05,429.4,222.3
2019-09-15,320.95,854.65,1346.85,419.65,232.5
2019-09-16,173.4,586.05,852.25,348.4,186.4
2019-09-17,88.3,428.65,564.1,317.8,126.8
2019-09-18,246.65,630.95,1009.35,383.4,121.8
2019-09-19,522.9,819.1,1621.15,477.15,193.5
2019-09-20,225.05,697.5,1042.55,489.1,195.2
2019-09-21,101.8,764.25,920.25,585.9,236.4
2019-09-22,284.95,828.5,1265.45,432.8,210.2
2019-09-23,394.0,616.0,1219.85,307.35,75.2
2019-09-24,556.35,719.8,1572.8,296.25,108.4
2019-09-25,467.8,666.45,1383.45,267.8,90.1
2019-09-26,508.8,689.5,1469.3,341.7,102.3
2019-09-27,536.7,681.05,1504.0,414.25,139.4
2019-09-28,353.05,558.45,1099.85,295.25,90.8
2019-09-29,206.65,391.85,708.55,196.7,67.3
2019-09-30,733.3,851.25,1975.7,328.55,134.3
2019-10-01,548.05,680.75,1520.85,327.15,103.4
2019-10-02,290.05,534.2,978.8,234.95,101.4
2019-10-03,1657.05,980.75,3521.45,511.05,296.7
2019-10-04,505.05,866.85,1640.95,488.1,217.0
2019-10-05,179.0,582.1,856.7,338.65,174.0
2019-10-06,48.45,328.65,403.15,292.3,160.8
2019-10-07,743.8,827.9,1968.7,315.5,114.8
2019-10-08,421.2,653.85,1299.5,432.95,115.8
2019-10-09,331.95,670.9,1180.1,286.95,66.2
2019-10-10,475.5,638.45,1367.45,388.85,124.1
2019-10-11,398.0,658.1,1268.1,268.55,84.5
2019-10-12,648.2,1096.7,2090.7,278.55,144.1
2019-10-13,268.9,620.9,1033.15,265.05,126.2
2019-10-14,375.1,864.91,1438.9,351.38,152.8
2019-10-15,755.1,1075.61,2232.85,362.95,130.8
2019-10-16,694.45,1008.2,2072.95,432.35,166.1
2019-10-17,1048.55,1129.65,2737.52,387.7,124.1
2019-10-18,506.2,791.6,1568.0,368.85,98.9
2019-10-19,919.6,1002.7,2412.7,385.6,136.2
2019-10-20,818.25,567.7,1822.2,360.35,206.7
2019-10-21,60.8,308.4,401.45,208.35,57.1
2019-10-22,2265.55,1257.65,4731.5,651.2,371.8
2019-10-23,1420.8,947.45,3126.0,652.3,520.2
2019-10-24,1035.9,979.55,2568.0,543.15,362.2
2019-10-25,916.35,822.9,2227.9,377.5,132.6
2019-10-26,245.9,436.5,813.45,291.5,89.7
2019-10-27,373.85,738.3,1311.55,403.95,317.1
2019-10-28,993.15,763.35,2286.05,455.25,330.1
2019-10-29,137.3,555.65,766.0,201.3,55.0
2019-10-30,194.25,727.55,1025.35,456.3,278.4
2019-10-31,782.6,913.15,2113.2,747.25,507.2
2019-11-01,911.3,972.5,2370.05,495.5,280.0
2019-11-02,389.3,516.25,1113.2,336.4,127.5
2019-11-03,803.85,971.15,2203.35,419.0,192.7
2019-11-04,1365.55,1172.35,3266.25,460.2,201.2
2019-11-05,219.3,512.8,849.2,338.5,242.1
2019-11-06,828.4,1043.6,2313.95,705.35,350.7
2019-11-07,1092.25,1017.95,2692.55,406.95,146.0
2019-11-08,1290.95,822.05,2801.2,445.2,264.6
2019-11-09,590.45,785.8,1690.8,353.15,237.3
2019-11-10,1120.6,807.4,2525.7,480.85,250.4
2019-11-11,362.3,723.35,1279.25,325.75,159.0
2019-11-12,306.03,755.42,1224.9,251.45,86.3
2019-11-13,868.55,1078.95,2410.95,447.25,181.4
2019-11-14,601.9,1115.8,2039.2,241.0,80.2
2019-11-15,268.8,466.1,878.4,287.15,164.1
2019-11-16,1202.7,971.2,2815.05,459.3,267.3
2019-11-17,1558.5,946.6,3335.95,602.7,394.7
2019-11-18,275.45,639.95,1062.3,249.8,100.2
2019-11-19,2733.9,1518.25,5710.05,728.9,417.1
2019-11-20,603.1,999.2,1923.55,430.2,246.3
2019-11-21,287.55,706.05,1147.2,582.3,465.7
2019-11-22,438.0,902.95,1574.8,292.75,155.2
2019-11-23,265.2,711.95,1118.35,385.2,239.8
2019-11-24,1287.85,879.25,2853.6,571.0,313.3
2019-11-25,695.35,922.15,1987.95,307.8,176.5
2019-11-26,727.5,1067.4,2182.95,280.35,91.6
2019-11-27,679.65,1134.9,2176.9,286.3,139.5
2019-11-28,352.2,713.1,1253.25,295.9,162.5
2019-11-29,1360.6,952.8,3038.6,482.75,229.9
2019-11-30,1240.5,1062.95,2964.85,459.85,343.2
2019-12-01,170.7,436.25,698.3,193.18,124.7
2019-12-02,1638.6,1340.6,3853.0,575.4,436.3
2019-12-03,2327.45,1695.8,5264.4,612.05,348.3
2019-12-04,3307.0,1636.2,6706.7,723.7,504.7
2019-12-05,2391.55,1254.4,4921.7,566.7,390.95
2019-12-06,348.0,657.05,1190.65,216.52,119.15
2019-12-07,531.6,813.8,1629.05,378.78,195.05
2019-12-08,191.4,378.8,672.2,353.54,153.01
2019-12-09,776.28,731.22,1921.82,311.64,119.24
2019-12-10,965.45,883.95,2364.5,314.65,114.9
2019-12-11,1169.4,1275.3,3068.2,371.8,139.8
2019-12-12,835.05,1129.25,2409.6,219.95,90.8
2019-12-13,249.85,615.85,999.4,269.95,90.5
2019-12-14,369.25,703.7,1270.15,351.75,136.4
2019-12-15,392.9,594.4,1196.75,293.35,95.4
2019-12-16,1176.25,1366.7,3170.65,379.3,180.8
2019-12-17,764.8,1137.25,2310.25,277.8,198.3
2019-12-18,1247.55,1291.3,3204.45,425.8,258.7
2019-12-19,505.2,671.9,1446.3,413.8,183.5
2019-12-20,934.4,1132.4,2564.8,204.7,93.9
2019-12-21,464.6,805.65,1518.1,230.0,87.7
2019-12-22,244.1,696.5,1070.55,221.15,85.3
2019-12-23,489.0,775.0,1524.7,335.2,113.6
2019-12-24,191.05,521.45,814.8,313.75,116.7
2019-12-25,866.4,824.25,2152.75,344.75,157.2
2019-12-26,158.4,526.2,769.0,251.15,142.7
2019-12-27,1146.4,794.45,2552.0,431.8,256.8
2019-12-28,1274.95,967.65,2923.1,489.85,320.0
2019-12-29,1170.5,962.65,2757.55,555.85,420.0
2019-12-30,2115.5,1171.2,4415.05,685.7,494.2
2019-12-31,387.6,739.7,1333.7,544.7,378.7
2020-01-01,830.3,1041.23,2314.33,824.9,638.4
2020-01-02,564.1,736.5,1601.3,369.85,219.2
2020-01-03,145.3,643.6,866.15,257.9,70.9
2020-01-04,321.7,943.55,1436.9,298.95,140.5
2020-01-05,469.25,805.75,1525.3,231.45,117.9
2020-01-06,525.1,829.75,1634.95,353.5,131.0
2020-01-07,759.65,903.05,2068.1,445.35,143.8
2020-01-08,763.6,935.3,2106.55,592.65,216.2
2020-01-09,518.7,712.0,1507.15,265.85,40.3
2020-01-10,270.06,669.18,1081.89,321.3,144.7
2020-01-11,223.17,511.36,852.09,353.5,45.1
2020-01-12,289.2,600.42,1042.34,213.5,65.7
2020-01-13,411.48,669.98,1299.34,316.4,68.6
2020-01-14,404.28,580.78,1199.94,285.75,108.7
2020-01-15,532.95,911.35,1727.95,308.65,93.7
2020-01-16,483.25,795.45,1536.55,384.75,143.7
2020-01-17,434.6,880.75,1547.3,278.85,126.6
2020-01-18,315.6,999.4,1483.2,363.0,189.7
2020-01-19,1090.3,1051.75,2723.5,472.45,264.9
2020-01-20,3963.4,1994.3,8071.45,1181.35,640.9
2020-01-21,4904.2,1998.65,9518.3,1068.25,786.3
2020-01-22,1391.7,1150.9,3284.95,804.85,702.3
2020-01-23,581.95,936.1,1828.6,464.15,394.7
2020-01-24,1144.35,1133.5,2888.1,508.2,383.4
2020-01-25,699.75,916.5,1989.35,692.95,472.0
2020-01-26,434.1,739.1,1404.2,548.4,297.6
2020-01-27,723.1,1107.95,2216.95,314.95,91.4
2020-01-28,213.2,663.15,989.6,231.32,82.3
2020-01-29,328.9,749.3,1253.65,428.7,155.2
2020-01-30,607.5,874.2,1805.8,287.7,158.5
2020-01-31,389.45,597.15,1194.3,221.25,71.3
2020-02-01,147.3,389.55,615.2,359.8,104.0
2020-02-02,139.05,451.5,664.7,398.3,132.8
2020-02-03,160.65,524.2,770.2,448.85,146.5
2020-02-04,113.45,576.8,751.05,328.35,129.5
2020-02-05,1883.4,1591.0,4478.65,901.7,355.5
2020-02-06,2226.45,1572.22,4985.82,884.55,474.0
2020-02-07,656.45,1070.65,2077.5,808.7,502.9
2020-02-08,400.65,768.1,1382.3,487.2,174.4
2020-02-09,106.15,194.95,357.75,270.45,93.8
2020-02-10,195.45,423.7,723.45,303.53,132.1
2020-02-11,168.3,430.8,688.75,341.85,107.8
2020-02-12,419.15,738.6,1381.5,371.1,136.3
2020-02-13,306.25,702.55,1172.2,249.9,64.5
2020-02-14,1104.4,1026.5,2719.85,630.35,197.4
2020-02-15,234.25,353.1,712.25,203.4,100.7
2020-02-16,167.2,325.65,582.05,162.35,81.45
2020-02-17,230.2,464.05,816.95,371.05,113.5
2020-02-18,293.7,603.8,1053.9,321.4,112.3
2020-02-19,425.75,782.15,1435.15,347.4,145.9
2020-02-20,202.8,524.05,835.15,214.25,111.1
2020-02-21,299.65,571.05,1030.15,486.0,134.4
2020-02-22,113.05,287.8,461.2,403.0,142.6
2020-02-23,76.9,341.1,458.85,169.65,48.3
2020-02-24,275.6,565.6,988.3,190.15,56.1
2020-02-25,228.65,553.6,904.1,256.25,104.6
2020-02-26,210.6,662.35,985.4,263.6,75.2
2020-02-27,164.15,717.25,969.25,231.62,106.75
2020-02-28,609.6,955.2,1889.9,320.85,139.4
2020-02-29,241.2,377.2,747.1,416.9,111.7
2020-03-01,263.4,465.0,869.05,274.7,71.3
2020-03-02,121.1,530.5,716.6,192.25,66.4
2020-03-03,477.2,979.55,1711.0,407.95,142.0
2020-03-04,1045.6,1223.62,2826.75,459.35,193.9
2020-03-05,68.75,337.4,443.0,233.0,128.6
2020-03-06,897.75,808.1,2184.4,445.05,175.1
2020-03-07,1274.5,1085.35,3039.65,614.35,248.4
2020-03-08,245.15,448.05,823.65,282.45,113.0
2020-03-09,268.85,553.55,965.9,320.75,121.2
2020-03-10,166.55,370.05,625.25,137.55,28.3
2020-03-11,306.9,537.95,1008.75,250.25,75.6
2020-03-12,229.25,415.6,767.45,363.2,84.5
2020-03-13,402.3,759.05,1375.9,449.6,161.0
2020-03-14,394.1,691.65,1296.1,299.5,99.6
2020-03-15,164.85,444.4,697.55,238.25,111.6
2020-03-16,335.7,850.9,1365.85,354.83,143.2
2020-03-17,570.55,850.7,1725.35,445.22,128.35
2020-03-18,445.65,654.45,1337.8,405.7,134.4
2020-03-19,112.65,385.8,558.35,325.55,170.3
2020-03-20,69.5,220.7,327.25,260.25,83.2
2020-03-21,73.35,225.85,337.85,327.0,132.8
2020-03-22,63.45,248.6,345.8,362.3,178.5
2020-03-23,130.15,569.15,768.95,457.0,259.7
2020-03-24,277.75,893.85,1319.55,514.73,328.6
2020-03-25,189.55,805.85,1096.65,613.71,459.2
2020-03-26,90.0,482.3,620.35,629.88,525.1
2020-03-27,38.7,238.5,297.75,619.75,507.1
2020-03-28,18.2,114.9,143.1,470.02,207.5
2020-03-29,15.3,63.35,86.85,400.45,80.1
2020-03-30,37.65,198.0,255.85,373.32,89.8
2020-03-31,56.85,284.2,371.45,416.19,138.7
2020-04-01,183.98,609.67,891.53,416.91,173.9
2020-04-02,72.75,386.3,497.8,389.93,109.4
2020-04-03,330.45,735.6,1242.45,457.25,160.8
2020-04-04,240.05,660.0,1028.35,452.02,263.7
2020-04-05,93.6,442.25,585.95,432.94,221.4
2020-04-06,197.65,677.3,980.5,433.11,159.8
2020-04-07,306.7,739.7,1210.05,623.58,387.1
2020-04-08,124.5,748.95,939.9,809.85,842.8
2020-04-09,149.0,645.95,874.85,749.87,789.3
2020-04-10,80.2,515.65,638.65,659.99,590.8
2020-04-11,204.75,818.85,1133.05,538.91,393.2
2020-04-12,101.45,500.35,655.9,487.28,341.8
2020-04-13,23.2,103.35,138.95,414.06,130.6
2020-04-14,65.2,310.3,410.3,415.58,180.8
2020-04-15,194.1,684.65,982.1,575.9,429.1
2020-04-16,160.5,700.6,946.4,713.12,657.4
2020-04-17,53.2,236.0,317.4,452.29,187.5
2020-04-18,72.55,354.25,465.2,455.31,212.9
2020-04-19,36.6,235.3,291.45,435.13,201.4
2020-04-20,51.8,277.75,357.45,500.5,177.9
2020-04-21,49.65,296.9,372.2,555.17,200.5
2020-04-22,63.85,353.15,451.05,524.34,250.9
2020-04-23,87.05,530.75,664.25,581.06,433.4
2020-04-24,98.7,453.85,605.15,548.28,428.6
2020-04-25,56.65,265.5,352.6,380.2,185.1
2020-04-26,123.65,582.6,772.4,430.97,297.4
2020-04-27,255.0,675.45,1066.75,476.39,291.7
2020-04-28,65.55,291.75,392.4,293.47,91.2
2020-04-29,268.1,513.0,924.25,351.68,100.1
2020-04-30,324.8,563.6,1061.65,311.75,81.3
2020-05-01,116.3,366.3,544.3,254.0,89.4
2020-05-02,83.9,365.95,494.6,254.1,87.8
2020-05-03,118.25,486.3,667.65,354.25,143.0
2020-05-04,51.8,263.8,343.5,354.95,145.5
2020-05-05,44.7,201.6,269.7,364.1,107.0
2020-05-06,69.85,353.75,461.0,476.05,183.6
2020-05-07,191.0,828.15,1120.9,637.75,313.6
2020-05-08,140.2,781.5,996.15,684.6,400.3
2020-05-09,50.0,542.4,618.95,824.3,576.9
2020-05-10,13.4,200.25,220.75,561.0,279.3
2020-05-11,25.95,121.9,161.75,288.6,51.0
2020-05-12,78.55,335.15,455.45,277.0,111.5
2020-05-13,32.35,184.4,233.95,278.8,98.1
2020-05-14,54.35,240.7,324.1,238.95,83.8
2020-05-15,134.05,468.9,674.25,366.7,162.3
2020-05-16,67.8,393.5,497.1,312.25,119.9
2020-05-17,164.1,538.45,790.15,434.7,239.2
2020-05-18,146.65,442.2,666.95,417.22,126.8
2020-05-19,145.8,506.65,730.4,391.05,161.2
2020-05-20,325.75,840.75,1340.25,531.9,226.0
2020-05-21,157.15,753.45,994.45,608.8,307.8
2020-05-22,197.35,449.5,752.1,718.3,170.0
2020-05-23,74.85,183.6,298.65,538.5,113.3
2020-05-24,44.1,239.35,307.45,449.05,170.4
2020-05-25,144.55,590.45,812.2,513.5,283.9
2020-05-26,117.6,458.95,639.15,471.25,201.5
2020-05-27,99.75,393.45,546.35,431.8,163.5
2020-05-28,70.05,215.5,322.7,370.62,106.5
2020-05-29,86.4,312.55,445.4,417.1,130.0
2020-05-30,55.25,269.3,353.65,461.5,181.3
2020-05-31,38.4,189.1,247.85,409.5,165.2
2020-06-01,56.4,257.6,343.95,410.0,154.5
2020-06-02,43.55,271.85,338.35,424.6,163.6
2020-06-03,72.05,356.65,467.2,484.35,229.0
2020-06-04,37.45,206.15,263.5,259.85,90.4
2020-06-05,74.65,255.55,369.85,231.7,79.0
2020-06-06,140.5,393.35,608.75,285.75,102.3
2020-06-07,53.2,266.6,348.25,238.15,96.0
2020-06-08,44.95,194.35,263.7,343.05,116.7
2020-06-09,139.5,423.65,637.4,358.65,130.2
2020-06-10,424.0,780.05,1430.0,509.85,245.4
2020-06-11,64.75,268.75,368.0,441.9,233.9
2020-06-12,77.7,440.15,559.55,637.85,440.4
2020-06-13,125.0,463.15,654.9,395.0,199.3
2020-06-14,213.65,558.65,886.3,446.75,250.3
2020-06-15,442.25,916.8,1594.8,477.8,213.7
2020-06-16,284.2,757.75,1193.85,500.85,266.9
2020-06-17,263.35,785.3,1188.85,441.95,242.3
2020-06-18,369.75,712.7,1279.65,305.65,147.6
2020-06-19,386.4,603.7,1196.15,383.2,137.4
2020-06-20,388.45,610.9,1206.55,351.15,118.9
2020-06-21,151.5,323.35,555.55,337.0,135.0
2020-06-22,467.65,670.05,1386.9,556.25,168.1
2020-06-23,209.0,592.5,913.15,580.5,200.4
2020-06-24,86.9,594.2,727.25,700.05,325.1
2020-06-25,66.2,565.17,666.8,690.08,307.2
2020-06-26,257.88,827.9,1223.55,568.37,340.1
2020-06-27,269.65,372.45,786.3,325.84,123.5
2020-06-28,201.65,290.1,599.4,304.15,87.3
2020-06-29,182.55,291.85,571.9,424.0,113.0
2020-06-30,459.05,493.65,1197.6,302.15,97.4
2020-07-01,311.75,427.9,905.5,301.32,105.9
2020-07-02,311.8,540.25,1018.45,307.1,112.6
2020-07-03,344.15,455.85,983.55,396.8,121.4
2020-07-04,369.1,320.65,886.4,258.9,74.6
2020-07-05,81.4,123.55,248.5,333.0,79.6
2020-07-06,70.1,197.2,304.75,334.75,105.3
2020-07-07,247.7,509.55,889.3,391.05,149.1
2020-07-08,367.65,471.6,1035.2,297.45,117.2
2020-07-09,448.8,339.3,1027.4,318.45,125.3
2020-07-10,64.15,211.5,310.35,235.45,73.8
2020-07-11,62.75,297.1,393.4,284.35,106.7
2020-07-12,198.4,525.75,830.0,399.85,232.6
2020-07-13,268.95,560.8,973.0,351.2,120.1
2020-07-14,50.0,239.0,316.15,278.6,116.6
2020-07-15,122.55,336.2,523.95,280.35,98.0
2020-07-16,56.7,230.25,316.95,256.55,104.5
2020-07-17,315.15,516.0,999.4,504.15,199.4
2020-07-18,192.95,332.4,628.1,343.93,133.7
2020-07-19,39.6,184.35,245.0,232.45,79.7
2020-07-20,80.05,213.03,336.04,314.9,107.4
2020-07-21,102.0,351.62,507.66,357.5,138.8
2020-07-22,339.65,784.1,1305.0,564.0,158.2
2020-07-23,376.25,784.45,1361.48,514.2,161.4
2020-07-24,307.55,558.85,1030.25,358.7,134.9
2020-07-25,393.05,475.35,1078.0,315.75,127.0
2020-07-26,250.35,358.8,742.7,338.4,125.9
2020-07-27,389.0,482.0,1078.35,401.55,131.1
2020-07-28,104.65,310.6,470.9,303.45,99.0
2020-07-29,303.3,651.25,1116.1,389.12,142.9
2020-07-30,356.4,841.0,1387.7,500.47,169.9
2020-07-31,153.5,833.9,1069.4,888.2,386.3
2020-08-01,168.05,365.2,622.85,368.35,145.8
2020-08-02,118.15,304.45,485.75,271.6,84.1
2020-08-03,48.8,259.5,334.35,262.2,87.0
2020-08-04,473.1,746.55,1472.2,472.05,215.1
2020-08-05,338.4,563.85,1082.9,414.85,105.2
2020-08-06,386.5,732.15,1324.9,444.45,143.5
2020-08-07,369.65,1424.4,1991.55,809.85,318.5
2020-08-08,68.1,761.5,865.65,872.15,466.9
2020-08-09,27.75,301.7,344.5,779.55,430.6
2020-08-10,59.3,607.85,698.9,929.1,528.3
2020-08-11,100.5,824.7,979.0,1061.85,736.7
2020-08-12,72.85,791.9,903.45,1283.95,981.6
2020-08-13,33.75,354.6,405.95,761.15,538.2
2020-08-14,64.85,313.2,412.8,471.05,286.2
2020-08-15,114.75,453.55,629.35,618.8,363.1
2020-08-16,123.9,607.75,797.8,810.25,495.9
2020-08-17,427.35,889.6,1544.6,505.7,205.1
2020-08-18,501.1,739.35,1507.55,381.7,121.2
2020-08-19,333.4,664.6,1175.75,357.45,164.6
2020-08-20,432.95,799.25,1463.15,649.8,203.6
2020-08-21,257.68,453.12,848.45,560.2,137.0
2020-08-22,246.15,446.05,823.2,416.9,107.4
2020-08-23,90.9,248.9,388.25,304.15,121.4
2020-08-24,299.35,561.35,1020.2,346.95,118.8
2020-08-25,254.25,401.8,791.65,364.25,120.5
2020-08-26,101.35,407.75,563.25,342.8,144.7
2020-08-27,439.15,728.15,1401.6,490.85,245.5
2020-08-28,303.85,430.3,896.1,280.95,121.0
2020-08-29,30.8,142.65,189.75,260.55,76.8
2020-08-30,26.1,145.85,186.2,341.95,96.3
2020-08-31,119.0,470.9,653.5,307.8,133.1
2020-09-01,339.8,719.55,1240.7,417.7,225.5
2020-09-02,628.45,1062.45,2026.15,568.6,322.6
2020-09-03,402.5,581.55,1198.45,379.05,151.1
2020-09-04,285.8,575.65,1013.95,421.1,120.3
2020-09-05,154.55,561.25,798.3,395.4,165.4
2020-09-06,413.4,699.5,1333.3,437.6,229.5
2020-09-07,801.1,701.05,1929.15,479.8,265.4
2020-09-08,411.65,601.75,1233.15,389.15,164.5
2020-09-09,150.65,390.35,621.35,348.65,146.3
2020-09-10,214.3,589.2,917.8,432.45,186.9
